Date(UTC);UnixTimeStamp;Value;;;
06/06/2017;1496707200;9226590815625;;;
06/07/2017;1496793600;9229367893750;;;
06/08/2017;1496880000;9232131018750;;;
06/09/2017;1496966400;9234896018750;;;
06/10/2017;1497052800;9237711893750;;;
06/11/2017;1497139200;9240504565625;;;
06/12/2017;1497225600;9243314628125;;;
6/13/2017;1497312000;9246142237500;;;
6/14/2017;1497398400;9248969112500;;;
6/15/2017;1497484800;9251788987500;;;
6/16/2017;1497571200;9254626081250;;;
6/17/2017;1497657600;9257455987500;;;
6/18/2017;1497744000;9260314737500;;;
6/19/2017;1497830400;9263178034375;;;
6/20/2017;1497916800;9265848971875;;;
6/21/2017;1498003200;9268464050000;;;
6/22/2017;1498089600;9271117378125;;;
6/23/2017;1498176000;9273727628125;;;
6/24/2017;1498262400;9276377128125;;;
6/25/2017;1498348800;9279015440625;;;
6/26/2017;1498435200;9281685346875;;;
6/27/2017;1498521600;9284343581250;;;
6/28/2017;1498608000;9287007846875;;;
6/29/2017;1498694400;9289708737500;;;
6/30/2017;1498780800;9292394362500;;;
07/01/2017;1498867200;9295062675000;;;
07/02/2017;1498953600;9297733909375;;;
07/03/2017;1499040000;9300447034375;;;
07/04/2017;1499126400;9303183612500;;;
07/05/2017;1499212800;9305859643750;;;
07/06/2017;1499299200;9308552300000;;;
07/07/2017;1499385600;9311281096875;;;
07/08/2017;1499472000;9313987737500;;;
07/09/2017;1499558400;9316681815625;;;
07/10/2017;1499644800;9319125175000;;;
07/11/2017;1499731200;9321521987500;;;
07/12/2017;1499817600;9323915784375;;;
7/13/2017;1499904000;9326292940625;;;
7/14/2017;1499990400;9328670065625;;;
7/15/2017;1500076800;9331085300000;;;
7/16/2017;1500163200;9333486268750;;;
7/17/2017;1500249600;9335838096875;;;
7/18/2017;1500336000;9338233128125;;;
7/19/2017;1500422400;9340681487500;;;
7/20/2017;1500508800;9343130768750;;;
7/21/2017;1500595200;9345514987500;;;
7/22/2017;1500681600;9347945721875;;;
7/23/2017;1500768000;9350394050000;;;
7/24/2017;1500854400;9352799940625;;;
7/25/2017;1500940800;9355269206250;;;
7/26/2017;1501027200;9357720706250;;;
7/27/2017;1501113600;9360155971875;;;
7/28/2017;1501200000;9362624487500;;;
7/29/2017;1501286400;9365073737500;;;
7/30/2017;1501372800;9367545503125;;;
7/31/2017;1501459200;9369951362500;;;
08/01/2017;1501545600;9372093409375;;;
08/02/2017;1501632000;9374206940625;;;
08/03/2017;1501718400;9376303581250;;;
08/04/2017;1501804800;9378434081250;;;
08/05/2017;1501891200;9380552862500;;;
08/06/2017;1501977600;9382679425000;;;
08/07/2017;1502064000;9384841581250;;;
08/08/2017;1502150400;9387005112500;;;
08/09/2017;1502236800;9389178050000;;;
08/10/2017;1502323200;9391324425000;;;
08/11/2017;1502409600;9393514628125;;;
08/12/2017;1502496000;9395706721875;;;
8/13/2017;1502582400;9397910190625;;;
8/14/2017;1502668800;9400114003125;;;
8/15/2017;1502755200;9402336440625;;;
8/16/2017;1502841600;9404593018750;;;
8/17/2017;1502928000;9406846315625;;;
8/18/2017;1503014400;9409077362500;;;
8/19/2017;1503100800;9411333800000;;;
8/20/2017;1503187200;9413547050000;;;
8/21/2017;1503273600;9415821628125;;;
8/22/2017;1503360000;9418073893750;;;
8/23/2017;1503446400;9420334893750;;;
8/24/2017;1503532800;9422588065625;;;
8/25/2017;1503619200;9424470143750;;;
8/26/2017;1503705600;9426326721875;;;
8/27/2017;1503792000;9428190268750;;;
8/28/2017;1503878400;9430032815625;;;
8/29/2017;1503964800;9431940831250;;;
8/30/2017;1504051200;9433835221875;;;
8/31/2017;1504137600;9435711831250;;;
09/01/2017;1504224000;9437594768750;;;
09/02/2017;1504310400;9439479581250;;;
09/03/2017;1504396800;9441343784375;;;
09/04/2017;1504483200;9443235893750;;;
09/05/2017;1504569600;9445146018750;;;
09/06/2017;1504656000;9447034846875;;;
09/07/2017;1504742400;9448948112500;;;
09/08/2017;1504828800;9450874831250;;;
09/09/2017;1504915200;9452778409375;;;
09/10/2017;1505001600;9454677284375;;;
09/11/2017;1505088000;9456561893750;;;
09/12/2017;1505174400;9458493143750;;;
9/13/2017;1505260800;9460382971875;;;
9/14/2017;1505347200;9462311940625;;;
9/15/2017;1505433600;9464265581250;;;
9/16/2017;1505520000;9466199378125;;;
9/17/2017;1505606400;9468121581250;;;
9/18/2017;1505692800;9470028081250;;;
9/19/2017;1505779200;9471965378125;;;
9/20/2017;1505865600;9473883581250;;;
9/21/2017;1505952000;9475817221875;;;
9/22/2017;1506038400;9477391581250;;;
9/23/2017;1506124800;9478892159375;;;
9/24/2017;1506211200;9480438300000;;;
9/25/2017;1506297600;9481925737500;;;
9/26/2017;1506384000;9483446425000;;;
9/27/2017;1506470400;9484987534375;;;
9/28/2017;1506556800;9486487331250;;;
9/29/2017;1506643200;9487972581250;;;
9/30/2017;1506729600;9489465721875;;;
10/01/2017;1506816000;9490978987500;;;
10/02/2017;1506902400;9492487909375;;;
10/03/2017;1506988800;9494005753125;;;
10/04/2017;1507075200;9495537596875;;;
10/05/2017;1507161600;9497085300000;;;
10/06/2017;1507248000;9498587706250;;;
10/07/2017;1507334400;9500089221875;;;
10/08/2017;1507420800;9501609175000;;;
10/09/2017;1507507200;9503130050000;;;
10/10/2017;1507593600;9504678487500;;;
10/11/2017;1507680000;9506228471875;;;
10/12/2017;1507766400;9507767628125;;;
10/13/2017;1507852800;9509311346875;;;
10/14/2017;1507939200;9510843128125;;;
10/15/2017;1508025600;9512401143750;;;
10/16/2017;1508112000;9514018100000;;;
10/17/2017;1508198400;9516032825000;;;
10/18/2017;1508284800;9518070565625;;;
10/19/2017;1508371200;9520113181250;;;
10/20/2017;1508457600;9522160681250;;;
10/21/2017;1508544000;9524175003125;;;
10/22/2017;1508630400;9526213428125;;;
10/23/2017;1508716800;9528260468750;;;
10/24/2017;1508803200;9530313415625;;;
10/25/2017;1508889600;9532335237500;;;
10/26/2017;1508976000;9534355053125;;;
10/27/2017;1509062400;9536402178125;;;
10/28/2017;1509148800;9538446715625;;;
10/29/2017;1509235200;9540475596875;;;
10/30/2017;1509321600;9542485456250;;;
10/31/2017;1509408000;9544549100000;;;
11/01/2017;1509494400;9546571934375;;;
11/02/2017;1509580800;9548601612500;;;
11/03/2017;1509667200;9550632556250;;;
11/04/2017;1509753600;9552651387500;;;
11/05/2017;1509840000;9554710634375;;;
