"","US SmallCap 2000 (US2000)_history.csv Date","US SmallCap 2000 (US2000)_history.csv Price","US SmallCap 2000 (US2000)_history.csv Open","US SmallCap 2000 (US2000)_history.csv High","US SmallCap 2000 (US2000)_history.csv Low","US SmallCap 2000 (US2000)_history.csv Volume"
"1396",2014-07-21,1146.66,1146.39,1148.08,1140.05,"-"
"1397",2014-07-22,1156.15,1151.46,1160.24,1151.46,"-"
"1398",2014-07-23,1158.11,1157.44,1161.99,1155.76,"-"
"1399",2014-07-24,1156.26,1159.7,1163.66,1153.59,"-"
"1400",2014-07-25,1144.72,1149.78,1149.78,1141.84,"-"
"1401",2014-07-28,1139.5,1145.18,1145.18,1132.16,"-"
"1402",2014-07-29,1141.64,1141.65,1149.08,1140.32,"-"
"1403",2014-07-30,1146.57,1147.96,1150.61,1142.54,"-"
"1404",2014-07-31,1120.07,1137.26,1137.26,1120.06,"-"
"1405",2014-08-01,1114.86,1120.54,1123.94,1107.31,"-"
"1406",2014-08-04,1124.82,1118.46,1125.54,1108.27,"-"
"1407",2014-08-05,1121.56,1119.69,1129.42,1114.87,"-"
"1408",2014-08-06,1125.55,1116.08,1131.64,1114.29,"-"
"1409",2014-08-07,1119.76,1127.97,1131.41,1116.43,"-"
"1410",2014-08-08,1131.35,1119.88,1131.86,1118.49,"-"
"1411",2014-08-11,1141.93,1136.48,1148.89,1135.24,"-"
"1412",2014-08-12,1133.03,1138.63,1141.28,1129.11,"-"
"1413",2014-08-13,1141.78,1136.17,1143.23,1135.61,"-"
"1414",2014-08-14,1143.34,1142.13,1144.15,1140.82,"-"
"1415",2014-08-15,1141.65,1151.31,1151.61,1131.83,"-"
"1416",2014-08-18,1158.4,1149.4,1158.4,1149.4,"-"
"1417",2014-08-19,1162.47,1159.83,1164.06,1159.83,"-"
"1418",2014-08-20,1157.51,1158.75,1159.22,1152.77,"-"
"1419",2014-08-21,1160.03,1157.22,1160.97,1147.45,"-"
"1420",2014-08-22,1160.34,1159.38,1163.22,1154.96,"-"
"1421",2014-08-25,1165.22,1167.13,1170.69,1161.8,"-"
"1422",2014-08-26,1175.17,1166.19,1176.12,1166.19,"-"
"1423",2014-08-27,1172.71,1176.4,1177.07,1171.14,"-"
"1424",2014-08-28,1165.95,1168.26,1169.09,1164.11,"-"
"1425",2014-08-29,1174.35,1167.59,1174.82,1164.78,"-"
"1426",2014-09-02,1179.47,1177.29,1181.37,1173.06,"-"
"1427",2014-09-03,1172.2,1183.29,1183.85,1170.84,"-"
"1428",2014-09-04,1167.21,1174.17,1180.68,1165.27,"-"
"1429",2014-09-05,1170.13,1164.34,1170.37,1160.02,"-"
"1430",2014-09-08,1172.31,1169.32,1174.22,1166.12,"-"
"1431",2014-09-09,1158.5,1170.94,1171.24,1157.85,"-"
"1432",2014-09-10,1158.5,1158.77,1165.11,1155.11,"-"
"1433",2014-09-11,1172.34,1159.5,1172.65,1158.6,"-"
"1434",2014-09-12,1160.61,1172.93,1172.95,1157.44,"-"
"1435",2014-09-15,1146.52,1159.98,1160.06,1144.41,"-"
"1436",2014-09-16,1150.97,1144.25,1152.86,1141.45,"-"
"1437",2014-09-17,1153.89,1151.96,1159.85,1149.93,"-"
"1438",2014-09-18,1159.27,1157.08,1160.3,1156.07,"-"
"1439",2014-09-19,1146.92,1161.65,1163.86,1143.47,"-"
"1440",2014-09-22,1129.36,1141.99,1141.99,1127.42,"-"
"1441",2014-09-23,1118.72,1126.51,1131.63,1118.72,"-"
"1442",2014-09-24,1128.31,1120.66,1129.59,1116.13,"-"
"1443",2014-09-25,1110.24,1126.1,1126.1,1107.51,"-"
"1444",2014-09-26,1119.33,1111.63,1119.73,1111.04,"-"
"1445",2014-09-29,1117.91,1110.43,1120.55,1107.81,"-"
"1446",2014-09-30,1101.68,1118.22,1118.7,1101.67,"-"
"1447",2014-10-01,1085.41,1101.08,1101.19,1083,"-"
"1448",2014-10-02,1096.38,1085.14,1099.46,1077.96,"-"
"1449",2014-10-03,1104.74,1105.12,1109.87,1101.51,"-"
"1450",2014-10-06,1094.65,1107.36,1108,1093.77,"-"
"1451",2014-10-07,1076.31,1089.3,1090.96,1076.31,"-"
"1452",2014-10-08,1097.12,1075.21,1097.7,1065.75,"-"
"1453",2014-10-09,1067.99,1095.75,1095.94,1067.83,"-"
"1454",2014-10-10,1053.32,1063.25,1074.25,1053.32,"-"
"1455",2014-10-13,1049.3,1054.27,1066.98,1046.14,"-"
"1456",2014-10-14,1061.6,1056.8,1075.27,1056.29,"-"
"1457",2014-10-15,1072.45,1051.5,1075.64,1040.47,"-"
"1458",2014-10-16,1086.11,1060.69,1091.27,1058.82,"-"
"1459",2014-10-17,1082.33,1098.07,1099.44,1079.23,"-"
"1460",2014-10-20,1094.97,1078.68,1094.97,1078.5,"-"
"1461",2014-10-21,1112.85,1099.88,1112.87,1099.88,"-"
"1462",2014-10-22,1096.87,1114.96,1117.18,1096.24,"-"
"1463",2014-10-23,1116.49,1105.45,1122.42,1105.45,"-"
"1464",2014-10-24,1118.82,1117.95,1119.13,1113.05,"-"
"1465",2014-10-27,1117.48,1113.56,1117.71,1104.05,"-"
"1466",2014-10-28,1149.45,1121.8,1149.45,1121.34,"-"
"1467",2014-10-29,1146.37,1149.46,1153.41,1138.32,"-"
"1468",2014-10-30,1155.77,1142.45,1159.15,1140.51,"-"
"1469",2014-10-31,1173.51,1169.17,1174.33,1166.66,"-"
"1470",2014-11-03,1170.2,1174.5,1178.4,1166.79,"-"
"1471",2014-11-04,1165.42,1166.73,1170.87,1160.89,"-"
"1472",2014-11-05,1167.07,1171.23,1172.03,1163.68,"-"
"1473",2014-11-06,1171.86,1166.02,1171.9,1163.54,"-"
"1474",2014-11-07,1173.32,1170.07,1173.4,1165.04,"-"
"1475",2014-11-10,1179.57,1173.85,1179.58,1172.61,"-"
"1476",2014-11-11,1179.96,1179.01,1180.8,1176.77,"-"
"1477",2014-11-12,1186.47,1175.33,1187.2,1174.85,"-"
"1478",2014-11-13,1175.42,1186.76,1188.67,1173.97,"-"
"1479",2014-11-14,1173.81,1175.46,1177.3,1171.97,"-"
"1480",2014-11-17,1164.23,1171.86,1175.18,1164.18,"-"
"1481",2014-11-18,1170.28,1165.16,1176.21,1165.16,"-"
"1482",2014-11-19,1157.69,1169.04,1169.08,1151.98,"-"
"1483",2014-11-20,1170.75,1153.53,1170.86,1153.21,"-"
"1484",2014-11-21,1172.42,1182.31,1184.5,1169.65,"-"
"1485",2014-11-24,1186.94,1174.83,1186.96,1174.83,"-"
"1486",2014-11-25,1186.33,1188.93,1191.76,1182.66,"-"
"1487",2014-11-26,1190.62,1186.34,1190.7,1185.37,"-"
"1488",2014-11-28,1173.15,1190.58,1190.61,1172.44,"-"
"1489",2014-12-01,1154.05,1170.55,1170.55,1154.05,"-"
"1490",2014-12-02,1168.45,1156.27,1171.44,1156.26,"-"
"1491",2014-12-03,1179.01,1168.54,1181.89,1168.03,"-"
"1492",2014-12-04,1173.01,1177.77,1178.01,1169.23,"-"
"1493",2014-12-05,1182.43,1172.75,1184.49,1172.75,"-"
"1494",2014-12-08,1167.31,1179.96,1188.23,1165.96,"-"
"1495",2014-12-09,1188.06,1157.38,1188.07,1153.53,"-"
"1496",2014-12-10,1161.86,1183.9,1185.03,1161.85,"-"
"1497",2014-12-11,1166.96,1166.68,1180.99,1165.13,"-"
"1498",2014-12-12,1152.45,1153.55,1165.25,1149.35,"-"
"1499",2014-12-15,1140.3,1159.85,1162.45,1137.15,"-"
"1500",2014-12-16,1139.36,1137.35,1158.55,1136.05,"-"
"1501",2014-12-17,1174.83,1142.05,1175.55,1141.85,"-"
"1502",2014-12-18,1192.15,1186.65,1193.05,1179.85,"-"
"1503",2014-12-19,1195.95,1190.55,1201.05,1187.05,"-"
"1504",2014-12-22,1201.86,1198.15,1201.86,1192.55,"-"
"1505",2014-12-23,1202.44,1207.05,1207.65,1198.15,"-"
"1506",2014-12-24,1206.79,1203.35,1209.15,1202.05,"-"
"1507",2014-12-26,1215.21,1210.05,1217.55,1209.35,"-"
"1508",2014-12-29,1219.11,1215.55,1222.55,1215.55,"-"
"1509",2014-12-30,1213.05,1216.15,1220.05,1211.15,"-"
"1510",2014-12-31,1204.7,1214.05,1222.65,1203.65,"-"
"1511",2015-01-02,1198.8,1209.85,1214.15,1186.45,"-"
"1512",2015-01-05,1181.37,1191.65,1195.05,1176.05,"-"
"1513",2015-01-06,1161.32,1183.15,1184.65,1152.05,"-"
"1514",2015-01-07,1175.97,1169.85,1176.65,1164.45,"-"
"1515",2015-01-08,1196.13,1185.05,1197.05,1185.05,"-"
"1516",2015-01-09,1185.67,1194.05,1194.85,1181.85,"-"
"1517",2015-01-12,1180.07,1187.35,1187.35,1171.55,"-"
"1518",2015-01-13,1180.63,1190.35,1202.55,1166.85,"-"
"1519",2015-01-14,1177.06,1167.45,1178.55,1163.35,"-"
"1520",2015-01-15,1154.73,1178.55,1181.15,1152.75,"-"
"1521",2015-01-16,1176.66,1149.95,1177.35,1149.95,"-"
"1522",2015-01-20,1170.25,1176.05,1178.55,1159.85,"-"
"1523",2015-01-21,1166.26,1166.05,1176.05,1161.15,"-"
"1524",2015-01-22,1189.55,1175.65,1190.05,1159.15,"-"
"1525",2015-01-23,1188.93,1186.85,1195.65,1183.65,"-"
"1526",2015-01-26,1200.35,1184.65,1200.35,1179.15,"-"
"1527",2015-01-27,1195.15,1189.15,1200.85,1184.85,"-"
"1528",2015-01-28,1175.05,1199.85,1199.85,1171.55,"-"
"1529",2015-01-29,1192.05,1178.75,1192.05,1169.35,"-"
"1530",2015-01-30,1166.55,1183.85,1187.05,1163.85,"-"
"1531",2015-02-02,1176.65,1170.15,1176.85,1157.55,"-"
"1532",2015-02-03,1196.85,1182.15,1197.75,1182.15,"-"
"1533",2015-02-04,1189.45,1191.05,1200.35,1188.85,"-"
"1534",2015-02-05,1206.75,1194.55,1210.25,1193.55,"-"
"1535",2015-02-06,1204.85,1208.75,1215.25,1200.55,"-"
"1536",2015-02-09,1194.65,1201.75,1208.55,1193.85,"-"
"1537",2015-02-10,1204.65,1201.95,1207.05,1187.55,"-"
"1538",2015-02-11,1202.35,1201.55,1206.35,1194.35,"-"
"1539",2015-02-12,1214.95,1210.05,1216.55,1206.95,"-"
"1540",2015-02-13,1222.35,1216.35,1224.15,1213.85,"-"
"1541",2015-02-17,1225.35,1222.95,1228.05,1219.95,"-"
"1542",2015-02-18,1227.85,1222.35,1228.05,1219.05,"-"
"1543",2015-02-19,1228.65,1226.25,1231.15,1223.25,"-"
"1544",2015-02-20,1230.95,1226.85,1232.65,1216.15,"-"
"1545",2015-02-23,1234.65,1228.15,1234.65,1220.15,"-"
"1546",2015-02-24,1235.45,1234.35,1239.15,1230.55,"-"
"1547",2015-02-25,1235.65,1234.45,1238.25,1230.45,"-"
"1548",2015-02-26,1238.95,1233.85,1240.35,1229.65,"-"
"1549",2015-02-27,1233.65,1236.65,1240.55,1232.55,"-"
"1550",2015-03-02,1240.85,1233.25,1244.55,1232.55,"-"
"1551",2015-03-03,1233.85,1237.65,1237.65,1228.85,"-"
"1552",2015-03-04,1230.55,1230.35,1232.85,1223.05,"-"
"1553",2015-03-05,1235.15,1231.05,1236.85,1226.55,"-"
"1554",2015-03-06,1220.05,1228.55,1234.35,1215.85,"-"
"1555",2015-03-09,1223.05,1221.05,1225.65,1218.35,"-"
"1556",2015-03-10,1208.65,1209.65,1213.55,1204.05,"-"
"1557",2015-03-11,1216.35,1210.45,1218.05,1205.65,"-"
"1558",2015-03-12,1236.05,1225.45,1237.35,1224.35,"-"
"1559",2015-03-13,1232.05,1234.45,1237.55,1217.95,"-"
"1560",2015-03-16,1238.95,1239.05,1241.65,1234.95,"-"
"1561",2015-03-17,1242.55,1234.15,1244.15,1233.65,"-"
"1562",2015-03-18,1251.95,1239.95,1256.85,1234.35,"-"
"1563",2015-03-19,1255.05,1250.05,1255.55,1249.15,"-"
"1564",2015-03-20,1266.05,1259.65,1267.35,1259.15,"-"
"1565",2015-03-23,1264.35,1264.85,1269.05,1263.65,"-"
"1566",2015-03-24,1263.85,1264.15,1268.35,1262.15,"-"
"1567",2015-03-25,1233.65,1264.65,1265.15,1232.15,"-"
"1568",2015-03-26,1233.55,1229.65,1238.65,1224.15,"-"
"1569",2015-03-27,1240.05,1233.85,1241.35,1227.65,"-"
"1570",2015-03-30,1255.85,1247.05,1258.85,1246.45,"-"
"1571",2015-03-31,1251.55,1249.95,1255.55,1247.55,"-"
"1572",2015-04-01,1252.85,1250.15,1252.85,1237.55,"-"
"1573",2015-04-02,1254.95,1253.55,1261.55,1251.75,"-"
"1574",2015-04-06,1259.35,1246.85,1262.85,1246.55,"-"
"1575",2015-04-07,1252.15,1256.55,1263.85,1252.15,"-"
"1576",2015-04-08,1263.65,1252.85,1265.25,1252.85,"-"
"1577",2015-04-09,1259.85,1262.25,1265.75,1247.35,"-"
"1578",2015-04-10,1265.05,1263.95,1267.35,1261.85,"-"
"1579",2015-04-13,1265.05,1266.55,1272.05,1264.25,"-"
"1580",2015-04-14,1265.45,1267.55,1269.25,1256.35,"-"
"1581",2015-04-15,1275.25,1269.75,1279.75,1268.25,"-"
"1582",2015-04-16,1272.75,1273.15,1275.75,1270.65,"-"
"1583",2015-04-17,1254.05,1260.65,1263.25,1247.55,"-"
"1584",2015-04-20,1265.35,1259.65,1269.15,1257.85,"-"
"1585",2015-04-21,1263.15,1269.45,1270.85,1262.65,"-"
"1586",2015-04-22,1264.85,1263.65,1267.15,1253.15,"-"
"1587",2015-04-23,1270.35,1262.25,1273.35,1260.75,"-"
"1588",2015-04-24,1267.05,1270.95,1272.45,1265.05,"-"
"1589",2015-04-27,1252.85,1269.95,1277.05,1248.15,"-"
"1590",2015-04-28,1260.05,1255.05,1261.55,1240.65,"-"
"1591",2015-04-29,1245.15,1254.35,1257.05,1243.85,"-"
"1592",2015-04-30,1220.15,1238.05,1241.55,1214.15,"-"
"1593",2015-05-01,1227.25,1223.75,1228.95,1216.65,"-"
"1594",2015-05-04,1229.75,1226.25,1241.25,1226.25,"-"
"1595",2015-05-05,1216.25,1230.45,1233.45,1210.25,"-"
"1596",2015-05-06,1221.35,1220.35,1222.55,1210.35,"-"
"1597",2015-05-07,1225.75,1219.85,1230.55,1214.15,"-"
"1598",2015-05-08,1233.15,1235.95,1240.35,1231.95,"-"
"1599",2015-05-11,1235.45,1232.55,1244.15,1232.55,"-"
"1600",2015-05-12,1233.95,1230.75,1238.05,1216.15,"-"
"1601",2015-05-13,1231.95,1235.85,1240.75,1228.55,"-"
"1602",2015-05-14,1245.15,1238.55,1245.65,1232.65,"-"
"1603",2015-05-15,1243.35,1242.95,1244.55,1236.85,"-"
"1604",2015-05-18,1258.85,1240.55,1259.55,1239.75,"-"
"1605",2015-05-19,1257.35,1255.15,1258.65,1251.85,"-"
"1606",2015-05-20,1259.15,1259.05,1262.35,1252.05,"-"
"1607",2015-05-21,1256.15,1256.95,1261.85,1251.65,"-"
"1608",2015-05-22,1250.35,1255.65,1259.15,1246.85,"-"
"1609",2015-05-26,1240.05,1245.85,1246.85,1233.05,"-"
"1610",2015-05-27,1255.55,1241.35,1256.15,1235.55,"-"
"1611",2015-05-28,1254.35,1251.85,1254.55,1245.45,"-"
"1612",2015-05-29,1247.25,1253.05,1254.25,1240.25,"-"
"1613",2015-06-01,1251.05,1256.35,1256.45,1237.75,"-"
"1614",2015-06-02,1250.15,1243.95,1259.55,1241.95,"-"
"1615",2015-06-03,1264.85,1253.95,1265.55,1251.15,"-"
"1616",2015-06-04,1251.15,1256.25,1261.45,1246.45,"-"
"1617",2015-06-05,1261.45,1247.15,1262.25,1238.95,"-"
"1618",2015-06-08,1253.55,1260.75,1262.85,1252.55,"-"
"1619",2015-06-09,1251.95,1253.55,1255.15,1242.15,"-"
"1620",2015-06-10,1266.95,1257.45,1271.95,1255.75,"-"
"1621",2015-06-11,1268.35,1266.25,1271.35,1265.55,"-"
"1622",2015-06-12,1265.35,1266.55,1267.35,1260.25,"-"
"1623",2015-06-15,1260.85,1255.45,1264.35,1245.15,"-"
"1624",2015-06-16,1270.05,1260.45,1271.85,1260.05,"-"
"1625",2015-06-17,1267.65,1273.85,1275.05,1265.65,"-"
"1626",2015-06-18,1284.35,1274.65,1287.65,1274.05,"-"
"1627",2015-06-19,1284.05,1283.35,1286.85,1281.85,"-"
"1628",2015-06-22,1292.35,1288.15,1293.55,1287.35,"-"
"1629",2015-06-23,1296.05,1293.05,1296.35,1289.55,"-"
"1630",2015-06-24,1285.15,1292.55,1296.15,1282.85,"-"
"1631",2015-06-25,1285.15,1288.95,1289.35,1278.05,"-"
"1632",2015-06-26,1282.95,1285.65,1288.45,1273.35,"-"
"1633",2015-06-29,1248.05,1268.05,1275.55,1245.65,"-"
"1634",2015-06-30,1253.85,1255.55,1258.05,1247.35,"-"
"1635",2015-07-01,1255.85,1263.55,1266.35,1249.75,"-"
"1636",2015-07-02,1247.95,1258.25,1258.85,1243.65,"-"
"1637",2015-07-06,1248.25,1242.15,1254.25,1238.15,"-"
"1638",2015-07-07,1248.65,1248.65,1249.55,1225.05,"-"
"1639",2015-07-08,1229.55,1236.95,1242.35,1222.55,"-"
"1640",2015-07-09,1231.95,1241.25,1244.95,1231.45,"-"
"1641",2015-07-10,1248.85,1246.65,1252.75,1243.45,"-"
"1642",2015-07-13,1264.75,1257.05,1265.85,1257.05,"-"
"1643",2015-07-14,1272.55,1264.55,1274.95,1263.75,"-"
"1644",2015-07-15,1266.95,1272.15,1274.65,1262.65,"-"
"1645",2015-07-16,1272.55,1271.15,1277.35,1270.15,"-"
"1646",2015-07-17,1266.35,1272.95,1272.95,1262.85,"-"
"1647",2015-07-20,1261.65,1265.35,1266.85,1256.85,"-"
"1648",2015-07-21,1255.15,1261.55,1268.35,1251.65,"-"
"1649",2015-07-22,1259.05,1253.15,1260.55,1249.35,"-"
"1650",2015-07-23,1245.05,1260.85,1264.05,1243.15,"-"
"1651",2015-07-24,1227.05,1246.55,1246.55,1224.85,"-"
"1652",2015-07-27,1215.05,1221.35,1222.55,1212.25,"-"
"1653",2015-07-28,1225.35,1217.15,1227.15,1203.25,"-"
"1654",2015-07-29,1227.75,1222.35,1232.55,1218.85,"-"
"1655",2015-07-30,1232.35,1225.95,1233.85,1219.95,"-"
"1656",2015-07-31,1239.45,1232.85,1246.35,1232.25,"-"
"1657",2015-08-03,1233.25,1240.05,1240.75,1223.95,"-"
"1658",2015-08-04,1228.75,1235.55,1238.75,1224.95,"-"
"1659",2015-08-05,1231.95,1234.65,1243.65,1227.45,"-"
"1660",2015-08-06,1214.05,1233.55,1234.35,1206.55,"-"
"1661",2015-08-07,1208.05,1209.05,1212.85,1199.35,"-"
"1662",2015-08-10,1221.55,1212.85,1224.05,1212.65,"-"
"1663",2015-08-11,1214.55,1211.85,1219.55,1207.15,"-"
"1664",2015-08-12,1208.35,1204.45,1212.05,1190.65,"-"
"1665",2015-08-13,1204.05,1207.95,1214.55,1202.75,"-"
"1666",2015-08-14,1212.05,1202.95,1213.55,1198.75,"-"
"1667",2015-08-17,1224.75,1208.25,1225.85,1204.55,"-"
"1668",2015-08-18,1215.55,1220.55,1223.15,1213.75,"-"
"1669",2015-08-19,1200.55,1207.25,1213.35,1196.05,"-"
"1670",2015-08-20,1169.25,1191.65,1194.35,1167.05,"-"
"1671",2015-08-21,1158.35,1159.75,1175.25,1152.25,"-"
"1672",2015-08-24,1102.55,1099.65,1150.05,1079.15,"-"
"1673",2015-08-25,1106.95,1141.85,1141.85,1102.55,"-"
"1674",2015-08-26,1132.75,1125.55,1134.55,1101.65,"-"
"1675",2015-08-27,1155.05,1140.35,1158.65,1131.05,"-"
"1676",2015-08-28,1166.65,1151.85,1166.75,1149.65,"-"
"1677",2015-08-31,1158.95,1159.15,1167.95,1155.65,"-"
"1678",2015-09-01,1130.85,1140.05,1149.05,1124.05,"-"
"1679",2015-09-02,1148.15,1140.15,1148.35,1128.35,"-"
"1680",2015-09-03,1145.35,1147.35,1159.05,1143.45,"-"
"1681",2015-09-04,1136.65,1134.55,1144.05,1129.65,"-"
"1682",2015-09-08,1161.05,1152.35,1162.65,1148.55,"-"
"1683",2015-09-09,1147.65,1167.65,1170.95,1146.45,"-"
"1684",2015-09-10,1154.15,1145.25,1159.75,1143.95,"-"
"1685",2015-09-11,1160.65,1147.25,1160.75,1143.25,"-"
"1686",2015-09-14,1153.25,1160.65,1160.65,1150.65,"-"
"1687",2015-09-15,1166.45,1155.85,1167.95,1153.95,"-"
"1688",2015-09-16,1174.85,1165.25,1175.65,1164.05,"-"
"1689",2015-09-17,1175.45,1173.85,1194.75,1172.85,"-"
"1690",2015-09-18,1166.35,1164.65,1173.75,1160.05,"-"
"1691",2015-09-21,1163.35,1172.35,1178.55,1156.15,"-"
"1692",2015-09-22,1145.65,1149.85,1152.35,1136.35,"-"
"1693",2015-09-23,1139.35,1146.35,1149.85,1136.15,"-"
"1694",2015-09-24,1136.45,1133.65,1140.15,1124.65,"-"
"1695",2015-09-25,1122.35,1146.85,1146.95,1118.35,"-"
"1696",2015-09-28,1089.75,1119.75,1119.75,1086.75,"-"
"1697",2015-09-29,1085.55,1090.45,1098.65,1078.25,"-"
"1698",2015-09-30,1099.85,1093.25,1102.05,1087.65,"-"
"1699",2015-10-01,1099.35,1101.55,1104.85,1082.65,"-"
"1700",2015-10-02,1115.25,1088.05,1115.55,1079.15,"-"
"1701",2015-10-05,1141.85,1124.75,1142.55,1123.65,"-"
"1702",2015-10-06,1133.25,1140.55,1144.75,1125.75,"-"
"1703",2015-10-07,1153.55,1139.75,1153.55,1134.35,"-"
"1704",2015-10-08,1164.65,1150.95,1165.55,1147.55,"-"
"1705",2015-10-09,1165.35,1166.85,1169.55,1162.05,"-"
"1706",2015-10-12,1164.85,1167.05,1167.55,1158.95,"-"
"1707",2015-10-13,1146.95,1159.15,1170.95,1146.95,"-"
"1708",2015-10-14,1135.15,1149.95,1155.75,1134.85,"-"
"1709",2015-10-15,1163.25,1140.35,1163.25,1134.35,"-"
"1710",2015-10-16,1161.15,1164.45,1164.85,1151.95,"-"
"1711",2015-10-19,1162.85,1155.25,1169.75,1153.95,"-"
"1712",2015-10-20,1161.75,1163.95,1170.45,1157.65,"-"
"1713",2015-10-21,1144.55,1166.75,1167.15,1143.75,"-"
"1714",2015-10-22,1158.45,1152.55,1161.75,1144.35,"-"
"1715",2015-10-23,1165.65,1162.45,1167.65,1154.35,"-"
"1716",2015-10-26,1158.05,1164.35,1165.85,1156.35,"-"
"1717",2015-10-27,1146.35,1154.15,1156.05,1138.25,"-"
"1718",2015-10-28,1178.15,1149.85,1178.65,1146.85,"-"
"1719",2015-10-29,1163.95,1172.95,1177.65,1162.95,"-"
"1720",2015-10-30,1160.05,1164.05,1168.55,1158.85,"-"
"1721",2015-11-02,1185.75,1163.05,1188.85,1162.85,"-"
"1722",2015-11-03,1191.45,1183.45,1198.45,1182.05,"-"
"1723",2015-11-04,1189.45,1194.85,1197.15,1184.35,"-"
"1724",2015-11-05,1189.65,1190.05,1193.05,1178.55,"-"
"1725",2015-11-06,1200.75,1188.25,1201.45,1180.45,"-"
"1726",2015-11-09,1184.65,1200.45,1200.45,1180.05,"-"
"1727",2015-11-10,1189.55,1181.55,1189.55,1176.85,"-"
"1728",2015-11-11,1177.45,1189.85,1189.85,1177.25,"-"
"1729",2015-11-12,1157.25,1169.75,1171.25,1153.95,"-"
"1730",2015-11-13,1145.45,1151.25,1159.45,1143.05,"-"
"1731",2015-11-16,1155.95,1145.95,1157.15,1139.95,"-"
"1732",2015-11-17,1152.85,1155.65,1167.35,1150.85,"-"
"1733",2015-11-18,1172.05,1155.15,1172.75,1150.85,"-"
"1734",2015-11-19,1166.45,1170.35,1172.25,1164.05,"-"
"1735",2015-11-20,1175.15,1171.35,1180.35,1170.35,"-"
"1736",2015-11-23,1180.05,1174.15,1185.85,1174.15,"-"
"1737",2015-11-24,1187.35,1175.65,1190.55,1171.65,"-"
"1738",2015-11-25,1198.75,1188.25,1199.55,1187.35,"-"
"1739",2015-11-27,1204.25,1197.55,1205.55,1195.25,"-"
"1740",2015-11-30,1198.45,1206.55,1206.85,1195.85,"-"
"1741",2015-12-01,1204.35,1201.85,1204.85,1194.55,"-"
"1742",2015-12-02,1193.75,1203.45,1206.15,1190.25,"-"
"1743",2015-12-03,1174.15,1199.65,1200.25,1166.95,"-"
"1744",2015-12-04,1183.45,1171.95,1184.35,1168.95,"-"
"1745",2015-12-07,1167.05,1181.05,1181.05,1160.05,"-"
"1746",2015-12-08,1156.85,1155.65,1164.55,1149.35,"-"
"1747",2015-12-09,1144.55,1155.85,1166.55,1140.85,"-"
"1748",2015-12-10,1148.35,1142.75,1155.85,1141.05,"-"
"1749",2015-12-11,1124.55,1135.95,1137.95,1120.25,"-"
"1750",2015-12-14,1115.25,1123.15,1128.35,1107.75,"-"
"1751",2015-12-15,1131.95,1121.45,1134.15,1121.45,"-"
"1752",2015-12-16,1148.75,1139.95,1151.75,1133.25,"-"
"1753",2015-12-17,1133.75,1153.05,1153.45,1132.95,"-"
"1754",2015-12-18,1122.55,1130.25,1133.75,1118.75,"-"
"1755",2015-12-21,1128.35,1125.55,1130.75,1119.25,"-"
"1756",2015-12-22,1139.05,1130.85,1140.05,1122.55,"-"
"1757",2015-12-23,1153.45,1143.95,1154.75,1142.55,"-"
"1758",2015-12-24,1153.65,1154.45,1161.45,1151.35,"-"
"1759",2015-12-28,1149.45,1149.95,1150.25,1139.15,"-"
"1760",2015-12-29,1161.55,1154.15,1162.25,1149.05,"-"
"1761",2015-12-30,1149.15,1160.25,1162.15,1148.35,"-"
"1762",2015-12-31,1133.45,1145.55,1148.45,1132.75,"-"
"1763",2016-01-04,1111.35,1115.05,1116.65,1100.15,"-"
"1764",2016-01-05,1111.45,1112.85,1114.15,1103.95,"-"
"1765",2016-01-06,1095.65,1096.65,1103.95,1087.95,"-"
"1766",2016-01-07,1063.55,1074.95,1083.35,1062.85,"-"
"1767",2016-01-08,1047.15,1067.05,1072.85,1045.15,"-"
"1768",2016-01-11,1041.55,1050.45,1055.95,1030.55,"-"
"1769",2016-01-12,1045.05,1048.65,1057.45,1027.45,"-"
"1770",2016-01-13,1012.15,1047.75,1052.05,1004.25,"-"
"1771",2016-01-14,1025.15,1017.55,1034.45,1000.05,"-"
"1772",2016-01-15,1010.75,999.35,1011.55,982.45,"-"
"1773",2016-01-19,993.05,1017.85,1019.45,984.55,"-"
"1774",2016-01-20,1000.25,980.95,1010.55,957.15,"-"
"1775",2016-01-21,995.35,997.55,1016.45,990.75,"-"
"1776",2016-01-22,1017.95,1013.55,1022.95,1008.65,"-"
"1777",2016-01-25,999.05,1014.65,1017.85,995.85,"-"
"1778",2016-01-26,1017.05,1004.25,1021.25,999.45,"-"
"1779",2016-01-27,1003.95,1012.55,1023.05,997.95,"-"
"1780",2016-01-28,1002.25,1014.95,1016.45,999.65,"-"
"1781",2016-01-29,1034.55,1007.05,1036.05,1007.05,"-"
"1782",2016-02-01,1031.85,1028.35,1037.35,1019.05,"-"
"1783",2016-02-02,1010.95,1020.65,1020.95,1005.15,"-"
"1784",2016-02-03,1010.25,1016.75,1018.15,988.65,"-"
"1785",2016-02-04,1014.15,1008.15,1026.35,1007.75,"-"
"1786",2016-02-05,987.65,1009.75,1010.85,986.25,"-"
"1787",2016-02-08,972.35,976.35,976.35,955.95,"-"
"1788",2016-02-09,964.45,957.85,977.55,956.25,"-"
"1789",2016-02-10,962.35,970.55,985.45,961.85,"-"
"1790",2016-02-11,952.65,948.25,959.95,942.15,"-"
"1791",2016-02-12,970.35,961.35,974.05,958.15,"-"
"1792",2016-02-16,995.35,984.15,997.45,978.55,"-"
