"","Bovespa (BVSP)_history.csv Date","Bovespa (BVSP)_history.csv Price","Bovespa (BVSP)_history.csv Open","Bovespa (BVSP)_history.csv High","Bovespa (BVSP)_history.csv Low","Bovespa (BVSP)_history.csv Volume"
"1007",2013-01-29,60406.33,60027,60427.64,59757.7,"3190000"
"1008",2013-01-30,59336.7,60404.64,60404.64,59305.44,"4660000"
"1009",2013-01-31,59761.49,59344.44,59771.23,59114.02,"4750000"
"1010",2013-02-01,60351.16,59764.49,60496.05,59742.4,"3410000"
"1011",2013-02-04,59575.66,60350.37,60350.37,59256.01,"3350000"
"1012",2013-02-05,59444.97,59575.66,59974.37,59132.34,"4430000"
"1013",2013-02-06,58951.07,59441.63,59582.09,58587.81,"4410000"
"1014",2013-02-07,58372.46,58936.31,59435.43,58115.51,"4070000"
"1015",2013-02-08,58497.83,58374.1,58638.39,58024.56,"3150000"
"1016",2013-02-13,58405.74,58494.5,58754.45,58251.89,"2800000"
"1017",2013-02-14,58077.31,58405.74,58405.74,57750.7,"2390000"
"1018",2013-02-15,57903.3,58075.64,58352.45,57801.67,"3440000"
"1019",2013-02-18,57613.9,57905.69,57929.12,57420.3,"2700000"
"1020",2013-02-19,57314.4,57619.38,58060.89,57233.95,"3920000"
"1021",2013-02-20,56177.6,57312.46,57568.89,56034.29,"4950000"
"1022",2013-02-21,56154.68,56152.66,56227.24,55430.26,"4920000"
"1023",2013-02-22,56697.06,56158.58,56742.25,56106.88,"5110000"
"1024",2013-02-25,56617.56,56697.56,57157.14,56418.75,"3970000"
"1025",2013-02-26,56948.87,56616.07,57007.27,56047.16,"4510000"
"1026",2013-02-27,57273.88,56948.35,57402.28,56684.5,"5030000"
"1027",2013-02-28,57424.29,57273.1,57798.48,56925.18,"4440000"
"1028",2013-03-01,56883.99,57422.21,57422.21,56525.66,"3890000"
"1029",2013-03-04,56499.17,56877.8,56877.8,56067.07,"4030000"
"1030",2013-03-05,55950.73,56508.07,57226.86,55950.73,"4260000"
"1031",2013-03-06,57940.14,55953.35,58149.84,55953.35,"5810000"
"1032",2013-03-07,58846.81,57939.66,59472.49,57939.66,"6340000"
"1033",2013-03-08,58432.75,58841.63,59031.27,58128.87,"4130000"
"1034",2013-03-11,58544.79,58440.49,58546.69,57800.36,"4130000"
"1035",2013-03-12,58208.61,58542.43,58709.47,58112.59,"3810000"
"1036",2013-03-13,57385.9,58204.14,58410.67,57285.74,"4540000"
"1037",2013-03-14,57281.02,57385.56,57850.2,56722.47,"4580000"
"1038",2013-03-15,56869.28,57274.83,57532.36,56805.27,"5180000"
"1039",2013-03-18,56972.96,56868.76,57151.85,56139.18,"3740000"
"1040",2013-03-19,56361.24,56972.96,57037.99,56099.9,"3830000"
"1041",2013-03-20,56030.03,56360.72,56396.16,55831.35,"4180000"
"1042",2013-03-21,55576.67,56025.39,56043.7,55382.45,"4370000"
"1043",2013-03-22,55243.4,55576.67,55893.25,55097.97,"3740000"
"1044",2013-03-25,54873.12,55250.06,55450.26,54647.97,"3850000"
"1045",2013-03-26,55671.39,54878.68,55763.34,54878.68,"3760000"
"1046",2013-03-27,56034.29,55676.78,56177.85,55129.57,"4050000"
"1047",2013-03-28,56352.09,56035.45,56373.7,55873.53,"4370000"
"1048",2013-04-01,55902.18,56348.07,56348.07,55896.6,"2760000"
"1049",2013-04-02,54889.1,55900.63,56257.34,54809.26,"3590000"
"1050",2013-04-03,55562.74,54888.22,55573.8,54739.72,"4480000"
"1051",2013-04-04,54648.15,55562.74,55579.41,54432.05,"4570000"
"1052",2013-04-05,55050.6,54646.07,55226.74,53794.47,"5970000"
"1053",2013-04-08,55092.31,55048.75,55136.34,54333.3,"5500000"
"1054",2013-04-09,55912.04,55100.83,56304.6,55100.83,"5190000"
"1055",2013-04-10,56186.56,55913.41,56975.82,55913.41,"5390000"
"1056",2013-04-11,55400.91,56189.83,56283.65,55173.52,"3840000"
"1057",2013-04-12,54962.65,55398.42,55530.62,54458.1,"4810000"
"1058",2013-04-15,52949.93,54951.9,54951.9,52949.93,"4710000"
"1059",2013-04-16,53990.83,52952.86,54095.06,52952.86,"4350000"
"1060",2013-04-17,52881.96,53984.01,53984.01,52540.44,"7410000"
"1061",2013-04-18,53165.91,52886.6,53473.82,52391.52,"4550000"
"1062",2013-04-19,53928.92,53168.92,54017.87,53168.92,"3730000"
"1063",2013-04-22,54297.73,53926.5,54297.97,53419.9,"4170000"
"1064",2013-04-23,54884.75,54301.03,55282,54164.91,"5370000"
"1065",2013-04-24,54984.23,54875.06,55546.48,54722.56,"3950000"
"1066",2013-04-25,54963.32,54989.18,55543.92,54792,"4350000"
"1067",2013-04-26,54252.04,54963.32,55033.92,54146.57,"4660000"
"1068",2013-04-29,54887.25,54253.72,55335.83,54253.72,"5930000"
"1069",2013-04-30,55910.37,54888.27,55910.37,54584.95,"7140000"
"1070",2013-05-02,55321.93,55918.73,55918.73,55103.93,"5440000"
"1071",2013-05-03,55488.08,55329.51,56366.29,55329.51,"8860000"
"1072",2013-05-06,55429.88,55487.9,55541.73,54651.57,"6450000"
"1073",2013-05-07,56274.66,55428.83,56450.43,55206.72,"6240000"
"1074",2013-05-08,55804.8,56280.83,56813.65,55804.8,"6520000"
"1075",2013-05-09,55447.56,55804.8,56071.93,54905.26,"4800000"
"1076",2013-05-10,55107.8,55445.64,55445.64,54831.69,"5320000"
"1077",2013-05-13,54447.77,55105.81,55105.81,54388.81,"3960000"
"1078",2013-05-14,54666.82,54442.45,55029.81,54326.92,"5090000"
"1079",2013-05-15,54936.41,54667.9,55215.64,54487.57,"4900000"
"1080",2013-05-16,54772.62,54943.26,55538.62,54592.32,"5080000"
"1081",2013-05-17,55164.27,54779.57,55489.38,54779.57,"4070000"
"1082",2013-05-20,55700.77,55161.95,55704.57,54630.26,"4160000"
"1083",2013-05-21,56265.32,55698.55,56265.32,55378.89,"3900000"
"1084",2013-05-22,56429.27,56268.62,57098.62,56036.99,"4870000"
"1085",2013-05-23,56349.91,56423.39,56423.39,55379.26,"4070000"
"1086",2013-05-24,56406.21,56349.91,56506.04,55901.06,"4850000"
"1087",2013-05-27,56395.94,56414.73,56562.35,56352.61,"2050000"
"1088",2013-05-28,56036.26,56399.27,56978.67,56008.52,"4180000"
"1089",2013-05-29,54634.69,56032.13,56032.13,54634.69,"5e+06"
"1090",2013-05-31,53506.08,54632.53,54775.79,52942.22,"8790000"
"1091",2013-06-03,53944.36,53512.25,53993.32,53143.42,"4340000"
"1092",2013-06-04,54017.9,53944.36,54289.07,53497.96,"4310000"
"1093",2013-06-05,52798.63,54019.42,54206.54,52773.96,"4630000"
"1094",2013-06-06,52884.83,52813.29,52937.07,52244.1,"4090000"
"1095",2013-06-07,51618.63,52876.77,52876.77,51427.73,"5640000"
"1096",2013-06-10,51316.65,51618.63,51835.51,51159.85,"4690000"
"1097",2013-06-11,49769.93,51314.33,51314.33,49708.5,"5560000"
"1098",2013-06-12,49180.58,49777.4,50380.13,48746.14,"7780000"
"1099",2013-06-13,50414.89,49758.4,50444.11,48968.03,"6230000"
"1100",2013-06-14,49332.34,50415.23,50655.93,49329.71,"5830000"
"1101",2013-06-17,49088.65,49336.66,50123.3,49074.42,"5320000"
"1102",2013-06-18,49464.94,49088.98,49550.32,48414.03,"5980000"
"1103",2013-06-19,47893.06,49456.96,49698.2,47838.39,"6580000"
"1104",2013-06-20,48214.43,47884.37,48214.43,45929.82,"8790000"
"1105",2013-06-21,47056.04,48209.44,48209.44,46917.82,"6420000"
"1106",2013-06-24,45965.05,47038.97,47038.97,45405.94,"6300000"
"1107",2013-06-25,46893.04,45966.75,47119.15,45966.75,"4770000"
"1108",2013-06-26,47171.98,46903.29,47725.03,46903.29,"5640000"
"1109",2013-06-27,47609.46,47134.88,48053.15,47134.88,"5570000"
"1110",2013-06-28,47457.13,47609.02,47638.6,47058.94,"5750000"
"1111",2013-07-01,47229.59,47457.9,47674.01,46675.95,"6660000"
"1112",2013-07-02,45228.95,47221.61,47221.61,44818.64,"8120000"
"1113",2013-07-03,45044.03,45227.18,45826.8,44552,"7e+06"
"1114",2013-07-04,45763.16,45046.24,46097.03,45046.24,"5100000"
"1115",2013-07-05,45210.49,45756.93,45756.93,44107.06,"6990000"
"1116",2013-07-08,45075.5,45211.42,45740.37,44838.92,"4660000"
"1117",2013-07-10,45483.43,45142.09,45955.32,45142.09,"4870000"
"1118",2013-07-11,46626.26,45493.56,46719.05,45493.56,"5590000"
"1119",2013-07-12,45533.24,46624.21,46624.21,45528.67,"5360000"
"1120",2013-07-15,46738.9,45533.24,46839.9,45533.24,"4840000"
"1121",2013-07-16,46869.29,46748.92,47329.7,46416.78,"4780000"
"1122",2013-07-17,47407.31,46869.29,47710.1,46869.29,"5180000"
"1123",2013-07-18,47656.92,47404.42,48056.89,47092.82,"4290000"
"1124",2013-07-19,47400.23,47650.26,47650.26,47163,"3470000"
"1125",2013-07-22,48574.09,47407.17,48879.39,47407.17,"4130000"
"1126",2013-07-23,48819.52,48579.49,49379.07,48579.49,"4580000"
"1127",2013-07-24,48374.23,48815.55,48887.73,47998.92,"5010000"
"1128",2013-07-25,49066.75,48371.68,49122.81,48006.85,"4940000"
"1129",2013-07-26,49422.05,49068.08,49422.1,48632.72,"4e+06"
"1130",2013-07-29,49212.33,49414.43,49461.16,48975.24,"3290000"
"1131",2013-07-30,48561.78,49220.23,49669.15,48560.28,"5510000"
"1132",2013-07-31,48234.49,48558.25,48823.7,48139.64,"4940000"
"1133",2013-08-01,49140.78,48235,49281.33,48235,"4690000"
"1134",2013-08-02,48474.04,49140.78,49549.87,48448.3,"4490000"
"1135",2013-08-05,48436.44,48477.42,48707.32,48263.85,"3740000"
"1136",2013-08-06,47421.85,48436.44,48522.48,47224.79,"5270000"
"1137",2013-08-07,47446.71,47421.73,47665.37,47164.25,"4460000"
"1138",2013-08-08,48928.82,47452.88,49230.41,47452.88,"5220000"
"1139",2013-08-09,49874.9,48948.82,50000.5,48835.74,"6320000"
"1140",2013-08-12,50299.49,49878.26,51380.23,49878.26,"7040000"
"1141",2013-08-13,50600.55,50298.84,50733.89,50040.34,"6510000"
"1142",2013-08-14,50895.92,50593.66,51364.06,50414.08,"11270000"
"1143",2013-08-15,50908.34,50880.05,51452.85,50049.53,"8360000"
"1144",2013-08-16,51538.78,50906.33,51554.77,50800.13,"7400000"
"1145",2013-08-19,51574.09,51540,52089.26,51115.35,"6390000"
"1146",2013-08-20,50507.02,51561.17,51561.17,50498.82,"5830000"
"1147",2013-08-21,50405.2,50500.85,51170.94,50055.36,"5990000"
"1148",2013-08-22,51397.66,50408.11,51458.19,50408.11,"5570000"
"1149",2013-08-23,52197.06,51400.79,52197.06,51166.27,"5890000"
"1150",2013-08-26,51429.48,52199.97,52398.44,51429.48,"4280000"
"1151",2013-08-27,50091.55,51425,51425,50017.93,"5720000"
"1152",2013-08-28,49866.92,50091.55,50591.03,49530.29,"8500000"
"1153",2013-08-29,49921.88,49866.92,50557.9,49845,"7990000"
"1154",2013-08-30,50011.75,49932.22,50480.08,49648.91,"14230000"
"1155",2013-09-02,51835.15,50012.33,51976.44,50012.33,"9670000"
"1156",2013-09-03,51625.5,51833.25,52289.16,51422.03,"6890000"
"1157",2013-09-04,51716.16,51621.39,51829.52,51107.58,"5040000"
"1158",2013-09-05,52351.86,51715.3,52498.24,51255.52,"6190000"
"1159",2013-09-06,53749.42,52353.88,54124.87,52353.88,"10520000"
"1160",2013-09-09,54251.85,53751.6,54531.11,53257.16,"7780000"
"1161",2013-09-10,53979.03,54252.26,54739.92,53769.25,"6830000"
"1162",2013-09-11,53570.46,53982.47,54303.81,53307.4,"6820000"
"1163",2013-09-12,53307.09,53570.46,53838.99,52945.21,"6090000"
"1164",2013-09-13,53797.51,53311.05,53858.68,52917.36,"4940000"
"1165",2013-09-16,53821.63,53799.17,54462.78,53559.49,"4770000"
"1166",2013-09-17,54271.25,53823.4,54271.25,53576.06,"4250000"
"1167",2013-09-18,55702.9,54272.5,55827.16,53981.55,"7540000"
"1168",2013-09-19,55095.69,55702.61,55900.01,54965.85,"5130000"
"1169",2013-09-20,54110.03,55095.27,55242.53,54018.51,"4420000"
"1170",2013-09-23,54602.38,54110.03,54682.51,54026.79,"3920000"
"1171",2013-09-24,54431.05,54600.34,54818.37,54163.92,"4300000"
"1172",2013-09-25,54261.11,54425.47,54611.87,53967.94,"3900000"
"1173",2013-09-26,53782.97,54262.84,54344.01,53428.74,"6270000"
"1174",2013-09-27,53738.92,53780.99,54131.01,53611.24,"4220000"
"1175",2013-09-30,52338.19,53736.75,53736.75,52290.93,"6500000"
"1176",2013-10-01,53179.46,52337.32,53179.46,52093.15,"5040000"
"1177",2013-10-02,53100.18,53176.01,53473.88,52870.8,"4140000"
"1178",2013-10-03,52489.86,53101.05,53429.11,52296.25,"3990000"
"1179",2013-10-04,52848.97,52488.87,52871.88,52113.32,"4300000"
"1180",2013-10-07,52417.1,52841.2,52912.03,52273.9,"3470000"
"1181",2013-10-08,52312.44,52413.38,52555.87,51870.33,"4e+06"
"1182",2013-10-09,52547.71,52312.85,52835.62,51955.38,"4210000"
"1183",2013-10-10,52996.64,52550.42,53132.78,52511.74,"4140000"
"1184",2013-10-11,53149.62,52999.89,53301.17,52738.72,"3050000"
"1185",2013-10-14,54170.6,53149.62,54196.88,52833.13,"4090000"
"1186",2013-10-15,54980.64,54175.55,55190.11,54053.24,"8580000"
"1187",2013-10-16,55973.03,54983.18,56747.03,54901.83,"12960000"
"1188",2013-10-17,55358.13,55965.87,56167.76,55145.98,"7210000"
"1189",2013-10-18,55378.46,55359.99,56052.46,55003.77,"5980000"
"1190",2013-10-21,56077.43,55380.32,56109.15,55256.84,"4660000"
"1191",2013-10-22,56460.38,56074.18,56720.21,55897.8,"4610000"
"1192",2013-10-23,55440.03,56458.88,56458.88,55379.85,"4020000"
"1193",2013-10-24,54877.15,55440.03,55864.1,54442.62,"5650000"
"1194",2013-10-25,54154.15,54863.43,54910.86,54141.4,"4940000"
"1195",2013-10-28,55073.37,54156.36,55076.06,54070.48,"5800000"
"1196",2013-10-29,54538.8,55075.8,55266.83,54223.63,"6140000"
"1197",2013-10-30,54172.82,54540.57,54764.15,53917.28,"6040000"
"1198",2013-10-31,54256.2,54174.11,54466.49,53602.45,"12950000"
"1199",2013-11-01,54013.24,54255.03,54387.33,53752.67,"4090000"
"1200",2013-11-04,54436.92,54014.21,54531.03,54008.39,"2730000"
"1201",2013-11-05,53831.85,54435.62,54538.63,53730.82,"3330000"
"1202",2013-11-06,53384.6,53839.76,53856.75,53073.47,"4260000"
"1203",2013-11-07,52740.79,53390.36,53890.99,52558.39,"4870000"
"1204",2013-11-08,52248.86,52738.9,52867.92,51735.25,"4110000"
"1205",2013-11-11,52623.87,52246.97,52645.52,52072.18,"2320000"
"1206",2013-11-12,51804.33,52624.45,52811.4,51635.66,"3850000"
"1207",2013-11-13,52230.29,51804.33,52271.39,51290.28,"3420000"
"1208",2013-11-14,53451.6,52232.73,53566.32,52232.73,"3610000"
"1209",2013-11-18,54307.04,53451.6,54317.16,53451.6,"3320000"
"1210",2013-11-19,53032.91,54303.64,54303.64,52831.06,"3650000"
"1211",2013-11-21,52688.02,53026.58,53026.58,52190.27,"3620000"
"1212",2013-11-22,52800.74,52685.61,53221.4,52095.78,"3470000"
"1213",2013-11-25,52263.51,52807.05,52995.1,52115.83,"3080000"
"1214",2013-11-26,51446.91,52258.64,52410.49,51433.29,"3730000"
"1215",2013-11-27,51861.21,51447.68,52112.99,51447.68,"3110000"
"1216",2013-11-28,51846.83,51861.51,52458.01,51696.89,"2420000"
"1217",2013-11-29,52482.49,51846.83,52482.49,51846.83,"2630000"
"1218",2013-12-02,51244.87,52479.11,52479.11,51244.87,"3790000"
"1219",2013-12-03,50348.89,51239.59,51257.25,50223.54,"3680000"
"1220",2013-12-04,50215.79,50358.89,50744.43,50113.76,"3640000"
"1221",2013-12-05,50787.63,50220.17,51123.76,50220.17,"3670000"
"1222",2013-12-06,50944.27,50787.63,51364.94,50609.96,"3350000"
"1223",2013-12-09,51165.38,50942.39,51298.21,50832.11,"2280000"
"1224",2013-12-10,50993.02,51166.59,51334.25,50955.66,"2130000"
"1225",2013-12-11,50067.99,50990.62,51038.59,50067.99,"3080000"
"1226",2013-12-12,50121.61,50076.84,50331.27,49842.31,"3050000"
"1227",2013-12-13,50051.18,50133.03,50518.64,50006.11,"2880000"
"1228",2013-12-16,50279.61,50048.67,50611.49,50048.67,"2800000"
"1229",2013-12-17,50090.35,50279.25,50563.21,50049.08,"2680000"
"1230",2013-12-18,50563.43,50110.39,50869.31,50110.39,"4530000"
"1231",2013-12-19,51633.43,50577.86,51633.43,50577.86,"2960000"
"1232",2013-12-20,51185.74,51619.6,51640.98,51024.65,"3720000"
"1233",2013-12-23,51356.1,51187.57,51604.98,51187.57,"2310000"
"1234",2013-12-24,51356.1,51356.1,51356.1,51356.1,"-"
"1235",2013-12-25,51356.1,51356.1,51356.1,51356.1,"-"
"1236",2013-12-26,51221.01,51357.99,51609.85,51184.96,"1810000"
"1237",2013-12-27,51266.56,51239.46,51395.28,51207,"2e+06"
"1238",2013-12-30,51507.16,51274.46,51995.79,51274.46,"2050000"
"1239",2014-01-02,50341.25,51522.19,51656.14,50246.3,"3480000"
"1240",2014-01-03,50981.09,50348.27,50981.09,50268.72,"7360000"
"1241",2014-01-06,50973.62,50980.15,51002.29,50451.42,"3730000"
"1242",2014-01-07,50430.02,50981.58,51477.81,50429.14,"3340000"
"1243",2014-01-08,50576.64,50431.23,50792.61,50423.58,"2920000"
"1244",2014-01-09,49321.68,50575.78,50575.78,49258.63,"3700000"
"1245",2014-01-10,49696.45,49321.68,50145.37,49267.26,"3510000"
"1246",2014-01-13,49426.9,49708.29,50003.23,49308.77,"2800000"
"1247",2014-01-14,49703.1,49421.07,49833.53,49263.11,"2890000"
"1248",2014-01-15,50105.37,49714.97,50229.75,49714.97,"2840000"
"1249",2014-01-16,49696.28,50106.34,50577.38,49628.01,"2940000"
"1250",2014-01-17,49181.86,49696.28,49868.22,49174.03,"2620000"
"1251",2014-01-20,48708.41,49180.62,49292.2,48673.05,"1410000"
"1252",2014-01-21,48542.07,48728.2,49123.53,48440.05,"3100000"
"1253",2014-01-22,49299.66,48542.99,49487.04,48542.99,"3870000"
"1254",2014-01-23,48320.64,49293.58,49598.35,48320.64,"3880000"
"1255",2014-01-24,47787.38,48325.32,48327.15,47493.97,"3540000"
"1256",2014-01-27,47701.05,47781.54,48146.88,47492.69,"2940000"
"1257",2014-01-28,47840.93,47749.85,48487.51,47749.85,"2690000"
"1258",2014-01-29,47556.78,47839.04,47884.07,47153.97,"3320000"
"1259",2014-01-30,47244.26,47553.8,48034.03,47114.73,"3110000"
"1260",2014-01-31,47638.99,47233.71,47652.37,46813.69,"3720000"
"1261",2014-02-03,46147.52,47622.76,47622.76,46109.45,"3620000"
"1262",2014-02-04,46964.22,46147.52,47131.61,46145.89,"3470000"
"1263",2014-02-05,46624.39,46964.22,47148.43,46224.19,"3360000"
"1264",2014-02-06,47738.09,46987.52,48033.74,46632.17,"3630000"
"1265",2014-02-07,48073.6,47739.46,48253.16,47556.95,"3200000"
"1266",2014-02-10,47710.82,48070.25,48135.89,47464.56,"2630000"
"1267",2014-02-11,48462.79,47715.35,48603.74,47588.97,"3380000"
"1268",2014-02-12,48216.89,48467.19,48669.22,48044.39,"2770000"
"1269",2014-02-13,47812.83,48211.04,48211.04,47128.98,"3170000"
"1270",2014-02-14,48201.11,47815.64,48313.77,47756.18,"3190000"
"1271",2014-02-17,47576.33,48199.79,48297.85,47540.26,"1880000"
"1272",2014-02-18,46599.76,47575.3,47712.25,46599.76,"3860000"
"1273",2014-02-19,47150.83,46597.4,47155.22,46133.66,"4e+06"
"1274",2014-02-20,47288.61,47126.94,47600.35,46634.22,"3e+06"
"1275",2014-02-21,47380.24,47289.79,47815.61,47075.28,"2610000"
"1276",2014-02-24,47393.5,47375.76,47538.55,46991.26,"2990000"
"1277",2014-02-25,46715.91,47388.11,47388.11,46613.59,"2920000"
"1278",2014-02-26,46599.21,46717.53,47009.89,46402.96,"3230000"
"1279",2014-02-27,47606.75,46621.81,47781.38,46621.81,"3050000"
"1280",2014-02-28,47094.4,47613.49,47813.1,47043.47,"4090000"
"1281",2014-03-05,46589,47092.24,47153.51,46472.87,"2290000"
"1282",2014-03-06,47093.13,46591.9,47400.49,46501.58,"3160000"
"1283",2014-03-07,46244.07,47093.13,47218.16,46086.17,"3980000"
"1284",2014-03-09,46244.07,46244.07,46244.07,46244.07,"-"
"1285",2014-03-10,45533.2,46241.82,46241.82,45203.49,"3670000"
"1286",2014-03-11,45697.62,45533.2,46049.65,45401.1,"3280000"
"1287",2014-03-12,45861.81,45686.97,45915.56,45507.87,"3020000"
"1288",2014-03-13,45443.83,45863.88,46176.34,45250.32,"3120000"
"1289",2014-03-14,44965.66,45444.32,45561.67,44904.83,"3480000"
"1290",2014-03-17,45117.8,44978.98,45498.67,44968.66,"2930000"
"1291",2014-03-18,46150.96,45115.44,46217.33,45074.72,"3590000"
"1292",2014-03-19,46567.23,46152.99,46803.23,45909.96,"3340000"
"1293",2014-03-20,47278.48,46565.15,47484.02,46150.51,"4360000"
"1294",2014-03-21,47380.94,47272,47831.73,46720.98,"4190000"
"1295",2014-03-24,47993.42,47381.98,48141.79,47381.98,"3010000"
"1296",2014-03-25,48180.14,47993.42,48440.7,47949.92,"2950000"
"1297",2014-03-26,47965.61,48181.86,48725.06,47963.01,"3440000"
"1298",2014-03-27,49646.79,47964.65,49646.79,47962.03,"5930000"
"1299",2014-03-28,49768.06,49653.28,50180.53,49606.04,"4230000"
"1300",2014-03-31,50414.92,49769.69,50417.58,49769.69,"3650000"
"1301",2014-04-01,50270.37,50412.05,50626.86,49773.62,"3500000"
"1302",2014-04-02,51701.05,50273.11,51794.21,50200.86,"4790000"
"1303",2014-04-03,51408.21,51711.81,51990.84,51059.14,"3500000"
"1304",2014-04-04,51081.78,51428.33,52288.24,51034.4,"3700000"
"1305",2014-04-07,52155.28,51115.31,52228.69,51115.31,"3670000"
"1306",2014-04-08,51629.07,52173,53393.57,51377.19,"5500000"
"1307",2014-04-09,51185.4,51628.57,51628.57,50652.82,"4200000"
"1308",2014-04-10,51127.48,51185.4,51522,50732.13,"3590000"
"1309",2014-04-11,51867.29,51127.48,51870.75,50517.86,"3400000"
"1310",2014-04-14,51596.55,51867.15,52110.1,51361.27,"2690000"
"1311",2014-04-15,50454.35,51593.24,51593.24,49890.16,"3860000"
"1312",2014-04-16,51200.56,50469.16,51288.03,50469.16,"3430000"
"1313",2014-04-17,52111.85,51200.69,52338.07,50886.75,"3020000"
"1314",2014-04-22,51976.86,52112.3,52460.08,51681.9,"3490000"
"1315",2014-04-23,51569.69,51974.51,51974.51,51399.88,"2840000"
"1316",2014-04-24,51817.45,51569.69,51963.17,51237.58,"3190000"
"1317",2014-04-25,51399.35,51817.04,51817.04,51019.33,"2950000"
"1318",2014-04-28,51383.68,51396.82,51471.48,50776.61,"2710000"
"1319",2014-04-29,51838.61,51386.17,52415.86,51386.17,"4330000"
"1320",2014-04-30,51626.69,51837.56,51837.56,51250.61,"4620000"
"1321",2014-05-02,52980.31,51630.28,53060.11,51628.19,"8110000"
"1322",2014-05-05,53446.17,52988.81,53505.9,52931.22,"4440000"
"1323",2014-05-06,53779.74,53446.17,53985.95,53093.52,"4970000"
"1324",2014-05-07,54052.74,53786.09,54225.85,53498.81,"4570000"
"1325",2014-05-08,53422.37,54052.63,54249.42,53222.35,"3340000"
"1326",2014-05-09,53100.34,53422.45,53639.2,53056.62,"3180000"
"1327",2014-05-12,54052.9,53102.68,54053.22,53102.68,"2740000"
"1328",2014-05-13,53907.46,54056.45,54242.98,53730.94,"2960000"
"1329",2014-05-14,54412.54,53913.33,54459.39,53866.76,"2880000"
"1330",2014-05-15,53855.54,54403.66,54403.66,53565.32,"3440000"
"1331",2014-05-16,53975.76,53855.54,54382.28,53708.83,"3540000"
"1332",2014-05-19,53353.1,53975.51,53991.22,53266.63,"3090000"
"1333",2014-05-20,52366.19,53352.6,53842.56,52312.54,"3950000"
"1334",2014-05-21,52203.37,52366.43,52875.42,52203.37,"3250000"
"1335",2014-05-22,52806.22,52205.81,52850.55,52132.77,"2940000"
"1336",2014-05-23,52626.41,52807.48,52935.97,52403.14,"2460000"
"1337",2014-05-25,52626.41,52626.41,52626.41,52626.41,"-"
"1338",2014-05-26,52932.91,52649.77,53044.35,52649.77,"1190000"
"1339",2014-05-27,52173.98,52931.62,53309.39,52079.19,"2890000"
"1340",2014-05-28,52639.75,52173.98,52858.31,52009.35,"2840000"
"1341",2014-05-29,52239.34,52649.31,52889.29,52031.29,"2390000"
"1342",2014-05-30,51239.34,52233.42,52233.42,51239.34,"4530000"
"1343",2014-06-02,51605.83,51239.34,51878.79,51239.34,"2600000"
"1344",2014-06-03,52032.38,51605.83,52032.38,51377.36,"2860000"
"1345",2014-06-04,51832.98,52032.38,52032.38,51608.67,"2570000"
"1346",2014-06-05,51558.79,51832.98,52245.35,51469.82,"2890000"
"1347",2014-06-06,53128.66,51561.8,53174.8,51561.8,"4300000"
"1348",2014-06-09,54273.16,53128.72,54462.43,53091.17,"3660000"
"1349",2014-06-10,54604.34,54273.08,54604.34,53959.52,"3730000"
"1350",2014-06-11,55102.44,54676.49,55283.71,54676.49,"3800000"
"1351",2014-06-13,54806.64,55102.23,55104.18,54648.67,"2660000"
"1352",2014-06-16,54629.55,54806.64,54854.81,54474.66,"2640000"
"1353",2014-06-17,54299.95,54629.83,54638.01,54150.11,"1590000"
"1354",2014-06-18,55202.54,54300.97,55202.54,54046.42,"3270000"
"1355",2014-06-20,54638.19,55191.99,55191.99,54540.17,"2350000"
"1356",2014-06-23,54210.05,54636.62,54724.33,54097.06,"1400000"
"1357",2014-06-24,54280.78,54194.33,55002.46,54093.89,"3120000"
"1358",2014-06-25,53425.74,54280.78,54392.68,53362.56,"2950000"
"1359",2014-06-26,53506.75,53426.69,53790.15,53331.32,"2240000"
"1360",2014-06-27,53157.3,53506.71,53614.4,52918.65,"2370000"
"1361",2014-06-30,53168.22,53158.48,53311.04,52709.38,"2450000"
"1362",2014-07-01,53171.49,53170.46,53697.76,52886.78,"2690000"
"1363",2014-07-02,53028.78,53170.9,53244.84,52734.67,"3160000"
"1364",2014-07-03,53874.58,53028.78,53877.08,52759.6,"3300000"
"1365",2014-07-04,54055.9,53892.85,54086.56,53703.7,"753840"
"1366",2014-07-07,53801.83,54041.71,54041.71,53376.06,"2190000"
"1367",2014-07-08,53634.69,53813.86,53905.12,53459.46,"1850000"
"1368",2014-07-09,53634.69,53634.69,53634.69,53634.69,"-"
"1369",2014-07-10,54592.75,53642.99,54599.5,53642.99,"4720000"
"1370",2014-07-11,54785.93,54592.75,54952.45,54319.78,"3380000"
"1371",2014-07-12,54785.93,54785.93,54785.93,54785.93,"-"
"1372",2014-07-14,55743.98,54785.97,55896,54785.97,"4170000"
"1373",2014-07-15,55973.61,55742.19,56106.53,55629.07,"3220000"
"1374",2014-07-16,55717.36,55973.47,56331.99,55573.09,"4090000"
"1375",2014-07-17,55637.51,55711.6,56190.12,55237.04,"3980000"
"1376",2014-07-18,57012.9,55638.9,57483.8,55638.9,"5300000"
"1377",2014-07-20,57012.9,57012.9,57012.9,57012.9,"-"
"1378",2014-07-21,57633.92,57013.91,57756.1,56864.15,"3030000"
"1379",2014-07-22,57983.32,57635.77,58138.03,57500.09,"3010000"
"1380",2014-07-23,57419.96,57982.73,57982.73,57141.89,"2740000"
"1381",2014-07-24,57977.56,57420.23,58122.03,57357.06,"3040000"
"1382",2014-07-25,57821.08,57977.56,58069.2,57648.42,"2420000"
