"","Dow Jones Industrial Average (DJI)_history.csv Date","Dow Jones Industrial Average (DJI)_history.csv Price","Dow Jones Industrial Average (DJI)_history.csv Open","Dow Jones Industrial Average (DJI)_history.csv High","Dow Jones Industrial Average (DJI)_history.csv Low","Dow Jones Industrial Average (DJI)_history.csv Volume"
"879",2012-06-28,12602.26,12626.25,12626.25,12450.17,"125870000"
"880",2012-06-29,12880.09,12604.6,12880.39,12604.53,"191630000"
"881",2012-07-02,12871.39,12879.71,12902.12,12795.48,"109640000"
"882",2012-07-03,12943.82,12868.06,12946.2,12845.28,"63850000"
"883",2012-07-05,12896.67,12941.85,12961.3,12852.24,"97800000"
"884",2012-07-06,12772.47,12889.4,12889.4,12702.99,"96760000"
"885",2012-07-09,12736.29,12772.02,12772.02,12686.57,"100150000"
"886",2012-07-10,12653.12,12733.87,12830.29,12606.91,"114760000"
"887",2012-07-11,12604.53,12653.04,12661.97,12534.33,"128420000"
"888",2012-07-12,12573.27,12602.71,12630.64,12492.25,"142760000"
"889",2012-07-13,12777.09,12573.73,12784.73,12573.04,"121080000"
"890",2012-07-16,12727.21,12776.33,12779.58,12690.05,"93500000"
"891",2012-07-17,12805.54,12728.73,12829.23,12645.1,"119620000"
"892",2012-07-18,12908.7,12796.98,12921.94,12754.61,"130070000"
"893",2012-07-19,12943.36,12909.61,12977.57,12889.93,"139480000"
"894",2012-07-20,12822.57,12942.68,12942.83,12810.35,"210770000"
"895",2012-07-23,12721.46,12820.45,12820.45,12583.41,"137760000"
"896",2012-07-24,12617.32,12720.93,12730.09,12521.84,"131530000"
"897",2012-07-25,12676.05,12617.77,12732.77,12617.62,"127320000"
"898",2012-07-26,12887.93,12680.59,12931.22,12680.59,"133620000"
"899",2012-07-27,13075.66,12888.91,13117.74,12888.53,"161510000"
"900",2012-07-30,13073.01,13075.35,13128.64,13042.85,"91730000"
"901",2012-07-31,13008.68,13071.72,13082.66,13006.48,"125980000"
"902",2012-08-01,12971.06,13007.47,13074.83,12951.16,"133280000"
"903",2012-08-02,12878.88,12969.7,12969.85,12778.9,"112770000"
"904",2012-08-03,13096.17,12884.82,13133.18,12884.82,"112390000"
"905",2012-08-06,13117.51,13099.88,13187.28,13099.72,"84270000"
"906",2012-08-07,13168.6,13118.65,13215.97,13118.42,"95240000"
"907",2012-08-08,13175.64,13158.1,13202.65,13115.24,"84910000"
"908",2012-08-09,13165.19,13174.73,13200.23,13125.09,"84350000"
"909",2012-08-10,13207.95,13163.15,13208.22,13094.96,"86640000"
"910",2012-08-13,13169.43,13204.93,13205.01,13112.94,"67550000"
"911",2012-08-14,13172.14,13168.11,13223.01,13142.1,"84430000"
"912",2012-08-15,13164.78,13157.47,13192.89,13138.23,"77130000"
"913",2012-08-16,13250.11,13163.24,13269.35,13145.85,"114580000"
"914",2012-08-17,13275.2,13251.2,13281.32,13244.85,"138540000"
"915",2012-08-20,13271.64,13274.58,13276.15,13230.06,"87590000"
"916",2012-08-21,13203.58,13272.1,13330.76,13186.6,"117060000"
"917",2012-08-22,13172.76,13198.31,13205.06,13120.34,"111220000"
"918",2012-08-23,13057.46,13171.37,13171.37,13046.46,"108800000"
"919",2012-08-24,13157.97,13052.82,13175.51,13027.2,"88030000"
"920",2012-08-27,13124.67,13157.74,13176.17,13115.46,"96070000"
"921",2012-08-28,13102.99,13122.74,13147.32,13081.12,"81630000"
"922",2012-08-29,13107.48,13103.46,13144.81,13081.27,"91530000"
"923",2012-08-30,13000.71,13101.29,13101.37,12978.91,"89980000"
"924",2012-08-31,13090.84,13002.72,13151.87,13002.64,"119780000"
"925",2012-09-04,13035.94,13092.15,13092.39,12977.09,"103920000"
"926",2012-09-05,13047.48,13036.09,13095.91,13018.74,"92550000"
"927",2012-09-06,13292,13045.23,13294.13,13045.08,"128650000"
"928",2012-09-07,13306.64,13289.53,13320.27,13266.22,"142210000"
"929",2012-09-10,13254.29,13308.56,13324.1,13251.39,"123810000"
"930",2012-09-11,13323.36,13254.6,13354.34,13253.21,"104920000"
"931",2012-09-12,13333.35,13321.62,13373.62,13317.52,"111520000"
"932",2012-09-13,13539.86,13329.71,13573.33,13325.11,"151770000"
"933",2012-09-14,13593.37,13540.4,13653.24,13533.94,"185160000"
"934",2012-09-17,13553.1,13588.57,13593.15,13526.67,"128020000"
"935",2012-09-18,13564.64,13552.33,13582.12,13517.81,"120720000"
"936",2012-09-19,13577.96,13565.41,13626.48,13556.74,"116210000"
"937",2012-09-20,13596.93,13575.17,13599.02,13503,"117910000"
"938",2012-09-21,13579.47,13597.24,13647.1,13571.53,"429610000"
"939",2012-09-24,13558.92,13577.85,13601.9,13521.68,"120370000"
"940",2012-09-25,13457.55,13559.92,13620.21,13457.25,"138630000"
"941",2012-09-26,13413.51,13458.63,13480.37,13406.91,"124350000"
"942",2012-09-27,13485.97,13413.47,13522.83,13413.47,"113990000"
"943",2012-09-28,13437.13,13485.89,13487.66,13367.27,"146950000"
"944",2012-10-01,13515.11,13437.66,13598.25,13437.66,"106120000"
"945",2012-10-02,13482.36,13515.3,13567.06,13424.92,"90730000"
"946",2012-10-03,13494.61,13479.21,13536.27,13439.12,"103890000"
"947",2012-10-04,13575.36,13495.18,13594.33,13495.18,"106390000"
"948",2012-10-05,13610.15,13569.18,13661.87,13568.75,"115500000"
"949",2012-10-08,13583.65,13610.38,13610.38,13552.09,"71290000"
"950",2012-10-09,13473.53,13582.88,13592.33,13473.31,"103630000"
"951",2012-10-10,13344.97,13473.53,13478.83,13327.62,"101120000"
"952",2012-10-11,13326.39,13346.28,13428.49,13326.12,"86630000"
"953",2012-10-12,13328.85,13325.62,13401.32,13296.43,"113740000"
"954",2012-10-15,13424.23,13329.54,13437.66,13325.93,"114880000"
"955",2012-10-16,13551.78,13423.84,13556.37,13423.76,"113450000"
"956",2012-10-17,13557,13539.63,13561.65,13468.9,"135570000"
"957",2012-10-18,13548.94,13553.24,13588.73,13510.93,"128410000"
"958",2012-10-19,13343.51,13545.33,13545.49,13312.22,"239080000"
"959",2012-10-22,13345.89,13344.28,13368.55,13235.15,"121880000"
"960",2012-10-23,13102.53,13344.9,13344.9,13083.28,"122220000"
"961",2012-10-24,13077.34,13103.53,13155.21,13063.63,"110670000"
"962",2012-10-25,13103.68,13079.64,13164.52,13039.86,"114580000"
"963",2012-10-26,13107.21,13104.22,13151.72,13040.17,"134640000"
"964",2012-10-31,13096.46,13107.44,13189.08,13052.07,"138160000"
"965",2012-11-01,13232.62,13099.19,13273.71,13099.11,"140510000"
"966",2012-11-02,13093.16,13233.39,13289.45,13076.57,"137660000"
"967",2012-11-05,13112.44,13092.28,13140.58,13038.71,"95350000"
"968",2012-11-06,13245.68,13113.89,13290.75,13112.9,"105710000"
"969",2012-11-07,12932.73,13228.24,13228.32,12876.6,"164250000"
"970",2012-11-08,12811.32,12932.81,12980.23,12811.24,"138350000"
"971",2012-11-09,12815.39,12811.17,12890.19,12743.39,"131670000"
"972",2012-11-12,12815.08,12815.93,12861.28,12783,"62360000"
"973",2012-11-13,12756.18,12808.71,12898.25,12748.51,"142200000"
"974",2012-11-14,12570.95,12746.54,12797.73,12542.68,"162180000"
"975",2012-11-15,12542.38,12571.1,12600.59,12496.56,"129150000"
"976",2012-11-16,12588.31,12542.31,12604.17,12471.49,"197110000"
"977",2012-11-19,12795.96,12590.23,12796.19,12590.23,"136910000"
"978",2012-11-20,12788.51,12790.89,12808.56,12701.07,"134160000"
"979",2012-11-21,12836.89,12788.36,12845.99,12786.13,"97300000"
"980",2012-11-23,13009.68,12833.13,13011.45,12832.98,"61110000"
"981",2012-11-26,12967.37,13008.3,13008.45,12900.17,"114360000"
"982",2012-11-27,12878.13,12963.38,12980.19,12868.26,"117900000"
"983",2012-11-28,12985.11,12875.56,12989.1,12765.32,"1.31e+08"
"984",2012-11-29,13021.82,12977.35,13062.56,12961.92,"113620000"
"985",2012-11-30,13025.58,13022.05,13053.74,12988.68,"171070000"
"986",2012-12-03,12965.6,13027.73,13087.32,12959.42,"112900000"
"987",2012-12-04,12951.78,12966.45,13022.51,12940.07,"125290000"
"988",2012-12-05,13034.49,12948.96,13089.11,12923.44,"161230000"
"989",2012-12-06,13074.04,13026.19,13076.88,13007.84,"116850000"
"990",2012-12-07,13155.13,13072.87,13157.28,13072.87,"124130000"
"991",2012-12-10,13169.88,13154.89,13195.35,13139.08,"118530000"
"992",2012-12-11,13248.44,13170.34,13306.57,13170.34,"124510000"
"993",2012-12-12,13245.45,13250.05,13329.44,13227.44,"127510000"
"994",2012-12-13,13170.72,13241.38,13264.41,13147.19,"101190000"
"995",2012-12-14,13135.01,13170.8,13190.41,13118.46,"117620000"
"996",2012-12-17,13235.39,13135.17,13244.33,13134.63,"142980000"
"997",2012-12-18,13350.96,13236.61,13365.86,13232.58,"152920000"
"998",2012-12-19,13251.97,13351.04,13357.7,13251.74,"149020000"
"999",2012-12-20,13311.72,13246.67,13314.64,13216.03,"119800000"
"1000",2012-12-21,13190.84,13309.95,13309.95,13122.53,"413270000"
"1001",2012-12-24,13139.08,13190.15,13190.38,13128.55,"47710000"
"1002",2012-12-26,13114.59,13138.85,13174.88,13076.87,"79410000"
"1003",2012-12-27,13096.31,13114.97,13141.74,12964.08,"100160000"
"1004",2012-12-28,12938.11,13095.08,13095.46,12926.86,"85980000"
"1005",2012-12-31,13104.14,12938.19,13109.13,12883.89,"145740000"
"1006",2013-01-02,13412.55,13104.3,13412.71,13104.3,"161430000"
"1007",2013-01-03,13391.36,13413.01,13430.6,13358.3,"129630000"
"1008",2013-01-04,13435.21,13391.05,13447.11,13376.23,"107590000"
"1009",2013-01-07,13384.29,13436.13,13436.13,13343.32,"113120000"
"1010",2013-01-08,13328.85,13377.42,13377.42,13293.13,"129570000"
"1011",2013-01-09,13390.51,13329.92,13416.55,13329.08,"123070000"
"1012",2013-01-10,13471.22,13391.82,13478.2,13382.29,"133520000"
"1013",2013-01-11,13488.43,13471.45,13496.68,13439.97,"119200000"
"1014",2013-01-14,13507.32,13488.43,13520.18,13459.84,"118460000"
"1015",2013-01-15,13534.89,13507.32,13546.37,13445.8,"102280000"
"1016",2013-01-16,13511.23,13534.89,13534.89,13468.96,"118540000"
"1017",2013-01-17,13596.02,13511.23,13633.89,13510.24,"183900000"
"1018",2013-01-18,13649.7,13596.02,13649.93,13571.86,"260900000"
"1019",2013-01-22,13712.21,13649.7,13712.21,13622.96,"144300000"
"1020",2013-01-23,13779.33,13712.21,13794.29,13710.13,"104490000"
"1021",2013-01-24,13825.33,13779.33,13879.66,13779.33,"124780000"
"1022",2013-01-25,13895.98,13825.33,13895.98,13825.33,"130300000"
"1023",2013-01-28,13881.93,13895.98,13915.72,13862.57,"113570000"
"1024",2013-01-29,13954.42,13881.93,13969.99,13880.01,"108230000"
"1025",2013-01-30,13910.42,13954.42,13966.13,13896.95,"117200000"
"1026",2013-01-31,13860.58,13910.42,13941.06,13860.58,"142600000"
"1027",2013-02-01,14009.79,13860.58,14019.78,13860.58,"128420000"
"1028",2013-02-04,13880.08,14009.79,14009.79,13866.83,"130420000"
"1029",2013-02-05,13979.3,13880.08,14013.6,13880.08,"134390000"
"1030",2013-02-06,13986.52,13979.3,13991.61,13913.18,"127560000"
"1031",2013-02-07,13944.05,13986.52,13988.06,13852.2,"118530000"
"1032",2013-02-08,13992.97,13944.05,14022.62,13944.05,"99860000"
"1033",2013-02-11,13971.24,13992.97,13992.97,13940.41,"75090000"
"1034",2013-02-12,14018.7,13971.24,14038.97,13968.94,"117180000"
"1035",2013-02-13,13982.91,14018.7,14029.35,13945.78,"130520000"
"1036",2013-02-14,13973.39,13982.91,13990.36,13921.94,"114800000"
"1037",2013-02-15,13981.76,13973.39,14001.93,13906.73,"195670000"
"1038",2013-02-19,14035.67,13981.76,14044.82,13977.9,"136410000"
"1039",2013-02-20,13927.54,14035.67,14058.27,13919.28,"138540000"
"1040",2013-02-21,13880.62,13927.54,13927.54,13834.4,"131410000"
"1041",2013-02-22,14000.57,13880.62,14001.19,13880.62,"139850000"
"1042",2013-02-25,13784.17,14000.57,14081.58,13784.01,"152190000"
"1043",2013-02-26,13900.13,13784.17,13918.44,13784.17,"132590000"
"1044",2013-02-27,14075.37,13900.13,14104.86,13880.19,"107010000"
"1045",2013-02-28,14054.49,14075.37,14149.15,14050.18,"177150000"
"1046",2013-03-01,14089.66,14054.49,14107.09,13937.6,"125920000"
"1047",2013-03-04,14127.82,14089.66,14128.21,14030.37,"110810000"
"1048",2013-03-05,14253.77,14127.82,14286.37,14127.82,"112100000"
"1049",2013-03-06,14296.24,14253.77,14320.65,14253,"116510000"
"1050",2013-03-07,14329.49,14296.24,14354.69,14296.24,"117080000"
"1051",2013-03-08,14397.07,14329.49,14413.17,14329.49,"115630000"
"1052",2013-03-11,14447.29,14397.07,14448.06,14373.32,"94880000"
"1053",2013-03-12,14450.06,14447.29,14478.8,14412.06,"102100000"
"1054",2013-03-13,14455.28,14450.06,14472.8,14411.66,"83920000"
"1055",2013-03-14,14539.14,14455.28,14539.29,14455.28,"117390000"
"1056",2013-03-15,14514.11,14539.14,14539.14,14470.5,"407770000"
"1057",2013-03-18,14452.06,14514.11,14521.59,14404.21,"119640000"
"1058",2013-03-19,14455.82,14452.06,14514.34,14382.09,"122170000"
"1059",2013-03-20,14511.73,14455.82,14546.82,14455.82,"121240000"
"1060",2013-03-21,14421.49,14511.73,14511.73,14383.02,"110460000"
"1061",2013-03-22,14512.03,14421.49,14519.95,14421.49,"101450000"
"1062",2013-03-25,14447.75,14512.03,14563.75,14395,"124840000"
"1063",2013-03-26,14559.65,14447.75,14561.54,14447.75,"96030000"
"1064",2013-03-27,14526.16,14559.65,14559.65,14439.55,"92680000"
"1065",2013-03-28,14578.54,14526.16,14585.1,14520.86,"153710000"
"1066",2013-04-01,14572.85,14578.54,14605.72,14531.48,"91400000"
"1067",2013-04-02,14662.01,14572.85,14684.49,14572.85,"98420000"
"1068",2013-04-03,14550.35,14662.01,14683.13,14525.36,"127140000"
"1069",2013-04-04,14606.11,14550.35,14625.24,14538.72,"104790000"
"1070",2013-04-05,14565.25,14606.11,14606.11,14434.43,"131250000"
"1071",2013-04-08,14613.48,14565.25,14613.48,14497.8,"106680000"
"1072",2013-04-09,14673.46,14613.48,14716.46,14598.5,"128580000"
"1073",2013-04-10,14802.24,14673.46,14826.66,14673.46,"120520000"
"1074",2013-04-11,14865.14,14802.24,14887.51,14785.36,"144570000"
"1075",2013-04-12,14865.06,14865.14,14865.21,14790.57,"119570000"
"1076",2013-04-15,14599.2,14865.06,14865.06,14598.58,"161680000"
"1077",2013-04-16,14756.78,14599.2,14761.73,14599.2,"126310000"
"1078",2013-04-17,14618.59,14756.78,14756.78,14560.81,"168010000"
"1079",2013-04-18,14537.14,14618.59,14650.26,14495.29,"158050000"
"1080",2013-04-19,14547.51,14537.14,14553.73,14444.03,"207200000"
"1081",2013-04-22,14567.17,14547.51,14588.83,14457.6,"146890000"
"1082",2013-04-23,14719.46,14567.17,14721.42,14554.29,"137320000"
"1083",2013-04-24,14676.3,14719.46,14747.42,14666.54,"138020000"
"1084",2013-04-25,14700.8,14676.3,14768.05,14665.45,"129600000"
"1085",2013-04-26,14712.55,14700.8,14743.49,14684.82,"128910000"
"1086",2013-04-29,14818.75,14712.55,14844.96,14712.55,"97060000"
"1087",2013-04-30,14839.8,14818.75,14839.8,14734.47,"148250000"
"1088",2013-05-01,14700.95,14839.8,14839.8,14687.05,"112620000"
"1089",2013-05-02,14831.58,14700.95,14834.63,14700.95,"91180000"
"1090",2013-05-03,14973.96,14831.58,15009.59,14831.58,"119890000"
"1091",2013-05-06,14968.89,14973.96,14988.87,14941.09,"116160000"
"1092",2013-05-07,15056.2,14968.89,15056.67,14968.89,"117230000"
"1093",2013-05-08,15105.12,15056.2,15106.81,15021.87,"113510000"
"1094",2013-05-09,15082.62,15105.12,15144.83,15046.87,"97810000"
"1095",2013-05-10,15118.49,15082.62,15118.49,15038.18,"98980000"
"1096",2013-05-13,15091.68,15113.42,15113.42,15053.46,"94280000"
"1097",2013-05-14,15215.25,15092.15,15219.55,15089.3,"124590000"
"1098",2013-05-15,15275.69,15211.87,15301.34,15175.39,"124030000"
"1099",2013-05-16,15233.22,15273.92,15302.49,15215.82,"145090000"
"1100",2013-05-17,15354.4,15234.75,15357.4,15234.75,"175750000"
"1101",2013-05-20,15335.28,15348.33,15391.84,15314.15,"116420000"
"1102",2013-05-21,15387.58,15334.97,15434.5,15325.68,"122970000"
"1103",2013-05-22,15307.17,15387.12,15542.4,15265.96,"171850000"
"1104",2013-05-23,15294.5,15300.57,15348.41,15180.23,"148810000"
"1105",2013-05-24,15303.1,15290.74,15306.71,15199.63,"105660000"
"1106",2013-05-28,15409.39,15307.33,15521.49,15307.33,"130680000"
"1107",2013-05-29,15302.8,15399.94,15400.25,15229.53,"114020000"
"1108",2013-05-30,15324.53,15306.02,15398.7,15280.99,"121150000"
"1109",2013-05-31,15115.57,15322.22,15392.38,15115.57,"208830000"
"1110",2013-06-03,15254.03,15123.55,15254.11,15123.55,"147980000"
"1111",2013-06-04,15177.54,15255.22,15304.98,15100.78,"134280000"
"1112",2013-06-05,14960.59,15168.1,15168.63,14945.57,"141400000"
"1113",2013-06-06,15040.62,14955.45,15040.62,14844.22,"140410000"
"1114",2013-06-07,15248.12,15044.46,15255.58,15044.46,"137380000"
"1115",2013-06-10,15238.59,15247.81,15300.64,15211.25,"94250000"
"1116",2013-06-11,15122.02,15231.38,15251.07,15086.09,"101610000"
"1117",2013-06-12,14995.23,15130.39,15241.28,14981.21,"105770000"
"1118",2013-06-13,15176.08,14992.54,15202.27,14953.45,"104490000"
"1119",2013-06-14,15070.18,15178.08,15205.92,15044.8,"107430000"
"1120",2013-06-17,15179.85,15078.71,15261.71,15078.71,"139250000"
"1121",2013-06-18,15318.23,15186.3,15340.09,15186.3,"99210000"
"1122",2013-06-19,15112.19,15315.47,15322.07,15112.11,"111380000"
"1123",2013-06-20,14758.32,15105.51,15105.51,14732.03,"172630000"
"1124",2013-06-21,14799.4,14760.62,14858.56,14688.43,"420080000"
"1125",2013-06-24,14659.56,14795.79,14795.79,14551.27,"158670000"
"1126",2013-06-25,14760.31,14669.69,14812.03,14669.69,"135940000"
"1127",2013-06-26,14910.14,14769.99,14938.98,14769.68,"133230000"
"1128",2013-06-27,15024.49,14921.28,15075.01,14921.28,"113650000"
"1129",2013-06-28,14909.6,15016.58,15034.63,14884.8,"2.3e+08"
"1130",2013-07-01,14974.96,14911.6,15083.28,14911.6,"120570000"
"1131",2013-07-02,14932.41,14973.04,15049.22,14870.51,"116610000"
"1132",2013-07-03,14988.55,14923.73,15025.9,14858.93,"6.1e+07"
"1133",2013-07-05,15135.84,14995.46,15137.51,14971.2,"94560000"
"1134",2013-07-08,15224.69,15137.22,15262.72,15137.22,"136820000"
"1135",2013-07-09,15300.34,15228.46,15320.42,15228.46,"109270000"
"1136",2013-07-10,15291.66,15298.03,15348.95,15258.89,"105050000"
"1137",2013-07-11,15460.92,15298,15483.55,15298,"124950000"
"1138",2013-07-12,15464.3,15460.69,15498.39,15410.27,"130140000"
"1139",2013-07-15,15484.26,15459.69,15509.48,15455.77,"99430000"
"1140",2013-07-16,15451.85,15485.03,15498.16,15415.71,"105970000"
"1141",2013-07-17,15470.52,15456.92,15502,15438.12,"126240000"
"1142",2013-07-18,15548.54,15465.91,15589.4,15465.91,"136270000"
"1143",2013-07-19,15543.74,15524.27,15544.55,15491.96,"229260000"
"1144",2013-07-22,15545.55,15543.97,15576.21,15516.2,"130820000"
"1145",2013-07-23,15567.74,15547,15604.22,15544.06,"98690000"
"1146",2013-07-24,15542.24,15576.69,15602.6,15496.84,"99320000"
"1147",2013-07-25,15555.61,15539.17,15560.33,15455.59,"103260000"
"1148",2013-07-26,15558.83,15547.85,15560.97,15405.16,"94880000"
"1149",2013-07-29,15521.97,15557.14,15557.14,15482.27,"87240000"
"1150",2013-07-30,15520.59,15534.49,15593.91,15479.13,"117550000"
"1151",2013-07-31,15499.54,15528.57,15634.32,15492.96,"145120000"
"1152",2013-08-01,15628.02,15503.85,15650.69,15503.85,"111040000"
"1153",2013-08-02,15658.36,15627.56,15658.43,15558.68,"104840000"
"1154",2013-08-05,15612.13,15651.98,15655.21,15584.83,"76850000"
"1155",2013-08-06,15518.74,15608.44,15608.44,15473.4,"87730000"
"1156",2013-08-07,15470.67,15516.21,15516.21,15421.75,"88430000"
"1157",2013-08-08,15498.32,15477.27,15557.12,15418.6,"90990000"
"1158",2013-08-09,15425.51,15496.63,15507.76,15346.65,"81180000"
"1159",2013-08-12,15419.68,15415.22,15441.75,15359.93,"78060000"
"1160",2013-08-13,15451.01,15420.68,15504.14,15342.34,"84790000"
"1161",2013-08-14,15337.66,15447.71,15453.08,15316.62,"91030000"
"1162",2013-08-15,15112.19,15332.71,15332.71,15094.03,"128340000"
"1163",2013-08-16,15081.47,15112.57,15139.77,15054.38,"151620000"
"1164",2013-08-19,15010.74,15076.79,15106.39,15005.42,"111660000"
"1165",2013-08-20,15002.99,15011.82,15074.92,14992.16,"102340000"
"1166",2013-08-21,14897.55,14993.81,15019.7,14880.84,"98340000"
"1167",2013-08-22,14963.74,14908.6,14989.12,14899,"153490000"
"1168",2013-08-23,15010.51,14988.78,15025.56,14931.24,"131860000"
"1169",2013-08-26,14946.46,15014.58,15049.98,14945.24,"102820000"
"1170",2013-08-27,14776.13,14939.25,14939.25,14765.42,"118610000"
"1171",2013-08-28,14824.51,14770.99,14867.4,14760.41,"104620000"
"1172",2013-08-29,14840.95,14817.91,14916.01,14792.11,"93170000"
"1173",2013-08-30,14810.31,14844.1,14848.24,14762.35,"135850000"
"1174",2013-09-03,14833.96,14801.55,14933.35,14777.48,"142530000"
"1175",2013-09-04,14930.87,14832.42,14956.74,14799.09,"122150000"
"1176",2013-09-05,14937.48,14929.49,14987.47,14923.27,"101010000"
"1177",2013-09-06,14922.5,14941.55,15009.84,14789.4,"108410000"
"1178",2013-09-09,15063.12,14927.19,15088.41,14927.19,"90660000"
"1179",2013-09-10,15191.06,15067.23,15192.13,15067.23,"103200000"
"1180",2013-09-11,15326.6,15194.13,15326.6,15194.13,"102090000"
"1181",2013-09-12,15300.64,15327.14,15345.32,15283.26,"99760000"
"1182",2013-09-13,15376.06,15312.86,15380.97,15312.86,"90900000"
"1183",2013-09-16,15494.78,15381.36,15549.87,15381.36,"105740000"
"1184",2013-09-17,15529.73,15503.15,15555.07,15503.15,"104480000"
"1185",2013-09-18,15676.94,15533.03,15709.58,15470.16,"145400000"
"1186",2013-09-19,15636.55,15677.86,15695.89,15625.45,"116280000"
"1187",2013-09-20,15451.09,15635.09,15654.77,15448.09,"379650000"
"1188",2013-09-23,15401.38,15452.31,15466.95,15368.25,"94920000"
"1189",2013-09-24,15334.59,15402.54,15433.75,15327.14,"85430000"
"1190",2013-09-25,15273.26,15339.02,15372.48,15253.16,"81890000"
"1191",2013-09-26,15328.3,15274.42,15387.19,15274.42,"79050000"
"1192",2013-09-27,15258.24,15317.45,15317.45,15211.81,"95660000"
"1193",2013-09-30,15129.67,15249.82,15249.82,15086.71,"122330000"
"1194",2013-10-01,15191.7,15132.49,15208.4,15110.34,"82460000"
"1195",2013-10-02,15133.14,15182.65,15182.65,15044.71,"86090000"
"1196",2013-10-03,14996.48,15127.23,15127.23,14947.03,"91300000"
"1197",2013-10-04,15072.58,14994.68,15083.99,14972.33,"75100000"
"1198",2013-10-07,14936.24,15069.3,15069.3,14920.83,"79620000"
"1199",2013-10-08,14776.53,14938.04,14938.04,14773.47,"102690000"
"1200",2013-10-09,14802.98,14778.19,14852.5,14719.43,"103190000"
"1201",2013-10-10,15126.07,14806.39,15126.07,14806.39,"106540000"
"1202",2013-10-11,15237.11,15126.52,15237.3,15100.13,"85730000"
"1203",2013-10-14,15301.26,15231.33,15309.48,15136.38,"81420000"
"1204",2013-10-15,15168.01,15300.3,15301.91,15161.33,"91440000"
"1205",2013-10-16,15373.83,15170.7,15374.15,15170.7,"92850000"
"1206",2013-10-17,15371.65,15369.46,15376.11,15229.02,"108490000"
"1207",2013-10-18,15399.65,15371.71,15412.97,15321.81,"156660000"
"1208",2013-10-21,15392.2,15401.32,15410.18,15362.66,"93470000"
"1209",2013-10-22,15467.66,15394.22,15518.1,15394.22,"107030000"
"1210",2013-10-23,15413.33,15465.34,15465.66,15366.19,"90630000"
"1211",2013-10-24,15509.21,15414.87,15528.63,15414.13,"89240000"
"1212",2013-10-25,15570.28,15523.72,15570.6,15512.96,"109900000"
"1213",2013-10-28,15568.93,15569.19,15599.09,15533.48,"92760000"
"1214",2013-10-29,15680.35,15572.21,15683.08,15572.21,"86600000"
"1215",2013-10-30,15618.76,15680.74,15721,15574.52,"79170000"
"1216",2013-10-31,15545.75,15619.92,15651.86,15544.69,"114050000"
"1217",2013-11-01,15615.55,15558.01,15649.4,15543.25,"101830000"
"1218",2013-11-04,15639.12,15621.2,15658.9,15588.48,"71200000"
"1219",2013-11-05,15618.22,15631.22,15651.89,15522.18,"91890000"
"1220",2013-11-06,15746.88,15628.72,15750.29,15628.72,"109200000"
"1221",2013-11-07,15593.98,15751.31,15797.68,15586.33,"103860000"
"1222",2013-11-08,15761.78,15591.54,15764.29,15579.35,"1.02e+08"
"1223",2013-11-11,15783.1,15759.28,15791.45,15737.22,"58860000"
"1224",2013-11-12,15750.67,15773.15,15793.38,15708.29,"79260000"
"1225",2013-11-13,15821.63,15739.5,15822.98,15672,"92450000"
"1226",2013-11-14,15876.22,15806.22,15884.99,15798.74,"123860000"
"1227",2013-11-15,15961.7,15876.16,15962.98,15875.9,"126460000"
"1228",2013-11-18,15976.02,15962.72,16030.28,15942.17,"94860000"
"1229",2013-11-19,15967.03,15974.06,16025.85,15943.78,"84570000"
"1230",2013-11-20,15900.82,15971.2,16016.85,15865.37,"84350000"
"1231",2013-11-21,16009.99,15908.07,16016.04,15908.07,"7.9e+07"
"1232",2013-11-22,16064.77,16008.71,16068.78,15976.27,"8.1e+07"
"1233",2013-11-25,16072.54,16072.09,16109.63,16055.46,"94040000"
"1234",2013-11-26,16072.8,16070.93,16120.25,16070.93,"107450000"
"1235",2013-11-27,16097.33,16073.37,16107.99,16057.34,"65730000"
"1236",2013-11-29,16086.41,16105.16,16174.51,16074.14,"69190000"
"1237",2013-12-02,16008.77,16087.12,16098,15986.23,"92590000"
"1238",2013-12-03,15914.62,16004.72,16004.72,15859.68,"103910000"
"1239",2013-12-04,15889.77,15910.51,15960.36,15791.29,"111180000"
"1240",2013-12-05,15821.51,15886.5,15896.19,15809.37,"128080000"
"1241",2013-12-06,16020.2,15825.55,16022.35,15825.55,"98260000"
"1242",2013-12-09,16025.53,16019.49,16058.4,16015.29,"91810000"
"1243",2013-12-10,15973.13,16024.12,16029.06,15969.53,"79420000"
"1244",2013-12-11,15843.53,15970.75,15997.22,15827.7,"107170000"
"1245",2013-12-12,15739.43,15844.82,15845.11,15703.79,"105870000"
"1246",2013-12-13,15755.36,15745.66,15792.8,15717.92,"83180000"
"1247",2013-12-16,15884.57,15759.6,15930.31,15759.6,"101470000"
"1248",2013-12-17,15875.26,15884.06,15917.96,15836.45,"101490000"
"1249",2013-12-18,16167.97,15876.57,16173.04,15808.92,"129620000"
"1250",2013-12-19,16179.08,16162.51,16194.72,16121.54,"94980000"
"1251",2013-12-20,16221.14,16178.57,16287.84,16178.57,"285190000"
"1252",2013-12-23,16294.61,16225.25,16318.11,16225.25,"78930000"
"1253",2013-12-24,16357.55,16295.7,16360.6,16295.7,"33640000"
"1254",2013-12-26,16479.88,16370.97,16483,16370.97,"50160000"
"1255",2013-12-27,16478.41,16486.37,16529.01,16461.23,"47230000"
