"","Nikkei 225 (N225)_history.csv Date","Nikkei 225 (N225)_history.csv Price","Nikkei 225 (N225)_history.csv Open","Nikkei 225 (N225)_history.csv High","Nikkei 225 (N225)_history.csv Low","Nikkei 225 (N225)_history.csv Volume"
"731",2011-12-30,8455.35,8434.9,8455.35,8415.56,"57630"
"732",2012-01-04,8560.11,8549.54,8581.45,8547.7,"105960"
"733",2012-01-05,8488.71,8515.66,8519.16,8481.83,"77690"
"734",2012-01-06,8390.35,8488.98,8488.98,8349.33,"101310"
"735",2012-01-10,8422.26,8422.99,8450.59,8405.18,"112340"
"736",2012-01-11,8447.88,8440.96,8463.72,8426.03,"106250"
"737",2012-01-12,8385.59,8423.1,8426.83,8360.33,"84770"
"738",2012-01-13,8500.02,8471.1,8509.76,8458.68,"109790"
"739",2012-01-16,8378.36,8409.79,8409.79,8352.23,"76490"
"740",2012-01-17,8466.4,8420.12,8475.66,8413.22,"85500"
"741",2012-01-18,8550.58,8458.29,8595.78,8446.09,"136160"
"742",2012-01-19,8639.68,8596.68,8668.94,8596.68,"125060"
"743",2012-01-20,8766.36,8751.18,8791.39,8725.32,"177550"
"744",2012-01-23,8765.9,8753.91,8795.27,8744.54,"119860"
"745",2012-01-24,8785.33,8815.36,8825.09,8768.51,"111000"
"746",2012-01-25,8883.69,8842.01,8911.62,8816.09,"132500"
"747",2012-01-26,8849.47,8890.49,8894.6,8834.93,"122220"
"748",2012-01-27,8841.22,8851.02,8886.02,8810.89,"133120"
"749",2012-01-30,8793.05,8803.79,8832.48,8774.23,"98090"
"750",2012-01-31,8802.51,8781.44,8836.68,8776.65,"138090"
"751",2012-02-01,8809.79,8789.06,8830.28,8780.1,"127180"
"752",2012-02-02,8876.82,8865.28,8893.22,8849.25,"157800"
"753",2012-02-03,8831.93,8849.17,8877.57,8825.98,"157460"
"754",2012-02-06,8929.2,8939.99,8949.32,8916.94,"143240"
"755",2012-02-07,8917.52,8904.16,8928.44,8887.19,"129240"
"756",2012-02-08,9015.59,8971.88,9015.59,8956.78,"157370"
"757",2012-02-09,9002.24,8996.13,9018.49,8942.87,"178260"
"758",2012-02-10,8947.17,9010.53,9016.97,8947.17,"154000"
"759",2012-02-13,8999.18,8954.03,9023.5,8948.54,"126780"
"760",2012-02-14,9052.07,8978.72,9072.08,8972.74,"141720"
"761",2012-02-15,9260.34,9108.84,9314.37,9107.68,"208120"
"762",2012-02-16,9238.1,9232.38,9308.93,9214.23,"179960"
"763",2012-02-17,9384.17,9371.12,9435.03,9369.25,"188700"
"764",2012-02-20,9485.09,9534.03,9549.31,9462.67,"169340"
"765",2012-02-21,9463.02,9458.68,9517.04,9440.41,"169870"
"766",2012-02-22,9554,9459.74,9564.05,9442.58,"165030"
"767",2012-02-23,9595.57,9549.77,9609.84,9513.65,"179970"
"768",2012-02-24,9647.38,9594.85,9647.38,9576.21,"180010"
"769",2012-02-27,9633.93,9726.2,9736.11,9628.25,"177130"
"770",2012-02-28,9722.52,9567.12,9722.52,9528.77,"185500"
"771",2012-02-29,9723.24,9771.62,9866.41,9706.22,"179150"
"772",2012-03-01,9707.37,9771.34,9865.75,9666.02,"175140"
"773",2012-03-02,9777.03,9797.05,9803.75,9729.24,"158520"
"774",2012-03-05,9698.59,9756.98,9792.14,9673.75,"132570"
"775",2012-03-06,9637.63,9704.61,9732.89,9602.84,"171880"
"776",2012-03-07,9576.06,9509.1,9603.19,9509.1,"155750"
"777",2012-03-08,9768.96,9674.94,9768.96,9659.15,"144060"
"778",2012-03-09,9929.74,9911.07,10007.62,9853.18,"265390"
"779",2012-03-12,9889.86,10015.92,10021.51,9889.86,"153530"
"780",2012-03-13,9899.08,9921.25,10011.88,9888.3,"205990"
"781",2012-03-14,10050.52,10064.12,10115.79,10050.52,"168110"
"782",2012-03-15,10123.28,10115.4,10158.74,10077.55,"177650"
"783",2012-03-16,10129.83,10110.57,10148.47,10090.09,"163010"
"784",2012-03-19,10141.99,10150.85,10172.64,10134.48,"135100"
"785",2012-03-21,10086.49,10100.87,10132.02,10073.9,"149900"
"786",2012-03-22,10127.08,10055.16,10136.85,10052.5,"146920"
"787",2012-03-23,10011.47,10014.87,10031.96,9999.37,"121560"
"788",2012-03-26,10018.24,10040.1,10056.2,10016.05,"126580"
"789",2012-03-27,10255.15,10152.9,10255.15,10152.25,"161100"
"790",2012-03-28,10182.57,10153.51,10197.8,10124.28,"141120"
"791",2012-03-29,10114.79,10134.78,10147.04,10084.77,"149320"
"792",2012-03-30,10083.56,10089.1,10111.09,10033.19,"137370"
"793",2012-04-02,10109.87,10161.72,10190.35,10109.87,"151930"
"794",2012-04-03,10050.39,10082.21,10084.07,10040.99,"112440"
"795",2012-04-04,9819.99,10045.88,10059.19,9819.99,"147830"
"796",2012-04-05,9767.61,9737.5,9806.4,9692.7,"165130"
"797",2012-04-06,9688.45,9710.25,9739.59,9659.16,"118380"
"798",2012-04-09,9546.26,9565.31,9618.1,9535.33,"111640"
"799",2012-04-10,9538.02,9583.36,9648.12,9509.72,"134790"
"800",2012-04-11,9458.74,9398.6,9487.84,9388.14,"155830"
"801",2012-04-12,9524.79,9486.19,9541.04,9449.49,"134730"
"802",2012-04-13,9637.99,9613.19,9690.29,9603.97,"171370"
"803",2012-04-16,9470.64,9522.7,9532.91,9464.49,"113000"
"804",2012-04-17,9464.71,9476.15,9519.8,9455.32,"109210"
"805",2012-04-18,9667.26,9594.3,9682.88,9594.3,"116830"
"806",2012-04-19,9588.38,9578.68,9617.93,9565.83,"118750"
"807",2012-04-20,9561.36,9574.99,9580.87,9532.68,"109800"
"808",2012-04-23,9542.17,9599.2,9643.27,9520.98,"101520"
"809",2012-04-24,9468.04,9466.08,9510.7,9423.3,"106440"
"810",2012-04-25,9561.01,9578.42,9582.73,9530.02,"97500"
"811",2012-04-26,9561.83,9613.16,9630.97,9531.03,"104880"
"812",2012-04-27,9520.89,9564.4,9691.7,9463.6,"165540"
"813",2012-05-01,9350.95,9471.66,9472.25,9332.79,"117910"
"814",2012-05-02,9380.25,9397.87,9417.96,9344.53,"94540"
"815",2012-05-07,9119.14,9198.17,9206.45,9109.01,"133030"
"816",2012-05-08,9181.65,9190.5,9207.56,9159.47,"112430"
"817",2012-05-09,9045.06,9112.72,9115.94,9021.2,"131620"
"818",2012-05-10,9009.65,9013.26,9075.63,8985.9,"141520"
"819",2012-05-11,8953.31,9019.4,9050.61,8944.63,"143420"
"820",2012-05-14,8973.84,8986.22,9031.09,8947.82,"112710"
"821",2012-05-15,8900.74,8910.85,8930.78,8838.78,"144910"
"822",2012-05-16,8801.17,8865.78,8883.73,8756.07,"145340"
"823",2012-05-17,8876.59,8789.47,8885.08,8765.71,"160120"
"824",2012-05-18,8611.31,8727.58,8735.54,8588.16,"155060"
"825",2012-05-21,8633.89,8617.92,8676.2,8608.62,"110790"
"826",2012-05-22,8729.29,8721.59,8740.48,8690.47,"111020"
"827",2012-05-23,8556.6,8715.14,8715.14,8538.69,"142720"
"828",2012-05-24,8563.38,8537.99,8597.85,8496.61,"134180"
"829",2012-05-25,8580.39,8616.85,8616.85,8550.93,"113630"
"830",2012-05-28,8593.15,8604.99,8624.51,8568.87,"97010"
"831",2012-05-29,8657.08,8565.56,8657.08,8517.18,"129670"
"832",2012-05-30,8633.19,8637.95,8656.71,8568.97,"118960"
"833",2012-05-31,8542.73,8499.68,8542.73,8455.13,"162830"
"834",2012-06-01,8440.25,8465.47,8487.44,8422.5,"125220"
"835",2012-06-04,8295.63,8278.65,8303.35,8238.96,"126850"
"836",2012-06-05,8382,8331.02,8388.14,8306.93,"136940"
"837",2012-06-06,8533.53,8428.36,8549,8412.55,"160130"
"838",2012-06-07,8639.72,8639.25,8647.79,8599.64,"127330"
"839",2012-06-08,8459.26,8609.78,8611.93,8427.2,"182900"
"840",2012-06-11,8624.9,8612.14,8665.8,8594.58,"108870"
"841",2012-06-12,8536.72,8478.78,8575.87,8452.5,"113170"
"842",2012-06-13,8587.84,8557.57,8615.89,8554.14,"101600"
"843",2012-06-14,8568.89,8531.4,8592.17,8520.99,"101630"
"844",2012-06-15,8569.32,8608.43,8625.19,8552.75,"106690"
"845",2012-06-18,8721.02,8723.55,8766.56,8711.49,"109810"
"846",2012-06-19,8655.87,8692.82,8712.86,8630.66,"99220"
"847",2012-06-20,8752.31,8739.1,8770.41,8711.22,"114130"
"848",2012-06-21,8824.07,8794.03,8859.04,8790.86,"132520"
"849",2012-06-22,8798.35,8733.5,8830.34,8731.79,"113260"
"850",2012-06-25,8734.62,8837.83,8837.83,8726.4,"92800"
"851",2012-06-26,8663.99,8671.61,8712.68,8619.36,"127520"
"852",2012-06-27,8730.49,8677.76,8730.49,8641.52,"105950"
"853",2012-06-28,8874.11,8816.07,8881.44,8805.65,"118520"
"854",2012-06-29,9006.78,8811.46,9044.04,8803.33,"143850"
"855",2012-07-02,9003.48,9103.79,9103.79,9003.48,"99710"
"856",2012-07-03,9066.59,9013.65,9082.39,9012.86,"120970"
"857",2012-07-04,9104.17,9119.69,9136.02,9095.31,"105630"
"858",2012-07-05,9079.8,9078.46,9130.54,9069.01,"97090"
"859",2012-07-06,9020.75,9052.7,9082.04,8977.35,"108220"
"860",2012-07-09,8896.88,8922.99,8954.44,8892.17,"92070"
"861",2012-07-10,8857.73,8922.03,8966.99,8855.93,"108340"
"862",2012-07-11,8851,8819.04,8851,8797.73,"98010"
"863",2012-07-12,8720.01,8859.39,8862.8,8709.75,"141830"
"864",2012-07-13,8724.12,8701.35,8759.06,8695.44,"122820"
"865",2012-07-17,8755,8740.98,8808.87,8711.73,"111980"
"866",2012-07-18,8726.74,8796.15,8802.09,8715.14,"118990"
"867",2012-07-19,8795.55,8795,8835.8,8771.19,"113250"
"868",2012-07-20,8669.87,8785.87,8792.19,8662.72,"116950"
"869",2012-07-23,8508.32,8582.28,8606.23,8500.27,"103320"
"870",2012-07-24,8488.09,8497.99,8517.52,8446.18,"126240"
"871",2012-07-25,8365.9,8410.98,8433.58,8328.02,"137420"
"872",2012-07-26,8443.1,8408.22,8448.55,8358.51,"153390"
"873",2012-07-27,8566.64,8547.34,8569.09,8522.74,"129070"
"874",2012-07-30,8635.44,8658.83,8663.3,8589.19,"111950"
"875",2012-07-31,8695.06,8600.92,8732.84,8585.26,"140260"
"876",2012-08-01,8641.85,8622.04,8654.61,8578.16,"123230"
"877",2012-08-02,8653.18,8642.89,8705.91,8635.51,"127030"
"878",2012-08-03,8555.11,8539.71,8565.06,8513.2,"141730"
"879",2012-08-06,8726.29,8683.2,8751.8,8676.25,"113030"
"880",2012-08-07,8803.31,8714.12,8812.42,8711.9,"109340"
"881",2012-08-08,8881.16,8889.38,8962.95,8851.59,"162310"
"882",2012-08-09,8978.6,8870.81,9004.81,8862.17,"151240"
"883",2012-08-10,8891.44,8931.92,8954.85,8857.23,"120030"
"884",2012-08-13,8885.15,8871.68,8906.21,8867.63,"72070"
"885",2012-08-14,8929.88,8913.7,8970.99,8897.87,"117520"
"886",2012-08-15,8925.04,8960.28,8960.28,8866.06,"104450"
"887",2012-08-16,9092.76,8967.11,9094.09,8962.97,"115260"
"888",2012-08-17,9162.5,9120.22,9181.57,9097,"132530"
"889",2012-08-20,9171.16,9202.36,9222.87,9150.79,"91320"
"890",2012-08-21,9156.92,9165.15,9196.67,9146.07,"84220"
"891",2012-08-22,9131.74,9150.69,9162.97,9075.08,"85850"
"892",2012-08-23,9178.12,9080.67,9194.47,9062.54,"102850"
"893",2012-08-24,9070.76,9069.95,9090.67,9045.79,"85720"
"894",2012-08-27,9085.39,9140.41,9150.48,9084.87,"79460"
"895",2012-08-28,9033.29,9138.51,9140.62,8988.99,"124000"
"896",2012-08-29,9069.81,9045.73,9073.99,9033.83,"107510"
"897",2012-08-30,8983.78,9062.07,9062.07,8960.24,"98270"
"898",2012-08-31,8839.91,8891.75,8933.99,8839.91,"122840"
"899",2012-09-03,8783.89,8836.61,8893.39,8773.4,"123350"
"900",2012-09-04,8775.51,8787.97,8804.44,8729.22,"110850"
"901",2012-09-05,8679.82,8756.59,8759.26,8679.82,"111740"
"902",2012-09-06,8680.57,8690.34,8697,8646.03,"119130"
"903",2012-09-07,8871.65,8821.37,8871.65,8804.27,"157140"
"904",2012-09-10,8869.37,8853.19,8874.54,8838.18,"111800"
"905",2012-09-11,8807.38,8811.33,8814.03,8769.47,"95410"
"906",2012-09-12,8959.96,8827.21,8959.96,8821.8,"116140"
"907",2012-09-13,8995.15,8950.01,9022.2,8932.1,"94980"
"908",2012-09-14,9159.39,9097.92,9193.27,9081.8,"197960"
"909",2012-09-18,9123.77,9155.49,9180.44,9120.61,"137590"
"910",2012-09-19,9232.21,9166.52,9288.53,9140.75,"157200"
"911",2012-09-20,9086.98,9174.19,9215.57,9079.19,"144620"
"912",2012-09-21,9110,9113.3,9159.33,9103.95,"121720"
"913",2012-09-24,9069.29,9071.32,9091.97,9031.13,"105870"
"914",2012-09-25,9091.54,9031.37,9112.54,9023.63,"128410"
"915",2012-09-26,8906.7,8941.75,8971.75,8894.02,"109260"
"916",2012-09-27,8949.87,8856.31,8959.25,8844.06,"124750"
"917",2012-09-28,8870.16,8986.63,8989.08,8838.85,"135630"
"918",2012-10-01,8796.51,8815.07,8829.35,8759.07,"99090"
"919",2012-10-02,8786.05,8826.36,8843.33,8774.75,"98220"
"920",2012-10-03,8746.87,8778.26,8806.75,8729.56,"103520"
"921",2012-10-04,8824.59,8783.13,8865.92,8738.31,"123490"
"922",2012-10-05,8863.3,8850.29,8880.23,8805.79,"112090"
"923",2012-10-09,8769.59,8822.39,8840.69,8765.55,"124430"
"924",2012-10-10,8596.23,8650.55,8660.68,8578.25,"122320"
"925",2012-10-11,8546.78,8514.63,8607.42,8514.63,"132930"
"926",2012-10-12,8534.12,8607.7,8620.18,8516.11,"139350"
"927",2012-10-15,8577.93,8517.77,8595.11,8488.14,"126870"
"928",2012-10-16,8701.31,8638.68,8707.95,8633.68,"119760"
"929",2012-10-17,8806.55,8777.39,8837.19,8758.7,"139670"
"930",2012-10-18,8982.86,8886.56,8992.36,8877.17,"164990"
"931",2012-10-19,9002.68,8944.03,9016.9,8940.38,"134690"
"932",2012-10-22,9010.71,8874.52,9031.55,8867.79,"118260"
"933",2012-10-23,9014.25,9066.03,9075.58,8970.5,"116310"
"934",2012-10-24,8954.3,8896.41,9043.8,8896.41,"132960"
"935",2012-10-25,9055.2,8952.13,9057.31,8941.85,"115650"
"936",2012-10-26,8933.06,9058.93,9075.59,8933.06,"132060"
"937",2012-10-29,8929.34,8958.79,8986.05,8909.37,"97250"
"938",2012-10-30,8841.98,8941.82,8995.81,8841.98,"149200"
"939",2012-10-31,8928.29,8911.08,8985.58,8905.44,"135480"
"940",2012-11-01,8946.87,8931.71,8976.08,8871.48,"140630"
"941",2012-11-02,9051.22,9049.22,9072.39,9031.43,"137890"
"942",2012-11-05,9007.44,9000.81,9040.18,8984.69,"101390"
"943",2012-11-06,8975.15,8989.58,8990.35,8957.49,"104750"
"944",2012-11-07,8972.89,9030.56,9032.32,8924.41,"130930"
"945",2012-11-08,8837.15,8868.42,8891.08,8811.41,"106470"
"946",2012-11-09,8757.6,8742.68,8779.24,8729.45,"104030"
"947",2012-11-12,8676.44,8701.28,8728.85,8676.44,"86310"
"948",2012-11-13,8661.05,8710.52,8723.46,8619.45,"94860"
"949",2012-11-14,8664.73,8660.27,8680.4,8653.49,"81000"
"950",2012-11-15,8829.72,8703.82,8829.72,8684.23,"161310"
"951",2012-11-16,9024.16,8898.33,9032.35,8898.33,"199080"
"952",2012-11-19,9153.2,9141.27,9183.46,9135.29,"143050"
"953",2012-11-20,9142.64,9198.42,9200.85,9129.43,"133680"
"954",2012-11-21,9222.52,9213.73,9248.98,9161.21,"134730"
"955",2012-11-22,9366.8,9336.32,9366.8,9304.72,"147350"
"956",2012-11-26,9388.94,9466.06,9487.94,9388.94,"151500"
"957",2012-11-27,9423.3,9371.13,9449.72,9370.59,"136730"
"958",2012-11-28,9308.35,9375.48,9407.62,9308.35,"118670"
"959",2012-11-29,9400.88,9370.29,9412.08,9350.4,"113310"
"960",2012-11-30,9446.01,9446.77,9492.91,9380.25,"159780"
"961",2012-12-03,9458.18,9484.2,9525.82,9453.48,"110070"
"962",2012-12-04,9432.46,9419.15,9457.19,9406.03,"104080"
"963",2012-12-05,9468.84,9380.37,9515.86,9376.97,"115930"
"964",2012-12-06,9545.16,9535.69,9565.43,9503.31,"123130"
"965",2012-12-07,9527.39,9547.14,9572.75,9522.13,"133830"
"966",2012-12-10,9533.75,9584.46,9584.46,9517.4,"115170"
"967",2012-12-11,9525.32,9510.6,9534.18,9487.95,"97210"
"968",2012-12-12,9581.46,9606.25,9606.25,9565.95,"129360"
"969",2012-12-13,9742.73,9681.2,9767.05,9672.47,"212010"
"970",2012-12-14,9737.56,9703.56,9775.75,9687.7,"247450"
"971",2012-12-17,9828.88,9895.68,9903.35,9826.3,"213620"
"972",2012-12-18,9923.01,9848.87,9967.24,9848.87,"260330"
"973",2012-12-19,10160.4,10025.4,10160.4,10016.98,"277500"
"974",2012-12-20,10039.33,10093.11,10147.68,10028.65,"274840"
"975",2012-12-21,9940.06,10145.58,10175.06,9924.42,"256540"
"976",2012-12-25,10080.12,10092.35,10119.35,10030.44,"141740"
"977",2012-12-26,10230.36,10131.22,10230.36,10107.34,"182070"
"978",2012-12-27,10322.98,10295.26,10376.39,10288.85,"235250"
"979",2012-12-28,10395.18,10406.36,10433.63,10374.85,"202750"
"980",2013-01-04,10688.11,10604.5,10734.23,10602.24,"219010"
"981",2013-01-07,10599.01,10743.69,10743.69,10589.7,"187740"
"982",2013-01-08,10508.06,10544.21,10602.12,10463.43,"211360"
"983",2013-01-09,10578.57,10405.67,10620.7,10398.61,"214980"
"984",2013-01-10,10652.64,10635.11,10686.12,10619.65,"268500"
"985",2013-01-11,10801.57,10786.14,10830.43,10748.06,"236590"
"986",2013-01-15,10879.08,10914.65,10952.31,10851.66,"215050"
"987",2013-01-16,10600.44,10806.41,10806.41,10591.3,"226060"
"988",2013-01-17,10609.64,10660.94,10694.85,10432.97,"268500"
"989",2013-01-18,10913.3,10791.97,10913.3,10787.12,"286550"
