"","Nifty 50 (NSEI)_history.csv Date","Nifty 50 (NSEI)_history.csv Price","Nifty 50 (NSEI)_history.csv Open","Nifty 50 (NSEI)_history.csv High","Nifty 50 (NSEI)_history.csv Low","Nifty 50 (NSEI)_history.csv Volume"
"109",2009-06-17,4356.15,4515.35,4517.8,4332.8,"339450000"
"110",2009-06-18,4251.4,4352.95,4375.3,4222.15,"373400000"
"111",2009-06-19,4313.6,4251.1,4326.2,4206.7,"350070000"
"112",2009-06-22,4235.25,4314.2,4352.25,4221.9,"270810000"
"113",2009-06-23,4247,4223.3,4267.45,4143.25,"339990000"
"114",2009-06-24,4292.95,4247.3,4307,4218.25,"311200000"
"115",2009-06-25,4241.85,4293.85,4337.95,4221.15,"407990000"
"116",2009-06-26,4375.5,4243.95,4383.75,4243.95,"284570000"
"117",2009-06-29,4390.95,4375.4,4439.95,4350.9,"293320000"
"118",2009-06-30,4291.1,4391.5,4426.75,4267.35,"336650000"
"119",2009-07-01,4340.9,4292.3,4362.3,4249.7,"289980000"
"120",2009-07-02,4348.85,4373.5,4383.65,4288.75,"259080000"
"121",2009-07-03,4424.25,4347.3,4434.45,4298.95,"224680000"
"122",2009-07-06,4165.7,4429.6,4479.8,4133.7,"365740000"
"123",2009-07-07,4202.15,4166,4231.8,4155.5,"290920000"
"124",2009-07-08,4078.9,4201.85,4201.85,4061.1,"339580000"
"125",2009-07-09,4080.95,4078.75,4114.9,4039.85,"406360000"
"126",2009-07-10,4003.9,4081.4,4129.95,3976.8,"3.03e+08"
"127",2009-07-13,3974.05,4003.4,4003.4,3918.75,"273190000"
"128",2009-07-14,4111.4,3974.1,4128.9,3974.1,"242080000"
"129",2009-07-15,4233.5,4120.8,4249.55,4118.75,"254610000"
"130",2009-07-16,4231.4,4223.5,4305,4205.5,"292290000"
"131",2009-07-17,4374.95,4231.45,4390.4,4230.15,"250230000"
"132",2009-07-20,4502.25,4377.9,4510.3,4377.9,"280310000"
"133",2009-07-21,4469.1,4501.5,4524,4436.6,"311980000"
"134",2009-07-22,4398.9,4469.3,4557.95,4380.45,"337800000"
"135",2009-07-23,4523.75,4409.7,4532.4,4405.95,"273050000"
"136",2009-07-24,4568.55,4524.8,4578.75,4504.85,"351260000"
"137",2009-07-27,4572.3,4568.65,4596.75,4528.5,"277020000"
"138",2009-07-28,4564.1,4572.8,4599.9,4529.15,"382340000"
"139",2009-07-29,4513.5,4565.8,4573.85,4420.8,"368040000"
"140",2009-07-30,4571.45,4513.1,4582.35,4474.5,"338980000"
"141",2009-07-31,4636.45,4571.6,4669.75,4571.6,"300440000"
"142",2009-08-03,4711.4,4633.8,4723.75,4617.75,"2.77e+08"
"143",2009-08-04,4680.5,4706.25,4731.45,4642.6,"322870000"
"144",2009-08-05,4694.15,4680.95,4717.2,4629.85,"244640000"
"145",2009-08-06,4585.5,4694.35,4718.15,4559.2,"278150000"
"146",2009-08-07,4481.4,4591.9,4591.9,4463.95,"266870000"
"147",2009-08-10,4437.65,4486.5,4562.5,4399.85,"284080000"
"148",2009-08-11,4471.35,4435,4510.8,4398.9,"250130000"
"149",2009-08-12,4457.5,4473.8,4473.8,4359.4,"274150000"
"150",2009-08-13,4605,4458.55,4614.15,4458.55,"253540000"
"151",2009-08-14,4580.05,4605.15,4619,4559.35,"222990000"
"152",2009-08-17,4387.9,4578.8,4578.8,4374.6,"252330000"
"153",2009-08-18,4458.9,4389.5,4491.45,4372.65,"265220000"
"154",2009-08-19,4394.1,4457.75,4477.55,4353.45,"254670000"
"155",2009-08-20,4453.45,4394.35,4492.8,4394.35,"166600000"
"156",2009-08-21,4528.8,4453.45,4538.7,4400.9,"185700000"
"157",2009-08-24,4642.8,4536.95,4656.3,4536.95,"207900000"
"158",2009-08-25,4659.35,4641.65,4672.9,4582.5,"2.49e+08"
"159",2009-08-26,4680.85,4659.45,4697.8,4659.1,"208840000"
"160",2009-08-27,4688.2,4679,4707.9,4645.15,"2.31e+08"
"161",2009-08-28,4732.35,4688.4,4743.75,4651.4,"285800000"
"162",2009-08-31,4662.1,4730.85,4730.85,4635,"355950000"
"163",2009-09-01,4625.35,4662.2,4735.9,4600.65,"332640000"
"164",2009-09-02,4608.35,4624,4650.45,4576.6,"265750000"
"165",2009-09-03,4593.55,4608.75,4647.35,4581.05,"245960000"
"166",2009-09-04,4680.4,4608.7,4697.2,4580.35,"243560000"
"167",2009-09-07,4782.9,4682.4,4790,4679.3,"243160000"
"168",2009-09-08,4805.25,4782.85,4842.2,4782.65,"310690000"
"169",2009-09-09,4814.25,4804.9,4825.05,4783.5,"239160000"
"170",2009-09-10,4819.4,4814.35,4889.05,4807.9,"235710000"
"171",2009-09-11,4829.55,4819.4,4856.15,4791.55,"236390000"
"172",2009-09-14,4808.6,4830.35,4832.25,4786.25,"168560000"
"173",2009-09-15,4892.1,4808.35,4899.45,4808.35,"215330000"
"174",2009-09-16,4958.4,4894.65,4966.3,4894.65,"240100000"
"175",2009-09-17,4965.55,4958.55,5003.05,4944.15,"270020000"
"176",2009-09-18,4976.05,4963.95,4980.85,4931.9,"222100000"
"177",2009-09-22,5020.2,4977.1,5036.3,4977.1,"189010000"
"178",2009-09-23,4969.95,5019.95,5030.75,4957.05,"213350000"
"179",2009-09-24,4986.55,4977.15,5016.7,4904.05,"266930000"
"180",2009-09-25,4958.95,4985.1,4994.35,4931.25,"179960000"
"181",2009-09-29,5006.85,4959.15,5020.25,4959.1,"174800000"
"182",2009-09-30,5083.95,5007.65,5087.6,5004.35,"184790000"
"183",2009-10-01,5083.4,5087.2,5110.5,5057.05,"224760000"
"184",2009-10-05,5003.2,5076.05,5076.05,4991.95,"239340000"
"185",2009-10-06,5027.4,5003.65,5034.7,4921.05,"367280000"
"186",2009-10-07,4985.75,5031.7,5077,4972.95,"266220000"
"187",2009-10-08,5002.25,5011.25,5043.05,4971.75,"294680000"
"188",2009-10-09,4945.2,4993,5032.6,4934.55,"215440000"
"189",2009-10-12,5054.25,4945.45,5068.05,4945.45,"187300000"
"190",2009-10-14,5118.2,5054.35,5127.4,5054.35,"243360000"
"191",2009-10-15,5108.85,5118.55,5152.25,5077.1,"258100000"
"192",2009-10-16,5142.15,5108.65,5149.65,5093.2,"208180000"
"193",2009-10-17,5141.8,5159.35,5176.8,5124.25,"41290000"
"194",2009-10-20,5114.45,5145.6,5181.95,5102.65,"199620000"
"195",2009-10-21,5063.6,5114.85,5117.45,5051.65,"206630000"
"196",2009-10-22,4988.6,5063.35,5064.25,4968.45,"219150000"
"197",2009-10-23,4997.05,4986.55,5054.95,4983.25,"223340000"
"198",2009-10-26,4970.9,4997.15,5033.75,4961.35,"201760000"
"199",2009-10-27,4846.7,4970.55,4970.55,4829.5,"324130000"
"200",2009-10-28,4826.15,4846.55,4867,4784.1,"291610000"
"201",2009-10-29,4750.55,4826.1,4826.1,4738.4,"354050000"
"202",2009-10-30,4711.7,4751.1,4853.65,4687.5,"321180000"
"203",2009-11-03,4563.9,4712.25,4729.85,4538.5,"319390000"
"204",2009-11-04,4710.8,4567.3,4717.8,4565,"342880000"
"205",2009-11-05,4765.55,4711.65,4776.35,4610.6,"337190000"
"206",2009-11-06,4796.15,4767.5,4836.2,4764.85,"279500000"
"207",2009-11-09,4898.4,4796.15,4905.25,4789.9,"242560000"
"208",2009-11-10,4881.7,4898.9,4947.7,4860.1,"273280000"
"209",2009-11-11,5003.95,4882.3,5016.7,4870.05,"251120000"
"210",2009-11-12,4952.65,5004.4,5014.4,4924.75,"282050000"
"211",2009-11-13,4998.95,4952.35,5017.9,4942.65,"217420000"
"212",2009-11-16,5058.05,4996.5,5073.2,4994,"218550000"
"213",2009-11-17,5062.25,5058.95,5074,5010.15,"211030000"
"214",2009-11-18,5054.7,5061.5,5079.3,5041.65,"204350000"
"215",2009-11-19,4989,5043.95,5053.45,4963.7,"286200000"
"216",2009-11-20,5052.45,4988.75,5063.3,4932.8,"289280000"
"217",2009-11-23,5103.55,5052.95,5113.1,5052.1,"193880000"
"218",2009-11-24,5090.55,5105,5112.85,5053.5,"201320000"
"219",2009-11-25,5108.15,5091.55,5138,5078.35,"185170000"
"220",2009-11-26,5005.55,5116.45,5116.45,4986.05,"250070000"
"221",2009-11-27,4941.75,5005.05,5005.05,4806.7,"304960000"
"222",2009-11-30,5032.7,4942.25,5066.35,4942.25,"299570000"
"223",2009-12-01,5122,5039.7,5130.35,5038.85,"301880000"
"224",2009-12-02,5123.25,5122.75,5161.75,5111.75,"284760000"
"225",2009-12-03,5131.7,5124.55,5181,5106.6,"225730000"
"226",2009-12-04,5108.9,5131.7,5161.8,5081.85,"207470000"
"227",2009-12-07,5066.7,5108.85,5131.3,5051.55,"213120000"
"228",2009-12-08,5147.95,5068.55,5152.55,5058.9,"222740000"
"229",2009-12-09,5112,5147.65,5147.65,5090.6,"240040000"
"230",2009-12-10,5134.65,5112.4,5146.45,5084.65,"212780000"
"231",2009-12-11,5117.3,5136.05,5182.55,5088.4,"207030000"
"232",2009-12-14,5105.7,5117.45,5156.7,5090.15,"171680000"
"233",2009-12-15,5033.05,5105.75,5129.45,5018.25,"198960000"
"234",2009-12-16,5042.05,5032.95,5067.25,5001.8,"202110000"
"235",2009-12-17,5041.75,5046.65,5064.2,5013.15,"219460000"
"236",2009-12-18,4987.7,5042,5043.4,4979.05,"199330000"
"237",2009-12-21,4952.6,4983.65,4997.85,4943.95,"168160000"
"238",2009-12-22,4985.85,4953.35,4997.3,4953.35,"164380000"
"239",2009-12-23,5144.6,4990.05,5150.6,4990.05,"250730000"
"240",2009-12-24,5178.4,5144.8,5197.9,5129.05,"202180000"
"241",2009-12-29,5187.95,5180.75,5214.6,5175.85,"160530000"
"242",2009-12-30,5169.45,5188.75,5197.05,5160.1,"147550000"
"243",2009-12-31,5201.05,5171.2,5221.85,5168.75,"188090000"
"244",2010-01-04,5232.2,5200.9,5238.45,5167.1,"148650000"
"245",2010-01-05,5277.9,5277.15,5288.35,5242.4,"240840000"
"246",2010-01-06,5281.8,5278.15,5310.85,5260.05,"216150000"
"247",2010-01-07,5263.1,5281.8,5302.55,5244.75,"181250000"
"248",2010-01-08,5244.75,5264.25,5276.75,5234.7,"201910000"
"249",2010-01-11,5249.4,5263.8,5287.2,5227.8,"238010000"
"250",2010-01-12,5210.4,5251.1,5300.5,5200.95,"206750000"
"251",2010-01-13,5233.95,5212.6,5239.2,5169.55,"200780000"
"252",2010-01-14,5259.9,5234.5,5272.85,5232.5,"171280000"
"253",2010-01-15,5252.2,5259.9,5279.85,5242.45,"167240000"
"254",2010-01-18,5274.85,5253.65,5292.5,5228.95,"153690000"
"255",2010-01-19,5225.65,5274.2,5287.8,5218.65,"141420000"
"256",2010-01-20,5221.7,5226.1,5256.7,5201.4,"167870000"
"257",2010-01-21,5094.15,5220.2,5220.35,5085.45,"190010000"
"258",2010-01-22,5036,5094.15,5094.15,4954.85,"270250000"
"259",2010-01-25,5007.9,5034.55,5035.7,4983.05,"166400000"
"260",2010-01-27,4853.1,5008.5,5008.5,4833.05,"274770000"
"261",2010-01-28,4867.25,4863,4929.9,4824.95,"275870000"
"262",2010-01-29,4882.05,4866.15,4893.7,4766,"265190000"
"263",2010-02-01,4899.7,4882.05,4918.8,4827.15,"226820000"
"264",2010-02-02,4830.1,4907.85,4951.15,4814.1,"235090000"
"265",2010-02-03,4931.85,4831,4949.15,4831,"163100000"
"266",2010-02-04,4845.35,4931.3,4931.3,4832.35,"167820000"
"267",2010-02-05,4718.65,4819.65,4827,4692.35,"222360000"
"268",2010-02-06,4757.25,4712.75,4768.15,4712.75,"22090000"
"269",2010-02-08,4760.4,4755.35,4799.05,4675.4,"205360000"
"270",2010-02-09,4792.65,4760.55,4810.4,4739.35,"175450000"
"271",2010-02-10,4757.2,4793,4826.85,4748.1,"185050000"
"272",2010-02-11,4826.85,4757.25,4843.8,4757.25,"142640000"
"273",2010-02-15,4801.95,4827.9,4845.6,4783.9,"153760000"
"274",2010-02-16,4855.75,4801.8,4880,4791.35,"156010000"
"275",2010-02-17,4914,4858.65,4929.7,4857.6,"176500000"
"276",2010-02-18,4887.75,4915.1,4922.05,4873.7,"193510000"
"277",2010-02-19,4844.9,4887.3,4887.3,4805.55,"194310000"
"278",2010-02-22,4856.4,4849.35,4912.05,4845.9,"149360000"
"279",2010-02-23,4870.05,4856.6,4884.1,4833.15,"129230000"
"280",2010-02-24,4858.6,4869.55,4880.55,4834.65,"141210000"
"281",2010-02-25,4859.75,4859,4880.15,4835.6,"179440000"
"282",2010-02-26,4922.3,4858.5,4992,4858.45,"341140000"
"283",2010-03-02,5017,4935.6,5029.45,4935.35,"233130000"
"284",2010-03-03,5088.1,5015.8,5093.25,5015.1,"191790000"
"285",2010-03-04,5080.25,5096.95,5096.95,5049,"205100000"
"286",2010-03-05,5088.7,5080.55,5118.65,5068.05,"209600000"
"287",2010-03-08,5124,5092.15,5147.1,5092.15,"188570000"
"288",2010-03-09,5101.5,5121.05,5131.8,5094.35,"158740000"
"289",2010-03-10,5116.25,5101.6,5137.4,5092.05,"167180000"
"290",2010-03-11,5133.4,5116.35,5152.6,5102.1,"155700000"
"291",2010-03-12,5137,5131.8,5158.1,5122.1,"152560000"
"292",2010-03-15,5128.9,5134.45,5151.05,5101.2,"134880000"
"293",2010-03-16,5198.1,5128.95,5209.25,5125.7,"120690000"
"294",2010-03-17,5231.9,5198.45,5260.5,5177.15,"169770000"
"295",2010-03-18,5245.9,5232.55,5255.65,5214.4,"160340000"
"296",2010-03-19,5262.8,5246.8,5269.95,5237.1,"136870000"
"297",2010-03-22,5205.2,5260.95,5260.95,5187.05,"130040000"
"298",2010-03-23,5225.3,5205.85,5243.6,5193.4,"146480000"
"299",2010-03-25,5260.4,5225.3,5267.3,5202.95,"207840000"
"300",2010-03-26,5282,5260.55,5293.75,5260.55,"140970000"
"301",2010-03-29,5302.85,5283.9,5329.55,5242.15,"132190000"
"302",2010-03-30,5262.45,5302.95,5325,5251.35,"133480000"
"303",2010-03-31,5249.1,5260.4,5293.9,5235.15,"147620000"
"304",2010-04-01,5290.5,5249.2,5298.6,5249.2,"127770000"
"305",2010-04-05,5368.4,5291.4,5377.55,5291.4,"132420000"
"306",2010-04-06,5366,5369.65,5388.65,5351.7,"147050000"
"307",2010-04-07,5374.65,5365.7,5399.65,5345.05,"166790000"
"308",2010-04-08,5304.45,5376.3,5383.65,5290.25,"156580000"
"309",2010-04-09,5361.75,5302.4,5377.45,5302.25,"154500000"
"310",2010-04-12,5339.7,5354.15,5382.15,5324.9,"134900000"
"311",2010-04-13,5322.95,5340.85,5356.5,5301.7,"126580000"
"312",2010-04-15,5273.6,5323.3,5373.15,5265.3,"195010000"
"313",2010-04-16,5262.6,5273.4,5283.05,5237.55,"151010000"
"314",2010-04-19,5203.65,5279.05,5279.05,5160.9,"155320000"
"315",2010-04-20,5230.1,5208.3,5257.25,5208.3,"199480000"
"316",2010-04-21,5244.9,5230.3,5266.3,5230.3,"196900000"
"317",2010-04-22,5269.35,5248.6,5331.8,5221.1,"180290000"
"318",2010-04-23,5304.1,5269.65,5311.05,5269.65,"154120000"
"319",2010-04-26,5322.45,5299.35,5342.35,5299.35,"127020000"
"320",2010-04-27,5308.35,5322.1,5330.55,5301.4,"144430000"
"321",2010-04-28,5215.45,5308.2,5308.25,5202.45,"178640000"
"322",2010-04-29,5254.15,5215.25,5264.75,5214.8,"171680000"
"323",2010-04-30,5278,5254.2,5294.8,5254.2,"152500000"
"324",2010-05-03,5222.75,5278.4,5278.7,5210.05,"111450000"
"325",2010-05-04,5148.5,5223.9,5250.15,5134.85,"145540000"
"326",2010-05-05,5124.9,5148.35,5148.35,5056.5,"207680000"
"327",2010-05-06,5090.85,5124.4,5124.9,5037.75,"192110000"
"328",2010-05-07,5018.05,5072.3,5085.65,4984.6,"233350000"
"329",2010-05-10,5193.6,5026.6,5203.3,5026.6,"191630000"
"330",2010-05-11,5136.15,5189.75,5206.7,5126.5,"168750000"
"331",2010-05-12,5156.65,5133.75,5172.85,5098.8,"187110000"
"332",2010-05-13,5178.9,5157.55,5212.7,5147.95,"179380000"
"333",2010-05-14,5093.5,5180.55,5192.75,5070.95,"144380000"
"334",2010-05-17,5059.9,5093.9,5094.55,4966.25,"169310000"
"335",2010-05-18,5066.2,5059.55,5105.2,5024.25,"137030000"
"336",2010-05-19,4919.65,5065.1,5065.1,4908.15,"212950000"
"337",2010-05-20,4947.6,4924.3,4980.25,4924.3,"197300000"
"338",2010-05-21,4931.15,4946.7,4946.7,4842.3,"230480000"
"339",2010-05-24,4943.95,4944.3,5029.55,4923.45,"184420000"
"340",2010-05-25,4806.75,4945.3,4946.6,4786.45,"198190000"
"341",2010-05-26,4917.4,4807.3,4925.45,4807.3,"221980000"
"342",2010-05-27,5003.1,4915.15,5016.6,4897.6,"238530000"
"343",2010-05-28,5066.55,5005.6,5077.25,5005.6,"188070000"
"344",2010-05-31,5086.3,5076.1,5097.6,5038.55,"179560000"
"345",2010-06-01,4970.2,5086.25,5086.95,4961.05,"183230000"
"346",2010-06-02,5019.85,4970.75,5031.2,4967.05,"217930000"
"347",2010-06-03,5110.5,5020.15,5125.7,5020.15,"174610000"
"348",2010-06-04,5135.5,5112.6,5147.9,5091.6,"174560000"
"349",2010-06-07,5034,5132.95,5132.95,5004.25,"175610000"
"350",2010-06-08,4987.1,5036.7,5071.35,4967.3,"180660000"
"351",2010-06-09,5000.3,4985.05,5050.6,4980.1,"199910000"
"352",2010-06-10,5078.6,4999.6,5085.2,4997.6,"176850000"
"353",2010-06-11,5119.35,5078.75,5139.05,5078.75,"198340000"
"354",2010-06-14,5197.7,5120.15,5201.25,5120.15,"158830000"
"355",2010-06-15,5222.35,5201.3,5231.45,5171.05,"218930000"
"356",2010-06-16,5233.35,5225.05,5255.65,5214.9,"203730000"
"357",2010-06-17,5274.85,5233.65,5285.55,5206.55,"189950000"
"358",2010-06-18,5262.6,5274.95,5302.3,5245.5,"205200000"
"359",2010-06-21,5353.3,5266.5,5366.75,5266.5,"186200000"
"360",2010-06-22,5316.55,5353.95,5354.35,5311.05,"162040000"
"361",2010-06-23,5323.15,5316.15,5333.3,5288.15,"150160000"
"362",2010-06-24,5320.6,5323.25,5348.3,5284.55,"218790000"
"363",2010-06-25,5269.05,5320.5,5320.5,5259.9,"164970000"
"364",2010-06-28,5333.5,5271.1,5339.45,5270.75,"154140000"
"365",2010-06-29,5256.15,5333.55,5334.15,5235.8,"158720000"
"366",2010-06-30,5312.5,5254.25,5320.35,5210,"183720000"
"367",2010-07-01,5251.4,5312.05,5312.55,5232.1,"141430000"
"368",2010-07-02,5237.1,5251.25,5277.25,5225.6,"149980000"
"369",2010-07-05,5235.9,5237,5252.75,5225.85,"100620000"
"370",2010-07-06,5289.05,5236.1,5297.45,5231.5,"115510000"
"371",2010-07-07,5241.1,5293.1,5296.75,5233.45,"132390000"
"372",2010-07-08,5296.85,5242,5320.5,5242,"127300000"
"373",2010-07-09,5352.45,5297.2,5359.05,5297.2,"216660000"
"374",2010-07-12,5383,5352.25,5402.7,5351.6,"189500000"
"375",2010-07-13,5400.65,5370.2,5406.2,5357.85,"226050000"
"376",2010-07-14,5386.15,5402,5453.45,5371.7,"211040000"
"377",2010-07-15,5378.75,5387.1,5399.2,5360.6,"155120000"
"378",2010-07-16,5393.9,5376.65,5401.35,5374.4,"143220000"
"379",2010-07-19,5386.45,5392.7,5409.1,5361.5,"116590000"
"380",2010-07-20,5368,5387,5416.45,5353.6,"121630000"
"381",2010-07-21,5399.35,5368.85,5409.1,5368.85,"122860000"
"382",2010-07-22,5441.95,5399.15,5447.15,5372.2,"1.56e+08"
"383",2010-07-23,5449.1,5441.9,5477.5,5435.15,"165930000"
"384",2010-07-26,5418.6,5446.55,5466.25,5409.2,"147330000"
"385",2010-07-27,5430.6,5420.2,5450.95,5407.2,"155310000"
"386",2010-07-28,5397.55,5436.1,5447.85,5386.25,"146940000"
"387",2010-07-29,5408.9,5397.85,5415.85,5381.55,"162310000"
"388",2010-07-30,5367.6,5408.4,5413.25,5349.2,"131800000"
"389",2010-08-02,5431.65,5369.55,5438.85,5351.3,"104230000"
"390",2010-08-03,5439.55,5432.5,5459.2,5426.4,"130730000"
"391",2010-08-04,5467.85,5441.35,5481.9,5428.4,"120780000"
"392",2010-08-05,5447.1,5470.15,5487.15,5443.1,"129640000"
"393",2010-08-06,5439.25,5448.25,5471.9,5431.35,"116670000"
"394",2010-08-09,5486.15,5439.8,5492.3,5433.25,"1.37e+08"
"395",2010-08-10,5460.7,5486.8,5491.45,5445.35,"164220000"
"396",2010-08-11,5420.6,5460.7,5474.6,5412,"174630000"
"397",2010-08-12,5416.45,5418.7,5431.1,5372.45,"172040000"
"398",2010-08-13,5452.1,5420.65,5476.5,5415.5,"154910000"
"399",2010-08-16,5418.3,5452.1,5465.25,5397.4,"189450000"
"400",2010-08-17,5414.15,5422.15,5443.55,5408.8,"138280000"
"401",2010-08-18,5479.15,5416.25,5487.95,5416.25,"154250000"
"402",2010-08-19,5540.2,5478.25,5544.7,5478.1,"167740000"
"403",2010-08-20,5530.65,5540.8,5546.6,5513.35,"144070000"
"404",2010-08-23,5543.5,5531.15,5549.8,5519.4,"118740000"
"405",2010-08-24,5505.1,5541.1,5547.25,5488.45,"139150000"
"406",2010-08-25,5462.35,5505.3,5506.15,5452.55,"157760000"
"407",2010-08-26,5477.9,5462.1,5486.55,5454.7,"186380000"
"408",2010-08-27,5408.7,5489.6,5495.2,5391.95,"142330000"
"409",2010-08-30,5415.45,5408.9,5469,5390.35,"113840000"
"410",2010-08-31,5402.4,5413.55,5413.9,5348.9,"157130000"
"411",2010-09-01,5471.85,5403.05,5478.6,5403.05,"144230000"
"412",2010-09-02,5486.15,5471.9,5513.95,5471.85,"159670000"
"413",2010-09-03,5479.4,5486.3,5510.4,5473.65,"146810000"
"414",2010-09-06,5576.95,5479.55,5589.4,5479.55,"158940000"
"415",2010-09-07,5604,5575.9,5625.5,5571.65,"177480000"
"416",2010-09-08,5607.85,5604.25,5625.3,5567.75,"135330000"
"417",2010-09-09,5640.05,5608.3,5647.45,5608.1,"138060000"
"418",2010-09-13,5760,5639.2,5770.6,5639.2,"152800000"
"419",2010-09-14,5795.55,5760.3,5838.45,5760.3,"188430000"
"420",2010-09-15,5860.95,5795.25,5869.45,5792.2,"187210000"
"421",2010-09-16,5828.7,5861.1,5901.65,5815.8,"192470000"
"422",2010-09-17,5884.95,5828.7,5898.4,5828.7,"211380000"
"423",2010-09-20,5980.45,5885.05,5989.5,5885.05,"193480000"
"424",2010-09-21,6009.05,5980.5,6032.8,5961.85,"200950000"
"425",2010-09-22,5991,6008.4,6037.4,5946.45,"170150000"
"426",2010-09-23,5959.55,5991.05,6006.8,5932.4,"135580000"
"427",2010-09-24,6018.3,5959.45,6029.1,5951.2,"176460000"
"428",2010-09-27,6035.65,6018.3,6073.5,6018.3,"166770000"
"429",2010-09-28,6029.5,6036.05,6049.8,5991.3,"170650000"
"430",2010-09-29,5991.3,6029.15,6071.55,5979.65,"183150000"
"431",2010-09-30,6029.95,5991.35,6048.45,5963.6,"217770000"
"432",2010-10-01,6143.4,6030.3,6153.1,6030.3,"179170000"
"433",2010-10-04,6159.45,6144.7,6222.1,6144.7,"184600000"
"434",2010-10-05,6145.8,6159.45,6188.35,6118.05,"145240000"
"435",2010-10-06,6186.45,6150.95,6223.4,6148.6,"152500000"
"436",2010-10-07,6120.3,6186.85,6199.45,6107.5,"168880000"
"437",2010-10-08,6103.45,6121.4,6148.6,6067,"134640000"
"438",2010-10-11,6135.85,6105.95,6187.75,6105.95,"115780000"
"439",2010-10-12,6090.9,6135.95,6144.95,6057.95,"109940000"
"440",2010-10-13,6233.9,6091.45,6240.25,6089.75,"148660000"
"441",2010-10-14,6177.35,6234.3,6284.1,6157.9,"128490000"
"442",2010-10-15,6062.65,6175.9,6200.6,6050.35,"111060000"
"443",2010-10-18,6075.95,6112.75,6115.1,5985.1,"138750000"
"444",2010-10-19,6027.3,6114.45,6127.05,6008.15,"130460000"
"445",2010-10-20,5982.1,6002.95,6038.1,5966.75,"105110000"
"446",2010-10-21,6101.5,6008.9,6113.5,5984.9,"123100000"
"447",2010-10-22,6066.05,6113.4,6121.1,6041.35,"109380000"
"448",2010-10-25,6105.8,6101.25,6151.3,6094.6,"123120000"
"449",2010-10-26,6082,6116.3,6120.25,6074.65,"113450000"
"450",2010-10-27,6012.65,6075.45,6075.95,5987.55,"116710000"
"451",2010-10-28,5987.7,6039.95,6071.1,5968.1,"228790000"
"452",2010-10-29,6017.7,6021.15,6032.65,5937.1,"137880000"
"453",2010-11-01,6117.55,6092.3,6132.4,6084.75,"128910000"
"454",2010-11-02,6119,6127.55,6138.1,6094.4,"122090000"
"455",2010-11-03,6160.5,6150.6,6182.5,6146.8,"111320000"
"456",2010-11-04,6281.8,6209.6,6290.15,6199.35,"125030000"
"457",2010-11-05,6312.45,6321.85,6338.5,6303.1,"27180000"
"458",2010-11-08,6273.2,6335.25,6335.9,6265.35,"153930000"
"459",2010-11-09,6301.55,6281,6310.9,6243.55,"139820000"
"460",2010-11-10,6275.7,6303.2,6307.65,6269.25,"125610000"
"461",2010-11-11,6194.25,6286.35,6296.55,6179.5,"169300000"
"462",2010-11-12,6071.65,6182.3,6202.5,6056.75,"155200000"
"463",2010-11-15,6121.6,6079.9,6128.75,6039.4,"124270000"
"464",2010-11-16,5988.7,6143.45,6144.05,5970.6,"139190000"
"465",2010-11-18,5998.8,6075.95,6076.2,5906.75,"190220000"
"466",2010-11-19,5890.3,6011.3,6013.25,5863.95,"150740000"
"467",2010-11-22,6010,5920.9,6020.25,5905.15,"123420000"
"468",2010-11-23,5934.75,5971.55,5973.35,5824.95,"158870000"
"469",2010-11-24,5865.75,5946.8,5976.65,5833.6,"125850000"
"470",2010-11-25,5799.75,5883.95,5907.1,5780.35,"371670000"
"471",2010-11-26,5751.95,5828.55,5838.5,5690.35,"287200000"
"472",2010-11-29,5830,5789.95,5843.15,5754.7,"155070000"
"473",2010-11-30,5862.7,5811.6,5892.25,5768.35,"217960000"
"474",2010-12-01,5960.9,5871,5971,5865.55,"173360000"
"475",2010-12-02,6011.7,6023.05,6029.5,5980.6,"197380000"
"476",2010-12-03,5992.8,6013.35,6025.4,5964.25,"165380000"
"477",2010-12-06,5992.25,6033.65,6069.45,5981.7,"145320000"
"478",2010-12-07,5976.55,5995.05,6001,5939.7,"145410000"
"479",2010-12-08,5903.7,5954.4,5960,5878.6,"122570000"
"480",2010-12-09,5766.5,5924.25,5927.3,5742.3,"169510000"
"481",2010-12-10,5857.35,5761,5865.5,5721.15,"167490000"
"482",2010-12-13,5907.65,5882.65,5913.8,5795.9,"138230000"
"483",2010-12-14,5944.1,5928.7,5953.95,5888.75,"125300000"
"484",2010-12-15,5892.3,5931.15,5942.75,5865.8,"126320000"
"485",2010-12-16,5948.75,5910.55,5956.15,5855.05,"149830000"
"486",2010-12-20,5947.05,5926.85,5985,5900.25,"121820000"
"487",2010-12-21,6000.65,5960.4,6007.45,5960.05,"126540000"
"488",2010-12-22,5984.4,6019,6023.8,5958,"118820000"
"489",2010-12-23,5980,6005.9,6006.45,5964.6,"85460000"
"490",2010-12-24,6011.6,5940.25,6017.35,5940.25,"123580000"
"491",2010-12-27,5998.1,6013.3,6045.75,5991.1,"95960000"
"492",2010-12-28,5996,6005.35,6010.9,5982.25,"90720000"
"493",2010-12-29,6060.35,6005.15,6067.55,6002.85,"9.3e+07"
"494",2010-12-30,6101.85,6062.35,6106.4,6062.35,"194350000"
"495",2010-12-31,6134.5,6105.1,6147.3,6103.55,"113760000"
"496",2011-01-03,6157.6,6177.45,6178.55,6147.2,"96030000"
