"","CSE All-Share (CSE)_history.csv Date","CSE All-Share (CSE)_history.csv Price","CSE All-Share (CSE)_history.csv Open","CSE All-Share (CSE)_history.csv High","CSE All-Share (CSE)_history.csv Low","CSE All-Share (CSE)_history.csv Volume"
"477",2010-12-29,6646.92,6641.2,6658.57,6619.51,"69680000"
"478",2010-12-30,6614.13,6646.92,6655.2,6530.1,"7.9e+07"
"479",2010-12-31,6635.87,6614.13,6660.36,6614.13,"33180000"
"480",2011-01-03,6657.96,6635.87,6668.01,6635.87,"37320000"
"481",2011-01-04,6701.85,6657.96,6712.23,6653.85,"87010000"
"482",2011-01-05,6754.31,6701.85,6775.35,6701.26,"135460000"
"483",2011-01-06,6809.73,6754.31,6820.79,6754.31,"138780000"
"484",2011-01-07,6891.96,6809.73,6903.3,6809.73,"173380000"
"485",2011-01-10,6916.85,6892.53,6958.23,6891.93,"55240000"
"486",2011-01-11,6992.71,6916.85,6997.88,6916.78,"100420000"
"487",2011-01-12,7014.85,6992.71,7053.13,6992.71,"167660000"
"488",2011-01-13,7021.88,7014.89,7040.86,6940.99,"112630000"
"489",2011-01-14,7032.6,7022.03,7049.25,7011.31,"70130000"
"490",2011-01-17,7008.06,7032.6,7068.84,7008.06,"106520000"
"491",2011-01-18,7058.33,7008.06,7073.29,6993.56,"156840000"
"492",2011-01-20,7193.1,7058.33,7204.23,7058.26,"111490000"
"493",2011-01-21,7254.01,7193.1,7275.79,7193.1,"179700000"
"494",2011-01-24,7261.37,7254.01,7320.22,7248.15,"155540000"
"495",2011-01-25,7225.24,7261.37,7284.59,7187.21,"87480000"
"496",2011-01-26,7241.87,7225.26,7264.86,7194.72,"101260000"
"497",2011-01-27,7211.11,7241.87,7287.8,7199.25,"99690000"
"498",2011-01-28,7192.49,7211.14,7233.7,7180.87,"64110000"
"499",2011-01-31,7174.87,7192.49,7229.78,7173.54,"64670000"
"500",2011-02-01,7190.77,7174.37,7209.28,7174.24,"56340000"
"501",2011-02-02,7262.26,7190.77,7278.86,7190.77,"82280000"
"502",2011-02-03,7346.81,7264.28,7367.41,7264.28,"114870000"
"503",2011-02-07,7381.1,7346.81,7411.69,7346.81,"107690000"
"504",2011-02-08,7385.04,7381.1,7416.92,7339.15,"104710000"
"505",2011-02-09,7377.44,7385.04,7410.99,7356.23,"74280000"
"506",2011-02-10,7493.62,7377.44,7508.29,7377.44,"98840000"
"507",2011-02-11,7586.63,7493.62,7656.9,7493.54,"82230000"
"508",2011-02-14,7811.82,7586.63,7847.32,7586.63,"81180000"
"509",2011-02-15,7607.79,7811.82,7863.74,7587.17,"65420000"
"510",2011-02-18,7672.49,7607.79,7690.89,7586.46,"40220000"
"511",2011-02-21,7617.19,7672.49,7720.79,7610.16,"45030000"
"512",2011-02-22,7514.74,7617.19,7627.36,7504.1,"39430000"
"513",2011-02-23,7548.86,7514.74,7577.94,7501.45,"44420000"
"514",2011-02-24,7583.42,7548.86,7633.26,7548.86,"59520000"
"515",2011-02-25,7711.62,7583.42,7788.93,7583.27,"53510000"
"516",2011-02-28,7797.96,7711.62,7823.26,7711.6,"46300000"
"517",2011-03-01,7701.19,7797.96,7817.82,7667.13,"48100000"
"518",2011-03-03,7520.74,7701.19,7707.56,7507.45,"47390000"
"519",2011-03-04,7664.72,7520.74,7693.76,7520.47,"135880000"
"520",2011-03-07,7582.55,7664.72,7699.72,7577.49,"115780000"
"521",2011-03-08,7445.9,7582.55,7590.15,7434.78,"41690000"
"522",2011-03-09,7343.45,7445.9,7459.61,7339.63,"36240000"
"523",2011-03-10,7383.92,7343.49,7422.48,7302.49,"42260000"
"524",2011-03-11,7313.02,7383.92,7393.26,7313.02,"24340000"
"525",2011-03-14,7169.76,7313.02,7346.21,7158.72,"29730000"
"526",2011-03-15,7029.02,7169.76,7192.37,7023.11,"32670000"
"527",2011-03-16,7115.62,7028.99,7170.55,7028.79,"23730000"
"528",2011-03-17,7269.59,7115.95,7290.49,7115.95,"31510000"
"529",2011-03-18,7184.94,7269.59,7312.95,7178.86,"98550000"
"530",2011-03-21,7156.33,7184.94,7223.7,7147,"2.2e+07"
"531",2011-03-22,7220.26,7156.33,7245.18,7156.33,"30700000"
"532",2011-03-23,7207.1,7228.46,7281.3,7181.71,"38350000"
"533",2011-03-24,7216.75,7207.13,7251.57,7202.79,"66530000"
"534",2011-03-25,7240.27,7216.54,7248.78,7216.22,"98880000"
"535",2011-03-28,7210.09,7240.27,7260.44,7189.79,"32760000"
"536",2011-03-29,7207.86,7210.09,7250.85,7201.58,"48490000"
"537",2011-03-30,7192.72,7207.86,7220.35,7150.7,"26420000"
"538",2011-03-31,7226.12,7192.72,7245.67,7169.65,"45490000"
"539",2011-04-01,7377.22,7226.12,7396.59,7226.12,"45330000"
"540",2011-04-04,7373.14,7377.22,7417.24,7373.14,"37200000"
"541",2011-04-05,7370.02,7373.14,7408.49,7363.42,"29150000"
"542",2011-04-06,7359.9,7370.02,7470.41,7347.97,"29970000"
"543",2011-04-07,7378.73,7359.9,7440.68,7359.85,"27680000"
"544",2011-04-08,7413.87,7378.73,7435.19,7378.57,"23830000"
"545",2011-04-11,7454.22,7413.87,7470.33,7403.86,"24860000"
"546",2011-04-12,7574.86,7454.22,7609.86,7454.22,"32230000"
"547",2011-04-18,7547.79,7574.89,7609.97,7531.51,"107840000"
"548",2011-04-19,7475.16,7547.44,7559.34,7468.46,"43280000"
"549",2011-04-20,7474.5,7475.26,7513.54,7465.76,"52750000"
"550",2011-04-21,7456.82,7474.5,7511.16,7442.02,"33780000"
"551",2011-04-25,7345.48,7456.73,7486.13,7322.34,"33600000"
"552",2011-04-26,7349.17,7345.48,7389.59,7329.05,"33700000"
"553",2011-04-27,7363.78,7349.17,7398.39,7348.93,"28670000"
"554",2011-04-28,7377.65,7363.78,7420.54,7363.78,"39340000"
"555",2011-04-29,7356.97,7377.65,7439.08,7349.56,"41930000"
"556",2011-05-03,7270.67,7356.97,7364.05,7262.27,"27470000"
"557",2011-05-04,7213.33,7270.67,7273.57,7201.12,"56460000"
"558",2011-05-05,7317.17,7213.33,7352.94,7213.33,"40350000"
"559",2011-05-06,7319.15,7317.17,7367.23,7308.64,"38720000"
"560",2011-05-09,7377.86,7319.15,7400.32,7319.15,"54560000"
"561",2011-05-10,7339.65,7377.86,7429.75,7335.04,"53160000"
"562",2011-05-11,7280.66,7339.65,7364.11,7270.02,"35970000"
"563",2011-05-12,7300.82,7280.66,7322.62,7266.3,"73770000"
"564",2011-05-13,7319.94,7300.82,7375.61,7300.82,"62050000"
"565",2011-05-16,7358.69,7319.94,7366.42,7319.94,"78140000"
"566",2011-05-19,7487.61,7358.69,7505.52,7358.69,
"567",2011-05-20,7479.63,7487.61,7532.76,7478.12,"131500000"
"568",2011-05-23,7439.15,7479.63,7510.87,7436.09,"71810000"
"569",2011-05-24,7431.97,7439.15,7462.87,7429.88,"88880000"
"570",2011-05-25,7446.69,7431.97,7455.43,7426.4,"139190000"
"571",2011-05-26,7419.44,7446.69,7493.33,7409.95,"140210000"
"572",2011-05-27,7459.58,7419.44,7471.69,7419.44,"84170000"
"573",2011-05-30,7468.41,7459.58,7513.65,7459.58,"120430000"
"574",2011-05-31,7418.07,7468.41,7515.88,7416.89,"79250000"
"575",2011-06-01,7387.15,7418.07,7460.98,7382.3,"78510000"
"576",2011-06-02,7375.9,7387.15,7410.8,7358.51,"142540000"
"577",2011-06-03,7406.02,7375.9,7432.44,7375.9,"136060000"
"578",2011-06-06,7355.43,7406.02,7418.27,7347.46,"570950000"
"579",2011-06-07,7294.54,7355.43,7416.63,7292.73,"422390000"
"580",2011-06-08,7257.7,7294.54,7321.41,7254.51,"207240000"
"581",2011-06-09,7279.62,7257.7,7296.45,7254.98,"425800000"
"582",2011-06-10,7231.92,7279.62,7295.67,7227.6,"229980000"
"583",2011-06-13,7186.86,7231.92,7246.71,7181.79,"1.93e+08"
"584",2011-06-14,7083.05,7186.86,7199.63,7074.35,"203590000"
"585",2011-06-16,7015.71,7083.05,7101.24,6982.63,"125940000"
"586",2011-06-17,7050.03,7015.83,7086.81,7015.83,"149680000"
"587",2011-06-20,7040.68,7050.03,7132.39,7039.46,"93390000"
"588",2011-06-21,6996.64,7040.68,7066.17,6991.64,"106690000"
"589",2011-06-22,6927.74,6996.64,7025.69,6924.37,"101770000"
"590",2011-06-23,6871.68,6927.82,7019.1,6861.18,"91630000"
"591",2011-06-24,6892.56,6871.68,6922.14,6870.82,"95480000"
"592",2011-06-27,6894.26,6897.02,6916.01,6886.43,"72060000"
"593",2011-06-28,6862.83,6895.3,6922.94,6862.81,"63650000"
"594",2011-06-29,6878.16,6862.83,6897.08,6842.07,"72620000"
"595",2011-06-30,6825.94,6879,6912.12,6818.38,"61680000"
"596",2011-07-01,6844.71,6826.15,6867.63,6826.15,"49090000"
"597",2011-07-04,6816.74,6844.71,6954.32,6813.32,"38630000"
"598",2011-07-05,6862.79,6816.74,6878.23,6803.62,"41160000"
"599",2011-07-06,6884.06,6862.82,6896.25,6862.82,"41950000"
"600",2011-07-07,6918.41,6884.06,7029.11,6884.06,"70190000"
"601",2011-07-08,6911.98,6918.41,7041.72,6898.58,"2640000"
"602",2011-07-11,6767.59,6911.98,6916.69,6762.03,"67910000"
"603",2011-07-12,6663.64,6767.59,6788.68,6641.51,"89900000"
"604",2011-07-13,6715.67,6663.64,6743.19,6661.86,"107390000"
"605",2011-07-15,6777.03,6715.81,6788.83,6715.65,"75880000"
"606",2011-07-18,6744.19,6777.03,6825.8,6738.98,"54560000"
"607",2011-07-19,6675.7,6744.19,6759.24,6666.85,"48840000"
"608",2011-07-20,6682.46,6675.7,6715.69,6665.15,"40470000"
"609",2011-07-21,6598.97,6682.46,6717.53,6592.6,"42250000"
"610",2011-07-22,6537.25,6600.46,6642.65,6467.29,"41610000"
"611",2011-07-25,6434.34,6537.25,6585.28,6434.34,"38640000"
"612",2011-07-26,6493.58,6434.34,6537.91,6413.11,"135750000"
"613",2011-07-27,6505.56,6493.58,6519.16,6483.6,"184240000"
"614",2011-07-28,6653.57,6505.56,6682.06,6505.56,"48110000"
"615",2011-07-29,6845.38,6653.69,6860.02,6653.69,"87380000"
"616",2011-08-01,6854.14,6845.41,6934.25,6801.97,"114800000"
"617",2011-08-02,6819.58,6854.14,6906.67,6808.84,"66090000"
"618",2011-08-03,6812.59,6820.33,6836.08,6796.55,"58410000"
"619",2011-08-04,6809.78,6812.59,6819.82,6788.3,"61810000"
"620",2011-08-05,6751.29,6805.78,6805.92,6729.17,"43040000"
"621",2011-08-08,6806.97,6751.29,6815.77,6631.78,"54810000"
"622",2011-08-09,6750.19,6806.97,6818.76,6746.41,"104020000"
"623",2011-08-10,6819.9,6750.19,6823.71,6750.19,"110790000"
"624",2011-08-11,6767.09,6819.9,6822.75,6760.81,"104110000"
"625",2011-08-12,6833.06,6767.09,6851.07,6767.09,"92280000"
"626",2011-08-15,6836.53,6833.06,6872.84,6825.57,"45020000"
"627",2011-08-16,7050.74,6837.08,7072.53,6837.08,"101040000"
"628",2011-08-17,7014.11,7050.74,7142.95,7001.84,"185420000"
"629",2011-08-18,7030.85,7014.16,7063.92,7011.8,"178710000"
"630",2011-08-19,6951.64,7030.85,7033.85,6943.59,"124300000"
"631",2011-08-22,6928.03,6951.64,6985.12,6913.71,"73710000"
"632",2011-08-23,6861.73,6928.03,6940.78,6849.63,"69510000"
"633",2011-08-24,6812.71,6861.73,6875.66,6812.71,"42330000"
"634",2011-08-25,6839.2,6812.71,6880.07,6812.71,"48930000"
"635",2011-08-26,6852.96,6839.2,6898.97,6839.2,"53220000"
"636",2011-08-29,6837.35,6852.96,6899.31,6831.03,"71300000"
"637",2011-08-30,6879.29,6838.81,6893.34,6838.46,"121270000"
"638",2011-09-01,6951.5,6879.29,6971.41,6879.26,"151380000"
"639",2011-09-02,6950.61,6953.85,6982.75,6947.03,"182410000"
"640",2011-09-05,6998.03,6950.61,7007.88,6950.42,"320520000"
"641",2011-09-06,6956.21,6998.03,7015.23,6944.12,"283010000"
"642",2011-09-07,6997.86,6956.21,7001.68,6955.83,"132140000"
"643",2011-09-08,6991.6,6997.96,7017.89,6989.59,"121780000"
"644",2011-09-09,6990.33,6991.6,7016.52,6979.02,"142610000"
"645",2011-09-12,6967.62,6990.33,7019.49,6954.61,"159040000"
"646",2011-09-13,6930.04,6967.63,6981.89,6928.01,"240840000"
"647",2011-09-14,6895.61,6930.06,6949.13,6870.44,"96790000"
"648",2011-09-15,6850.93,6895.61,6904.77,6846.85,"62600000"
"649",2011-09-16,6870.92,6850.93,6887.94,6850.19,"108020000"
"650",2011-09-20,6828.57,6870.92,6886.61,6819.82,"81540000"
"651",2011-09-21,6792.88,6828.57,6839.87,6780.84,"97330000"
"652",2011-09-22,6762.38,6792.88,6822.96,6759.24,"99800000"
"653",2011-09-23,6734.6,6762.38,6766.36,6729.85,"38680000"
"654",2011-09-26,6736.02,6734.6,6780.75,6728.05,"74020000"
"655",2011-09-27,6737.68,6736.02,6772.44,6727.53,"56790000"
"656",2011-09-28,6710.67,6737.68,6751.75,6710.67,"43330000"
"657",2011-09-29,6747.91,6710.67,6754.36,6705.87,"65910000"
"658",2011-09-30,6783.55,6747.91,6792.99,6747.91,"74100000"
"659",2011-10-03,6783.39,6783.64,6807.61,6782.92,"57370000"
"660",2011-10-04,6721.54,6783.42,6800.24,6721.54,"68370000"
"661",2011-10-05,6706.48,6721.45,6745.23,6693.89,"74620000"
"662",2011-10-06,6677.84,6706.46,6722.77,6672.99,"65630000"
"663",2011-10-07,6698.83,6677.84,6721.03,6677.63,"59930000"
"664",2011-10-10,6669.04,6698.83,6719.85,6664.45,"67020000"
"665",2011-10-12,6604.23,6669.04,6682.29,6599.76,"54280000"
"666",2011-10-13,6585.99,6604.23,6615.49,6567.95,"34240000"
"667",2011-10-14,6549.91,6585.99,6599.22,6549.91,"42310000"
"668",2011-10-17,6457.51,6549.9,6603.2,6447,"49880000"
"669",2011-10-18,6388.52,6457.65,6465.49,6352.8,"59840000"
"670",2011-10-19,6347.72,6388.52,6433.13,6350.91,"50550000"
"671",2011-10-20,6282,6348.66,6363,6260.29,"31410000"
"672",2011-10-21,6356.94,6282.01,6391.72,6282.01,"39890000"
"673",2011-10-24,6424.36,6356.94,6443.6,6356.94,"26260000"
"674",2011-10-25,6346.05,6424.39,6443.36,6346.05,"29400000"
"675",2011-10-26,6323.59,6346.05,6371.93,6312.76,"15690000"
"676",2011-10-27,6323.59,6346.05,6371.93,6312.76,"15690000"
"677",2011-10-28,6348.44,6323.59,6368.35,6322.57,"22680000"
"678",2011-10-31,6319.25,6348.44,6365.81,6309.29,"63720000"
"679",2011-11-01,6281.85,6319.4,6334.91,6275.41,"21490000"
"680",2011-11-02,6452.28,6281.85,6490.91,6281.85,"57060000"
"681",2011-11-03,6397.44,6452.28,6489.56,6396.45,"34610000"
"682",2011-11-04,6406.52,6397.44,6427.98,6390.36,"11680000"
"683",2011-11-08,6322.01,6406.52,6413.49,6312.85,"21150000"
"684",2011-11-09,6316.87,6406.52,6413.49,6312.85,"18710000"
"685",2011-11-11,6332.47,6316.87,6339.75,6307.42,"11370000"
"686",2011-11-14,6239.52,6332.47,6352.8,6224.48,"27760000"
"687",2011-11-15,6092.3,6239.97,6249.97,6072.32,"30840000"
"688",2011-11-16,6022.88,6092.29,6134.19,6011.85,"32040000"
"689",2011-11-17,6092.56,6022.88,6113.56,6019.73,"26850000"
"690",2011-11-18,6140.52,6092.52,6173.56,6092.51,"59040000"
"691",2011-11-21,6119.86,6140.49,6172.21,6118.12,"1.6e+07"
"692",2011-11-22,6060.95,6120.16,6138.41,6051.04,"31180000"
"693",2011-11-23,6035.36,6060.84,6075.51,6035.36,"25150000"
"694",2011-11-24,5866.75,6035.36,6052.81,5863.12,"60720000"
"695",2011-11-25,5805.76,5866.28,5882.41,5686.14,"54420000"
"696",2011-11-28,6022.24,5807.15,6046.3,5806.65,"48700000"
"697",2011-11-29,6020.08,6022.24,6178.24,6020.08,"71900000"
"698",2011-11-30,6087.4,6020.08,6106.94,5975.51,"56550000"
"699",2011-12-01,6144.67,6087.45,6158.54,6087.36,"100660000"
"700",2011-12-02,6087.86,6144.67,6167.17,6083.23,"64610000"
"701",2011-12-05,5995.92,6087.86,6088.77,5985.05,"23950000"
"702",2011-12-06,5988.65,6000.31,6021.7,5988.65,"20510000"
"703",2011-12-07,6028.79,5988.65,6035.82,5988.65,"33510000"
"704",2011-12-08,6027.19,6030,6056.09,6021.93,"15340000"
"705",2011-12-09,5996.44,6027.19,6034.99,5992.77,"17880000"
"706",2011-12-12,5965,5996.44,6007.61,5965,"17340000"
"707",2011-12-13,5994.66,5965,5996.29,5964.47,"18300000"
"708",2011-12-14,5950.99,5994.7,6008.69,5950.89,"14730000"
"709",2011-12-15,5941.32,5951.08,5964.7,5930.4,"17900000"
"710",2011-12-16,5892.69,5941.32,5970.28,5892.69,"11600000"
"711",2011-12-19,5860.96,5892.69,5898.01,5860.96,"13760000"
"712",2011-12-20,5851.94,5861.02,5908.54,5851.94,"8920000"
"713",2011-12-21,5842.83,5851.94,5863.1,5838.69,"9490000"
"714",2011-12-22,5919.35,5842.83,5940.21,5842.16,"1.3e+07"
"715",2011-12-23,5982.58,5919.16,5996.72,5919.16,"20150000"
"716",2011-12-27,6015.09,5982.58,6022.23,5982.58,"13660000"
"717",2011-12-28,6093.39,6015.09,6106.22,6015.09,"23610000"
"718",2011-12-29,6089.38,6093.42,6141.32,6085.09,"33770000"
"719",2011-12-30,6074.42,6089.38,6108.14,6074.32,"38730000"
"720",2012-01-02,6074.87,6074.52,6108.77,6066.98,"12090000"
"721",2012-01-03,6035.65,6075.01,6086.41,6033.11,"18620000"
"722",2012-01-04,5972.75,6035.65,6043.71,5969.15,"13740000"
"723",2012-01-05,5939.75,5972.75,5976.43,5938.3,"8870000"
"724",2012-01-06,5930.52,5939.75,5943.45,5928.75,"13900000"
"725",2012-01-09,5872.94,5930.52,5934.73,5870.5,"8920000"
"726",2012-01-10,5859.67,5872.92,5885.36,5855.68,"16560000"
"727",2012-01-11,5865.06,5865.06,5860.58,5860.58,"70760000"
"728",2012-01-12,5942.47,5865.06,5955.27,5860.58,"70760000"
"729",2012-01-13,5929.34,5942.47,5993.2,5929.34,"75350000"
"730",2012-01-17,5924.61,5929.34,6040.86,5924.61,"87060000"
"731",2012-01-18,5846.41,5924.61,5940.77,5846.41,"58850000"
"732",2012-01-19,5786.6,5846.41,5860.63,5786.6,"49590000"
"733",2012-01-20,5781.13,5786.6,5818.97,5781.13,"41090000"
"734",2012-01-23,5663.09,5781.13,5799.34,5663.09,"50990000"
"735",2012-01-24,5536.09,5663.09,5688.87,5450.73,"53070000"
"736",2012-01-25,5556.29,5535.67,5589.02,5504.42,"29310000"
"737",2012-01-26,5592.4,5556.29,5621.69,5556.2,"43410000"
"738",2012-01-27,5725.44,5592.86,5772.42,5592.83,"52770000"
"739",2012-01-30,5755.56,5725.44,5827.49,5725.44,"35360000"
"740",2012-01-31,5693.92,5755.56,5785.63,5693.17,"30030000"
"741",2012-02-01,5682.33,5693.92,5713.48,5680.91,"33510000"
"742",2012-02-02,5605.49,5682.33,5686.26,5605.49,"35660000"
"743",2012-02-03,5586.39,5605.49,5615.95,5588.55,"10540000"
"744",2012-02-06,5561.43,5464.81,5486.43,5455.14,
"745",2012-02-08,5442.25,5562.87,5587.1,5442.25,"43500000"
"746",2012-02-09,5316.99,5442.25,5458.58,5302.75,"31260000"
"747",2012-02-13,5199.98,5316.99,5334.8,5070.99,"53390000"
"748",2012-02-14,5009.96,5199.98,5211.68,4962.44,"73580000"
"749",2012-02-15,5023.8,5009.96,5107.85,4968.05,"63040000"
"750",2012-02-16,5279.09,5023.8,5305.57,5023.8,"64610000"
"751",2012-02-17,5285.17,5279.09,5389.2,5248.32,"71620000"
"752",2012-02-21,5308.51,5285.17,5330.53,5282.66,"34330000"
"753",2012-02-22,5420.97,5308.51,5433.15,5307.58,"55600000"
"754",2012-02-23,5507.6,5420.97,5536.9,5420.97,"68320000"
"755",2012-02-24,5566.3,5507.6,5566.3,5507.6,"20640000"
"756",2012-02-27,5476.59,5566.3,5583.8,5467.81,"21220000"
"757",2012-02-28,5431.67,5476.59,5490.79,5431.67,"63750000"
"758",2012-02-29,5458.09,5431.67,5471.13,5430.05,"2.6e+07"
"759",2012-03-01,5469.68,5458.09,5484.27,5458.09,"27360000"
"760",2012-03-02,5460.19,5469.68,5498.13,5460.19,"15040000"
"761",2012-03-05,5464.81,5460.19,5473.8,5442.46,"23240000"
"762",2012-03-06,5477.67,5464.81,5486.43,5455.14,"17320000"
"763",2012-03-08,5456.51,5477.67,5480.69,5433.59,"14070000"
"764",2012-03-09,5456.27,5456.51,5473.03,5452.12,"16310000"
"765",2012-03-12,5424.46,5456.27,5483.89,5424.46,"18070000"
"766",2012-03-13,5423.26,5424.46,5437.99,5408.9,"14840000"
"767",2012-03-14,5418.07,5423.26,5434.84,5407.39,"45390000"
"768",2012-03-15,5397.2,5418.07,5422.98,5397.2,"14210000"
"769",2012-03-16,5449.05,5397.2,5462.52,5391.97,"113450000"
"770",2012-03-19,5449.46,5449.05,5486.13,5444.64,"38780000"
"771",2012-03-20,5414.02,5449.46,5462.4,5414.02,"27110000"
"772",2012-03-21,5384.1,5414.02,5415.7,5374.59,"18090000"
"773",2012-03-22,5349.7,5384.1,5396.35,5347.2,"1.5e+07"
"774",2012-03-23,5422.33,5349.7,5423.7,5347.97,"39720000"
"775",2012-03-26,5430.96,5425.1,5444.47,5422.33,"29720000"
"776",2012-03-27,5425,5435.8,5472.92,5425,"30700000"
"777",2012-03-28,5416.57,5425,5445,5417,"16620000"
"778",2012-03-29,5412.04,5417.05,5435.81,5407.65,"59960000"
"779",2012-03-30,5420.2,5412.36,5436.5,5407.64,"34770000"
"780",2012-04-03,5416.65,5400.06,5430.19,5382.36,"38740000"
"781",2012-04-04,5400.91,5430.89,5453.49,5400.91,"38170000"
"782",2012-04-05,5423.25,5400.46,5448.2,5400.46,"24860000"
"783",2012-04-09,5413.12,5423.25,5432.27,5405.52,"9280000"
"784",2012-04-10,5392.34,5413.11,5426.07,5392.34,"13050000"
"785",2012-04-11,5425.73,5392.12,5425.73,5392.02,"12900000"
"786",2012-04-16,5434.8,5424.99,5450.83,5422.27,"8110000"
"787",2012-04-17,5412.44,5434.95,5438.49,5411.55,"11860000"
"788",2012-04-18,5407.47,5411.54,5426.86,5391.86,"56250000"
"789",2012-04-19,5518.72,5409.36,5536.08,5407.47,"23560000"
"790",2012-04-20,5457.13,5522.82,5560.82,5457.13,"46180000"
"791",2012-04-23,5455.06,5461.42,5513.76,5455.06,"25790000"
"792",2012-04-24,5441.53,5455.11,5463.86,5433.84,"16490000"
"793",2012-04-25,5440.01,5442.24,5458.42,5440.01,"21930000"
"794",2012-04-26,5454.11,5441.88,5462.19,5435.87,"20780000"
"795",2012-04-27,5440.52,5445.08,5452.21,5426.95,"34250000"
"796",2012-04-30,5419.2,5440.22,5444.32,5406.08,"60410000"
"797",2012-05-02,5417.17,5423.44,5434.36,5410.81,"36700000"
"798",2012-05-03,5389.47,5418.81,5421.77,5389.47,"20770000"
"799",2012-05-04,5375.44,5390.39,5400,5369.09,"25120000"
"800",2012-05-08,5295.6,5380.98,5389.72,5295.6,"26190000"
"801",2012-05-09,5256.79,5297.36,5310.69,5255.31,"3.4e+07"
"802",2012-05-10,5163.94,5256.92,5260.94,5163.94,"22180000"
"803",2012-05-11,5108.56,5162.81,5166.27,5102.99,"26170000"
"804",2012-05-14,5116.31,5110.27,5151.82,5108.56,"18470000"
"805",2012-05-15,5125.86,5117.14,5137,5116.31,"30910000"
"806",2012-05-16,5213.68,5127,5229.78,5125.86,"46870000"
"807",2012-05-17,5221.53,5219.99,5234.05,5210.64,"22420000"
"808",2012-05-18,5222.09,5222.27,5228.55,5209.91,"15640000"
"809",2012-05-21,5207.72,5224.56,5243.78,5205.81,"9470000"
"810",2012-05-22,5155.61,5208.28,5216.13,5155.61,"17780000"
"811",2012-05-23,5048.11,5156.01,5156.05,5045.45,"25420000"
"812",2012-05-24,5019.12,5048.53,5061.05,5019.12,"31470000"
"813",2012-05-25,5009.67,5019.07,5033.43,5002.74,"12230000"
"814",2012-05-28,4935.01,5011.1,5040.79,4919.01,"19700000"
"815",2012-05-29,4813.26,4935.94,4944.08,4803.57,"38850000"
"816",2012-05-30,4865.12,4813.74,4870.55,4810.3,"24310000"
"817",2012-05-31,4832.15,4866.24,4884.57,4815.62,"19470000"
"818",2012-06-01,4885.18,4832.57,4885.18,4832.15,"27290000"
"819",2012-06-05,4748.6,4891.63,4894.46,4748.6,"21690000"
"820",2012-06-06,4737.75,4748.65,4766.66,4725.57,"19150000"
"821",2012-06-07,4757.98,4743.02,4774.36,4737.75,"21180000"
"822",2012-06-08,4798.7,4755.87,4798.7,4751.76,"12420000"
"823",2012-06-11,4811.44,4799.55,4830.57,4798.7,"12040000"
"824",2012-06-12,4807.55,4812.77,4823.96,4807.55,"12400000"
"825",2012-06-13,4844.79,4808.04,4857.56,4807.55,"14520000"
"826",2012-06-14,4923.02,4848.97,4932.34,4844.79,"41110000"
"827",2012-06-15,4991.21,4928.28,5026.51,4923.02,"64450000"
"828",2012-06-18,4998.1,4995.48,5009.36,4938.01,"23610000"
"829",2012-06-19,5059.29,4998.05,5060.32,4985.78,"39150000"
"830",2012-06-20,5078.06,5059.29,5078.06,5059.29,"68660000"
"831",2012-06-21,5042.07,5079.17,5083.56,5028.22,"45090000"
"832",2012-06-22,5039.15,5066.98,5068.55,5017.96,"29820000"
"833",2012-06-25,4990.43,5039.36,5051.28,4990.43,"1.06e+08"
"834",2012-06-26,4989.99,4992.09,5003.69,4972.71,"91130000"
"835",2012-06-27,4995.69,4989.23,5016.75,4987.31,"25880000"
"836",2012-06-28,4955.91,4997.49,5015.95,4955.91,"32980000"
"837",2012-06-29,4965.77,4955.2,4967.31,4953.37,"17120000"
"838",2012-07-02,4952.93,4966.58,4971.35,4951.58,"7820000"
"839",2012-07-04,4946.58,4955.4,4960.18,4933.19,"14280000"
"840",2012-07-05,4924.61,4947.39,4953.07,4906.31,"25660000"
"841",2012-07-06,4928.64,4924.89,4931.21,4919.7,"23020000"
"842",2012-07-09,4925.06,4929.8,4940.14,4907.46,"7550000"
"843",2012-07-10,4905.6,4925.12,4930.96,4902.72,"23130000"
"844",2012-07-11,4868.39,4905.94,4906.81,4868.39,"21550000"
"845",2012-07-12,4872.06,4868.39,4876.99,4863.02,"14340000"
"846",2012-07-13,4867.52,4872.41,4896.94,4867.52,"18430000"
"847",2012-07-16,4880.1,4868.53,4880.1,4857.96,"15780000"
"848",2012-07-17,4853.03,4880.92,4887.04,4844.46,"11930000"
"849",2012-07-18,4822.64,4852.35,4853.3,4822.64,"15210000"
"850",2012-07-19,4891.11,4824.1,4891.11,4822.64,"54680000"
"851",2012-07-20,4888.22,4892.79,4905.76,4881.07,"28380000"
"852",2012-07-23,4881.77,4889.39,4891.23,4875.68,"10490000"
"853",2012-07-24,4874.36,4881.48,4885.67,4862.78,"16960000"
"854",2012-07-25,4883.88,4875.49,4887.87,4851.2,"20540000"
"855",2012-07-26,4876.19,4888.51,4889.14,4872.33,"25950000"
"856",2012-07-27,4933.09,4875.82,4933.09,4875.18,"26680000"
"857",2012-07-30,4935.51,4937.16,4956.65,4926.79,"27960000"
"858",2012-07-31,4944.86,4934.26,4946.88,4929.69,"77950000"
"859",2012-08-02,4960.05,4945.32,4982.42,4944.86,"26370000"
"860",2012-08-03,4931.47,4957.98,4960.05,4908.23,"11510000"
"861",2012-08-06,4928.5,4937.82,4943.61,4920.49,"8550000"
