"","Hang Seng (HSI)_history.csv Date","Hang Seng (HSI)_history.csv Price","Hang Seng (HSI)_history.csv Open","Hang Seng (HSI)_history.csv High","Hang Seng (HSI)_history.csv Low","Hang Seng (HSI)_history.csv Volume"
"560",2011-03-22,22857.9,22674,22907,22622,
"561",2011-03-23,22825.4,22763,22858,22711,
"562",2011-03-24,22915.28,23094,23095,22878,
"563",2011-03-25,23158.67,23190,23195,23062,
"564",2011-03-28,23068.19,23157,23283,22941,
"565",2011-03-29,23060.36,22997,23145,22965,
"566",2011-03-30,23451.43,23216,23518,23181,
"567",2011-03-31,23527.52,23572,23592,23454,
"568",2011-04-01,23801.9,23636,23803,23474,
"569",2011-04-04,24150.58,23905,24166,23903,
"570",2011-04-06,24285.05,24158,24331,24110,
"571",2011-04-07,24281.8,24301,24373,24204,
"572",2011-04-08,24396.07,24259,24476,24246,
"573",2011-04-11,24303.07,24457,24464,24237,
"574",2011-04-12,23976.37,24132,24133,23919,
"575",2011-04-13,24135.03,23988,24206,23841,
"576",2011-04-14,24014,23954,24066,23887,
"577",2011-04-15,24008.07,24023,24249,23871,
"578",2011-04-18,23830.31,23890,24157,23725,
"579",2011-04-19,23520.62,23591,23600,23419,
"580",2011-04-20,23896.1,23677,23896.1,23632,
"581",2011-04-21,24138.31,24056,24185,24017,
"582",2011-04-26,24007.38,23927,24073,23798,
"583",2011-04-27,23892.84,24253,24278,23788,
"584",2011-04-28,23805.63,24103,24119,23717,
"585",2011-04-29,23720.81,23697,23807,23596,
"586",2011-05-03,23633.25,23691,23932,23583,
"587",2011-05-04,23323.91,23472,23483,23188,
"588",2011-05-05,23259.41,23176,23325,23135,
"589",2011-05-06,23159.14,23014,23212,22966,
"590",2011-05-09,23336,23251,23391,23223,
"591",2011-05-11,23291.8,23513,23525,23214,
"592",2011-05-12,23073.76,23084,23136,22966,
"593",2011-05-13,23276.27,23082,23316,22903,
"594",2011-05-16,22960.63,23051,23154,22922,
"595",2011-05-17,22901.08,22834,22951,22727,
"596",2011-05-18,23011.14,22993,23056,22896,
"597",2011-05-19,23163.38,23109,23249,22996,
"598",2011-05-20,23199.39,23196,23247,23125,
"599",2011-05-23,22711.02,22833,22881,22628,
"600",2011-05-24,22730.78,22666,22765,22615,
"601",2011-05-25,22747.28,22475,22791,22475,
"602",2011-05-26,22900.79,22914,22982,22817,
"603",2011-05-27,23118.07,22973,23189,22891,
"604",2011-05-30,23184.32,23124,23276,23092,
"605",2011-05-31,23684.13,23442,23724,23392,
"606",2011-06-01,23626.43,23660,23700,23587,
"607",2011-06-02,23253.84,23270,23312,23193,
"608",2011-06-03,22949.56,23274,23288,22929,
"609",2011-06-07,22883.27,22778,22915,22697,
"610",2011-06-08,22661.63,22666,22696,22536,
"611",2011-06-09,22609.83,22585,22609.83,22295,
"612",2011-06-10,22420.37,22621,22636,22251,
"613",2011-06-13,22508.08,22155,22517,22120,
"614",2011-06-14,22496,22311,22661,22305,
"615",2011-06-15,22343.77,22498,22584,22301,
"616",2011-06-16,21953.11,22008,22062,21862,
"617",2011-06-17,21695.26,21934,21967,21594,
"618",2011-06-20,21599.51,21743,21868,21498,
"619",2011-06-21,21850.59,21787,21855,21666,
"620",2011-06-22,21859.97,22022,22022,21802,
"621",2011-06-23,21759.14,21778,21914,21613,
"622",2011-06-24,22171.95,21830,22171.95,21756,
"623",2011-06-27,22041.77,21876,22085,21876,
"624",2011-06-28,22061.78,22195,22209,21934,
"625",2011-06-29,22061.18,22247,22256,22001,
"626",2011-06-30,22398.1,22229,22479,22167,
"627",2011-07-04,22770.47,22838,22838,22740,
"628",2011-07-05,22747.95,22823,22828,22734,
"629",2011-07-06,22517.55,22689,22767,22498,
"630",2011-07-07,22530.18,22633,22724,22496,
"631",2011-07-08,22726.43,22806,22850,22671,
"632",2011-07-11,22347.23,22498,22565,22275,
"633",2011-07-12,21663.16,21968,21968,21567,
"634",2011-07-13,21926.88,21734,21958,21657,
"635",2011-07-14,21940.2,21892,21963,21734,
"636",2011-07-15,21875.38,21869,22000,21787,
"637",2011-07-18,21778,21771,22043,21732,
"638",2011-07-19,21902.4,21811,21910,21588,
"639",2011-07-20,22003.69,22115,22127,21860,
"640",2011-07-21,21987.29,22026,22118,21834,
"641",2011-07-22,22444.8,22267,22451,22244,
"642",2011-07-25,22293.29,22329,22344,22222,
"643",2011-07-26,22572.08,22276,22588,22266,
"644",2011-07-27,22541.69,22468,22646,22457,
"645",2011-07-28,22570.74,22268,22583,22218,
"646",2011-07-29,22440.25,22554,22634,22303,
"647",2011-08-01,22663.37,22848,22848,22663.37,
"648",2011-08-02,22421.46,22572,22625,22334,
"649",2011-08-03,21992.72,21952,22007,21859,
"650",2011-08-04,21884.74,22055,22061,21698,
"651",2011-08-05,20946.14,20907,20992,20625,
"652",2011-08-08,20490.57,20371,20577,20035,
"653",2011-08-09,19330.7,19198,20180,18856,
"654",2011-08-10,19783.67,19982,20080,19554,
"655",2011-08-11,19595.14,19314,19746,19278,
"656",2011-08-12,19620.01,19955.82,19955.82,19575,"2.16e+09"
"657",2011-08-15,20260.1,20056.78,20264.33,19924.56,"1.83e+09"
"658",2011-08-16,20212.08,20344.75,20431.86,20140.31,"1.78e+09"
"659",2011-08-17,20289.03,20318.37,20504.38,20214.72,"1.56e+09"
"660",2011-08-18,20016.27,20261.21,20342.24,19969.21,"1.57e+09"
"661",2011-08-19,19399.92,19478.82,19595.92,19314.42,"2.11e+09"
"662",2011-08-22,19486.87,19465.3,19666.84,19047.64,"2.55e+09"
"663",2011-08-23,19875.53,19476.47,19893.37,19383.38,"1.96e+09"
"664",2011-08-24,19466.79,19863.11,19876.67,19452.65,"1.68e+09"
"665",2011-08-25,19752.48,19744.52,19803.28,19638.87,"1.82e+09"
"666",2011-08-26,19582.88,19733.71,19919.92,19549.53,"2.06e+09"
"667",2011-08-29,19865.11,19883.06,19919.34,19749.4,"1.9e+09"
"668",2011-08-30,20204.17,20203.55,20341.12,20071.52,"6.81e+09"
"669",2011-08-31,20534.85,20256.34,20556.93,20168.93,"3.56e+09"
"670",2011-09-01,20585.33,20790.22,20975.3,20572.97,"2.67e+09"
"671",2011-09-02,20212.91,20557.92,20580.81,20178.67,"1.75e+09"
"672",2011-09-05,19616.4,19830.5,19830.5,19567.77,"1.89e+09"
"673",2011-09-06,19710.5,19378.78,19727.89,19290.4,"1.81e+09"
"674",2011-09-07,20048,19836.25,20069.75,19785.29,"1.71e+09"
"675",2011-09-08,19912.82,20159.29,20159.29,19799.49,"1.89e+09"
"676",2011-09-09,19866.63,19997.89,20088.8,19808.95,"1.3e+09"
"677",2011-09-12,19030.54,19264.68,19303.74,18989.44,"1.9e+09"
"678",2011-09-14,19045.44,19216.29,19248.64,18627.65,"2.45e+09"
"679",2011-09-15,19181.5,19186.76,19269.41,18935.08,"1.92e+09"
"680",2011-09-16,19455.31,19545.5,19652.53,19454.74,"2.49e+09"
"681",2011-09-19,18917.95,19247.59,19247.59,18876.06,"1.58e+09"
"682",2011-09-20,19014.8,19008.61,19055.16,18732.75,"1.8e+09"
"683",2011-09-21,18824.17,18891.5,19023.57,18698.9,"1.87e+09"
"684",2011-09-22,17911.95,18296.8,18296.8,17859.31,"2.67e+09"
"685",2011-09-23,17668.83,17585.79,17813.57,17373.41,"3.97e+09"
"686",2011-09-26,17407.8,17634.42,17734.84,16999.54,"3e+09"
"687",2011-09-27,18130.55,17818.97,18136.02,17769.06,"2.66e+09"
"688",2011-09-28,18011.06,17962.49,18101.27,17843.95,"2.51e+09"
"689",2011-09-30,17592.41,17946.24,17946.24,17502.08,"3.58e+09"
"690",2011-10-03,16822.15,17179.2,17179.2,16717.14,"3.23e+09"
"691",2011-10-04,16250.27,16731.58,16840.91,16170.35,"2.86e+09"
"692",2011-10-06,17172.28,16975,17179.93,16849.45,"3.07e+09"
"693",2011-10-07,17707.01,17540.72,17800.72,17505.38,"2.46e+09"
"694",2011-10-10,17711.06,17853.26,17859.35,17437.84,"1.78e+09"
"695",2011-10-11,18141.59,18441.87,18456.16,18041.7,"3.12e+09"
"696",2011-10-12,18329.46,17990.56,18411.77,17804.56,"2.17e+09"
"697",2011-10-13,18757.81,18601.65,18758.74,18453.05,"2.34e+09"
"698",2011-10-14,18501.79,18639.43,18665.95,18367.85,"1.49e+09"
"699",2011-10-17,18873.99,18808.66,18908.17,18675.81,"1.63e+09"
"700",2011-10-18,18076.46,18411.4,18411.4,17963.26,"2.2e+09"
"701",2011-10-19,18309.22,18400.33,18426.29,18203.99,"1.37e+09"
"702",2011-10-20,17983.1,18198.12,18198.12,17782,"1.27e+09"
"703",2011-10-21,18025.72,18034.2,18082.43,17926.29,"1.07e+09"
"704",2011-10-24,18771.82,18444.16,18826.85,18435.41,"1.95e+09"
"705",2011-10-25,18968.2,18867.51,18981.57,18801.42,"1.9e+09"
"706",2011-10-26,19066.54,18727.96,19106.74,18705.08,"1.68e+09"
"707",2011-10-27,19688.7,19067.59,19693.19,19046.47,"3.15e+09"
"708",2011-10-28,20019.24,20152.22,20272.38,19972.24,"3.75e+09"
"709",2011-10-31,19864.87,20027.72,20155.62,19699.33,"1.75e+09"
"710",2011-11-01,19369.96,19461.08,19698.99,19322.6,"1.76e+09"
"711",2011-11-02,19733.71,19091.85,19745.48,19024.07,"1.96e+09"
"712",2011-11-03,19242.5,19418.82,19541.12,19142.34,"2.14e+09"
"713",2011-11-04,19842.79,19922.77,19981.52,19773.31,"2.26e+09"
"714",2011-11-07,19677.89,19894.22,19977.09,19649.57,"1.62e+09"
"715",2011-11-08,19678.47,19848.5,19914.92,19659.94,"1.46e+09"
"716",2011-11-09,20014.43,20067.38,20173.14,19967.17,"1.94e+09"
"717",2011-11-10,18963.89,19091.4,19199.08,18945.58,"2.49e+09"
"718",2011-11-11,19137.17,19143.58,19206.34,19028.31,"1.28e+09"
"719",2011-11-14,19508.18,19600.37,19640.68,19496.16,"1.68e+09"
"720",2011-11-15,19348.44,19305.28,19420.06,19240.35,"5.17e+09"
"721",2011-11-16,18960.9,19483.1,19483.1,18768.67,"1.62e+09"
"722",2011-11-17,18817.47,18686.17,18958.97,18657.74,"2.57e+09"
"723",2011-11-18,18491.23,18561.04,18561.04,18398.96,"1.66e+09"
"724",2011-11-21,18225.85,18213.72,18293.94,18054.23,"1.37e+09"
"725",2011-11-22,18251.59,18225.48,18355.12,18017.5,"1.96e+09"
"726",2011-11-23,17864.43,17954.58,17964.4,17838.74,"1.58e+09"
"727",2011-11-24,17935.1,17657.69,17997.07,17657.69,"1.4e+09"
"728",2011-11-25,17689.48,17658.78,17827.81,17613.2,"944760000"
"729",2011-11-28,18037.81,18019.21,18095.2,17954.19,"1.14e+09"
"730",2011-11-29,18256.2,18225.1,18372.45,18053.92,"1.73e+09"
"731",2011-11-30,17989.35,18192.29,18192.29,17860.8,"3.42e+09"
"732",2011-12-01,19002.26,19033.96,19050.56,18868.32,"3.56e+09"
"733",2011-12-02,19040.39,18977.2,19151.65,18878.31,"2.31e+09"
"734",2011-12-05,19179.69,19117.89,19188.86,18972.9,"1.6e+09"
"735",2011-12-06,18942.23,19011.81,19038.48,18818.68,"1.25e+09"
"736",2011-12-07,19240.58,19114.02,19242.8,19009.43,"1.85e+09"
"737",2011-12-08,19107.81,19112.33,19137.56,18956.41,"1.3e+09"
"738",2011-12-09,18586.23,18721.16,18840.93,18511.42,"1.66e+09"
"739",2011-12-12,18575.66,18853.32,18919.42,18508.12,"1.17e+09"
"740",2011-12-13,18447.17,18327.45,18465.39,18297.66,"1.05e+09"
"741",2011-12-14,18354.43,18301.05,18476.15,18280.67,"1.2e+09"
"742",2011-12-15,18026.84,18122.73,18133.94,17895.15,"1.71e+09"
"743",2011-12-16,18285.39,18025.6,18390.41,18025.6,"2.21e+09"
"744",2011-12-19,18070.21,18053.64,18092.35,17821.52,"1.39e+09"
"745",2011-12-20,18080.2,18044.75,18270.7,18010.26,"1.2e+09"
"746",2011-12-21,18416.45,18462.64,18473.19,18288.65,"1.42e+09"
"747",2011-12-22,18378.23,18356.87,18388.01,18238.38,"903860000"
"748",2011-12-23,18629.17,18589.68,18636.75,18539.59,"965400000"
"749",2011-12-28,18518.67,18621.5,18621.5,18461.97,"862670000"
"750",2011-12-29,18397.92,18329.61,18409.12,18293.81,"1.21e+09"
"751",2011-12-30,18434.39,18489.04,18506.27,18415.85,"837150000"
"752",2012-01-03,18877.41,18770.64,18886.12,18724.17,"1.25e+09"
"753",2012-01-04,18727.31,18970.6,18970.6,18687.94,"1.17e+09"
"754",2012-01-05,18813.41,18753.38,18821.09,18723.28,"1.04e+09"
"755",2012-01-06,18593.06,18784.86,18784.86,18506.58,"1.43e+09"
"756",2012-01-09,18865.72,18588.36,18884.26,18302.84,"1.38e+09"
"757",2012-01-10,19004.28,18948.12,19086.53,18858.57,"1.99e+09"
"758",2012-01-11,19151.94,19071.9,19175.85,18983.14,"2.04e+09"
"759",2012-01-12,19095.38,19112.76,19261.29,19050.95,"1.79e+09"
"760",2012-01-13,19204.42,19232.21,19232.21,19073.18,"2.02e+09"
"761",2012-01-16,19012.2,19070.74,19070.74,18985.75,"1.35e+09"
"762",2012-01-17,19627.75,19198.09,19640.28,19173.29,"2.59e+09"
"763",2012-01-18,19686.92,19651.59,19726.84,19577.07,"1.95e+09"
"764",2012-01-19,19942.95,19842.46,19956.54,19776.32,"2.5e+09"
"765",2012-01-20,20110.37,20161.72,20161.72,19927.88,"1.97e+09"
"766",2012-01-26,20439.14,20453.47,20453.47,20301.59,"2.04e+09"
"767",2012-01-27,20501.67,20443.46,20590.8,20384.05,"1.81e+09"
"768",2012-01-30,20160.41,20518,20518,20144.95,"2.14e+09"
"769",2012-01-31,20390.49,20326.49,20465.89,20219.27,"2.39e+09"
"770",2012-02-01,20333.37,20394.67,20534.22,20269.51,"1.5e+09"
"771",2012-02-02,20739.45,20638.96,20761.7,20564.97,"2.1e+09"
"772",2012-02-03,20756.98,20680.71,20796.74,20639.49,"1.66e+09"
"773",2012-02-06,20709.94,21015.55,21015.55,20633.13,"1.9e+09"
"774",2012-02-07,20699.19,20808.05,20881.85,20649.27,"1.52e+09"
"775",2012-02-08,21018.46,20827.89,21023.33,20755.73,"1.74e+09"
"776",2012-02-09,21010.01,20922.29,21053.06,20787.84,"2.21e+09"
"777",2012-02-10,20783.86,20986.25,21002.33,20703.79,"2e+09"
"778",2012-02-13,20887.4,20718.8,20969.8,20673.96,"1.52e+09"
"779",2012-02-14,20917.83,20845.24,20947.95,20813.53,"1.17e+09"
"780",2012-02-15,21365.23,20993.58,21403.28,20933.39,"2.04e+09"
"781",2012-02-16,21277.28,21266.51,21317.72,21157.55,"1.55e+09"
"782",2012-02-17,21491.62,21503.59,21546.73,21381.69,"1.59e+09"
"783",2012-02-20,21424.79,21760.34,21760.34,21393.48,"1.86e+09"
"784",2012-02-21,21478.72,21434.31,21480.34,21221.39,"1.55e+09"
"785",2012-02-22,21549.28,21339.02,21569.74,21302.19,"1.38e+09"
"786",2012-02-23,21380.99,21356.53,21428.5,21325.56,"1.13e+09"
"787",2012-02-24,21406.86,21438.97,21468.93,21292.4,"1.39e+09"
"788",2012-02-27,21217.86,21381.66,21589.02,21076.52,"1.61e+09"
"789",2012-02-28,21568.73,21303.39,21583.07,21273.99,"1.61e+09"
"790",2012-02-29,21680.08,21643.85,21716.76,21525.91,"1.56e+09"
"791",2012-03-01,21387.96,21578.19,21641.14,21338.29,"1.38e+09"
"792",2012-03-02,21562.26,21618.15,21623.24,21531.93,"1.59e+09"
"793",2012-03-05,21265.31,21518.03,21578.76,21230.61,"1.26e+09"
"794",2012-03-06,20806.25,21173.74,21173.74,20789.36,"3.94e+09"
"795",2012-03-07,20627.78,20521.96,20732.87,20521.96,"2.21e+09"
"796",2012-03-08,20900.73,20722.95,20909.71,20681.09,"1.59e+09"
"797",2012-03-09,21086,20930.93,21209.79,20917.68,"1.4e+09"
"798",2012-03-12,21134.18,21073.59,21170.55,20924.36,"1.13e+09"
"799",2012-03-13,21339.7,21279.41,21427.12,21261.32,"1.36e+09"
"800",2012-03-14,21307.89,21564.21,21638.32,21263.02,"1.92e+09"
"801",2012-03-15,21353.53,21323.06,21368.48,21162.17,"1.32e+09"
"802",2012-03-16,21317.85,21350.25,21438.62,21253.39,"1.54e+09"
"803",2012-03-19,21115.29,21454.01,21454.01,21075.38,"1.35e+09"
"804",2012-03-20,20888.24,21183.04,21183.04,20786.69,"1.71e+09"
"805",2012-03-21,20856.63,20948.13,20993.48,20756.03,"1.51e+09"
"806",2012-03-22,20901.56,20886.12,20978.49,20801.79,"1.17e+09"
"807",2012-03-23,20668.8,20740.56,20742.7,20596.89,"1.57e+09"
"808",2012-03-26,20668.86,20672.37,20776.36,20580.72,"1.43e+09"
"809",2012-03-27,21046.91,20921.8,21063.38,20896.19,"1.53e+09"
"810",2012-03-28,20885.42,20959.98,20989.58,20798.09,"1.5e+09"
"811",2012-03-29,20609.39,20720.34,20720.34,20527.26,"1.67e+09"
"812",2012-03-30,20555.58,20380.06,20566.09,20374.03,"1.91e+09"
"813",2012-04-02,20522.26,20662.97,20662.97,20417.69,"1.07e+09"
"814",2012-04-03,20790.98,20704.15,20816.09,20588.2,"1.37e+09"
"815",2012-04-05,20593,20479.27,20670.2,20404.15,"1.41e+09"
"816",2012-04-10,20356.24,20387.43,20472.96,20297.39,"1.24e+09"
"817",2012-04-11,20140.67,20092.96,20188.56,20035.68,"1.29e+09"
"818",2012-04-12,20327.32,20179.72,20360.48,20138.02,"1.54e+09"
"819",2012-04-13,20701.04,20640.5,20719.04,20574.35,"2.07e+09"
"820",2012-04-16,20610.64,20516.09,20625.45,20514.09,"5.04e+09"
"821",2012-04-17,20562.31,20678.04,20678.04,20392.57,"1.49e+09"
"822",2012-04-18,20780.73,20800.21,20862.32,20715.94,"1.48e+09"
"823",2012-04-19,20995.01,20767.46,20995.01,20767.46,"1.12e+09"
"824",2012-04-20,21010.64,20933.27,21076.43,20881.62,"1.08e+09"
"825",2012-04-23,20624.39,20970.96,20970.96,20624.39,"1.19e+09"
"826",2012-04-24,20677.16,20606.17,20771.79,20534.13,"1.28e+09"
"827",2012-04-25,20646.29,20751.54,20751.82,20584.98,"1.06e+09"
"828",2012-04-26,20809.71,20753.18,20826.91,20674.94,"1.11e+09"
"829",2012-04-27,20741.45,20916.08,20929.96,20648.77,"1.55e+09"
"830",2012-04-30,21094.21,20889.77,21105.57,20889.77,"1.35e+09"
"831",2012-05-02,21309.08,21245.48,21385.3,21237.17,"1.55e+09"
"832",2012-05-03,21249.53,21209.44,21256.81,21153.63,"7.11e+09"
"833",2012-05-04,21086,21107.19,21170.64,21061.14,"1.37e+09"
"834",2012-05-07,20536.65,20658.41,20674.45,20477.86,"2.2e+09"
"835",2012-05-08,20484.75,20647.38,20647.38,20399.38,"1.48e+09"
"836",2012-05-09,20330.64,20361.55,20371.66,20257.61,"1.8e+09"
"837",2012-05-10,20227.28,20313.97,20375.04,20091.68,"1.72e+09"
"838",2012-05-11,19964.63,20083.27,20083.27,19901.41,"1.62e+09"
"839",2012-05-14,19735.04,20037.52,20044.69,19715.51,"1.73e+09"
"840",2012-05-15,19894.31,19702.54,19923.19,19639.85,"1.87e+09"
"841",2012-05-16,19259.83,19655.34,19655.34,19181.19,"2.07e+09"
"842",2012-05-17,19200.93,19369.43,19452.3,19139.73,"1.79e+09"
"843",2012-05-18,18951.85,18787,18985.43,18622.31,"2.37e+09"
"844",2012-05-21,18922.32,18902,18953.68,18796.69,"1.24e+09"
"845",2012-05-22,19039.15,19061.42,19182.66,19002.64,"1.47e+09"
"846",2012-05-23,18786.19,18842.32,18845.84,18661.48,"1.48e+09"
"847",2012-05-24,18666.4,18755.09,18835.81,18654.76,"1.4e+09"
"848",2012-05-25,18713.41,18734.38,18778.44,18577.09,"1.58e+09"
"849",2012-05-28,18800.99,18672.32,18858.32,18672.32,"1.27e+09"
"850",2012-05-29,19055.46,18735.5,19058.47,18735.5,"1.51e+09"
"851",2012-05-30,18690.22,18897.12,18897.12,18604.45,"1.93e+09"
"852",2012-05-31,18629.52,18470.77,18657.9,18378.14,"4.2e+09"
"853",2012-06-01,18558.34,18498.91,18726.44,18487.66,"1.86e+09"
"854",2012-06-04,18185.59,18249.61,18249.61,18056.4,"1.61e+09"
"855",2012-06-05,18259.03,18373.22,18412.02,18223.13,"1.37e+09"
"856",2012-06-06,18520.53,18349.68,18521.57,18320.61,"1.64e+09"
"857",2012-06-07,18678.29,18825.5,18845.57,18624.43,"1.55e+09"
"858",2012-06-08,18502.34,18797.94,18797.94,18461.18,"2.55e+09"
"859",2012-06-11,18953.63,18978.88,18978.88,18847.67,"1.53e+09"
"860",2012-06-12,18872.56,18719.89,18925.79,18708.26,"1.34e+09"
"861",2012-06-13,19026.52,18948.45,19029.55,18812.94,"1.42e+09"
"862",2012-06-14,18808.4,18901.71,18937.54,18795.65,"1.31e+09"
"863",2012-06-15,19233.94,18924.09,19254.56,18919.17,"2.72e+09"
"864",2012-06-18,19427.81,19578.13,19578.13,19395.93,"1.58e+09"
"865",2012-06-19,19416.67,19451.2,19472.05,19320.18,"1.21e+09"
"866",2012-06-20,19518.85,19551.89,19578.82,19469.13,"1.18e+09"
"867",2012-06-21,19265.07,19480.71,19495.54,19258.11,"1.3e+09"
"868",2012-06-22,18995.13,18992.9,19089.45,18976.05,"1.08e+09"
"869",2012-06-25,18897.45,19019.03,19066.75,18861.56,"1.13e+09"
"870",2012-06-26,18981.84,18850.47,18998.47,18850.47,"1.32e+09"
"871",2012-06-27,19176.95,18990.17,19213.92,18942,"1.43e+09"
"872",2012-06-28,19025.27,19305.74,19305.74,19009.26,"1.47e+09"
"873",2012-06-29,19441.46,18996.57,19510.77,18991.1,"2.04e+09"
"874",2012-07-03,19735.53,19765.41,19765.41,19622.37,"1.53e+09"
"875",2012-07-04,19709.75,19833.84,19835.13,19677.45,"1.4e+09"
"876",2012-07-05,19809.13,19757.42,19869.11,19588.63,"1.27e+09"
"877",2012-07-06,19800.64,19752.83,19839.12,19690.64,"1.76e+09"
"878",2012-07-09,19428.09,19634.84,19737.92,19421.75,"1.44e+09"
"879",2012-07-10,19396.36,19504.42,19515.89,19347.23,"1.18e+09"
"880",2012-07-11,19419.87,19264.58,19441.12,19233.76,"1.64e+09"
"881",2012-07-12,19025.11,19356.79,19356.79,18998.3,"2.02e+09"
"882",2012-07-13,19092.63,19069.36,19160.49,19032.59,"1.27e+09"
"883",2012-07-16,19121.34,19265.34,19265.34,19061.67,"1.1e+09"
"884",2012-07-17,19455.33,19156.96,19479.28,19156.96,"1.4e+09"
"885",2012-07-18,19239.88,19452.24,19452.24,19134.57,"1.17e+09"
"886",2012-07-19,19559.05,19393.45,19600.32,19393.45,"1.69e+09"
"887",2012-07-20,19640.8,19613.78,19656.11,19511.9,"1.3e+09"
"888",2012-07-23,19053.47,19259.36,19259.36,18986.2,"1.26e+09"
"889",2012-07-24,18903.2,19078.14,19124.96,18854.32,"929870000"
"890",2012-07-25,18877.33,18762.2,18925.66,18710.59,"1.33e+09"
"891",2012-07-26,18892.79,18870.33,18961.58,18793.15,"1.11e+09"
"892",2012-07-27,19274.96,19165.03,19330.69,19162.53,"1.57e+09"
"893",2012-07-30,19585.4,19505.03,19593.62,19478.7,"1.45e+09"
"894",2012-07-31,19796.81,19661.41,19840.16,19618.57,"1.86e+09"
"895",2012-08-01,19820.38,19646.96,19898.92,19646.96,"1.8e+09"
"896",2012-08-02,19690.2,19784.15,19786.71,19651.76,"1.23e+09"
"897",2012-08-03,19666.18,19553.79,19673.7,19454.33,"1.15e+09"
"898",2012-08-06,19998.72,20052.5,20091.3,19978.65,"1.44e+09"
"899",2012-08-07,20072.55,20033.87,20117.12,19983.76,"1.41e+09"
"900",2012-08-08,20065.52,20188.88,20188.88,19966.12,"1.24e+09"
"901",2012-08-09,20269.47,20149.2,20300.03,20149.2,"1.3e+09"
"902",2012-08-10,20136.12,20204.71,20222.13,20045.3,"1.44e+09"
"903",2012-08-13,20081.36,20188.48,20188.48,20037.81,"990600000"
"904",2012-08-14,20291.68,20251.42,20299.72,20094.02,"1.53e+09"
"905",2012-08-15,20052.29,20125.29,20135,20016.03,"1.27e+09"
"906",2012-08-16,19962.95,20151.69,20151.69,19919.56,"1.06e+09"
"907",2012-08-17,20116.07,20057.31,20147.39,20047.64,"1.21e+09"
"908",2012-08-20,20104.27,20080.32,20109.56,19911.49,"1.02e+09"
"909",2012-08-21,20100.09,20111.97,20141.16,19979.58,"1.05e+09"
"910",2012-08-22,19887.78,19996.73,19996.73,19853.42,"1.03e+09"
"911",2012-08-23,20132.24,19935.13,20133.41,19935.13,"1.23e+09"
"912",2012-08-24,19880.03,19930.45,19930.45,19840.19,"1.12e+09"
"913",2012-08-27,19798.67,19939.54,19939.54,19769.43,"1.21e+09"
"914",2012-08-28,19811.8,19723.3,19856.32,19723.3,"1.08e+09"
"915",2012-08-29,19788.51,19857.61,19863.47,19770.54,"1.08e+09"
"916",2012-08-30,19552.91,19657.2,19657.2,19509.31,"1.45e+09"
"917",2012-08-31,19482.57,19516.95,19554.26,19450.77,"1.35e+09"
"918",2012-09-03,19559.21,19414.62,19608.55,19386.04,"1.17e+09"
"919",2012-09-04,19429.91,19540.93,19572.31,19414.51,"1.15e+09"
"920",2012-09-05,19145.07,19330.16,19330.16,19116.84,"1.77e+09"
"921",2012-09-06,19209.3,19101.93,19216.08,19076.79,"1.36e+09"
"922",2012-09-07,19802.16,19537.93,19829.02,19484.24,"3.3e+09"
"923",2012-09-10,19827.17,19876.41,19930.37,19764.69,"3.2e+09"
"924",2012-09-11,19857.88,19757.37,19907.3,19658.71,"1.62e+09"
"925",2012-09-12,20075.39,19996.14,20118.19,19996.14,"1.37e+09"
"926",2012-09-13,20047.63,20061.97,20146.77,20009.5,"1.24e+09"
"927",2012-09-14,20629.78,20479.38,20648.1,20475.74,"2.55e+09"
"928",2012-09-17,20658.11,20758.49,20758.49,20591.44,"1.55e+09"
"929",2012-09-18,20601.93,20622.12,20712.69,20568.12,"1.45e+09"
"930",2012-09-19,20841.91,20609.52,20895.61,20609.52,"1.94e+09"
"931",2012-09-20,20590.92,20816.77,20816.77,20578.56,"1.5e+09"
"932",2012-09-21,20734.94,20697.27,20808.04,20677.14,"1.84e+09"
"933",2012-09-24,20694.7,20611.1,20780.14,20503.24,"977710000"
"934",2012-09-25,20698.68,20694.33,20758.36,20648.59,"1.07e+09"
"935",2012-09-26,20527.73,20485.99,20576.84,20485.08,"1.11e+09"
"936",2012-09-27,20762.29,20487.36,20850.49,20487.36,"1.74e+09"
"937",2012-09-28,20840.38,20757.97,20889.9,20725.52,"1.4e+09"
"938",2012-10-03,20888.28,20951.38,21005.68,20799.82,"1.38e+09"
"939",2012-10-04,20907.95,20914.32,20947.3,20835.06,"1.03e+09"
"940",2012-10-05,21012.38,21007.6,21021.24,20924.73,"1.29e+09"
"941",2012-10-08,20824.56,20979.53,20981.63,20807.93,"1.35e+09"
"942",2012-10-09,20937.28,20926.83,21093.1,20926.83,"1.54e+09"
"943",2012-10-10,20919.6,20785.06,20941.89,20767.36,"1.24e+09"
"944",2012-10-11,20999.05,20813.05,21013.45,20813.05,"2.55e+09"
"945",2012-10-12,21136.43,21051.09,21236.57,21051.09,"2.32e+09"
"946",2012-10-15,21148.25,21137.61,21184.43,21076.95,"1.35e+09"
"947",2012-10-16,21207.07,21257.09,21257.09,21120.17,"1.5e+09"
"948",2012-10-17,21416.64,21421.87,21442.73,21352.88,"1.71e+09"
"949",2012-10-18,21518.71,21490.86,21606.32,21476.3,"2.15e+09"
"950",2012-10-19,21551.76,21565.75,21591.62,21522.91,"1.64e+09"
