"","Hang Seng (HSI)_history.csv Date","Hang Seng (HSI)_history.csv Price","Hang Seng (HSI)_history.csv Open","Hang Seng (HSI)_history.csv High","Hang Seng (HSI)_history.csv Low","Hang Seng (HSI)_history.csv Volume"
"88",2009-05-11,17087.95,17381,17685.64,17032.44,
"89",2009-05-12,17153.64,16996.21,17239.65,16908.06,
"90",2009-05-13,17059.62,17097.82,17372.15,17014.86,
"91",2009-05-14,16541.69,16630.33,16630.33,16422.28,
"92",2009-05-15,16790.7,16818.81,16953.41,16736.18,
"93",2009-05-18,17022.91,16468.71,17062.49,16334.36,
"94",2009-05-19,17544.03,17454.23,17588.93,17376.43,
"95",2009-05-20,17475.84,17486.39,17611,17362.37,
"96",2009-05-21,17199.49,17291.44,17415.26,17172.64,
"97",2009-05-22,17062.52,17169.57,17299.26,16740.27,
"98",2009-05-25,17121.82,16999.05,17264.42,16789,
"99",2009-05-26,16991.56,17050.34,17283.89,16977.71,
"100",2009-05-27,17885.27,17395.61,17984.02,17347.89,
"101",2009-05-29,18171,18027.93,18227.79,17833.74,
"102",2009-06-01,18888.59,18499.92,18895.8,18415.41,
"103",2009-06-02,18389.08,18916.61,18916.61,18300.62,
"104",2009-06-03,18576.47,18616.94,18967.39,18508.3,
"105",2009-06-04,18502.77,18417.9,18522.39,18108.8,
"106",2009-06-05,18679.53,18674.48,18722.49,18406.86,
"107",2009-06-08,18253.39,18521.79,18636.15,18236.05,
"108",2009-06-09,18058.49,18450.64,18475.51,17710.45,
"109",2009-06-10,18785.66,18339.91,18789.85,18258.16,
"110",2009-06-11,18791.03,18578.89,18883.24,18564.87,
"111",2009-06-12,18889.68,19034.79,19161.97,18707.19,
"112",2009-06-15,18498.96,18712.06,18872.74,18433.3,
"113",2009-06-16,18165.5,18235.97,18314.96,17859.74,
"114",2009-06-17,18084.6,17984.83,18255.13,17833.77,
"115",2009-06-18,17776.66,17955.68,18069.76,17655.82,
"116",2009-06-19,17920.93,17936.33,18015.11,17759.86,
"117",2009-06-22,18059.55,17906.39,18398.92,17906.39,
"118",2009-06-23,17538.37,17577.73,17682.87,17375.96,
"119",2009-06-24,17892.15,17583.35,17912.07,17484.06,
"120",2009-06-25,18275.03,18140.16,18340.91,18069.37,
"121",2009-06-26,18600.26,18408.37,18688.11,18360.71,
"122",2009-06-29,18528.51,18561.11,18687.36,18451.76,
"123",2009-06-30,18378.73,18883.24,18883.24,18364.81,
"124",2009-07-02,18178.05,18780.96,18780.96,18053.1,
"125",2009-07-03,18203.4,17961.18,18234.24,17894.81,
"126",2009-07-06,17979.41,18020.1,18258.26,17897.68,
"127",2009-07-07,17862.27,17943.49,18159.99,17821.71,
"128",2009-07-08,17721.07,17652.98,17819.31,17493.62,
"129",2009-07-09,17790.59,17793.61,17836.95,17509.28,
"130",2009-07-10,17708.42,17800.05,17851.22,17645.55,
"131",2009-07-13,17254.63,17612.45,17612.45,17185.96,
"132",2009-07-14,17885.73,17631.67,17896.36,17581.43,
"133",2009-07-15,18258.66,18042.59,18289,18030.1,
"134",2009-07-16,18361.87,18688.87,18700.6,18303.58,
"135",2009-07-17,18805.66,18551.91,18855.86,18457.42,
"136",2009-07-20,19502.37,19005.19,19506.42,18960.54,
"137",2009-07-21,19501.73,19601.86,19601.86,19295.23,
"138",2009-07-22,19248.17,19560.42,19641.75,19224.05,
"139",2009-07-23,19817.7,19431.92,19824.18,19415.37,
"140",2009-07-24,19982.79,20063.93,20063.93,19715.15,
"141",2009-07-27,20251.62,20170.73,20385.69,20096.17,
"142",2009-07-28,20624.54,20261.94,20664.48,20109.55,
"143",2009-07-29,20135.5,20404.51,20542.61,19787.48,
"144",2009-07-30,20234.08,20150.26,20359.79,19955.32,
"145",2009-07-31,20573.33,20546.07,20712.66,20474.05,
"146",2009-08-03,20807.26,20582.68,20816.61,20449.19,
"147",2009-08-04,20796.43,21196.75,21196.75,20748.61,
"148",2009-08-05,20494.77,20779.77,20995.81,20436.65,
"149",2009-08-06,20899.24,20484.34,20904.93,20339.87,
"150",2009-08-07,20375.37,20708.12,20759.56,20316.78,
"151",2009-08-10,20929.52,20758.52,21010.47,20730.41,
"152",2009-08-11,21074.21,20774.97,21088.07,20733.34,
"153",2009-08-12,20435.24,20725.9,20725.9,20417.76,
"154",2009-08-13,20861.3,20767.86,20943.86,20746.92,
"155",2009-08-14,20893.33,21023.96,21037.17,20639.56,
"156",2009-08-17,20137.65,20467.3,20471.77,20058.1,
"157",2009-08-18,20306.27,20125.55,20409.19,19916.28,
"158",2009-08-19,19954.23,20195.09,20352.94,19824.86,
"159",2009-08-20,20328.86,20282.72,20465.22,20196.33,
"160",2009-08-21,20199.02,20288.56,20439.42,20002.78,
"161",2009-08-24,20535.94,20649.96,20649.96,20433.61,
"162",2009-08-25,20435.24,20246.79,20476.25,20143.51,
"163",2009-08-26,20456.32,20542.76,20576.6,20401.74,
"164",2009-08-27,20242.75,20289.34,20364.4,20147.34,
"165",2009-08-28,20098.62,20409.13,20409.13,20004.7,
"166",2009-08-31,19724.19,19827.13,19827.13,19592.07,
"167",2009-09-01,19872.3,19961.74,19961.74,19734.27,
"168",2009-09-02,19522,19560.27,19611.07,19425.86,
"169",2009-09-03,19761.68,19526.89,19823.03,19526.89,
"170",2009-09-04,20318.62,19830.02,20413.61,19744.45,
"171",2009-09-07,20629.31,20502.85,20667.58,20446.16,
"172",2009-09-08,21069.81,20617.4,21133.71,20617.4,
"173",2009-09-09,20851.04,21085.09,21085.09,20825.16,
"174",2009-09-10,21069.56,21131.08,21322.55,21020.92,
"175",2009-09-11,21161.42,21122.31,21306.11,20980.15,
"176",2009-09-14,20932.2,20841.51,21045,20821.59,
"177",2009-09-15,20866.37,21049.22,21049.22,20819.93,
"178",2009-09-16,21402.92,21086.75,21403.13,20950.38,
"179",2009-09-17,21768.51,21674.71,21929.79,21636.52,
"180",2009-09-18,21623.45,21640.97,21765.98,21515.93,
"181",2009-09-21,21472.85,21574.94,21730.71,21457.35,
"182",2009-09-22,21701.14,21594.34,21704.14,21491.69,
"183",2009-09-23,21595.52,21655.62,21742.39,21524.33,
"184",2009-09-24,21050.73,21386.47,21399.23,20963.37,
"185",2009-09-25,21024.4,20810.81,21065.73,20766.46,
"186",2009-09-28,20588.41,20798.52,20829.51,20534.82,
"187",2009-09-29,21013.17,20889.81,21087.25,20889.81,
"188",2009-09-30,20955.25,21036.18,21090.49,20792.98,
"189",2009-10-01,20955.25,20955.25,20955.25,20955.25,
"190",2009-10-02,20375.49,20380.23,20470.92,20323.59,
"191",2009-10-05,20429.07,20342.58,20489.95,20305.06,
"192",2009-10-06,20811.53,20509.64,20824.13,20509.64,
"193",2009-10-07,21241.59,21074.98,21343.75,21072.59,
"194",2009-10-08,21492.9,21418.27,21524.05,21284.42,
"195",2009-10-09,21499.44,21572.7,21572.7,21421.77,
"196",2009-10-12,21299.35,21623.33,21623.33,21262.71,
"197",2009-10-13,21467.36,21371.82,21679.15,21371.82,
"198",2009-10-14,21886.48,21564.33,21893.42,21562.66,
"199",2009-10-15,21999.08,22209.19,22250.35,21971.48,
"200",2009-10-16,21929.9,22138.06,22143.01,21899.17,
"201",2009-10-19,22200.46,21761.83,22250.23,21761.83,
"202",2009-10-20,22384.96,22260.41,22451.62,22260.41,
"203",2009-10-21,22318.11,22299.65,22407.14,22200.64,
"204",2009-10-22,22210.52,22237.37,22266.74,22002.79,
"205",2009-10-23,22589.73,22438.9,22620.01,22407.4,
"206",2009-10-26,22589.73,22589.73,22589.73,22589.73,
"207",2009-10-27,22169.59,22016.79,22277.06,22016.79,
"208",2009-10-28,21761.58,22004.55,22149.04,21740.33,
"209",2009-10-29,21264.99,21290.09,21346.55,21134.33,
"210",2009-10-30,21752.87,21720.41,21953.59,21720.41,
"211",2009-11-02,21620.19,21194.12,21632.9,21130.9,
"212",2009-11-03,21240.06,21598.63,21684.73,21223.42,
"213",2009-11-04,21614.77,21396.5,21699.84,21360.66,
"214",2009-11-05,21479.08,21405.06,21549.1,21372.99,
"215",2009-11-06,21829.72,21866.72,21931.36,21780.57,
"216",2009-11-09,22207.55,22004.51,22214.85,21941.62,
"217",2009-11-10,22268.16,22556.56,22556.56,22200.24,
"218",2009-11-11,22627.21,22534.14,22643.66,22396.04,
"219",2009-11-12,22397.57,22660.47,22707.36,22359.09,
"220",2009-11-13,22553.63,22381.34,22585.53,22343.99,
"221",2009-11-16,22943.98,22789.99,22998.85,22770.69,
"222",2009-11-17,22914.15,23000.37,23000.37,22798.02,
"223",2009-11-18,22840.33,22974.36,23099.57,22645.74,
"224",2009-11-19,22643.16,22894.84,22894.84,22587.18,
"225",2009-11-20,22455.84,22486.56,22584.55,22376.36,
"226",2009-11-23,22771.39,22541.69,22794.13,22490.34,
"227",2009-11-24,22423.14,22697.62,22813.93,22395.38,
"228",2009-11-25,22611.8,22505.93,22638.89,22336.07,
"229",2009-11-26,22210.41,22580.25,22580.25,22108.26,
"230",2009-11-27,21134.5,21623.92,21685.13,21002.49,
"231",2009-11-30,21821.5,21687.69,21924.08,21687.69,
"232",2009-12-01,22113.15,21813.42,22130.75,21789.41,
"233",2009-12-02,22289.57,22402.51,22439.36,22266.69,
"234",2009-12-03,22553.87,22503.68,22593.72,22333.67,
"235",2009-12-04,22498.15,22400.49,22528.84,22240.86,
"236",2009-12-07,22324.96,22387.23,22476.62,22256.11,
"237",2009-12-08,22060.52,22306.17,22306.17,22055.02,
"238",2009-12-09,21741.76,21905.8,22034.81,21658.27,
"239",2009-12-10,21700.04,21939.12,21981.38,21565.58,
"240",2009-12-11,21902.11,21796.83,22143.84,21796.83,
"241",2009-12-14,22085.75,21638.97,22225.77,21546.53,
"242",2009-12-15,21813.92,22032.16,22032.16,21779.92,
"243",2009-12-16,21611.74,21840.25,21907.29,21517.59,
"244",2009-12-17,21347.63,21665.79,21665.79,21218.9,
"245",2009-12-18,21175.88,21162.43,21281.91,21078.2,
"246",2009-12-21,20948.1,21110.24,21178.45,20932.77,
"247",2009-12-22,21092.04,21151.85,21229.71,21029.28,
"248",2009-12-23,21328.74,21115.88,21339.18,21017.02,
"249",2009-12-24,21517,21378.79,21591.99,21357.29,
"250",2009-12-28,21480.22,21622.13,21739.39,21474.11,
"251",2009-12-29,21499.44,21544.44,21608.98,21392.9,
"252",2009-12-30,21496.62,21469.33,21620.74,21320.11,
"253",2009-12-31,21872.5,21654.25,21886.32,21587.48,
"254",2010-01-04,21823.28,21860.04,22024.83,21689.22,
"255",2010-01-05,22279.58,22092.15,22297.04,21987.27,
"256",2010-01-06,22416.67,22357.46,22514.79,22277.13,
"257",2010-01-07,22269.45,22548.03,22548.03,22169.61,
"258",2010-01-08,22296.75,22282.75,22443.22,22206.16,
"259",2010-01-11,22411.52,22524.18,22671.92,22373.96,
"260",2010-01-12,22326.64,22378.23,22476.12,22192.98,
"261",2010-01-13,21748.6,21990.68,22012.04,21688.17,
"262",2010-01-14,21716.95,21871.01,21988.93,21707.1,
"263",2010-01-15,21654.16,21715.09,21788.85,21581.07,
"264",2010-01-18,21460.01,21418.34,21645.68,21320.97,
"265",2010-01-19,21677.98,21481.11,21681.69,21335.6,
"266",2010-01-20,21286.17,21543.25,21561.56,21171.3,
"267",2010-01-21,20862.67,21192.83,21272.26,20828.24,
"268",2010-01-22,20726.18,20527.2,20738.99,20250.36,
"269",2010-01-25,20598.55,20447.79,20619.7,20422.67,
"270",2010-01-26,20109.33,20560.11,20560.11,20046.6,
"271",2010-01-27,20033.07,20185.8,20340.82,19923.55,
"272",2010-01-28,20356.37,20202.33,20437.56,20170.15,
"273",2010-01-29,20121.99,20026.52,20327.69,19916.34,
"274",2010-02-01,20243.75,19987.67,20254.24,19845.93,
"275",2010-02-02,20272.18,20432.96,20533.96,20181.28,
"276",2010-02-03,20722.08,20486.15,20780.5,20315.31,
"277",2010-02-04,20341.64,20534.74,20554.2,20316.33,
"278",2010-02-05,19665.08,19706.24,19822.93,19655.88,
"279",2010-02-08,19550.89,19614.85,19673.11,19423.05,
"280",2010-02-09,19790.28,19493.5,19843.87,19461.2,
"281",2010-02-10,19922.22,19914.84,19976.66,19681.54,
"282",2010-02-11,20290.69,20095.53,20310.79,20095.53,
"283",2010-02-12,20268.69,20240.67,20428.32,20212.55,
"284",2010-02-17,20534.01,20657.86,20684.22,20471.36,
"285",2010-02-18,20422.15,20534.77,20569.61,20381.3,
"286",2010-02-19,19894.02,20261.49,20261.49,19874.55,
"287",2010-02-22,20377.27,20407.84,20427.09,20313.15,
"288",2010-02-23,20623,20218.51,20711.75,20120.1,
"289",2010-02-24,20467.74,20357.42,20583.84,20351.05,
"290",2010-02-25,20399.57,20512.38,20644.27,20261.98,
"291",2010-02-26,20608.7,20657.83,20662.84,20567.58,
"292",2010-03-01,21056.93,20853.08,21056.93,20853.08,
"293",2010-03-02,20906.11,20921.44,20961.83,20847.46,
"294",2010-03-03,20876.79,21016.29,21016.29,20845.16,
"295",2010-03-04,20575.78,20983.81,21000.13,20575.78,
"296",2010-03-05,20787.97,20820.97,20820.97,20654.94,
"297",2010-03-08,21196.87,21099.71,21257.09,21080.76,
"298",2010-03-09,21207.55,21153.62,21277.66,21128.93,
"299",2010-03-10,21208.29,21293.52,21293.52,21156.09,
"300",2010-03-11,21228.2,21333.06,21333.06,21059.06,
"301",2010-03-12,21209.74,21249.8,21260.07,21116.84,
"302",2010-03-15,21079.1,21036.42,21116.5,20964.31,
"303",2010-03-16,21022.93,21135.79,21196.83,20986.69,
"304",2010-03-17,21384.49,21183.6,21440.18,21159.43,
"305",2010-03-18,21330.67,21429.69,21440.81,21287.37,
"306",2010-03-19,21370.82,21359.55,21389,21257.8,
"307",2010-03-22,20933.25,21120.43,21120.43,20899.69,
"308",2010-03-23,20987.78,21070.65,21211.08,20971.56,
"309",2010-03-24,21008.62,21203.5,21205.5,20974.05,
"310",2010-03-25,20778.55,20799.05,20800.95,20659.28,
"311",2010-03-26,21053.11,20679.65,21126.75,20679.65,
"312",2010-03-29,21237.43,21148.05,21318.23,21125.91,
"313",2010-03-30,21374.79,21230.53,21450.98,21202.17,
"314",2010-03-31,21239.35,21366.62,21446.8,21230.29,
"315",2010-04-01,21537,21390.89,21547.66,21373.16,
"316",2010-04-05,21537,21537,21537,21537,
"317",2010-04-06,21537,21537,21537,21537,
"318",2010-04-07,21928.77,21828.35,21935.41,21747.57,
"319",2010-04-08,21867.04,21836.42,21949.25,21813.35,
"320",2010-04-09,22208.5,22014.73,22249.23,21963.78,
"321",2010-04-12,22138.17,22388.77,22388.77,22131.93,
"322",2010-04-13,22103.53,22216.11,22290.67,22008.05,
"323",2010-04-14,22121.43,22183.05,22192.33,22061.77,
"324",2010-04-15,22157.82,22265.36,22337.89,22113.21,
"325",2010-04-16,21865.26,22059.3,22111.99,21788.88,
"326",2010-04-19,21405.17,21557.78,21582.13,21283.3,
"327",2010-04-20,21623.38,21519.26,21647.75,21507.47,
"328",2010-04-21,21510.93,21732.76,21740.64,21475.98,
"329",2010-04-22,21454.94,21283.93,21471.11,21206.74,
"330",2010-04-23,21244.49,21385.16,21442.77,21232.15,
"331",2010-04-26,21587.06,21501.21,21617.85,21489.05,
"332",2010-04-27,21261.79,21341.48,21383.21,21224.05,
"333",2010-04-28,20949.4,20853.83,21021.67,20853.83,
"334",2010-04-29,20778.92,20994.37,21007.56,20763.34,
"335",2010-04-30,21108.59,20934.07,21121.52,20920.15,
"336",2010-05-03,20811.36,20799.79,20886.85,20773.97,
"337",2010-05-04,20763.05,20935.9,21011.95,20743.49,
"338",2010-05-05,20327.54,20390.12,20505.66,20293.23,
"339",2010-05-06,20133.41,20177.47,20303.22,19888.49,
"340",2010-05-07,19920.29,19699.5,20037.6,19699.5,
"341",2010-05-10,20426.64,20118.95,20491.95,20035.6,
"342",2010-05-11,20146.51,20346.54,20398.43,19977.1,
"343",2010-05-12,20212.49,20175.74,20237.86,20003.49,
"344",2010-05-13,20422.46,20411.55,20526.58,20273.99,
"345",2010-05-14,20145.43,20258.45,20352.8,20130.78,
"346",2010-05-17,19715.2,19832.03,19832.03,19593.5,
"347",2010-05-18,19944.94,19768.8,20013.33,19672.39,
"348",2010-05-19,19578.98,19552.16,19785.86,19546.22,
"349",2010-05-20,19545.83,19694.47,19747.16,19276.46,
"350",2010-05-24,19667.76,19470.28,19757.44,19470.28,
"351",2010-05-25,18985.5,19317.24,19328.36,18974.52,
"352",2010-05-26,19196.45,19177.34,19242.06,19047.7,
"353",2010-05-27,19431.37,19015.89,19555.78,18971.52,
"354",2010-05-28,19766.71,19816.39,19910.06,19710.86,
"355",2010-05-31,19765.19,19705.53,19823.99,19629.83,
"356",2010-06-01,19496.95,19600.57,19805.6,19463.35,
"357",2010-06-02,19471.8,19651.55,19656.22,19372.13,
"358",2010-06-03,19786.71,19822.89,19859.8,19744.32,
"359",2010-06-04,19780.07,19765.25,19841.68,19658.66,
"360",2010-06-07,19378.15,19211.67,19389.91,19211.67,
"361",2010-06-08,19487.48,19459.74,19510.09,19333.1,
"362",2010-06-09,19621.24,19488.2,19792.28,19383.89,
"363",2010-06-10,19632.7,19517.61,19729.15,19517.61,
"364",2010-06-11,19872.38,19995.64,19995.64,19834.23,
"365",2010-06-14,20051.91,20102.55,20102.55,20024.04,
"366",2010-06-15,20062.15,19998.53,20142.1,19970.91,
"367",2010-06-17,20138.4,20201.81,20201.81,20078.59,
"368",2010-06-18,20286.71,20199.22,20315.42,20138.35,
"369",2010-06-21,20912.18,20571.4,20938.33,20571.4,
"370",2010-06-22,20819.08,20861.47,20957.09,20796.38,
"371",2010-06-23,20856.61,20718.66,20866.88,20689.15,
"372",2010-06-24,20733.49,20797.44,20901.15,20710.15,
"373",2010-06-25,20690.79,20615.92,20732.3,20563.93,
"374",2010-06-28,20726.68,20718.08,20862.38,20687.27,
"375",2010-06-29,20248.9,20727.45,20738.15,20190.88,
"376",2010-06-30,20128.99,19985.72,20143.16,19971.27,
"377",2010-07-01,20128.99,20128.99,20128.99,20128.99,
"378",2010-07-02,19905.32,20059.56,20161.99,19803.22,
"379",2010-07-05,19842.2,19809.06,19913.4,19793.47,
"380",2010-07-06,20084.12,19777.83,20084.12,19777.83,
"381",2010-07-07,19857.07,19948.15,19948.15,19800.23,
"382",2010-07-08,20050.56,20231.15,20236.18,20002.01,
"383",2010-07-09,20378.66,20142.78,20418.31,20116.52,
"384",2010-07-12,20467.43,20476.02,20539.61,20368.62,
"385",2010-07-13,20431.06,20485.11,20529.41,20378.99,
"386",2010-07-14,20560.81,20722.22,20722.22,20512.24,
"387",2010-07-15,20255.62,20530.29,20665.62,20226.26,
"388",2010-07-16,20250.16,20293.61,20313.74,20173.49,
"389",2010-07-19,20036.5,20001.5,20131.5,19992.5,
"390",2010-07-20,20264.59,20063.5,20424.5,20052.5,
"391",2010-07-21,20449.17,20329.5,20515.5,20312.5,
"392",2010-07-22,20589.7,20451.5,20616.5,20385.5,
"393",2010-07-23,20815.33,20784.5,20849.5,20715.5,
"394",2010-07-26,20839.91,20975.5,20975.5,20820.5,
"395",2010-07-27,20973.39,20890.5,21021.5,20809.5,
"396",2010-07-28,21091.18,20961.55,21199.55,20902.16,"1.35e+09"
"397",2010-07-29,21093.82,21091.17,21130.74,20970.93,"1.01e+09"
"398",2010-07-30,21029.81,21016.5,21100.5,20938.5,
"399",2010-08-02,21412.79,21289.5,21484.5,21253.5,
"400",2010-08-03,21457.66,21554.5,21615.5,21440.5,
"401",2010-08-04,21549.88,21581.5,21672.5,21458.5,
"402",2010-08-05,21551.72,21586.5,21652.5,21473.5,
"403",2010-08-06,21678.8,21587.5,21779.5,21492.5,
"404",2010-08-09,21801.59,21671.5,21812.5,21639.5,
"405",2010-08-10,21473.6,21743.5,21761.5,21455.5,
"406",2010-08-11,21294.54,21534.5,21670.5,21218.5,
"407",2010-08-12,21105.71,20992.5,21105.71,20888.5,
"408",2010-08-13,21071.57,21048.5,21189.5,20967.5,
"409",2010-08-16,21112.12,20997.5,21231.5,20962.5,
"410",2010-08-17,21137.43,21098.5,21158.5,20989.5,
"411",2010-08-18,21022.73,21209.5,21282.5,20942.5,
"412",2010-08-19,21072.46,21079.5,21322.5,20989.5,
"413",2010-08-20,20981.82,20864.5,20996.5,20843.5,
"414",2010-08-23,20889.01,21029.5,21060.5,20851.5,
"415",2010-08-24,20658.71,20746.5,20941.5,20630.5,
"416",2010-08-25,20634.98,20578.5,20661.5,20483.5,
"417",2010-08-26,20612.06,20605.5,20654.5,20561.5,
"418",2010-08-27,20597.35,20575.5,20694.5,20553.5,
"419",2010-08-30,20737.22,20797.5,20843.5,20652.5,
"420",2010-08-31,20433.5,20488.5,20585.5,20338.5,
"421",2010-09-01,20623.83,20512.5,20625.5,20480.5,
"422",2010-09-02,20868.92,20851.5,20945.5,20831.5,
"423",2010-09-03,20971.5,20879.5,21059.5,20862.5,
"424",2010-09-06,21355.77,21207.5,21429.5,21156.5,
"425",2010-09-07,21401.79,21414.5,21453.5,21334.5,
"426",2010-09-08,21088.86,21233.5,21245.5,21064.5,
"427",2010-09-09,21167.27,21146.5,21257.5,21114.5,
"428",2010-09-10,21257.39,21300.5,21337.5,21072.5,
"429",2010-09-13,21658.35,21414.5,21729.5,21413.5,
"430",2010-09-14,21696.04,21767.5,21779.5,21668.5,
"431",2010-09-15,21725.64,21750.5,21770.5,21640.5,
"432",2010-09-16,21691.45,21687.5,21739.5,21516.5,
"433",2010-09-17,21970.86,21777.5,21991.5,21703.5,
"434",2010-09-20,21977.34,21931.5,22012.5,21884.5,
"435",2010-09-21,22002.59,22037.5,22075.5,21946.5,
"436",2010-09-22,22047.71,22113.5,22230.5,22010.5,
"437",2010-09-24,22119.43,21991,22160,21974,
"438",2010-09-27,22340.84,22321,22405,22310,
"439",2010-09-28,22109.95,22322,22368,22067,
"440",2010-09-29,22378.67,22316,22435,22291,
"441",2010-09-30,22358.17,22258,22362,22180,
"442",2010-10-04,22618.66,22535,22702,22527,
"443",2010-10-05,22639.14,22561,22666,22507,
"444",2010-10-06,22880.41,22984,23001,22872,
"445",2010-10-07,22884.32,22944,22951,22837,
"446",2010-10-08,22944.18,22929,23087,22882,
"447",2010-10-11,23207.31,23229,23313,23170,
"448",2010-10-12,23121.7,23164,23244,23070,
"449",2010-10-13,23457.69,23281,23493,23055,
"450",2010-10-14,23852.17,23693,23882,23622,
"451",2010-10-15,23757.63,23745,23855,23668,
"452",2010-10-18,23469.38,23697,23707,23459,
"453",2010-10-19,23763.73,23574,23787,23570,
"454",2010-10-20,23556.5,23454,23692,23333,
"455",2010-10-21,23649.48,23682,23744,23443,
"456",2010-10-22,23517.54,23577,23667,23480,
"457",2010-10-25,23627.91,23557,23800,23537,
"458",2010-10-26,23601.24,23670,23679,23537,
"459",2010-10-27,23164.58,23576,23687,23130,
"460",2010-10-28,23210.86,23237,23253,23119,
"461",2010-10-29,23096.32,23179,23184,22837,
"462",2010-11-01,23652.94,23462,23665,23454,
"463",2010-11-02,23671.42,23551,23703,23537,
"464",2010-11-03,24144.67,23722,24176,23659,
"465",2010-11-04,24535.63,24379,24535.63,24360,
"466",2010-11-05,24876.82,24811,24908,24720,
"467",2010-11-08,24964.37,24820,24989,24737,
"468",2010-11-09,24710.6,24814,24963,24683,
"469",2010-11-10,24500.61,24732,24737,24452,
"470",2010-11-11,24700.3,24589,24899,24509,
"471",2010-11-12,24222.58,24324,24610,24204,
"472",2010-11-15,24027.18,24397,24419,23983,
"473",2010-11-16,23693.02,23975,24057,23552,
"474",2010-11-17,23214.46,23511,23610,23160,
"475",2010-11-18,23637.39,23387,23649,23309,
"476",2010-11-19,23605.71,23579,23693,23236,
"477",2010-11-22,23524.02,23613,23626,23429,
"478",2010-11-23,22896.14,23296,23333,22844,
"479",2010-11-24,23023.86,23176,23179,22962,
"480",2010-11-25,23054.68,23093,23283,23004,
"481",2010-11-26,22877.25,23021,23101,22759,
"482",2010-11-29,23166.22,22876,23195,22797,
"483",2010-11-30,23007.99,23137,23189,22821,
"484",2010-12-01,23249.8,22964,23365,22824,
"485",2010-12-02,23448.78,23582,23595,23378,
"486",2010-12-03,23320.52,23481,23543,23310,
"487",2010-12-06,23237.69,23506,23633,23184,
"488",2010-12-07,23428.15,23129,23501,23087,
"489",2010-12-08,23092.52,23353,23391,22970,
"490",2010-12-09,23171.8,23202,23261,23066,
"491",2010-12-10,23162.91,23128,23231,22939,
"492",2010-12-13,23317.61,23539,23539,23235,
"493",2010-12-14,23431.19,23397,23431.19,23324,
"494",2010-12-15,22975.35,23332,23370,22829,
"495",2010-12-16,22668.78,22986,22997,22569,
"496",2010-12-17,22714.85,22635,22738,22491,
"497",2010-12-20,22639.08,22661,22748,22381,
"498",2010-12-21,22993.86,22785,23052,22703,
"499",2010-12-22,23045.19,23042,23185,22986,
"500",2010-12-23,22902.97,23111,23159,22831,
"501",2010-12-24,22833.8,22874,22911,22728,
"502",2010-12-28,22621.73,22498,22671,22498,
"503",2010-12-29,22969.3,22686,22991,22650,
"504",2010-12-30,22999.34,23157,23164,22890,
"505",2010-12-31,23035.45,23106,23147,23018,
"506",2011-01-03,23436.05,23121,23467,23067,
"507",2011-01-04,23668.48,23437,23680,23403,
"508",2011-01-05,23757.82,23611,23793,23583,
"509",2011-01-06,23786.3,23793,23841,23720,
"510",2011-01-07,23686.63,23759,23913,23659,
"511",2011-01-10,23527.26,23750,23797,23473,
"512",2011-01-11,23760.34,23625,23874,23506,
"513",2011-01-12,24125.61,23845,24167,23844,
"514",2011-01-13,24238.98,24286,24362,24222,
"515",2011-01-14,24283.23,24220,24329,24185,
"516",2011-01-17,24156.97,24360,24380,24093,
"517",2011-01-18,24153.98,24198,24411,24087,
"518",2011-01-19,24419.62,24347,24436,24242,
"519",2011-01-20,24003.7,24144,24204,23942,
"520",2011-01-21,23876.86,23992,24131,23815,
"521",2011-01-24,23801.78,23893,23917,23741,
"522",2011-01-25,23788.83,23946,23996,23764,
"523",2011-01-26,23843.24,23853,23987,23637,
"524",2011-01-27,23779.62,23724,24021,23703,
"525",2011-01-28,23617.02,23737,23750,23540,
"526",2011-01-31,23447.34,23315,23532,23295,
"527",2011-02-01,23482.95,23424,23529,23402,
"528",2011-02-02,23908.96,23689,23962,23676,
"529",2011-02-07,23553.59,23966,23976,23493,
"530",2011-02-08,23484.3,23545,23638,23384,
"531",2011-02-09,23164.03,23526,23579,23104,
"532",2011-02-10,22708.62,23013,23065,22646,
"533",2011-02-11,22828.92,22771,22840,22430,
"534",2011-02-14,23121.06,22940,23179,22871,
"535",2011-02-15,22899.78,22993,23091,22880,
"536",2011-02-16,23156.97,22951,23200,22809,
"537",2011-02-17,23301.84,23118,23322,23069,
"538",2011-02-18,23595.24,23323,23628,23301,
"539",2011-02-21,23485.42,23545,23594,23461,
"540",2011-02-22,22990.81,23100,23132,22943,
"541",2011-02-23,22906.9,22986,23052,22856,
"542",2011-02-24,22601.04,22957,23068,22560,
"543",2011-02-25,23012.37,22798,23113,22721,
"544",2011-02-28,23338.02,22897,23410,22885,
"545",2011-03-01,23396.42,23349,23488,23251,
"546",2011-03-02,23048.66,23130,23133,22884,
"547",2011-03-03,23122.42,23129,23344,23071,
"548",2011-03-04,23408.86,23425,23520,23375,
"549",2011-03-07,23313.19,23379,23485,23239,
"550",2011-03-08,23711.7,23388,23774,23290,
"551",2011-03-09,23810.11,23924,23933,23789,
"552",2011-03-10,23614.89,23759,23774,23555,
"553",2011-03-11,23249.78,23513,23513,23073,
"554",2011-03-14,23345.88,23088,23345.88,23038,
"555",2011-03-15,22678.25,22947,22956,22198,
"556",2011-03-16,22700.88,22678,22729,22498,
"557",2011-03-17,22284.43,22272,22455,22141,
"558",2011-03-18,22300.23,22315,22452,22286,
"559",2011-03-21,22685.22,22585,22685.22,22493,
