"","SMI (SSMI)_history.csv Date","SMI (SSMI)_history.csv Price","SMI (SSMI)_history.csv Open","SMI (SSMI)_history.csv High","SMI (SSMI)_history.csv Low","SMI (SSMI)_history.csv Volume"
"751",2011-12-06,5767.93,5704.08,5790,5703.94,"45820000"
"752",2011-12-07,5766.24,5795.2,5799.99,5726.68,"46760000"
"753",2011-12-08,5737.82,5809.62,5812.16,5725.46,"61260000"
"754",2011-12-09,5793.57,5694.29,5795.07,5691.67,"47120000"
"755",2011-12-12,5747.09,5785.48,5805.92,5745.74,"43310000"
"756",2011-12-13,5759.72,5757.73,5779.07,5724.86,"46580000"
"757",2011-12-14,5719.09,5731.06,5761.35,5707.42,"42760000"
"758",2011-12-15,5784.14,5730.79,5796.35,5723.54,"53170000"
"759",2011-12-16,5733.5,5818,5820.59,5715.7,"100210000"
"760",2011-12-19,5767.98,5704.13,5789.19,5696.18,"39250000"
"761",2011-12-20,5804.31,5754.37,5805.5,5736.66,"41910000"
"762",2011-12-21,5804.77,5827.26,5844.25,5787.65,"38970000"
"763",2011-12-22,5837.06,5827.72,5848.17,5814.55,"36330000"
"764",2011-12-23,5893.89,5865.33,5894.56,5853.14,"20740000"
"765",2011-12-27,5886.91,5917.01,5917.01,5867.67,"11170000"
"766",2011-12-28,5895.25,5900.54,5922.65,5881.21,"22460000"
"767",2011-12-29,5896.6,5899.87,5906.51,5875.16,"17620000"
"768",2011-12-30,5936.23,5920.89,5938.63,5914.56,"20180000"
"769",2012-01-03,6050.93,6020.63,6053.17,5998.11,"48740000"
"770",2012-01-04,6058.08,6055.28,6071.17,6027.54,"41440000"
"771",2012-01-05,6026.57,6066.33,6072.88,6004.93,"46880000"
"772",2012-01-06,6013.83,6035.71,6053.98,5999.16,"38830000"
"773",2012-01-09,5987.54,6020.34,6026.82,5986.3,"46110000"
"774",2012-01-10,6050.78,6029.44,6054.67,6005.66,"43570000"
"775",2012-01-11,6008.04,6048.42,6058.64,5991.08,"39980000"
"776",2012-01-12,6018.07,6030.18,6058.07,6004.86,"40070000"
"777",2012-01-13,5996.34,6022.5,6042.01,5962.23,"37240000"
"778",2012-01-16,6031.24,5976.09,6031.24,5973.13,"30270000"
"779",2012-01-17,6056.17,6060.45,6072.8,6040.21,"45480000"
"780",2012-01-18,6116.23,6052.35,6119.71,6022.7,"45490000"
"781",2012-01-19,6194.45,6135.29,6194.59,6128.36,"77200000"
"782",2012-01-20,6122.67,6204.89,6213.32,6121.67,"66760000"
"783",2012-01-23,6127.67,6112.76,6149.4,6106.03,"49720000"
"784",2012-01-24,6135.1,6101.92,6135.1,6075.86,"51120000"
"785",2012-01-25,6073.36,6114.57,6117.65,6032.79,"49710000"
"786",2012-01-26,6100.43,6096.5,6102.82,6061.29,"50480000"
"787",2012-01-27,6033.52,6083.19,6104.4,6029,"41320000"
"788",2012-01-30,5970.74,5985.74,6015.93,5965.2,"37690000"
"789",2012-01-31,5970.49,5996.14,6011.4,5964.77,"41240000"
"790",2012-02-01,6069.91,5984.11,6077.4,5979.22,"55100000"
"791",2012-02-02,6064.41,6083.36,6085.11,6038.53,"51600000"
"792",2012-02-03,6153.31,6062.44,6158.11,6046.99,"55580000"
"793",2012-02-06,6147.03,6126.54,6150.8,6103.77,"40330000"
"794",2012-02-07,6157.59,6143.4,6158.5,6114.68,"51760000"
"795",2012-02-08,6155.86,6176.6,6190.64,6155.41,"40070000"
"796",2012-02-09,6169.63,6148.52,6189.83,6138.14,"51690000"
"797",2012-02-10,6130.66,6152.59,6159.52,6101.42,"47280000"
"798",2012-02-13,6177.44,6159.69,6181.8,6146.84,"31450000"
"799",2012-02-14,6163.82,6156.16,6186.36,6144.78,"42610000"
"800",2012-02-15,6198.34,6186.23,6205.49,6182.14,"41300000"
"801",2012-02-16,6217.28,6156.3,6219.31,6150.76,"63240000"
"802",2012-02-17,6237.69,6257.77,6260.65,6218.62,"151490000"
"803",2012-02-20,6242.99,6256.75,6268.56,6226.54,"36810000"
"804",2012-02-21,6237.82,6245.7,6247.37,6208.3,"44400000"
"805",2012-02-22,6192.42,6228.69,6232.39,6171.26,"45630000"
"806",2012-02-23,6200.97,6185.93,6218.46,6166.91,"40990000"
"807",2012-02-24,6184.13,6206.87,6217.31,6162.71,"40470000"
"808",2012-02-27,6143.92,6133.23,6144.06,6090.04,"40030000"
"809",2012-02-28,6125.09,6151.08,6169.71,6101.42,"40350000"
"810",2012-02-29,6109.93,6134.4,6157.25,6108.47,"44820000"
"811",2012-03-01,6128.28,6101.2,6138.59,6098.13,"51870000"
"812",2012-03-02,6149.37,6130.82,6159.49,6114.42,"44260000"
"813",2012-03-05,6153.91,6143.04,6169.03,6120.26,"36030000"
"814",2012-03-06,6047.53,6128.75,6136.61,6047.1,"52650000"
"815",2012-03-07,6102.54,6043.75,6104.83,6041.22,"43780000"
"816",2012-03-08,6153.93,6095.02,6155.76,6088.89,"48870000"
"817",2012-03-09,6188.51,6158.24,6205.9,6151.4,"43040000"
"818",2012-03-12,6189.86,6164.45,6210.54,6161.65,"40220000"
"819",2012-03-13,6260.02,6213.66,6266.7,6203.94,"46320000"
"820",2012-03-14,6300.43,6286.47,6323.3,6281.14,"60420000"
"821",2012-03-15,6332.22,6303.22,6332.22,6297.19,"40220000"
"822",2012-03-16,6341.33,6340.81,6357.45,6326.62,"140620000"
"823",2012-03-19,6326.56,6333.79,6346.79,6313.59,"39620000"
"824",2012-03-20,6296.16,6320.66,6323.75,6283.86,"33530000"
"825",2012-03-21,6290,6311.19,6327.85,6280.26,"35670000"
"826",2012-03-22,6249.56,6274.39,6284.46,6234.22,"42980000"
"827",2012-03-23,6240.33,6255.02,6264.95,6207.45,"33010000"
"828",2012-03-26,6283.26,6253.2,6289.74,6244.13,"34720000"
"829",2012-03-27,6269.38,6298.92,6312.86,6253.67,"44990000"
"830",2012-03-28,6250.43,6253.57,6278.76,6242.52,"34680000"
"831",2012-03-29,6176.26,6236.02,6247.24,6165.19,"4.3e+07"
"832",2012-03-30,6235.51,6202.71,6235.51,6173.53,"42040000"
"833",2012-04-02,6299.38,6233.56,6299.38,6208.94,"42240000"
"834",2012-04-03,6258.66,6286.68,6298.56,6258.27,"35570000"
"835",2012-04-04,6166.79,6246.91,6259.26,6154.71,"50310000"
"836",2012-04-05,6163.49,6183.63,6196.12,6126.05,"39330000"
"837",2012-04-10,6061.43,6109.74,6125.99,6061.43,"56980000"
"838",2012-04-11,6059.82,6052.09,6077.31,6039.23,"49960000"
"839",2012-04-12,6125.39,6071.08,6130.19,6054.2,"48090000"
"840",2012-04-13,6072.12,6112.27,6121.51,6052.98,"46260000"
"841",2012-04-16,6124.91,6063.94,6136.01,6057.26,"43170000"
"842",2012-04-17,6200.27,6110.25,6200.5,6109.53,"47170000"
"843",2012-04-18,6173.35,6198.18,6202.98,6150.81,"40180000"
"844",2012-04-19,6203.78,6200.99,6225.09,6188.31,"51410000"
"845",2012-04-20,6237.79,6206.96,6237.79,6190.79,"73360000"
"846",2012-04-23,6114.83,6177.62,6180.44,6092.75,"59200000"
"847",2012-04-24,6124.84,6131.76,6141.19,6086.61,"47410000"
"848",2012-04-25,6150.57,6123.22,6150.85,6118.23,"70930000"
"849",2012-04-26,6122.41,6140.52,6158.38,6092.41,"60980000"
"850",2012-04-27,6116.36,6097.3,6131.63,6090.45,"54430000"
"851",2012-04-30,6096.34,6132.83,6133.78,6096.34,"49410000"
"852",2012-05-02,6108.77,6161.99,6171.97,6102.79,"67870000"
"853",2012-05-03,6097.68,6124.63,6149.36,6086.82,"55150000"
"854",2012-05-04,6056.79,6090.68,6117.59,6044.86,"52700000"
"855",2012-05-07,6040.18,5984.78,6040.37,5984.75,"40780000"
"856",2012-05-08,5977.8,6026.77,6032.15,5967.59,"51040000"
"857",2012-05-09,5936.13,5977.7,5979.26,5893.11,"62600000"
"858",2012-05-10,5926.6,5950.13,5950.13,5889.51,"58390000"
"859",2012-05-11,5954.88,5889.62,5955.86,5882.03,"53090000"
"860",2012-05-14,5875.66,5908.27,5911.98,5858.22,"49060000"
"861",2012-05-15,5865.16,5885.11,5901.18,5848.18,"45200000"
"862",2012-05-16,5872.73,5850.44,5900.65,5845.06,"60660000"
"863",2012-05-18,5797.76,5769.22,5839.36,5766.42,"86170000"
"864",2012-05-21,5814.59,5785.97,5836.82,5767.05,"42270000"
"865",2012-05-22,5910.2,5844.45,5911.86,5835.4,"51900000"
"866",2012-05-23,5817.91,5871.61,5906.22,5817.02,"47660000"
"867",2012-05-24,5852.44,5849.4,5877.29,5808.83,"45260000"
"868",2012-05-25,5865.19,5863.3,5899.74,5841.25,"41190000"
"869",2012-05-29,5914.73,5905.49,5929.72,5879.83,"37230000"
"870",2012-05-30,5902.82,5898.29,5944.44,5887.39,"48820000"
"871",2012-05-31,5850.18,5912.28,5921.85,5832.37,"60040000"
"872",2012-06-01,5777.47,5866.2,5866.2,5752.37,"57710000"
"873",2012-06-04,5713.34,5749.58,5755.07,5713.34,"29980000"
"874",2012-06-05,5714.57,5734.22,5745.74,5712.13,"27250000"
"875",2012-06-06,5822.63,5742.12,5822.63,5733.49,"45160000"
"876",2012-06-07,5869.21,5830.57,5887.52,5814.89,"51530000"
"877",2012-06-08,5869.32,5844.58,5878.02,5830.34,"34530000"
"878",2012-06-11,5871.35,5948.94,5956.17,5869.89,"44130000"
"879",2012-06-12,5919.88,5877.05,5929.43,5872.02,"47750000"
"880",2012-06-13,5944.69,5926.71,5945.1,5901.42,"68660000"
"881",2012-06-14,5908.51,5947.76,5952.49,5882.78,"78580000"
"882",2012-06-15,5911.82,5903.68,5927.2,5903.61,"141200000"
"883",2012-06-18,5938.76,5951.82,5961.29,5918.66,"40560000"
"884",2012-06-19,6034.13,5928.25,6039.14,5924.43,"43840000"
"885",2012-06-20,6017.91,6030.23,6041.71,5994.44,"34840000"
"886",2012-06-21,6012.19,6011.34,6039.51,6004.75,"35220000"
"887",2012-06-22,5989.33,5977.77,6011.76,5970.82,"29300000"
"888",2012-06-25,5944.48,5974.54,5976.41,5913.36,"39800000"
"889",2012-06-26,5957.72,5938.66,5964.89,5918.23,"38680000"
"890",2012-06-27,5996.53,5975.97,6005.36,5960.39,"42280000"
"891",2012-06-28,5986.85,6005.02,6009.89,5954.66,"43290000"
"892",2012-06-29,6066.86,6062.58,6074.37,6028.62,"48750000"
"893",2012-07-02,6109.41,6082.81,6114.01,6078.73,"34320000"
"894",2012-07-03,6194.08,6135.88,6194.08,6133.81,"38290000"
"895",2012-07-04,6201.31,6190.74,6203.6,6171.35,"24200000"
"896",2012-07-05,6202.32,6207.37,6236.72,6182.3,"38340000"
"897",2012-07-06,6183.67,6199.33,6222.74,6179.13,"33370000"
"898",2012-07-09,6160.78,6184.54,6190.48,6155.42,"33610000"
"899",2012-07-10,6191.2,6172.54,6207.25,6154.35,"33510000"
"900",2012-07-11,6174.75,6168.92,6194.2,6158.63,"28720000"
"901",2012-07-12,6147.57,6153.81,6170.87,6117.79,"31080000"
"902",2012-07-13,6181.81,6162.73,6186.63,6151.06,"26950000"
"903",2012-07-16,6195.61,6182.46,6203.03,6175.22,"24410000"
"904",2012-07-17,6202.34,6208.35,6227.36,6190.92,"31160000"
"905",2012-07-18,6265.5,6227.31,6265.91,6216.74,"65240000"
"906",2012-07-19,6323.64,6288.47,6334.71,6287.2,"61350000"
"907",2012-07-20,6284.81,6329.78,6336.3,6274.16,"67820000"
"908",2012-07-23,6180.44,6247.38,6260.74,6171.99,"61860000"
"909",2012-07-24,6174.89,6205.39,6211.7,6165.89,"42550000"
"910",2012-07-25,6180.77,6168.65,6199.41,6166.45,"50840000"
"911",2012-07-26,6277.74,6197.28,6295.56,6189.62,"90570000"
"912",2012-07-27,6362.82,6291.73,6365.87,6270.9,"63410000"
"913",2012-07-30,6402.38,6375.79,6417.91,6372.63,"44530000"
"914",2012-07-31,6399.27,6399.37,6417.2,6382.35,"55170000"
"915",2012-08-02,6407.3,6429.52,6486.52,6400.85,"69120000"
"916",2012-08-03,6461.54,6420.08,6469.19,6415.59,"42520000"
"917",2012-08-06,6463.01,6457.39,6486.22,6427.62,"38630000"
"918",2012-08-07,6457.85,6447.34,6477.52,6428.04,"34090000"
"919",2012-08-08,6458,6460.41,6469.27,6426.64,"32940000"
"920",2012-08-09,6505.29,6478.02,6524.55,6475.99,"37200000"
"921",2012-08-10,6483.44,6484.26,6496.66,6467.89,"31790000"
"922",2012-08-13,6466.18,6471.33,6493.67,6455.78,"22980000"
"923",2012-08-14,6505.98,6487.98,6509.71,6479.41,"26590000"
"924",2012-08-15,6511.87,6499.63,6539.82,6496.39,"24250000"
"925",2012-08-16,6518.43,6520.04,6528.71,6469.12,"34080000"
"926",2012-08-17,6529.34,6553.82,6554.12,6519.69,"4.6e+07"
"927",2012-08-20,6506.25,6526.88,6532.55,6498.21,"27420000"
"928",2012-08-21,6518.32,6512.3,6534,6496.45,"39950000"
"929",2012-08-22,6475.47,6487.67,6497.26,6467.56,"43970000"
"930",2012-08-23,6453.91,6502.39,6513.39,6435.57,"39760000"
"931",2012-08-24,6475.94,6451.86,6483.68,6443.11,"28270000"
"932",2012-08-27,6491.28,6481.26,6493.38,6452.44,"20170000"
"933",2012-08-28,6421.42,6473.2,6473.2,6420.91,"29950000"
"934",2012-08-29,6421.96,6424.95,6437.08,6414.81,"24810000"
"935",2012-08-30,6378.29,6406.67,6413.42,6368.72,"31890000"
"936",2012-08-31,6388.01,6370.52,6432.93,6355.96,"44440000"
"937",2012-09-03,6437.66,6376.55,6438.93,6375.69,"20370000"
"938",2012-09-04,6362.82,6438.75,6439.17,6355.83,"29280000"
"939",2012-09-05,6425.2,6370.18,6435.63,6362.36,"40320000"
"940",2012-09-06,6527.87,6442.95,6532.59,6442.95,"54640000"
"941",2012-09-07,6537.32,6540.45,6561.56,6523.61,"70310000"
"942",2012-09-10,6507.87,6533.22,6547.77,6505.9,"39610000"
"943",2012-09-11,6503.3,6476.89,6505.62,6470.43,"39150000"
"944",2012-09-12,6489.8,6497.33,6531.94,6478.17,"60190000"
"945",2012-09-13,6513.22,6488.37,6520.21,6478.01,"39990000"
"946",2012-09-14,6559.16,6574.15,6581.04,6543.74,"69930000"
"947",2012-09-17,6552.32,6537.63,6576.24,6537.6,"40880000"
"948",2012-09-18,6537.1,6531.06,6549.47,6521.13,"44320000"
"949",2012-09-19,6570.72,6551.24,6570.72,6536.94,"37500000"
"950",2012-09-20,6556.49,6539.03,6567.06,6530.75,"39970000"
"951",2012-09-21,6605.82,6596.99,6607.07,6567.34,"88780000"
"952",2012-09-24,6597.22,6600.24,6610.67,6573.09,"33400000"
"953",2012-09-25,6613.45,6598.87,6620.1,6582,"30960000"
"954",2012-09-26,6540.41,6584.13,6585.08,6529.26,"43830000"
"955",2012-09-27,6545.91,6561.29,6571.98,6541.95,"35120000"
"956",2012-09-28,6495.88,6570.29,6570.29,6495.88,"45100000"
"957",2012-10-01,6610.91,6501.4,6610.99,6501.4,"34480000"
"958",2012-10-02,6613.54,6583.05,6638.12,6576.5,"35760000"
"959",2012-10-03,6604.44,6598.36,6615.03,6589.61,"31390000"
"960",2012-10-04,6631.35,6625.2,6636.26,6599.55,"34080000"
"961",2012-10-05,6674.82,6652.21,6680.48,6629.31,"32830000"
"962",2012-10-08,6655.77,6640.81,6665.86,6631.99,"25960000"
"963",2012-10-09,6649.1,6684.34,6688.55,6649.1,"29850000"
"964",2012-10-10,6629.04,6647.52,6650.55,6624.59,"26450000"
"965",2012-10-11,6654.02,6610.92,6671.43,6608.93,"40250000"
"966",2012-10-12,6655.2,6643.53,6673.37,6632.11,"35280000"
"967",2012-10-15,6704.21,6668.32,6709.13,6667.12,"28920000"
"968",2012-10-16,6774.02,6730.34,6777.77,6723.34,"44160000"
"969",2012-10-17,6786.4,6758.55,6789.75,6754.44,"39640000"
"970",2012-10-18,6781.72,6748.23,6789.76,6742.21,"50330000"
"971",2012-10-19,6756.14,6779.08,6797.74,6754.99,"4.3e+07"
"972",2012-10-22,6746.71,6755.55,6775.65,6738.02,"27240000"
"973",2012-10-23,6626.79,6745.22,6745.22,6615.26,"48660000"
"974",2012-10-24,6627.41,6628.37,6640.66,6598.52,"41860000"
"975",2012-10-25,6606.57,6611.81,6644.64,6604.21,"41630000"
"976",2012-10-26,6600.84,6596.34,6613.62,6566.63,"41680000"
"977",2012-10-29,6601.42,6589.78,6606.79,6581.67,"65550000"
"978",2012-10-30,6633.1,6601.68,6649.11,6600.94,"80940000"
"979",2012-10-31,6595.13,6624.58,6644.99,6595.13,"53550000"
"980",2012-11-01,6660.25,6572.82,6660.25,6572.82,"49550000"
"981",2012-11-02,6701.37,6656.88,6704.12,6654.32,"60640000"
"982",2012-11-05,6706.27,6686.43,6710.12,6679.79,"36580000"
"983",2012-11-06,6745.74,6709.09,6749.5,6701.9,"43560000"
"984",2012-11-07,6697.63,6779.12,6803.03,6697.63,"52980000"
"985",2012-11-08,6713.62,6721.12,6742.36,6702.4,"48930000"
"986",2012-11-09,6715.2,6709.92,6724.15,6663.95,"40700000"
"987",2012-11-12,6696.67,6712.3,6725.62,6690.41,"27920000"
"988",2012-11-13,6722.76,6682.28,6733.44,6659.55,"34960000"
"989",2012-11-14,6676.96,6709.1,6713.36,6670.38,"30530000"
"990",2012-11-15,6574.56,6637.61,6643.17,6571.55,"39490000"
"991",2012-11-16,6508.66,6540.77,6574.44,6508.52,"48760000"
"992",2012-11-19,6638.89,6541.73,6638.89,6537.14,"39440000"
"993",2012-11-20,6618.99,6614.81,6628.93,6585.25,"38480000"
"994",2012-11-21,6643.7,6606.51,6645.24,6601.49,"33950000"
"995",2012-11-22,6679.11,6657.65,6687.54,6646.69,"27600000"
"996",2012-11-23,6715.09,6679.13,6724.48,6673.97,"25560000"
"997",2012-11-26,6681.88,6701.68,6714.36,6676.88,"26950000"
"998",2012-11-27,6711.71,6704.77,6724.74,6696.88,"35830000"
"999",2012-11-28,6756.48,6702,6756.74,6699.53,"32930000"
"1000",2012-11-29,6828.52,6786.84,6829.49,6782.2,"40620000"
"1001",2012-11-30,6820.6,6819.8,6848.2,6815.31,"45100000"
"1002",2012-12-03,6838.7,6831.93,6874.04,6827.16,"30960000"
"1003",2012-12-04,6853.15,6841.42,6872.92,6839.51,"34700000"
"1004",2012-12-05,6852.04,6870.37,6876.52,6834.22,"34190000"
"1005",2012-12-06,6912.02,6861.29,6912.16,6861.29,"34530000"
"1006",2012-12-07,6925.25,6908.68,6940.77,6898.05,"29980000"
"1007",2012-12-10,6943.9,6921.83,6948.6,6897.71,"23180000"
"1008",2012-12-11,6973.69,6947.55,6986.93,6940.23,"30760000"
"1009",2012-12-12,6959.39,6972.5,7000.6,6957.06,"34920000"
"1010",2012-12-13,6919.54,6967.56,6969.51,6913.68,"35050000"
"1011",2012-12-14,6902.51,6925.4,6926.72,6894.05,"37540000"
"1012",2012-12-17,6897.1,6897.76,6900.14,6879.61,"35870000"
"1013",2012-12-18,6912.09,6918.94,6931.11,6904.24,"43520000"
"1014",2012-12-19,6946.07,6931.79,6972.09,6925.31,"46620000"
"1015",2012-12-20,6912.79,6921.99,6930.34,6908.32,"40800000"
"1016",2012-12-21,6889.54,6916.26,6926.73,6868.24,"84660000"
"1017",2012-12-27,6862.55,6877.28,6892.87,6858.84,"31310000"
"1018",2012-12-28,6822.44,6871.57,6879.23,6822.44,"27250000"
"1019",2013-01-03,7020.46,6975.16,7020.46,6970.8,"51040000"
"1020",2013-01-04,7058.92,7015.48,7059.12,7004.58,"29550000"
"1021",2013-01-07,7049.3,7062.4,7073.13,7049.2,"40930000"
"1022",2013-01-08,7074.52,7051.37,7088.53,7046.25,"38610000"
"1023",2013-01-09,7151.6,7097.81,7152.64,7094.95,"50990000"
"1024",2013-01-10,7143.73,7163.12,7175.09,7139.24,"40430000"
"1025",2013-01-11,7188.22,7175.33,7194.33,7155.28,"41660000"
"1026",2013-01-14,7202.52,7212.57,7230.77,7187.53,"44960000"
"1027",2013-01-15,7272.31,7203.72,7272.51,7201.15,"45430000"
"1028",2013-01-16,7304.85,7272.12,7319.35,7259.62,"45550000"
"1029",2013-01-17,7429.89,7324.67,7430.54,7321.89,"54810000"
"1030",2013-01-18,7368.8,7449.18,7457.65,7363.04,"79830000"
"1031",2013-01-21,7336.05,7362.93,7375.97,7310.62,"33470000"
"1032",2013-01-22,7291.85,7339.63,7340.71,7280.44,"42080000"
"1033",2013-01-23,7391.95,7329.45,7406.46,7325.75,"53750000"
"1034",2013-01-24,7457.74,7391.63,7465.76,7380.39,"51440000"
"1035",2013-01-25,7458.66,7443.19,7468.38,7435.83,"40080000"
"1036",2013-01-28,7483.95,7470.91,7495.83,7462.98,"35190000"
"1037",2013-01-29,7458.03,7460.21,7465.98,7414.07,"36410000"
"1038",2013-01-30,7387.9,7453.39,7456.47,7380.96,"40830000"
"1039",2013-01-31,7390.86,7385.87,7417.95,7343.81,"44840000"
"1040",2013-02-01,7420.35,7383.67,7440.87,7382.24,"43070000"
"1041",2013-02-04,7362.72,7427.56,7445.9,7362.31,"44760000"
"1042",2013-02-05,7404.63,7344.66,7423.06,7344.66,"45640000"
"1043",2013-02-06,7433.47,7398.42,7465.51,7387.63,"47580000"
"1044",2013-02-07,7337.05,7408,7427.41,7336.76,"44260000"
"1045",2013-02-08,7395.97,7357.61,7406.27,7354.56,"36030000"
"1046",2013-02-11,7407.6,7406.63,7429.43,7392.29,"31540000"
"1047",2013-02-12,7427.06,7425.71,7433.98,7394.84,"34980000"
"1048",2013-02-13,7482.22,7442.69,7497.67,7439.91,"38450000"
"1049",2013-02-14,7482.2,7465.26,7488.42,7439.32,"58540000"
"1050",2013-02-15,7500.57,7504.6,7524.88,7487.8,"82690000"
"1051",2013-02-18,7497.23,7493.25,7504.39,7476.57,"22090000"
"1052",2013-02-19,7579.5,7493.02,7579.5,7491.08,"31860000"
"1053",2013-02-20,7626.01,7571.21,7635.12,7567.1,"39610000"
"1054",2013-02-21,7505.71,7609.03,7616.26,7505.71,"56400000"
"1055",2013-02-22,7554.38,7512.04,7563.69,7510.57,"35820000"
"1056",2013-02-25,7594.35,7577.34,7611.16,7568.71,"50840000"
"1057",2013-02-26,7449.98,7445.8,7499.56,7439.82,"70220000"
"1058",2013-02-27,7484.99,7482.08,7491.9,7423.62,"42680000"
"1059",2013-02-28,7593.67,7510.05,7598.47,7505.01,"50990000"
"1060",2013-03-01,7601.99,7577.99,7619.07,7548.73,"59140000"
"1061",2013-03-04,7590.52,7584.46,7596.99,7571,"40580000"
"1062",2013-03-05,7718.46,7629.7,7729.43,7629.13,"58330000"
"1063",2013-03-06,7698.72,7719.79,7748.69,7689.21,"42660000"
"1064",2013-03-07,7708.96,7700.4,7720.51,7682.3,"39240000"
"1065",2013-03-08,7744.84,7730.28,7776,7722.38,"48960000"
"1066",2013-03-11,7758.65,7732.58,7760.22,7720.42,"32290000"
"1067",2013-03-12,7802.93,7749.23,7806.61,7746.51,"33530000"
"1068",2013-03-13,7780.88,7799.38,7801.6,7758.12,"45630000"
"1069",2013-03-14,7842.85,7806.81,7845.34,7802.14,"54480000"
"1070",2013-03-15,7864.39,7859.51,7874.21,7829.57,"100920000"
"1071",2013-03-18,7830.37,7774.42,7842.41,7770.35,"43300000"
"1072",2013-03-19,7789.6,7814.26,7842.59,7777.83,"45680000"
"1073",2013-03-20,7847.7,7820.31,7862.64,7813.96,"40120000"
"1074",2013-03-21,7762.3,7855.35,7858.44,7757.09,"37480000"
"1075",2013-03-22,7744.33,7752.03,7777.91,7720.82,"36290000"
"1076",2013-03-25,7758.22,7787.82,7812.4,7750.1,"39820000"
"1077",2013-03-26,7800.05,7766.2,7807.35,7741.21,"34770000"
"1078",2013-03-27,7780.17,7817.53,7821.66,7724.11,"38780000"
"1079",2013-03-28,7813.67,7790.96,7840.98,7781.09,"34970000"
"1080",2013-04-02,7899.3,7801.17,7913.73,7800.38,"42880000"
"1081",2013-04-03,7875.1,7900.29,7946.86,7869.51,"38930000"
"1082",2013-04-04,7762.65,7890.13,7892.95,7753,"42230000"
"1083",2013-04-05,7641.11,7767.29,7769.06,7596.93,"51860000"
"1084",2013-04-08,7691.84,7648.35,7710.62,7640.22,"38310000"
"1085",2013-04-09,7653.95,7725.09,7731.27,7638.67,"46330000"
"1086",2013-04-10,7771.37,7671.53,7783.19,7670.19,"44070000"
"1087",2013-04-11,7815.28,7770.97,7825.37,7767.41,"40510000"
"1088",2013-04-12,7760.6,7800.44,7813.96,7734.63,"47100000"
"1089",2013-04-15,7754.73,7744.18,7764.88,7682.32,"43870000"
"1090",2013-04-16,7717.6,7724.15,7758.09,7652.4,"4.8e+07"
"1091",2013-04-17,7533.81,7747.34,7754.07,7516.55,"60310000"
"1092",2013-04-18,7578.97,7511.28,7614.32,7482.92,"60200000"
"1093",2013-04-19,7618.76,7610.22,7645.53,7573.14,"53890000"
"1094",2013-04-22,7609.1,7666.06,7680.59,7602.1,"55930000"
"1095",2013-04-23,7802.48,7646.77,7806.19,7645.9,"63120000"
"1096",2013-04-24,7859.63,7823.88,7865.33,7810.69,"51630000"
"1097",2013-04-25,7901.24,7859.67,7916.06,7807.67,"46490000"
"1098",2013-04-26,7856.32,7875.34,7882.25,7841.36,"32570000"
"1099",2013-04-29,7901.73,7870.61,7922.9,7868.57,"31220000"
"1100",2013-04-30,7906.21,7943.81,7955.39,7874.15,"79210000"
"1101",2013-05-02,7902.21,7867.73,7902.95,7850.86,"47250000"
"1102",2013-05-03,7937.61,7904.34,7967.78,7871.84,"39840000"
"1103",2013-05-06,7927.34,7926.01,7943.27,7907.19,"20070000"
"1104",2013-05-07,7977.54,7941.1,8002.17,7933.23,"39260000"
"1105",2013-05-08,8093.02,7986.28,8102.84,7983.92,"48870000"
"1106",2013-05-10,8177.85,8109.52,8181.52,8105.08,"51710000"
"1107",2013-05-13,8147.68,8175.3,8181.26,8108.23,"42940000"
"1108",2013-05-14,8187.75,8171.7,8193.13,8125.79,"38800000"
"1109",2013-05-15,8313.08,8216.38,8325.9,8210.77,"45990000"
"1110",2013-05-16,8256.15,8314.04,8344.95,8248.14,"42150000"
"1111",2013-05-17,8280.25,8252.34,8281.86,8200.91,"51070000"
"1112",2013-05-21,8318.42,8279.9,8318.42,8222.42,"51870000"
"1113",2013-05-22,8407.61,8341.67,8411.3,8297.83,"54860000"
"1114",2013-05-23,8168.52,8245.62,8263.22,8137.69,"63920000"
"1115",2013-05-24,8168.78,8205.19,8236.75,8137.33,"44720000"
"1116",2013-05-27,8163.05,8177.99,8190.43,8137.45,"21550000"
"1117",2013-05-28,8221.22,8213,8240.2,8207.41,"44230000"
"1118",2013-05-29,8028.64,8206.44,8208.54,8024.31,"51110000"
"1119",2013-05-30,8021.57,7996.23,8065.89,7986.6,"39740000"
"1120",2013-05-31,7947.01,8027.55,8031.34,7913.02,"67020000"
"1121",2013-06-03,7780.98,7816.46,7895.59,7780.98,"52920000"
"1122",2013-06-04,7875.68,7802.69,7914.2,7798.65,"42100000"
"1123",2013-06-05,7747.84,7824.6,7879.4,7731.16,"46180000"
"1124",2013-06-06,7622.74,7725.37,7760,7622.74,"48650000"
"1125",2013-06-07,7784.84,7624.31,7790.05,7599.53,"55570000"
"1126",2013-06-10,7790.55,7758.8,7835.05,7754.07,"29220000"
"1127",2013-06-11,7673.01,7751.19,7755.14,7618.41,"47790000"
"1128",2013-06-12,7656.83,7658.28,7735.14,7652.05,"39690000"
"1129",2013-06-13,7627.53,7546.1,7636.07,7525.51,"48580000"
"1130",2013-06-14,7635.96,7655.01,7678.07,7617.73,"35200000"
"1131",2013-06-17,7729.71,7685.46,7759.86,7677.23,"37310000"
"1132",2013-06-18,7699.74,7719.42,7737.54,7695.08,"33520000"
