"","S&P TSX Composite (GSPTSE)_history.csv Date","S&P TSX Composite (GSPTSE)_history.csv Price","S&P TSX Composite (GSPTSE)_history.csv Open","S&P TSX Composite (GSPTSE)_history.csv High","S&P TSX Composite (GSPTSE)_history.csv Low","S&P TSX Composite (GSPTSE)_history.csv Volume"
"458",2010-10-28,12564.09,12611.13,12620.95,12504.8,"190640000"
"459",2010-10-29,12676.24,12560.29,12681.92,12561.38,"184430000"
"460",2010-11-01,12664.81,12725.9,12759.06,12639.79,"158680000"
"461",2010-11-02,12681.42,12718.92,12721.49,12660.46,"159420000"
"462",2010-11-03,12671.12,12685.39,12703.9,12569.44,"232230000"
"463",2010-11-04,12878.79,12831.11,12921.27,12676,"301960000"
"464",2010-11-05,12925.11,12894.56,13001.16,12881.2,"272720000"
"465",2010-11-08,13052.48,12940.31,13052.48,12923.96,"222270000"
"466",2010-11-09,12916.63,13109.32,13114.05,12877.55,"292260000"
"467",2010-11-10,12942.64,12905.02,12942.64,12786.97,"257640000"
"468",2010-11-11,12934.74,12925.08,12941.94,12850.75,"201990000"
"469",2010-11-12,12749.24,12838.35,12934.23,12661.88,"259860000"
"470",2010-11-15,12735.41,12757.54,12820.38,12712.62,"177640000"
"471",2010-11-16,12602.23,12663.53,12726.55,12501.82,"235130000"
"472",2010-11-17,12657.83,12556.83,12673.4,12542.41,"177500000"
"473",2010-11-18,12870.01,12769.64,12903.25,12684.62,"215550000"
"474",2010-11-19,12956.33,12835.44,12967.47,12813.8,"175930000"
"475",2010-11-22,12929.01,12931.77,12964,12850.75,"160170000"
"476",2010-11-23,12793.75,12858.62,12929.01,12780.89,"211520000"
"477",2010-11-24,12901.99,12843.9,12901.99,12795.68,"191360000"
"478",2010-11-25,12945.81,12912.12,12945.81,12902.21,"73680000"
"479",2010-11-26,12892.71,12865.91,12917.62,12845.37,"151960000"
"480",2010-11-29,12895.65,12888.13,12930.29,12783.42,"208340000"
"481",2010-11-30,12952.88,12882.83,13032.45,12883.27,"330680000"
"482",2010-12-01,13148.35,13067.03,13154.42,12952.88,"269400000"
"483",2010-12-02,13163.53,13139.71,13190.7,13132.02,"252670000"
"484",2010-12-03,13178.95,13134.75,13196.52,13135.67,"300830000"
"485",2010-12-06,13276.01,13207.2,13276.01,13181.29,"207720000"
"486",2010-12-07,13250.67,13368.82,13367.6,13240.48,"249670000"
"487",2010-12-08,13152,13211.27,13234.29,13132.44,"239690000"
"488",2010-12-09,13166.94,13221.79,13224.99,13144.32,"201100000"
"489",2010-12-10,13239.47,13163.34,13253.43,13166.02,"188780000"
"490",2010-12-13,13295.86,13290.27,13360.11,13256.59,"215550000"
"491",2010-12-14,13280.08,13313.94,13328.41,13241.71,"210580000"
"492",2010-12-15,13229.07,13233.98,13281.02,13168.05,"236640000"
"493",2010-12-16,13181.23,13205.29,13223.71,13122.92,"209990000"
"494",2010-12-17,13201.46,13194.61,13220.47,13094.05,"431220000"
"495",2010-12-20,13193.28,13231.49,13262.76,13193.28,"173580000"
"496",2010-12-21,13365.15,13240.77,13365.15,13194.66,"1.59e+08"
"497",2010-12-22,13380.7,13380.75,13397.29,13349.72,"150810000"
"498",2010-12-23,13371.2,13353.92,13397.01,13316.6,"119630000"
"499",2010-12-24,13383.16,13371.43,13394.39,13366.58,"18250000"
"500",2010-12-29,13449.17,13413.17,13449.81,13383.16,"108950000"
"501",2010-12-30,13434.41,13449.77,13493.64,13400.71,"95730000"
"502",2010-12-31,13443.22,13416.53,13465.46,13382.97,"80430000"
"503",2011-01-04,13402.31,13530.35,13529.98,13326.7,"203990000"
"504",2011-01-05,13395.99,13365.33,13400.03,13301.15,"226950000"
"505",2011-01-06,13311.67,13407.56,13413.18,13290.89,"225910000"
"506",2011-01-07,13272.3,13263.08,13329.64,13233.32,"208030000"
"507",2011-01-10,13245.12,13291.61,13295.37,13139.5,"179380000"
"508",2011-01-11,13401.05,13341.9,13421.81,13245.12,"248490000"
"509",2011-01-12,13460.21,13467.43,13497.68,13402.27,"270390000"
"510",2011-01-13,13401.48,13492.26,13505.44,13383.53,"279590000"
"511",2011-01-14,13464.06,13408.89,13464.06,13376.14,"245390000"
"512",2011-01-17,13440.11,13427.11,13472.99,13424.38,"93110000"
"513",2011-01-18,13559.2,13486.19,13565.62,13440.69,"2.88e+08"
"514",2011-01-19,13439.04,13570.06,13572.32,13411.45,"219380000"
"515",2011-01-20,13331.32,13362.41,13429.5,13238.89,"260260000"
"516",2011-01-21,13258.57,13355.29,13408.01,13258.57,"406150000"
"517",2011-01-24,13347.58,13313.74,13369.33,13264.72,"185930000"
"518",2011-01-25,13259.63,13322.4,13347.04,13192.72,"253730000"
"519",2011-01-26,13465.75,13300.27,13477.93,13259.63,"252210000"
"520",2011-01-27,13410.2,13473.01,13497.2,13397.46,"215480000"
"521",2011-01-28,13437.58,13406.42,13497.55,13406.03,"234650000"
"522",2011-01-31,13551.99,13449.74,13588.47,13438.38,"231290000"
"523",2011-02-01,13712.62,13617.7,13714.49,13552.27,"253790000"
"524",2011-02-02,13680.29,13729.09,13731.3,13673.14,"193310000"
"525",2011-02-03,13841.35,13733.05,13844.11,13683.46,"287570000"
"526",2011-02-04,13791.85,13843.51,13863.13,13778.1,"212050000"
"527",2011-02-07,13811.93,13854.06,13872.13,13791.81,"240760000"
"528",2011-02-08,13892.52,13841.3,13909.84,13786.4,"219470000"
"529",2011-02-09,13784.3,13892.3,13905.41,13774.77,"218830000"
"530",2011-02-10,13840.57,13741.62,13848.59,13692.79,"210190000"
"531",2011-02-11,13766.76,13823.82,13854.01,13766.76,"190410000"
"532",2011-02-14,13910.77,13835.11,13923.42,13776.6,"198350000"
"533",2011-02-15,13929.35,13944.79,13971.83,13910.7,"202770000"
"534",2011-02-16,14059.18,13980.12,14092.29,13929.61,"220110000"
"535",2011-02-17,14136.15,14068.66,14136.15,14018.64,"221040000"
"536",2011-02-18,14123.11,14153.55,14156.37,14094.72,"242270000"
"537",2011-02-22,13963.68,14155.57,14160.7,13946.22,"247890000"
"538",2011-02-23,13956.19,13983.34,14080.89,13951.17,"256080000"
"539",2011-02-24,13867.31,13994.16,14034.62,13810.54,"249330000"
"540",2011-02-25,14052.13,13950.39,14052.13,13885.87,"252050000"
"541",2011-02-28,14136.5,14083.01,14159.94,14053.12,"287670000"
"542",2011-03-01,14122.85,14167.01,14213.21,14092.35,"237700000"
"543",2011-03-02,14144.02,14123.16,14160.91,14093.02,"210060000"
"544",2011-03-03,14214.72,14184.03,14220.22,14143.88,"248630000"
"545",2011-03-04,14252.77,14260.26,14280.62,14214.53,"203110000"
"546",2011-03-07,14092.35,14303.29,14329.49,14077.63,"211330000"
"547",2011-03-08,14012.97,14130.57,14110.38,13973.62,"222440000"
"548",2011-03-09,13884.71,14014.22,14031.85,13840.38,"235820000"
"549",2011-03-10,13638.58,13746.69,13884.43,13578.27,"236810000"
"550",2011-03-11,13674.25,13477.97,13709.38,13477.4,"190930000"
"551",2011-03-14,13619.19,13545.01,13673.88,13511.23,"249150000"
"552",2011-03-15,13546.96,13275.44,13604.05,13237.93,"333460000"
"553",2011-03-16,13524.82,13541.05,13680.87,13430.79,"302400000"
"554",2011-03-17,13746.15,13682.75,13755.38,13524.82,"242800000"
"555",2011-03-18,13789.63,13819.63,13875.7,13746.32,"352300000"
"556",2011-03-21,14013.7,13919.01,14016.74,13812.33,"184430000"
"557",2011-03-22,14000,14008.31,14035.05,13967.39,"183080000"
"558",2011-03-23,14087.18,14017.34,14100.13,13985.59,"209490000"
"559",2011-03-24,14029.37,14084.44,14107.02,14015.25,"206260000"
"560",2011-03-25,14039.39,14014.2,14130.41,14015.21,"185200000"
"561",2011-03-28,13892.73,14003.62,14036.54,13888.67,"177980000"
"562",2011-03-29,13930.35,13890.99,13961.01,13843.39,"181050000"
"563",2011-03-30,14083.58,14007.47,14095.98,13934.47,"234490000"
"564",2011-03-31,14116.1,14154.43,14166.6,14083.66,"253330000"
"565",2011-04-01,14130.15,14118.21,14181.48,14116.79,"240070000"
"566",2011-04-04,14218.35,14212.66,14248.73,14145.45,"226200000"
"567",2011-04-05,14270.53,14201.21,14270.53,14187.94,"233510000"
"568",2011-04-06,14202.65,14315.36,14314.45,14139.45,"234210000"
"569",2011-04-07,14107.77,14181.86,14215.61,14096.87,"194130000"
"570",2011-04-08,14208.43,14195.04,14229.8,14107.77,"205880000"
"571",2011-04-11,13996.86,14187.78,14208.04,13933.06,"177510000"
"572",2011-04-12,13801.4,13902.5,13996.19,13720.1,"229060000"
"573",2011-04-13,13833.64,13882.44,13947.19,13805.06,"231920000"
"574",2011-04-14,13821.8,13807.5,13848.19,13781.82,"184420000"
"575",2011-04-15,13799.12,13824.82,13889.49,13798.26,"183780000"
"576",2011-04-18,13702.33,13738.75,13798.46,13584.55,"183790000"
"577",2011-04-19,13736.83,13688.33,13756.33,13671.73,"174830000"
"578",2011-04-20,13897.48,13866.73,13921.27,13737.96,"177960000"
"579",2011-04-21,13972.02,13946.86,13977.51,13898.34,"145020000"
"580",2011-04-25,13907.32,13983.3,13997.9,13888.27,"191200000"
"581",2011-04-26,13909.1,13896.75,13926.15,13871.24,"193030000"
"582",2011-04-27,13892.57,13941.08,13942.95,13770.81,"244520000"
"583",2011-04-28,13894.4,13891.57,13936.68,13848.32,"175470000"
"584",2011-04-29,13944.79,13872.2,13945.7,13861.43,"197820000"
"585",2011-05-02,13934.51,13944.79,14089.1,13893.01,"15910000"
"586",2011-05-03,13692.37,13912.23,13931.73,13618.76,"24580000"
"587",2011-05-04,13611.32,13676.53,13694.34,13499.77,"214500000"
"588",2011-05-05,13455.38,13521.73,13606.9,13415.95,"235270000"
"589",2011-05-06,13566.6,13513.23,13615.47,13456.57,"208960000"
"590",2011-05-09,13677.13,13628.29,13678.9,13561.4,"175740000"
"591",2011-05-10,13642.06,13702.98,13690.71,13632.49,"168170000"
"592",2011-05-11,13419.74,13597.18,13641.68,13386.94,"221130000"
"593",2011-05-12,13389.42,13340.64,13440.8,13264.8,"270590000"
"594",2011-05-13,13377.16,13424.72,13439.94,13341.4,"171970000"
"595",2011-05-16,13391.35,13360.6,13519.19,13337.96,"184640000"
"596",2011-05-17,13441.06,13368.69,13472.79,13348.97,"225330000"
"597",2011-05-18,13607.25,13513.61,13646.26,13446.32,"214280000"
"598",2011-05-19,13625.09,13624.2,13646.76,13566.94,"205300000"
"599",2011-05-20,13652.27,13591.37,13682.94,13537.6,"202870000"
"600",2011-05-24,13595.12,13631.7,13691.09,13584.45,"200120000"
"601",2011-05-25,13751.47,13578.22,13768.23,13582.79,"173710000"
"602",2011-05-26,13775.9,13692.86,13775.9,13671.03,"228210000"
"603",2011-05-27,13797.59,13777.5,13856.49,13781.73,"254040000"
"604",2011-05-30,13829.66,13810.57,13856.15,13796.21,"86700000"
"605",2011-05-31,13802.88,13892.06,13901.56,13737.57,"275440000"
"606",2011-06-01,13527.88,13806.13,13823.43,13527.88,"222840000"
"607",2011-06-02,13519.5,13555.87,13622.68,13457.87,"188480000"
"608",2011-06-03,13517.91,13388.86,13532.52,13365.42,"182500000"
"609",2011-06-06,13318.66,13517.49,13538.12,13284.64,"157090000"
"610",2011-06-07,13282.92,13320.07,13392.01,13272.92,"195370000"
"611",2011-06-08,13183.79,13223.57,13288.73,13161.36,"225590000"
"612",2011-06-09,13255.74,13202.51,13266.67,13164.81,"206090000"
"613",2011-06-10,13084,13179.58,13242.72,13008.75,"164130000"
"614",2011-06-13,12939.72,13050.24,13085.75,12906.38,"172660000"
"615",2011-06-14,13097.82,13004.29,13122.37,12947.65,"223180000"
"616",2011-06-15,12972.03,13012.12,13082.26,12938.38,"205170000"
"617",2011-06-16,12853.13,12964,12994.81,12834.64,"209640000"
"618",2011-06-17,12789.95,12852.48,12948.75,12789.95,"346480000"
"619",2011-06-20,12857.7,12788.96,12872.84,12763.54,"197590000"
"620",2011-06-21,13063.32,12901.44,13085.36,12860.65,"277600000"
"621",2011-06-22,13060.56,13050.02,13160.9,13041.74,"226690000"
"622",2011-06-23,12979.58,12928.22,13060.56,12838.81,"210390000"
"623",2011-06-24,12908.89,13017.61,13014.22,12893.8,"143880000"
"624",2011-06-27,12966.49,12886,12974.79,12858.37,"162640000"
"625",2011-06-28,13104.98,12996.86,13112.04,12966.49,"179190000"
"626",2011-06-29,13188.94,13155.68,13233.76,13069.45,"200240000"
"627",2011-06-30,13300.87,13219.51,13301.68,13189.56,"190150000"
"628",2011-07-04,13386.49,13315.42,13413.96,13297.68,"104950000"
"629",2011-07-05,13425.3,13423.79,13474.1,13395.7,"244400000"
"630",2011-07-06,13403.1,13450.9,13454.97,13371.28,"225540000"
"631",2011-07-07,13406,13459.56,13474.89,13396.46,"169600000"
"632",2011-07-08,13371.7,13368.44,13410.74,13335.62,"127950000"
"633",2011-07-11,13179.75,13339.52,13370.24,13134.73,"155020000"
"634",2011-07-12,13234.07,13101.89,13272.8,13107.63,"181690000"
"635",2011-07-13,13324.94,13268.59,13428.48,13243.93,"217840000"
"636",2011-07-14,13252.92,13397.69,13399.94,13221.99,"173920000"
"637",2011-07-15,13299.54,13308.24,13337.24,13252.92,"155730000"
"638",2011-07-18,13254.14,13291.43,13338.21,13210.14,"160500000"
"639",2011-07-19,13332.92,13284.12,13346.4,13261.11,"212810000"
"640",2011-07-20,13340.83,13348.87,13374.38,13312.92,"223660000"
"641",2011-07-21,13434.3,13371.07,13469.11,13345.06,"205530000"
"642",2011-07-22,13494.63,13473.65,13516.17,13438.99,"171350000"
"643",2011-07-25,13435.95,13451.46,13486.31,13413.01,"162650000"
"644",2011-07-26,13300.56,13413.88,13429.15,13286.92,"178840000"
"645",2011-07-27,13032.67,13261.32,13299.11,13032.67,"192960000"
"646",2011-07-28,13047.78,12997.22,13107.01,12931.17,"198580000"
"647",2011-07-29,12945.63,12983.46,13039.09,12858.39,"169300000"
"648",2011-08-02,12752.32,13010.58,12996.1,12751.25,"204530000"
"649",2011-08-03,12816.03,12742.02,12816.42,12567.7,"263170000"
"650",2011-08-04,12380.13,12764.12,12815.2,12322.06,"349170000"
"651",2011-08-05,12162.17,12356.74,12400.09,11894.7,"347260000"
"652",2011-08-08,11670.96,11746.98,12159.67,11617.81,"391280000"
"653",2011-08-09,12109.26,11786.13,12109.26,11663.28,"422380000"
"654",2011-08-10,12198.89,12126.21,12307.87,11916.81,"327940000"
"655",2011-08-11,12539.8,12183.35,12543.81,12063.84,"306680000"
"656",2011-08-12,12542.2,12638.29,12603.54,12501.49,"192820000"
"657",2011-08-15,12683.61,12626.85,12710.08,12550.86,"185100000"
"658",2011-08-16,12530.71,12623.68,12668.81,12487.33,"220350000"
"659",2011-08-17,12579.61,12595.7,12715.04,12542.26,"202290000"
"660",2011-08-18,12186.71,12388.98,12545.11,12122.43,"237560000"
"661",2011-08-19,12007.47,12053.44,12261.69,11988.57,"240210000"
"662",2011-08-22,12068.36,12235.94,12218.03,12041.71,"190170000"
"663",2011-08-23,12338.33,12111.72,12338.44,12025.9,"267430000"
"664",2011-08-24,12343.81,12311.16,12410.01,12225.89,"206580000"
"665",2011-08-25,12284.31,12360.89,12379.32,12221.72,"178360000"
"666",2011-08-26,12327.51,12208.02,12339.84,12066.96,"170610000"
"667",2011-08-29,12504.85,12433.54,12523.92,12340.52,"172830000"
"668",2011-08-30,12634.71,12530.2,12664.72,12460.5,"196730000"
"669",2011-08-31,12768.7,12690.21,12778.42,12640.42,"286670000"
"670",2011-09-01,12700.74,12770.65,12798.53,12689.26,"237900000"
"671",2011-09-02,12602.41,12566.24,12700.74,12556.68,"180310000"
"672",2011-09-06,12518.54,12406.08,12596.51,12355.92,"221620000"
"673",2011-09-07,12720.56,12570.44,12720.56,12514.84,"188970000"
"674",2011-09-08,12683.96,12654.06,12745.14,12659.3,"177330000"
"675",2011-09-09,12387.54,12589.12,12674.6,12361.05,"201760000"
"676",2011-09-12,12148.83,12213.95,12387.54,12041.61,"212100000"
"677",2011-09-13,12205.48,12187.73,12248.63,12139.04,"221930000"
"678",2011-09-14,12293.38,12275.32,12372.89,12165.26,"211700000"
"679",2011-09-15,12424.84,12369.83,12428.09,12293.38,"198100000"
"680",2011-09-16,12263.71,12436.68,12466.8,12263.71,"497600000"
"681",2011-09-19,12172.04,12187.11,12263.83,12117.77,"158450000"
"682",2011-09-20,12209.88,12203.16,12356.82,12168.54,"216520000"
"683",2011-09-21,11955.01,12203.18,12230.8,11948.4,"230030000"
"684",2011-09-22,11562.51,11653.06,11944.22,11420.35,"389200000"
"685",2011-09-23,11462.87,11373.14,11557.58,11355.82,"290860000"
"686",2011-09-26,11707.19,11487.07,11707.19,11293.63,"261490000"
"687",2011-09-27,11821.09,11940.27,12057.95,11710.76,"277820000"
"688",2011-09-28,11585.87,11868.38,11866.82,11569.04,"229590000"
"689",2011-09-29,11686.32,11721.35,11754.62,11547.72,"257830000"
"690",2011-09-30,11623.84,11565.78,11685.08,11535.22,"257340000"
"691",2011-10-03,11251.84,11516.86,11623.46,11221.21,"230270000"
"692",2011-10-04,11177.91,11049.74,11242.14,10848.19,"299570000"
"693",2011-10-05,11457.22,11215.83,11509.22,11135.52,"271720000"
"694",2011-10-06,11780.07,11530.63,11782.68,11458.82,"260300000"
"695",2011-10-07,11588.36,11816.49,11819.55,11574.12,"198450000"
"696",2011-10-11,11875.55,11846.43,11890.2,11596.9,"316410000"
"697",2011-10-12,12029.96,11956.71,12094.65,11887.17,"263440000"
"698",2011-10-13,11911.89,11990.52,12029.91,11830.04,"206240000"
"699",2011-10-14,12081.73,12031.57,12081.73,11926.55,"222920000"
"700",2011-10-17,11923.04,12067.69,12084.05,11891.36,"158830000"
"701",2011-10-18,12053.11,11867.5,12066.18,11755.85,"204170000"
"702",2011-10-19,11849.5,12015.17,12051.02,11832.24,"202470000"
"703",2011-10-20,11830.33,11794.34,11898.44,11697.53,"196840000"
"704",2011-10-21,11949.49,11982.73,11993.9,11876.87,"185070000"
"705",2011-10-24,12162.28,12005.66,12162.28,11957,"231500000"
"706",2011-10-25,12109.75,12173.75,12230.82,12030.09,"286070000"
"707",2011-10-26,12186.06,12172.43,12208.07,12052.53,"236790000"
"708",2011-10-27,12465.44,12425.26,12526.29,12186.06,"330550000"
"709",2011-10-28,12519.51,12427.18,12541.84,12415.46,"239910000"
"710",2011-10-31,12252.06,12416.88,12510.84,12252.06,"290370000"
"711",2011-11-01,12115.1,11963.21,12244.49,11913.72,"295020000"
"712",2011-11-02,12241.76,12210.72,12325.77,12138.79,"210860000"
"713",2011-11-03,12468.35,12347.35,12471.39,12237.26,"258620000"
"714",2011-11-04,12408.25,12432.56,12470.04,12308.21,"190780000"
"715",2011-11-07,12461.98,12416.16,12485.2,12402.65,"205590000"
"716",2011-11-08,12488.85,12507.03,12542.58,12431.45,"199380000"
"717",2011-11-09,12156.22,12314.61,12437.17,12156.1,"222080000"
"718",2011-11-10,12108.87,12218.82,12260.3,12025.57,"192240000"
"719",2011-11-11,12276.85,12198.89,12321.45,12116.4,"165640000"
"720",2011-11-14,12224.19,12276.85,12342.03,12157.68,"136410000"
"721",2011-11-15,12229.27,12189.97,12258.04,12147.86,"182340000"
"722",2011-11-16,12174.36,12189.27,12295.32,12163.35,"264220000"
"723",2011-11-17,11915.43,12152.86,12162.72,11878.68,"222260000"
"724",2011-11-18,11892.44,11982.36,11994.41,11876.49,"208880000"
"725",2011-11-21,11784.72,11751.31,11892.44,11636.12,"196260000"
"726",2011-11-22,11795.19,11801.71,11842.37,11730.64,"199920000"
"727",2011-11-23,11571.71,11689.64,11780.85,11540.23,"189950000"
"728",2011-11-24,11485.32,11595.95,11604.63,11470.28,"48900000"
"729",2011-11-25,11462.06,11465.4,11536.77,11420.78,"114690000"
"730",2011-11-28,11640.21,11672.01,11741.29,11462.06,"186590000"
"731",2011-11-29,11732.5,11654.43,11766.54,11638.48,"222460000"
"732",2011-11-30,12204.11,11966.42,12204.17,11798.64,"282700000"
"733",2011-12-01,12113.29,12174.09,12215.21,12088.23,"2.01e+08"
"734",2011-12-02,12075.09,12225.42,12229.9,12061.68,"195800000"
"735",2011-12-05,12119.33,12152.06,12268.91,12076.17,"188980000"
"736",2011-12-06,12081.25,12092.75,12162.29,12010.45,"294250000"
"737",2011-12-07,12148.73,12071.91,12167.13,11997.28,"234980000"
"738",2011-12-08,11951.79,12067.64,12117.82,11916.96,"236450000"
"739",2011-12-09,12034.75,11964.55,12068.34,11957.96,"168920000"
"740",2011-12-12,11907.89,11905.85,12034.42,11805.8,"223750000"
"741",2011-12-13,11759.94,11913.58,11987.47,11688.23,"225190000"
"742",2011-12-14,11543.05,11671.2,11750.67,11496.65,"258370000"
"743",2011-12-15,11504.42,11610,11630.6,11468.7,"212930000"
"744",2011-12-16,11635.38,11520.72,11667.32,11508.17,"465640000"
"745",2011-12-19,11539.7,11659.78,11666.86,11507.62,"200570000"
"746",2011-12-20,11716.88,11627.01,11753.5,11573.36,"278010000"
"747",2011-12-21,11753.53,11718.08,11768.8,11670.23,"227280000"
"748",2011-12-22,11876.48,11766.22,11879.99,11743.94,"172970000"
"749",2011-12-23,11926.67,11900.61,11949.08,11884.18,"122280000"
"750",2011-12-28,11728.41,11893.36,11916.95,11709.77,"98270000"
"751",2011-12-29,11841.7,11703.18,11842.06,11703.87,"95630000"
"752",2011-12-30,11955.09,11837.54,11959.81,11839.67,"94680000"
"753",2012-01-03,12208.43,12097.23,12216.76,11955.94,"162330000"
"754",2012-01-04,12226.47,12189.71,12234.27,12154.04,"175580000"
"755",2012-01-05,12237.4,12196.24,12253.13,12137.11,"161560000"
"756",2012-01-06,12188.64,12241.82,12245.99,12148.31,"144780000"
"757",2012-01-09,12196.72,12194.98,12210.58,12150.68,"149900000"
"758",2012-01-10,12270.66,12320.66,12346.82,12198.35,"188410000"
"759",2012-01-11,12260.94,12268.42,12284.74,12228.74,"178800000"
"760",2012-01-12,12274.32,12279,12307.45,12227.57,"231830000"
"761",2012-01-13,12231.06,12216.68,12268.12,12116.98,"179580000"
"762",2012-01-16,12258.6,12232.6,12272.46,12226.6,"94800000"
"763",2012-01-17,12232.83,12302.52,12316.96,12198.88,"276860000"
"764",2012-01-18,12327.52,12209.7,12346.74,12218.98,"255760000"
"765",2012-01-19,12380.69,12378.82,12417.69,12335.39,"261850000"
"766",2012-01-20,12397.1,12361.51,12397.1,12354.04,"191750000"
"767",2012-01-23,12521.7,12433.04,12530.28,12408,"207740000"
"768",2012-01-24,12395.24,12454.49,12509.62,12355.24,"242250000"
"769",2012-01-25,12539.21,12375,12539.63,12326.8,"294330000"
"770",2012-01-26,12464.32,12591.12,12615.99,12424.69,"240860000"
"771",2012-01-27,12466.5,12430.32,12528.99,12443.99,"187540000"
"772",2012-01-30,12436.42,12371.65,12454.29,12338.25,"187570000"
"773",2012-01-31,12452.15,12518.53,12532.74,12366.74,"209440000"
"774",2012-02-01,12517.66,12510.67,12542.34,12463.76,"213030000"
"775",2012-02-02,12553.48,12515.22,12574.63,12497.94,"200590000"
"776",2012-02-03,12577.28,12580.68,12623.98,12553.48,"213280000"
"777",2012-02-06,12559.85,12547.18,12592.12,12521.56,"147980000"
"778",2012-02-07,12512.42,12568.9,12566.7,12424.75,"203800000"
"779",2012-02-08,12521.02,12543.8,12575.15,12469.46,"181280000"
"780",2012-02-09,12497.94,12521.05,12547.44,12461.88,"200220000"
"781",2012-02-10,12389.42,12403.02,12458.42,12328.92,"192170000"
"782",2012-02-13,12398.69,12428.36,12458.13,12382.41,"193320000"
"783",2012-02-14,12354.47,12380.98,12399.62,12291.76,"182820000"
"784",2012-02-15,12362.03,12390.12,12399.97,12328.45,"172740000"
"785",2012-02-16,12485.59,12333.06,12486.81,12326.79,"231210000"
"786",2012-02-17,12458.3,12516.83,12510.35,12428.9,"187920000"
"787",2012-02-21,12623.36,12538.58,12656.31,12468.97,"240740000"
"788",2012-02-22,12701.26,12639.2,12719.31,12618.55,"253710000"
"789",2012-02-23,12731.28,12695.87,12734.27,12657.73,"218670000"
"790",2012-02-24,12725.77,12741.98,12763.75,12710.64,"199610000"
"791",2012-02-27,12700.38,12703.3,12723.18,12624.14,"150060000"
"792",2012-02-28,12740.47,12695.21,12753.01,12678.64,"209890000"
"793",2012-02-29,12644.01,12757.08,12788.63,12602.47,"324590000"
"794",2012-03-01,12723.46,12642.98,12731.49,12644.96,"216690000"
"795",2012-03-02,12643.82,12713.9,12722.53,12621.89,"167510000"
"796",2012-03-05,12523.95,12630.35,12644.91,12507.31,"187670000"
"797",2012-03-06,12298.63,12406.6,12486.78,12249.85,"281230000"
"798",2012-03-07,12350.16,12311.16,12367.14,12237.69,"212820000"
"799",2012-03-08,12461.93,12430.61,12485.29,12359.18,"192370000"
"800",2012-03-09,12503.62,12476.09,12528.32,12457.53,"209220000"
"801",2012-03-12,12428.01,12492.98,12518.61,12408.25,"192770000"
"802",2012-03-13,12537.69,12424.03,12538.51,12425.76,"205100000"
"803",2012-03-14,12377.9,12519.02,12536.88,12354.14,"242910000"
"804",2012-03-15,12455.82,12376.55,12530.7,12372.73,"275880000"
"805",2012-03-16,12496.96,12467.12,12537.51,12455.03,"416620000"
"806",2012-03-19,12479.7,12494.61,12561.75,12475.46,"183860000"
"807",2012-03-20,12430.7,12422.11,12473.89,12336.89,"250580000"
"808",2012-03-21,12436.49,12427.24,12462.9,12380.85,"194590000"
"809",2012-03-22,12361.81,12354.79,12418.87,12335.37,"220250000"
"810",2012-03-23,12465.66,12376.87,12465.66,12364.26,"185970000"
"811",2012-03-26,12574.79,12535.58,12583.12,12486.77,"220260000"
"812",2012-03-27,12512.04,12595.35,12603.71,12498.77,"192300000"
"813",2012-03-28,12413.86,12470.96,12491.82,12354.85,"209310000"
"814",2012-03-29,12339.36,12379.6,12413.84,12194.53,"246980000"
"815",2012-03-30,12392.18,12391.61,12433.31,12333.11,"233370000"
"816",2012-04-02,12507.06,12381.48,12526.55,12373.43,"219840000"
"817",2012-04-03,12323.61,12465.3,12498.71,12284.61,"233990000"
