"","RTSI (IRTS)_history.csv Date","RTSI (IRTS)_history.csv Price","RTSI (IRTS)_history.csv Open","RTSI (IRTS)_history.csv High","RTSI (IRTS)_history.csv Low","RTSI (IRTS)_history.csv Volume"
"939",2012-10-02,1507.77,1513.81,1517.29,1496.63,
"940",2012-10-03,1492.3,1507.35,1508.16,1487.56,
"941",2012-10-04,1483.03,1492.3,1499.24,1472.63,
"942",2012-10-05,1508.72,1483.03,1521.49,1480.6,
"943",2012-10-08,1492.51,1508.72,1509.52,1481.99,
"944",2012-10-09,1494.16,1492.51,1504.47,1490.33,
"945",2012-10-10,1483.84,1493.87,1493.87,1480.65,
"946",2012-10-11,1490.41,1483.84,1495.73,1471.91,
"947",2012-10-12,1472.36,1490.41,1491.16,1467.1,
"948",2012-10-15,1466.82,1472.36,1484.22,1464.76,
"949",2012-10-16,1488.18,1466.82,1488.73,1466.82,
"950",2012-10-17,1513.96,1488.65,1520.63,1488.25,
"951",2012-10-18,1512.01,1513.96,1527.77,1503.76,
"952",2012-10-19,1494.44,1512.5,1516.96,1493.53,
"953",2012-10-22,1497.63,1494.36,1503.27,1484.1,
"954",2012-10-23,1456.73,1499.63,1499.63,1454.3,
"955",2012-10-24,1462.43,1457.07,1471.99,1444.38,
"956",2012-10-25,1456.91,1462.43,1474.23,1456.22,
"957",2012-10-26,1441.38,1456.85,1457.53,1426.27,
"958",2012-10-29,1435.05,1441.38,1442.76,1426.26,
"959",2012-10-30,1430.1,1435.05,1443.4,1426.47,
"960",2012-10-31,1433.96,1429.95,1448.33,1428.48,
"961",2012-11-01,1443.5,1433.96,1443.89,1415.38,
"962",2012-11-02,1444.19,1443.5,1454.58,1435.85,
"963",2012-11-06,1448.98,1444.19,1452.78,1436.1,
"964",2012-11-07,1426.94,1448.98,1464.82,1425.73,
"965",2012-11-08,1410.27,1426.94,1428.33,1396.11,
"966",2012-11-09,1397.86,1410.27,1410.27,1387.22,
"967",2012-11-12,1404.26,1397.86,1407.28,1390.39,
"968",2012-11-13,1363.63,1404.28,1406.56,1359.92,
"969",2012-11-14,1367.15,1363.67,1376.2,1356.47,
"970",2012-11-15,1381.58,1367.15,1382.96,1359.8,
"971",2012-11-16,1376.1,1381.58,1384.87,1365.97,
"972",2012-11-19,1399.7,1376.1,1402.65,1372.81,
"973",2012-11-20,1403.59,1399.7,1405.02,1394.39,
"974",2012-11-21,1420.97,1403.59,1422.6,1393.29,
"975",2012-11-22,1419.88,1420.97,1427.41,1417.96,
"976",2012-11-23,1432.24,1419.88,1432.44,1418.72,
"977",2012-11-26,1426.96,1432.24,1439.89,1422.38,
"978",2012-11-27,1417.6,1426.96,1440.32,1414.32,
"979",2012-11-28,1397.38,1417.6,1417.94,1395.57,
"980",2012-11-29,1420.35,1397.38,1424.86,1394.21,
"981",2012-11-30,1436.55,1420.35,1439.23,1415.7,
"982",2012-12-03,1451.69,1437.51,1452.42,1433.2,
"983",2012-12-04,1443.87,1451.69,1451.69,1436.17,
"984",2012-12-05,1469.54,1443.87,1473.92,1442.88,
"985",2012-12-06,1467,1469.54,1478.12,1464.03,
"986",2012-12-07,1471.09,1467,1472.27,1453.19,
"987",2012-12-10,1480.78,1473.86,1483.99,1468.37,
"988",2012-12-11,1484.5,1480.78,1489.07,1476.41,
"989",2012-12-12,1506.91,1484.53,1509.89,1484.53,
"990",2012-12-13,1499.68,1506.91,1512.25,1491.51,
"991",2012-12-14,1500.89,1499.68,1508.35,1494.5,
"992",2012-12-17,1491.21,1500.89,1508.18,1487.44,
"993",2012-12-18,1511.43,1491.21,1515.18,1489.31,
"994",2012-12-19,1517.39,1511.42,1524.77,1509.41,
"995",2012-12-20,1528.89,1517.39,1530.64,1503.46,
"996",2012-12-21,1512.18,1528.81,1529.84,1507.99,
"997",2012-12-24,1515.87,1512.23,1519.08,1509.14,
"998",2012-12-25,1513.74,1515.87,1520.29,1513.47,
"999",2012-12-26,1526.34,1513.74,1526.84,1511.55,
"1000",2012-12-27,1535.05,1526.34,1535.05,1523.23,
"1001",2012-12-28,1526.98,1535.05,1537.44,1520.79,
"1002",2013-01-01,1530.41,1530.41,1530.41,1530.41,
"1003",2013-01-08,1576.1,1526.98,1582.35,1526.98,
"1004",2013-01-09,1568.59,1576.1,1578.31,1564.09,
"1005",2013-01-10,1572,1568.59,1576.32,1568.59,
"1006",2013-01-11,1571.73,1572,1575.42,1565.57,
"1007",2013-01-14,1590.21,1571.73,1594.17,1569.66,
"1008",2013-01-15,1576.54,1590.21,1593.12,1576.54,
"1009",2013-01-16,1571.15,1576.54,1585.82,1562.16,
"1010",2013-01-17,1585.44,1571.15,1586.8,1571.13,
"1011",2013-01-18,1603.5,1585.44,1605.68,1584.97,
"1012",2013-01-21,1600.13,1603.44,1603.99,1594.09,
"1013",2013-01-22,1589.02,1600.13,1604.63,1580.8,
"1014",2013-01-23,1605.36,1589.02,1605.88,1587.88,
"1015",2013-01-24,1604.65,1605.36,1605.36,1585.01,
"1016",2013-01-25,1618.84,1604.66,1620.43,1597.75,
"1017",2013-01-28,1635.5,1618.84,1638.08,1615.04,
"1018",2013-01-29,1623.87,1635.5,1637,1618.96,
"1019",2013-01-30,1618.77,1623.87,1636.03,1612.42,
"1020",2013-01-31,1622.13,1618.71,1623.63,1608.46,
"1021",2013-02-01,1628.31,1621.71,1635.71,1620.31,
"1022",2013-02-04,1612.52,1628.26,1637.62,1610.94,
"1023",2013-02-05,1614.09,1612.52,1617.26,1599.47,
"1024",2013-02-06,1602.99,1614.09,1630.74,1599,
"1025",2013-02-07,1595.36,1602.99,1607.27,1592.43,
"1026",2013-02-08,1590.13,1595.36,1596.88,1577.74,
"1027",2013-02-11,1581.95,1590.13,1595.99,1581.7,
"1028",2013-02-12,1582.35,1581.95,1590.31,1574.3,
"1029",2013-02-13,1612.65,1582.35,1615.58,1582.35,
"1030",2013-02-14,1588.31,1612.55,1623.28,1582.85,
"1031",2013-02-15,1577.26,1588.31,1589.35,1567.81,
"1032",2013-02-18,1578.65,1577.26,1580.9,1566.41,
"1033",2013-02-19,1592.74,1578.65,1593.38,1577.86,
"1034",2013-02-20,1582.63,1592.74,1597.68,1582.24,
"1035",2013-02-21,1548.76,1582.63,1583.25,1545.4,
"1036",2013-02-22,1551.04,1545.59,1558.19,1544.36,
"1037",2013-02-25,1565.07,1551.04,1567.29,1549.05,
"1038",2013-02-26,1530.82,1565.07,1567.11,1524.46,
"1039",2013-02-27,1530.52,1531.66,1535.42,1525.56,
"1040",2013-02-28,1534.41,1530.38,1544.84,1529.76,
"1041",2013-03-01,1509.8,1534.41,1537.27,1505.68,
"1042",2013-03-04,1498.79,1509.8,1514.95,1494.71,
"1043",2013-03-05,1523.34,1498.79,1525.49,1498.46,
"1044",2013-03-06,1529.32,1523.34,1538.77,1523.34,
"1045",2013-03-07,1532.09,1529.32,1536.3,1527.61,
"1046",2013-03-11,1539.87,1532.09,1553.35,1531.83,
"1047",2013-03-12,1542.55,1539.87,1545.76,1530.67,
"1048",2013-03-13,1531.14,1542.55,1548.74,1528.93,
"1049",2013-03-14,1535.73,1531.14,1540.39,1524.95,
"1050",2013-03-15,1537.66,1535.73,1556.58,1535.19,
"1051",2013-03-18,1494.3,1537.66,1538.91,1477.81,
"1052",2013-03-19,1478.82,1494.3,1501.77,1477.7,
"1053",2013-03-20,1489.34,1478.82,1490.95,1465.86,
"1054",2013-03-21,1485.73,1489.34,1496.06,1483.46,
"1055",2013-03-22,1470.91,1485.73,1487.06,1470.53,
"1056",2013-03-25,1458.8,1470.91,1493.82,1457.88,
"1057",2013-03-26,1445.46,1458.8,1461.76,1438.41,
"1058",2013-03-27,1446.04,1445.46,1455.63,1432.36,
"1059",2013-03-28,1454.72,1446.04,1455.18,1435.14,
"1060",2013-03-29,1460.04,1454.72,1460.31,1452.39,
"1061",2013-04-01,1445.57,1460.04,1460.04,1444.98,
"1062",2013-04-02,1440.1,1445.57,1452.31,1437.41,
"1063",2013-04-03,1425.99,1440.1,1441.15,1424.42,
"1064",2013-04-04,1419.45,1425.99,1432.26,1408.16,
"1065",2013-04-05,1411.09,1419.45,1425.4,1404.22,
"1066",2013-04-08,1419.63,1411.09,1428.27,1411.09,
"1067",2013-04-09,1439.46,1419.63,1441.66,1419.2,
"1068",2013-04-10,1453.81,1439.46,1459.72,1439.46,
"1069",2013-04-11,1433.08,1453.81,1457.05,1427.92,
"1070",2013-04-12,1405.47,1433.08,1433.87,1401.34,
"1071",2013-04-15,1366.53,1405.47,1409.29,1356.71,
"1072",2013-04-16,1356.65,1366.53,1373.77,1351.87,
"1073",2013-04-17,1327.92,1356.65,1369.69,1326.57,
"1074",2013-04-18,1327.55,1327.92,1346.53,1322.02,
"1075",2013-04-19,1336.46,1327.55,1349.71,1327.4,
"1076",2013-04-22,1329.14,1336.46,1353.41,1316.77,
"1077",2013-04-23,1333.89,1329.14,1334.62,1314.12,
"1078",2013-04-24,1375.4,1333.89,1376.36,1330.98,
"1079",2013-04-25,1387.98,1375.4,1394.98,1373.15,
"1080",2013-04-26,1382.22,1387.98,1388.35,1369.59,
"1081",2013-04-29,1387.54,1382.22,1389.89,1378.49,
"1082",2013-04-30,1407.21,1387.54,1408.37,1379.76,
"1083",2013-05-02,1387.47,1407.21,1407.29,1382.69,
"1084",2013-05-03,1429.86,1387.47,1429.86,1387.38,
"1085",2013-05-06,1432.15,1429.86,1437.79,1425.21,
"1086",2013-05-07,1451.84,1432.15,1454.06,1427.64,
"1087",2013-05-08,1452.17,1451.84,1456.8,1439.91,
"1088",2013-05-10,1429.78,1452.17,1457.3,1425.08,
"1089",2013-05-13,1422.29,1429.78,1433.48,1415.04,
"1090",2013-05-14,1412.69,1422.29,1431.68,1406.1,
"1091",2013-05-15,1391.01,1412.69,1426.85,1385.47,
"1092",2013-05-16,1380.58,1391.01,1397.47,1380.06,
"1093",2013-05-17,1405.34,1380.58,1409.01,1377.08,
"1094",2013-05-20,1417.05,1405.34,1424.87,1405.34,
"1095",2013-05-21,1433.02,1417.05,1437.11,1412.14,
"1096",2013-05-22,1461.93,1433.02,1471.56,1431.37,
"1097",2013-05-23,1400.84,1461.93,1463.84,1395.63,
"1098",2013-05-24,1388.52,1400.84,1413.73,1383.44,
"1099",2013-05-27,1385.08,1388.52,1395.36,1380.24,
"1100",2013-05-28,1399.11,1385.08,1409.64,1384.77,
"1101",2013-05-29,1360.06,1399.11,1402.57,1359.58,
"1102",2013-05-30,1350.42,1360.06,1369.5,1346.37,
"1103",2013-05-31,1331.43,1350.42,1362.81,1321.84,
"1104",2013-06-03,1319.01,1331.43,1337.08,1302.97,
"1105",2013-06-04,1322.39,1319.01,1343.25,1319.01,
"1106",2013-06-05,1301.08,1322.39,1328.79,1299.66,
"1107",2013-06-06,1286.86,1301.08,1305.59,1284.08,
"1108",2013-06-07,1314.41,1286.86,1314.41,1286.86,
"1109",2013-06-10,1300.54,1314.41,1321.37,1294.45,
"1110",2013-06-11,1263.66,1300.54,1310,1258.47,
"1111",2013-06-13,1261.63,1263.66,1272.04,1241.21,
"1112",2013-06-14,1293.88,1261.63,1298.24,1261.63,
"1113",2013-06-17,1314.01,1293.88,1324.02,1291.97,
"1114",2013-06-18,1314.06,1314.01,1322.67,1302.82,
"1115",2013-06-19,1291.72,1314.06,1318.58,1288.69,
"1116",2013-06-20,1243.32,1291.72,1297.66,1243.32,
"1117",2013-06-21,1245.72,1243.32,1263.81,1233.25,
"1118",2013-06-24,1233.04,1245.72,1251.32,1227.01,
"1119",2013-06-25,1243.2,1233.04,1259.92,1232.93,
"1120",2013-06-26,1261.13,1243.2,1268.41,1242.89,
"1121",2013-06-27,1262.77,1261.13,1270.7,1253.96,
"1122",2013-06-28,1275.44,1262.77,1279.22,1256.99,
"1123",2013-07-01,1276.85,1275.44,1279.56,1266.71,
"1124",2013-07-02,1274.07,1276.85,1280.77,1266.2,
"1125",2013-07-03,1264.29,1274.07,1276.42,1252.94,
"1126",2013-07-04,1280.61,1264.29,1281.14,1263.75,
"1127",2013-07-05,1268.59,1280.61,1289.28,1266.5,
"1128",2013-07-08,1277.29,1268.59,1278.84,1265.51,
"1129",2013-07-09,1282.84,1277.29,1290.73,1277.29,
"1130",2013-07-10,1275.29,1282.84,1291.43,1272.22,
"1131",2013-07-11,1322.76,1275.29,1323.85,1274.71,
"1132",2013-07-12,1348.81,1322.76,1348.81,1322.05,
"1133",2013-07-15,1354.54,1348.81,1360.21,1344.67,
"1134",2013-07-16,1368.83,1354.54,1372.48,1351.15,
"1135",2013-07-17,1393.05,1368.83,1394.05,1366.99,
"1136",2013-07-18,1377.35,1393.05,1401.64,1370.43,
"1137",2013-07-19,1382.33,1377.35,1398.13,1368.83,
"1138",2013-07-22,1380.01,1382.33,1396.75,1372.81,
"1139",2013-07-23,1379.88,1380.01,1396.24,1378.89,
"1140",2013-07-24,1369.36,1379.88,1385.58,1364.24,
"1141",2013-07-25,1353.38,1369.36,1370.93,1349.09,
"1142",2013-07-26,1348.37,1353.38,1361.87,1348.05,
"1143",2013-07-29,1341.34,1348.37,1352.58,1340.87,
"1144",2013-07-30,1326.41,1341.34,1349.87,1325.01,
"1145",2013-07-31,1313.38,1326.41,1330.08,1312.5,
"1146",2013-08-01,1331.71,1313.38,1336.27,1313.38,
"1147",2013-08-02,1336.39,1331.71,1342.77,1320.79,
"1148",2013-08-05,1333.42,1336.39,1342.73,1329.46,
"1149",2013-08-06,1304.98,1333.42,1337.81,1303.04,
"1150",2013-08-07,1301.28,1304.98,1311.82,1294.99,
"1151",2013-08-08,1303.28,1301.28,1310.84,1294.44,
"1152",2013-08-09,1325.72,1303.28,1327.66,1301.84,
"1153",2013-08-12,1326.53,1325.72,1329.32,1317.79,
"1154",2013-08-13,1338.85,1326.53,1343.22,1325.84,
"1155",2013-08-14,1356.34,1338.85,1356.88,1337.07,
"1156",2013-08-15,1327.49,1356.34,1359.45,1322.81,
"1157",2013-08-16,1323.42,1327.49,1341.34,1316.66,
"1158",2013-08-19,1322.25,1323.42,1333.22,1310.87,
"1159",2013-08-20,1317.77,1322.25,1329.29,1302.64,
"1160",2013-08-21,1312.47,1317.77,1328.3,1305.07,
"1161",2013-08-22,1329.05,1312.47,1330.84,1298.51,
"1162",2013-08-23,1330.99,1329.05,1337.6,1326.97,
"1163",2013-08-26,1324.48,1330.99,1343,1319.92,
"1164",2013-08-27,1304.33,1324.48,1326.14,1298.1,
"1165",2013-08-28,1299.65,1304.33,1308.02,1286.12,
"1166",2013-08-29,1300.67,1299.65,1312.27,1296.06,
"1167",2013-08-30,1290.96,1300.67,1303.57,1285.42,
"1168",2013-09-02,1291.98,1290.96,1301.37,1290.41,
"1169",2013-09-03,1293.11,1291.98,1306.21,1287.28,
"1170",2013-09-04,1298.53,1293.11,1298.72,1285.27,
"1171",2013-09-05,1339.8,1298.53,1339.8,1297.67,
"1172",2013-09-06,1345.6,1339.8,1369,1334.22,
"1173",2013-09-09,1380.37,1345.6,1380.37,1345.6,
"1174",2013-09-10,1390.55,1380.37,1393.95,1377.97,
"1175",2013-09-11,1394.03,1390.55,1398.92,1384.96,
"1176",2013-09-12,1401.46,1394.03,1408.71,1386.22,
"1177",2013-09-13,1396.57,1401.46,1401.8,1385.6,
"1178",2013-09-16,1436.14,1396.57,1436.14,1394.77,
"1179",2013-09-17,1439.79,1436.14,1439.79,1424.98,
"1180",2013-09-18,1429.62,1439.79,1447.43,1426.72,
"1181",2013-09-19,1478.75,1429.62,1496.14,1428.25,
"1182",2013-09-20,1462.92,1478.75,1483.33,1460.87,
"1183",2013-09-23,1451.43,1462.92,1467.76,1445.1,
"1184",2013-09-24,1446.41,1451.43,1457.99,1440.75,
"1185",2013-09-25,1452.98,1446.41,1453.72,1437.43,
"1186",2013-09-26,1451.64,1452.98,1460.39,1443.3,
"1187",2013-09-27,1432.87,1451.64,1451.64,1428.82,
"1188",2013-09-30,1422.49,1432.87,1437.2,1413.79,
"1189",2013-10-01,1438.04,1422.49,1440.34,1421.55,
"1190",2013-10-02,1421.94,1438.04,1441.72,1417.07,
"1191",2013-10-03,1427.81,1421.94,1437.54,1421.69,
"1192",2013-10-04,1443.15,1427.81,1443.43,1422.31,
"1193",2013-10-07,1444.32,1443.15,1445.61,1428.03,
"1194",2013-10-08,1471.65,1444.32,1471.71,1442.44,
"1195",2013-10-09,1461,1471.65,1471.82,1455.06,
"1196",2013-10-10,1484.82,1461,1486.49,1457.42,
"1197",2013-10-11,1477,1484.82,1491.51,1470.96,
"1198",2013-10-14,1473.97,1477,1479.33,1466.14,
"1199",2013-10-15,1495.31,1473.97,1495.79,1471.81,
"1200",2013-10-16,1500.25,1495.31,1506.39,1486.98,
"1201",2013-10-17,1491.85,1500.25,1508.9,1478.45,
"1202",2013-10-18,1516.62,1491.85,1520.25,1490.2,
"1203",2013-10-21,1514.39,1516.62,1520.1,1504.51,
"1204",2013-10-22,1518.54,1514.39,1521.05,1503.83,
"1205",2013-10-23,1494.96,1518.54,1520.78,1492.1,
"1206",2013-10-24,1493.85,1494.96,1501.7,1488.69,
"1207",2013-10-25,1492.2,1493.85,1498.41,1484.25,
"1208",2013-10-28,1493.11,1492.2,1504.93,1489.41,
"1209",2013-10-29,1491.56,1493.11,1496.3,1485.2,
"1210",2013-10-30,1493.14,1491.56,1503.04,1487.95,
"1211",2013-10-31,1480.42,1493.14,1495.6,1473.44,
"1212",2013-11-01,1475.18,1480.42,1484.74,1472.2,
"1213",2013-11-05,1460.23,1475.18,1479.83,1459.66,
"1214",2013-11-06,1458.93,1460.23,1466.68,1454.8,
"1215",2013-11-07,1468.22,1458.93,1476.15,1455.92,
"1216",2013-11-08,1435.12,1468.22,1468.22,1430.25,
"1217",2013-11-11,1427.93,1435.12,1443.32,1427.64,
"1218",2013-11-12,1437.37,1427.93,1438.83,1422.43,
"1219",2013-11-13,1406.92,1437.37,1439.78,1406.01,
"1220",2013-11-14,1434.44,1406.92,1439.31,1406.36,
"1221",2013-11-15,1444.24,1434.44,1449.31,1431.93,
"1222",2013-11-18,1462.98,1444.24,1463.52,1444.24,
"1223",2013-11-19,1455.04,1462.98,1466.23,1449.96,
"1224",2013-11-20,1447.2,1455.04,1455.05,1434.72,
"1225",2013-11-21,1425.86,1447.2,1447.2,1423.06,
"1226",2013-11-22,1444.91,1425.86,1447.86,1425.14,
"1227",2013-11-25,1433.55,1444.91,1452.85,1432.18,
"1228",2013-11-26,1416.43,1433.55,1444.51,1413.97,
"1229",2013-11-27,1404.31,1416.43,1425.49,1403.84,
"1230",2013-11-28,1406.51,1404.31,1414.14,1403.25,
"1231",2013-11-29,1402.93,1406.51,1412.58,1393.05,
"1232",2013-12-02,1398.74,1402.93,1414.17,1396.89,
"1233",2013-12-03,1372.44,1398.74,1400.07,1365.24,
"1234",2013-12-04,1364.44,1372.44,1380.38,1361.21,
"1235",2013-12-05,1362.55,1364.44,1379.09,1360.25,
"1236",2013-12-06,1390.61,1362.55,1391.85,1362.05,
"1237",2013-12-09,1412.08,1390.61,1413.13,1388.13,
"1238",2013-12-10,1409.85,1412.08,1415.4,1404.61,
"1239",2013-12-11,1409.28,1409.85,1413.68,1396.81,
"1240",2013-12-12,1393.57,1409.28,1411.71,1388.82,
"1241",2013-12-13,1391.85,1393.57,1398.85,1388.76,
"1242",2013-12-16,1407.25,1391.85,1408.04,1385.45,
"1243",2013-12-17,1414.68,1407.25,1418.34,1402.94,
"1244",2013-12-18,1423.87,1414.68,1423.87,1412.39,
"1245",2013-12-19,1431.11,1423.87,1445.06,1423.24,
"1246",2013-12-20,1429.91,1431.11,1433.76,1423.11,
"1247",2013-12-23,1453.1,1429.91,1455.22,1426.94,
"1248",2013-12-24,1454.02,1453.1,1457.65,1451.35,
"1249",2013-12-25,1447.5,1454.02,1456.7,1447.1,
"1250",2013-12-26,1448.29,1447.5,1467.85,1444.83,
"1251",2013-12-27,1445.39,1448.29,1460.36,1445.05,
"1252",2013-12-30,1442.73,1445.39,1449.9,1436.68,
"1253",2014-01-06,1388.28,1442.73,1443.85,1387.23,
"1254",2014-01-08,1390.35,1388.28,1399.19,1387.86,
"1255",2014-01-09,1388.86,1390.35,1398.48,1387.48,
"1256",2014-01-10,1395.91,1388.86,1397.21,1378.7,
"1257",2014-01-13,1401.82,1395.91,1410.62,1395.29,
"1258",2014-01-14,1388.69,1401.82,1401.82,1374.74,
"1259",2014-01-15,1401.78,1388.69,1402.14,1388.4,
"1260",2014-01-16,1397.23,1401.78,1406.9,1394.24,
"1261",2014-01-17,1395.79,1397.23,1409.17,1389.59,
"1262",2014-01-20,1394.49,1395.79,1399.56,1389.49,
"1263",2014-01-21,1395.87,1394.49,1402.33,1391.59,
"1264",2014-01-22,1391.75,1395.87,1398.32,1385.05,
"1265",2014-01-23,1381.59,1391.75,1397.68,1381.45,
"1266",2014-01-24,1364.11,1381.59,1389.69,1357.33,
"1267",2014-01-27,1346.51,1364.11,1365.38,1334.54,
"1268",2014-01-28,1332.51,1346.51,1354.04,1330.89,
"1269",2014-01-29,1308,1332.51,1356.1,1304.23,
"1270",2014-01-30,1320.9,1308,1322.09,1286.66,
"1271",2014-01-31,1301.02,1320.9,1323.67,1294.34,
"1272",2014-02-03,1293.2,1301.02,1309.36,1292.77,
"1273",2014-02-04,1291.82,1293.2,1293.56,1265.71,
"1274",2014-02-05,1317.5,1291.82,1322.15,1288.95,
"1275",2014-02-06,1330.28,1317.5,1332.05,1314.12,
"1276",2014-02-07,1341.49,1330.28,1349,1330.28,
"1277",2014-02-10,1336.02,1341.49,1346.65,1335.75,
"1278",2014-02-11,1341.85,1336.02,1350.61,1333.36,
"1279",2014-02-12,1353.17,1341.85,1357.57,1341.12,
"1280",2014-02-13,1321.61,1353.17,1354.6,1319.02,
"1281",2014-02-14,1343.2,1321.61,1347.19,1321.37,
"1282",2014-02-17,1347.41,1343.2,1359.58,1338.95,
"1283",2014-02-18,1343.62,1347.76,1354.31,1341.15,
"1284",2014-02-19,1306,1342.46,1342.46,1302.58,
"1285",2014-02-20,1303.15,1300.41,1304.98,1291.61,
"1286",2014-02-21,1315.54,1305.88,1318.1,1304.15,
"1287",2014-02-24,1318.98,1315.56,1324.44,1311.23,
"1288",2014-02-25,1306.37,1322.64,1325.14,1301.07,
"1289",2014-02-26,1286.07,1306.9,1307.89,1281.03,
"1290",2014-02-27,1260.95,1285.83,1290.43,1244.38,
"1291",2014-02-28,1267.27,1262.91,1268.38,1243.96,
"1292",2014-03-03,1115.06,1239.77,1239.77,1087.46,
"1293",2014-03-04,1184.22,1121.68,1191.05,1121.68,
"1294",2014-03-05,1182.05,1188.19,1190.02,1158.4,
"1295",2014-03-06,1164.63,1182.74,1194.94,1129.87,
"1296",2014-03-07,1158.87,1163.07,1179.2,1148.71,
"1297",2014-03-11,1132.05,1153.57,1155.97,1129.04,
"1298",2014-03-12,1100.14,1126.91,1126.91,1098.21,
"1299",2014-03-13,1077.89,1104.49,1111.19,1077.89,
"1300",2014-03-14,1062.47,1064.19,1065.25,1016.01,
"1301",2014-03-17,1114.66,1070.41,1119.24,1063.93,
"1302",2014-03-18,1161.26,1121.6,1164.38,1100.56,
"1303",2014-03-19,1155.81,1160.78,1177.77,1146.5,
"1304",2014-03-20,1150.82,1142.8,1157.19,1136.59,
"1305",2014-03-21,1136.21,1127.52,1136.98,1098.55,
"1306",2014-03-24,1131.6,1135.11,1161.91,1131.46,
"1307",2014-03-25,1170.2,1135.07,1178.29,1127.72,
"1308",2014-03-26,1198.89,1176.45,1208.04,1176.45,
"1309",2014-03-27,1179.47,1193.48,1196.52,1167.7,
"1310",2014-03-28,1186.28,1180.51,1192.84,1172.58,
"1311",2014-03-31,1226.1,1187.6,1226.1,1184.82,
"1312",2014-04-01,1235.74,1227.13,1241.9,1219.49,
"1313",2014-04-02,1222.47,1236.5,1239.69,1211.85,
"1314",2014-04-03,1210.71,1222.93,1227.78,1205.52,
"1315",2014-04-04,1233.93,1213.09,1240.29,1207.8,
"1316",2014-04-07,1193.78,1225.49,1225.49,1176.67,
"1317",2014-04-08,1195.71,1194.48,1199.84,1180.89,
"1318",2014-04-09,1190.13,1195.8,1198.55,1179.28,
"1319",2014-04-10,1213.46,1196.25,1213.46,1193.65,
"1320",2014-04-11,1204.07,1199.5,1212.55,1189.61,
"1321",2014-04-14,1179.97,1200.22,1200.22,1170.06,
"1322",2014-04-15,1142.96,1175.54,1181.02,1141.37,
"1323",2014-04-16,1154.31,1146.26,1157.91,1134.78,
"1324",2014-04-17,1172.62,1157.59,1173.64,1154.48,
"1325",2014-04-18,1200.22,1194.11,1207.47,1194.11,
"1326",2014-04-21,1187.94,1200.44,1200.93,1184.94,
"1327",2014-04-22,1178.81,1186.1,1186.55,1169.16,
"1328",2014-04-23,1171.99,1178.02,1179.02,1168.09,
"1329",2014-04-24,1145.66,1174.52,1177.41,1135.5,
"1330",2014-04-25,1119.37,1140.62,1140.62,1117.45,
"1331",2014-04-28,1139.29,1114.95,1142.7,1100.85,
"1332",2014-04-29,1153.36,1149.48,1167.9,1148.79,
"1333",2014-04-30,1155.7,1153.87,1156.18,1142.44,
"1334",2014-05-02,1148.96,1151.7,1151.7,1139.59,
"1335",2014-05-05,1143.44,1144.18,1148.63,1134.31,
"1336",2014-05-06,1172.91,1144.86,1174.98,1144.86,
"1337",2014-05-07,1227.75,1169.58,1241.38,1167.55,
"1338",2014-05-08,1232.78,1230,1246.5,1215.35,
"1339",2014-05-12,1234.31,1233.72,1241.43,1221.89,
"1340",2014-05-13,1254.29,1234.89,1262.06,1233.76,
"1341",2014-05-14,1261.01,1254.24,1261.01,1250.08,
"1342",2014-05-15,1253,1262.4,1271.33,1252,
"1343",2014-05-16,1262.01,1250.06,1262.01,1243.33,
"1344",2014-05-19,1289.98,1262.65,1294.09,1262.12,
"1345",2014-05-20,1298.64,1291.52,1301.38,1279.37,
"1346",2014-05-21,1317.09,1298.99,1318.73,1292.3,
"1347",2014-05-22,1312.97,1322.17,1326.33,1304.45,
"1348",2014-05-23,1326.58,1311.57,1331.68,1305.72,
"1349",2014-05-26,1335.73,1328.43,1344.53,1326.63,
"1350",2014-05-27,1297.5,1335.11,1335.11,1290.48,
"1351",2014-05-28,1300.46,1297.94,1304.4,1285.62,
"1352",2014-05-29,1314.71,1301.89,1319.01,1297.27,
"1353",2014-05-30,1295.75,1315.41,1318.4,1295.75,
"1354",2014-06-02,1322.52,1297.61,1330.13,1297.61,
"1355",2014-06-03,1324.03,1318.05,1324.03,1303.1,
"1356",2014-06-04,1324.87,1321.1,1327.84,1311.31,
"1357",2014-06-05,1333.86,1326.28,1340.72,1325.86,
"1358",2014-06-06,1359.1,1337.26,1359.5,1324.06,
"1359",2014-06-09,1361.65,1359.1,1375.08,1359.1,
"1360",2014-06-10,1368.84,1363.31,1368.84,1351.68,
"1361",2014-06-11,1374.94,1367.25,1374.94,1363.6,
"1362",2014-06-16,1357.8,1356.75,1365.76,1335.5,
"1363",2014-06-17,1343.5,1357.67,1359.56,1338.76,
"1364",2014-06-18,1362.99,1344.82,1367.26,1342.88,
"1365",2014-06-19,1371.55,1372.98,1388.47,1370.53,
"1366",2014-06-20,1358.73,1368.13,1370.84,1355.43,
"1367",2014-06-23,1369.1,1361.28,1377.73,1357.46,
"1368",2014-06-24,1421.07,1373.57,1421.07,1373.57,
"1369",2014-06-25,1383.02,1412.76,1412.76,1380.91,
"1370",2014-06-26,1377.41,1385.31,1390.65,1369.11,
"1371",2014-06-27,1379.75,1378.96,1387.64,1372.28,
"1372",2014-06-30,1366.08,1379.94,1380.57,1354.28,
"1373",2014-07-01,1362.1,1361.47,1363.42,1344.91,
"1374",2014-07-02,1390.47,1361.53,1390.47,1360.48,
"1375",2014-07-03,1390.72,1391.47,1401.4,1384.72,
