"","MICEX (MCX)_history.csv Date","MICEX (MCX)_history.csv Price","MICEX (MCX)_history.csv Open","MICEX (MCX)_history.csv High","MICEX (MCX)_history.csv Low","MICEX (MCX)_history.csv Volume"
"893",2012-07-30,1428.62,1406.3,1431.17,1406.3,
"894",2012-07-31,1407.02,1428.62,1432.41,1402.06,
"895",2012-08-01,1411.85,1407.01,1419.53,1401.5,
"896",2012-08-02,1397.05,1411.85,1430.81,1386.98,
"897",2012-08-03,1421.28,1395.31,1422.8,1391.98,
"898",2012-08-06,1439.06,1421.22,1449.31,1417.32,
"899",2012-08-07,1450.74,1439.34,1451.55,1433.27,
"900",2012-08-08,1449.49,1450.81,1453.9,1438.85,
"901",2012-08-09,1456.41,1449.49,1462.67,1438.98,
"902",2012-08-10,1441.59,1456.41,1456.69,1430.02,
"903",2012-08-13,1452.42,1441.88,1467.18,1441.88,
"904",2012-08-14,1462.57,1452.42,1464.55,1450.26,
"905",2012-08-15,1448.32,1462.57,1465.04,1433.67,
"906",2012-08-16,1451.87,1448.34,1458.58,1442.82,
"907",2012-08-17,1444.27,1451.85,1460.6,1444.03,
"908",2012-08-20,1428.75,1444.26,1448.27,1421.72,
"909",2012-08-21,1454.48,1428.75,1459.43,1420.1,
"910",2012-08-22,1446.84,1454.48,1454.48,1436.59,
"911",2012-08-23,1453.5,1446.81,1470.72,1446.27,
"912",2012-08-24,1454.08,1453.5,1455.95,1439.92,
"913",2012-08-27,1448.57,1454.08,1459.93,1441.74,
"914",2012-08-28,1450.81,1448.55,1458.04,1444.11,
"915",2012-08-29,1437.14,1450.81,1459.91,1437.09,
"916",2012-08-30,1429.82,1437.12,1441.57,1425.21,
"917",2012-08-31,1422.91,1429.82,1438.93,1417.79,
"918",2012-09-03,1439.31,1422.9,1443.47,1421.07,
"919",2012-09-04,1436.52,1439.31,1444.12,1434.1,
"920",2012-09-05,1421.62,1436.46,1437.93,1420.33,
"921",2012-09-06,1455.07,1421.62,1456.89,1420.73,
"922",2012-09-07,1474.58,1455.07,1484.67,1454.88,
"923",2012-09-10,1478.83,1474.58,1479.61,1464.9,
"924",2012-09-11,1478.05,1478.83,1479,1466.05,
"925",2012-09-12,1478.54,1478.05,1483.96,1472.92,
"926",2012-09-13,1472.6,1478.51,1478.81,1468.33,
"927",2012-09-14,1535.38,1472.6,1541.68,1472.59,
"928",2012-09-17,1530.36,1535.38,1539.53,1520.01,
"929",2012-09-18,1515.3,1530.37,1538.31,1513.75,
"930",2012-09-19,1499.12,1515.3,1527.82,1489.79,
"931",2012-09-20,1499.28,1499.15,1502.35,1480.82,
"932",2012-09-21,1496.65,1499.29,1511.01,1495.24,
"933",2012-09-24,1489.92,1496.63,1496.63,1480.04,
"934",2012-09-25,1482.61,1489.92,1499.26,1480.8,
"935",2012-09-26,1445.38,1482.61,1483.35,1442.3,
"936",2012-09-27,1453.09,1445.39,1459.55,1438.44,
"937",2012-09-28,1458.26,1453.11,1468.48,1450.73,
"938",2012-10-01,1490.21,1458.3,1491.3,1452.58,
"939",2012-10-02,1485.63,1490.21,1492.01,1478.56,
"940",2012-10-03,1472.5,1485.61,1485.61,1469.8,
"941",2012-10-04,1456.74,1472.5,1478.52,1451.96,
"942",2012-10-05,1477.6,1456.71,1488.55,1454.87,
"943",2012-10-08,1473.61,1477.6,1477.6,1459.92,
"944",2012-10-09,1472.94,1473.61,1480.97,1469.73,
"945",2012-10-10,1460.93,1472.94,1472.94,1458.19,
"946",2012-10-11,1463.12,1460.91,1468.59,1453.62,
"947",2012-10-12,1446.01,1463.15,1463.87,1440.66,
"948",2012-10-15,1443.42,1446.01,1456.24,1440.68,
"949",2012-10-16,1456.07,1443.42,1456.07,1439.79,
"950",2012-10-17,1474.3,1456.07,1478.11,1454.02,
"951",2012-10-18,1475.27,1474.29,1486.88,1467.52,
"952",2012-10-19,1460.06,1475.28,1476.77,1458.57,
"953",2012-10-22,1474.92,1460.04,1476.09,1451.62,
"954",2012-10-23,1455.31,1474.91,1475.41,1451.12,
"955",2012-10-24,1451.61,1455.31,1463.08,1437.42,
"956",2012-10-25,1446,1451.61,1459.72,1444.51,
"957",2012-10-26,1433.52,1446,1446.22,1424.51,
"958",2012-10-29,1431.9,1433.51,1434.69,1422.34,
"959",2012-10-30,1421.75,1431.9,1439.39,1419.66,
"960",2012-10-31,1425.7,1421.74,1436.04,1420.52,
"961",2012-11-01,1430.91,1425.71,1432.28,1407.48,
"962",2012-11-02,1440.25,1430.92,1444.38,1428.84,
"963",2012-11-06,1446.46,1440.25,1450.81,1436.63,
"964",2012-11-07,1423.36,1446.39,1453.47,1422.03,
"965",2012-11-08,1407.79,1423.36,1424.31,1395.48,
"966",2012-11-09,1401.32,1407.79,1408.27,1392.8,
"967",2012-11-12,1407.9,1401.19,1410.83,1394.51,
"968",2012-11-13,1373.83,1407.9,1409.03,1370.38,
"969",2012-11-14,1372.19,1373.84,1382.07,1360.07,
"970",2012-11-15,1386.25,1372.19,1387.65,1364.45,
"971",2012-11-16,1383.66,1386.25,1388.9,1375.1,
"972",2012-11-19,1398.57,1383.65,1400.74,1383.09,
"973",2012-11-20,1396.39,1398.57,1402.26,1389.57,
"974",2012-11-21,1405.7,1396.39,1408.13,1389.13,
"975",2012-11-22,1402.64,1405.7,1411.91,1401.59,
"976",2012-11-23,1413.15,1402.64,1414.04,1401.46,
"977",2012-11-26,1403.94,1413.15,1417.53,1399.63,
"978",2012-11-27,1394.87,1403.94,1412.86,1392.3,
"979",2012-11-28,1380.94,1394.85,1395.54,1379.48,
"980",2012-11-29,1388.31,1380.94,1396.36,1378.7,
"981",2012-11-30,1405.97,1388.31,1411.21,1384.18,
"982",2012-12-03,1421.97,1405.97,1422.2,1403.7,
"983",2012-12-04,1411.83,1421.94,1421.94,1407.9,
"984",2012-12-05,1435.97,1411.84,1441.44,1411.83,
"985",2012-12-06,1438.54,1435.96,1449.44,1434.59,
"986",2012-12-07,1441.47,1438.54,1443.89,1427.85,
"987",2012-12-10,1447.72,1441.47,1455.19,1438.52,
"988",2012-12-11,1448.43,1447.72,1453.05,1441.74,
"989",2012-12-12,1466.51,1448.36,1469.45,1448.33,
"990",2012-12-13,1462.87,1466.5,1472.01,1454.66,
"991",2012-12-14,1466.15,1462.87,1471.2,1460.51,
"992",2012-12-17,1469.53,1466.16,1470.27,1458.44,
"993",2012-12-18,1481.54,1469.53,1486.57,1467.33,
"994",2012-12-19,1478.83,1481.54,1487.46,1477.05,
"995",2012-12-20,1488.22,1478.81,1488.56,1468.9,
"996",2012-12-21,1477.44,1487.99,1490.51,1470.25,
"997",2012-12-24,1471.73,1477.44,1482.27,1471.47,
"998",2012-12-25,1473.53,1471.73,1475.08,1467.21,
"999",2012-12-26,1478.61,1473.53,1479.5,1471.17,
"1000",2012-12-27,1478.24,1478.61,1482.34,1475.88,
"1001",2012-12-28,1474.72,1478.22,1480.37,1472.58,
"1002",2013-01-01,1477.87,1477.87,1477.87,1477.87,
"1003",2013-01-08,1514.82,1474.73,1517.88,1474.73,
"1004",2013-01-09,1516.01,1514.82,1517.18,1510.61,
"1005",2013-01-10,1507.16,1516.01,1518.41,1506.98,
"1006",2013-01-11,1510.84,1507.16,1513.02,1503.38,
"1007",2013-01-14,1528.48,1510.84,1529.57,1510.21,
"1008",2013-01-15,1515.25,1528.48,1528.48,1515.22,
"1009",2013-01-16,1514.86,1515.25,1517.32,1507.34,
"1010",2013-01-17,1523.74,1514.86,1524.94,1513.64,
"1011",2013-01-18,1540.55,1523.74,1542.09,1523.73,
"1012",2013-01-21,1537.66,1540.57,1542.79,1533.27,
"1013",2013-01-22,1525.36,1537.68,1540.01,1517.01,
"1014",2013-01-23,1537.49,1525.28,1538.04,1523.81,
"1015",2013-01-24,1533.77,1537.44,1537.44,1518.82,
"1016",2013-01-25,1544.02,1533.77,1544.8,1526.03,
"1017",2013-01-28,1562.93,1544.02,1563.93,1543.24,
"1018",2013-01-29,1549.75,1562.93,1566.42,1549.31,
"1019",2013-01-30,1543.43,1549.75,1559.46,1537.1,
"1020",2013-01-31,1546.76,1543.43,1547.34,1535.52,
"1021",2013-02-01,1547.22,1546.52,1555.82,1543.14,
"1022",2013-02-04,1535.35,1547.22,1553.38,1533.42,
"1023",2013-02-05,1540.36,1535.37,1540.54,1528.53,
"1024",2013-02-06,1530.38,1540.39,1553.19,1526.93,
"1025",2013-02-07,1525.88,1530.38,1533.06,1518.87,
"1026",2013-02-08,1519.91,1526.12,1527.19,1510.83,
"1027",2013-02-11,1515.89,1519.93,1527.01,1515.44,
"1028",2013-02-12,1512.03,1515.87,1518.75,1507.56,
"1029",2013-02-13,1537.93,1512.03,1540.98,1512.03,
"1030",2013-02-14,1519.22,1537.93,1550.01,1514.17,
"1031",2013-02-15,1508.17,1519.22,1520.11,1500.88,
"1032",2013-02-18,1510.35,1508.19,1511.72,1498.31,
"1033",2013-02-19,1522.69,1510.33,1523.34,1509.54,
"1034",2013-02-20,1511.4,1522.69,1526.32,1511.09,
"1035",2013-02-21,1493.71,1511.4,1512.27,1486.49,
"1036",2013-02-22,1496.61,1493.71,1501.65,1491.83,
"1037",2013-02-25,1503.66,1496.61,1506.45,1493.44,
"1038",2013-02-26,1484.67,1503.75,1504.98,1482.01,
"1039",2013-02-27,1487.17,1484.67,1491.63,1481.11,
"1040",2013-02-28,1486.04,1487.17,1496.6,1483.33,
"1041",2013-03-01,1473.54,1486.06,1487.46,1466.84,
"1042",2013-03-04,1464.45,1473.54,1477.27,1461.49,
"1043",2013-03-05,1484.22,1463.98,1486.18,1462.49,
"1044",2013-03-06,1491.49,1485.04,1498.02,1485.04,
"1045",2013-03-07,1491.35,1491.99,1498.29,1489.02,
"1046",2013-03-11,1504.05,1491.14,1516.49,1491.14,
"1047",2013-03-12,1501.76,1503.98,1506.42,1494.94,
"1048",2013-03-13,1496.37,1501.41,1510.65,1493.69,
"1049",2013-03-14,1498.97,1495.73,1504.65,1490.41,
"1050",2013-03-15,1495.11,1498.83,1514.98,1493.77,
"1051",2013-03-18,1462.82,1495.71,1497.9,1449.26,
"1052",2013-03-19,1449.2,1461.88,1469.78,1448.68,
"1053",2013-03-20,1459.03,1448.84,1460.61,1442.68,
"1054",2013-03-21,1459.22,1458.24,1466.95,1457.93,
"1055",2013-03-22,1441.36,1459.17,1460.39,1440.95,
"1056",2013-03-25,1428.46,1441.26,1458.58,1425.84,
"1057",2013-03-26,1417,1427.99,1432.38,1412.41,
"1058",2013-03-27,1425,1416.78,1426.65,1407.23,
"1059",2013-03-28,1434.18,1424.56,1434.36,1415.04,
"1060",2013-03-29,1438.57,1434.88,1439.99,1432.86,
"1061",2013-04-01,1428.47,1438.84,1442.7,1427.83,
"1062",2013-04-02,1430.3,1428.29,1435.12,1424.91,
"1063",2013-04-03,1427.94,1430.3,1433.8,1422.5,
"1064",2013-04-04,1426.87,1427.42,1440.6,1416.89,
"1065",2013-04-05,1416.69,1426.61,1430.55,1410.47,
"1066",2013-04-08,1408.55,1417.28,1430.54,1406.67,
"1067",2013-04-09,1425.49,1408.81,1427.2,1408.81,
"1068",2013-04-10,1425.5,1425.79,1432.49,1420.04,
"1069",2013-04-11,1401.73,1425.19,1428.35,1397.82,
"1070",2013-04-12,1385.84,1400.92,1401.46,1380.58,
"1071",2013-04-15,1359.69,1385.62,1387.94,1351.86,
"1072",2013-04-16,1352.37,1358.23,1366.42,1350.02,
"1073",2013-04-17,1335.89,1353.41,1358.49,1328.84,
"1074",2013-04-18,1335.21,1335.91,1350.67,1333.75,
"1075",2013-04-19,1338.43,1335.57,1346.39,1330.02,
"1076",2013-04-22,1336.84,1338.67,1354.82,1324.65,
"1077",2013-04-23,1339.91,1337.22,1342.76,1320.76,
"1078",2013-04-24,1377.01,1339.51,1377.53,1337.53,
"1079",2013-04-25,1372.2,1377.33,1386.28,1368.1,
"1080",2013-04-26,1372.04,1372.5,1375.73,1358.35,
"1081",2013-04-29,1362.57,1373.57,1380.04,1360.55,
"1082",2013-04-30,1385.88,1363.38,1389.71,1360.61,
"1083",2013-05-02,1376.56,1385.88,1386.69,1369.91,
"1084",2013-05-03,1408.03,1377.45,1408.03,1377.14,
"1085",2013-05-06,1413.43,1408.03,1417.98,1406.27,
"1086",2013-05-07,1430.18,1413.02,1430.94,1408.14,
"1087",2013-05-08,1432.94,1430.12,1436.04,1421.51,
"1088",2013-05-10,1426.25,1431.31,1446.33,1421.54,
"1089",2013-05-13,1416.5,1426.25,1427.03,1409.34,
"1090",2013-05-14,1405.76,1414.79,1421.08,1398.68,
"1091",2013-05-15,1391.98,1405.65,1409.63,1384.99,
"1092",2013-05-16,1373.65,1392.54,1395.16,1373.27,
"1093",2013-05-17,1401.79,1373.53,1405.26,1372.63,
"1094",2013-05-20,1406.86,1401.43,1413.39,1399.72,
"1095",2013-05-21,1422.99,1406.94,1425.74,1399.41,
"1096",2013-05-22,1448.42,1423.11,1453.58,1422.4,
"1097",2013-05-23,1396.91,1448.56,1449.62,1393.21,
"1098",2013-05-24,1380.88,1397.75,1404.78,1376.28,
"1099",2013-05-27,1378.29,1380.92,1389.91,1373.2,
"1100",2013-05-28,1397.72,1378.25,1404.4,1378.07,
"1101",2013-05-29,1361.43,1397.54,1397.54,1360.92,
"1102",2013-05-30,1361.26,1361.16,1373.35,1355.46,
"1103",2013-05-31,1350.17,1362,1372.24,1340.53,
"1104",2013-06-03,1337.4,1350.17,1353.47,1324.92,
"1105",2013-06-04,1341.62,1337.52,1358.03,1337.44,
"1106",2013-06-05,1326.78,1341.33,1343.45,1321.14,
"1107",2013-06-06,1316.92,1326.73,1328.81,1314.4,
"1108",2013-06-07,1343.9,1316.32,1347.79,1315.42,
"1109",2013-06-10,1335.25,1343.9,1357.17,1328.4,
"1110",2013-06-11,1301.31,1335.25,1340.78,1298.25,
"1111",2013-06-13,1281.89,1302.52,1302.94,1271.48,
"1112",2013-06-14,1299.61,1282.46,1306.6,1279.55,
"1113",2013-06-17,1325.27,1300.02,1328.64,1298.56,
"1114",2013-06-18,1335.14,1325.09,1342.22,1319.81,
"1115",2013-06-19,1323.57,1334.66,1340.24,1316.91,
"1116",2013-06-20,1297.01,1323.55,1325.64,1293.21,
"1117",2013-06-21,1298.89,1297.01,1315.97,1290.62,
"1118",2013-06-24,1290.26,1298.41,1304.66,1284.96,
"1119",2013-06-25,1297.59,1289.76,1309.48,1287.93,
"1120",2013-06-26,1320.39,1297.59,1325.61,1297.49,
"1121",2013-06-27,1313.23,1320.39,1325.69,1305.05,
"1122",2013-06-28,1330.46,1314.68,1330.46,1311.13,
"1123",2013-07-01,1336.17,1330.46,1337.04,1319.97,
"1124",2013-07-02,1337.92,1334.44,1339.92,1328.85,
"1125",2013-07-03,1333.35,1338.28,1338.98,1324.34,
"1126",2013-07-04,1349.21,1333.4,1349.85,1331.75,
"1127",2013-07-05,1342.72,1348.94,1360.76,1340.23,
"1128",2013-07-08,1348.88,1343.25,1351.71,1338.62,
"1129",2013-07-09,1345.73,1349.8,1355.14,1342.54,
"1130",2013-07-10,1333.71,1345.48,1349.62,1331,
"1131",2013-07-11,1368.11,1333.12,1370.06,1332.26,
"1132",2013-07-12,1398.22,1368.11,1398.22,1367.07,
"1133",2013-07-15,1403.56,1396.38,1409.11,1393.98,
"1134",2013-07-16,1410.1,1403.43,1416.89,1399.84,
"1135",2013-07-17,1431.8,1409.21,1431.89,1407.15,
"1136",2013-07-18,1416.63,1431.3,1439.6,1408.73,
"1137",2013-07-19,1421.67,1417.47,1436.13,1408.92,
"1138",2013-07-22,1415.52,1421.67,1429.33,1408.83,
"1139",2013-07-23,1417.34,1415.48,1432.3,1415.48,
"1140",2013-07-24,1407.41,1418.33,1419.26,1402.78,
"1141",2013-07-25,1401.88,1408.42,1409.3,1396.13,
"1142",2013-07-26,1403.14,1401.94,1410.42,1400.7,
"1143",2013-07-29,1398.3,1403.31,1410.73,1397.93,
"1144",2013-07-30,1387.31,1398.24,1409.21,1386.22,
"1145",2013-07-31,1375.79,1387.31,1392.36,1375.4,
"1146",2013-08-01,1398.46,1376.31,1400.15,1375.93,
"1147",2013-08-02,1392.15,1398.75,1409.37,1383.35,
"1148",2013-08-05,1391.75,1391.79,1400.23,1388.28,
"1149",2013-08-06,1364.65,1391.54,1391.54,1363.59,
"1150",2013-08-07,1362.91,1364.31,1375.03,1356.26,
"1151",2013-08-08,1362.38,1364.4,1370.77,1353.73,
"1152",2013-08-09,1382.72,1360.82,1384.92,1359.98,
"1153",2013-08-12,1388.36,1382.74,1390.14,1378.93,
"1154",2013-08-13,1407.86,1387.9,1409.86,1387.43,
"1155",2013-08-14,1423.87,1408.73,1425.03,1407,
"1156",2013-08-15,1391.37,1424.17,1424.17,1388.81,
"1157",2013-08-16,1380.31,1392.98,1396.44,1372.03,
"1158",2013-08-19,1382.32,1380.56,1384.27,1369.01,
"1159",2013-08-20,1377.28,1381.98,1383.01,1365.28,
"1160",2013-08-21,1376.6,1376.82,1390.27,1368.1,
"1161",2013-08-22,1396.65,1375.49,1398.44,1368.15,
"1162",2013-08-23,1393.21,1397.54,1401.64,1392.6,
"1163",2013-08-26,1387.06,1392.42,1403.83,1382.64,
"1164",2013-08-27,1374.21,1387.21,1387.21,1368.04,
"1165",2013-08-28,1369.64,1374.27,1375.2,1355.72,
"1166",2013-08-29,1371.89,1369.64,1380.61,1366.8,
"1167",2013-08-30,1364.65,1372.02,1372.83,1357.98,
"1168",2013-09-02,1367.53,1364.75,1373.69,1364.27,
"1169",2013-09-03,1373.82,1366.99,1384.13,1366.99,
"1170",2013-09-04,1375.66,1372.98,1375.91,1365.23,
"1171",2013-09-05,1422.4,1375.66,1422.4,1373.29,
"1172",2013-09-06,1423.4,1421.86,1448.68,1418.83,
"1173",2013-09-09,1451.54,1423.4,1455.28,1421.45,
"1174",2013-09-10,1453.57,1451.54,1464.19,1447.01,
"1175",2013-09-11,1454.12,1452.52,1459.67,1449.69,
"1176",2013-09-12,1450.23,1454.21,1461.17,1441.59,
"1177",2013-09-13,1440.74,1450.66,1451.89,1434.74,
"1178",2013-09-16,1470.48,1441.06,1470.48,1438.79,
"1179",2013-09-17,1473.03,1470.71,1474.02,1461.86,
"1180",2013-09-18,1464.95,1472.17,1482.57,1462.2,
"1181",2013-09-19,1487.19,1464.35,1501.32,1463.8,
"1182",2013-09-20,1476.73,1486.49,1488.47,1476.08,
"1183",2013-09-23,1467.62,1476.69,1478.59,1463.65,
"1184",2013-09-24,1464.72,1466.41,1472.04,1459.33,
"1185",2013-09-25,1479.59,1464.72,1479.7,1459.13,
"1186",2013-09-26,1485.14,1479.59,1490.02,1475.37,
"1187",2013-09-27,1471.89,1483.99,1486.59,1468.41,
"1188",2013-09-30,1462.82,1472.23,1474.57,1453.77,
"1189",2013-10-01,1471.73,1462.82,1472.96,1460.09,
"1190",2013-10-02,1454.29,1472.45,1474.86,1450.52,
"1191",2013-10-03,1456.49,1454.53,1466.2,1452.26,
"1192",2013-10-04,1474.21,1456.51,1474.21,1449.77,
"1193",2013-10-07,1480.2,1474.45,1481.55,1462.86,
"1194",2013-10-08,1505.14,1480.2,1505.73,1479.34,
"1195",2013-10-09,1501.01,1503.44,1511.79,1495.13,
"1196",2013-10-10,1516.73,1499.22,1523.13,1499.22,
"1197",2013-10-11,1513.03,1516.8,1524.31,1507.07,
"1198",2013-10-14,1510.2,1511.81,1511.81,1501.48,
"1199",2013-10-15,1531.67,1510.2,1532.24,1510.01,
"1200",2013-10-16,1531.57,1530.17,1537.08,1522.78,
"1201",2013-10-17,1512.32,1531.57,1535.92,1505.94,
"1202",2013-10-18,1533.35,1512.32,1537.26,1512.32,
"1203",2013-10-21,1533.61,1535.22,1538.74,1526.65,
"1204",2013-10-22,1528.76,1535.27,1535.98,1523.45,
"1205",2013-10-23,1507.26,1526.4,1526.4,1503.9,
"1206",2013-10-24,1502.46,1506.87,1510.35,1497.35,
"1207",2013-10-25,1504.48,1501.94,1507.18,1493.23,
"1208",2013-10-28,1511.51,1504.7,1520.53,1503.45,
"1209",2013-10-29,1516.17,1511.51,1521.12,1506.65,
"1210",2013-10-30,1516,1516.3,1527.37,1510.72,
"1211",2013-10-31,1510.21,1516,1516,1498.39,
"1212",2013-11-01,1515.15,1509.58,1517.24,1507.58,
"1213",2013-11-05,1505.94,1515.15,1521.02,1505.23,
"1214",2013-11-06,1499.95,1507.07,1509.86,1498.12,
"1215",2013-11-07,1509.25,1499.95,1515.75,1495.98,
"1216",2013-11-08,1489.55,1508.61,1508.61,1486.51,
"1217",2013-11-11,1483.46,1488.89,1496.36,1482.88,
"1218",2013-11-12,1500.41,1485.45,1500.41,1481.29,
"1219",2013-11-13,1466.82,1499,1499,1464.61,
"1220",2013-11-14,1490.89,1466.82,1494.74,1466.82,
"1221",2013-11-15,1493.79,1489.4,1503.43,1488.57,
"1222",2013-11-18,1510.61,1494.53,1511.13,1494.53,
"1223",2013-11-19,1511.19,1510.72,1517.62,1505.52,
"1224",2013-11-20,1508.52,1511.16,1511.16,1495.03,
"1225",2013-11-21,1494.07,1506.62,1506.62,1489.98,
"1226",2013-11-22,1504.1,1494.1,1506.1,1492.23,
"1227",2013-11-25,1502.41,1504.21,1513.29,1501.63,
"1228",2013-11-26,1484.37,1502.89,1503.11,1480.41,
"1229",2013-11-27,1475.42,1484.6,1489.4,1473.23,
"1230",2013-11-28,1479.46,1475.16,1487.46,1475.16,
"1231",2013-11-29,1479.35,1480.08,1484.02,1467.32,
"1232",2013-12-02,1473.26,1479.32,1488.94,1472.73,
"1233",2013-12-03,1448.84,1473.56,1473.56,1441.53,
"1234",2013-12-04,1439.26,1450.22,1455.81,1436.49,
"1235",2013-12-05,1429.25,1437.77,1447.44,1427.93,
"1236",2013-12-06,1448.67,1429.25,1451,1425.32,
"1237",2013-12-09,1465.7,1448.67,1467.09,1445,
"1238",2013-12-10,1464.14,1465.7,1471.14,1459.06,
"1239",2013-12-11,1464.67,1464.14,1469.93,1451.11,
"1240",2013-12-12,1449.74,1465.25,1465.25,1444.66,
"1241",2013-12-13,1452.76,1449.74,1457.85,1449.23,
"1242",2013-12-16,1470.22,1452.63,1470.62,1445,
"1243",2013-12-17,1479.39,1469.57,1483,1468.22,
"1244",2013-12-18,1486.91,1480.09,1488.23,1478.45,
"1245",2013-12-19,1497.99,1488.21,1509.15,1485.48,
"1246",2013-12-20,1497.23,1499.17,1502.86,1491,
"1247",2013-12-23,1507.49,1497.31,1510.02,1495.22,
"1248",2013-12-24,1506.41,1506.89,1510.82,1500.68,
"1249",2013-12-25,1501.12,1506.41,1510.28,1500.49,
"1250",2013-12-26,1501.47,1501.1,1506.74,1499.19,
"1251",2013-12-27,1494.83,1501.83,1504.99,1494.37,
"1252",2013-12-30,1504.08,1496.27,1504.76,1492.15,
"1253",2014-01-06,1466.15,1504.14,1504.33,1465.01,
"1254",2014-01-08,1462.67,1465.99,1470.19,1460.41,
"1255",2014-01-09,1465.14,1462.67,1470.64,1460.99,
"1256",2014-01-10,1469.19,1465.74,1470.43,1454.75,
"1257",2014-01-13,1477.56,1469.19,1482.44,1466.51,
"1258",2014-01-14,1469.64,1477.59,1477.59,1453.9,
"1259",2014-01-15,1486.51,1469.76,1487.82,1469.76,
"1260",2014-01-16,1480.73,1486.37,1492.55,1478.49,
"1261",2014-01-17,1486.88,1480.63,1495.05,1475.29,
"1262",2014-01-20,1495.36,1485.75,1498.37,1483.25,
"1263",2014-01-21,1504.68,1495.92,1507.08,1495.92,
"1264",2014-01-22,1498.73,1503.6,1505.09,1490.99,
"1265",2014-01-23,1496.9,1498.73,1511.69,1496.22,
"1266",2014-01-24,1494.58,1496.9,1497.67,1483.82,
"1267",2014-01-27,1478.23,1494.18,1495.27,1476.27,
"1268",2014-01-28,1469.57,1477.91,1486.03,1467.98,
"1269",2014-01-29,1462.99,1468.35,1494.4,1459.97,
"1270",2014-01-30,1463.2,1463.05,1473.42,1444.45,
"1271",2014-01-31,1454.45,1463.6,1470.56,1448.38,
"1272",2014-02-03,1442.84,1453.55,1463.54,1442.06,
"1273",2014-02-04,1441.16,1442.52,1442.62,1426.29,
"1274",2014-02-05,1456,1442.02,1460.73,1437.63,
"1275",2014-02-06,1466.7,1456,1469.07,1454.44,
"1276",2014-02-07,1478.48,1465.18,1480.6,1463.96,
"1277",2014-02-10,1476.28,1478.22,1485.32,1475.66,
"1278",2014-02-11,1483.57,1475.83,1488.94,1473.3,
"1279",2014-02-12,1496.03,1484.42,1498.62,1484.42,
"1280",2014-02-13,1478.62,1496.07,1498.08,1475.41,
"1281",2014-02-14,1496.18,1478.77,1497.93,1478.77,
"1282",2014-02-17,1507.49,1494.38,1515.28,1494.32,
"1283",2014-02-18,1504.24,1507.81,1518.12,1500.42,
"1284",2014-02-19,1485.6,1504.02,1507.92,1482.03,
"1285",2014-02-20,1480.99,1485.48,1485.48,1467.54,
"1286",2014-02-21,1487.64,1481.85,1492.34,1481.85,
"1287",2014-02-24,1489.01,1487.51,1491.77,1480.03,
"1288",2014-02-25,1478.64,1489.59,1495.13,1472.44,
"1289",2014-02-26,1469.51,1478.9,1486.11,1465.22,
"1290",2014-02-27,1448.7,1469.93,1476.26,1431.62,
"1291",2014-02-28,1444.71,1448.78,1456.43,1429.28,
"1292",2014-03-03,1288.81,1438.02,1438.02,1261.84,
"1293",2014-03-04,1356.54,1288.78,1365.21,1288.78,
"1294",2014-03-05,1351.11,1356.27,1364.03,1330.67,
"1295",2014-03-06,1337.98,1351.5,1370.36,1301.96,
"1296",2014-03-07,1339.36,1337.5,1359.18,1322.1,
"1297",2014-03-11,1308.7,1338.5,1338.5,1304.36,
"1298",2014-03-12,1274.21,1307.08,1307.08,1271.76,
"1299",2014-03-13,1248.56,1274.24,1285.89,1247.79,
"1300",2014-03-14,1237.43,1248.29,1248.29,1182.89,
"1301",2014-03-17,1283.7,1237.52,1288.3,1237.52,
"1302",2014-03-18,1335.86,1285.53,1340.15,1278.82,
"1303",2014-03-19,1319.02,1335.84,1352.4,1312.51,
"1304",2014-03-20,1320.5,1316.67,1325.45,1302.73,
"1305",2014-03-21,1307.34,1320.12,1320.12,1270.63,
"1306",2014-03-24,1297.91,1307.34,1332.93,1297.88,
"1307",2014-03-25,1324.44,1297.9,1332.76,1289.26,
"1308",2014-03-26,1349.39,1324.51,1359.86,1324.51,
"1309",2014-03-27,1331.93,1347.83,1351.71,1321.23,
"1310",2014-03-28,1344.12,1333.01,1353.83,1330.54,
"1311",2014-03-31,1369.29,1344.15,1369.29,1343.44,
"1312",2014-04-01,1375.73,1369.32,1378.53,1359.62,
"1313",2014-04-02,1373.33,1375.97,1379.88,1358.46,
"1314",2014-04-03,1366.04,1373.57,1382.05,1360.49,
"1315",2014-04-04,1382.41,1366.43,1388,1361.63,
"1316",2014-04-07,1349.79,1380.15,1380.15,1334.93,
"1317",2014-04-08,1352.33,1349.85,1352.33,1334.67,
"1318",2014-04-09,1348.85,1353.18,1355.77,1337.98,
"1319",2014-04-10,1367.71,1348.77,1367.71,1348.3,
"1320",2014-04-11,1362.4,1367.65,1371.07,1346.18,
"1321",2014-04-14,1344.86,1362.04,1362.04,1337,
"1322",2014-04-15,1311.01,1344.18,1347.83,1308.93,
"1323",2014-04-16,1322.6,1310.98,1326.2,1300.76,
"1324",2014-04-17,1329.67,1322.67,1336.22,1311.01,
"1325",2014-04-18,1356.54,1330.57,1362.46,1330.57,
"1326",2014-04-21,1345.04,1356.48,1359.15,1342.48,
"1327",2014-04-22,1335.62,1345,1345.02,1327.07,
"1328",2014-04-23,1329.11,1335.65,1335.65,1324.22,
"1329",2014-04-24,1300.54,1329.1,1334.09,1289.88,
"1330",2014-04-25,1280.12,1300.53,1300.53,1277.94,
"1331",2014-04-28,1299.13,1278.12,1302.08,1260.43,
