"","NASDAQ Composite (IXIC)_history.csv Date","NASDAQ Composite (IXIC)_history.csv Price","NASDAQ Composite (IXIC)_history.csv Open","NASDAQ Composite (IXIC)_history.csv High","NASDAQ Composite (IXIC)_history.csv Low","NASDAQ Composite (IXIC)_history.csv Volume"
"765",2012-01-13,2710.67,2707.41,2712.93,2689.58,"422130000"
"766",2012-01-17,2728.08,2736.34,2742.73,2721.03,"441250000"
"767",2012-01-18,2769.71,2731.16,2769.71,2730.05,"490870000"
"768",2012-01-19,2788.33,2779.74,2793.35,2777.17,"466590000"
"769",2012-01-20,2786.7,2776.04,2787.2,2775.87,"522620000"
"770",2012-01-23,2784.17,2786.21,2804.99,2769.82,"391760000"
"771",2012-01-24,2786.64,2771.58,2788.38,2766.34,"412580000"
"772",2012-01-25,2818.31,2803.23,2822.79,2788.95,"480460000"
"773",2012-01-26,2805.28,2828.78,2834.3,2794.78,"476350000"
"774",2012-01-27,2816.55,2797.66,2821.55,2797.24,"427280000"
"775",2012-01-30,2811.94,2790.4,2816.85,2782.44,"399620000"
"776",2012-01-31,2813.84,2825.76,2830.45,2798.77,"459380000"
"777",2012-02-01,2848.27,2830.1,2855.73,2825.19,"540080000"
"778",2012-02-02,2859.68,2854.1,2868.23,2849.4,"447130000"
"779",2012-02-03,2905.66,2888.95,2908.13,2885.84,"526720000"
"780",2012-02-06,2901.99,2892.52,2903.03,2887.33,"407040000"
"781",2012-02-07,2904.08,2895.91,2910.27,2885.17,"428830000"
"782",2012-02-08,2915.86,2906.59,2918.26,2892.71,"476380000"
"783",2012-02-09,2927.23,2922.46,2930.68,2904.51,"514770000"
"784",2012-02-10,2903.88,2902,2910.98,2895.1,"441210000"
"785",2012-02-13,2931.39,2926.21,2933.93,2913.89,"404820000"
"786",2012-02-14,2931.83,2921.7,2932.08,2911.6,"459080000"
"787",2012-02-15,2915.83,2943.42,2958.19,2911.33,"493940000"
"788",2012-02-16,2959.85,2915.67,2961.38,2912.72,"471610000"
"789",2012-02-17,2951.78,2958.22,2962.78,2941.55,"534700000"
"790",2012-02-21,2948.57,2957.3,2965.05,2934.07,"454470000"
"791",2012-02-22,2933.17,2942.77,2950.37,2929.68,"427360000"
"792",2012-02-23,2956.98,2933.16,2958.42,2922.96,"438290000"
"793",2012-02-24,2963.75,2963.13,2970.88,2958.82,"375670000"
"794",2012-02-27,2966.16,2945.87,2976.08,2933.3,"439740000"
"795",2012-02-28,2986.76,2969.25,2988.59,2966.61,"473300000"
"796",2012-02-29,2966.89,2991.67,3000.11,2961.77,"598320000"
"797",2012-03-01,2988.97,2979.11,2996.37,2974.59,"491290000"
"798",2012-03-02,2976.19,2986.08,2995.97,2968,"439350000"
"799",2012-03-05,2950.48,2969.73,2973.93,2940.52,"417110000"
"800",2012-03-06,2910.32,2917.52,2921.77,2900.28,"495160000"
"801",2012-03-07,2935.69,2922.57,2940.28,2920.54,"426270000"
"802",2012-03-08,2970.42,2954.4,2976.05,2945.73,"420620000"
"803",2012-03-09,2988.34,2975.09,2993.98,2973.96,"403430000"
"804",2012-03-12,2983.66,2989.05,2994.1,2973.65,"342130000"
"805",2012-03-13,3039.88,3003.71,3039.89,2996.46,"436870000"
"806",2012-03-14,3040.73,3042.21,3051.37,3024.73,"428470000"
"807",2012-03-15,3056.37,3048.58,3059.81,3037.82,"428060000"
"808",2012-03-16,3055.26,3058.49,3060.82,3047.69,"792070000"
"809",2012-03-19,3078.32,3057.24,3087.1,3050.89,"383480000"
"810",2012-03-20,3074.15,3060.93,3078.72,3050.82,"378430000"
"811",2012-03-21,3075.32,3077.44,3090.08,3069.09,"393080000"
"812",2012-03-22,3063.32,3055,3068.5,3050.7,"385900000"
"813",2012-03-23,3067.92,3066.37,3070.93,3044.67,"391250000"
"814",2012-03-26,3122.57,3090.52,3122.57,3090.05,"400280000"
"815",2012-03-27,3120.35,3124.06,3134.17,3119.03,"401790000"
"816",2012-03-28,3104.96,3123.84,3130.56,3086.93,"457810000"
"817",2012-03-29,3095.36,3087.25,3099.8,3069.81,"449580000"
"818",2012-03-30,3091.57,3110.97,3111.55,3079.05,"519080000"
"819",2012-04-02,3119.7,3085.94,3123.03,3079.78,"454670000"
"820",2012-04-03,3113.57,3119.65,3128.25,3097.41,"469960000"
"821",2012-04-04,3068.09,3085.46,3086.35,3052.58,"474230000"
"822",2012-04-05,3080.5,3061.75,3083.38,3061.14,"483010000"
"823",2012-04-09,3047.08,3037.28,3058.76,3032.22,"371850000"
"824",2012-04-10,2991.22,3044.67,3055.2,2987,"508810000"
"825",2012-04-11,3016.46,3020.15,3030.51,3008.75,"412660000"
"826",2012-04-12,3055.55,3023.11,3059.26,3020.44,"378720000"
"827",2012-04-13,3011.33,3045.08,3045.42,3010.77,"388070000"
"828",2012-04-16,2988.4,3027.57,3027.57,2975.87,"417640000"
"829",2012-04-17,3042.82,3002.02,3052.76,2999.49,"403180000"
"830",2012-04-18,3031.45,3031.82,3045.04,3023.91,"407010000"
"831",2012-04-19,3007.56,3028.2,3058.72,2994.94,"504690000"
"832",2012-04-20,3000.45,3023.73,3034.69,2999.01,"561760000"
"833",2012-04-23,2970.45,2969,2973.38,2946.04,"459480000"
"834",2012-04-24,2961.6,2967.37,2979.08,2950.38,"447850000"
"835",2012-04-25,3029.63,3013.65,3031.41,3010.57,"453370000"
"836",2012-04-26,3050.61,3029.62,3056.77,3027.79,"443710000"
"837",2012-04-27,3069.2,3060.34,3076.44,3043.3,"441280000"
"838",2012-04-30,3046.36,3060.06,3063.66,3043.25,"444230000"
"839",2012-05-01,3050.44,3044.79,3085.4,3041.62,"469880000"
"840",2012-05-02,3059.85,3035.07,3061.47,3028.94,"447330000"
"841",2012-05-03,3024.3,3061.13,3061.38,3016.2,"471780000"
"842",2012-05-04,2956.34,3001.15,3001.48,2956.34,"465450000"
"843",2012-05-07,2957.76,2940.41,2970.2,2939.21,"429480000"
"844",2012-05-08,2946.27,2939.36,2952.65,2900.06,"530990000"
"845",2012-05-09,2934.71,2912.41,2948.77,2900.18,"509410000"
"846",2012-05-10,2933.64,2950.21,2950.21,2923.14,"489460000"
"847",2012-05-11,2933.82,2919.35,2960.38,2918.74,"421690000"
"848",2012-05-14,2902.58,2907.78,2924.89,2898.9,"430210000"
"849",2012-05-15,2893.76,2902.3,2930.68,2889.39,"444740000"
"850",2012-05-16,2874.04,2904.67,2913.9,2872.25,"484880000"
"851",2012-05-17,2813.69,2874.71,2879.22,2813.69,"506330000"
"852",2012-05-18,2778.79,2814.43,2827.28,2774.45,"582490000"
"853",2012-05-21,2847.21,2782.55,2848.83,2774.76,"486210000"
"854",2012-05-22,2839.08,2853.87,2867.34,2823.22,"467040000"
"855",2012-05-23,2850.12,2832.17,2855.35,2795.5,"499200000"
"856",2012-05-24,2839.38,2856.55,2858.24,2817.62,"462110000"
"857",2012-05-25,2837.53,2839.74,2846.31,2829.76,"335020000"
"858",2012-05-29,2870.99,2853.27,2882.83,2846.68,"440950000"
"859",2012-05-30,2837.36,2847.27,2847.27,2825.64,"441250000"
"860",2012-05-31,2827.34,2837.37,2842.43,2801.96,"737070000"
"861",2012-06-01,2747.48,2810.13,2810.13,2747.24,"527450000"
"862",2012-06-04,2760.01,2747.61,2769.93,2726.68,"456970000"
"863",2012-06-05,2778.11,2749.35,2781.97,2749.34,"415100000"
"864",2012-06-06,2844.72,2796.23,2844.72,2796.23,"436140000"
"865",2012-06-07,2831.02,2872.05,2873.59,2827.82,"444100000"
"866",2012-06-08,2858.42,2823.82,2860.94,2814.8,"368770000"
"867",2012-06-11,2809.73,2882.49,2882.96,2806.9,"403820000"
"868",2012-06-12,2843.07,2815.84,2843.67,2802.38,"410130000"
"869",2012-06-13,2818.61,2838.12,2853.17,2810.59,"419760000"
"870",2012-06-14,2836.33,2820.63,2842.31,2807.55,"428660000"
"871",2012-06-15,2872.8,2839.4,2874.38,2837.94,"774690000"
"872",2012-06-18,2895.33,2872.49,2903.03,2853.86,"412120000"
"873",2012-06-19,2929.76,2909.87,2940.23,2908.45,"454480000"
"874",2012-06-20,2930.45,2932.96,2942.28,2910,"400040000"
"875",2012-06-21,2859.09,2929.15,2930.93,2857.1,"466650000"
"876",2012-06-22,2892.42,2866.17,2894.35,2863.93,"1.09e+09"
"877",2012-06-25,2836.16,2863.89,2863.89,2829.23,"401020000"
"878",2012-06-26,2854.06,2845.4,2862.15,2832.02,"401860000"
"879",2012-06-27,2875.32,2862.13,2882.4,2860.13,"403140000"
"880",2012-06-28,2849.49,2853.89,2855.74,2818.19,"474680000"
"881",2012-06-29,2935.05,2902.44,2935.13,2895.6,"569180000"
"882",2012-07-02,2951.23,2938.41,2951.23,2925.71,"460180000"
"883",2012-07-03,2976.08,2950.81,2976.08,2948.4,"262390000"
"884",2012-07-05,2976.12,2970.37,2987.94,2958.3,"367290000"
"885",2012-07-06,2937.33,2955.2,2957.5,2921.37,"366470000"
"886",2012-07-09,2931.77,2934.49,2942.99,2919.04,"380940000"
"887",2012-07-10,2902.33,2945.35,2953.47,2891.42,"435820000"
"888",2012-07-11,2887.98,2898.77,2905.51,2866.53,"434690000"
"889",2012-07-12,2866.19,2867.08,2876.32,2837.72,"442270000"
"890",2012-07-13,2908.47,2874.06,2913.28,2873.39,"343990000"
"891",2012-07-16,2896.94,2903.03,2910.2,2888.01,"342890000"
"892",2012-07-17,2910.04,2911.46,2916.61,2871.65,"439220000"
"893",2012-07-18,2942.6,2904.24,2951.3,2902.95,"446540000"
"894",2012-07-19,2965.9,2961.71,2976.22,2952.42,"431690000"
"895",2012-07-20,2925.3,2957.02,2957.02,2925.3,"543620000"
"896",2012-07-23,2890.15,2877.51,2898.05,2852.88,"408470000"
"897",2012-07-24,2862.99,2894.95,2896.56,2847.22,"451960000"
"898",2012-07-25,2854.24,2856.78,2870.22,2839.76,"456730000"
"899",2012-07-26,2893.25,2896.68,2905.57,2876.01,"485680000"
"900",2012-07-27,2958.09,2906.5,2961.87,2900.98,"518940000"
"901",2012-07-30,2945.84,2959.07,2970.3,2939.04,"359900000"
"902",2012-07-31,2939.52,2945.08,2959.62,2938.41,"478610000"
"903",2012-08-01,2920.21,2956.72,2958.28,2917.78,"475210000"
"904",2012-08-02,2909.77,2900.46,2934.65,2890.85,"471220000"
"905",2012-08-03,2967.9,2951.28,2977.41,2945.81,"432040000"
"906",2012-08-06,2989.91,2978.16,3000.24,2974.23,"383930000"
"907",2012-08-07,3015.86,3002.66,3028.61,3002.09,"450340000"
"908",2012-08-08,3011.25,3003.77,3018.9,3002.41,"398150000"
"909",2012-08-09,3018.64,3009.86,3022.69,3007.3,"388400000"
"910",2012-08-10,3020.86,3008.83,3020.86,3003.38,"358010000"
"911",2012-08-13,3022.52,3018.27,3023.03,2999.12,"318820000"
"912",2012-08-14,3016.98,3032.67,3034.16,3009.93,"371460000"
"913",2012-08-15,3030.93,3013.33,3032.06,3013.33,"364140000"
"914",2012-08-16,3062.39,3037.18,3067.44,3033.28,"445280000"
"915",2012-08-17,3076.59,3067.11,3076.72,3060.15,"411830000"
"916",2012-08-20,3076.21,3072.66,3076.21,3059.9,"341400000"
"917",2012-08-21,3067.26,3085.25,3100.54,3058.74,"380180000"
"918",2012-08-22,3073.67,3059.94,3080.73,3053.43,"347830000"
"919",2012-08-23,3053.4,3065.82,3070.34,3045.52,"339910000"
"920",2012-08-24,3069.79,3045.22,3076.8,3042.22,"315450000"
"921",2012-08-27,3073.19,3083.62,3085.81,3068.13,"325260000"
"922",2012-08-28,3077.14,3069.4,3083.19,3063.65,"315420000"
"923",2012-08-29,3081.19,3078.05,3087.24,3067.62,"287410000"
"924",2012-08-30,3048.71,3066.73,3067.54,3045.92,"290310000"
"925",2012-08-31,3066.96,3069.64,3078.52,3040.59,"377440000"
"926",2012-09-04,3075.06,3063.25,3082.26,3040.24,"361570000"
"927",2012-09-05,3069.27,3072.57,3082.75,3062.54,"359620000"
"928",2012-09-06,3135.81,3087.94,3135.81,3087.67,"444530000"
"929",2012-09-07,3136.42,3133.22,3139.61,3128.17,"444780000"
"930",2012-09-10,3104.02,3131.34,3133.89,3102.76,"349410000"
"931",2012-09-11,3104.53,3105.01,3117.86,3099.1,"340710000"
"932",2012-09-12,3114.31,3115.33,3120.12,3098.82,"358660000"
"933",2012-09-13,3155.83,3117.66,3167.63,3112.62,"444320000"
"934",2012-09-14,3183.95,3166.24,3195.67,3164.26,"459320000"
"935",2012-09-17,3178.67,3183.4,3183.4,3168.63,"349080000"
"936",2012-09-18,3177.8,3173.62,3179.37,3169.41,"371460000"
"937",2012-09-19,3182.62,3179.04,3189.35,3170.29,"403830000"
"938",2012-09-20,3175.96,3166.84,3178.45,3156.46,"395260000"
"939",2012-09-21,3179.96,3194.86,3196.93,3178.09,"907650000"
"940",2012-09-24,3160.78,3155.35,3167.74,3150.71,"387100000"
"941",2012-09-25,3117.73,3170.37,3176.3,3117.73,"439320000"
"942",2012-09-26,3093.7,3113.4,3114.54,3080.28,"391160000"
"943",2012-09-27,3136.6,3105.87,3142.02,3098.46,"393320000"
"944",2012-09-28,3116.23,3125.31,3132.51,3109.91,"463490000"
"945",2012-10-01,3113.53,3130.31,3146.99,3103.89,"404690000"
"946",2012-10-02,3120.04,3127.73,3131.64,3101.64,"354150000"
"947",2012-10-03,3135.23,3130.85,3142.36,3115.04,"371290000"
"948",2012-10-04,3149.46,3142.38,3153.48,3132.56,"356330000"
"949",2012-10-05,3136.19,3161.21,3171.46,3130.76,"348180000"
"950",2012-10-08,3112.35,3121.33,3125.49,3107.57,"348250000"
"951",2012-10-09,3065.02,3108.01,3108.01,3062.52,"350430000"
"952",2012-10-10,3051.78,3066.25,3071.57,3046.78,"358010000"
"953",2012-10-11,3049.41,3075.89,3078.08,3047.14,"351380000"
"954",2012-10-12,3044.11,3049.08,3061.77,3039.58,"347090000"
"955",2012-10-15,3064.18,3053.21,3066.31,3037.27,"360450000"
"956",2012-10-16,3101.17,3073.21,3102.97,3070.25,"368670000"
"957",2012-10-17,3104.12,3091.38,3112.45,3088.05,"405950000"
"958",2012-10-18,3072.87,3097.77,3102.56,3065.24,"435100000"
"959",2012-10-19,3005.62,3066.56,3066.56,3000.27,"581820000"
"960",2012-10-22,3016.96,3005.92,3005.92,2995.78,"366630000"
"961",2012-10-23,2990.46,2989.44,3006.59,2974.07,"408040000"
"962",2012-10-24,2981.7,3011.82,3012.95,2978.73,"448430000"
"963",2012-10-25,2986.12,3005.04,3007.71,2975.98,"428330000"
"964",2012-10-26,2987.95,2986.05,2999.14,2961.16,"408110000"
"965",2012-10-31,2977.23,2986.85,2989.7,2964.94,"445440000"
"966",2012-11-01,3020.06,2987.54,3021.94,2984.22,"455180000"
"967",2012-11-02,2982.13,3033.85,3033.85,2981.69,"419050000"
"968",2012-11-05,2999.66,2983.03,3004.87,2975.85,"340040000"
"969",2012-11-06,3011.93,3003.71,3024.44,2998.93,"402490000"
"970",2012-11-07,2937.29,2976.46,2977.81,2926.79,"478330000"
"971",2012-11-08,2895.58,2942.09,2949.7,2895.58,"438160000"
"972",2012-11-09,2904.87,2892.57,2931.11,2889.81,"417310000"
"973",2012-11-12,2904.25,2916.38,2920.01,2896.55,"297280000"
"974",2012-11-13,2883.89,2880.77,2909,2877.06,"417560000"
"975",2012-11-14,2846.81,2896.81,2900.1,2842.86,"481760000"
"976",2012-11-15,2836.94,2847.84,2855.64,2826.75,"446320000"
"977",2012-11-16,2853.13,2838.9,2859.57,2810.8,"555840000"
"978",2012-11-19,2916.07,2886,2916.07,2884.75,"402060000"
"979",2012-11-20,2916.68,2910.73,2919.96,2893.38,"350530000"
"980",2012-11-21,2926.55,2919.14,2928.17,2912.42,"287910000"
"981",2012-11-23,2966.85,2943.62,2967.19,2940.68,"182640000"
"982",2012-11-26,2976.78,2961.02,2976.93,2951.73,"379660000"
"983",2012-11-27,2967.79,2974.56,2985.32,2965.13,"394720000"
"984",2012-11-28,2991.78,2952.02,2992.17,2935.88,"411770000"
"985",2012-11-29,3012.03,3005.41,3017.18,2996.3,"380100000"
"986",2012-11-30,3010.24,3013.25,3014.25,2999.72,"655380000"
"987",2012-12-03,3002.2,3029.21,3030.28,2999.57,"371180000"
"988",2012-12-04,2996.69,3000.44,3002.9,2980.93,"391210000"
"989",2012-12-05,2973.7,2993.2,2994.73,2958.26,"396200000"
"990",2012-12-06,2989.27,2967.99,2996.53,2962.02,"364110000"
"991",2012-12-07,2978.04,2999.69,3003.27,2968.82,"337010000"
"992",2012-12-10,2986.96,2973.19,2997.64,2971.56,"331960000"
"993",2012-12-11,3022.3,3005.43,3033.14,3003.82,"426180000"
"994",2012-12-12,3013.81,3033.93,3035.19,3008.49,"365550000"
"995",2012-12-13,2992.16,3007.83,3026.51,2982.63,"382580000"
"996",2012-12-14,2971.33,2976.95,2985.33,2963.8,"378690000"
"997",2012-12-17,3010.6,2975.5,3011.22,2973.54,"414460000"
"998",2012-12-18,3054.53,3020.82,3056.65,3016.4,"424900000"
"999",2012-12-19,3044.36,3059.03,3061.82,3044.36,"407370000"
"1000",2012-12-20,3050.39,3050.3,3053.53,3034.15,"367040000"
"1001",2012-12-21,3021.01,2998.6,3022.19,2995.13,"1.08e+09"
"1002",2012-12-24,3012.6,3013.89,3016.18,3008.53,"146530000"
"1003",2012-12-26,2990.16,3013.13,3018.65,2983.35,"227330000"
"1004",2012-12-27,2985.91,2989.87,2993.66,2951.04,"283950000"
"1005",2012-12-28,2960.31,2965.12,2985.47,2959.37,"257630000"
"1006",2012-12-31,3019.51,2955.45,3021.41,2953.52,"374050000"
"1007",2013-01-02,3112.26,3091.33,3112.65,3083.49,"482500000"
"1008",2013-01-03,3100.57,3108.49,3118.18,3092.28,"379340000"
"1009",2013-01-04,3101.66,3100.88,3108.44,3090.81,"366400000"
"1010",2013-01-07,3098.81,3089.17,3102.35,3083.88,"349040000"
"1011",2013-01-08,3091.81,3098.46,3103.39,3076.6,"372480000"
"1012",2013-01-09,3105.81,3099.65,3111.22,3096.34,"353260000"
"1013",2013-01-10,3121.76,3125.64,3127.72,3098.47,"353220000"
"1014",2013-01-11,3125.64,3122.12,3126.59,3114.1,"342670000"
"1015",2013-01-14,3117.5,3113.65,3123.48,3104.08,"386850000"
"1016",2013-01-15,3110.78,3101.06,3112.29,3093.32,"374300000"
"1017",2013-01-16,3117.54,3110.72,3124.65,3106.79,"352340000"
"1018",2013-01-17,3136,3130.49,3144.05,3125.79,"375200000"
"1019",2013-01-18,3134.71,3127.91,3134.73,3119.2,"486020000"
"1020",2013-01-22,3143.18,3135.63,3143.18,3121.54,"379220000"
"1021",2013-01-23,3153.67,3155.82,3161.06,3149.74,"359680000"
"1022",2013-01-24,3130.38,3125.67,3153.56,3124.45,"427840000"
"1023",2013-01-25,3149.71,3140.65,3156.2,3135.86,"409490000"
"1024",2013-01-28,3154.3,3152.17,3161.83,3144.89,"383490000"
"1025",2013-01-29,3153.66,3149.62,3156.94,3133.11,"423350000"
"1026",2013-01-30,3142.31,3157.43,3164.06,3135.83,"439350000"
"1027",2013-01-31,3142.13,3140.67,3154.18,3136.82,"520150000"
"1028",2013-02-01,3179.1,3162.94,3183.14,3154.91,"470010000"
"1029",2013-02-04,3131.17,3161.72,3169.63,3130.57,"433020000"
"1030",2013-02-05,3171.58,3140.9,3178.52,3136.82,"433500000"
"1031",2013-02-06,3168.48,3159.38,3174.82,3157.35,"414860000"
"1032",2013-02-07,3165.13,3167.44,3170.42,3135.98,"414270000"
"1033",2013-02-08,3193.87,3178.06,3196.89,3177.18,"383640000"
"1034",2013-02-11,3192,3192.53,3194.01,3182.19,"325430000"
"1035",2013-02-12,3186.49,3190.73,3196.92,3184.84,"404990000"
"1036",2013-02-13,3196.88,3195.34,3205.52,3187.06,"404450000"
"1037",2013-02-14,3198.66,3182.74,3202.33,3182.39,"415060000"
"1038",2013-02-15,3192.03,3202.84,3206.21,3184.03,"480040000"
"1039",2013-02-19,3213.59,3197.46,3213.6,3194.92,"407530000"
"1040",2013-02-20,3164.41,3211.99,3213.25,3163.95,"459790000"
"1041",2013-02-21,3131.49,3154.88,3155.19,3118.62,"4.41e+08"
"1042",2013-02-22,3161.82,3149.09,3161.82,3139.55,"359900000"
"1043",2013-02-25,3116.25,3180.59,3186.25,3116.25,"456010000"
"1044",2013-02-26,3129.65,3126.23,3135.57,3105.36,"430030000"
"1045",2013-02-27,3162.26,3129.72,3177.8,3127.27,"396960000"
"1046",2013-02-28,3160.19,3161.43,3182.6,3159.72,"540440000"
"1047",2013-03-01,3169.74,3143.54,3171.5,3129.4,"431390000"
"1048",2013-03-04,3182.03,3159.46,3182.27,3154.79,"397770000"
"1049",2013-03-05,3224.13,3200.38,3227.31,3200.27,"418690000"
"1050",2013-03-06,3222.37,3233.31,3233.44,3217.67,"377540000"
"1051",2013-03-07,3232.09,3224.5,3235.1,3221.47,"365780000"
"1052",2013-03-08,3244.37,3245.85,3248.7,3227.89,"354700000"
"1053",2013-03-11,3252.87,3237.74,3252.87,3233.67,"346200000"
"1054",2013-03-12,3242.32,3244.85,3249.78,3229.92,"366790000"
"1055",2013-03-13,3245.12,3243.04,3251.45,3230.62,"340770000"
"1056",2013-03-14,3258.93,3253,3258.93,3250.24,"364800000"
"1057",2013-03-15,3249.07,3260.46,3260.62,3242.65,"872860000"
"1058",2013-03-18,3237.59,3215.71,3249.37,3211.1,"352520000"
"1059",2013-03-19,3229.1,3246.7,3252.6,3205.42,"371620000"
"1060",2013-03-20,3254.19,3251.91,3257.99,3240.9,"348770000"
"1061",2013-03-21,3222.6,3228.17,3237.57,3215.69,"360380000"
"1062",2013-03-22,3245,3235.3,3247.94,3230.86,"354600000"
"1063",2013-03-25,3235.3,3255.85,3263.63,3222.48,"380230000"
"1064",2013-03-26,3252.48,3249.95,3252.93,3239.92,"306780000"
"1065",2013-03-27,3256.52,3230.76,3258.26,3227.02,"316130000"
"1066",2013-03-28,3267.52,3257.32,3270.3,3253.21,"423250000"
"1067",2013-04-01,3239.17,3268.63,3270.23,3230.57,"366640000"
"1068",2013-04-02,3254.86,3252.55,3267.93,3245.41,"366750000"
"1069",2013-04-03,3218.6,3257.38,3260.15,3210.39,"440860000"
"1070",2013-04-04,3224.98,3219.11,3226.24,3206.02,"354610000"
"1071",2013-04-05,3203.86,3174,3206.21,3168.88,"400590000"
"1072",2013-04-08,3222.25,3207.15,3222.26,3195.57,"333250000"
"1073",2013-04-09,3237.86,3229.81,3249.95,3215.02,"371760000"
"1074",2013-04-10,3297.25,3246.06,3299.16,3245.8,"420210000"
"1075",2013-04-11,3300.16,3289.59,3306.95,3287.74,"432120000"
"1076",2013-04-12,3294.95,3292.39,3296.5,3271.02,"374580000"
"1077",2013-04-15,3216.49,3277.58,3283.4,3213.46,"484380000"
"1078",2013-04-16,3264.63,3239.05,3265.84,3231.45,"387380000"
"1079",2013-04-17,3204.67,3236.25,3236.98,3186.08,"490880000"
"1080",2013-04-18,3166.36,3212.24,3212.97,3154.96,"460300000"
"1081",2013-04-19,3206.06,3169.32,3210.03,3168.33,"494380000"
"1082",2013-04-22,3233.55,3217.4,3241.16,3198.74,"426940000"
"1083",2013-04-23,3269.33,3252.8,3275.89,3241.52,"418170000"
"1084",2013-04-24,3269.65,3262.21,3277.12,3255.44,"425310000"
"1085",2013-04-25,3289.99,3279.82,3301.28,3279.29,"458900000"
"1086",2013-04-26,3279.26,3284.07,3287.48,3268.03,"429900000"
"1087",2013-04-29,3307.02,3290.31,3315.34,3289.42,"369130000"
"1088",2013-04-30,3328.79,3308.05,3328.79,3298.58,"522650000"
"1089",2013-05-01,3299.13,3325.35,3330.02,3296.51,"4.58e+08"
"1090",2013-05-02,3340.62,3306.15,3344.9,3305.81,"394590000"
"1091",2013-05-03,3378.63,3371.41,3388.12,3370.3,"388720000"
"1092",2013-05-06,3392.97,3382.33,3396.21,3381.44,"334290000"
"1093",2013-05-07,3396.63,3398.83,3402.24,3381.04,"376440000"
"1094",2013-05-08,3413.27,3394.89,3413.27,3389.8,"384610000"
"1095",2013-05-09,3409.17,3408.94,3428.54,3403.43,"386730000"
"1096",2013-05-10,3436.58,3414.84,3436.6,3411.59,"370140000"
"1097",2013-05-13,3438.79,3429.53,3447.1,3426.67,"355120000"
"1098",2013-05-14,3462.61,3439.72,3468.67,3439.72,"395210000"
"1099",2013-05-15,3471.62,3455.67,3475.48,3452.31,"399040000"
"1100",2013-05-16,3465.24,3473.16,3485.95,3462.24,"425360000"
"1101",2013-05-17,3498.97,3483.41,3499.2,3473.04,"497130000"
"1102",2013-05-20,3496.43,3490.46,3509.41,3488.13,"405120000"
"1103",2013-05-21,3502.12,3495.46,3512.15,3486.88,"401050000"
"1104",2013-05-22,3463.3,3503.48,3532.04,3446.96,"503740000"
"1105",2013-05-23,3459.42,3426.07,3467.13,3422.51,"436890000"
"1106",2013-05-24,3459.14,3438.28,3459.47,3429.31,"344650000"
"1107",2013-05-28,3488.89,3497.9,3514.8,3475.39,"420670000"
"1108",2013-05-29,3467.52,3471.67,3479.53,3450.4,"384640000"
"1109",2013-05-30,3491.3,3473.21,3503.82,3473.04,"399850000"
"1110",2013-05-31,3455.91,3478.22,3500.67,3455.84,"554180000"
"1111",2013-06-03,3465.37,3460.76,3465.84,3419.39,"519270000"
"1112",2013-06-04,3445.26,3467.02,3482.75,3430.02,"456830000"
"1113",2013-06-05,3401.48,3432.85,3446.15,3397.91,"438820000"
"1114",2013-06-06,3424.05,3404.41,3424.05,3378.24,"444550000"
"1115",2013-06-07,3469.22,3437.84,3471.73,3429.43,"412580000"
"1116",2013-06-10,3473.77,3475.68,3484.81,3465.54,"356290000"
"1117",2013-06-11,3436.95,3436.62,3466.57,3426.57,"357180000"
"1118",2013-06-12,3400.43,3458.14,3459.18,3395.91,"358760000"
"1119",2013-06-13,3445.36,3398.54,3451.03,3387.61,"361120000"
"1120",2013-06-14,3423.56,3442.31,3448.4,3419.32,"340270000"
"1121",2013-06-17,3452.13,3449.97,3468.56,3436.34,"366210000"
"1122",2013-06-18,3482.18,3456.29,3488.31,3456.09,"358540000"
"1123",2013-06-19,3443.2,3483.59,3485.45,3443.2,"389860000"
"1124",2013-06-20,3364.64,3405.14,3412.94,3355.93,"496990000"
"1125",2013-06-21,3357.25,3367.81,3377.3,3326.86,"1.08e+09"
"1126",2013-06-24,3320.76,3326.38,3344.66,3294.95,"493600000"
"1127",2013-06-25,3347.89,3350.59,3358.31,3327.69,"408550000"
"1128",2013-06-26,3376.22,3375.7,3383.7,3365.48,"393980000"
"1129",2013-06-27,3401.86,3395.79,3412.79,3395.41,"392160000"
"1130",2013-06-28,3403.25,3389.3,3422.2,3382.75,"1.13e+09"
"1131",2013-07-01,3434.49,3430.48,3454.43,3430.31,"394860000"
"1132",2013-07-02,3433.4,3430.69,3453.29,3415.23,"397170000"
"1133",2013-07-03,3443.67,3420.27,3455.42,3417.88,"230420000"
"1134",2013-07-05,3479.38,3468.48,3479.46,3441.78,"311460000"
"1135",2013-07-08,3484.83,3493.81,3495.51,3475.39,"380070000"
"1136",2013-07-09,3504.26,3501.25,3508.81,3484.79,"385450000"
"1137",2013-07-10,3520.76,3502.11,3522.99,3502,"372210000"
"1138",2013-07-11,3578.3,3557.79,3579.29,3552.52,"403900000"
"1139",2013-07-12,3600.08,3579.58,3600.08,3576.57,"420800000"
"1140",2013-07-15,3607.49,3601.09,3609.59,3591.54,"333350000"
"1141",2013-07-16,3598.5,3611,3611.35,3589.65,"366490000"
"1142",2013-07-17,3610,3608.13,3615.79,3600.69,"358960000"
"1143",2013-07-18,3611.28,3610.03,3624.54,3607.09,"377390000"
"1144",2013-07-19,3587.61,3581.9,3589.05,3578.57,"463030000"
"1145",2013-07-22,3600.39,3599.87,3601.92,3587.46,"362970000"
