"","Shanghai Composite (SSEC)_history.csv Date","Shanghai Composite (SSEC)_history.csv Price","Shanghai Composite (SSEC)_history.csv Open","Shanghai Composite (SSEC)_history.csv High","Shanghai Composite (SSEC)_history.csv Low","Shanghai Composite (SSEC)_history.csv Volume"
"637",2011-08-15,2626.77,2598.14,2627.1,2584.41,"88680"
"638",2011-08-16,2608.17,2627.85,2636.36,2601.5,"85230"
"639",2011-08-17,2601.26,2603.96,2617.16,2596.04,"70110"
"640",2011-08-18,2559.47,2601.99,2603.48,2556.86,"70990"
"641",2011-08-19,2534.36,2519.65,2538.27,2513.75,"70610"
"642",2011-08-22,2515.86,2534.57,2553.41,2507.78,"61210"
"643",2011-08-23,2554.02,2524.88,2554.18,2514.95,"60940"
"644",2011-08-24,2541.09,2562.41,2569.28,2536.26,"65460"
"645",2011-08-25,2615.26,2546.4,2616.3,2545.05,"104540"
"646",2011-08-26,2612.19,2602.21,2616.64,2593.24,"77850"
"647",2011-08-29,2576.41,2595.47,2595.47,2570.84,"73700"
"648",2011-08-30,2566.59,2592.6,2615.14,2563.69,"75910"
"649",2011-08-31,2567.34,2566.53,2574.42,2545.1,"59170"
"650",2011-09-01,2556.04,2569.8,2584.8,2547.85,"57290"
"651",2011-09-02,2528.28,2551.56,2557.31,2517.62,"54440"
"652",2011-09-05,2478.74,2510.1,2510.1,2478.2,"55030"
"653",2011-09-06,2470.52,2465.57,2482.24,2459.54,"49220"
"654",2011-09-07,2516.09,2480.94,2516.75,2475.22,"59670"
"655",2011-09-08,2498.94,2523.96,2524.38,2498.11,"55270"
"656",2011-09-09,2497.75,2506.97,2528.42,2487.14,"51250"
"657",2011-09-13,2471.3,2467.73,2477.08,2453.8,"49930"
"658",2011-09-14,2484.83,2478.59,2485.93,2439.37,"54070"
"659",2011-09-15,2479.05,2482.86,2496.57,2477.65,"56000"
"660",2011-09-16,2482.34,2490.18,2499.48,2475.76,"47990"
"661",2011-09-19,2437.79,2469.6,2469.6,2437.17,"48750"
"662",2011-09-20,2447.76,2433.72,2460.03,2426.7,"46270"
"663",2011-09-21,2512.96,2450.12,2517.67,2438.85,"86690"
"664",2011-09-22,2443.06,2491.21,2499.98,2442.46,"74700"
"665",2011-09-23,2433.16,2411.83,2440.75,2400.14,"67300"
"666",2011-09-26,2393.18,2416.23,2441.73,2384.64,"57430"
"667",2011-09-27,2415.05,2410.99,2423.91,2395.16,"55230"
"668",2011-09-28,2392.06,2427.29,2430.27,2383.4,"55760"
"669",2011-09-29,2365.34,2378.42,2387.54,2358.57,"59190"
"670",2011-09-30,2359.22,2368.4,2377.54,2348.22,"48820"
"671",2011-10-10,2344.79,2363.08,2368.15,2338.69,"41750"
"672",2011-10-11,2348.52,2401.74,2412.38,2323.41,"63980"
"673",2011-10-12,2420,2335.49,2421.69,2318.63,"91510"
"674",2011-10-13,2438.79,2412.83,2439.64,2406.28,"87860"
"675",2011-10-14,2431.37,2429.88,2437.59,2409.29,"60670"
"676",2011-10-17,2440.4,2434.49,2452.99,2424.73,"58270"
"677",2011-10-18,2383.49,2423.28,2425.65,2378.67,"79530"
"678",2011-10-19,2377.51,2387.83,2401.69,2374.42,"58540"
"679",2011-10-20,2331.37,2365.91,2368.64,2315.9,"65430"
"680",2011-10-21,2317.28,2330.51,2340.31,2313.78,"48440"
"681",2011-10-24,2370.33,2322.02,2371.09,2307.15,"70870"
"682",2011-10-25,2409.67,2366.4,2414.05,2357.39,"90890"
"683",2011-10-26,2427.48,2398.19,2448.98,2394.73,"107450"
"684",2011-10-27,2435.61,2432.47,2449.7,2426.32,"82410"
"685",2011-10-28,2473.41,2462.08,2483.76,2456.18,"110030"
"686",2011-10-31,2468.25,2470.25,2478.31,2455.2,"84170"
"687",2011-11-01,2470.02,2450.33,2491.35,2445.53,"88890"
"688",2011-11-02,2504.11,2437.87,2505.12,2433.72,"105470"
"689",2011-11-03,2508.09,2510.84,2535.24,2507.3,"136580"
"690",2011-11-04,2528.29,2525.24,2536.78,2512.9,"101870"
"691",2011-11-07,2509.8,2518.9,2536.18,2507.62,"78870"
"692",2011-11-08,2503.84,2514.26,2524.82,2500.02,"78670"
"693",2011-11-09,2524.92,2512.59,2527.7,2489.02,"78210"
"694",2011-11-10,2479.54,2498.59,2507.45,2478.14,"87110"
"695",2011-11-11,2481.08,2483.96,2496.53,2472.76,"66140"
"696",2011-11-14,2528.71,2498.67,2529.63,2496.34,"81230"
"697",2011-11-15,2529.76,2525.95,2534.06,2518.7,"79230"
"698",2011-11-16,2466.96,2529.07,2529.46,2456.86,"93380"
"699",2011-11-17,2463.05,2467.7,2482.53,2459.16,"66410"
"700",2011-11-18,2416.56,2448.39,2448.51,2411.04,"72180"
"701",2011-11-21,2415.13,2416.73,2419.24,2396.09,"50170"
"702",2011-11-22,2412.63,2400.98,2414.85,2387.83,"51440"
"703",2011-11-23,2395.06,2415.2,2418.56,2390.65,"50550"
"704",2011-11-24,2397.55,2379.15,2409.72,2370.69,"52150"
"705",2011-11-25,2380.22,2393.33,2403.94,2372.62,"45360"
"706",2011-11-28,2383.03,2383.89,2396.83,2372.16,"46070"
"707",2011-11-29,2412.39,2398.99,2413.33,2388.2,"55120"
"708",2011-11-30,2333.41,2406.33,2407.33,2319.44,"76610"
"709",2011-12-01,2386.86,2392.48,2423.56,2376.92,"98650"
"710",2011-12-02,2360.66,2374.9,2378.3,2344.85,"59870"
"711",2011-12-05,2333.23,2363.11,2363.13,2327.61,"52220"
"712",2011-12-06,2325.9,2326.66,2331.89,2310.16,"45920"
"713",2011-12-07,2332.73,2325.56,2339.85,2317.81,"41570"
"714",2011-12-08,2329.82,2329.91,2346.65,2302.64,"51470"
"715",2011-12-09,2315.27,2315.51,2331.26,2309.46,"39990"
"716",2011-12-12,2291.54,2312.15,2315.81,2290.26,"39630"
"717",2011-12-13,2248.59,2283.22,2285.81,2245.87,"58630"
"718",2011-12-14,2228.53,2241.39,2256.74,2224.72,"44080"
"719",2011-12-15,2180.9,2215.79,2216.91,2179.47,"56710"
"720",2011-12-16,2224.84,2179.51,2225.54,2170.75,"57270"
"721",2011-12-19,2218.24,2208.07,2221.45,2164.89,"57820"
"722",2011-12-20,2215.93,2209.7,2239.86,2206.52,"52760"
"723",2011-12-21,2191.15,2230.18,2237.47,2188.71,"50880"
"724",2011-12-22,2186.3,2178.57,2201.59,2149.42,"58990"
"725",2011-12-23,2204.78,2183.91,2219.79,2178.14,"52420"
"726",2011-12-26,2190.11,2193.66,2213.45,2186.07,"43610"
"727",2011-12-27,2166.21,2186.71,2196.97,2162.72,"45710"
"728",2011-12-28,2170.01,2157.65,2170.67,2134.02,"49630"
"729",2011-12-29,2173.56,2161.18,2181.95,2157.11,"44750"
"730",2011-12-30,2199.42,2177.52,2200.99,2177.52,"51940"
"731",2012-01-04,2169.39,2212,2217.52,2168.64,"49250"
"732",2012-01-05,2148.45,2160.9,2183.4,2145.56,"58740"
"733",2012-01-06,2163.39,2148.15,2164.32,2132.63,"50580"
"734",2012-01-09,2225.89,2164.74,2226.22,2148.45,"76760"
"735",2012-01-10,2285.74,2221.83,2288.63,2218.27,"109590"
"736",2012-01-11,2276.05,2282.91,2290.64,2265.18,"84440"
"737",2012-01-12,2275.01,2268.74,2295.22,2265.26,"71570"
"738",2012-01-13,2244.58,2277.08,2281.53,2225.74,"71470"
"739",2012-01-16,2206.19,2230.43,2241.26,2206.05,"45860"
"740",2012-01-17,2298.38,2206.53,2298.38,2196.12,"87800"
"741",2012-01-18,2266.38,2298.83,2311.58,2257.9,"89940"
"742",2012-01-19,2296.08,2266.08,2305.71,2259.34,"72500"
"743",2012-01-20,2319.12,2300.5,2322.89,2293.89,"69920"
"744",2012-01-30,2285.04,2324.49,2324.49,2284.29,"58410"
"745",2012-01-31,2292.61,2285.95,2296.38,2277.06,"48740"
"746",2012-02-01,2268.08,2288.07,2305.86,2263.34,"53550"
"747",2012-02-02,2312.56,2273.85,2312.56,2268.69,"63470"
"748",2012-02-03,2330.4,2306.66,2336.27,2300.98,"78940"
"749",2012-02-06,2331.14,2334.25,2341.57,2317.42,"75730"
"750",2012-02-07,2291.9,2319.42,2319.71,2278.82,"67330"
"751",2012-02-08,2347.53,2291.81,2350.96,2286.82,"87120"
"752",2012-02-09,2349.59,2344.22,2363.61,2333.93,"98030"
"753",2012-02-10,2351.98,2342.01,2368.98,2339.88,"96500"
"754",2012-02-13,2351.85,2332.05,2365.34,2325.03,"86260"
"755",2012-02-14,2344.77,2348.88,2352.47,2332.25,"73130"
"756",2012-02-15,2366.7,2340.45,2374.28,2335.1,"98860"
"757",2012-02-16,2356.86,2363.9,2373.8,2342.07,"95050"
"758",2012-02-17,2357.18,2366.63,2372.51,2344.76,"71930"
"759",2012-02-20,2363.6,2383.69,2388.01,2362.01,"88910"
"760",2012-02-21,2381.43,2365.49,2382.15,2345.05,"79350"
"761",2012-02-22,2403.59,2380.5,2404.44,2374.03,"118680"
"762",2012-02-23,2409.55,2401.74,2416.8,2396.71,"112550"
"763",2012-02-24,2439.63,2410.88,2439.98,2405.27,"134900"
"764",2012-02-27,2447.06,2447.41,2478.38,2444.63,"158070"
"765",2012-02-28,2451.86,2440.91,2458.65,2431.83,"118360"
"766",2012-02-29,2428.49,2446.23,2453.07,2426.33,"95540"
"767",2012-03-01,2426.11,2418.79,2437.87,2418.33,"75080"
"768",2012-03-02,2460.69,2430.1,2461.12,2430.1,"103230"
"769",2012-03-05,2445,2464.85,2469.84,2442.11,"112690"
"770",2012-03-06,2410.45,2439.78,2442,2406.06,"103710"
"771",2012-03-07,2394.79,2391.2,2413.69,2388.52,"94790"
"772",2012-03-08,2420.28,2401.1,2426.7,2401.1,"96780"
"773",2012-03-09,2439.46,2425.89,2440.51,2414.97,"100620"
"774",2012-03-12,2434.86,2438.55,2440.86,2420.84,"106220"
"775",2012-03-13,2455.79,2432.84,2457.22,2428.61,"104650"
"776",2012-03-14,2391.23,2464.91,2476.22,2382.84,"179790"
"777",2012-03-15,2373.77,2388.06,2403.74,2366.02,"120030"
"778",2012-03-16,2404.74,2377.76,2406.15,2368.31,"103680"
"779",2012-03-19,2410.18,2401.22,2412.34,2383.67,"102150"
"780",2012-03-20,2376.84,2407.54,2407.54,2376.03,"97900"
"781",2012-03-21,2378.2,2384.71,2396.72,2361.22,"95690"
"782",2012-03-22,2375.77,2376.99,2386.1,2364.13,"79350"
"783",2012-03-23,2349.54,2369.08,2371.26,2342.12,"76860"
"784",2012-03-26,2350.6,2349.09,2358,2339.14,"55430"
"785",2012-03-27,2347.18,2358.55,2363.77,2344.3,"60880"
"786",2012-03-28,2284.88,2341,2341.42,2281.43,"83650"
"787",2012-03-29,2252.16,2276.74,2280.96,2242.34,"74250"
"788",2012-03-30,2262.79,2256.04,2266.21,2246.24,"62020"
"789",2012-04-05,2302.24,2258.03,2303.82,2251.39,"80100"
"790",2012-04-06,2306.55,2299.05,2309.64,2291.56,"72140"
"791",2012-04-09,2285.78,2300.05,2304.65,2284.44,"59760"
"792",2012-04-10,2305.86,2281.02,2306.39,2258.85,"67350"
"793",2012-04-11,2308.92,2286.72,2319.05,2280.04,"75130"
"794",2012-04-12,2350.86,2310.48,2351.05,2307.84,"97690"
"795",2012-04-13,2359.16,2351.51,2369.7,2346.94,"98770"
"796",2012-04-16,2357.03,2346.31,2364.11,2342.2,"85320"
"797",2012-04-17,2334.98,2355.37,2363.01,2333.34,"84690"
"798",2012-04-18,2380.85,2341.13,2383.64,2337.86,"108610"
"799",2012-04-19,2378.63,2378.63,2386.98,2369.46,"94270"
"800",2012-04-20,2406.86,2374.66,2407.29,2372.13,"115520"
"801",2012-04-23,2388.59,2403.52,2411.51,2383.07,"122910"
"802",2012-04-24,2388.83,2380.24,2415.75,2350.4,"133720"
"803",2012-04-25,2406.81,2382.21,2411.42,2376.63,"130970"
"804",2012-04-26,2404.7,2408.56,2414.75,2393.26,"115530"
"805",2012-04-27,2396.32,2402.43,2408.42,2393.87,"91230"
"806",2012-05-02,2438.44,2421.08,2446.35,2407.79,"128010"
"807",2012-05-03,2440.08,2433.59,2441.95,2427.73,"102250"
"808",2012-05-04,2452.01,2437.46,2453.73,2427.97,"102210"
"809",2012-05-07,2451.95,2441.76,2451.95,2432.74,"108830"
"810",2012-05-08,2448.88,2451.58,2451.6,2431.02,"104860"
"811",2012-05-09,2408.59,2432.47,2432.47,2407.51,"97900"
"812",2012-05-10,2410.23,2409.95,2419.12,2402.2,"81700"
"813",2012-05-11,2394.98,2406.07,2415.98,2393.38,"74860"
"814",2012-05-14,2380.73,2408.26,2411.27,2377.98,"90530"
"815",2012-05-15,2374.84,2367.08,2376.59,2354.61,"77920"
"816",2012-05-16,2346.19,2369.29,2372.03,2344.5,"76730"
"817",2012-05-17,2378.89,2347.18,2383.31,2342.35,"86870"
"818",2012-05-18,2344.52,2364.9,2369.6,2338.24,"89690"
"819",2012-05-21,2348.3,2343.58,2360.39,2330.33,"74840"
"820",2012-05-22,2373.31,2355.73,2374.06,2354.87,"76780"
"821",2012-05-23,2363.44,2369.27,2378.08,2350.55,"84220"
"822",2012-05-24,2350.97,2359.68,2373.06,2344.58,"79210"
"823",2012-05-25,2333.55,2350.54,2355.81,2327.41,"74020"
"824",2012-05-28,2361.37,2325.32,2361.74,2309.07,"94960"
"825",2012-05-29,2389.64,2361,2393.28,2358.37,"117160"
"826",2012-05-30,2384.67,2385.39,2391.69,2378.13,"89810"
"827",2012-05-31,2372.23,2370.01,2382.99,2362.31,"77890"
"828",2012-06-01,2373.44,2373.22,2388.09,2365.44,"77020"
"829",2012-06-04,2308.55,2346.98,2348.2,2308.23,"90180"
"830",2012-06-05,2311.92,2313.74,2323.3,2304.05,"66080"
"831",2012-06-06,2309.55,2315.56,2323.11,2301.04,"58530"
"832",2012-06-07,2293.13,2324.67,2328.67,2288.66,"60230"
"833",2012-06-08,2281.45,2306.22,2306.88,2276.71,"67930"
"834",2012-06-11,2305.86,2282.89,2311.77,2278.16,"64200"
"835",2012-06-12,2289.79,2295.07,2298.95,2280.95,"59940"
"836",2012-06-13,2318.92,2289.71,2319.71,2284.65,"78450"
"837",2012-06-14,2295.95,2306.78,2314.59,2293.06,"71630"
"838",2012-06-15,2306.85,2299.78,2314.24,2283.4,"68690"
"839",2012-06-18,2316.05,2313.53,2325.05,2309.71,"60600"
"840",2012-06-19,2300.8,2313.45,2313.45,2298.39,"60140"
"841",2012-06-20,2292.88,2300.41,2304.46,2291.54,"54100"
"842",2012-06-21,2260.88,2288.45,2288.45,2253.79,"58990"
"843",2012-06-25,2224.11,2253.51,2253.51,2223.05,"59770"
"844",2012-06-26,2222.07,2214.65,2229.24,2203.94,"52940"
"845",2012-06-27,2216.93,2219.94,2233.54,2213.32,"51050"
"846",2012-06-28,2195.84,2220.24,2224.16,2195.36,"54180"
"847",2012-06-29,2225.43,2190.58,2226.49,2188.72,"61440"
"848",2012-07-02,2226.11,2234.32,2234.87,2215.36,"62200"
"849",2012-07-03,2229.19,2225.57,2244.83,2219.05,"62700"
"850",2012-07-04,2227.31,2233.33,2239.27,2219.45,"55270"
"851",2012-07-05,2201.35,2218.22,2218.22,2192.65,"57970"
"852",2012-07-06,2223.58,2203.73,2227.47,2185.52,"76560"
"853",2012-07-09,2170.81,2210.71,2216.7,2168.61,"75110"
"854",2012-07-10,2164.44,2166.95,2178.19,2156.73,"58990"
"855",2012-07-11,2175.38,2160.02,2176.49,2156.6,"58610"
"856",2012-07-12,2185.49,2172.06,2197.04,2152.67,"82130"
"857",2012-07-13,2185.89,2180.17,2198.66,2177.92,"57550"
"858",2012-07-16,2147.96,2187.89,2188.06,2146.15,"67490"
"859",2012-07-17,2161.19,2142.43,2165.33,2141.48,"55180"
"860",2012-07-18,2169.1,2159.86,2170.3,2138.79,"66550"
"861",2012-07-19,2184.84,2164.27,2197.79,2159.94,"79340"
"862",2012-07-20,2168.64,2180.01,2185.73,2162.06,"64350"
"863",2012-07-23,2141.4,2154.17,2154.17,2135.56,"55680"
"864",2012-07-24,2146.59,2132.32,2158.95,2131.01,"54410"
"865",2012-07-25,2136.15,2141.04,2151.45,2132.83,"48580"
"866",2012-07-26,2126,2134.99,2147.66,2124.16,"52880"
"867",2012-07-27,2128.76,2132.01,2139.15,2120.63,"52080"
"868",2012-07-30,2109.91,2128.16,2137.74,2107.63,"51990"
"869",2012-07-31,2103.63,2109.32,2116.9,2100.25,"53460"
"870",2012-08-01,2123.36,2101.72,2130.71,2101.71,"53810"
"871",2012-08-02,2111.18,2120.15,2126.46,2103.5,"53470"
"872",2012-08-03,2132.8,2113.96,2133.27,2108.33,"53370"
"873",2012-08-06,2154.92,2129.15,2158.68,2127.26,"71840"
"874",2012-08-07,2157.62,2153.09,2159.68,2148.9,"75050"
"875",2012-08-08,2160.99,2158.98,2168.73,2153.02,"72870"
"876",2012-08-09,2174.1,2159.43,2175.54,2148.69,"72530"
"877",2012-08-10,2168.81,2172.96,2176.8,2165.28,"68370"
"878",2012-08-13,2136.08,2164.04,2164.04,2134.55,"71350"
"879",2012-08-14,2142.52,2137.05,2144.01,2119.25,"67570"
"880",2012-08-15,2118.94,2138.28,2139.14,2118.5,"54610"
"881",2012-08-16,2112.2,2116.08,2122.68,2109.66,"45170"
"882",2012-08-17,2114.89,2111.65,2120.71,2100.79,"44390"
"883",2012-08-20,2106.96,2102.23,2110.78,2089.02,"46720"
"884",2012-08-21,2118.27,2106.38,2124.19,2103.07,"60760"
"885",2012-08-22,2107.71,2118.88,2121.15,2097.6,"58440"
"886",2012-08-23,2113.07,2106.96,2118.74,2097.08,"58470"
"887",2012-08-24,2092.1,2108.36,2109.82,2089.22,"60180"
"888",2012-08-27,2055.71,2085.37,2085.37,2055.38,"60320"
"889",2012-08-28,2073.15,2054.97,2083.96,2052.49,"54420"
"890",2012-08-29,2053.23,2066.82,2073.95,2051.77,"52210"
"891",2012-08-30,2052.58,2044.03,2060.18,2032.54,"61960"
"892",2012-08-31,2047.52,2046.29,2059.3,2044.65,"46140"
"893",2012-09-03,2059.15,2044.82,2066.78,2041.16,"60640"
"894",2012-09-04,2043.65,2060.61,2063.82,2039.27,"57460"
"895",2012-09-05,2037.68,2038.87,2048.32,2029.05,"57650"
"896",2012-09-06,2051.92,2040.67,2052.95,2036.37,"56090"
"897",2012-09-07,2127.76,2062.99,2145,2062.99,"139930"
"898",2012-09-10,2134.89,2128.07,2140.17,2120.49,"103580"
"899",2012-09-11,2120.55,2127.52,2127.52,2107.22,"80430"
"900",2012-09-12,2126.55,2129.69,2137.89,2109.14,"84120"
"901",2012-09-13,2110.38,2123.84,2130.08,2110,"79050"
"902",2012-09-14,2123.85,2127.39,2136.23,2111.12,"91250"
"903",2012-09-17,2078.5,2120.62,2121.58,2077.48,"76390"
"904",2012-09-18,2059.54,2069.34,2074.76,2053.66,"53800"
"905",2012-09-19,2067.83,2061.06,2069.95,2055.2,"52240"
"906",2012-09-20,2024.84,2060.31,2060.31,2023.09,"67480"
"907",2012-09-21,2026.69,2020.55,2041.95,2018.26,"60290"
"908",2012-09-24,2033.19,2015.77,2040.85,2005.26,"57640"
"909",2012-09-25,2029.29,2028.63,2039.1,2021.81,"48220"
"910",2012-09-26,2004.17,2027.85,2033.04,1999.48,"50400"
"911",2012-09-27,2056.32,2003.1,2068.07,2002.32,"76690"
"912",2012-09-28,2086.17,2042.89,2089.63,2040.35,"79450"
"913",2012-10-08,2074.42,2084.85,2096.26,2063.09,"55130"
"914",2012-10-09,2115.23,2081.59,2119.34,2081.59,"84560"
"915",2012-10-10,2119.94,2111.59,2121.99,2102.53,"78910"
"916",2012-10-11,2102.87,2114.23,2117.84,2101.14,"74500"
"917",2012-10-12,2104.93,2109.07,2127.31,2092.51,"68260"
"918",2012-10-15,2098.7,2105.02,2107.2,2085.11,"53940"
"919",2012-10-16,2098.81,2097.05,2111.78,2089.69,"57820"
"920",2012-10-17,2105.62,2104.28,2113.16,2088.04,"59870"
"921",2012-10-18,2131.69,2108.5,2137.69,2107.49,"87190"
"922",2012-10-19,2128.3,2129.82,2136.87,2125.74,"67640"
"923",2012-10-22,2132.76,2118.52,2138.03,2112.75,"60120"
"924",2012-10-23,2114.45,2132.11,2136.22,2111.92,"72680"
"925",2012-10-24,2115.99,2106.83,2124,2104.67,"72890"
"926",2012-10-25,2101.58,2114.76,2128.74,2100.61,"85390"
"927",2012-10-26,2066.21,2100.1,2102.16,2058.06,"78610"
"928",2012-10-29,2058.94,2061.85,2068.24,2053.09,"53640"
"929",2012-10-30,2062.35,2059.2,2075.91,2054.26,"60570"
"930",2012-10-31,2068.88,2061.12,2070.48,2053.58,"59530"
"931",2012-11-01,2104.43,2070.02,2109.5,2069.95,"82890"
"932",2012-11-02,2117.05,2105.45,2119.22,2096.53,"76560"
"933",2012-11-05,2114.03,2113.33,2123.33,2104.58,"71540"
"934",2012-11-06,2106,2113.66,2114.79,2078.47,"71340"
"935",2012-11-07,2105.73,2102.42,2112.63,2093.29,"59380"
"936",2012-11-08,2071.51,2091.25,2092.57,2070.65,"66600"
"937",2012-11-09,2069.07,2066.49,2077.23,2062.42,"54220"
"938",2012-11-12,2079.27,2069.21,2079.57,2061.84,"56700"
"939",2012-11-13,2047.89,2078.13,2078.13,2044.04,"61090"
"940",2012-11-14,2055.42,2047.26,2056.49,2040.17,"48090"
"941",2012-11-15,2030.29,2045.46,2053.56,2029.87,"50560"
"942",2012-11-16,2014.72,2026.56,2028.69,2001.72,"49580"
"943",2012-11-19,2016.98,2013.25,2018.38,1995.72,"45330"
"944",2012-11-20,2008.92,2020.43,2023.61,2004.17,"42580"
"945",2012-11-21,2030.32,2008.21,2031.15,1995.17,"53280"
"946",2012-11-22,2015.61,2021.21,2023.09,2009.72,"45580"
"947",2012-11-23,2027.38,2020.02,2034.88,2017,"51550"
"948",2012-11-26,2017.46,2023.34,2027.27,2014.03,"44780"
"949",2012-11-27,1991.17,2012.08,2014.21,1990.34,"56630"
"950",2012-11-28,1973.52,1984.48,1984.86,1968.21,"50510"
"951",2012-11-29,1963.49,1972.92,1980.56,1961.82,"49540"
"952",2012-11-30,1980.12,1961.81,1983.42,1959.33,"56890"
"953",2012-12-03,1959.77,1977.25,1988.19,1957.88,"61650"
"954",2012-12-04,1975.14,1956.62,1980.12,1949.46,"62380"
"955",2012-12-05,2031.91,1973.11,2040.6,1970.2,"119970"
"956",2012-12-06,2029.24,2029.56,2036.61,2018.38,"81460"
"957",2012-12-07,2061.79,2028.77,2065.74,2023.96,"115160"
"958",2012-12-10,2083.77,2067.32,2087.01,2064.61,"115380"
"959",2012-12-11,2074.7,2077.56,2088.63,2070.19,"93370"
"960",2012-12-12,2082.73,2073.27,2085.93,2066.39,"78560"
"961",2012-12-13,2061.48,2077.42,2081.36,2059.47,"72270"
"962",2012-12-14,2150.63,2062.69,2152.5,2062.54,"160870"
"963",2012-12-17,2160.34,2152.1,2169.57,2151.94,"144240"
"964",2012-12-18,2162.46,2155.86,2183.71,2144.73,"126100"
"965",2012-12-19,2162.24,2158.67,2175.39,2154.29,"94390"
"966",2012-12-20,2168.35,2156.19,2174.82,2142.95,"99380"
"967",2012-12-21,2153.31,2169.57,2190.4,2148.17,"103370"
"968",2012-12-24,2159.05,2150.65,2170.39,2149.82,"78470"
"969",2012-12-25,2213.61,2154.32,2220.26,2146.86,"143330"
"970",2012-12-26,2219.13,2211.59,2220.48,2206.79,"121860"
"971",2012-12-27,2205.9,2223.65,2234.72,2204.79,"129020"
"972",2012-12-28,2233.25,2207.91,2234.87,2204,"115930"
"973",2012-12-31,2269.13,2236.46,2269.51,2236.46,"128030"
"974",2013-01-04,2276.99,2289.51,2296.11,2256.56,"139470"
"975",2013-01-07,2285.36,2271.66,2293.32,2266.86,"118160"
"976",2013-01-08,2276.07,2284.65,2289.14,2262.98,"122910"
"977",2013-01-09,2275.34,2271.3,2283.9,2259.05,"122020"
"978",2013-01-10,2283.66,2274.38,2295.48,2268.65,"120070"
"979",2013-01-11,2243,2285.19,2290.2,2234.95,"125070"
"980",2013-01-14,2311.74,2236.29,2317.62,2235.11,"144750"
"981",2013-01-15,2325.68,2312.47,2332.78,2309.32,"165650"
"982",2013-01-16,2309.5,2322.16,2326.76,2279.51,"153510"
"983",2013-01-17,2284.91,2305.14,2305.6,2275.88,"119100"
"984",2013-01-18,2317.07,2295.81,2324.51,2285.97,"125440"
"985",2013-01-21,2328.22,2321.49,2329.58,2305.1,"134680"
"986",2013-01-22,2315.14,2326.49,2335.81,2301.3,"149470"
"987",2013-01-23,2320.91,2308.52,2325.12,2296.49,"118180"
"988",2013-01-24,2302.6,2320.26,2362.94,2287.3,"161030"
"989",2013-01-25,2291.3,2300,2308.38,2288.26,"92610"
"990",2013-01-28,2346.51,2295.35,2346.92,2295.35,"128380"
"991",2013-01-29,2358.98,2347.21,2363.8,2337.35,"141850"
"992",2013-01-30,2382.47,2360.75,2383.76,2347.89,"149880"
"993",2013-01-31,2385.42,2383.43,2391.82,2371.23,"139710"
"994",2013-02-01,2419.02,2377.41,2421.15,2369.57,"140820"
"995",2013-02-04,2428.15,2425.92,2440.38,2417.58,"167550"
"996",2013-02-05,2433.13,2411,2437.41,2403.3,"150760"
"997",2013-02-06,2434.48,2432.68,2441.73,2427.7,"116580"
"998",2013-02-07,2418.53,2430.69,2433.89,2394.22,"120010"
"999",2013-02-08,2432.4,2416.62,2443.03,2414.4,"109070"
"1000",2013-02-17,2432.4,2416.62,2443.03,2414.4,"109070"
"1001",2013-02-18,2421.56,2441.91,2444.8,2415.43,"116180"
"1002",2013-02-19,2382.91,2420.26,2427.07,2373.53,"123470"
"1003",2013-02-20,2397.18,2383.49,2397.94,2370.61,"110280"
"1004",2013-02-21,2325.95,2378.82,2378.82,2309.17,"144060"
"1005",2013-02-22,2314.16,2322.94,2330.88,2308.76,"96980"
"1006",2013-02-25,2325.82,2320.62,2338.78,2315.01,"88370"
"1007",2013-02-26,2293.34,2313.74,2340.71,2289.89,"117640"
"1008",2013-02-27,2313.22,2297.77,2324.63,2292.03,"97830"
"1009",2013-02-28,2365.59,2322.32,2366.16,2308.92,"126950"
"1010",2013-03-01,2359.51,2364.54,2369.65,2330.86,"120310"
"1011",2013-03-04,2273.4,2332.08,2333.54,2259.25,"161750"
"1012",2013-03-05,2326.31,2274.81,2328.14,2270.1,"131140"
"1013",2013-03-06,2347.18,2333.61,2351.44,2321.6,"141330"
"1014",2013-03-07,2324.29,2340.44,2352.02,2304.27,"139760"
"1015",2013-03-08,2318.61,2326.42,2333.67,2314.59,"98790"
"1016",2013-03-11,2310.59,2314.68,2320.96,2296.58,"84110"
"1017",2013-03-12,2286.6,2309.16,2333.29,2264.83,"117660"
"1018",2013-03-13,2263.97,2282.17,2286.33,2253.25,"90970"
"1019",2013-03-14,2270.28,2255.78,2276.22,2253.31,"80290"
"1020",2013-03-15,2278.4,2269.31,2312.08,2250.01,"116480"
"1021",2013-03-18,2240.02,2267.29,2276.05,2239.21,"93120"
"1022",2013-03-19,2257.43,2244.27,2261.31,2232.02,"87580"
"1023",2013-03-20,2317.37,2257.74,2317.86,2257.42,"131240"
"1024",2013-03-21,2324.24,2318.2,2330.81,2311.6,"119200"
"1025",2013-03-22,2328.28,2321.4,2332,2314.97,"101170"
"1026",2013-03-25,2326.71,2334.73,2344.89,2319.91,"97030"
"1027",2013-03-26,2297.67,2318.58,2319.99,2281.12,"104450"
"1028",2013-03-27,2301.26,2299.38,2323.48,2289,"96330"
"1029",2013-03-28,2236.3,2273.55,2273.55,2232.91,"127660"
"1030",2013-03-29,2236.62,2238.48,2246.87,2228.81,"85570"
"1031",2013-04-01,2234.4,2229.46,2243.95,2227.31,"77410"
"1032",2013-04-02,2227.74,2234.9,2253.42,2220.44,"89710"
