"","FTSE MIB (FTMIB)_history.csv Date","FTSE MIB (FTMIB)_history.csv Price","FTSE MIB (FTMIB)_history.csv Open","FTSE MIB (FTMIB)_history.csv High","FTSE MIB (FTMIB)_history.csv Low","FTSE MIB (FTMIB)_history.csv Volume"
"1352",2014-04-25,21441.57,21718.06,21805.81,21342.94,"585470000"
"1353",2014-04-28,21513.82,21475.19,21671.24,21421.95,"548060000"
"1354",2014-04-29,21976.84,21630.6,21976.84,21621.64,"799250000"
"1355",2014-04-30,21783.38,21928.78,21976.23,21694,"1.06e+09"
"1356",2014-05-02,21782,21829.47,21945.73,21759.65,"853290000"
"1357",2014-05-05,21639.96,21791.7,21841.33,21421.68,"482660000"
"1358",2014-05-06,21521.65,21723.44,21798.49,21473.46,"464770000"
"1359",2014-05-07,21240.74,21462.9,21492.89,21236.27,"799270000"
"1360",2014-05-08,21729.64,21367.71,21734.97,21351.08,"801010000"
"1361",2014-05-09,21390.11,21696.64,21732.2,21318.88,"643290000"
"1362",2014-05-12,21493.67,21479.73,21726.93,21422.8,"731690000"
"1363",2014-05-13,21255.99,21594.17,21608.92,21216.67,"799570000"
"1364",2014-05-14,21184.6,21276.08,21317.75,21083.24,"670170000"
"1365",2014-05-15,20419.62,21205.65,21361.65,20394.51,"1.29e+09"
"1366",2014-05-16,20648.59,20517.12,20698.16,20308.69,"1.04e+09"
"1367",2014-05-19,20318.46,20398.84,20474.56,19932.81,"640900000"
"1368",2014-05-20,20379.85,20299.1,20470.45,20237.71,"574260000"
"1369",2014-05-21,20597.51,20288.72,20633.07,20189.81,"656680000"
"1370",2014-05-22,20372.68,20625.96,20674.98,20242.87,"647570000"
"1371",2014-05-23,20745.96,20373.27,20756.32,20291.92,"592790000"
"1372",2014-05-25,20745.96,20745.96,20745.96,20745.96,
"1373",2014-05-26,21493.87,21131.62,21493.87,21129.71,"758610000"
"1374",2014-05-27,21403.55,21409.48,21631.69,21341.26,"649700000"
"1375",2014-05-28,21586.01,21457.68,21607.56,21396.51,"680990000"
"1376",2014-05-29,21511.35,21571.39,21633.72,21429.93,"398220000"
"1377",2014-05-30,21629.71,21497.8,21700.38,21483.67,"583750000"
"1378",2014-06-02,21796.17,21750.27,21796.17,21596.22,"520260000"
"1379",2014-06-03,21656.65,21770.31,21813.39,21608.33,"556390000"
"1380",2014-06-04,21622.77,21634.4,21677.21,21425.9,"536230000"
"1381",2014-06-05,21951.07,21647.46,22149.89,21619.07,"992160000"
"1382",2014-06-06,22290.08,22015.39,22290.08,21907.02,"1e+09"
"1383",2014-06-09,22472.12,22355.4,22472.12,22256.42,"658780000"
"1384",2014-06-10,22502.97,22452.43,22590.18,22400.03,"575690000"
"1385",2014-06-11,22223.77,22463.24,22490.74,22206.09,"726630000"
"1386",2014-06-12,22163.49,22256.76,22346.97,22094.93,"617290000"
"1387",2014-06-13,22165.97,22147.54,22225.56,21915.26,"586870000"
"1388",2014-06-16,21976.26,22068.99,22182.14,21915.11,"563300000"
"1389",2014-06-17,21996.4,22029.94,22159.87,21876.68,"612940000"
"1390",2014-06-18,22030.34,22027.98,22119.6,21958.77,"530990000"
"1391",2014-06-19,22216.63,22216.37,22316.51,22145.13,"690740000"
"1392",2014-06-20,21988.08,22285.08,22293.2,21988.08,"881170000"
"1393",2014-06-23,21694.75,21932.96,21981.83,21646.7,"555520000"
"1394",2014-06-24,21641.24,21724.77,21744.14,21544.88,"576990000"
"1395",2014-06-25,21469.1,21547.74,21723.53,21382.1,"965090000"
"1396",2014-06-26,21384.54,21538.14,21598.5,21244.91,"696370000"
"1397",2014-06-27,21319.76,21424.63,21528.08,21256.97,"489570000"
"1398",2014-06-30,21283.03,21359.5,21449.25,21130.22,"682900000"
"1399",2014-07-01,21563.43,21345.44,21606.87,21268.27,"724890000"
"1400",2014-07-02,21678.58,21557.12,21765.58,21493.62,"604590000"
"1401",2014-07-03,21884.6,21709.91,21896.15,21627.24,"585330000"
"1402",2014-07-04,21559.19,21869.35,21870.72,21559.19,"576490000"
"1403",2014-07-07,21273.22,21528.98,21611.98,21273.22,"412600000"
"1404",2014-07-08,20700.53,21281.37,21348.78,20700.53,"804080000"
"1405",2014-07-09,20885.36,20793.68,20945.53,20747.65,"637770000"
"1406",2014-07-10,20488.75,20877.29,20877.36,20283.38,"981110000"
"1407",2014-07-11,20614.86,20541.52,20833.93,20459.09,"675210000"
"1408",2014-07-12,20614.86,20614.86,20614.86,20614.86,
"1409",2014-07-14,20697.54,20724.12,20829.89,20504.43,"606950000"
"1410",2014-07-15,20422.95,20633.29,20714.02,20351.69,"677970000"
"1411",2014-07-16,21069.97,20528.09,21069.97,20504.15,"795510000"
"1412",2014-07-17,20603.29,20960.79,20971.05,20603.29,"730120000"
"1413",2014-07-18,20737.12,20494.66,20737.12,20448.99,"546080000"
"1414",2014-07-20,20737.12,20737.12,20737.12,20737.12,
"1415",2014-07-21,20431.2,20751.7,20761.01,20391.52,"487100000"
"1416",2014-07-22,20873.5,20561.37,20885.5,20521.38,"474510000"
"1417",2014-07-23,20831.26,20772.88,20988.97,20707.59,"483240000"
"1418",2014-07-24,21255.6,20855.66,21255.6,20694.35,"678950000"
"1419",2014-07-25,21063.31,21191.57,21348.11,21021.73,"582850000"
"1420",2014-07-27,21063.31,21063.31,21063.31,21063.31,
"1421",2014-07-28,20939.08,21162.27,21236.58,20831.8,"419790000"
"1422",2014-07-29,21085.12,21015.45,21224.07,20879.22,"434650000"
"1423",2014-07-30,20887.53,21064.21,21152.04,20870.12,"465880000"
"1424",2014-07-31,20570.8,20928.62,20977.32,20480.36,"696750000"
"1425",2014-08-01,20362.41,20547.94,20671.38,20272.24,"698770000"
"1426",2014-08-02,20362.41,20362.41,20362.41,20362.41,
"1427",2014-08-04,20381.39,20506.17,20553.61,20324.21,"464520000"
"1428",2014-08-05,20052.2,20465.07,20511.75,19984.88,"836150000"
"1429",2014-08-06,19509.84,19877.13,20003.93,19376.93,"984980000"
"1430",2014-08-07,19130.65,19491.85,19685.45,19064.25,"958930000"
"1431",2014-08-08,19193.48,18917.06,19434.96,18885.58,"1.01e+09"
"1432",2014-08-10,19193.48,19193.48,19193.48,19193.48,
"1433",2014-08-11,19460.67,19412.61,19499.13,19228.45,"558450000"
"1434",2014-08-12,19416.26,19411.85,19648.63,19335.9,"578530000"
"1435",2014-08-13,19537.26,19529.23,19602.85,19457.68,"472730000"
"1436",2014-08-14,19480.96,19426.28,19665.45,19264.46,"568820000"
"1437",2014-08-18,19639.9,19586.62,19834.2,19560.59,"500630000"
"1438",2014-08-19,19644.37,19689.6,19707.52,19528.31,"426880000"
"1439",2014-08-20,19605.97,19592.68,19683.68,19527.33,"339700000"
"1440",2014-08-21,20010.51,19621.68,20011.17,19574.53,"543150000"
"1441",2014-08-22,19917.98,19945.32,20035.77,19804.36,"460540000"
"1442",2014-08-25,20375.39,20116.11,20375.39,20019.57,"445150000"
"1443",2014-08-26,20645.54,20342.25,20645.54,20289.21,"564840000"
"1444",2014-08-27,20763.14,20627.64,20777.06,20577.5,"641020000"
"1445",2014-08-28,20341.09,20672.58,20748.62,20313.62,"744530000"
"1446",2014-08-29,20450.49,20403.28,20570.83,20240.36,"431530000"
"1447",2014-08-31,20450.49,20450.49,20450.49,20450.49,
"1448",2014-09-01,20345.85,20515.46,20536.25,20267.3,"359730000"
"1449",2014-09-02,20446.28,20404.01,20616.37,20398.04,"409460000"
"1450",2014-09-03,20831.96,20550.78,20885.41,20528.11,"671770000"
"1451",2014-09-04,21419.39,20745.27,21435.64,20685.25,"1.13e+09"
"1452",2014-09-05,21395.13,21372.76,21460.92,21305.35,"755510000"
"1453",2014-09-08,21294.34,21421.92,21481.89,21247.69,"501640000"
"1454",2014-09-09,21149.8,21279.92,21391.28,21122.87,"640490000"
"1455",2014-09-10,21140.64,21115.51,21233.04,20967.59,"542210000"
"1456",2014-09-11,21092.24,21234.21,21238.26,20939.41,"537160000"
"1457",2014-09-12,21071.12,21117.58,21145.88,20968.49,"446690000"
"1458",2014-09-13,21071.12,21071.12,21071.12,21071.12,
"1459",2014-09-15,20851.72,20978.07,21002.32,20802.27,"464690000"
"1460",2014-09-16,20788.5,20847.73,20864.73,20613.38,"586720000"
"1461",2014-09-17,21111.66,20875.51,21131.65,20858.4,"624820000"
"1462",2014-09-18,21128.72,21122.7,21280.3,21058.46,"687310000"
"1463",2014-09-19,20972.35,21357.14,21375.16,20972.35,"979180000"
"1464",2014-09-22,20673,20812.88,20992.28,20629.69,"539510000"
"1465",2014-09-23,20351.03,20644.62,20646.34,20346.93,"604660000"
"1466",2014-09-24,20691.04,20372.21,20691.04,20245.54,"646540000"
"1467",2014-09-25,20411.49,20679.96,20869.57,20326.28,"991820000"
"1468",2014-09-26,20795.37,20408.17,20830.73,20373.07,"646520000"
"1469",2014-09-27,20795.37,20795.37,20795.37,20795.37,
"1470",2014-09-29,20526.11,20822.55,20858.31,20384.42,"537160000"
"1471",2014-09-30,20892.11,20604.79,20911.4,20522.13,"658810000"
"1472",2014-10-01,20706.31,20801.75,20940.27,20643.3,"600060000"
"1473",2014-10-02,19894.88,20679.19,20715.84,19894.88,"1.02e+09"
"1474",2014-10-03,20200.62,20032.26,20214.79,19977.22,"559180000"
"1475",2014-10-06,20119.73,20312.21,20389.49,20114.01,"502090000"
"1476",2014-10-07,19771.71,20063.83,20132.36,19771.71,"631080000"
"1477",2014-10-08,19645.49,19732.23,19869.09,19564.15,"682540000"
"1478",2014-10-09,19382.49,19889.93,19889.93,19328.47,"876570000"
"1479",2014-10-10,19200.97,19219.54,19428.54,19019.82,"856240000"
"1480",2014-10-13,19139.08,19054.91,19421.98,19041.27,"672660000"
"1481",2014-10-14,19155.85,19068.27,19213.64,18756.66,"891440000"
"1482",2014-10-15,18304.99,19114.68,19169.58,18304.99,"1.14e+09"
"1483",2014-10-16,18083.11,18440.84,18576.16,17555.77,"1.78e+09"
"1484",2014-10-17,18700.98,18147.41,18722.09,17996.89,"1.21e+09"
"1485",2014-10-20,18540.1,18687.51,18881.91,18414.4,"812540000"
"1486",2014-10-21,19057.72,18456.31,19057.72,18440.98,"968020000"
"1487",2014-10-22,19266.25,19093.46,19267.99,18902.33,"791210000"
"1488",2014-10-23,19434.98,19139.18,19490.41,19037.25,"787010000"
"1489",2014-10-24,19495.68,19385.74,19534.77,19273.37,"933370000"
"1490",2014-10-27,19028.67,19770.28,19773.57,18915.61,"1.26e+09"
"1491",2014-10-28,19476.62,19189.25,19482.19,19151.1,"751460000"
"1492",2014-10-29,19157.41,19470.16,19561.17,19134.43,"893520000"
"1493",2014-10-30,19194.61,19330.7,19400.41,18701.19,"1.16e+09"
"1494",2014-10-31,19783.99,19557.7,19783.99,19304.85,"1.29e+09"
"1495",2014-11-03,19369.03,19760.84,19832.26,19342.99,"999310000"
"1496",2014-11-04,18934.63,19433.47,19601.74,18902.51,"943070000"
"1497",2014-11-05,19427.85,19095.24,19449.11,18962.93,"849100000"
"1498",2014-11-06,19285.76,19333.43,19771.93,19120.22,"1.1e+09"
"1499",2014-11-07,19095.32,19393.57,19404.67,18914.88,"850450000"
"1500",2014-11-10,19258.54,19070.25,19271.95,18987.6,"666460000"
"1501",2014-11-11,19255.47,19284.2,19552.27,19144.75,"912810000"
"1502",2014-11-12,18702.24,19165.32,19215.21,18654.59,"996500000"
"1503",2014-11-13,18782.55,18809.19,18889.36,18444.58,"863420000"
"1504",2014-11-14,18965.41,18821.69,19009.02,18662.69,"756120000"
"1505",2014-11-16,18965.41,18965.41,18965.41,18965.41,
"1506",2014-11-17,19216.74,18776.81,19291.85,18733.43,"769480000"
"1507",2014-11-18,19352.95,19223.91,19437.38,19214.89,"682460000"
"1508",2014-11-19,19379.92,19334.71,19554.92,19280.89,"647790000"
"1509",2014-11-20,19209.22,19402.99,19417.7,19036.34,"674970000"
"1510",2014-11-21,19954.51,19258.03,19954.51,19233.74,"1.01e+09"
"1511",2014-11-24,19925.82,19931.48,20126.97,19802.35,"815130000"
"1512",2014-11-25,20009.83,19906.01,20195,19860.98,"754200000"
"1513",2014-11-26,19938.42,20104.11,20131.82,19894.57,"556810000"
"1514",2014-11-27,20100.53,19977.14,20112.69,19905.66,"502490000"
"1515",2014-11-28,20014.82,20108.79,20114.56,19889.17,"624520000"
"1516",2014-12-01,19686.45,19858.68,19972.96,19641.15,"695860000"
"1517",2014-12-02,19780.58,19788.88,19930.56,19604.17,"611220000"
"1518",2014-12-03,19978.32,19832.22,20063.23,19750.08,"591520000"
"1519",2014-12-04,19424.38,20017.25,20076.58,19424.38,"982010000"
"1520",2014-12-05,20087.23,19625.33,20087.23,19588.42,"973920000"
"1521",2014-12-08,19951.15,19939.63,20142.18,19929.52,"545960000"
"1522",2014-12-09,19390,19702.53,19839.25,19370.47,"890560000"
"1523",2014-12-10,19217.69,19464.71,19599.39,19144.17,"797090000"
"1524",2014-12-11,19201.07,19176.3,19385.04,19052.22,"831550000"
"1525",2014-12-12,18600.83,19019.03,19133.52,18600.83,"738690000"
"1526",2014-12-14,18600.83,18600.83,18600.83,18600.83,
"1527",2014-12-15,18078.97,18659.84,18804.44,18075.23,"883300000"
"1528",2014-12-16,18670.05,18182.04,18670.05,17729.07,"1.38e+09"
"1529",2014-12-17,18569.03,18436.52,18645.44,18256.68,"777170000"
"1530",2014-12-18,19060.99,18912,19060.99,18768.17,"855460000"
"1531",2014-12-19,18983.83,19170.51,19175.3,18695.78,"1.03e+09"
"1532",2014-12-22,19074.04,19086,19243.29,18965.02,"525590000"
"1533",2014-12-23,19352.13,19088.16,19352.13,19011.24,"492280000"
"1534",2014-12-24,19352.13,19352.13,19352.13,19352.13,
"1535",2014-12-28,19352.13,19352.13,19352.13,19352.13,
"1536",2014-12-29,19130.02,19326.3,19351.63,18766.42,"538400000"
"1537",2014-12-30,19011.96,19001.6,19183.36,18993.91,"358440000"
"1538",2015-01-02,19130.26,19156.72,19246.76,18919.65,"513820000"
"1539",2015-01-04,19130.26,19130.26,19130.26,19130.26,
"1540",2015-01-05,18188.44,18961.03,19190.24,18188.44,"836170000"
"1541",2015-01-06,18143.26,18298.26,18523.74,18041.32,"703940000"
"1542",2015-01-07,18123.45,18226.43,18478.11,17991.76,"752620000"
"1543",2015-01-08,18791.83,18393,18857.66,18247.95,"940260000"
"1544",2015-01-09,18177.09,18684.58,18849.2,18052.81,"915120000"
"1545",2015-01-12,18349.15,18310.17,18429.68,18031.76,"619600000"
"1546",2015-01-13,18708.93,18251.29,18790.39,18229.34,"721970000"
"1547",2015-01-14,18410.68,18451.36,18849.02,18400.66,"817260000"
"1548",2015-01-15,18844.52,18646.93,18970.97,18066.31,"989430000"
"1549",2015-01-16,19254.54,18763.42,19254.54,18731.5,"841150000"
"1550",2015-01-19,19480.53,19255.25,19609.08,19149.35,"1.01e+09"
"1551",2015-01-20,19658.66,19545.68,19729.23,19481.78,"1.04e+09"
"1552",2015-01-21,19981.41,19724.05,19981.41,19449.93,"1.23e+09"
"1553",2015-01-22,20469.74,20021.25,20556.29,20012.41,"1.35e+09"
"1554",2015-01-23,20519.75,20594.37,20676.7,20389.24,"1.31e+09"
"1555",2015-01-26,20756.72,20348.83,20756.72,20238.95,"813580000"
"1556",2015-01-27,20645.82,20714.78,20778.39,20454.82,"765290000"
"1557",2015-01-28,20478.44,20759.47,20802.73,20422.92,"826930000"
"1558",2015-01-29,20593.72,20413.93,20645.51,20231.29,"947110000"
"1559",2015-01-30,20503.38,20679.5,20723.22,20411.02,"1.06e+09"
"1560",2015-02-02,20485.69,20596.35,20605.18,20286.43,"907510000"
"1561",2015-02-03,21011.55,20626.97,21011.55,20602.55,"1.03e+09"
"1562",2015-02-04,20941.73,21005.73,21072.42,20848.98,"968850000"
"1563",2015-02-05,20819.05,20731.47,20859.19,20621.43,"833800000"
"1564",2015-02-06,20760.74,20824.7,20892.52,20703.95,"732350000"
"1565",2015-02-09,20366.64,20534.11,20604.9,20246.54,"850940000"
"1566",2015-02-10,20725.63,20417.94,20798.19,20330.09,"847660000"
"1567",2015-02-11,20565.76,20785.8,20794.6,20518.44,"822210000"
"1568",2015-02-12,21002.91,20543.72,21060.71,20496.59,"1.19e+09"
"1569",2015-02-13,21204.07,21106.98,21287.81,21088.43,"1.09e+09"
"1570",2015-02-16,21165.84,21145.22,21280.73,21079.37,"694200000"
"1571",2015-02-17,21266.25,21070.15,21328.25,20890.41,"871600000"
"1572",2015-02-18,21659.33,21495.77,21659.33,21453.38,"892160000"
"1573",2015-02-19,21789.98,21620.19,21801.61,21531.91,"980710000"
"1574",2015-02-20,21842.57,21628.07,21852.62,21609.64,"1.04e+09"
"1575",2015-02-23,21964.29,22040.61,22083.47,21862.77,"1.1e+09"
"1576",2015-02-24,22149.75,21969.49,22167.17,21775.59,"863080000"
"1577",2015-02-25,21937.24,22109.47,22133.32,21853.07,"677280000"
"1578",2015-02-26,22165.13,21934.63,22172.62,21910.34,"837350000"
"1579",2015-02-27,22337.79,22175.65,22338.82,22098.43,"796900000"
"1580",2015-03-02,22297.6,22381.46,22514.89,22184.06,"782600000"
"1581",2015-03-03,21987.18,22365.8,22410.97,21942.47,"929970000"
"1582",2015-03-04,22131.08,22087.24,22131.08,21860.52,"802360000"
"1583",2015-03-05,22400.08,22230.03,22444.44,22124.02,"815540000"
"1584",2015-03-06,22436.13,22449.49,22575.4,22370.82,"866340000"
"1585",2015-03-09,22564.35,22345.2,22567.89,22250.32,"777100000"
"1586",2015-03-10,22345.77,22594.3,22631.37,22280.21,"747410000"
"1587",2015-03-11,22833.04,22409.4,22860.68,22408.78,"1.03e+09"
"1588",2015-03-12,22809.01,22828.24,22893.1,22772.87,"784110000"
"1589",2015-03-13,22713.59,22907.37,22924.8,22579.89,"796230000"
"1590",2015-03-16,22930.92,22784.96,23008.89,22756.57,"903090000"
"1591",2015-03-17,22723.06,22961.06,22987.55,22603.55,"768820000"
"1592",2015-03-18,22565.19,22790.94,22818.55,22397.86,"855470000"
"1593",2015-03-19,22805.17,22656.76,22915.49,22644.88,"891700000"
"1594",2015-03-20,23176.68,22904.69,23203.57,22767.55,"1.05e+09"
"1595",2015-03-23,23057.12,23177.59,23196.95,23014.12,"594330000"
"1596",2015-03-24,23333.2,23022.31,23381.86,22977.9,"829350000"
"1597",2015-03-25,23145.1,23256.77,23366.5,23128.58,"713450000"
"1598",2015-03-26,22900.27,22993.4,23062.98,22659.62,"823240000"
"1599",2015-03-27,22984.23,23022.2,23048.06,22745.48,"593580000"
"1600",2015-03-30,23260.57,23015.51,23263.12,23003.69,"569580000"
"1601",2015-03-31,23157.12,23232.63,23336.94,23006.22,"632270000"
"1602",2015-04-01,23358.99,23092.49,23447.36,23072.13,"774250000"
"1603",2015-04-02,23308.53,23407.38,23453.85,23289.91,"493680000"
"1604",2015-04-07,23706.34,23502,23736.45,23477.02,"653790000"
"1605",2015-04-08,23578.7,23709.74,23785.74,23538.81,"614620000"
"1606",2015-04-09,23803.9,23653.15,23803.9,23624.07,"515400000"
"1607",2015-04-10,23877.25,23878.85,23917.76,23773.2,"533460000"
"1608",2015-04-13,24008.91,23907.76,24047.58,23897.24,"575410000"
"1609",2015-04-14,23752.91,23974.58,24024.23,23642.91,"690370000"
"1610",2015-04-15,24030.54,23804.71,24081.74,23787.77,"596340000"
"1611",2015-04-16,23610.81,24035.53,24063.21,23584.53,"743030000"
"1612",2015-04-17,23044.08,23577.16,23780.19,23010.93,"952200000"
"1613",2015-04-20,23332.98,23090.93,23332.98,23027.14,"674920000"
"1614",2015-04-21,23240.26,23433.64,23525.31,22969.6,"738020000"
"1615",2015-04-22,23315.4,23321.05,23427.31,23125.01,"636590000"
"1616",2015-04-23,23199.43,23332.47,23380.89,22966.31,"618150000"
"1617",2015-04-24,23427.35,23356.4,23574.12,23213.14,"716660000"
"1618",2015-04-27,23806.27,23449.13,23812.07,23154.64,"724020000"
"1619",2015-04-28,23532.09,23793.6,23859.9,23487.13,"638360000"
"1620",2015-04-29,22995.63,23653.94,23695.24,22995.63,"802010000"
"1621",2015-04-30,23045.52,22963.92,23180.43,22725.83,"756230000"
"1622",2015-05-04,23217.17,23082.15,23365.16,22859.79,"498680000"
"1623",2015-05-05,22576.35,23144.7,23350.34,22576.35,"900170000"
"1624",2015-05-06,22659.85,22609.88,22840.27,22472.5,"809620000"
"1625",2015-05-07,22841.92,22514.6,22854.19,22296.58,"817350000"
"1626",2015-05-08,23312.43,23032.05,23312.43,22921.32,"784800000"
"1627",2015-05-11,23321.86,23312.57,23367.78,23124.27,"730410000"
"1628",2015-05-12,23104.87,23181.83,23269.97,22942.36,"1.06e+09"
"1629",2015-05-13,23210.97,23170.53,23401.44,23123.49,"949270000"
"1630",2015-05-14,23548.59,23207.45,23548.59,23030.75,"757930000"
"1631",2015-05-15,23473.46,23615.27,23741.11,23433.29,"841370000"
"1632",2015-05-18,23198.1,23217.23,23364.67,23002.36,"514940000"
"1633",2015-05-19,23713.26,23350.11,23713.26,23331.35,"638300000"
"1634",2015-05-20,23772.61,23668.82,23772.8,23578.14,"527310000"
"1635",2015-05-21,23739.69,23719.78,23757.06,23584.52,"522160000"
"1636",2015-05-22,23781.78,23701.39,23815.5,23686.3,"422640000"
"1637",2015-05-25,23285.11,23623.24,23631.02,23278.09,"282080000"
"1638",2015-05-26,23326.95,23328.63,23505.52,23178.67,"607140000"
"1639",2015-05-27,23861.07,23443.27,23879.84,23419.71,"730960000"
"1640",2015-05-28,23744.13,23761.96,23866.19,23626.7,"518810000"
"1641",2015-05-29,23495.68,23789.29,23821.33,23495.68,"714200000"
"1642",2015-06-01,23435.67,23582.62,23704.72,23379.45,"521810000"
"1643",2015-06-02,23576.16,23520.63,23717.7,23264.64,"663400000"
"1644",2015-06-03,23608.83,23589.64,23796.94,23473.44,"708320000"
"1645",2015-06-04,23336.5,23480.15,23564.36,23217.09,"689820000"
"1646",2015-06-05,22847.34,23104.55,23250.63,22805.03,"650600000"
"1647",2015-06-08,22642.29,22858.07,22959.41,22642.29,"413180000"
"1648",2015-06-09,22527.46,22621.71,22758.27,22303.96,"518300000"
"1649",2015-06-10,23091.49,22508.55,23155.72,22416.36,"601780000"
"1650",2015-06-11,23172.34,23017.97,23436.02,23001.82,"702050000"
"1651",2015-06-12,22877.81,23157.17,23303.81,22678.54,"603900000"
"1652",2015-06-15,22328.03,22595.98,22656.31,22287.89,"657120000"
"1653",2015-06-16,22383.48,22191.31,22446.28,21986.65,"751700000"
"1654",2015-06-17,22225.06,22408.84,22565.64,22210.93,"707350000"
"1655",2015-06-18,22460.02,22224.11,22460.02,21855.05,"858550000"
"1656",2015-06-19,22699.37,22412.14,22750.06,22349.68,"841450000"
"1657",2015-06-22,23485.95,23115.33,23485.95,22987.33,"907630000"
"1658",2015-06-23,23567.25,23607.87,23731.87,23520.57,"781030000"
"1659",2015-06-24,23443.07,23636.07,23704.8,23240.56,"702780000"
"1660",2015-06-25,23642.62,23280.79,23815.59,23280.79,"906960000"
"1661",2015-06-26,23800.47,23517.64,23849.64,23405.14,"640430000"
"1662",2015-06-29,22569.95,23337.32,23400.38,22569.95,"1.04e+09"
"1663",2015-06-30,22460.71,22456.29,22862.19,22337.79,"877310000"
"1664",2015-07-01,22943.64,22623.4,23127.42,22568.26,"776490000"
"1665",2015-07-02,22616.5,22961.14,23049.7,22616.5,"539640000"
"1666",2015-07-03,22508.13,22611.14,22709.01,22332.75,"454830000"
"1667",2015-07-06,21600.72,21874.02,22065.93,21600.72,"1.04e+09"
"1668",2015-07-07,20958.48,21732.67,21858.91,20958.48,"867280000"
"1669",2015-07-08,21512.39,21038.03,21557.39,20937.34,"859820000"
"1670",2015-07-09,22268.51,21570.81,22337.12,21519.28,"743350000"
"1671",2015-07-10,22937.4,22626.33,22948.77,22554.77,"881660000"
"1672",2015-07-13,23167.04,23099.65,23340.11,22870.66,"817440000"
"1673",2015-07-14,23097.51,23126.81,23140.1,22886.25,"483530000"
"1674",2015-07-15,23392.75,23140.94,23392.75,23113.22,"586180000"
