"","BIST 100 (XU100)_history.csv Date","BIST 100 (XU100)_history.csv Price","BIST 100 (XU100)_history.csv Open","BIST 100 (XU100)_history.csv High","BIST 100 (XU100)_history.csv Low","BIST 100 (XU100)_history.csv Volume"
"490",2010-12-15,65499.2,66136.21,66136.21,65391.25,"702570"
"491",2010-12-16,64429.48,65364.43,65780.21,64388.25,"714550"
"492",2010-12-17,63524.18,65040.96,65592.1,62867.75,"889240"
"493",2010-12-20,63501.58,63572.18,63785.44,62436.72,"578380"
"494",2010-12-21,64819.64,63951.78,64819.64,63807.28,"575410"
"495",2010-12-22,65440.22,64814.04,65515.04,64651.36,"590460"
"496",2010-12-23,66218.98,65695.79,66218.98,65462.16,"888350"
"497",2010-12-24,66267.34,66330.46,66396.49,65892.13,"570640"
"498",2010-12-27,66356.58,66163.73,66356.58,65258.89,"745810"
"499",2010-12-28,66441.93,66430.45,67092.7,66087.12,"701630"
"500",2010-12-29,66719.67,66831.95,66944.43,66098.36,"922380"
"501",2010-12-30,66822.14,66717.16,67014.74,66452.57,"690180"
"502",2010-12-31,66004.48,66967.22,67156.02,65928.59,"482500"
"503",2011-01-03,67607.9,66363.04,67675.42,66127.36,"774850"
"504",2011-01-04,68221.86,67810.58,68677.16,67810.58,"1070000"
"505",2011-01-05,68828.96,68224.03,68919.81,67816.64,"1170000"
"506",2011-01-06,69311.23,69095.57,69725.27,69052.56,"1270000"
"507",2011-01-07,68770.29,69235.73,69588.35,68553.43,"816730"
"508",2011-01-10,67874.68,68515.26,68753.62,67671.97,"840160"
"509",2011-01-11,67668.96,68238.7,68473.03,67300.87,"941670"
"510",2011-01-12,67923.91,67807.65,68348.72,67442.59,"739710"
"511",2011-01-13,68575.47,68313.47,68991.53,68244.35,"763470"
"512",2011-01-14,67879.62,68740.85,68740.85,67563.04,"707580"
"513",2011-01-17,66831.36,67654.83,67654.83,66721.84,"746160"
"514",2011-01-18,66428.29,67123.36,67680.63,66428.29,"779150"
"515",2011-01-19,66462.89,66910.99,67180.06,66344.91,"784110"
"516",2011-01-20,65288.03,66285.17,66730.56,65059.28,"887210"
"517",2011-01-21,65927.31,65332.63,66091.1,64471.7,"786060"
"518",2011-01-24,65201.71,66236.68,66350.04,64958.74,"711280"
"519",2011-01-25,65152.9,65765.21,65973.12,65037.92,"714020"
"520",2011-01-26,65960.95,65598.54,66029.4,65382.93,"689930"
"521",2011-01-27,65038.59,66248.02,66393.03,64898.42,"799400"
"522",2011-01-28,63211.27,64728.88,64728.88,62889.29,"811540"
"523",2011-01-31,63278.07,62589.06,63445.26,61957.01,"815140"
"524",2011-02-01,64822.62,63809.85,64903.73,63667.19,"765750"
"525",2011-02-02,65307.14,65252.76,65868.81,65160.78,"815110"
"526",2011-02-03,63727.95,65432.43,65631.98,63640.94,"661240"
"527",2011-02-04,65309,63481.74,65309,63147.96,"703760"
"528",2011-02-07,64905.59,65538.97,65916.3,64644.55,"779850"
"529",2011-02-08,65254.13,65113.74,65579.14,64922.1,"523370"
"530",2011-02-09,65569.61,65351.7,66163.09,65129.48,"635950"
"531",2011-02-10,64421.53,65192.59,65305.29,64405.25,"493970"
"532",2011-02-11,64730.35,64130.83,64730.49,63994.63,"569820"
"533",2011-02-14,64568.86,65347.61,65543.98,64489.28,"652950"
"534",2011-02-15,64802.14,64442.51,65525.3,64373.12,"918780"
"535",2011-02-16,65361.78,65015.53,65403.55,64668.54,"717390"
"536",2011-02-17,65973.16,65542.76,65973.16,64999.38,"736410"
"537",2011-02-18,65985.76,66240.61,66388.91,65759.63,"781670"
"538",2011-02-21,65129,65899.32,65899.32,64987.08,"658180"
"539",2011-02-22,64658.76,64529.55,64793.38,64030.61,"620610"
"540",2011-02-23,63131.68,64460.68,64830.85,62737.98,"701140"
"541",2011-02-24,60760.82,62595.58,62595.58,60547.4,"1100000"
"542",2011-02-25,61367.34,61389.89,61872.84,60835.2,"685220"
"543",2011-02-28,61283.87,61577.82,61577.82,60534.9,"626190"
"544",2011-03-01,58709.33,61524.65,61809.28,58684.73,"892700"
"545",2011-03-02,58664.24,58204.85,59207.98,58068.41,"769440"
"546",2011-03-03,60387.04,59428.84,60540.81,59428.84,"803430"
"547",2011-03-04,61112.83,60788.85,61289.04,60302.08,"753590"
"548",2011-03-07,60217.58,60561.07,60588.42,59424.15,"797710"
"549",2011-03-08,61301.65,60640.76,61326.42,60375.01,"788200"
"550",2011-03-09,62483.83,61535.06,62489.97,61325.29,"1010000"
"551",2011-03-10,63169.22,61987.57,63552.09,61837.7,"1150000"
"552",2011-03-11,63781.67,62710.45,63847.13,62705.75,"951340"
"553",2011-03-14,64530.05,63756.16,64866.09,63756.16,"829770"
"554",2011-03-15,64213.93,63805.52,64213.93,62500.66,"921680"
"555",2011-03-16,63280.42,64794.04,65120.97,63200.53,"973780"
"556",2011-03-17,63482.21,63585.47,64007.7,63182.61,"709600"
"557",2011-03-18,63839.27,63938.9,64159.98,62595.24,"822250"
"558",2011-03-21,64215.67,63794.4,64481.92,63657.88,"657420"
"559",2011-03-22,64874.57,64457.83,65011.61,64375.2,"647320"
"560",2011-03-23,63719.64,64694.35,65171.01,63346.24,"828160"
"561",2011-03-24,64355.86,63483.33,64461.81,63324.67,"814670"
"562",2011-03-25,64247,64747.62,64852.08,64094.67,"679240"
"563",2011-03-28,64261.33,64376.06,64559.65,64085.37,"569620"
"564",2011-03-29,63763.8,64197.07,64308.47,63357.8,"615680"
"565",2011-03-30,64565.63,64172.23,64617.99,64040.63,"639040"
"566",2011-03-31,64434.51,64798.82,64851.31,64318.94,"739780"
"567",2011-04-01,65714.4,64315.56,65714.4,64206,"764120"
"568",2011-04-04,67581.95,65633.93,67581.95,65480.35,"835180"
"569",2011-04-05,67689.46,67542.32,68292.83,67377.92,"1050000"
"570",2011-04-06,68649.24,67942.06,68948.98,67932.12,"971230"
"571",2011-04-07,69490.47,68572.77,69653,67886.87,"808790"
"572",2011-04-08,68093.26,69663.59,69795.99,67883.93,"948310"
"573",2011-04-11,68194.72,67853.37,68624.24,67727.37,"625270"
"574",2011-04-12,68006.89,67681.06,68536.59,67594.48,"644420"
"575",2011-04-13,68203.43,68178.98,68911.52,68044.51,"653750"
"576",2011-04-14,67959.5,68222.19,68303.56,67583.63,"448330"
"577",2011-04-15,68450.46,68174,68502.05,67922.2,"562730"
"578",2011-04-18,66607.58,68810.39,68810.39,66283.4,"930320"
"579",2011-04-19,67742.07,66964.89,67793.71,66964.89,"660300"
"580",2011-04-20,68054.04,68327.33,68757.85,67864.29,"643330"
"581",2011-04-21,68565.6,68357.42,68565.6,68123.12,"658100"
"582",2011-04-22,68691.77,68701.76,68732.08,68430.39,"459040"
"583",2011-04-25,68870.67,68721.52,69000.73,68597.95,"571400"
"584",2011-04-26,68524.35,68857.93,68862.69,68325.22,"553950"
"585",2011-04-27,67792.69,68666.72,68761.21,67586.8,"625000"
"586",2011-04-28,68440.24,68155.63,68440.24,67345.55,"583680"
"587",2011-04-29,69250.14,68547.46,69408.66,67890.88,"526600"
"588",2011-05-02,69522.42,69620.91,69807.16,69288.14,"605180"
"589",2011-05-03,70072.02,69437.8,70128.58,68957.82,"592070"
"590",2011-05-04,69437.55,69924.8,70335.62,69326.54,"663030"
"591",2011-05-05,69374.88,69379.46,69708.79,69193.3,"490950"
"592",2011-05-06,68240.93,69396.59,69396.59,67968.14,"521460"
"593",2011-05-09,67956.47,68310.49,68574.33,67880.04,"472490"
"594",2011-05-10,67259.99,67879.85,68344.98,66919.05,"576780"
"595",2011-05-11,65643.34,67179.08,67179.08,65517.05,"612530"
"596",2011-05-12,66535.13,65295.03,66584.88,65128.94,"567810"
"597",2011-05-13,64585.22,66551.7,66551.7,64503,"781080"
"598",2011-05-16,65417.92,64322.71,65428.33,64048.07,"596280"
"599",2011-05-17,65385.38,65407.24,65460.74,64679.71,"581830"
"600",2011-05-18,63733.16,65575.32,65637.65,63586.05,"543730"
"601",2011-05-20,63298.58,63801.11,63921.13,62512.03,"448310"
"602",2011-05-23,63209.88,62869.03,63595.53,62534.87,"477870"
"603",2011-05-24,64561.4,63418.65,64561.4,63158.73,"584270"
"604",2011-05-25,63609.31,64119.29,65017.13,63528.96,"626660"
"605",2011-05-26,63755.35,63860.48,64440.54,63632,"402190"
"606",2011-05-27,62407.42,64045.65,64059.23,61854.09,"495610"
"607",2011-05-30,61491.71,62113.12,62663.33,61138.86,"377880"
"608",2011-05-31,63046.02,61971.8,63325.89,61971.8,"677850"
"609",2011-06-01,63224.65,62929.05,63632.03,62627.99,"524540"
"610",2011-06-02,63112.6,62736.44,63466.13,62386.11,"550450"
"611",2011-06-03,62806.94,63361.27,63708.59,62162.89,"519390"
"612",2011-06-06,63516.83,63000.84,63516.83,63000.84,"373590"
"613",2011-06-07,64463.23,63641.65,64477.92,63596.09,"459930"
"614",2011-06-08,64067.11,64221.2,64462.99,63804.36,"660830"
"615",2011-06-09,63670.08,63868.78,64180.18,63548.56,"486390"
"616",2011-06-10,63700.3,63593.65,64021.61,63476.45,"432870"
"617",2011-06-13,63523.22,64102.85,64334.79,63495.15,"500930"
"618",2011-06-14,62185.54,63691.45,63697.77,61840.75,"645570"
"619",2011-06-15,60938.92,61946.53,61946.53,60443.96,"573000"
"620",2011-06-16,61116.74,60508.49,61160.95,59840.38,"583800"
"621",2011-06-17,61716.68,61175.29,61716.68,60815.75,"472860"
"622",2011-06-20,61007.73,61102.1,61102.1,60311.28,"332600"
"623",2011-06-21,62033.24,61395.56,62050.52,61301.96,"364190"
"624",2011-06-22,61217.96,62011.59,62118.07,60998.22,"366660"
"625",2011-06-23,61589.91,60741.97,61715.5,60465.07,"443900"
"626",2011-06-24,62072.64,62169.33,62597.48,62009.27,"394910"
"627",2011-06-27,61953.26,61669.03,61995.72,61542.65,"283870"
"628",2011-06-28,62819.08,62186.25,62879.33,62184.66,"478940"
"629",2011-06-29,63002.88,63111.54,63304.15,62684.55,"417410"
"630",2011-06-30,63269.4,63133.87,63640.85,62909.54,"420060"
"631",2011-07-01,63264.51,63354.63,63507.79,62871.48,"283220"
"632",2011-07-04,64186.73,63319.51,64186.73,63305.16,"344380"
"633",2011-07-05,63866.26,63996.82,64216.97,63684.45,"385100"
"634",2011-07-06,63240.11,63763.22,63811.47,63170.53,"285420"
"635",2011-07-07,64100.82,63483.9,64180.59,63045.28,"370660"
"636",2011-07-08,63596.17,64223.62,64463.13,63512.93,"357630"
"637",2011-07-11,62909.49,63302.94,63787.09,62874.58,"271420"
"638",2011-07-12,62689.79,62382.27,62834.51,61801.59,"487920"
"639",2011-07-13,63261.06,63014.97,63282.7,62664.33,"345810"
"640",2011-07-14,62743.81,63015.17,63371.79,62687.99,"465520"
"641",2011-07-15,62635.13,62598.02,62940.21,62343.2,"338630"
"642",2011-07-18,62024.97,62426.34,62696.84,61861.7,"276390"
"643",2011-07-19,61840.1,62151.76,62366.7,61589.78,"320980"
"644",2011-07-20,61636.83,62023.2,62093.13,61407.92,"319320"
"645",2011-07-21,60882.33,61842.65,61913.66,59434.48,"756100"
"646",2011-07-22,59802.32,60990.46,61105.09,59560.67,"396420"
"647",2011-07-25,61047.65,59227.3,61047.65,58486.41,"467230"
"648",2011-07-26,61388.64,61265.39,61674.57,60698.37,"369160"
"649",2011-07-27,61181.55,61326.95,62003.42,61036.9,"434190"
"650",2011-07-28,62530.88,61011.46,62530.88,61011.46,"414540"
"651",2011-07-29,62295.68,62338.64,62423.95,61700.22,"363200"
"652",2011-08-01,61926.61,62731.8,62799.83,61618.88,"326000"
"653",2011-08-02,61758.61,61969.08,62102.51,61374.36,"438410"
"654",2011-08-03,61315.08,61039.18,61935.42,60757.52,"490910"
"655",2011-08-04,59325.99,61693.12,61841.55,59134.05,"691980"
"656",2011-08-05,56265.52,57585.71,57755.88,55625.45,"783120"
"657",2011-08-08,52283.5,55111.78,55944.61,51687.5,"823780"
"658",2011-08-09,52961.21,52253.6,52961.21,49492.61,"1060000"
"659",2011-08-10,50307.63,53175.08,54000.63,49193.24,"961440"
"660",2011-08-11,52017.02,51578.07,52017.02,48600.16,"868430"
"661",2011-08-12,52188.65,51578.03,52614.88,50501.08,"806700"
"662",2011-08-15,53485.34,52811.5,53497.78,52546.16,"453820"
"663",2011-08-16,54097.43,53214.6,54097.43,52420.81,"503230"
"664",2011-08-17,54217.83,53812.76,54853.83,53416.19,"623290"
"665",2011-08-18,51945.93,53785.78,53785.78,51187.66,"692550"
"666",2011-08-19,53061.74,51292.78,53075.39,49930.66,"701350"
"667",2011-08-22,53287.03,51726.14,53927.39,51569.96,"611950"
"668",2011-08-23,52411.48,53586.14,53691.2,51868.13,"509450"
"669",2011-08-24,53055.09,52620.3,53160.01,52124.38,"414270"
"670",2011-08-25,52967.67,53230.58,53605.04,52941.98,"438980"
"671",2011-08-26,53707.56,53063.34,53733.81,52908.74,"410610"
"672",2011-08-29,53946.09,54124.07,54253.58,53624.99,"96940"
"673",2011-09-02,55375.28,54589.06,55760.63,54589.06,"397400"
"674",2011-09-05,54054.8,54551.66,54731.95,53906.52,"344100"
"675",2011-09-06,55019.78,53885.94,55059.2,53885.94,"458920"
"676",2011-09-07,55238.22,55659.73,55831.33,55016.39,"512800"
"677",2011-09-08,56691.98,55225.05,56734.14,54916.68,"580750"
"678",2011-09-09,55902.98,56566.86,56979.8,55447.12,"553650"
"679",2011-09-12,55604.81,55041.46,55753.5,54518.96,"412000"
"680",2011-09-13,56650.62,55998.73,56754.27,55491.83,"483420"
"681",2011-09-14,56121.89,56328.04,57190.95,55882.45,"542250"
"682",2011-09-15,57115.64,56398.49,57289.85,56330.49,"483610"
"683",2011-09-16,57896.5,57160.02,58103.6,56908.76,"449800"
"684",2011-09-19,57933.24,57344.09,58308.51,57344.09,"450920"
"685",2011-09-20,60889.08,57861.6,61721.84,57836.25,"1120000"
"686",2011-09-21,60827.89,60814.35,61540.46,60395.56,"632630"
"687",2011-09-22,57979.9,59858.95,59858.95,57789.1,"653230"
"688",2011-09-23,56323.38,58085.92,58146.64,55682.81,"656590"
"689",2011-09-26,56801.2,55216.41,57664.21,55009.29,"539470"
"690",2011-09-27,58261.27,57833.06,58320.04,57629.38,"444480"
"691",2011-09-28,58988.46,58089.4,59645.59,58034.67,"583750"
"692",2011-09-29,59758.18,59028.48,60110.4,59028.48,"507560"
"693",2011-09-30,59693.43,59864.23,59879.93,58363.63,"510560"
"694",2011-10-03,59459.66,58906.61,60115.73,58712.55,"572100"
"695",2011-10-04,57209.16,59080.49,59549.33,57209.16,"547650"
"696",2011-10-05,57311.22,57809.82,58296.61,57183.39,"470260"
"697",2011-10-06,57228.53,57718.24,58086.62,56905.2,"484990"
"698",2011-10-07,57338.78,57580.48,57724.75,56507.83,"522040"
"699",2011-10-10,58327.63,57731.71,58327.63,57391.99,"400440"
"700",2011-10-11,58664.09,58388.39,58721.88,57970.22,"429550"
"701",2011-10-12,59420.26,58888.93,59620.46,58754.88,"434620"
"702",2011-10-13,58543.37,59356.37,59881.16,58342.1,"561310"
"703",2011-10-14,59300.29,58862.98,59460.42,58470.04,"461570"
"704",2011-10-17,58442.44,59566.82,59958.89,58331.87,"486020"
"705",2011-10-18,58750.59,58181.54,58874.36,57839.99,"485060"
"706",2011-10-19,57798.73,59063.91,59306.79,57670.41,"449610"
"707",2011-10-20,55904.51,57348.87,57348.87,55723.28,"480330"
"708",2011-10-21,56792.34,55687.95,56840.14,55387.64,"441260"
"709",2011-10-24,56259.37,57023.68,57047.56,55451.05,"470950"
"710",2011-10-25,56278.39,56216.45,57054.16,55889.56,"470380"
"711",2011-10-26,55469.92,56368.71,56708.44,55339.26,"430180"
"712",2011-10-27,56616.81,56047.22,56801.4,55822.72,"486140"
"713",2011-10-28,57042.36,56924.06,57446.86,56830.52,"211710"
"714",2011-10-31,56061.47,56810.95,56817.92,55874.24,"542120"
"715",2011-11-01,54851.52,55256.74,55262.15,54121.84,"570400"
"716",2011-11-02,55721.42,55185.1,55858.64,54490.08,"409730"
"717",2011-11-03,56522.77,54992.82,56534.03,54861.12,"565030"
"718",2011-11-04,56180.24,56735.73,56955.26,55815.34,"378470"
"719",2011-11-10,55540.67,54965.82,55848.16,54874.86,"424510"
"720",2011-11-11,56201.45,55783.8,56391.97,55631.01,"345230"
"721",2011-11-14,55875.72,56609.02,56770.67,55714.89,"393060"
"722",2011-11-15,55922.53,55940.2,56162.5,55285.04,"395410"
"723",2011-11-16,55927.45,55588.85,56306.7,55588.85,"464410"
"724",2011-11-17,55089.82,55938.31,55938.31,54923.02,"441950"
"725",2011-11-18,54473.9,54809.67,54984.56,54344.7,"333830"
"726",2011-11-21,52752.15,54300.73,54506.52,52589.31,"408780"
"727",2011-11-22,51986.38,53333.21,53387.49,51497.34,"519070"
"728",2011-11-23,51091.51,51519.77,51941.7,50656.59,"547270"
"729",2011-11-24,49621.67,51328.5,51703.6,49621.67,"549430"
"730",2011-11-25,51071.22,49824.32,51084.01,48812.4,"623630"
"731",2011-11-28,52283.58,51575.94,52450.67,51303.34,"425110"
"732",2011-11-29,52092.78,51999.04,52488.55,51582.08,"445160"
"733",2011-11-30,54517.76,51743,54517.76,51640.47,"748170"
"734",2011-12-01,53806.64,54412.8,54792.44,53636.62,"542520"
"735",2011-12-02,54769.25,53941.9,55154.53,53941.9,"513820"
"736",2011-12-05,55195.81,54944.16,55384.08,54725.02,"351460"
"737",2011-12-06,54679.11,54780.41,55173.07,54300.14,"389710"
"738",2011-12-07,55138.85,55128.77,55537.56,54377.55,"420370"
"739",2011-12-08,53499.25,55189.29,55212.3,53316.73,"456430"
"740",2011-12-09,53834.91,52675.4,53986.9,52655.86,"452070"
"741",2011-12-12,52444.07,53557.49,53885.46,52328.16,"359560"
"742",2011-12-13,52551.52,52457.95,52989.15,52117.13,"493070"
"743",2011-12-14,51338.97,52323.74,52323.74,51158.49,"417100"
"744",2011-12-15,51886.47,51530,52250,51088.4,"439790"
"745",2011-12-16,51665.78,52250.03,52337.3,51551.49,"360510"
"746",2011-12-19,50742.08,51450.31,51824.5,50684.01,"312540"
"747",2011-12-20,52126.94,50958.05,52155.82,50639.56,"436480"
"748",2011-12-21,51747.43,52458.6,52846.11,51507.11,"504420"
"749",2011-12-22,51591.56,52013.51,52332.67,51301.2,"342620"
"750",2011-12-23,51948.62,52032.55,52265.3,51703.4,"274860"
"751",2011-12-26,52517.25,52235.82,52554.85,52025.86,"158990"
"752",2011-12-27,52561.2,52453.86,52618.38,52202.75,"240650"
"753",2011-12-28,51553.2,52403.32,52542.63,51452,"312750"
"754",2011-12-29,52053.62,51563.51,52053.62,51116.72,"240940"
"755",2011-12-30,51266.62,52111.76,52334.19,51013.4,"218970"
"756",2012-01-02,51340.96,51314.57,51711.94,51029.4,"220600"
"757",2012-01-03,52859.07,51645.21,52859.07,51580.01,"437050"
"758",2012-01-04,51532.56,52748.24,52956.73,51258.69,"447320"
"759",2012-01-05,51204.58,51640.23,51661.6,50753.95,"400150"
"760",2012-01-06,50182.53,51183.12,51474.51,50007.03,"467410"
"761",2012-01-09,49836.98,50497.76,50562.29,49263.3,"505440"
"762",2012-01-10,50781.84,50325.15,51092.38,50080.67,"403760"
"763",2012-01-11,51410.44,50767.33,51524.43,50499.74,"545300"
"764",2012-01-12,52154.27,51631.51,52489.88,51578.11,"608080"
"765",2012-01-13,51561.68,52529.22,52792.6,51148.2,"532050"
"766",2012-01-16,52797.16,51712.14,52802.56,51484.36,"497420"
"767",2012-01-17,53529.3,53364.63,53848.63,52993.24,"614880"
"768",2012-01-18,54384.76,53466.61,54398.76,53151.1,"682050"
"769",2012-01-19,54607.89,54455.65,54896.66,54009.47,"683670"
"770",2012-01-20,54888.55,54868.7,55056.62,54352.6,"566060"
"771",2012-01-23,55186.21,54773.24,55450.77,54478.96,"579610"
"772",2012-01-24,54790.84,55052.79,55293.55,54223.73,"534740"
"773",2012-01-25,54918.68,55042.68,55418.82,54745.81,"572750"
"774",2012-01-26,56958.83,55513.93,57266.29,55513.93,"834870"
"775",2012-01-27,57356.72,56743.27,57581.86,56656.55,"577560"
"776",2012-01-30,57811.79,57053.88,57848.91,56916.59,"499220"
"777",2012-01-31,57171.34,58236.2,58471.9,56904.88,"652650"
"778",2012-02-01,59215.65,57079.66,59334.51,57079.66,"689160"
"779",2012-02-02,60051.94,59227.07,60089.37,58553.24,"826080"
"780",2012-02-03,60147.96,59872.21,60442.83,59628.99,"697230"
"781",2012-02-06,60674.87,59917.51,60674.87,59528,"521420"
"782",2012-02-07,60545.87,60873.28,61080.37,60380.51,"610440"
"783",2012-02-08,61178.25,61046.16,61308.45,60871.5,"552790"
"784",2012-02-09,60162.52,61261.42,61587.57,60012.83,"897710"
"785",2012-02-10,59332.11,59807.17,60141.69,58988.29,"578770"
"786",2012-02-13,60557.48,59806.56,60730.36,59806.56,"537430"
"787",2012-02-14,59662.13,60534.23,60856.06,59500.78,"659760"
"788",2012-02-15,59847.64,60298.91,60512.48,59532.82,"524910"
"789",2012-02-16,60030.14,59407.65,60034.61,59147.2,"699540"
"790",2012-02-17,61111.3,60442.13,61111.3,60257.27,"646410"
"791",2012-02-20,61449.07,61599.03,61778.66,61323.39,"710550"
"792",2012-02-21,61252.83,61453.87,61629.81,60759.19,"634230"
"793",2012-02-22,60856.43,61404.37,61623.38,60768.27,"670790"
"794",2012-02-23,59666.62,60895.5,60927.21,59640.42,"562540"
"795",2012-02-24,59737.53,59946.25,60164.62,59142.79,"612840"
"796",2012-02-27,58821.82,59571.97,59638.07,58378.71,"632030"
"797",2012-02-28,59978.49,59235.55,60166.23,59126.58,"591040"
"798",2012-02-29,60721.23,60122.79,60943.85,59785.91,"646630"
"799",2012-03-01,60725.88,60398.69,61022.05,60143.29,"644590"
"800",2012-03-02,60902.41,60688.92,60992.76,60454.03,"278040"
"801",2012-03-05,59685.48,60608.84,60608.84,59617.6,"504530"
"802",2012-03-06,59143.43,59716.51,59751.95,58862.68,"484290"
"803",2012-03-07,59479.73,59286.64,59718.75,58937.7,"506390"
"804",2012-03-08,59673.75,59904.47,60512.18,59591.29,"531340"
"805",2012-03-09,59280.43,59927.75,59945.28,59101.16,"392550"
"806",2012-03-12,59009.47,59146.31,59418.42,58778.01,"425900"
"807",2012-03-13,59389.02,59544.77,59954.31,59388.46,"535320"
"808",2012-03-14,60835.74,59879.08,61033.21,59879.08,"673050"
"809",2012-03-15,61279.31,60960.94,61412.42,60790.77,"611160"
"810",2012-03-16,62336.32,61296.94,62376.89,61296.94,"823330"
"811",2012-03-19,62537.33,62424.34,63015.6,62151.71,"699660"
"812",2012-03-20,62164.06,62447.64,62499.18,61595.58,"555120"
"813",2012-03-21,62064.97,62358.01,62617.55,62028.75,"571500"
"814",2012-03-22,61786.74,62345.19,62449,61716.36,"619540"
"815",2012-03-23,61417.44,61949.28,62165.32,61248.92,"582720"
"816",2012-03-26,62561.47,61139.69,62561.66,61093.44,"604030"
"817",2012-03-27,62490.95,62864.54,63035.28,62357.09,"690580"
"818",2012-03-28,61815.1,62159.87,62434.98,61642.02,"718810"
"819",2012-03-29,61544.94,61757.28,61880.61,61401.52,"501380"
"820",2012-03-30,62423.04,61925.21,62509.91,61925.21,"632590"
"821",2012-04-02,62969.32,62598.34,62975.42,62392.06,"610020"
"822",2012-04-03,63284.54,63244.46,63616.88,63030.04,"827710"
"823",2012-04-04,62463.96,62941.84,62941.84,62317.8,"622550"
"824",2012-04-05,62062.69,62566.41,62653.91,61652.28,"663140"
"825",2012-04-06,60939.55,61818.23,61837.59,60832.01,"440660"
"826",2012-04-09,60813.25,60866.9,61104.36,60474.43,"342670"
"827",2012-04-10,59987.73,61004.94,61112.27,59987.73,"627500"
"828",2012-04-11,60709.82,59823.55,60709.82,59388.42,"562270"
"829",2012-04-12,60890.09,60889.92,61007.32,60178.54,"816030"
"830",2012-04-13,60582.6,60968.51,61246.78,60519.91,"623270"
"831",2012-04-16,60478.5,60205.66,60988.78,59983.08,"575750"
"832",2012-04-17,60652.56,60395.09,61166.13,60221.2,"517070"
"833",2012-04-18,60131.94,61104.74,61245.32,59985.84,"521810"
"834",2012-04-19,59848.46,60283.41,60553.01,59695.6,"562460"
"835",2012-04-20,60122.9,59941.94,60314.97,59849.01,"385910"
"836",2012-04-24,59706.03,59571.57,60005.5,59376.37,"461040"
"837",2012-04-25,59940.54,60114.13,60318.43,59241.23,"560780"
"838",2012-04-26,60677.81,60044,60692.46,59875.6,"632930"
"839",2012-04-27,60596.68,60557.53,61076.07,60248.82,"525050"
"840",2012-04-30,60010.42,60794.65,60861.81,59698.35,"449390"
"841",2012-05-02,58943.71,59971.69,60314.99,58851.15,"470690"
"842",2012-05-03,59285.68,59138.92,59557.03,59138.92,"387080"
"843",2012-05-04,59015.69,59446.18,59574.47,58820.1,"373860"
"844",2012-05-07,58809.68,58248.77,58841.23,58047.71,"334090"
"845",2012-05-08,58749.33,58942,59325.48,58630.45,"460390"
"846",2012-05-09,58092.99,58917.79,58973.39,58082.01,"392680"
"847",2012-05-10,58820.76,58432.73,58953.46,58334.58,"345010"
"848",2012-05-11,58872.62,58446.64,58886.88,58376.78,"396850"
"849",2012-05-14,57853.86,58677.99,58906.66,57779,"415040"
"850",2012-05-15,57453.05,58012.3,58174.46,57090.91,"400170"
"851",2012-05-16,58100.85,56968.61,58164.96,56716.99,"444880"
"852",2012-05-17,57331.17,57934.26,58316.23,57174.84,"461240"
"853",2012-05-18,56935.76,56697.35,57286.37,56404.94,"440750"
"854",2012-05-21,56539.64,57240.13,57484.56,56539.64,"335750"
"855",2012-05-22,57079.47,57033.5,57134.77,56519.75,"365760"
"856",2012-05-23,55734.34,56471.47,56662.82,55598.93,"382780"
"857",2012-05-24,54916.61,55959.78,56088.79,54867.44,"479330"
"858",2012-05-25,54809.94,54127.57,55206.39,53997.64,"565420"
"859",2012-05-28,54843.93,55091.48,55175.78,54594.58,"363980"
"860",2012-05-29,55449.51,54946.79,55652.01,54807.12,"472140"
"861",2012-05-30,55125.29,55169.99,55418.28,54724.27,"411170"
"862",2012-05-31,55099.33,55196.6,55790.43,54946.87,"584240"
"863",2012-06-01,55568.37,55125.19,55574.47,54366.31,"474790"
"864",2012-06-04,55744.29,55191.67,55970.25,55132.45,"409660"
"865",2012-06-05,55799.77,55950.18,56166.65,55606.17,"461950"
"866",2012-06-06,56248.45,56054.66,56248.45,55762.06,"379180"
"867",2012-06-07,56695.71,56570,57069.6,56471.75,"428680"
"868",2012-06-08,57300.02,56449.05,57365.55,56147.4,"387540"
"869",2012-06-11,57504.82,58243.09,58274.25,57504.82,"462430"
"870",2012-06-12,58201.29,57546.5,58201.29,57524.49,"407100"
"871",2012-06-13,58250.48,58450.69,58546.09,57943.05,"396900"
"872",2012-06-14,58364.67,58330.88,58512.65,58130.93,"346820"
"873",2012-06-15,58467.79,58632.97,58663.53,58183.9,"361310"
"874",2012-06-18,58324.86,58897.55,58979.36,58145.07,"287030"
"875",2012-06-19,59299.68,58343.54,59299.68,58343.54,"397790"
"876",2012-06-20,59401.26,59942.59,60068.21,59401.26,"404480"
"877",2012-06-21,60439.83,59362.59,60815.43,59287.95,"559530"
"878",2012-06-22,60451.41,60119.41,60663.63,59991.32,"488900"
"879",2012-06-25,59479.36,59860.96,60149.7,59479.36,"367930"
"880",2012-06-26,60126.55,59704.72,60178.74,59512.97,"312930"
"881",2012-06-27,61184.33,60292.23,61249.91,60279.46,"640440"
"882",2012-06-28,60822.57,61278,61407.81,60434.86,"519540"
"883",2012-06-29,62543.49,61500.9,62543.49,61359.07,"513560"
"884",2012-07-02,61951.16,62310.19,62418.24,61742.34,"423870"
"885",2012-07-03,62721.31,62133.02,62757,62133.02,"412670"
"886",2012-07-04,62986.09,62880.97,63074.17,62500.41,"425230"
