"","Karachi 100 (KSE)_history.csv Date","Karachi 100 (KSE)_history.csv Price","Karachi 100 (KSE)_history.csv Open","Karachi 100 (KSE)_history.csv High","Karachi 100 (KSE)_history.csv Low","Karachi 100 (KSE)_history.csv Volume"
"74",2009-04-21,7834.14,7912.21,8038.02,7815.76,"-"
"75",2009-04-22,7574.17,7832.75,7865.18,7525.96,"-"
"76",2009-04-23,7335.72,7542.45,7630.66,7314.59,"-"
"77",2009-04-24,7620.87,7333.41,7632.17,7235.05,"-"
"78",2009-04-27,7344.94,7622.38,7674.33,7326.51,"-"
"79",2009-04-28,7430.08,7334.52,7466.75,7187.25,"-"
"80",2009-04-29,7271.3,7445.18,7549.12,7246.54,"-"
"81",2009-04-30,7202.1,7212.89,7286.12,7119.04,"-"
"82",2009-05-04,7062.25,7222.85,7310.81,7050.18,"-"
"83",2009-05-05,7081.83,7061.16,7146.47,7027.11,"-"
"84",2009-05-06,7198.86,7134.61,7274.77,7120.5,"-"
"85",2009-05-07,7125.66,7198.89,7254.22,7081.84,"-"
"86",2009-05-08,7129.51,7127.63,7196.73,7087.59,"-"
"87",2009-05-11,7122.92,7144.9,7185.35,7091.87,"-"
"88",2009-05-12,7296.9,7131.26,7313.91,7131.26,"-"
"89",2009-05-13,7242.6,7309.55,7435,7211.78,"-"
"90",2009-05-14,7142.42,7245.93,7282.08,7088.32,"-"
"91",2009-05-15,7177.64,7147.21,7220.89,7124.7,"-"
"92",2009-05-18,7172.85,7184.81,7230.24,7158.95,"-"
"93",2009-05-19,7067.85,7197.4,7209.35,7048.45,"-"
"94",2009-05-20,7060.72,7061.23,7084.61,6981.57,"-"
"95",2009-05-21,6969.82,7019.92,7019.92,6841.03,"-"
"96",2009-05-22,7146.24,7037.06,7179.47,7035.03,"-"
"97",2009-05-25,7173.57,7166.62,7234.97,7124.02,"-"
"98",2009-05-26,7176.89,7181.28,7256.39,7161.8,"-"
"99",2009-05-27,7188.84,7203.69,7268.87,7164.53,"-"
"100",2009-05-28,7288.13,7225.07,7303.07,7225.07,"-"
"101",2009-05-29,7276.61,7291.37,7367.2,7256.91,"-"
"102",2009-06-01,7210.34,7289.14,7328.46,7194.23,"-"
"103",2009-06-02,7125.11,7210.29,7231.03,7086.87,"-"
"104",2009-06-03,6989.94,7149.07,7184.31,6964.42,"-"
"105",2009-06-04,6878.14,6988.65,7017.08,6857.39,"-"
"106",2009-06-05,6894.62,6879.38,6978.49,6850.67,"-"
"107",2009-06-08,6892,6922.59,6969.89,6805.9,"-"
"108",2009-06-09,7086.78,6916.72,7103.32,6903.35,"-"
"109",2009-06-10,7047.25,7101.43,7159.21,7031.56,"-"
"110",2009-06-11,7091.96,7063.25,7125.61,7034.48,"-"
"111",2009-06-12,7059.48,7129.24,7138.17,7039.62,"-"
"112",2009-06-15,6953.09,7056.8,7100.19,6937.76,"-"
"113",2009-06-16,6872.96,6949.23,6949.23,6847.16,"-"
"114",2009-06-17,7075.93,6874.43,7081.45,6874.43,"-"
"115",2009-06-18,7051.77,7093.24,7142.96,7026.73,"-"
"116",2009-06-19,7039.73,7059.8,7078.07,6980.03,"-"
"117",2009-06-22,7057.26,7080.65,7133.53,7043.05,"-"
"118",2009-06-23,7023.48,7079.82,7085.2,6996.77,"-"
"119",2009-06-24,7025.89,7025.05,7049.89,6988.65,"-"
"120",2009-06-25,7128.83,7027.15,7141.46,7020.07,"-"
"121",2009-06-26,7163.04,7202.74,7217.97,7156.27,"-"
"122",2009-06-29,7206.17,7182.2,7237.93,7174.65,"-"
"123",2009-06-30,7162.18,7216.85,7246.37,7156.15,"-"
"124",2009-07-01,7270.72,7174.47,7292.66,7174.47,"-"
"125",2009-07-02,7498.34,7296.5,7505.28,7296.5,"-"
"126",2009-07-03,7471.28,7505.74,7573.04,7452.86,"-"
"127",2009-07-06,7538.49,7495.81,7558.42,7477.23,"-"
"128",2009-07-07,7549.37,7539.47,7661.9,7532.93,"-"
"129",2009-07-08,7476.11,7550.04,7550.04,7446.12,"-"
"130",2009-07-09,7430.01,7476.68,7522.17,7428.06,"-"
"131",2009-07-10,7502.66,7438.95,7517.43,7438.95,"-"
"132",2009-07-13,7684.65,7529.83,7716.41,7529.83,"-"
"133",2009-07-14,7631.66,7706.29,7735.31,7605.27,"-"
"134",2009-07-15,7686.15,7660.58,7745.21,7640.89,"-"
"135",2009-07-16,7715.42,7715.11,7785.73,7665.33,"-"
"136",2009-07-17,7764.01,7755,7813.04,7744.21,"-"
"137",2009-07-20,7710.64,7780.32,7807.09,7694.63,"-"
"138",2009-07-21,7782.23,7712.83,7789.67,7683.65,"-"
"139",2009-07-22,7802.81,7801.47,7872,7779.21,"-"
"140",2009-07-23,7863.86,7860.06,7941.23,7858.42,"-"
"141",2009-07-24,7783.39,7868.8,7897.15,7731.47,"-"
"142",2009-07-27,7711.06,7803.47,7827.66,7693.71,"-"
"143",2009-07-28,7674.77,7705.85,7736.51,7580.68,"-"
"144",2009-07-29,7536.98,7675.34,7735.72,7503.62,"-"
"145",2009-07-30,7491.76,7531.86,7597.86,7465.99,"-"
"146",2009-07-31,7720.93,7516.18,7734.37,7514.76,"-"
"147",2009-08-03,7716.99,7748.95,7771.87,7679.21,"-"
"148",2009-08-04,7796.22,7747.98,7817.42,7734.86,"-"
"149",2009-08-05,7834.69,7811.77,7896.19,7803.77,"-"
"150",2009-08-06,7822.32,7849.01,7870.17,7769.27,"-"
"151",2009-08-07,7872.23,7838.17,7937.8,7832.38,"-"
"152",2009-08-10,8082.06,7912.87,8097.34,7912.87,"-"
"153",2009-08-11,8044.5,8125.54,8178.73,8031.82,"-"
"154",2009-08-12,8058.46,8071.96,8135.36,8044.11,"-"
"155",2009-08-13,8011.31,8077.87,8119.6,7960.83,"-"
"156",2009-08-17,7932.55,8007.85,8014.16,7858.15,"-"
"157",2009-08-18,7995.1,7948.04,8053.64,7947.03,"-"
"158",2009-08-19,7952.7,8022.7,8085.2,7939.32,"-"
"159",2009-08-20,7973.45,7949.27,8013.96,7926.63,"-"
"160",2009-08-21,8116.16,7998.14,8118.16,7986.76,"-"
"161",2009-08-24,8287,8127.81,8298.71,8127.81,"-"
"162",2009-08-25,8246.72,8352.91,8352.91,8240.51,"-"
"163",2009-08-26,8319.74,8254.71,8327.02,8223.79,"-"
"164",2009-08-27,8315.16,8335.51,8393.75,8290.01,"-"
"165",2009-08-28,8541.22,8324.2,8553.79,8306.64,"-"
"166",2009-08-31,8675.67,8555.58,8710.23,8531.16,"-"
"167",2009-09-01,8769.24,8737.98,8938.44,8565.6,"-"
"168",2009-09-02,8878.64,8774.42,8939.75,8774.42,"-"
"169",2009-09-03,8817.6,8882.09,8903.5,8737.56,"-"
"170",2009-09-04,9002.67,8825.98,9016.83,8817.68,"-"
"171",2009-09-07,8935.86,9061.95,9104.58,8885.62,"-"
"172",2009-09-08,8821.56,8926.55,8943.39,8794.07,"-"
"173",2009-09-09,9084.98,8823.72,9121.79,8823.72,"-"
"174",2009-09-10,8996.19,9089.89,9127.08,8965.59,"-"
"175",2009-09-11,9058.77,9027.28,9153.53,9027.28,"-"
"176",2009-09-14,9075.25,9112.35,9147.45,9062.58,"-"
"177",2009-09-15,9029.45,9083.94,9084.15,8966.18,"-"
"178",2009-09-16,9137.06,9046.44,9151.26,9044.69,"-"
"179",2009-09-17,9223.39,9157.63,9321.45,9157.63,"-"
"180",2009-09-18,9436.82,9222.27,9444.92,9222.27,"-"
"181",2009-09-24,9713.83,9512.46,9762.15,9512.46,"-"
"182",2009-09-25,9664.25,9730.44,9842.16,9643.35,"-"
"183",2009-09-28,9409.58,9669.51,9684.17,9359.58,"-"
"184",2009-09-29,9475.48,9367.82,9566.02,9363.05,"-"
"185",2009-09-30,9349.67,9503.23,9589.63,9322.73,"-"
"186",2009-10-01,9301.18,9380.49,9489.22,9292.73,"-"
"187",2009-10-02,9455.15,9300.67,9472.02,9232.64,"-"
"188",2009-10-05,9487.95,9508.27,9562.35,9466.39,"-"
"189",2009-10-06,9643.11,9488.13,9672.89,9479.77,"-"
"190",2009-10-07,9836.5,9645.63,9890.25,9645.63,"-"
"191",2009-10-08,9740.87,9861.75,9937.12,9705.87,"-"
"192",2009-10-09,9768.63,9746.17,9924.91,9728.8,"-"
"193",2009-10-12,9642.56,9728.88,9786.24,9598.35,"-"
"194",2009-10-13,9686.4,9674.86,9726.6,9625.23,"-"
"195",2009-10-14,9804.61,9687.04,9867.03,9687.04,"-"
"196",2009-10-15,9845.73,9805.29,9936.36,9781.51,"-"
"197",2009-10-16,9838.12,9888.63,9978.36,9813.62,"-"
"198",2009-10-19,9411.29,9855.53,9864.35,9384.26,"-"
"199",2009-10-20,9569.06,9450.71,9645.92,9371.96,"-"
"200",2009-10-21,9247.78,9517.16,9517.16,9232.18,"-"
"201",2009-10-22,9154,9240.85,9349.35,8971.22,"-"
"202",2009-10-23,9150.85,9149.98,9251.4,9125.43,"-"
"203",2009-10-26,9374.5,9186.89,9415.61,9186.89,"-"
"204",2009-10-27,9315.69,9377.59,9476.71,9307.39,"-"
"205",2009-10-28,9251.84,9351.92,9364.5,9238.26,"-"
"206",2009-10-29,9169,9251.73,9277,9072.76,"-"
"207",2009-10-30,9159.18,9169.27,9256.94,9142.96,"-"
"208",2009-11-02,8872.4,9182.4,9182.4,8835.08,"-"
"209",2009-11-03,8938.99,8857.7,8979.06,8848.32,"-"
"210",2009-11-04,9154.99,8944.98,9170.19,8944.98,"-"
"211",2009-11-05,9112.1,9189.44,9246.33,9096.77,"-"
"212",2009-11-06,8936.48,9125.72,9144.2,8911.1,"-"
"213",2009-11-10,8762.4,8934.59,8991.62,8719.65,"-"
"214",2009-11-11,8916.18,8724.16,8937.41,8684.3,"-"
"215",2009-11-12,8924.24,8948.23,8991.99,8868.42,"-"
"216",2009-11-13,9067.17,8924.32,9078.37,8881.96,"-"
"217",2009-11-16,9304.31,9070.31,9318.32,9068.67,"-"
"218",2009-11-17,9204.98,9346.87,9361.87,9187.72,"-"
"219",2009-11-18,9144.76,9221.8,9327.78,9136.18,"-"
"220",2009-11-19,9251.19,9192.71,9284.47,9192.71,"-"
"221",2009-11-20,9306.36,9284.75,9380.75,9284.75,"-"
"222",2009-11-23,9221.96,9305.1,9305.1,9185.87,"-"
"223",2009-11-24,9233.7,9218.54,9286.79,9211.81,"-"
"224",2009-11-25,9204.57,9260.42,9294.53,9194.85,"-"
"225",2009-11-26,9206.21,9198.32,9247.04,9168.83,"-"
"226",2009-12-01,9013.04,9136.6,9136.6,8985.52,"-"
"227",2009-12-02,9087.7,9051.49,9132.56,9017.37,"-"
"228",2009-12-03,9096.23,9106.08,9169.1,9089.18,"-"
"229",2009-12-04,9009.13,9097.03,9119.94,8998.07,"-"
"230",2009-12-07,8992.91,8995.97,9021.37,8979.41,"-"
"231",2009-12-08,8843.96,8974.49,8979.14,8816.44,"-"
"232",2009-12-09,8905.43,8849.12,8930.32,8818.04,"-"
"233",2009-12-10,8999.39,8926.56,9029.82,8925.92,"-"
"234",2009-12-11,9037.3,9021.75,9073.45,9013.87,"-"
"235",2009-12-14,9280.16,9053.75,9286.63,9052.05,"-"
"236",2009-12-15,9266.04,9307.06,9385.67,9248.79,"-"
"237",2009-12-16,9253.66,9271.04,9343.18,9233.1,"-"
"238",2009-12-17,9227.18,9268.71,9382.44,9213.64,"-"
"239",2009-12-18,9183.73,9241.27,9260.4,9136.8,"-"
"240",2009-12-21,9233.6,9220.13,9242.59,9171.95,"-"
"241",2009-12-22,9332.47,9260.83,9353.23,9260.83,"-"
"242",2009-12-23,9302.92,9352.07,9384.11,9294.16,"-"
"243",2009-12-24,9422.23,9333.41,9428.22,9333.41,"-"
"244",2009-12-29,9410.66,9412.43,9444.27,9308,"-"
"245",2009-12-30,9507.95,9480.84,9561.78,9480.84,"-"
"246",2009-12-31,9386.92,9525.71,9525.71,9354.91,"-"
"247",2010-01-04,9437.85,9411.75,9447.29,9371.28,"-"
"248",2010-01-05,9657.38,9462.74,9664.28,9462.74,"-"
"249",2010-01-06,9727.36,9698.02,9809.19,9698.02,"-"
"250",2010-01-07,9737.47,9726.73,9813.13,9712.24,"-"
"251",2010-01-08,9776.21,9752.66,9823.74,9735.24,"-"
"252",2010-01-11,9797,9815.52,9865.93,9783.07,"-"
"253",2010-01-12,9778.36,9821.8,9834.23,9751.06,"-"
"254",2010-01-13,9784.85,9778.78,9874.77,9778.78,"-"
"255",2010-01-14,9802.45,9810.44,9820.05,9742.74,"-"
"256",2010-01-15,9923.14,9841.74,9969.59,9841.74,"-"
"257",2010-01-18,9895.46,9941.05,9953.77,9883.23,"-"
"258",2010-01-19,9954.41,9921.66,10003.52,9921.66,"-"
"259",2010-01-20,9904.74,9945.2,10012.14,9893.05,"-"
"260",2010-01-21,9753.84,9928.92,9929.02,9737.09,"-"
"261",2010-01-22,9774.07,9782.75,9814.32,9718.9,"-"
"262",2010-01-25,9689.2,9798.63,9810.5,9680.72,"-"
"263",2010-01-26,9666.48,9700.51,9753.54,9659.06,"-"
"264",2010-01-27,9603.55,9706.18,9740.3,9592.84,"-"
"265",2010-01-28,9579.81,9634.15,9643.92,9414.48,"-"
"266",2010-01-29,9614.19,9617.96,9637.52,9552.48,"-"
"267",2010-02-01,9591.5,9637.15,9654.88,9567.37,"-"
"268",2010-02-02,9595.24,9609.73,9689.31,9571.93,"-"
"269",2010-02-03,9627.63,9606.16,9638.33,9557.54,"-"
"270",2010-02-04,9769.73,9632.95,9804.03,9632.95,"-"
"271",2010-02-08,9809.98,9754.99,9844.75,9754.99,"-"
"272",2010-02-09,9786.46,9826.33,9868.2,9783.65,"-"
"273",2010-02-10,9733.36,9809.7,9843.11,9724.32,"-"
"274",2010-02-11,9802.8,9754.48,9819.85,9754.48,"-"
"275",2010-02-12,9805.87,9815.22,9881.77,9798.14,"-"
"276",2010-02-15,9701.81,9727.43,9731.96,9666.26,"-"
"277",2010-02-16,9769.68,9704.17,9805.13,9704.17,"-"
"278",2010-02-17,9867.09,9778.91,9929.93,9778.91,"-"
"279",2010-02-18,9889.3,9932.9,9947.1,9880.28,"-"
"280",2010-02-19,9902.62,9889.63,9978.57,9889.63,"-"
"281",2010-02-22,9953.07,9926.54,9970.27,9903.04,"-"
"282",2010-02-23,9823.57,9953.2,9973.59,9806.37,"-"
"283",2010-02-24,9686.18,9850.58,9850.58,9673.18,"-"
"284",2010-02-25,9667.17,9701.22,9741.23,9575.13,"-"
"285",2010-02-26,9657.79,9691.84,9716.97,9653.77,"-"
"286",2010-03-01,9498.56,9658.45,9684.52,9471.8,"-"
"287",2010-03-02,9546.38,9499.77,9583.31,9451.75,"-"
"288",2010-03-03,9419.43,9560.48,9605.8,9408.81,"-"
"289",2010-03-04,9511.53,9426.37,9518.12,9370.8,"-"
"290",2010-03-05,9626.29,9517.7,9646.17,9511.32,"-"
"291",2010-03-08,9740.19,9637.23,9763.16,9628.89,"-"
"292",2010-03-09,9787.03,9763.91,9860.59,9763.91,"-"
"293",2010-03-10,9784.98,9801.37,9844.03,9767.41,"-"
"294",2010-03-11,9879.7,9785.86,9910.21,9785.86,"-"
"295",2010-03-12,10025.99,9889.9,10039.31,9862.03,"-"
"296",2010-03-15,10088.45,10055.11,10131.22,10039.63,"-"
"297",2010-03-16,10017.71,10111.19,10122.66,10000.66,"-"
"298",2010-03-17,9981.48,10018.97,10096.15,9972.53,"-"
"299",2010-03-18,10007.87,10025.62,10050.04,9990.65,"-"
"300",2010-03-19,10000.93,10022.07,10047.17,9992.86,"-"
"301",2010-03-22,9963.35,9995.43,10026.38,9961.08,"-"
"302",2010-03-24,10146.27,9986.07,10164.9,9986.07,"-"
"303",2010-03-25,10127.03,10192.92,10224.88,10119,"-"
"304",2010-03-26,10137.93,10133.74,10179.72,10109.15,"-"
"305",2010-03-29,10056.46,10165.02,10173.76,10042.42,"-"
"306",2010-03-30,10073.76,10056.42,10131.18,10015.55,"-"
"307",2010-03-31,10178.43,10071.99,10284.6,10071.99,"-"
"308",2010-04-01,10246.77,10236.91,10314.73,10227.86,"-"
"309",2010-04-02,10416.51,10260.41,10429.99,10260.41,"-"
"310",2010-04-05,10447.84,10443.24,10491.82,10403.83,"-"
"311",2010-04-06,10419.82,10479.93,10554.52,10405.13,"-"
"312",2010-04-07,10523.01,10442.81,10552.7,10442.81,"-"
"313",2010-04-08,10533.57,10549.47,10594.39,10492.34,"-"
"314",2010-04-09,10586.46,10560.06,10627.96,10560.06,"-"
"315",2010-04-12,10557.19,10587.18,10637.08,10533.4,"-"
"316",2010-04-13,10506.2,10579.96,10586.57,10498.73,"-"
"317",2010-04-14,10570.88,10532.59,10592.62,10495.48,"-"
"318",2010-04-15,10677.47,10574.99,10688.76,10574.99,"-"
"319",2010-04-16,10659.21,10702.51,10720.6,10646.22,"-"
"320",2010-04-19,10669.88,10674.33,10691.79,10632.31,"-"
"321",2010-04-20,10641.52,10685.2,10731.39,10634.76,"-"
"322",2010-04-21,10590.21,10644.4,10654.53,10529.3,"-"
"323",2010-04-22,10615.15,10604.68,10681.77,10599.1,"-"
"324",2010-04-23,10607.03,10618.9,10638.24,10578.54,"-"
"325",2010-04-26,10556.37,10628.75,10639.69,10539.72,"-"
"326",2010-04-27,10556.38,10562.52,10625.17,10543.09,"-"
"327",2010-04-28,10519.02,10572.67,10578.81,10445.43,"-"
"328",2010-04-29,10454.63,10518.7,10579.44,10425.93,"-"
"329",2010-04-30,10428.12,10455.3,10485.73,10407.54,"-"
"330",2010-05-03,10389.46,10420.94,10455.76,10340.13,"-"
"331",2010-05-04,10467.76,10390.72,10559.83,10390.72,"-"
"332",2010-05-05,10561.74,10467.96,10589.35,10425.64,"-"
"333",2010-05-06,10553.12,10569.54,10601.79,10538.28,"-"
"334",2010-05-07,10271.47,10527.08,10527.08,10255.14,"-"
"335",2010-05-10,10288.14,10261.86,10338.47,10246.86,"-"
"336",2010-05-11,10208.81,10335.06,10381.51,10192.64,"-"
"337",2010-05-12,10222.04,10213.08,10245.15,10079.65,"-"
"338",2010-05-13,10279.52,10242.81,10303.57,10212.83,"-"
"339",2010-05-14,10271.71,10291.31,10341.47,10230.97,"-"
"340",2010-05-17,10033.76,10269.87,10269.87,10023.6,"-"
"341",2010-05-18,10082.04,10032.38,10113.16,10001.57,"-"
"342",2010-05-19,10050.04,10074.08,10096.28,9938.99,"-"
"343",2010-05-20,9993.4,10037.33,10071.98,9977.51,"-"
"344",2010-05-21,9871.16,9978.1,9984.27,9818.63,"-"
"345",2010-05-24,9687.41,9872.32,9883.57,9656.48,"-"
"346",2010-05-25,9428.44,9661.69,9752.3,9357.8,"-"
"347",2010-05-26,9611.55,9427.41,9627.61,9355.34,"-"
"348",2010-05-27,9439.97,9613.01,9655.37,9411.57,"-"
"349",2010-05-28,9521.15,9442.91,9593.44,9426.21,"-"
"350",2010-05-31,9326.42,9516.13,9542.93,9304.27,"-"
"351",2010-06-01,9294.18,9308.03,9339.96,9164.4,"-"
"352",2010-06-02,9499.06,9309.54,9528.22,9273.34,"-"
"353",2010-06-03,9621.3,9514.77,9651.28,9466.52,"-"
"354",2010-06-04,9636.88,9649.26,9665.29,9543.47,"-"
"355",2010-06-07,9791.64,9627.08,9825.99,9531.65,"-"
"356",2010-06-08,9763.17,9816.66,9822.16,9705.37,"-"
"357",2010-06-09,9678.38,9768.14,9779.3,9670.78,"-"
"358",2010-06-10,9379.78,9673.3,9692.33,9355.94,"-"
"359",2010-06-11,9471.12,9379.3,9499.61,9379.3,"-"
"360",2010-06-14,9229.6,9312.4,9324.56,9131.11,"-"
"361",2010-06-15,9250.55,9239.94,9370.36,9176.27,"-"
"362",2010-06-16,9436.88,9285.74,9481.83,9274.55,"-"
"363",2010-06-17,9676.71,9405.73,9709.88,9320.49,"-"
"364",2010-06-18,9645.71,9704.5,9820.35,9611.17,"-"
"365",2010-06-21,9651.31,9646.32,9691.53,9608.63,"-"
"366",2010-06-22,9682.32,9665.27,9786.06,9663.37,"-"
"367",2010-06-23,9715.39,9691,9745.15,9675.19,"-"
"368",2010-06-24,9791.89,9721.28,9836.13,9720.11,"-"
"369",2010-06-25,9796.85,9817.62,9848.15,9715.13,"-"
"370",2010-06-28,9671.55,9790.64,9859.42,9656.33,"-"
"371",2010-06-29,9702.03,9676.93,9738.16,9568.87,"-"
"372",2010-06-30,9721.91,9713.51,9749.82,9663.92,"-"
"373",2010-07-01,9730.99,9739.77,9771.48,9707.61,"-"
"374",2010-07-02,9697.65,9743.36,9756.73,9682.23,"-"
"375",2010-07-05,9637.97,9708.73,9730.24,9631.1,"-"
"376",2010-07-06,9575.2,9638.23,9684.13,9544.81,"-"
"377",2010-07-07,9789.69,9574.65,9800.39,9572.17,"-"
"378",2010-07-08,9860.99,9797.16,9895.75,9781.76,"-"
"379",2010-07-09,9974.4,9853.08,9993.38,9853.08,"-"
"380",2010-07-12,9979.07,9979.98,10053.38,9945.44,"-"
"381",2010-07-13,10114.65,10001.16,10131.37,9979.79,"-"
"382",2010-07-14,10187,10137.33,10238.3,10130.23,"-"
"383",2010-07-15,10095.8,10212.53,10258.81,10082.89,"-"
"384",2010-07-16,10153.85,10104.8,10177.26,10072.3,"-"
"385",2010-07-19,10201.85,10184.79,10252.34,10180.13,"-"
"386",2010-07-20,10251.53,10207.89,10276.6,10205.47,"-"
"387",2010-07-21,10234.03,10252.92,10301.21,10174.01,"-"
"388",2010-07-22,10228.86,10236.08,10289.79,10210.69,"-"
"389",2010-07-23,10296.04,10248.09,10327.1,10233.54,"-"
"390",2010-07-26,10297.68,10318.82,10350.17,10283.6,"-"
"391",2010-07-27,10386.82,10313.39,10411.48,10303.88,"-"
"392",2010-07-28,10436.29,10402.28,10467.06,10397.69,"-"
"393",2010-07-29,10427.28,10449.53,10481.48,10416.54,"-"
"394",2010-07-30,10519.02,10442.94,10539.25,10432.45,"-"
"395",2010-08-02,10373.53,10423.87,10423.87,10289.89,"-"
"396",2010-08-03,10388.64,10364.09,10430.56,10331.49,"-"
"397",2010-08-04,10390.27,10427.34,10480.61,10378.32,"-"
"398",2010-08-05,10351.72,10417.02,10435.93,10335.06,"-"
"399",2010-08-06,10315.2,10351.42,10410.63,10298.4,"-"
"400",2010-08-09,10026.2,10319.91,10325.85,9972.52,"-"
"401",2010-08-10,9892.32,10020.13,10036.81,9861.75,"-"
"402",2010-08-11,9875.68,9904.93,10001.45,9861.61,"-"
"403",2010-08-12,9792.81,9880.11,9918.24,9770.5,"-"
"404",2010-08-13,9823.37,9818.46,9840.12,9809.19,"-"
"405",2010-08-16,9537.13,9819.64,9860.07,9517.41,"-"
"406",2010-08-17,9677.88,9537.13,9698.76,9488.35,"-"
"407",2010-08-18,9705,9677.89,9766.75,9663.6,"-"
"408",2010-08-19,9847.61,9705,9885.98,9705,"-"
"409",2010-08-20,9860.35,9850.34,9874.17,9778.39,"-"
"410",2010-08-23,9812.1,9874.03,9889.61,9793.57,"-"
"411",2010-08-24,9637.17,9813.79,9838.81,9634.37,"-"
"412",2010-08-25,9553.81,9639.29,9640.54,9497.75,"-"
"413",2010-08-26,9589.37,9562.6,9633.55,9544.49,"-"
"414",2010-08-27,9598.71,9587.37,9635.37,9544.74,"-"
"415",2010-08-30,9516.42,9602.55,9631.42,9492.69,"-"
"416",2010-08-31,9813.05,9531.92,9827.87,9531.92,"-"
"417",2010-09-01,9735.38,9798.78,9813.05,9683.31,"-"
"418",2010-09-02,9762.89,9729.57,9833.71,9717.22,"-"
"419",2010-09-03,9703.06,9765.89,9801.56,9675.61,"-"
"420",2010-09-06,9723.69,9692.29,9741.06,9664.57,"-"
"421",2010-09-07,9748.14,9717.16,9767.62,9686.19,"-"
"422",2010-09-08,9891.13,9737.86,9905.39,9715.23,"-"
"423",2010-09-09,9879.33,9896.82,9942.59,9864.93,"-"
"424",2010-09-14,10068.36,9930.46,10108.12,9930.46,"-"
"425",2010-09-15,10046.57,10097.62,10141.27,10019.22,"-"
"426",2010-09-16,10017.14,10132.94,10154.54,10007.91,"-"
"427",2010-09-17,10052.97,10018.67,10069.84,9960.15,"-"
"428",2010-09-20,10063.58,10094.51,10095.48,10035.36,"-"
"429",2010-09-21,9992.5,10067.23,10119.55,9989.62,"-"
"430",2010-09-22,9946.42,9999.89,10016.53,9923.69,"-"
"431",2010-09-23,9866.8,9953.07,9982.61,9860.59,"-"
"432",2010-09-24,9909.44,9867.21,9927.93,9814.88,"-"
"433",2010-09-27,9936.79,9905.48,9958.07,9832.81,"-"
"434",2010-09-28,9981.07,9956.4,10029.65,9952.16,"-"
"435",2010-09-29,10022.25,9985.51,10024.62,9958.82,"-"
"436",2010-09-30,10013.31,10011.24,10031.19,9933.67,"-"
"437",2010-10-01,10042.44,10012.12,10106.67,10002.43,"-"
"438",2010-10-04,10045.03,10049.62,10072.38,10034.08,"-"
"439",2010-10-05,10024.86,10054.54,10058.84,9993.77,"-"
"440",2010-10-06,10029.36,10034.73,10051.41,9995.99,"-"
"441",2010-10-07,10191.68,10040.44,10200.37,10038.8,"-"
"442",2010-10-08,10260.48,10206.96,10310.85,10201.53,"-"
"443",2010-10-11,10322.55,10273.22,10338.73,10243.76,"-"
"444",2010-10-12,10292.33,10310.4,10339.57,10263.66,"-"
"445",2010-10-13,10389.97,10288.86,10403.62,10283.13,"-"
"446",2010-10-14,10409.02,10399.67,10476.32,10388.78,"-"
"447",2010-10-15,10431.84,10411.05,10473.4,10402.71,"-"
"448",2010-10-18,10484.39,10444.89,10537.28,10433.55,"-"
"449",2010-10-19,10464.89,10516.3,10531.01,10448.06,"-"
"450",2010-10-20,10486.02,10457.84,10515.7,10436.33,"-"
"451",2010-10-21,10558.74,10487.63,10604.3,10470.23,"-"
"452",2010-10-22,10652.48,10561.42,10709.28,10553.6,"-"
"453",2010-10-25,10703.71,10685.2,10769.53,10642.03,"-"
"454",2010-10-26,10658.15,10702.03,10747.82,10640.05,"-"
"455",2010-10-27,10704.16,10657.1,10758.01,10657.1,"-"
"456",2010-10-28,10634.99,10728.52,10772.71,10615.58,"-"
"457",2010-10-29,10598.4,10637.46,10660.72,10569.12,"-"
"458",2010-11-01,10538.27,10628.62,10667.09,10528.85,"-"
"459",2010-11-02,10681.87,10577.11,10695.5,10577.11,"-"
"460",2010-11-03,10617.65,10699.27,10759.98,10610.09,"-"
"461",2010-11-04,10702.19,10615.32,10729.22,10604.82,"-"
"462",2010-11-05,10882,10709.64,10923.51,10709.64,"-"
"463",2010-11-08,10992.28,10901.16,11030.35,10901.16,"-"
"464",2010-11-10,10941.94,11017.41,11047.21,10929.54,"-"
"465",2010-11-11,10905.24,10916.86,10995.85,10895.1,"-"
"466",2010-11-12,10874.02,10908.07,10928.3,10853.11,"-"
"467",2010-11-15,10909.65,10887.28,10934.89,10841.76,"-"
"468",2010-11-16,10965.99,10933.91,10984.56,10933.91,"-"
"469",2010-11-22,11205.84,10986.97,11211.61,10975.97,"-"
"470",2010-11-23,11171.09,11236.64,11248.4,11142.35,"-"
"471",2010-11-24,11154.83,11167.8,11262.46,11123.82,"-"
"472",2010-11-25,11135.34,11172.64,11228.79,11109.72,"-"
"473",2010-11-26,11145.02,11150.48,11196.02,11134.42,"-"
"474",2010-11-29,11163.43,11148.56,11176.08,11120.95,"-"
"475",2010-11-30,11234.76,11167.93,11286.68,11159.06,"-"
"476",2010-12-01,11221.81,11250.7,11329.06,11214.55,"-"
"477",2010-12-02,11343.55,11250.18,11360.95,11241.5,"-"
"478",2010-12-03,11406.66,11346.44,11436.4,11346.44,"-"
"479",2010-12-06,11440.07,11442.71,11486.01,11420.34,"-"
"480",2010-12-07,11431.01,11454.88,11481.57,11408.05,"-"
"481",2010-12-08,11629.93,11440.3,11634,11440.3,"-"
"482",2010-12-09,11569.09,11645.04,11649.51,11558.38,"-"
