"","OMX Copenhagen 20 (OMXC20)_history.csv Date","OMX Copenhagen 20 (OMXC20)_history.csv Price","OMX Copenhagen 20 (OMXC20)_history.csv Open","OMX Copenhagen 20 (OMXC20)_history.csv High","OMX Copenhagen 20 (OMXC20)_history.csv Low","OMX Copenhagen 20 (OMXC20)_history.csv Volume"
"760",2012-01-11,402.1,406.87,407.7,401.66,
"761",2012-01-12,402.3,404.11,404.54,401.2,
"762",2012-01-13,401.19,404.39,406.76,398.9,
"763",2012-01-16,405.5,400.63,405.5,400.31,
"764",2012-01-17,406.09,407.61,409.88,404.67,
"765",2012-01-18,406.97,406.54,407.58,403.43,
"766",2012-01-19,409,407.63,409,405.27,
"767",2012-01-20,405.46,410.66,410.67,405.24,
"768",2012-01-23,406.19,405.38,406.19,402.65,
"769",2012-01-24,403.14,403.86,404.85,398.96,
"770",2012-01-25,404.47,404.79,406.17,401.27,
"771",2012-01-26,408.91,405.58,409.84,405.09,
"772",2012-01-27,404.96,408.89,412.28,404.94,
"773",2012-01-30,401.65,400.43,403.58,399.95,
"774",2012-01-31,408.53,404.8,409.16,403.97,
"775",2012-02-01,416.66,410.71,417.11,410.54,
"776",2012-02-02,424,425.7,427.43,422.67,
"777",2012-02-03,432.89,424.5,434.08,423.91,
"778",2012-02-06,431.84,434.01,434.01,427.99,
"779",2012-02-07,436.34,432.76,436.48,432.51,
"780",2012-02-08,437.35,435.44,439.24,435.05,
"781",2012-02-09,437.97,435.09,438.31,432.58,
"782",2012-02-10,437.68,437.73,439.5,434.49,
"783",2012-02-13,444.97,439.34,444.97,439.26,
"784",2012-02-14,442.18,443.54,444.75,441.74,
"785",2012-02-15,453.12,445.13,453.7,444.99,
"786",2012-02-16,448.72,451.21,451.21,445.83,
"787",2012-02-17,450.81,451.48,452.54,449.55,
"788",2012-02-20,457.14,453.07,457.16,452.44,
"789",2012-02-21,453.9,457.48,457.85,453.47,
"790",2012-02-22,451.26,452.72,454.45,449.99,
"791",2012-02-23,452.97,451.05,458.62,450.89,
"792",2012-02-24,455.32,454.04,458.19,453.88,
"793",2012-02-27,449.34,453.31,454.11,448.11,
"794",2012-02-28,454.54,449.52,455.08,448.8,
"795",2012-02-29,453.77,454.73,455.43,451.71,
"796",2012-03-01,457.05,452.46,457.86,450.78,
"797",2012-03-02,457.04,458.71,459.6,456.96,
"798",2012-03-05,455.05,456.76,457.04,453.64,
"799",2012-03-06,443.68,454.27,454.66,442.86,
"800",2012-03-07,446.43,442.38,449.72,441.09,
"801",2012-03-08,447.68,448.68,451.34,446.45,
"802",2012-03-09,456.16,450.48,456.52,450.15,
"803",2012-03-12,456.08,455.71,458.02,454.16,
"804",2012-03-13,459.94,459.68,460.44,454.65,
"805",2012-03-14,458.29,462.22,463.36,458.19,
"806",2012-03-15,457.64,457.41,459,455.89,
"807",2012-03-16,458.93,459.27,460.63,456.47,
