"","KOSPI (KS11)_history.csv Date","KOSPI (KS11)_history.csv Price","KOSPI (KS11)_history.csv Open","KOSPI (KS11)_history.csv High","KOSPI (KS11)_history.csv Low","KOSPI (KS11)_history.csv Volume"
"585",2011-04-29,2192.36,2211.33,2219.6,2177.8,"364120"
"586",2011-05-02,2228.96,2203.09,2229.09,2202.92,"302490"
"587",2011-05-03,2200.73,2224.4,2228.04,2188.11,"375100"
"588",2011-05-04,2180.64,2196.9,2201.69,2173.21,"393740"
"589",2011-05-06,2147.45,2153.5,2156.81,2133.97,"344190"
"590",2011-05-09,2139.17,2157.95,2161.93,2136.59,"253930"
"591",2011-05-11,2166.63,2161.44,2166.63,2144.94,"378040"
"592",2011-05-12,2122.65,2139.24,2149.42,2122.6,"382250"
"593",2011-05-13,2120.08,2133.99,2134.53,2103.06,"397070"
"594",2011-05-16,2104.18,2104.67,2115.25,2097.16,"273620"
"595",2011-05-17,2102.41,2103.82,2111.44,2092.32,"300790"
"596",2011-05-18,2135.78,2110.7,2138.72,2106.41,"259990"
"597",2011-05-19,2095.51,2141.29,2143.41,2092.61,"283360"
"598",2011-05-20,2111.5,2101.45,2112.48,2084.06,"282780"
"599",2011-05-23,2055.71,2100.44,2100.44,2055.71,"292950"
"600",2011-05-24,2061.76,2052.44,2070.64,2048.55,"268520"
"601",2011-05-25,2035.87,2073.53,2082.12,2030.68,"344970"
"602",2011-05-26,2091.91,2059.93,2094.35,2056.49,"296700"
"603",2011-05-27,2100.24,2087.36,2111.36,2085.24,"272780"
"604",2011-05-30,2093.79,2115.27,2116.13,2085.75,"213190"
"605",2011-05-31,2142.47,2104.16,2146.79,2102.77,"303260"
"606",2011-06-01,2141.34,2142.67,2152.95,2132.85,"294710"
"607",2011-06-02,2114.2,2098.37,2126.8,2093.97,"248780"
"608",2011-06-03,2113.47,2123.47,2131.93,2108.75,"264110"
"609",2011-06-07,2099.71,2093.45,2106.85,2091.26,"246620"
"610",2011-06-08,2083.35,2102.97,2109.11,2068.78,"281370"
"611",2011-06-09,2071.42,2076.7,2088.82,2067.58,"283660"
"612",2011-06-10,2046.67,2085.85,2093.94,2045.24,"265870"
"613",2011-06-13,2048.74,2030.54,2057.65,2025.42,"218480"
"614",2011-06-14,2076.83,2045.22,2082.25,2040.69,"209520"
"615",2011-06-15,2086.53,2087.96,2091,2064.82,"229160"
"616",2011-06-16,2046.63,2057.16,2068.17,2043.81,"234160"
"617",2011-06-17,2031.93,2057.46,2058.67,2008.84,"282480"
"618",2011-06-20,2019.65,2034.35,2047.12,2017.52,"229180"
"619",2011-06-21,2048.17,2041.15,2051.19,2015.86,"278610"
"620",2011-06-22,2063.9,2066.91,2074.46,2059.36,"263840"
"621",2011-06-23,2055.86,2048.06,2064.96,2048.06,"259640"
"622",2011-06-24,2090.81,2063.92,2090.82,2062.26,"294100"
"623",2011-06-27,2070.29,2076.01,2076.94,2058.4,"246530"
"624",2011-06-28,2062.91,2092.94,2099.94,2062.91,"328640"
"625",2011-06-29,2094.42,2097.87,2098.95,2081.71,"256150"
"626",2011-06-30,2100.69,2103.59,2105.47,2091.09,"257290"
"627",2011-07-01,2125.74,2120.03,2131.67,2116.68,"273410"
"628",2011-07-04,2145.3,2143.24,2153.29,2141.98,"290460"
"629",2011-07-05,2161.75,2149.4,2163.37,2145.87,"284880"
"630",2011-07-06,2171.19,2156.94,2171.19,2155.33,"275940"
"631",2011-07-07,2180.59,2167.18,2184.94,2165.15,"355590"
"632",2011-07-08,2180.35,2192.83,2192.83,2173.96,"323020"
"633",2011-07-11,2157.16,2167.94,2171.29,2151.84,"240690"
"634",2011-07-12,2109.73,2131.07,2136.98,2107.95,"286420"
"635",2011-07-13,2129.64,2117.12,2129.64,2107.63,"306090"
"636",2011-07-14,2130.07,2119.06,2130.08,2105.24,"307420"
"637",2011-07-15,2145.2,2123.57,2145.2,2123,"272100"
"638",2011-07-18,2130.48,2149.97,2149.97,2121.73,"329000"
"639",2011-07-19,2130.21,2127.13,2140.44,2123.43,"303460"
"640",2011-07-20,2154.95,2158.88,2164.22,2149.25,"373910"
"641",2011-07-21,2145.04,2153.94,2155.49,2135.66,"362340"
"642",2011-07-22,2171.23,2162,2171.24,2153.49,"412960"
"643",2011-07-25,2150.48,2154,2158.35,2146.99,"341970"
"644",2011-07-26,2168.7,2163.08,2168.7,2148.22,"330150"
"645",2011-07-27,2174.31,2152.66,2174.73,2151.84,"297090"
"646",2011-07-28,2155.85,2138.61,2160.44,2138.61,"299520"
"647",2011-07-29,2133.21,2159.27,2159.27,2133.21,"328770"
"648",2011-08-01,2172.31,2160.09,2173.28,2158.24,"262850"
"649",2011-08-02,2121.27,2152.85,2155.44,2114.75,"350310"
"650",2011-08-03,2066.26,2079.19,2080.76,2056.53,"434480"
"651",2011-08-04,2018.47,2067.17,2071.03,2015.23,"356390"
"652",2011-08-05,1943.75,1937.17,1966.73,1920.67,"480970"
"653",2011-08-08,1869.45,1916.57,1939.92,1800,"571110"
"654",2011-08-09,1801.35,1807.88,1828.63,1684.68,"684990"
"655",2011-08-10,1806.24,1877.4,1877.4,1802.29,"486310"
"656",2011-08-11,1817.44,1733.92,1832.48,1733.92,"438900"
"657",2011-08-12,1793.31,1844.13,1847.12,1788.97,"468850"
"658",2011-08-16,1879.87,1850.53,1879.87,1848.82,"423450"
"659",2011-08-17,1892.67,1868.85,1906.61,1868.6,"430980"
"660",2011-08-18,1860.58,1891.82,1894.94,1833.34,"503350"
"661",2011-08-19,1744.88,1789.78,1797.18,1744.86,"503840"
"662",2011-08-22,1710.7,1756.59,1763.64,1704.54,"420270"
"663",2011-08-23,1776.68,1735.23,1781.92,1719.97,"428460"
"664",2011-08-24,1754.78,1788.39,1799.11,1744.07,"412560"
"665",2011-08-25,1764.58,1791.08,1803.77,1762.79,"398180"
"666",2011-08-26,1778.95,1754.39,1782.9,1754.39,"310990"
"667",2011-08-29,1829.5,1807.6,1836.66,1787.29,"339100"
"668",2011-08-30,1843.82,1853.77,1863.51,1835.65,"493170"
"669",2011-08-31,1880.11,1846.89,1880.11,1837.82,"410350"
"670",2011-09-01,1880.7,1887.21,1928.4,1877.4,"500400"
"671",2011-09-02,1867.75,1872.62,1890.86,1853.7,"442560"
"672",2011-09-05,1785.83,1829.3,1829.75,1785.82,"414040"
"673",2011-09-06,1766.71,1752.98,1790.47,1744.03,"505300"
"674",2011-09-07,1833.46,1811.6,1833.54,1798.79,"417890"
"675",2011-09-08,1846.64,1858.05,1858.05,1826.44,"416660"
"676",2011-09-09,1812.93,1817.1,1847.05,1812.9,"331920"
"677",2011-09-14,1749.16,1804.09,1807.47,1743.78,"339700"
"678",2011-09-15,1774.08,1797.18,1806.63,1742.91,"392100"
"679",2011-09-16,1840.1,1819.45,1844.52,1807.62,"430070"
"680",2011-09-19,1820.94,1818.9,1839.82,1813.1,"335580"
"681",2011-09-20,1837.97,1819.84,1840.73,1793.75,"321240"
"682",2011-09-21,1854.28,1842.17,1869.77,1831.95,"297580"
"683",2011-09-22,1800.55,1807.24,1819.81,1785.69,"295390"
"684",2011-09-23,1697.44,1736.38,1743.49,1697.39,"411840"
"685",2011-09-26,1652.71,1720.5,1721.03,1644.11,"424260"
"686",2011-09-27,1735.71,1704.25,1735.71,1695.05,"339820"
"687",2011-09-28,1723.09,1751.04,1762.67,1723.08,"344430"
"688",2011-09-29,1769.29,1713.1,1769.75,1706.9,"373920"
"689",2011-09-30,1769.65,1759.52,1774.29,1742.89,"354160"
"690",2011-10-04,1706.19,1683.94,1706.45,1658.06,"301540"
"691",2011-10-05,1666.52,1718.52,1718.52,1659.31,"336300"
"692",2011-10-06,1710.32,1714.84,1733.7,1707.77,"352630"
"693",2011-10-07,1759.77,1751.55,1765.43,1747.42,"334730"
"694",2011-10-10,1766.44,1763.3,1783.37,1761.68,"274640"
"695",2011-10-11,1795.02,1810.36,1811.14,1792.78,"399990"
"696",2011-10-12,1809.5,1789.65,1810.51,1778.97,"355350"
"697",2011-10-13,1823.1,1831.95,1837.49,1823.1,"431550"
"698",2011-10-14,1835.4,1816.19,1839.19,1803.42,"349010"
"699",2011-10-17,1865.18,1855.72,1865.18,1845.43,"367730"
"700",2011-10-18,1838.9,1826.44,1845.18,1822.91,"323460"
"701",2011-10-19,1855.92,1851.84,1855.93,1834.38,"340010"
"702",2011-10-20,1805.09,1857.46,1870.5,1804.11,"349120"
"703",2011-10-21,1838.38,1831.89,1843.51,1809.42,"355180"
"704",2011-10-24,1898.32,1858.26,1898.32,1858.23,"373900"
"705",2011-10-25,1888.65,1900.99,1905.78,1883.68,"354770"
"706",2011-10-26,1894.31,1871.69,1896.02,1864.99,"384790"
"707",2011-10-27,1922.04,1906.16,1923.98,1891.23,"418280"
"708",2011-10-28,1929.48,1961.09,1963.74,1920.81,"508760"
"709",2011-10-31,1909.03,1922.31,1941.32,1902.04,"393700"
"710",2011-11-01,1909.63,1891.22,1925.08,1891.22,"353630"
"711",2011-11-02,1898.01,1870.51,1899.35,1859.83,"389590"
"712",2011-11-03,1869.96,1895.14,1895.14,1863.57,"436420"
"713",2011-11-04,1928.41,1911.56,1929.01,1906.33,"466600"
"714",2011-11-07,1919.1,1932.95,1932.95,1915.38,"349700"
"715",2011-11-08,1903.14,1927.89,1928.07,1900.09,"403210"
"716",2011-11-09,1907.53,1925.86,1929.65,1897.47,"434620"
"717",2011-11-10,1813.25,1860.96,1862.27,1813.25,"401930"
"718",2011-11-11,1863.45,1840.98,1863.46,1823.87,"296910"
"719",2011-11-14,1902.81,1889.33,1907.62,1889.33,"327270"
"720",2011-11-15,1886.12,1888.67,1900.58,1878.42,"361430"
"721",2011-11-16,1856.07,1898.14,1911.33,1853.13,"407760"
"722",2011-11-17,1876.67,1862.87,1876.88,1835.73,"353140"
"723",2011-11-18,1839.17,1839.63,1850.04,1832.17,"337050"
"724",2011-11-21,1820.03,1833.9,1833.9,1811.69,"299740"
"725",2011-11-22,1826.28,1798.41,1830.84,1797.93,"271100"
"726",2011-11-23,1783.1,1820.86,1820.86,1780.24,"411240"
"727",2011-11-24,1795.06,1775.82,1800.01,1769.43,"280370"
"728",2011-11-25,1776.4,1780.06,1790.81,1766.73,"306410"
"729",2011-11-28,1815.28,1804.8,1816.65,1795.39,"277680"
"730",2011-11-29,1856.52,1828.3,1856.76,1823.93,"329520"
"731",2011-11-30,1847.51,1847.17,1858.1,1838.7,"334550"
"732",2011-12-01,1916.18,1911.5,1926.33,1908.33,"500460"
"733",2011-12-02,1916.04,1914.41,1920.64,1905.69,"389330"
"734",2011-12-05,1922.9,1928.46,1929.18,1911.61,"330240"
"735",2011-12-06,1902.82,1914.49,1920.7,1892.01,"383430"
"736",2011-12-07,1919.42,1914.5,1921.52,1904.52,"402800"
"737",2011-12-08,1912.39,1911.07,1925.56,1898.34,"426920"
"738",2011-12-09,1874.75,1883.86,1894.59,1872.67,"372810"
"739",2011-12-12,1899.76,1902.75,1903.19,1890.18,"409630"
"740",2011-12-13,1864.06,1877.4,1880.4,1863.77,"450080"
"741",2011-12-14,1857.75,1852.2,1864.79,1851.89,"401930"
"742",2011-12-15,1819.11,1834.82,1840.94,1817.61,"409620"
"743",2011-12-16,1839.96,1827.83,1842.94,1823.68,"489950"
"744",2011-12-19,1776.93,1829.49,1829.49,1750.6,"684310"
"745",2011-12-20,1793.06,1791.62,1797.59,1780.1,"389770"
"746",2011-12-21,1848.41,1837.99,1850.67,1831.26,"516910"
"747",2011-12-22,1847.49,1841.23,1847.49,1835.91,"406410"
"748",2011-12-23,1867.22,1861.07,1872.31,1859.4,"466330"
"749",2011-12-26,1856.7,1873.07,1873.79,1851.99,"434750"
"750",2011-12-27,1842.02,1856.78,1864.71,1813.48,"529920"
"751",2011-12-28,1825.12,1833.26,1833.26,1817.97,"378660"
"752",2011-12-29,1825.74,1815.63,1835.19,1806.88,"344650"
"753",2012-01-02,1826.37,1831.69,1837.81,1814.55,"323360"
"754",2012-01-03,1875.41,1846.56,1875.41,1846.56,"443470"
"755",2012-01-04,1866.22,1883.48,1884.69,1866.22,"494500"
"756",2012-01-05,1863.74,1869.42,1875.97,1860.57,"533770"
"757",2012-01-06,1843.14,1867.12,1867.12,1824.29,"472680"
"758",2012-01-09,1826.49,1832.04,1832.04,1810.48,"395510"
"759",2012-01-10,1853.22,1841.13,1859.55,1840.47,"388640"
"760",2012-01-11,1845.55,1857.54,1857.82,1843.12,"447960"
"761",2012-01-12,1864.57,1853.1,1864.57,1837.96,"476340"
"762",2012-01-13,1875.68,1865.72,1881.84,1861.53,"475030"
"763",2012-01-16,1859.27,1860.77,1863.32,1843.86,"391920"
"764",2012-01-17,1892.74,1878.16,1892.76,1878.16,"431990"
"765",2012-01-18,1892.39,1891.17,1898.7,1884.33,"428000"
"766",2012-01-19,1914.97,1912.43,1914.98,1902.02,"374370"
"767",2012-01-20,1949.89,1922.13,1952.09,1922.13,"404780"
"768",2012-01-25,1952.23,1947.74,1973.35,1945.14,"375930"
"769",2012-01-26,1957.18,1959.19,1962.71,1949.51,"408020"
"770",2012-01-27,1964.83,1960.7,1966.2,1949.46,"448920"
"771",2012-01-30,1940.55,1956.63,1961.6,1936.14,"411700"
"772",2012-01-31,1955.79,1943.25,1960.44,1936.68,"469190"
"773",2012-02-01,1959.24,1948.57,1969.8,1947.46,"501060"
"774",2012-02-02,1984.3,1982.23,1993.88,1977.32,"641050"
"775",2012-02-03,1972.34,1982.24,1982.62,1961.95,"535880"
"776",2012-02-06,1973.13,1994.21,1996.05,1964.77,"523220"
"777",2012-02-07,1981.59,1976.77,1983.82,1971.33,"539410"
"778",2012-02-08,2003.73,1985.21,2003.73,1982.99,"587910"
"779",2012-02-09,2014.62,1998.2,2014.62,1978.51,"557640"
"780",2012-02-10,1993.71,2010.04,2011.52,1986.96,"696740"
"781",2012-02-13,2005.74,2000.66,2010.66,1991.28,"452790"
"782",2012-02-14,2002.64,1999.53,2008.65,1995.6,"515880"
"783",2012-02-15,2025.32,2012,2026.75,2009.68,"681470"
"784",2012-02-16,1997.45,2005.37,2012.44,1995.99,"696690"
"785",2012-02-17,2023.47,2025.56,2031.4,2019.79,"731090"
"786",2012-02-20,2024.9,2041.51,2047.43,2024.59,"733910"
"787",2012-02-21,2024.24,2022.05,2030.46,2007.46,"709020"
"788",2012-02-22,2028.65,2018.07,2028.93,2015.3,"883740"
"789",2012-02-23,2007.8,2016.46,2016.46,2001.25,"690120"
"790",2012-02-24,2019.89,2010.6,2019.9,1998.39,"717910"
"791",2012-02-27,1991.16,2013.61,2013.69,1987.74,"636010"
"792",2012-02-28,2003.69,1995.93,2006.26,1992.66,"607930"
"793",2012-02-29,2030.25,2015.38,2033.63,2015.38,"562640"
"794",2012-03-02,2034.63,2041.52,2046.82,2033.5,"483190"
"795",2012-03-05,2016.06,2028.97,2030.57,2011.5,"548010"
"796",2012-03-06,2000.36,2019.28,2023.83,1988.86,"554730"
"797",2012-03-07,1982.15,1968.72,1987.97,1966.69,"511290"
"798",2012-03-08,2000.76,1989.3,2004.72,1978.79,"456090"
"799",2012-03-09,2018.3,2017.67,2022.95,2001.67,"416400"
"800",2012-03-12,2002.5,2018.73,2019.14,2001.5,"375480"
"801",2012-03-13,2025.04,2012.91,2028.98,2012.91,"448920"
"802",2012-03-14,2045.08,2050.5,2057.28,2045.08,"541110"
"803",2012-03-15,2043.76,2044.01,2050.48,2038.6,"476110"
"804",2012-03-16,2034.44,2054.63,2054.99,2034.21,"464240"
"805",2012-03-19,2047,2040.07,2050.87,2036.35,"555800"
"806",2012-03-20,2042.15,2046.38,2055.34,2035.26,"540340"
"807",2012-03-21,2027.23,2031.58,2039.8,2022.97,"517070"
"808",2012-03-22,2026.12,2026.75,2031.42,2017.93,"541730"
"809",2012-03-23,2026.83,2015.07,2029.77,2013.72,"506770"
"810",2012-03-26,2019.19,2035.17,2041.05,2012.86,"436980"
"811",2012-03-27,2039.76,2042.47,2043.75,2028.39,"606410"
"812",2012-03-28,2031.74,2034.35,2038.45,2028.11,"533800"
"813",2012-03-29,2014.41,2019.41,2025.23,2004.94,"470320"
"814",2012-03-30,2014.04,2011.5,2018.09,2002.61,"449870"
"815",2012-04-02,2029.29,2022.42,2031.79,2015.72,"409920"
"816",2012-04-03,2049.28,2040.81,2051.8,2038.52,"593280"
"817",2012-04-04,2018.61,2046.9,2048.11,2015.57,"621540"
"818",2012-04-05,2028.77,2006.27,2030.69,1997.12,"549310"
"819",2012-04-06,2029.03,2026.32,2033.49,2022.81,"536310"
"820",2012-04-09,1997.08,2008.03,2009.36,1995.8,"466750"
"821",2012-04-10,1994.41,2000.77,2011.27,1990.13,"543740"
"822",2012-04-12,1986.63,1985.16,1986.63,1969.09,"391510"
"823",2012-04-13,2008.91,2001.71,2011.37,1996.23,"495290"
"824",2012-04-16,1992.63,1985.28,1998.35,1982.93,"452520"
"825",2012-04-17,1985.3,1995.33,1999.5,1982.44,"445680"
"826",2012-04-18,2004.53,2014.23,2014.95,2001.59,"382940"
"827",2012-04-19,1999.86,2000.4,2008.82,1994.61,"412120"
"828",2012-04-20,1974.65,1988.22,1988.22,1970.54,"518730"
"829",2012-04-23,1972.63,1971.39,1980.94,1964.12,"585160"
"830",2012-04-24,1963.42,1956.75,1972.24,1954.01,"630800"
"831",2012-04-25,1961.98,1980.51,1980.51,1961.97,"681750"
"832",2012-04-26,1964.04,1976.82,1979.43,1955.05,"607420"
"833",2012-04-27,1975.35,1972.05,1983.26,1967.84,"484700"
"834",2012-04-30,1981.99,1989.52,1991.12,1975.46,"837870"
"835",2012-05-02,1999.07,1994.17,2001.11,1989.55,"653040"
"836",2012-05-03,1995.11,1995.78,1998.9,1990.45,"685810"
"837",2012-05-04,1989.15,1987.03,1992.1,1981.58,"608820"
"838",2012-05-07,1956.44,1956.06,1960.51,1952.42,"533660"
"839",2012-05-08,1967.01,1967.28,1969.64,1961.44,"492690"
"840",2012-05-09,1950.29,1958.31,1962.04,1945.31,"468020"
"841",2012-05-10,1944.93,1944.8,1951.51,1937.14,"425060"
"842",2012-05-11,1917.13,1939,1939,1915.69,"535930"
"843",2012-05-14,1913.73,1917.26,1921.65,1900.43,"399000"
"844",2012-05-15,1898.96,1897.74,1904.99,1881.8,"524590"
"845",2012-05-16,1840.53,1886.69,1889.29,1840.23,"426190"
"846",2012-05-17,1845.24,1842.83,1856.34,1833.08,"444290"
"847",2012-05-18,1782.46,1813.79,1813.79,1779.47,"547770"
"848",2012-05-21,1799.13,1801.48,1804.48,1788.33,"414130"
"849",2012-05-22,1828.69,1825.82,1831.06,1813.53,"428370"
"850",2012-05-23,1808.62,1815.33,1815.33,1796.5,"447560"
"851",2012-05-24,1814.47,1807.07,1816.98,1800.74,"407900"
"852",2012-05-25,1824.17,1818.62,1831.78,1815.54,"386490"
"853",2012-05-29,1849.91,1821.63,1851.94,1817.9,"328000"
"854",2012-05-30,1844.86,1846.12,1846.6,1828.83,"417040"
"855",2012-05-31,1843.47,1819.99,1843.49,1813.01,"447950"
"856",2012-06-01,1834.51,1832.08,1842,1821.98,"334420"
"857",2012-06-04,1783.13,1782.58,1794.02,1776.85,"395060"
"858",2012-06-05,1801.85,1799.88,1806.11,1791.84,"338830"
"859",2012-06-07,1847.95,1839.49,1853.2,1839.49,"403440"
"860",2012-06-08,1835.64,1854,1854.59,1832.83,"379830"
"861",2012-06-11,1867.04,1860.9,1869.33,1859.74,"382220"
"862",2012-06-12,1854.74,1840.56,1857.93,1840.1,"421370"
"863",2012-06-13,1859.32,1867.45,1867.45,1849.71,"558260"
"864",2012-06-14,1871.48,1856.57,1871.48,1855.06,"426640"
"865",2012-06-15,1858.16,1871.48,1871.48,1847.19,"452510"
"866",2012-06-18,1891.71,1892.91,1901.11,1887.05,"376280"
"867",2012-06-19,1891.77,1885.56,1895.32,1883.56,"380910"
"868",2012-06-20,1904.12,1908.19,1908.19,1895.27,"367740"
"869",2012-06-21,1889.15,1895.51,1900.44,1879.65,"390170"
"870",2012-06-22,1847.39,1861.44,1863.57,1843.57,"300710"
"871",2012-06-25,1825.38,1842.76,1842.76,1813.41,"291230"
"872",2012-06-26,1817.81,1818.51,1826.66,1814.46,"313270"
"873",2012-06-27,1817.65,1815.7,1821.47,1795.16,"319480"
"874",2012-06-28,1819.18,1826.37,1827.35,1806.08,"309660"
"875",2012-06-29,1854.01,1808.61,1854.01,1801.63,"320630"
"876",2012-07-02,1851.65,1864.73,1865.93,1851.28,"273630"
"877",2012-07-03,1867.82,1858.7,1871.08,1858.44,"348200"
"878",2012-07-04,1874.45,1875.52,1881.68,1871.84,"336140"
"879",2012-07-05,1875.49,1870.53,1878.13,1866.91,"324180"
"880",2012-07-06,1858.2,1877.74,1880.36,1850.1,"340650"
"881",2012-07-09,1836.13,1840.3,1844.32,1833.11,"282040"
"882",2012-07-10,1829.45,1843.77,1845.94,1823.79,"368860"
"883",2012-07-11,1826.39,1825.53,1827.6,1813.79,"336690"
"884",2012-07-12,1785.39,1827.82,1830.77,1785.32,"320830"
"885",2012-07-13,1812.89,1790.98,1820.66,1773.67,"348540"
"886",2012-07-16,1817.79,1820.34,1821.84,1807.11,"268350"
"887",2012-07-17,1821.96,1808.63,1835.64,1802.07,"412610"
"888",2012-07-18,1794.91,1821.28,1827.95,1790.36,"454660"
"889",2012-07-19,1822.96,1820.84,1830.09,1815.71,"488680"
"890",2012-07-20,1822.93,1823.95,1830.26,1818.84,"412100"
"891",2012-07-23,1789.44,1799.24,1799.24,1780.01,"502130"
"892",2012-07-24,1793.93,1784.47,1796.02,1781.6,"490620"
"893",2012-07-25,1769.31,1760.22,1785.84,1758.99,"468020"
"894",2012-07-26,1782.47,1778.01,1787.2,1766.81,"409560"
"895",2012-07-27,1829.16,1812.98,1829.16,1805.92,"397610"
"896",2012-07-30,1843.79,1847.01,1850.27,1841.4,"337200"
"897",2012-07-31,1881.99,1845.46,1896.83,1842.51,"359150"
"898",2012-08-01,1879.93,1870.58,1886.32,1867.28,"291300"
"899",2012-08-02,1869.4,1883.68,1885.89,1864.86,"270460"
"900",2012-08-03,1848.68,1846.58,1864.13,1843.87,"257940"
"901",2012-08-06,1885.88,1883.62,1894.92,1881.86,"245570"
"902",2012-08-07,1886.8,1883.82,1891.6,1881.66,"325270"
"903",2012-08-08,1903.23,1896.58,1919.61,1896.56,"485570"
"904",2012-08-09,1940.59,1907.13,1947.08,1907.13,"495270"
"905",2012-08-10,1946.4,1937.89,1948.05,1933.93,"326530"
"906",2012-08-13,1932.44,1945.33,1946.2,1932.4,"352650"
"907",2012-08-14,1956.96,1942.61,1957.15,1939.45,"341110"
"908",2012-08-16,1957.91,1956.35,1959.92,1947.26,"430510"
"909",2012-08-17,1946.54,1964.07,1964.07,1941.79,"372450"
"910",2012-08-20,1946.31,1944.67,1949.89,1938.25,"357940"
"911",2012-08-21,1943.22,1954.51,1961.07,1942.61,"407530"
"912",2012-08-22,1935.19,1939.6,1947.43,1917.48,"422800"
"913",2012-08-23,1942.54,1934.56,1942.97,1924.5,"604390"
"914",2012-08-24,1919.81,1921.08,1927.1,1913.75,"631350"
"915",2012-08-27,1917.87,1909.02,1925.15,1907.5,"572930"
"916",2012-08-28,1916.33,1922.02,1925.7,1910.58,"611920"
"917",2012-08-29,1928.54,1920.49,1931,1914.82,"592390"
"918",2012-08-30,1906.38,1922.82,1922.82,1897.07,"747760"
"919",2012-08-31,1905.12,1897.16,1912.24,1896.84,"659110"
"920",2012-09-03,1912.71,1909.06,1921.84,1885.03,"597140"
"921",2012-09-04,1907.13,1911.47,1916.16,1906.22,"881540"
"922",2012-09-05,1874.03,1894.7,1894.7,1874.03,"624140"
"923",2012-09-06,1881.24,1881.54,1888.18,1873.49,"752890"
"924",2012-09-07,1929.58,1918.36,1929.58,1915.56,"597680"
"925",2012-09-10,1924.7,1934.63,1937.85,1924.7,"620840"
"926",2012-09-11,1920,1920.46,1923.09,1912.47,"718730"
"927",2012-09-12,1950.03,1931.44,1953.03,1927.75,"708400"
"928",2012-09-13,1950.69,1948.27,1955.03,1938.74,"983080"
"929",2012-09-14,2007.58,1994.42,2008.97,1991.13,"1020000"
"930",2012-09-17,2002.35,2005.54,2011.5,1997.79,"881690"
"931",2012-09-18,2004.96,1998.3,2005.73,1995.83,"855270"
"932",2012-09-19,2007.88,2000.2,2012.74,1993.91,"959920"
"933",2012-09-20,1990.33,1997.65,2004.54,1987.94,"618390"
"934",2012-09-21,2002.37,2000.05,2005.11,1991.56,"649200"
"935",2012-09-24,2003.44,1996.42,2005.45,1977.7,"482970"
"936",2012-09-25,1991.41,1994.08,2004.26,1988.88,"528990"
"937",2012-09-26,1980.44,1973.11,1986.28,1968.85,"1210000"
"938",2012-09-27,1988.7,1969.65,1991.26,1969.6,"693720"
"939",2012-09-28,1996.21,2000.01,2000.01,1988.41,"678170"
"940",2012-10-02,1996.03,1998.52,2003.63,1995.12,"496280"
"941",2012-10-04,1992.68,1998.73,1998.99,1983.03,"596930"
"942",2012-10-05,1995.17,2004.62,2007.84,1991.21,"681220"
"943",2012-10-08,1981.89,1994.05,1994.05,1979.24,"508310"
"944",2012-10-09,1979.04,1982.09,1992.32,1979,"516870"
"945",2012-10-10,1948.22,1961.9,1962.72,1948.22,"449390"
"946",2012-10-11,1933.09,1934.49,1949.74,1919.82,"464110"
"947",2012-10-12,1933.26,1937.85,1940.32,1927.39,"398790"
"948",2012-10-15,1925.59,1927.82,1937.15,1921.32,"567910"
"949",2012-10-16,1941.54,1942.51,1944.22,1931.09,"538400"
"950",2012-10-17,1955.15,1955.78,1965.53,1949.71,"499780"
"951",2012-10-18,1959.12,1960.39,1963.53,1954.1,"494960"
"952",2012-10-19,1943.84,1954.33,1958.64,1938.96,"383230"
"953",2012-10-22,1941.59,1910.98,1942.64,1910.23,"458100"
"954",2012-10-23,1926.81,1943.79,1944.38,1926.81,"538990"
"955",2012-10-24,1913.96,1907.16,1922.02,1901.62,"564640"
"956",2012-10-25,1924.5,1906.91,1924.51,1904.95,"438070"
"957",2012-10-26,1891.43,1917.64,1921.25,1890.15,"437520"
"958",2012-10-29,1891.52,1901.83,1905.22,1884.77,"371730"
"959",2012-10-30,1899.58,1894.05,1913.52,1893.75,"334130"
"960",2012-10-31,1912.06,1912.83,1918.4,1909.08,"397250"
"961",2012-11-01,1898.44,1903.57,1904.99,1887.56,"402380"
"962",2012-11-02,1918.72,1920.55,1921.98,1915.11,"441210"
"963",2012-11-05,1908.22,1905.46,1914.38,1903.32,"343430"
"964",2012-11-06,1928.17,1911.83,1928.17,1908.49,"545830"
"965",2012-11-07,1937.55,1933.79,1937.55,1916.81,"556710"
"966",2012-11-08,1914.41,1912.64,1918.69,1905.62,"659650"
"967",2012-11-09,1904.41,1893.09,1907.57,1879.06,"636230"
"968",2012-11-12,1900.87,1899.3,1903.81,1892.68,"473260"
"969",2012-11-13,1889.7,1904.19,1904.97,1881.85,"494880"
"970",2012-11-14,1894.04,1891.45,1895.48,1880.61,"533940"
"971",2012-11-15,1870.72,1870.29,1875.49,1859.79,"450850"
"972",2012-11-16,1860.83,1865.81,1872.69,1856.81,"465050"
"973",2012-11-19,1878.1,1869.76,1884.11,1869.23,"349360"
"974",2012-11-20,1890.18,1896.58,1897.56,1886.34,"372350"
"975",2012-11-21,1884.04,1895.72,1899.6,1878.25,"380800"
"976",2012-11-22,1899.5,1894.66,1903.27,1893.18,"412820"
"977",2012-11-23,1911.33,1901.73,1911.33,1894.58,"329950"
"978",2012-11-26,1908.51,1918.01,1918.11,1905.95,"276750"
"979",2012-11-27,1925.2,1917.14,1930.24,1913.97,"588280"
"980",2012-11-28,1912.78,1916.31,1916.76,1906.2,"408910"
"981",2012-11-29,1934.85,1922.86,1935.1,1922.51,"388790"
