"","PSI 20 (PSI20)_history.csv Date","PSI 20 (PSI20)_history.csv Price","PSI 20 (PSI20)_history.csv Open","PSI 20 (PSI20)_history.csv High","PSI 20 (PSI20)_history.csv Low","PSI 20 (PSI20)_history.csv Volume"
"674",2012-12-31,5655.15,5638.91,5662.52,5633.22,"39010000"
"675",2013-01-02,5812.1,5721.19,5836.52,5720.24,"113990000"
"676",2013-01-03,5867.87,5806.12,5867.87,5803.43,"109230000"
"677",2013-01-04,5878.78,5863.59,5880.32,5852.92,"87190000"
"678",2013-01-07,5884.26,5880.43,5916.88,5880.43,"291910000"
"679",2013-01-08,5871.07,5878.39,5910.26,5841.03,"210750000"
"680",2013-01-09,6013.08,5890.84,6021.49,5890.84,"447640000"
"681",2013-01-10,6090.64,6028.09,6099.2,6009.18,"575750000"
"682",2013-01-11,6150.17,6111.75,6162.95,6040.62,"582860000"
"683",2013-01-14,6160.54,6165.96,6239.91,6155.85,"334980000"
"684",2013-01-15,6130.45,6154.1,6158.08,6071.13,"128220000"
"685",2013-01-16,6111.28,6107.35,6128.16,6053,"182950000"
"686",2013-01-17,6218.07,6091.71,6218.07,6091.71,"188260000"
"687",2013-01-18,6254.82,6252.46,6277.66,6215.22,"241310000"
"688",2013-01-21,6323.95,6267.24,6323.95,6257.56,"292430000"
"689",2013-01-22,6271.05,6324.06,6342.82,6271.05,"401170000"
"690",2013-01-23,6337.59,6296.14,6363.46,6276.95,"502720000"
"691",2013-01-24,6282.24,6352.7,6358.46,6235.24,"550300000"
"692",2013-01-25,6274.89,6279,6314.05,6247.75,"242760000"
"693",2013-01-28,6282.55,6292,6300.41,6253.1,"152480000"
"694",2013-01-29,6279.53,6270.67,6287.41,6210.39,"255560000"
"695",2013-01-30,6269.18,6298.69,6300.58,6238.75,"284400000"
"696",2013-01-31,6201.43,6262.45,6281.43,6145.13,"280720000"
"697",2013-02-01,6254.44,6210.15,6281.38,6208.68,"259080000"
"698",2013-02-04,6136.4,6253.14,6264.58,6131.27,"340820000"
"699",2013-02-05,6172.93,6083.94,6198.8,6083.94,"299930000"
"700",2013-02-06,6137.18,6182.68,6182.68,6104.36,"301080000"
"701",2013-02-07,6115.41,6139.02,6172.87,6101.07,"159060000"
"702",2013-02-08,6133.01,6112.65,6136.37,6098.03,"192840000"
"703",2013-02-11,6159.78,6136.89,6170,6127.38,"204470000"
"704",2013-02-12,6201.72,6160.9,6204.36,6136.86,"194860000"
"705",2013-02-13,6218.03,6218.8,6231.77,6170.18,"239130000"
"706",2013-02-14,6169.8,6212.03,6248.49,6164.87,"176680000"
"707",2013-02-15,6126.19,6157.52,6182.98,6122.07,"75100000"
"708",2013-02-18,6098.76,6133.85,6133.85,6087.28,"108690000"
"709",2013-02-19,6161.01,6104.91,6165.31,6101.54,"236970000"
"710",2013-02-20,6164.56,6166.18,6181.72,6122.94,"169130000"
"711",2013-02-21,6088.71,6130.3,6132.36,6068.3,"473960000"
"712",2013-02-22,6116.86,6117.97,6134.21,6086.8,"181460000"
"713",2013-02-25,6163.3,6137.77,6195.83,6119.55,"169880000"
"714",2013-02-26,6010.07,6047.82,6084.15,5987.66,"196660000"
"715",2013-02-27,6001.53,6013.35,6021.44,5918.3,"155370000"
"716",2013-02-28,5987.71,6043.06,6051.48,5976.68,"121380000"
"717",2013-03-01,5938.37,5999.34,6008.6,5876,"130530000"
"718",2013-03-04,5912.45,5899.02,5943.57,5875.05,"133900000"
"719",2013-03-05,6027.52,5937,6031.98,5936.92,"154570000"
"720",2013-03-06,5970.19,6035.98,6053.16,5970.19,"205940000"
"721",2013-03-07,6012.36,5995.44,6058.52,5992.42,"171470000"
"722",2013-03-08,6076.09,6047.97,6076.09,6016.02,"192280000"
"723",2013-03-11,6040.94,6074.64,6082.69,6023.52,"86300000"
"724",2013-03-12,6064.23,6057.25,6081.04,6035.35,"132130000"
"725",2013-03-13,6066.66,6062.53,6071.81,6026.86,"55670000"
"726",2013-03-14,6221.32,6074.26,6221.32,6074.26,"87420000"
"727",2013-03-15,6185.96,6216.05,6234.82,6177.41,"322160000"
"728",2013-03-18,6108.07,6095.01,6135.6,6046.28,"302050000"
"729",2013-03-19,6046.84,6108.64,6138.85,6037.35,"182330000"
"730",2013-03-20,6112.97,6081.63,6130.16,6081.44,"107610000"
"731",2013-03-21,6095.88,6121.74,6158.86,6046.62,"121710000"
"732",2013-03-22,6095.94,6066.56,6134.05,6017.08,"233260000"
"733",2013-03-25,6023.27,6153.24,6153.24,6001.46,"231300000"
"734",2013-03-26,5932.26,6035.27,6037.71,5918.79,"222300000"
"735",2013-03-27,5823.06,5980.81,5980.81,5791.27,"276380000"
"736",2013-03-28,5822.09,5772.64,5841.79,5663.31,"252530000"
"737",2013-04-02,5791.98,5816.71,5854.48,5756.79,"233260000"
"738",2013-04-03,5587.13,5734.54,5734.54,5551.31,"343770000"
"739",2013-04-04,5679.97,5649.46,5805.28,5646.81,"416800000"
"740",2013-04-05,5636.66,5720.4,5753.75,5617.88,"283230000"
"741",2013-04-08,5558.37,5576.92,5617.31,5541.02,"189990000"
"742",2013-04-09,5712.88,5598.77,5712.88,5594.98,"137750000"
"743",2013-04-10,5961.57,5767.87,5971.62,5767.87,"315850000"
"744",2013-04-11,5939.17,5955.33,5977.59,5886.71,"263600000"
"745",2013-04-12,5923.09,5904.24,5951.11,5880.12,"202430000"
"746",2013-04-15,5878.99,5920.14,5943.8,5862.45,"125130000"
"747",2013-04-16,5803.91,5843.4,5886.52,5781.64,"209130000"
"748",2013-04-17,5700.96,5847.02,5849.3,5678.35,"192600000"
"749",2013-04-18,5673.76,5744.56,5781.26,5639.26,"135580000"
"750",2013-04-19,5819.56,5727.58,5819.56,5708.02,"202590000"
"751",2013-04-22,5852.53,5866.27,5907.06,5827.86,"168570000"
"752",2013-04-23,6027.66,5888.08,6031.22,5883.56,"240370000"
"753",2013-04-24,6132.36,6064.85,6179.16,6064.85,"342760000"
"754",2013-04-25,6240.59,6154.99,6242.88,6141.56,"130260000"
"755",2013-04-26,6151.98,6214.18,6219.85,6135.2,"75390000"
"756",2013-04-29,6262.02,6163.41,6265.12,6163.41,"103200000"
"757",2013-04-30,6248.52,6277.99,6289.28,6205.09,"129750000"
"758",2013-05-02,6235.09,6229.67,6279.6,6202.83,"195120000"
"759",2013-05-03,6253.54,6222.72,6257.47,6188.99,"178200000"
"760",2013-05-06,6299.71,6249.61,6299.71,6239.32,"117880000"
"761",2013-05-07,6356.56,6318.54,6384.78,6318.54,"329740000"
"762",2013-05-08,6266.33,6315.24,6361.68,6244.7,"369080000"
"763",2013-05-09,6264.25,6228.41,6289.79,6206.49,"214150000"
"764",2013-05-10,6275.6,6298.77,6325.45,6253.26,"163340000"
"765",2013-05-13,6219.09,6281.47,6281.47,6199.4,"90130000"
"766",2013-05-14,6032.07,6101.02,6105.38,6003.75,"135580000"
"767",2013-05-15,6090.49,6018.67,6090.49,5992.29,"154240000"
"768",2013-05-16,6063.45,6072.94,6080.98,6028.65,"145330000"
"769",2013-05-17,6115.53,6055.79,6116.36,6035.63,"153110000"
"770",2013-05-20,6069.12,6075.82,6084.65,6038.25,"77420000"
"771",2013-05-21,6050.42,6060.53,6067.12,6020.47,"117010000"
"772",2013-05-22,6041.82,6037.33,6056.61,6014.03,"100160000"
"773",2013-05-23,5971.64,5932.64,5987.15,5915.62,"137080000"
"774",2013-05-24,6018.65,6014.2,6048.31,5990.62,"64070000"
"775",2013-05-27,6064.66,6023.13,6069.25,6023.13,"96550000"
"776",2013-05-28,6103.12,6098.38,6143.73,6096.82,"118750000"
"777",2013-05-29,6037.44,6076.58,6079.34,6034.24,"78320000"
"778",2013-05-30,5994.17,6031.89,6066.92,5987.18,"126810000"
"779",2013-05-31,5939.43,6036.48,6036.48,5919.27,"191620000"
"780",2013-06-03,5856.74,5895.07,5927.65,5840.18,"116570000"
"781",2013-06-04,5930.99,5895.09,5933.81,5857.52,"102360000"
"782",2013-06-05,5873.11,5935.37,5965.28,5856.95,"57020000"
"783",2013-06-06,5793.19,5894.42,5923.99,5793.02,"124370000"
"784",2013-06-07,5850.07,5831.29,5867,5787.28,"96210000"
"785",2013-06-10,5807.24,5844.68,5874.31,5778.75,"74700000"
"786",2013-06-11,5766.9,5791.42,5805.35,5686.34,"226430000"
"787",2013-06-12,5765.21,5764.56,5811.9,5762.81,"62260000"
"788",2013-06-13,5731.84,5672.73,5767.17,5653.43,"140380000"
"789",2013-06-14,5769.51,5763.98,5816.81,5755.27,"90020000"
"790",2013-06-17,5843.71,5813.09,5857.46,5798.73,"79710000"
"791",2013-06-18,5883.12,5844.46,5892.4,5840.99,"6.3e+07"
"792",2013-06-19,5845.89,5887.29,5896.54,5841.79,"72300000"
"793",2013-06-20,5646.66,5778,5795.93,5632.82,"233480000"
"794",2013-06-21,5451.82,5660.71,5705.68,5451.82,"203850000"
"795",2013-06-24,5290.84,5458.2,5469.14,5286.8,"230910000"
"796",2013-06-25,5429.98,5346.4,5442.64,5334.36,"164680000"
"797",2013-06-26,5525.23,5433.29,5548.68,5427.86,"105990000"
"798",2013-06-27,5532.48,5546.33,5569.9,5470.24,"78450000"
"799",2013-06-28,5556.88,5583.77,5594.46,5495.57,"148820000"
"800",2013-07-01,5614.46,5563.67,5633.44,5521.06,"149930000"
"801",2013-07-02,5530.42,5582.78,5590.14,5530.42,"134150000"
"802",2013-07-03,5236.49,5186.61,5256.61,5136.22,"680450000"
"803",2013-07-04,5431.6,5341.48,5457.93,5332.12,"272530000"
"804",2013-07-05,5407.32,5421.32,5452.22,5374.97,"203240000"
"805",2013-07-08,5529.02,5486.1,5557.32,5472.72,"195060000"
"806",2013-07-09,5526.84,5577.63,5622.33,5516.98,"162340000"
"807",2013-07-10,5534.61,5521.07,5554.22,5493.96,"146470000"
"808",2013-07-11,5423.29,5491.8,5507.31,5412.17,"228500000"
"809",2013-07-12,5364.4,5433.68,5465.33,5330.43,"152140000"
"810",2013-07-15,5406.18,5346.52,5406.18,5298.15,"90170000"
"811",2013-07-16,5424.49,5420.27,5430.66,5364.7,"109670000"
"812",2013-07-17,5442.7,5433.6,5487.81,5413.71,"135520000"
"813",2013-07-18,5567.96,5435.99,5571.22,5431.19,"184290000"
"814",2013-07-19,5524.47,5543.53,5578.05,5484.52,"129250000"
"815",2013-07-22,5651.4,5579.57,5666.19,5554.26,"176990000"
"816",2013-07-23,5652.41,5680.34,5753.25,5652.41,"171900000"
"817",2013-07-24,5737.25,5667.32,5741.51,5665.11,"124200000"
"818",2013-07-25,5730.86,5766.27,5785.58,5714.27,"175390000"
"819",2013-07-26,5761.17,5751.45,5778.63,5734.69,"101970000"
"820",2013-07-29,5752.59,5735.54,5779.09,5706.23,"135520000"
"821",2013-07-30,5788.83,5764.49,5819.27,5763.19,"169880000"
"822",2013-07-31,5721.46,5732.27,5758.58,5700.51,"1.54e+09"
"823",2013-08-01,5765.74,5731.58,5765.74,5689.16,"524580000"
"824",2013-08-02,5776.94,5793.54,5803.71,5759.8,"326220000"
"825",2013-08-05,5757.19,5784.44,5802.64,5744.3,"331900000"
"826",2013-08-06,5696.64,5742.7,5743.04,5670.88,"128460000"
"827",2013-08-07,5720.1,5670.88,5725.83,5663.75,"124430000"
"828",2013-08-08,5860.24,5741.44,5860.24,5736.36,"283590000"
"829",2013-08-09,5966.69,5879.47,5966.69,5876.41,"190650000"
"830",2013-08-12,5961.75,5945.82,5961.75,5926.05,"95200000"
"831",2013-08-13,6036.43,5964.45,6036.43,5962.12,"271800000"
"832",2013-08-14,6061.3,6002.83,6061.3,5963.14,"321090000"
"833",2013-08-15,6051.17,6024.8,6116.41,5992.52,"219720000"
"834",2013-08-16,6021.28,6052.75,6083.12,5999.97,"153550000"
"835",2013-08-19,5964.66,6008.94,6025.76,5946.08,"182070000"
"836",2013-08-20,5858.85,5905.77,5908.37,5822.81,"208950000"
"837",2013-08-21,5860.41,5875.35,5913.45,5859.78,"124800000"
"838",2013-08-22,5991.1,5898.59,6002.74,5898.59,"140330000"
"839",2013-08-23,6010.49,6005.84,6018.7,5974.64,"119100000"
"840",2013-08-26,5977.12,6023.99,6023.99,5966.82,"133280000"
"841",2013-08-27,5861.8,5941.46,5949.52,5847.47,"178070000"
"842",2013-08-28,5860.04,5792.87,5868.16,5785.5,"221830000"
"843",2013-08-29,5900.48,5898.33,5911.36,5853.75,"142650000"
"844",2013-08-30,5807.76,5889.35,5905.42,5807.76,"198260000"
"845",2013-09-02,5904.35,5849.91,5904.35,5848.75,"307090000"
"846",2013-09-03,5887.79,5902.86,5903.85,5860.15,"131130000"
"847",2013-09-04,5900.26,5892.48,5908.19,5855.69,"93740000"
"848",2013-09-05,5950.16,5917.45,5953.81,5909.87,"243800000"
"849",2013-09-06,5978.09,5949.51,5996.09,5943.67,"140540000"
"850",2013-09-09,5953.9,5974.43,5976.21,5938.43,"52410000"
"851",2013-09-10,6031.88,5988.72,6052.54,5983.03,"174960000"
"852",2013-09-11,6045.78,6024.72,6047.56,6015.86,"7.1e+07"
"853",2013-09-12,6078.12,6046.75,6088.63,6044.67,"104200000"
"854",2013-09-13,6059.93,6084.79,6102.1,6029.92,"68920000"
"855",2013-09-16,6018.3,6093.37,6094.31,5998.89,"77390000"
"856",2013-09-17,5935.83,5983.22,5983.22,5925.97,"104490000"
"857",2013-09-18,5971.18,5954.86,5981.25,5926.98,"91580000"
"858",2013-09-19,5980.71,6014.31,6024.06,5940.95,"165840000"
"859",2013-09-20,6044.75,5984.5,6044.75,5984.26,"143360000"
"860",2013-09-23,5997.2,6034.65,6046.23,5986.65,"76940000"
"861",2013-09-24,5990.85,5997.15,6017.46,5964.73,"81420000"
"862",2013-09-25,6039.73,5986.76,6039.73,5986.76,"169520000"
"863",2013-09-26,6039.4,6049.32,6066.27,6012.81,"107740000"
"864",2013-09-27,6000.47,6032.86,6040.07,5995.22,"79950000"
"865",2013-09-30,5953.51,5934.06,5953.51,5915.76,"105870000"
"866",2013-10-01,5982.85,5942.62,5982.85,5925.65,"146580000"
"867",2013-10-02,6038.5,6031.5,6128.66,5992.88,"188240000"
"868",2013-10-03,5994.56,6064.41,6066.87,5985.79,"70750000"
"869",2013-10-04,6025.46,6002.32,6043.67,5967.33,"295110000"
"870",2013-10-07,5997.46,5984.32,6008.91,5947.89,"151660000"
"871",2013-10-08,5958.87,6002.67,6037.75,5958.87,"186030000"
"872",2013-10-09,6025.75,5947.84,6025.75,5936.05,"300410000"
"873",2013-10-10,6066.3,6048.13,6086.22,6018.11,"248220000"
"874",2013-10-11,6184.7,6106.8,6185.61,6067.68,"538750000"
"875",2013-10-14,6245.04,6159.03,6250.16,6156.1,"320340000"
"876",2013-10-15,6281.74,6277.83,6334.44,6270.89,"307320000"
"877",2013-10-16,6331.92,6256.32,6331.92,6252.68,"241990000"
"878",2013-10-17,6340.2,6326.46,6345.51,6295.86,"522910000"
"879",2013-10-18,6346.2,6345.09,6354.14,6308.15,"371340000"
"880",2013-10-21,6401.31,6361.23,6414.37,6341.21,"271120000"
"881",2013-10-22,6347.41,6408,6416.91,6338.37,"146210000"
"882",2013-10-23,6247.72,6311.5,6314.52,6223.11,"537600000"
"883",2013-10-24,6231.81,6262.02,6297.75,6219.77,"132840000"
"884",2013-10-25,6149.39,6229.28,6230.08,6139.42,"104630000"
"885",2013-10-28,6196.33,6185.83,6227.35,6176.52,"307200000"
"886",2013-10-29,6235.14,6196.36,6236.1,6194.95,"177060000"
"887",2013-10-30,6314.87,6283.8,6346.05,6283.34,"452080000"
"888",2013-10-31,6245.84,6264.53,6288.27,6234.02,"179610000"
"889",2013-11-01,6238.26,6258.18,6267.51,6218.09,"82130000"
"890",2013-11-04,6303.54,6252.82,6326.49,6242.41,"166340000"
"891",2013-11-05,6321.51,6331.54,6352.78,6311.68,"266740000"
"892",2013-11-06,6409.72,6339.02,6426.61,6339.02,"209640000"
"893",2013-11-07,6402.13,6421.33,6471.84,6401,"362750000"
"894",2013-11-08,6323.05,6374.19,6374.19,6316.61,"182090000"
"895",2013-11-11,6390.65,6356.19,6404.97,6339.67,"133980000"
"896",2013-11-12,6383.2,6417.79,6428.03,6373.48,"1.71e+08"
"897",2013-11-13,6322.29,6399,6418.06,6306.35,"142300000"
"898",2013-11-14,6324.35,6360.16,6370.1,6314.93,"125290000"
"899",2013-11-15,6319.76,6336.06,6361.37,6315.14,"73960000"
"900",2013-11-18,6363.67,6325.74,6367.55,6318.64,"137310000"
"901",2013-11-19,6354.24,6347.25,6366.36,6341.51,"140160000"
"902",2013-11-20,6294.59,6346.35,6367.69,6292.37,"148850000"
"903",2013-11-21,6322.6,6274.24,6331.89,6256.67,"149400000"
"904",2013-11-22,6350.31,6331.74,6353.18,6308.01,"161550000"
"905",2013-11-25,6359.63,6363.73,6388.46,6343.67,"179590000"
"906",2013-11-26,6355.12,6359.55,6374.23,6346.76,"201010000"
"907",2013-11-27,6475.67,6368.94,6475.67,6368.94,"350570000"
"908",2013-11-28,6507,6524.97,6582.16,6468.91,"550850000"
"909",2013-11-29,6537.77,6521.64,6541.54,6495.38,"1.25e+09"
"910",2013-12-02,6539.31,6543.53,6562.98,6499.49,"553870000"
"911",2013-12-03,6498.16,6549.59,6578.86,6495.61,"506700000"
"912",2013-12-04,6418.21,6485.61,6494.71,6352.28,"312610000"
"913",2013-12-05,6364.4,6425.36,6447.54,6349.32,"437130000"
"914",2013-12-06,6353.83,6400.68,6401.43,6313.78,"138540000"
"915",2013-12-09,6428.5,6396.83,6433,6368.18,"354440000"
"916",2013-12-10,6473.65,6445.34,6502.37,6439.8,"477400000"
"917",2013-12-11,6461.59,6459.96,6504.25,6445.52,"293280000"
"918",2013-12-12,6378.58,6457.61,6457.61,6378.58,"184610000"
"919",2013-12-13,6349,6369.76,6407.43,6341.33,"130310000"
"920",2013-12-16,6396.13,6351.28,6405.07,6325.53,"163880000"
"921",2013-12-17,6381.48,6403.05,6408.53,6355.85,"152780000"
"922",2013-12-18,6400.29,6403.06,6421.68,6372.34,"244100000"
"923",2013-12-19,6446.43,6454.39,6493.38,6414.37,"395700000"
"924",2013-12-20,6516.14,6407.87,6516.14,6406.13,"455870000"
"925",2013-12-23,6610.75,6562.82,6640.53,6550.65,"831380000"
"926",2013-12-24,6616.62,6606.43,6661.79,6606.43,"185320000"
"927",2013-12-27,6644.32,6646.54,6679.73,6629.68,"422430000"
"928",2013-12-30,6553.6,6675.76,6681.22,6511.15,"1.58e+09"
"929",2013-12-31,6558.85,6537.7,6558.85,6485.27,"515860000"
"930",2014-01-02,6621.54,6605.71,6630.7,6549.08,"524410000"
"931",2014-01-03,6768.9,6635.21,6788.31,6581.33,"803910000"
"932",2014-01-06,6790.95,6770.89,6812.39,6723.65,"595840000"
"933",2014-01-07,6957.74,6804.12,6957.74,6786.24,"1.27e+09"
"934",2014-01-08,7055.27,6978.84,7066.16,6976.58,"2.17e+09"
"935",2014-01-09,7076.92,7102.05,7121.09,7014.94,"3.56e+09"
"936",2014-01-10,7093.4,7090.74,7128.93,7066.46,"2.31e+09"
"937",2014-01-13,7142.73,7138.87,7179.18,7092.41,"1.06e+09"
"938",2014-01-14,7065.15,7086.41,7091.43,7010.32,"882030000"
"939",2014-01-15,7125.02,7118.16,7154.32,7098.72,"751150000"
"940",2014-01-16,7094.31,7152.04,7162.77,7076.38,"508240000"
"941",2014-01-17,7114.28,7106.63,7129.59,7057.65,"252570000"
"942",2014-01-20,7106,7112.07,7136.5,7096.36,"368880000"
"943",2014-01-21,7079.84,7121.83,7140.97,7062.61,"507060000"
"944",2014-01-22,6845.76,7038.28,7046.26,6836.97,"1.38e+09"
"945",2014-01-23,6839.62,6901.61,6941.25,6836.42,"622060000"
"946",2014-01-24,6773.5,6870.04,6876.42,6699.16,"676220000"
"947",2014-01-27,6689.19,6777.84,6777.84,6656.53,"505810000"
"948",2014-01-28,6800.14,6734.95,6805.26,6730.1,"618700000"
"949",2014-01-29,6784.82,6879.26,6920.53,6681.03,"624190000"
"950",2014-01-30,6764.94,6767.37,6799.08,6679.03,"636150000"
"951",2014-01-31,6696.67,6770.23,6794.23,6641.83,"447020000"
"952",2014-02-03,6602.99,6698.48,6734.63,6594.45,"388850000"
"953",2014-02-04,6707.53,6507,6711.98,6504.58,"647200000"
"954",2014-02-05,6722.59,6702.4,6765.22,6683.88,"398790000"
"955",2014-02-06,6888.4,6754.64,6888.4,6749.19,"550600000"
"956",2014-02-07,6928.19,6932.61,6955.47,6869.55,"329050000"
"957",2014-02-10,6921.8,6963.8,6973.12,6880.6,"260730000"
"958",2014-02-11,7014.25,6952.35,7014.25,6949.92,"189090000"
"959",2014-02-12,6985.42,7037.09,7062.29,6980.14,"226050000"
"960",2014-02-13,7026.99,7002.1,7026.99,6964.9,"158730000"
"961",2014-02-14,7132.51,7008.84,7134.11,6966.81,"316710000"
"962",2014-02-17,7263.27,7123.38,7292.06,7122.88,"605830000"
"963",2014-02-18,7227.83,7279.65,7341.78,7220.6,"305760000"
"964",2014-02-19,7197.67,7260.1,7271.81,7150.18,"256230000"
"965",2014-02-20,7175.94,7135.96,7175.94,7098.02,"210320000"
"966",2014-02-21,7228.49,7206.66,7228.49,7170.03,"149180000"
"967",2014-02-24,7307.7,7217.85,7307.7,7206.17,"203570000"
"968",2014-02-25,7341.93,7325.41,7341.93,7291.62,"167380000"
"969",2014-02-26,7254.24,7308.31,7308.31,7208.15,"194820000"
"970",2014-02-27,7303.68,7252.5,7303.68,7194.17,"272900000"
"971",2014-02-28,7379.76,7319.37,7379.76,7293.57,"243640000"
"972",2014-03-03,7190.05,7228.2,7305.66,7175.66,"425120000"
"973",2014-03-04,7369.86,7259.32,7382.73,7256.02,"259460000"
"974",2014-03-05,7417.5,7391.73,7458.96,7365.76,"234070000"
"975",2014-03-06,7515.12,7453.72,7562.9,7450.36,"1.29e+09"
"976",2014-03-07,7475.07,7545.62,7556.63,7464.38,"863230000"
"977",2014-03-10,7567.99,7461.12,7593.17,7459,"1.1e+09"
"978",2014-03-11,7641.78,7627.32,7667.21,7604.16,"1.56e+09"
"979",2014-03-12,7516.24,7579.55,7613.19,7489.35,"1.08e+09"
"980",2014-03-13,7353.57,7538.76,7555.51,7352.31,"805090000"
"981",2014-03-14,7317.03,7272.36,7339.73,7131.86,"481090000"
"982",2014-03-17,7450.26,7378.33,7477.54,7377.55,"443540000"
"983",2014-03-18,7516.38,7472.65,7565.63,7422.33,"1.38e+09"
"984",2014-03-19,7512.99,7515.39,7554.48,7466.07,"326980000"
"985",2014-03-20,7480.58,7461.86,7502.54,7416.68,"454150000"
"986",2014-03-21,7467.65,7496.32,7545.86,7467.65,"451180000"
"987",2014-03-24,7377.72,7495.9,7501.7,7377.72,"533050000"
"988",2014-03-25,7438.23,7408.92,7450.82,7373.71,"454290000"
"989",2014-03-26,7506.72,7471.51,7516.25,7448.62,"533200000"
"990",2014-03-27,7515.31,7495.3,7515.31,7464.19,"250390000"
"991",2014-03-28,7574.86,7522.91,7608.39,7519.98,"271620000"
"992",2014-03-31,7607.55,7595.33,7626.17,7534.76,"589510000"
"993",2014-04-01,7734.95,7622.31,7741.29,7621.26,"535700000"
"994",2014-04-02,7680.08,7770.29,7790.56,7669.67,"380640000"
"995",2014-04-03,7714.17,7705.97,7732.96,7647.14,"306500000"
"996",2014-04-04,7670.76,7696.25,7707.29,7643.18,"270990000"
"997",2014-04-07,7614.14,7624.31,7651.76,7585.13,"214070000"
"998",2014-04-08,7465.32,7605.59,7606.74,7424.09,"413900000"
"999",2014-04-09,7495.15,7510.77,7556.64,7480.61,"224780000"
"1000",2014-04-10,7427.45,7538.22,7547.1,7406.46,"232590000"
"1001",2014-04-11,7334.05,7383.3,7423.49,7294.77,"593640000"
"1002",2014-04-14,7310.83,7304.29,7337.81,7165.61,"498160000"
"1003",2014-04-15,7188.3,7351.08,7351.08,7180.92,"1.11e+09"
"1004",2014-04-16,7342.57,7244.69,7342.57,7228.9,"440400000"
"1005",2014-04-17,7410.05,7353.16,7410.53,7293.7,"368970000"
"1006",2014-04-22,7544.59,7444.02,7545.93,7389.63,"296040000"
"1007",2014-04-23,7454.03,7551.57,7567.71,7446.81,"409110000"
"1008",2014-04-24,7445.71,7480.97,7513.56,7395.79,"211370000"
"1009",2014-04-25,7338.25,7388.15,7413.97,7327.05,"122330000"
"1010",2014-04-28,7355.78,7344.45,7381.22,7302.22,"139210000"
"1011",2014-04-29,7439.27,7347.13,7461.87,7346.7,"233650000"
"1012",2014-04-30,7456.91,7417.13,7465.08,7392.46,"214270000"
"1013",2014-05-02,7530.85,7460.78,7530.85,7444.69,"224530000"
"1014",2014-05-05,7518.12,7519.06,7532.92,7440.53,"201540000"
"1015",2014-05-06,7552.34,7547.29,7593.15,7523.36,"407500000"
"1016",2014-05-07,7425.55,7526.46,7530.99,7413.99,"209980000"
"1017",2014-05-08,7438.79,7441.87,7480.37,7354.89,"265520000"
"1018",2014-05-09,7306.36,7451.52,7451.52,7273.59,"518290000"
"1019",2014-05-12,7375.92,7305.65,7387.87,7267.65,"253380000"
"1020",2014-05-13,7322.28,7407.89,7407.89,7283.77,"371270000"
"1021",2014-05-14,7076.88,7253.35,7253.37,7057.39,"754570000"
"1022",2014-05-15,6889.55,6991.08,7120.09,6848.66,"592860000"
"1023",2014-05-16,6897.8,6740.52,6916.71,6700.3,"764750000"
"1024",2014-05-19,6899.76,6896.13,6994.82,6843.36,"363240000"
"1025",2014-05-20,6896.2,6899.44,6942.19,6885.05,"186940000"
"1026",2014-05-21,6857.23,6865.86,6906.71,6827.66,"208320000"
"1027",2014-05-22,6877.68,6904.48,6907.22,6843.09,"160190000"
"1028",2014-05-23,6917.73,6861.37,6920.97,6857.69,"157870000"
"1029",2014-05-26,6988.01,6887.67,6992.88,6887.67,"208660000"
"1030",2014-05-27,7058.23,7001.76,7065.84,6971.82,"282880000"
"1031",2014-05-28,7134.65,7070.08,7198.4,7058.82,"446080000"
"1032",2014-05-29,7073.54,7127.93,7127.93,7047.59,"681250000"
"1033",2014-05-30,7112.91,7067.9,7135.68,7067.9,"679750000"
"1034",2014-06-02,7160.61,7173.8,7183.37,7138.94,"854400000"
"1035",2014-06-03,7126.15,7142.47,7150.96,7098.95,"481470000"
"1036",2014-06-04,7164.89,7122.3,7168.03,7112.5,"309240000"
"1037",2014-06-05,7238.05,7186.95,7299.38,7174.42,"485110000"
"1038",2014-06-06,7347.36,7287.3,7366.95,7275.41,"1.28e+09"
"1039",2014-06-09,7390.11,7346.26,7390.11,7336.21,"425530000"
"1040",2014-06-10,7445.36,7385.67,7459.64,7354.5,"253090000"
"1041",2014-06-11,7318.53,7460.5,7468.82,7315.5,"242710000"
"1042",2014-06-12,7253.86,7307.35,7371.45,7225.02,"441830000"
"1043",2014-06-13,7238.42,7252.14,7258.29,7198.23,"377720000"
"1044",2014-06-16,7194.6,7220.2,7247.05,7177.07,"270500000"
"1045",2014-06-17,7202.49,7209.93,7221.59,7176.38,"182760000"
"1046",2014-06-18,7163.59,7226.45,7226.45,7157.41,"220840000"
"1047",2014-06-19,7196.42,7216.99,7222.37,7162.45,"233530000"
"1048",2014-06-20,7098.68,7173.24,7192,7098.68,"421230000"
"1049",2014-06-23,7021.63,7113.37,7128.91,6978.94,"226440000"
"1050",2014-06-24,6916.58,7037.77,7048.61,6894.77,"637710000"
"1051",2014-06-25,6982.74,6830.47,7039.33,6830.39,"1.08e+09"
"1052",2014-06-26,6969.17,6983.54,7008.8,6940.41,"417660000"
"1053",2014-06-27,6853.92,6970.85,6970.85,6807.79,"472060000"
"1054",2014-06-30,6802.2,6854.9,6881.03,6780.4,"779080000"
"1055",2014-07-01,6901.18,6844.18,6901.18,6704.82,"2.39e+09"
"1056",2014-07-02,6898.73,6882.15,6912.23,6761.1,"872580000"
