"","S&P ASX 200 (AXJO)_history.csv Date","S&P ASX 200 (AXJO)_history.csv Price","S&P ASX 200 (AXJO)_history.csv Open","S&P ASX 200 (AXJO)_history.csv High","S&P ASX 200 (AXJO)_history.csv Low","S&P ASX 200 (AXJO)_history.csv Volume"
"485",2010-11-29,4618.51,4594.3,4623.5,4557.3,"799390000"
"486",2010-11-30,4584.43,4616.4,4616.4,4584.3,"1.14e+09"
"487",2010-12-01,4586.62,4581.4,4586.8,4557,"844930000"
"488",2010-12-02,4676.24,4604.7,4686,4604.1,"1.02e+09"
"489",2010-12-03,4694.22,4687.9,4717.1,4682.3,"742950000"
"490",2010-12-06,4688.62,4696.3,4706.8,4688,"866190000"
"491",2010-12-07,4726.84,4692.1,4737.6,4690.9,"1.04e+09"
"492",2010-12-08,4699.92,4726.7,4726.7,4694.9,"953510000"
"493",2010-12-09,4741.3,4702.8,4747.1,4702.2,"1.1e+09"
"494",2010-12-10,4745.94,4739.9,4750,4732.5,"1.1e+09"
"495",2010-12-13,4757.12,4750.1,4775.7,4749.6,"1.02e+09"
"496",2010-12-14,4766.86,4760.8,4773,4755.8,"922450000"
"497",2010-12-15,4767.78,4766.9,4781.9,4757.1,"1.08e+09"
"498",2010-12-16,4783.97,4764.7,4784.3,4754.7,"1.17e+09"
"499",2010-12-17,4763.08,4783.7,4783.7,4763.1,"1.11e+09"
"500",2010-12-20,4736.58,4763.6,4778.5,4736.6,"-"
"501",2010-12-21,4771.86,4742.1,4782.4,4741.9,"699800000"
"502",2010-12-22,4778.43,4776.2,4786,4768.4,"634840000"
"503",2010-12-23,4799.02,4779.6,4811.9,4778.3,"613340000"
"504",2010-12-24,4777.26,4792.5,4797.1,4767.1,"537750000"
"505",2010-12-29,4775.23,4768.4,4784.9,4754.8,"553050000"
"506",2010-12-30,4790.38,4777.6,4799.9,4776.8,"505130000"
"507",2010-12-31,4745.24,4787.5,4787.9,4745.2,"313240000"
"508",2011-01-04,4742.48,4758.3,4775,4729.5,"762880000"
"509",2011-01-05,4714.93,4742.5,4748.9,4703.6,"914120000"
"510",2011-01-06,4724.98,4717.7,4731.6,4696.2,"728270000"
"511",2011-01-07,4705.04,4717.8,4718.5,4690.3,"785750000"
"512",2011-01-10,4712.29,4702.2,4714.6,4686.5,"580890000"
"513",2011-01-11,4710.67,4709.3,4714,4692.2,"865990000"
"514",2011-01-12,4724.21,4718.8,4724.2,4707.5,"8.69e+08"
"515",2011-01-13,4795.24,4736.9,4795.2,4736.6,"841240000"
"516",2011-01-14,4801.48,4789.4,4802.8,4784.3,"671020000"
"517",2011-01-17,4763.07,4802.7,4805.8,4755,"659480000"
"518",2011-01-18,4801.81,4762.4,4809.3,4761,"764720000"
"519",2011-01-19,4834.56,4804.4,4839.2,4789.6,"904970000"
"520",2011-01-20,4783.68,4822.1,4822.6,4780,"971550000"
"521",2011-01-21,4755.65,4777.3,4795.5,4740.5,"1.1e+09"
"522",2011-01-24,4786.04,4755.4,4792.9,4750.2,"817770000"
"523",2011-01-25,4807.82,4789.5,4825.4,4789.5,"826600000"
"524",2011-01-27,4806.09,4812.2,4815.3,4797.6,"984600000"
"525",2011-01-28,4774.89,4803.4,4805.6,4755.8,"981620000"
"526",2011-01-31,4753.92,4757.9,4758.1,4717.6,"777500000"
"527",2011-02-01,4752.11,4759.1,4767.1,4751.8,"993330000"
"528",2011-02-02,4796.51,4768.6,4807.6,4768.6,"1.08e+09"
"529",2011-02-03,4820.57,4803.1,4824.7,4792,"877080000"
"530",2011-02-04,4862.72,4826,4870.2,4825.2,"1.04e+09"
"531",2011-02-07,4868.55,4860.1,4869.6,4859.5,"660640000"
"532",2011-02-08,4890.36,4876.1,4892.9,4875.3,"875130000"
"533",2011-02-09,4904.76,4900,4931.2,4899.2,"1.06e+09"
"534",2011-02-10,4914.43,4901.6,4915,4901.4,"851020000"
"535",2011-02-11,4880.94,4909.4,4909.4,4880.9,"833910000"
"536",2011-02-14,4935.82,4891.6,4938.2,4885.1,"794180000"
"537",2011-02-15,4931.03,4936.5,4938.9,4919.2,"743560000"
"538",2011-02-16,4930.2,4924,4939.7,4918.2,"802100000"
"539",2011-02-17,4938.44,4934,4944.4,4932.4,"972170000"
"540",2011-02-18,4936.73,4929,4938.8,4925,"842470000"
"541",2011-02-21,4899.99,4923.4,4924.3,4881.6,"928130000"
"542",2011-02-22,4856.67,4914.2,4917.1,4853,"841620000"
"543",2011-02-23,4845.87,4848.2,4854.4,4831.5,"1.03e+09"
"544",2011-02-24,4809.35,4839.4,4839.7,4803.4,"997310000"
"545",2011-02-25,4836.53,4803.5,4845.9,4799.2,"999860000"
"546",2011-02-28,4831.66,4839.7,4840.4,4815.4,"534820000"
"547",2011-03-01,4826.4,4839.7,4856.7,4826.4,"1.06e+09"
"548",2011-03-02,4803.21,4817.4,4817.7,4779.4,"1.17e+09"
"549",2011-03-03,4806.44,4806.4,4814,4791.4,"1.49e+09"
"550",2011-03-04,4864.28,4821.5,4864.3,4821.2,"1.09e+09"
"551",2011-03-07,4797.88,4850.7,4852.4,4792.3,"1.01e+09"
"552",2011-03-08,4808.25,4795.4,4814.1,4772.5,"1.05e+09"
"553",2011-03-09,4767.78,4806.7,4808,4758.6,"911600000"
"554",2011-03-10,4699.68,4761.5,4773.3,4697.1,"1.25e+09"
"555",2011-03-11,4644.83,4685.9,4686.7,4630.7,"1.3e+09"
"556",2011-03-14,4626.4,4634.8,4634.8,4564.1,"1.02e+09"
"557",2011-03-15,4528.73,4624,4626.1,4479.7,"1.32e+09"
"558",2011-03-16,4558.22,4532.7,4582.2,4528.3,"1.52e+09"
"559",2011-03-17,4555.32,4546.6,4560.9,4477.4,"1.7e+09"
"560",2011-03-18,4626.44,4571.4,4633.8,4563.4,"1.93e+09"
"561",2011-03-21,4642.81,4625.3,4643.1,4606.4,"890550000"
"562",2011-03-22,4643.44,4648.9,4677,4636.7,"898170000"
"563",2011-03-23,4652.4,4640.8,4665.7,4637.5,"820800000"
"564",2011-03-24,4699.58,4660,4699.6,4660,"811860000"
"565",2011-03-25,4742.64,4705.4,4763,4705.4,"1.09e+09"
"566",2011-03-28,4733.6,4733.4,4743.3,4723.7,"658760000"
"567",2011-03-29,4755.81,4730.6,4758.3,4721.5,"894280000"
"568",2011-03-30,4822.15,4763.2,4839.2,4763.2,"1.02e+09"
"569",2011-03-31,4837.88,4828.7,4845.8,4813,"1.12e+09"
"570",2011-04-01,4861.83,4836.1,4878.8,4836.1,"789460000"
"571",2011-04-04,4886.85,4868.6,4902.4,4868.6,"922240000"
"572",2011-04-05,4900.13,4892.7,4905.4,4891.5,"1.02e+09"
"573",2011-04-06,4912.91,4898.8,4913.2,4890.2,"1.01e+09"
"574",2011-04-07,4908.13,4914.4,4924,4899.8,"933780000"
"575",2011-04-08,4940.57,4904,4941.6,4902.1,"853840000"
"576",2011-04-11,4971.22,4943.3,4976.4,4940.7,"9.29e+08"
"577",2011-04-12,4898.69,4961.1,4966.5,4889.7,"1.1e+09"
"578",2011-04-13,4910.96,4886.7,4919.5,4876.2,"1.11e+09"
"579",2011-04-14,4884.25,4897.7,4902.4,4860.4,"921870000"
"580",2011-04-15,4852.14,4880.7,4890.2,4852.1,"752470000"
"581",2011-04-18,4861.85,4852.6,4881.2,4840.2,"751850000"
"582",2011-04-19,4793.29,4845.6,4845.6,4788.6,"835200000"
"583",2011-04-20,4858.97,4802.1,4859,4802.1,"785990000"
"584",2011-04-21,4913.8,4871.5,4915.5,4870.3,"723050000"
"585",2011-04-27,4872.9,4919.3,4930.6,4869.7,"982290000"
"586",2011-04-28,4873.04,4877.9,4910.2,4871.8,"895030000"
"587",2011-04-29,4823.24,4875.1,4875.2,4794.8,"1.18e+09"
"588",2011-05-02,4825.31,4826.3,4835.5,4765.1,"904540000"
"589",2011-05-03,4784.61,4811.1,4811.1,4769.7,"981540000"
"590",2011-05-04,4740.12,4780.1,4780.1,4730.2,"1.15e+09"
"591",2011-05-05,4753.72,4736.1,4756.3,4716.9,"1.13e+09"
"592",2011-05-06,4743.04,4734,4761.7,4713.4,"1.15e+09"
"593",2011-05-09,4756.8,4752.9,4795.9,4752.7,"796720000"
"594",2011-05-10,4725.76,4761.3,4782.6,4725.8,"933420000"
"595",2011-05-11,4780.25,4739.6,4784.6,4739.6,"947210000"
"596",2011-05-12,4696.13,4755.2,4755.4,4696.1,"1.01e+09"
"597",2011-05-13,4711.36,4699.2,4714,4675.4,"830420000"
"598",2011-05-16,4650,4692.5,4693.1,4641.4,"814340000"
"599",2011-05-17,4683.92,4658.5,4685.4,4650.2,"816100000"
"600",2011-05-18,4693.73,4680.8,4706.3,4677.6,"885510000"
"601",2011-05-19,4756.41,4705,4763.9,4704.8,"1.09e+09"
"602",2011-05-20,4732.19,4744.9,4745.2,4726.6,"808190000"
"603",2011-05-23,4642.96,4720.3,4720.3,4643,"828380000"
"604",2011-05-24,4628.85,4638.1,4639.9,4595.7,"988260000"
"605",2011-05-25,4584.69,4633.5,4633.5,4582.7,"965440000"
"606",2011-05-26,4660.23,4600.9,4660.23,4600.1,"1.14e+09"
"607",2011-05-27,4683.98,4659.2,4688,4650.1,"868100000"
"608",2011-05-30,4667.53,4684.6,4685.1,4660.4,"701510000"
"609",2011-05-31,4708.3,4672.3,4717.4,4671.3,"1.2e+09"
"610",2011-06-01,4707.28,4711.3,4724.8,4694.4,"893500000"
"611",2011-06-02,4600.4,4687,4687.7,4591.8,"996560000"
"612",2011-06-03,4583.07,4602.3,4612.8,4578,"843750000"
"613",2011-06-06,4569.14,4577.3,4577.3,4550.4,"722900000"
"614",2011-06-07,4566.34,4560.7,4576,4531.6,"967810000"
"615",2011-06-08,4536.77,4572.3,4575.5,4518.1,"1.01e+09"
"616",2011-06-09,4549.64,4534.7,4557.3,4519.1,"1.05e+09"
"617",2011-06-10,4562.11,4557.1,4589.2,4552.6,"777850000"
"618",2011-06-14,4584.95,4549.7,4593.3,4511.7,"896680000"
"619",2011-06-15,4566.77,4584.4,4588.3,4553.4,"964680000"
"620",2011-06-16,4479.25,4547.5,4549,4479.1,"1.39e+09"
"621",2011-06-17,4484.93,4486.4,4524.9,4465.9,"1.25e+09"
"622",2011-06-20,4451.75,4487.2,4520.6,4451.7,"888520000"
"623",2011-06-21,4508.2,4465.6,4509.8,4464.6,"883990000"
"624",2011-06-22,4532.6,4523.8,4565.9,4523.6,"1.03e+09"
"625",2011-06-23,4500.52,4526.9,4540.5,4500.2,"1.1e+09"
"626",2011-06-24,4508.11,4502.1,4521.5,4490.2,"1.07e+09"
"627",2011-06-27,4461.79,4502.1,4502.4,4453.7,"818300000"
"628",2011-06-28,4474.27,4476.9,4503.3,4463.4,"957210000"
"629",2011-06-29,4529.48,4490.8,4534,4490.8,"847370000"
"630",2011-06-30,4607.97,4536.4,4609.2,4536.3,"990310000"
"631",2011-07-01,4591.19,4612.2,4622,4577.8,"856440000"
"632",2011-07-04,4610.75,4602.7,4640.1,4602.7,"760190000"
"633",2011-07-05,4598.12,4617.9,4626.8,4592.2,"666480000"
"634",2011-07-06,4605.04,4601.6,4614.2,4582.5,"785870000"
"635",2011-07-07,4605.52,4601.8,4617.2,4584.5,"682440000"
"636",2011-07-08,4654.73,4615.3,4657.4,4615.2,"874410000"
"637",2011-07-11,4582.3,4641.5,4641.5,4579.7,"779860000"
"638",2011-07-12,4495.44,4570.9,4571,4491.7,"967390000"
"639",2011-07-13,4514.77,4499.4,4528.3,4487,"849080000"
"640",2011-07-14,4490.74,4515.2,4515.2,4464.9,"860390000"
"641",2011-07-15,4473.52,4474.8,4484.1,4454.3,"849810000"
"642",2011-07-18,4471.97,4473.1,4477.6,4450.6,"846570000"
"643",2011-07-19,4468.15,4461.2,4480.9,4445,"872300000"
"644",2011-07-20,4549.71,4486,4549.71,4485.1,"988820000"
"645",2011-07-21,4556.03,4551.3,4576.1,4551.3,"899860000"
"646",2011-07-22,4602.85,4565.3,4612.2,4565.3,"989300000"
"647",2011-07-25,4530.36,4595.3,4595.4,4529.2,"1.06e+09"
"648",2011-07-26,4573.33,4536.3,4582.7,4536.2,"912650000"
"649",2011-07-27,4537.37,4564.6,4570.5,4536.6,"978600000"
"650",2011-07-28,4463.77,4517.9,4518.1,4463.8,"1.03e+09"
"651",2011-07-29,4424.65,4466.5,4468.8,4421.1,"1.06e+09"
"652",2011-08-01,4497.81,4440.9,4517.4,4439.8,"662820000"
"653",2011-08-02,4433.64,4479.3,4479.5,4428.7,"794680000"
"654",2011-08-03,4332.83,4404.1,4404.1,4326.3,"1.1e+09"
"655",2011-08-04,4276.52,4337.5,4359.5,4276.2,"1.19e+09"
"656",2011-08-05,4105.39,4222.9,4222.9,4087.7,"1.81e+09"
"657",2011-08-08,3986.09,4078.6,4079.9,3982.8,"1.5e+09"
"658",2011-08-09,4034.81,3948.8,4044.1,3765.9,"2e+09"
"659",2011-08-10,4141.28,4073.1,4162,4073.1,"1.5e+09"
"660",2011-08-11,4140.81,4107.5,4167.4,4058.4,"1.31e+09"
"661",2011-08-12,4172.62,4155.9,4216.1,4151.6,"1.22e+09"
"662",2011-08-15,4282.86,4193.5,4282.9,4189.4,"964820000"
"663",2011-08-16,4247.26,4285,4298.9,4238.5,"1.07e+09"
"664",2011-08-17,4303.9,4250.2,4324.7,4246.8,"1.01e+09"
"665",2011-08-18,4251.17,4301.6,4305.6,4243,"991470000"
"666",2011-08-19,4101.94,4209.7,4211.4,4099.4,"1.13e+09"
"667",2011-08-22,4082.26,4099,4160.9,4075.1,"1.19e+09"
"668",2011-08-23,4173.44,4085.5,4173.4,4085.5,"1.17e+09"
"669",2011-08-24,4167.58,4186.5,4238.6,4160.4,"973270000"
"670",2011-08-25,4212.84,4182.7,4233.4,4182.6,"1.07e+09"
"671",2011-08-26,4200.02,4206.7,4229,4197.8,"1.06e+09"
"672",2011-08-29,4263.28,4209.5,4284.6,4209.5,"878120000"
"673",2011-08-30,4269.18,4275,4308,4262.8,"1.01e+09"
"674",2011-08-31,4296.55,4269.2,4296.5,4254.1,"1.03e+09"
"675",2011-09-01,4307.47,4297.9,4354.6,4297.9,"1.17e+09"
"676",2011-09-02,4242.88,4295.2,4295.2,4225.9,"809560000"
"677",2011-09-05,4141.94,4221.2,4222.1,4135.9,"824740000"
"678",2011-09-06,4075.54,4122.7,4122.7,4072.7,"1.01e+09"
"679",2011-09-07,4183.4,4097.5,4183.4,4097.5,"944840000"
"680",2011-09-08,4187.97,4196.2,4218.9,4161.2,"1.03e+09"
"681",2011-09-09,4194.72,4186.1,4232,4182.4,"728150000"
"682",2011-09-12,4038.5,4169.3,4170,4038.5,"863280000"
"683",2011-09-13,4072.66,4052.3,4094.2,4050.8,"1.06e+09"
"684",2011-09-14,4005.77,4076.7,4110,3997.6,"1.09e+09"
"685",2011-09-15,4071.73,4030.8,4101.3,4026.3,"1.25e+09"
"686",2011-09-16,4149.39,4085.3,4160,4085.3,"1.08e+09"
"687",2011-09-19,4081.48,4140.1,4141.4,4070.5,"654770000"
"688",2011-09-20,4040.25,4077.2,4083.8,4029.2,"732950000"
"689",2011-09-21,4071.8,4049.9,4073.5,4026.1,"970880000"
"690",2011-09-22,3964.91,4044.6,4044.6,3953.6,"1.32e+09"
"691",2011-09-23,3903.16,3944.9,3968.3,3882.2,"1.44e+09"
"692",2011-09-26,3863.89,3917.8,3956.4,3862.4,"1.15e+09"
"693",2011-09-27,4004.56,3890.2,4004.6,3888.1,"1.38e+09"
"694",2011-09-28,4039.52,4012.1,4053.8,4009.4,"1.39e+09"
"695",2011-09-29,4008.26,4021.8,4024,3965.2,"1.07e+09"
"696",2011-09-30,4008.6,4014.8,4035.3,3980.5,"2.28e+09"
"697",2011-10-03,3897.01,3990.6,3991.4,3893.1,"584430000"
"698",2011-10-04,3872.11,3891.6,3904.1,3840.2,"1.13e+09"
"699",2011-10-05,3926.49,3897,3951.8,3888.7,"1.03e+09"
"700",2011-10-06,4069.89,3942.9,4069.9,3942.9,"1.15e+09"
"701",2011-10-07,4162.86,4083.3,4182,4083.2,"1.3e+09"
"702",2011-10-10,4201.02,4157,4216,4146.9,"832520000"
"703",2011-10-11,4227.62,4215.1,4245.4,4204.4,"863820000"
"704",2011-10-12,4204.33,4214.5,4214.8,4167.8,"856190000"
"705",2011-10-13,4244.54,4216.6,4256.1,4206.4,"978040000"
"706",2011-10-14,4205.64,4232.8,4232.8,4196.2,"609290000"
"707",2011-10-17,4275.4,4221.7,4287.7,4220.9,"613600000"
"708",2011-10-18,4186.89,4254.9,4254.9,4186.5,"713760000"
"709",2011-10-19,4213.72,4196,4232.6,4194,"823530000"
"710",2011-10-20,4144.94,4201.1,4201.4,4135.4,"774850000"
"711",2011-10-21,4141.88,4145.7,4168.6,4131.9,"692640000"
"712",2011-10-24,4255.05,4155.2,4265.4,4155,"648140000"
"713",2011-10-25,4227.88,4268.4,4268.4,4212.3,"786070000"
"714",2011-10-26,4242.54,4213.1,4257.9,4173.5,"784450000"
"715",2011-10-27,4348.18,4247.4,4353,4242.2,"676600000"
"716",2011-10-28,4353.27,4366.4,4417.6,4339.6,"1.1e+09"
"717",2011-10-31,4298.12,4348.9,4358.2,4298.1,"789140000"
"718",2011-11-01,4232.9,4278.1,4278.4,4232.5,"576370000"
"719",2011-11-02,4184.64,4216.1,4217,4141.3,"847680000"
"720",2011-11-03,4171.81,4192.3,4212.1,4145.2,"787750000"
"721",2011-11-04,4281.12,4200.6,4282.5,4200.6,"755350000"
"722",2011-11-07,4273.41,4281.9,4288,4252.3,"501350000"
"723",2011-11-08,4293.84,4282.5,4301.5,4274.1,"581640000"
"724",2011-11-09,4346.06,4311.1,4365,4311.1,"737550000"
"725",2011-11-10,4244.11,4306.1,4306.1,4205,"1.17e+09"
"726",2011-11-11,4296.52,4245.3,4296.5,4244.3,"715020000"
"727",2011-11-14,4304.58,4310.5,4363.1,4304.6,"604120000"
"728",2011-11-15,4285.65,4299.7,4303,4276.5,"692460000"
"729",2011-11-16,4247.4,4291.3,4307.5,4247.4,"640720000"
"730",2011-11-17,4258.23,4246.3,4277.7,4227,"684630000"
"731",2011-11-18,4176.97,4238.2,4239.1,4172.6,"667260000"
"732",2011-11-21,4163.03,4172.1,4181.4,4140.4,"653180000"
"733",2011-11-22,4133,4147.1,4152.6,4093.9,"894170000"
"734",2011-11-23,4051.02,4125.1,4126,4051,"804210000"
"735",2011-11-24,4044.21,4049.4,4072.6,4029.5,"1.13e+09"
"736",2011-11-25,3984.34,4042.9,4042.9,3973.8,"857100000"
"737",2011-11-28,4058.2,3997.1,4072.2,3996.8,"792870000"
"738",2011-11-29,4102.1,4065.2,4102.1,4040.4,"844700000"
"739",2011-11-30,4119.82,4098.1,4119.8,4078.9,"1.22e+09"
"740",2011-12-01,4228.65,4157.5,4240.4,4157.5,"1.04e+09"
"741",2011-12-02,4288,4225.3,4288,4225.3,"988930000"
"742",2011-12-05,4321.32,4292.8,4335.2,4292.8,"883930000"
"743",2011-12-06,4261.98,4317,4317.9,4257.2,"738530000"
"744",2011-12-07,4292.46,4272.6,4316.3,4272.5,"660990000"
"745",2011-12-08,4280.68,4288.8,4290.9,4271.3,"808660000"
"746",2011-12-09,4203.02,4259.6,4260.2,4186.1,"747160000"
"747",2011-12-12,4252.85,4222.3,4271.9,4221.9,"660740000"
"748",2011-12-13,4193.4,4235.6,4235.6,4181.2,"741920000"
"749",2011-12-14,4190.5,4184.5,4202.1,4168.1,"741080000"
"750",2011-12-15,4139.85,4179.4,4179.4,4115.2,"1.1e+09"
"751",2011-12-16,4159.22,4141.8,4166.1,4140,"953620000"
"752",2011-12-19,4060.37,4148,4148.2,4058.8,"836290000"
"753",2011-12-20,4053.1,4060.6,4076.3,4050.3,"686670000"
"754",2011-12-21,4139.52,4074,4147.4,4073.9,"681730000"
"755",2011-12-22,4090.82,4133.5,4134.2,4084.8,"612930000"
"756",2011-12-23,4140.41,4103,4140.4,4103,"443220000"
"757",2011-12-28,4088.76,4139.4,4142.6,4086.2,"343460000"
"758",2011-12-29,4071.07,4081.8,4081.8,4038.1,"399530000"
"759",2011-12-30,4056.56,4076.9,4088.7,4054.8,"266400000"
"760",2012-01-03,4101.16,4069.9,4108.1,4069.1,"314430000"
"761",2012-01-04,4187.84,4124.1,4202.4,4123.9,"664780000"
"762",2012-01-05,4142.68,4179.4,4179.4,4131.7,"540670000"
"763",2012-01-06,4108.52,4140.3,4144.1,4107.8,"537340000"
"764",2012-01-09,4105.45,4115.4,4129,4088.7,"535560000"
"765",2012-01-10,4152.24,4114.2,4154.3,4114.2,"631750000"
"766",2012-01-11,4187.52,4160.9,4202.3,4160.9,"656910000"
"767",2012-01-12,4181,4190.5,4196.5,4167.1,"612440000"
"768",2012-01-13,4195.89,4190.4,4203.6,4185.3,"614490000"
"769",2012-01-16,4147.24,4183.4,4184.9,4138.5,"530880000"
"770",2012-01-17,4215.63,4159.6,4215.6,4158.8,"727070000"
"771",2012-01-18,4217.88,4216.8,4228.7,4200.6,"794320000"
"772",2012-01-19,4214.77,4228.2,4258.4,4214.8,"818240000"
"773",2012-01-20,4239.63,4222.2,4250.6,4220.1,"823250000"
"774",2012-01-23,4225.1,4236.3,4238.6,4223.9,"507740000"
"775",2012-01-24,4224.23,4228.4,4249.4,4218.4,"566790000"
"776",2012-01-25,4271.34,4227.7,4271.5,4227.3,"785770000"
"777",2012-01-27,4288.37,4276.7,4315.6,4276.7,"708500000"
"778",2012-01-30,4272.74,4286.7,4294.7,4264.5,"605380000"
"779",2012-01-31,4262.68,4270.7,4287.4,4261.1,"752090000"
"780",2012-02-01,4225.67,4258.9,4264.4,4225.7,"946740000"
"781",2012-02-02,4267.85,4242.5,4284.8,4241.1,"838860000"
"782",2012-02-03,4251.17,4271.6,4275.5,4248.9,"736050000"
"783",2012-02-06,4295.98,4267,4310.5,4265.8,"712550000"
"784",2012-02-07,4274.2,4290.5,4312,4269.3,"796700000"
"785",2012-02-08,4290.71,4268.8,4294.3,4268.8,"842970000"
"786",2012-02-09,4282.87,4283.4,4283.7,4244.9,"821430000"
"787",2012-02-10,4245.33,4280.3,4288.6,4245.3,"810400000"
"788",2012-02-13,4285.14,4244.9,4289.7,4244.9,"673210000"
"789",2012-02-14,4242.83,4279.3,4280.6,4234,"788300000"
"790",2012-02-15,4253.4,4242,4258.9,4225.1,"869160000"
"791",2012-02-16,4181.86,4243.2,4243.2,4170.2,"1.03e+09"
"792",2012-02-17,4195.88,4192.7,4214.5,4187.8,"788160000"
"793",2012-02-20,4256.1,4213.7,4256.1,4209.6,"806930000"
"794",2012-02-21,4291.2,4258.6,4298.5,4245.4,"858270000"
"795",2012-02-22,4293.11,4288.4,4305.5,4274.8,"946600000"
"796",2012-02-23,4286.19,4291.9,4293.2,4265.9,"943260000"
"797",2012-02-24,4306.78,4288,4307.5,4283.8,"955720000"
"798",2012-02-27,4267.37,4296.3,4300.1,4257.8,"852220000"
"799",2012-02-28,4262.74,4268,4285.2,4257.3,"886250000"
"800",2012-02-29,4298.55,4269.2,4318.8,4269.2,"1.24e+09"
"801",2012-03-01,4255.55,4291,4291,4248,"813610000"
"802",2012-03-02,4273.1,4264.2,4290,4263.7,"656590000"
"803",2012-03-05,4262.97,4268.4,4273.6,4250.7,"588270000"
"804",2012-03-06,4204.73,4253.4,4253.8,4201.9,"901390000"
"805",2012-03-07,4143.66,4193.2,4193.2,4143.7,"946130000"
"806",2012-03-08,4171.04,4152.1,4177.1,4146.4,"992790000"
"807",2012-03-09,4211.99,4180.2,4215.9,4180,"969550000"
"808",2012-03-12,4196.69,4214.8,4215.3,4193.9,"654950000"
"809",2012-03-13,4247.62,4203.4,4253.4,4202.9,"860330000"
"810",2012-03-14,4287.18,4260.8,4294.9,4260.4,"924670000"
"811",2012-03-15,4277.77,4282.1,4282.4,4264.8,"1.12e+09"
"812",2012-03-16,4276.16,4278.3,4283.6,4263.8,"1.37e+09"
"813",2012-03-19,4290.8,4282.4,4309,4281.4,"818650000"
"814",2012-03-20,4275.02,4292.4,4292.7,4263.1,"837420000"
"815",2012-03-21,4254.25,4265.5,4275.2,4242.8,"746970000"
"816",2012-03-22,4273.68,4251.6,4282.7,4250.8,"768730000"
"817",2012-03-23,4270.39,4262.3,4277.8,4238.4,"809950000"
"818",2012-03-26,4262.8,4269.7,4289.8,4262.8,"643860000"
"819",2012-03-27,4301.33,4273.5,4308.4,4273.4,"861840000"
"820",2012-03-28,4343.51,4297.8,4346.9,4294.8,"877900000"
"821",2012-03-29,4337.9,4339.4,4351.1,4328.7,"894490000"
"822",2012-03-30,4335.24,4340.3,4361.1,4335.2,"1.13e+09"
"823",2012-04-02,4329.27,4349.4,4377.5,4327.8,"864210000"
"824",2012-04-03,4337.04,4336.3,4351.8,4327.7,"834890000"
"825",2012-04-04,4333.86,4328.1,4341.5,4316.4,"763940000"
"826",2012-04-05,4319.85,4322.5,4323.1,4286.3,"732730000"
"827",2012-04-10,4292.26,4309.8,4310,4274.5,"612580000"
"828",2012-04-11,4246.12,4280.8,4280.8,4246.1,"684610000"
"829",2012-04-12,4280.64,4248.9,4280.6,4248.9,"659460000"
"830",2012-04-13,4323.31,4294.4,4330.5,4294.4,"820370000"
"831",2012-04-16,4302.34,4312.5,4312.7,4288,"525770000"
"832",2012-04-17,4288.79,4302,4321.4,4286.4,"634370000"
"833",2012-04-18,4348.66,4301.6,4349.4,4301.4,"690670000"
"834",2012-04-19,4362.73,4349.9,4377.1,4347.4,"920900000"
"835",2012-04-20,4366.5,4359.3,4368.1,4353.5,"678500000"
"836",2012-04-23,4352.43,4364.3,4364.6,4351,"458840000"
"837",2012-04-24,4360.45,4344.8,4373.4,4337.7,"792500000"
"838",2012-04-26,4375.2,4369.1,4393.8,4367,"775990000"
"839",2012-04-27,4362.05,4376.7,4386.1,4362.1,"830600000"
"840",2012-04-30,4396.58,4373.4,4397.9,4373,"646260000"
"841",2012-05-01,4429.51,4398.6,4448.5,4398.6,"916250000"
"842",2012-05-02,4435.91,4435.9,4445.9,4428.5,"797650000"
"843",2012-05-03,4428.96,4434.9,4443.5,4429,"810950000"
"844",2012-05-04,4396.04,4421.8,4421.8,4389.2,"763580000"
"845",2012-05-07,4301.29,4375.4,4375.4,4299,"850440000"
"846",2012-05-08,4314.35,4310.3,4327.2,4297.4,"788610000"
"847",2012-05-09,4275.08,4310.8,4312.2,4257.9,"967910000"
"848",2012-05-10,4295.55,4269.9,4296.1,4269.9,"1.06e+09"
"849",2012-05-11,4285.07,4296,4302.2,4274.4,"760860000"
"850",2012-05-14,4296.99,4287.5,4304.4,4284.2,"662270000"
"851",2012-05-15,4266.28,4285.8,4285.8,4251.8,"996660000"
"852",2012-05-16,4165.53,4252.8,4252.8,4165.5,"1.07e+09"
"853",2012-05-17,4157.41,4169.2,4183.9,4136.9,"1.01e+09"
"854",2012-05-18,4046.46,4141.8,4141.8,4026.5,"1.07e+09"
"855",2012-05-21,4073.62,4053.2,4088.7,4043.7,"785330000"
"856",2012-05-22,4121,4083.5,4122.6,4083.5,"869320000"
"857",2012-05-23,4067.03,4117.5,4117.5,4065.8,"789040000"
"858",2012-05-24,4055.85,4068.2,4089.7,4050.6,"827950000"
"859",2012-05-25,4029.25,4057.3,4071.3,4024.8,"750020000"
"860",2012-05-28,4068.03,4029.2,4070.8,4029.2,"638770000"
"861",2012-05-29,4114.41,4068,4118,4037.9,"787290000"
"862",2012-05-30,4094.23,4114.4,4114.4,4070.5,"678350000"
"863",2012-05-31,4076.26,4094.2,4094.2,4035.9,"1.2e+09"
"864",2012-06-01,4063.88,4076.3,4076.3,4030.4,"707150000"
"865",2012-06-04,3985.03,4063.9,4063.9,3985,"849240000"
"866",2012-06-05,4043.69,3985,4047.2,3985,"877150000"
