"","FTSE 100 (FTSE)_history.csv Date","FTSE 100 (FTSE)_history.csv Price","FTSE 100 (FTSE)_history.csv Open","FTSE 100 (FTSE)_history.csv High","FTSE 100 (FTSE)_history.csv Low","FTSE 100 (FTSE)_history.csv Volume"
"111",2009-06-11,4461.9,4436.8,4478.4,4409.1,
"112",2009-06-12,4442,4461.9,4472,4427.2,
"113",2009-06-15,4326,4442,4442,4319.8,
"114",2009-06-16,4328.6,4326,4372.9,4321.6,
"115",2009-06-17,4278.5,4328.6,4328.7,4254.6,
"116",2009-06-18,4280.9,4278.5,4305.4,4239.7,
"117",2009-06-19,4345.9,4280.9,4370.3,4279.9,
"118",2009-06-22,4234,4345.9,4345.9,4234,
"119",2009-06-23,4230,4234,4264,4214.9,
"120",2009-06-24,4280,4230,4293,4218.4,
"121",2009-06-25,4252.6,4280,4290.4,4213.4,
"122",2009-06-26,4241,4252.6,4307.2,4216.5,
"123",2009-06-29,4294,4241,4303.5,4235.2,
"124",2009-06-30,4249.2,4294,4311.2,4230.6,
"125",2009-07-01,4340.7,4249.2,4353,4249.2,
"126",2009-07-02,4234.3,4340.7,4340.7,4230.8,
"127",2009-07-03,4236.3,4234.3,4264.8,4221.2,
"128",2009-07-06,4194.9,4236.3,4236.3,4172.3,
"129",2009-07-07,4187,4194.9,4242.1,4184.4,
"130",2009-07-08,4140.2,4187,4197.5,4130.6,
"131",2009-07-09,4158.7,4140.2,4186.4,4140.2,
"132",2009-07-10,4127.2,4158.7,4160.5,4123.5,
"133",2009-07-13,4202.1,4127.2,4209.3,4096.1,
"134",2009-07-14,4237.7,4202.1,4256.4,4198.7,
"135",2009-07-15,4346.5,4237.7,4346.5,4237.7,
"136",2009-07-16,4361.8,4346.5,4385.1,4329.4,
"137",2009-07-17,4388.8,4361.8,4411.9,4361.8,
"138",2009-07-20,4443.6,4388.8,4464.8,4388.8,
"139",2009-07-21,4481.2,4443.6,4502.1,4437.8,
"140",2009-07-22,4493.7,4481.2,4498,4449.2,
"141",2009-07-23,4559.8,4493.7,4566.8,4472.1,
"142",2009-07-24,4576.6,4559.8,4603.2,4536.5,
"143",2009-07-27,4586.1,4576.6,4615.1,4553.1,
"144",2009-07-28,4528.8,4586.1,4616.4,4520.3,
"145",2009-07-29,4547.5,4528.8,4581.8,4512.1,
"146",2009-07-30,4631.6,4547.5,4646.9,4547.5,
"147",2009-07-31,4608.4,4631.6,4645.5,4599.7,
"148",2009-08-03,4682.5,4608.4,4710.2,4595.6,
"149",2009-08-04,4671.4,4682.5,4682.5,4627.7,
"150",2009-08-05,4647.1,4671.4,4696.6,4630.6,
"151",2009-08-06,4690.5,4647.1,4729.6,4647.1,
"152",2009-08-07,4731.6,4690.5,4743.6,4632.2,
"153",2009-08-10,4722.2,4731.6,4731.6,4688.8,
"154",2009-08-11,4671.3,4722.2,4744.1,4657.8,
"155",2009-08-12,4716.8,4671.3,4722.5,4631.7,
"156",2009-08-13,4755.5,4716.8,4790,4716.8,
"157",2009-08-14,4714,4755.5,4790.2,4699.5,
"158",2009-08-17,4645,4714,4714,4610.3,
"159",2009-08-18,4685.8,4645,4688.2,4645,
"160",2009-08-19,4689.7,4685.8,4698.5,4625.4,
"161",2009-08-20,4756.6,4689.7,4766.9,4689.7,
"162",2009-08-21,4850.9,4756.6,4858.5,4735.8,
"163",2009-08-24,4896.2,4850.9,4911.4,4850.9,
"164",2009-08-25,4916.8,4896.2,4923.3,4858.9,
"165",2009-08-26,4890.6,4916.8,4927,4872.4,
"166",2009-08-27,4869.4,4890.6,4906.2,4855.3,
"167",2009-08-28,4908.9,4869.4,4944.2,4869.4,
"168",2009-09-01,4819.7,4908.9,4921.2,4819.7,
"169",2009-09-02,4817.5,4819.7,4821.9,4776.5,
"170",2009-09-03,4796.8,4817.5,4841.5,4788.9,
"171",2009-09-04,4851.7,4796.8,4873.8,4796.8,
"172",2009-09-07,4933.2,4851.7,4941.7,4851.7,
"173",2009-09-08,4947.3,4933.2,4972,4926,
"174",2009-09-09,5004.3,4947.3,5004.3,4928.4,
"175",2009-09-10,4987.7,5004.3,5035.3,4956.6,
"176",2009-09-11,5011.5,4987.7,5038.8,4987.7,
"177",2009-09-14,5018.9,5011.5,5020.9,4953.7,
"178",2009-09-15,5042.1,5018.9,5062.7,4996.5,
"179",2009-09-16,5124.1,5042.1,5131.3,5042.1,
"180",2009-09-17,5164,5124.1,5173.1,5124.1,
"181",2009-09-18,5172.9,5164,5183.9,5147.1,
"182",2009-09-21,5134.4,5172.9,5182.2,5107.7,
"183",2009-09-22,5142.6,5134.4,5189.9,5134.4,
"184",2009-09-23,5139.4,5142.6,5175.1,5126.6,
"185",2009-09-24,5079.3,5139.4,5165.4,5073.4,
"186",2009-09-25,5082.2,5079.3,5121.9,5079,
"187",2009-09-28,5165.7,5082.2,5170.8,5050.8,
"188",2009-09-29,5159.7,5165.7,5184,5136.5,
"189",2009-09-30,5133.9,5159.7,5190,5092.8,
"190",2009-10-01,5047.8,5133.9,5164.4,5044,
"191",2009-10-02,4988.7,5047.8,5047.8,4955,
"192",2009-10-05,5024.3,4988.7,5024.3,4976.9,
"193",2009-10-06,5138,5024.3,5149.9,5024.3,
"194",2009-10-07,5108.9,5138,5156.2,5104.5,
"195",2009-10-08,5154.6,5108.9,5172.8,5108.9,
"196",2009-10-09,5161.9,5154.6,5171.5,5130.4,
"197",2009-10-12,5210.2,5161.9,5231.2,5161.9,
"198",2009-10-13,5154.1,5210.2,5221.6,5154.1,
"199",2009-10-14,5256.1,5154.1,5261.3,5154.1,
"200",2009-10-15,5223,5256.1,5267.9,5218.9,
"201",2009-10-16,5190.2,5223,5272.9,5176.4,
"202",2009-10-19,5281.5,5190.2,5281.5,5190.2,
"203",2009-10-20,5243.4,5281.5,5298.5,5243.4,
"204",2009-10-21,5257.9,5243.4,5268,5174.5,
"205",2009-10-22,5207.4,5257.9,5257.9,5166.5,
"206",2009-10-23,5242.6,5207.4,5299.6,5207.4,
"207",2009-10-26,5191.7,5242.6,5281.1,5166.4,
"208",2009-10-27,5201,5191.7,5230.6,5181.9,
"209",2009-10-28,5080.4,5201,5201,5074.1,
"210",2009-10-29,5137.7,5080.4,5145.6,5042.7,
"211",2009-10-30,5044.5,5137.7,5169.9,5024.4,
"212",2009-11-02,5104.5,5044.5,5115.7,5022.5,
"213",2009-11-03,5037.2,5104.5,5104.5,4985.1,
"214",2009-11-04,5107.9,5037.2,5120.8,5037.2,
"215",2009-11-05,5125.6,5107.1,5154.6,5036.9,
"216",2009-11-06,5142.7,5125.6,5159,5077.9,
"217",2009-11-09,5235.2,5142.7,5240,5142.7,
"218",2009-11-10,5230.5,5235.2,5264.3,5221.5,
"219",2009-11-11,5266.8,5230.5,5301.1,5230.5,
"220",2009-11-12,5276.5,5266.8,5304.9,5254.1,
"221",2009-11-13,5296.4,5276.5,5297.4,5251.3,
"222",2009-11-16,5382.7,5296.4,5397,5296.4,
"223",2009-11-17,5345.9,5382.7,5382.7,5337,
"224",2009-11-18,5342.1,5345.9,5372.1,5331.6,
"225",2009-11-19,5267.7,5342.1,5343.8,5254.2,
"226",2009-11-20,5251.4,5267.7,5309.4,5224,
"227",2009-11-23,5355.5,5251.4,5379.5,5251.4,
"228",2009-11-24,5324,5355.5,5374.9,5309.1,
"229",2009-11-25,5364.8,5324,5372.2,5324,
"230",2009-11-26,5194.1,5364.8,5364.8,5189.4,
"231",2009-11-27,5245.7,5194.1,5271,5103.8,
"232",2009-11-30,5190.7,5245.7,5270.4,5190.7,
"233",2009-12-01,5312.2,5190.7,5312.2,5190.7,
"234",2009-12-02,5327.4,5312.2,5348.5,5283,
"235",2009-12-03,5313,5327.4,5372.4,5311.9,
"236",2009-12-04,5322.4,5313,5373.9,5272.8,
"237",2009-12-07,5310.7,5322.4,5328.8,5251,
"238",2009-12-08,5223.1,5310.7,5323.4,5206.4,
"239",2009-12-09,5203.9,5223.1,5245.9,5175.7,
"240",2009-12-10,5244.4,5203.9,5254.5,5194.5,
"241",2009-12-11,5261.6,5244.4,5312,5244.4,
"242",2009-12-14,5315.3,5261.6,5331,5261.6,
"243",2009-12-15,5285.8,5315.3,5328.1,5250.8,
"244",2009-12-16,5320.3,5285.8,5335.3,5283.9,
"245",2009-12-17,5217.6,5320.3,5320.3,5217.6,
"246",2009-12-18,5196.8,5217.6,5287.6,5196.8,
"247",2009-12-21,5294,5196.8,5320,5196.8,
"248",2009-12-22,5328.7,5294,5361.9,5294,
"249",2009-12-23,5372.4,5328.7,5386.6,5328.7,
"250",2009-12-24,5402.4,5372.4,5402.4,5367.8,
"251",2009-12-29,5437.6,5402.4,5445.2,5402.4,
"252",2009-12-30,5397.9,5437.6,5442.8,5390.6,
"253",2009-12-31,5412.9,5397.9,5431.9,5390.4,
"254",2010-01-04,5500.3,5412.9,5500.3,5410.8,
"255",2010-01-05,5522.5,5500.3,5536.4,5480.7,
"256",2010-01-06,5530,5522.5,5536.5,5497.6,
"257",2010-01-07,5526.7,5530,5551.7,5499.8,
"258",2010-01-08,5534.2,5526.7,5549.3,5494.8,
"259",2010-01-11,5538.1,5534.2,5600.5,5527.9,
"260",2010-01-12,5498.7,5538.1,5549.6,5459.9,
"261",2010-01-13,5473.5,5498.7,5509.7,5450.9,
"262",2010-01-14,5498.2,5473.5,5521.9,5473.5,
"263",2010-01-15,5455.4,5498.2,5527,5450.4,
"264",2010-01-18,5494.4,5455.4,5504,5454.3,
"265",2010-01-19,5513.1,5494.4,5531.9,5431.3,
"266",2010-01-20,5420.8,5513.1,5513.1,5404,
"267",2010-01-21,5335.1,5420.8,5468.4,5331.6,
"268",2010-01-22,5303,5335.1,5345.6,5253,
"269",2010-01-25,5260.3,5303,5330.6,5252.9,
"270",2010-01-26,5276.9,5260.3,5276.9,5215.7,
"271",2010-01-27,5217.5,5276.9,5276.9,5192.6,
"272",2010-01-28,5145.7,5217.5,5280.4,5145.7,
"273",2010-01-29,5188.5,5145.7,5230.2,5145.7,
"274",2010-02-01,5247.4,5188.5,5250.1,5163.6,
"275",2010-02-02,5283.3,5247.4,5289,5208.2,
"276",2010-02-03,5253.1,5283.3,5305.4,5237.7,
"277",2010-02-04,5139.3,5253.1,5262.2,5123.9,
"278",2010-02-05,5060.9,5139.3,5139.3,5033.8,
"279",2010-02-08,5092.3,5060.9,5118.1,5033,
"280",2010-02-09,5111.8,5092.3,5132.9,5084.8,
"281",2010-02-10,5132,5111.8,5181.2,5105.3,
"282",2010-02-11,5161.5,5132,5201.8,5114.5,
"283",2010-02-12,5142.5,5161.5,5207.7,5117.4,
"284",2010-02-15,5167.5,5142.5,5194.3,5142.5,
"285",2010-02-16,5244.1,5167.5,5248.1,5167.5,
"286",2010-02-17,5276.6,5244.1,5304.5,5244.1,
"287",2010-02-18,5325.1,5276.6,5326.4,5261.7,
"288",2010-02-19,5358.2,5325.1,5366.1,5281.4,
"289",2010-02-22,5352.1,5358.2,5387,5348.1,
"290",2010-02-23,5315.1,5352.1,5395.5,5302,
"291",2010-02-24,5342.9,5315.1,5357.9,5298.2,
"292",2010-02-25,5278.2,5342.9,5370.4,5259.7,
"293",2010-02-26,5354.5,5278.2,5367.8,5278.2,
"294",2010-03-01,5405.9,5354.5,5420.8,5354.5,
"295",2010-03-02,5484.1,5405.9,5485,5403.7,
"296",2010-03-03,5533.2,5484.1,5541.8,5465.3,
"297",2010-03-04,5527.2,5533.2,5544.2,5501.1,
"298",2010-03-05,5599.8,5527.2,5605.4,5527.2,
"299",2010-03-08,5606.7,5599.8,5621.1,5579.2,
"300",2010-03-09,5602.3,5606.7,5618.4,5563.1,
"301",2010-03-10,5640.6,5602.3,5645.3,5585.4,
"302",2010-03-11,5617.3,5640.6,5642.9,5594.7,
"303",2010-03-12,5625.6,5617.3,5646.7,5612.4,
"304",2010-03-15,5593.9,5625.6,5627,5588.2,
"305",2010-03-16,5620.4,5593.9,5637.7,5593.9,
"306",2010-03-17,5644.6,5620.4,5657.8,5620.4,
"307",2010-03-18,5642.6,5644.6,5661,5619.2,
"308",2010-03-19,5650.1,5642.6,5691.2,5633.5,
"309",2010-03-22,5644.5,5650.1,5650.1,5583.5,
"310",2010-03-23,5673.6,5644.5,5695.9,5644.5,
"311",2010-03-24,5677.9,5673.6,5698.9,5636,
"312",2010-03-25,5727.6,5677.9,5737.1,5673.1,
"313",2010-03-26,5703,5727.6,5727.6,5695.5,
"314",2010-03-29,5710.7,5703,5733.1,5684.6,
"315",2010-03-30,5672.3,5710.7,5742.8,5662.8,
"316",2010-03-31,5679.6,5672.3,5698.5,5646.3,
"317",2010-04-01,5744.9,5679.6,5744.9,5679.5,
"318",2010-04-06,5780.4,5744.9,5790.4,5744.6,
"319",2010-04-07,5762.1,5780.4,5782.3,5753.4,
"320",2010-04-08,5712.7,5762.1,5762.1,5684.5,
"321",2010-04-09,5771,5712.7,5773.6,5712.7,
"322",2010-04-12,5777.6,5771,5803.7,5755.8,
"323",2010-04-13,5761.7,5777.6,5778.9,5741.9,
"324",2010-04-14,5796.3,5761.7,5812.8,5761.7,
"325",2010-04-15,5825,5796.3,5832.3,5778.4,
"326",2010-04-16,5744,5825,5833.7,5726.4,
"327",2010-04-19,5727.9,5744,5748.3,5697.2,
"328",2010-04-20,5783.7,5727.9,5796.6,5727.9,
"329",2010-04-21,5723.4,5783.7,5797,5721.3,
"330",2010-04-22,5665.3,5723.4,5761.4,5652.4,
"331",2010-04-23,5723.6,5665.3,5740.9,5665.3,
"332",2010-04-26,5753.9,5723.6,5800.7,5723.6,
"333",2010-04-27,5603.5,5753.9,5758.6,5603.5,
"334",2010-04-28,5586.6,5603.5,5640,5533.6,
"335",2010-04-29,5617.8,5586.6,5638.8,5579.7,
"336",2010-04-30,5553.3,5617.8,5643.9,5540.6,
"337",2010-05-04,5411.1,5553.3,5566,5398.9,
"338",2010-05-05,5341.9,5411.1,5428.8,5304.6,
"339",2010-05-06,5261,5341.9,5371.5,5251.3,
"340",2010-05-07,5123,5261,5264.5,5045.3,
"341",2010-05-10,5387.4,5123,5399.8,5123,
"342",2010-05-11,5334.2,5387.4,5387.4,5257.1,
"343",2010-05-12,5383.5,5334.2,5401,5284.6,
"344",2010-05-13,5433.7,5383.5,5436,5381.5,
"345",2010-05-14,5262.9,5433.7,5433.7,5245.4,
"346",2010-05-17,5262.5,5262.9,5327.5,5231.6,
"347",2010-05-18,5307.3,5262.5,5341.4,5262.5,
"348",2010-05-19,5158.1,5307.3,5307.3,5158.1,
"349",2010-05-20,5073.1,5158.1,5230.2,5000.8,
"350",2010-05-21,5062.9,5073.1,5084,4957.1,
"351",2010-05-24,5069.6,5062.9,5109.4,5021.6,
"352",2010-05-25,4940.7,5069.6,5069.6,4898.5,
"353",2010-05-26,5038.1,4940.7,5097.9,4940.5,
"354",2010-05-27,5195.2,5038.1,5195.4,5038.1,
"355",2010-05-28,5188.4,5195.2,5240.3,5186,
"356",2010-06-01,5163.3,5188.4,5192.1,5063.2,
"357",2010-06-02,5151.3,5163.3,5163.3,5072.5,
"358",2010-06-03,5211.2,5151.3,5262.5,5151.3,
"359",2010-06-04,5126,5211.2,5261.7,5102,
"360",2010-06-07,5069.1,5126,5126,5040.3,
"361",2010-06-08,5028.1,5069.1,5084.1,4984.7,
"362",2010-06-09,5085.9,5028.1,5085.9,4998.1,
"363",2010-06-10,5132.5,5085.9,5149.7,5030.9,
"364",2010-06-11,5163.7,5132.5,5184.4,5116.7,
"365",2010-06-14,5202.1,5163.7,5215.2,5163.7,
"366",2010-06-15,5217.8,5202.1,5242.1,5149.1,
"367",2010-06-16,5237.9,5217.8,5257.3,5209.4,
"368",2010-06-17,5253.9,5237.9,5293.8,5233.2,
"369",2010-06-18,5250.8,5253.9,5289.1,5239.4,
"370",2010-06-21,5299.1,5250.8,5331.5,5250.8,
"371",2010-06-22,5247,5299.1,5299.1,5210,
"372",2010-06-23,5178.5,5247,5247.9,5165.8,
"373",2010-06-24,5100.2,5178.5,5211.8,5091,
"374",2010-06-25,5046.5,5100.2,5130.5,5031.7,
"375",2010-06-28,5071.7,5046.5,5085.6,5024.7,
"376",2010-06-29,4914.2,5071.7,5071.7,4899,
"377",2010-06-30,4916.9,4914.2,4961.9,4898.5,
"378",2010-07-01,4805.8,4916.9,4916.9,4790,
"379",2010-07-02,4838.1,4805.8,4880.9,4805.8,
"380",2010-07-05,4823.5,4838.1,4863.4,4821.1,
"381",2010-07-06,4965,4823.5,4967.6,4823.5,
"382",2010-07-07,5014.8,4965,5014.8,4892,
"383",2010-07-08,5105.5,5014.8,5123.5,5014.8,
"384",2010-07-09,5132.9,5105.5,5150.6,5098.8,
"385",2010-07-12,5167,5132.9,5193.2,5128.6,
"386",2010-07-13,5271,5167,5272.3,5167,
"387",2010-07-14,5253.5,5271,5287.3,5205.8,
"388",2010-07-15,5211.3,5253.5,5268.4,5187.5,
"389",2010-07-16,5158.9,5211.3,5273.6,5153.3,
"390",2010-07-19,5148.28,5129.8,5198,5113,
"391",2010-07-20,5139.46,5172.9,5175.3,5089,
"392",2010-07-21,5214.64,5186.9,5245.3,5183,
"393",2010-07-22,5313.81,5185.1,5320.8,5177.5,
"394",2010-07-23,5312.62,5321.3,5328.3,5273,
"395",2010-07-26,5351.12,5352.8,5354.3,5301.3,
"396",2010-07-27,5365.67,5361,5412.8,5351.3,
"397",2010-07-29,5313.95,5328.4,5375.5,5302,
"398",2010-07-30,5258.02,5294.5,5322.5,5244.3,
"399",2010-08-02,5397.11,5305,5402.8,5300,
"400",2010-08-03,5396.48,5390.2,5399.3,5353,
"401",2010-08-04,5386.16,5380.1,5406.8,5317.3,
"402",2010-08-05,5365.78,5392.9,5418.3,5356.8,
"403",2010-08-06,5332.39,5391.1,5409.5,5306.8,
"404",2010-08-09,5410.52,5392.3,5420.8,5387.8,
"405",2010-08-10,5376.41,5394.9,5407.8,5346.8,
"406",2010-08-11,5245.21,5336.3,5340.5,5241.8,
"407",2010-08-12,5266.06,5220.8,5274,5208.8,
"408",2010-08-13,5275.44,5299.1,5308.8,5225.3,
"409",2010-08-16,5276.1,5277.3,5304.8,5226.5,
"410",2010-08-17,5350.55,5288.5,5355.3,5273.3,
"411",2010-08-18,5302.87,5326.4,5331.3,5294.8,
"412",2010-08-19,5211.29,5321.7,5337.3,5202.8,
"413",2010-08-20,5195.28,5208.8,5232.5,5158.8,
"414",2010-08-23,5234.84,5214,5268.8,5184.5,
"415",2010-08-24,5155.95,5202.6,5203,5106.5,
"416",2010-08-25,5117.24,5148.8,5168.5,5068.8,
"417",2010-08-26,5155.84,5146.9,5168.8,5125.3,
"418",2010-08-27,5201.56,5138.3,5219.8,5119.8,
"419",2010-08-31,5225.22,5143.3,5226.8,5128.3,
"420",2010-09-01,5366.41,5248.5,5371.8,5224.8,
"421",2010-09-02,5371.04,5348,5384.5,5342.3,
"422",2010-09-03,5428.15,5383.3,5455.8,5372.8,
"423",2010-09-06,5439.19,5459.8,5461.8,5432,
"424",2010-09-07,5407.82,5428.5,5430,5380,
"425",2010-09-08,5429.74,5381.8,5445.8,5360,
"426",2010-09-09,5494.16,5415,5504.8,5409.8,
"427",2010-09-10,5501.64,5472.5,5511.8,5472.5,
"428",2010-09-13,5565.53,5554.9,5573,5529.8,
"429",2010-09-14,5567.41,5568.5,5584,5541.3,
"430",2010-09-15,5557.07,5572.5,5579.3,5534.8,
"431",2010-09-16,5540.14,5552.3,5565.5,5533,
"432",2010-09-17,5508.45,5588.8,5618.3,5497.3,
"433",2010-09-20,5602.54,5539.5,5607.5,5535.3,
"434",2010-09-21,5576.19,5593.3,5637.5,5572.8,
"435",2010-09-22,5562.02,5597,5599.5,5515.5,
"436",2010-09-23,5547.08,5584.5,5591,5470,
"437",2010-09-24,5598.48,5526.3,5612.8,5517,
"438",2010-09-27,5573.42,5603.8,5615.5,5569,
"439",2010-09-28,5578.44,5563.3,5583.8,5504.8,
"440",2010-09-29,5569.27,5606,5625.8,5542.5,
"441",2010-09-30,5548.62,5551.8,5653.5,5537.5,
"442",2010-10-01,5592.9,5582.5,5617.5,5559.8,
"443",2010-10-04,5555.97,5607.3,5607.3,5549,
"444",2010-10-05,5635.76,5564.5,5647.3,5548.5,
"445",2010-10-06,5681.39,5659.2,5694.3,5653.5,
"446",2010-10-07,5662.13,5687.6,5708.5,5648.8,
"447",2010-10-08,5657.61,5653.5,5663.8,5604.5,
"448",2010-10-11,5672.4,5670.7,5685.8,5654.8,
"449",2010-10-12,5661.59,5643.5,5677.8,5595.8,
"450",2010-10-13,5747.35,5691.6,5761.3,5686.3,
"451",2010-10-14,5727.21,5767.8,5770.8,5711.3,
"452",2010-10-15,5703.37,5750.7,5750.7,5663.5,
"453",2010-10-18,5742.52,5681.6,5750.5,5668.5,
"454",2010-10-19,5703.89,5738.5,5762.5,5687.5,
"455",2010-10-20,5728.93,5684.4,5730.5,5678.5,
"456",2010-10-21,5757.86,5709.5,5787.5,5696.8,
"457",2010-10-22,5741.37,5747.8,5756,5721.8,
"458",2010-10-25,5751.98,5780.1,5791.8,5750.3,
"459",2010-10-26,5707.3,5735.8,5746.3,5674.8,
"460",2010-10-27,5646.02,5674.8,5690.5,5629.3,
"461",2010-10-28,5677.89,5684.8,5713,5653.3,
"462",2010-10-29,5675.16,5662.3,5700,5645.8,
"463",2010-11-01,5694.62,5711.7,5734.8,5665.8,
"464",2010-11-02,5757.43,5688.9,5773.3,5685,
"465",2010-11-03,5748.97,5762.2,5773.3,5728.3,
"466",2010-11-04,5862.79,5798.2,5876.3,5797.4,
"467",2010-11-05,5875.35,5881,5896.5,5831.8,
"468",2010-11-08,5849.96,5871.5,5882.3,5839.5,
"469",2010-11-09,5875.19,5841.2,5901.8,5841.2,
"470",2010-11-10,5816.94,5858.4,5868,5794,
"471",2010-11-11,5815.23,5838.8,5841.8,5791.3,
"472",2010-11-12,5796.87,5742.5,5831.3,5711,
"473",2010-11-15,5820.41,5780.1,5834.5,5753.5,
"474",2010-11-16,5690.8,5785.7,5789.3,5680.8,
"475",2010-11-17,5692.56,5654.8,5705.3,5653.8,
"476",2010-11-18,5768.71,5730.8,5785,5718.3,
"477",2010-11-19,5732.83,5777.7,5777.7,5682.8,
"478",2010-11-22,5680.83,5782.5,5784.5,5666.8,
"479",2010-11-23,5581.28,5640.6,5663.3,5581.28,
"480",2010-11-24,5657.1,5608.3,5665.8,5573.3,
"481",2010-11-25,5698.93,5666.3,5709.5,5653.5,
"482",2010-11-26,5668.7,5663.2,5696.5,5597.5,
"483",2010-11-29,5569.73,5698.1,5724.5,5562,
"484",2010-11-30,5528.27,5572.7,5598,5518.3,
"485",2010-12-01,5642.5,5569.8,5657.8,5559.5,
"486",2010-12-02,5767.56,5678.8,5774.3,5649.8,
"487",2010-12-03,5756.66,5764.6,5785.8,5719.5,
"488",2010-12-06,5770.28,5761.6,5785.8,5727.8,
"489",2010-12-07,5808.45,5791.3,5850.8,5769.5,
"490",2010-12-08,5794.53,5782.5,5824.3,5773.8,
"491",2010-12-09,5807.96,5823.8,5838.8,5797.5,
"492",2010-12-10,5812.95,5823.3,5826,5793.5,
"493",2010-12-13,5860.75,5837.3,5873.8,5827.8,
"494",2010-12-14,5891.21,5859,5891.21,5846,
"495",2010-12-15,5882.18,5866.8,5899,5858.5,
"496",2010-12-16,5881.12,5884.8,5908,5862,
"497",2010-12-17,5871.75,5895.3,5905,5858.3,
"498",2010-12-20,5894.1,5876.3,5915.8,5865.3,
"499",2010-12-21,5951.8,5924.4,5954,5920.3,
"500",2010-12-22,5983.49,5954,5992.5,5934,
"501",2010-12-23,5996.07,5997.4,6001.8,5981.5,
"502",2010-12-24,6008.92,5998.3,6008.92,5977.8,
"503",2010-12-29,5996.36,5995.5,6019,5973.3,
"504",2010-12-30,5971.01,5993.8,6007.8,5962.8,
"505",2010-12-31,5899.94,5979.8,5980.8,5899.94,
"506",2011-01-04,6013.87,5990,6049.5,5979.8,
"507",2011-01-05,6043.86,6011.5,6043.86,5962,
"508",2011-01-06,6019.51,6036.7,6089.3,6002.8,
"509",2011-01-07,5984.33,6009.5,6021.3,5970,
"510",2011-01-10,5956.3,5978.5,5980.8,5938.5,
"511",2011-01-11,6014.03,5986.1,6036.8,5978.8,
"512",2011-01-12,6050.72,6024.3,6050.72,6019.8,
"513",2011-01-13,6023.88,6047.8,6056.5,6004,
"514",2011-01-14,5988.12,6014.8,6031.8,5947.5,
"515",2011-01-17,5985.7,6013.6,6018.3,5974.3,
"516",2011-01-18,6056.43,6002.5,6066.8,6002.5,
"517",2011-01-19,5976.7,6076.2,6077.3,5972.3,
"518",2011-01-20,5867.91,5961.3,5966,5863.8,
"519",2011-01-21,5896.25,5879.8,5939.5,5871.5,
"520",2011-01-24,5943.85,5901.6,5960.5,5886.5,
"521",2011-01-25,5917.71,5962.4,5964.4,5903.3,
"522",2011-01-26,5977.63,5946.8,6002.5,5944.8,
"523",2011-01-27,5965.08,5969.8,5997.8,5947.8,
"524",2011-01-28,5881.37,5950.5,5950.9,5875.5,
"525",2011-01-31,5862.94,5855,5881.5,5814.3,
"526",2011-02-01,5957.82,5901.2,5964.5,5872,
"527",2011-02-02,5996.56,5978.3,6020,5968.5,
"528",2011-02-03,5983.34,5989.7,5996.3,5950.5,
"529",2011-02-04,5997.38,6000.5,6024.5,5985.3,
"530",2011-02-07,6044.16,6011.1,6054.8,5996.3,
"531",2011-02-08,6091.33,6044.3,6091.33,6031.8,
"532",2011-02-09,6052.29,6075.3,6079.5,6047.8,
"533",2011-02-10,6020.01,6039,6044.3,5984,
"534",2011-02-11,6062.9,6000.4,6069.8,5970.8,
"535",2011-02-14,6063.56,6077,6091.3,6040.8,
"536",2011-02-15,6037.08,6051.8,6072.3,6021.3,
"537",2011-02-16,6085.27,6048.5,6094.3,6042.3,
"538",2011-02-17,6087.38,6088.3,6099,6066.3,
"539",2011-02-18,6082.99,6091,6096,6046.8,
"540",2011-02-21,6014.8,6070.8,6106.5,6010.8,
"541",2011-02-22,5996.76,5983,6027.8,5922.8,
"542",2011-02-23,5923.53,5969.7,5982.3,5913.5,
"543",2011-02-24,5919.98,5864.6,5937,5856.5,
"544",2011-02-25,6001.2,5942.2,6011.3,5909.3,
"545",2011-02-28,5994.01,6001.9,6023,5961,
"546",2011-03-01,5953.87,6032.3,6041.5,5925.5,
"547",2011-03-02,5914.89,5881.6,5940.8,5863.3,
"548",2011-03-03,6005.09,5948.5,6017.5,5918,
"549",2011-03-04,5990.39,6021.7,6052.3,5982.5,
"550",2011-03-07,5973.78,5975.8,6044.5,5964.8,
"551",2011-03-08,5961.82,5987,6000.5,5909.8,
"552",2011-03-09,5937.3,5975.8,5975.8,5920.8,
"553",2011-03-10,5845.29,5883.9,5906.8,5830.3,
"554",2011-03-11,5828.67,5802.8,5841.5,5795.3,
"555",2011-03-14,5775.24,5813.3,5843,5768.3,
"556",2011-03-15,5695.28,5672.3,5713.3,5591,
"557",2011-03-16,5598.23,5719.8,5719.8,5598.23,
"558",2011-03-17,5693.8,5634.8,5708,5610.8,
"559",2011-03-18,5720.8,5706.9,5757.5,5699.3,
"560",2011-03-21,5786.09,5784.5,5800.3,5762.3,
"561",2011-03-22,5762.71,5783,5814,5742.3,
"562",2011-03-23,5795.88,5732.8,5802.8,5731.3,
"563",2011-03-24,5880.87,5791.5,5893,5780.3,
"564",2011-03-25,5900.76,5918.3,5919.3,5876.5,
"565",2011-03-28,5904.49,5903.5,5924.3,5900,
"566",2011-03-29,5932.17,5911.4,5933,5878,
"567",2011-03-30,5948.3,5970.1,5970.1,5941.5,
"568",2011-03-31,5938.66,5953.9,5974,5918.3,
"569",2011-04-01,6009.92,5929.2,6015.3,5929.2,
"570",2011-04-04,6016.98,5999,6035,5986,
