"","FTSE 100 (FTSE)_history.csv Date","FTSE 100 (FTSE)_history.csv Price","FTSE 100 (FTSE)_history.csv Open","FTSE 100 (FTSE)_history.csv High","FTSE 100 (FTSE)_history.csv Low","FTSE 100 (FTSE)_history.csv Volume"
"571",2011-04-05,6007.06,6020.8,6023,5988.5,
"572",2011-04-06,6041.13,6029.8,6057.3,6008.5,
"573",2011-04-07,6007.37,6043.3,6053.5,6007.3,
"574",2011-04-08,6055.75,6043.9,6066.5,6037.5,
"575",2011-04-11,6053.44,6054.5,6071.5,6043,
"576",2011-04-12,5964.47,6025.5,6027.8,5957.5,
"577",2011-04-13,6010.44,5991.5,6044,5983.3,
"578",2011-04-14,5963.8,5994.3,5995.5,5942.5,
"579",2011-04-15,5996.01,5977.8,5997.3,5962,
"580",2011-04-18,5870.08,5992.7,5995,5856.8,
"581",2011-04-19,5896.87,5903,5921.3,5889.8,
"582",2011-04-20,6022.26,5953.8,6034.8,5953.8,
"583",2011-04-21,6018.3,6053.9,6053.9,6007.8,
"584",2011-04-26,6069.36,6006.1,6073,6005.5,
"585",2011-04-27,6068.16,6066,6090.5,6044.8,
"586",2011-04-28,6069.9,6085.8,6089.3,6050,
"587",2011-05-03,6082.88,6094.9,6103.3,6050,
"588",2011-05-04,5984.07,6049,6074.5,5972.3,
"589",2011-05-05,5919.98,6002.8,6009.3,5911.3,
"590",2011-05-06,5976.77,5918.3,5986.5,5870.3,
"591",2011-05-09,5942.69,5946,5999.3,5920,
"592",2011-05-10,6018.89,5950.3,6023.3,5947.8,
"593",2011-05-11,5976,6031.6,6039.8,5963,
"594",2011-05-12,5944.96,5925.5,5944.96,5879.8,
"595",2011-05-13,5925.87,5968.1,6000,5916.5,
"596",2011-05-16,5923.69,5902.2,5935.3,5859.3,
"597",2011-05-17,5861,5894.1,5942.3,5861,
"598",2011-05-18,5923.49,5906.8,5933.8,5886.3,
"599",2011-05-19,5955.99,5959.8,6004,5935.3,
"600",2011-05-20,5948.49,5968.8,6018.5,5926.3,
"601",2011-05-23,5835.89,5870.3,5874.3,5832,
"602",2011-05-24,5858.41,5843.3,5884.3,5842.3,
"603",2011-05-25,5870.14,5810.4,5881.5,5809.6,
"604",2011-05-26,5880.99,5888.3,5912,5866.3,
"605",2011-05-27,5938.87,5925.3,5951.8,5916.3,
"606",2011-05-31,5989.99,5981.8,6010.8,5969.5,
"607",2011-06-01,5928.61,5989.4,5991.3,5910.3,
"608",2011-06-02,5847.92,5872.8,5893,5847.92,
"609",2011-06-03,5855.01,5864.5,5868,5802.5,
"610",2011-06-06,5863.16,5834.8,5883.3,5827.5,
"611",2011-06-07,5864.65,5858.3,5891.3,5848.8,
"612",2011-06-08,5808.89,5852.3,5861.8,5791.8,
"613",2011-06-09,5856.34,5804.8,5862,5794.8,
"614",2011-06-10,5769.3,5847,5868.3,5757.3,
"615",2011-06-13,5773.46,5769.6,5794.8,5763,
"616",2011-06-14,5803.13,5805.9,5823.3,5783.8,
"617",2011-06-15,5742.55,5787.6,5799.8,5742.55,
"618",2011-06-16,5698.81,5701,5717.5,5642.8,
"619",2011-06-17,5714.94,5668.4,5732.8,5643.8,
"620",2011-06-20,5693.39,5665.6,5705.3,5647.3,
"621",2011-06-21,5775.31,5717.5,5779.3,5714.3,
"622",2011-06-22,5772.99,5767.3,5789.8,5741.8,
"623",2011-06-23,5674.38,5744.7,5750,5662,
"624",2011-06-24,5697.72,5743.1,5768,5679.5,
"625",2011-06-27,5722.34,5677.8,5728,5677.8,
"626",2011-06-28,5766.88,5747.3,5796.8,5733.3,
"627",2011-06-29,5855.95,5802,5866.8,5799.5,
"628",2011-06-30,5945.71,5880.3,5947.3,5879,
"629",2011-07-01,5989.76,5953.5,5999.8,5935.8,
"630",2011-07-04,6017.54,5991.5,6031.3,5984.5,
"631",2011-07-05,6024.03,6018,6037.3,6012.3,
"632",2011-07-06,6002.92,6019.5,6023.3,5972.3,
"633",2011-07-07,6054.55,6026.2,6071.3,6005,
"634",2011-07-08,5990.58,6080.3,6084.3,5980.5,
"635",2011-07-11,5929.16,5974,6000,5898.8,
"636",2011-07-12,5868.96,5873.8,5899.5,5790.5,
"637",2011-07-13,5904.19,5861.9,5910.5,5848.5,
"638",2011-07-14,5846.95,5857.3,5895.8,5839.8,
"639",2011-07-15,5843.66,5821.8,5863,5805.3,
"640",2011-07-18,5752.81,5804,5816.5,5752.81,
"641",2011-07-19,5789.99,5773.4,5802.3,5765.3,
