"","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Date","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Price","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Open","Jakarta Stock Exchange Composite Index (JKSE)_history.csv High","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Low","Jakarta Stock Exchange Composite Index (JKSE)_history.csv Volume"
"589",2011-05-31,3836.97,3826.32,3841.43,3819.31,"6.81e+09"
"590",2011-06-01,3837.76,3837.18,3856.61,3832.34,"6.48e+09"
"591",2011-06-03,3844.02,3837.67,3844.02,3812.43,"3.47e+09"
"592",2011-06-06,3834.2,3843.74,3843.74,3819.6,"3.46e+09"
"593",2011-06-07,3842.95,3832.32,3843.21,3815.55,"5.34e+09"
"594",2011-06-08,3825.82,3842.86,3842.86,3811.75,"4.72e+09"
"595",2011-06-09,3806.19,3825.64,3829.81,3797.16,"4.24e+09"
"596",2011-06-10,3787.65,3807.12,3821.84,3779.28,"2.63e+09"
"597",2011-06-13,3748.76,3787.37,3787.37,3728.4,"3.69e+09"
"598",2011-06-14,3773.27,3747.82,3775.25,3738.07,"2.77e+09"
"599",2011-06-15,3794.25,3773.36,3809.7,3773.36,"3.49e+09"
"600",2011-06-16,3740.47,3793.97,3793.97,3720.79,"4.1e+09"
"601",2011-06-17,3722.3,3739.54,3759.2,3704.58,"3.75e+09"
"602",2011-06-20,3729.12,3722.58,3751.75,3710.82,"2.69e+09"
"603",2011-06-21,3794.94,3729.67,3797.56,3729.67,"3.66e+09"
"604",2011-06-22,3821.83,3795.31,3822.42,3795.31,"3.65e+09"
"605",2011-06-23,3823.65,3821.55,3829.63,3801.7,"3.25e+09"
"606",2011-06-24,3848.56,3823.56,3854.18,3817.38,"3.52e+09"
"607",2011-06-27,3813.43,3848.37,3848.37,3806.72,"2.63e+09"
"608",2011-06-28,3830.27,3813.52,3838.59,3813.52,"3.36e+09"
"609",2011-06-30,3888.57,3830.46,3896.16,3830.46,"3.57e+09"
"610",2011-07-01,3927.1,3888.2,3956.78,3888.2,"3.18e+09"
"611",2011-07-04,3953.52,3927.19,3962.28,3927.19,"3.17e+09"
"612",2011-07-05,3924.13,3953.15,3958.12,3905.73,"3.76e+09"
"613",2011-07-06,3908.96,3923.67,3933.02,3890.55,"3.55e+09"
"614",2011-07-07,3939.47,3909.14,3944.95,3908.57,"3.15e+09"
"615",2011-07-08,4003.69,3939.75,4005.69,3939.75,"3.12e+09"
"616",2011-07-11,3995.59,4002.76,4002.76,3971.32,"2.93e+09"
"617",2011-07-12,3938.01,3995.22,3995.22,3926.83,"3.31e+09"
"618",2011-07-13,3980.84,3938.25,3980.86,3938.25,"4.58e+09"
"619",2011-07-14,3997.64,3980.75,3997.95,3975.87,"4.3e+09"
"620",2011-07-15,4023.2,3997.87,4024.03,3989.74,"3.4e+09"
"621",2011-07-18,4032.97,4024.13,4042.73,4021.81,"3.12e+09"
"622",2011-07-19,4023.42,4032.7,4032.7,4002.46,"5.39e+09"
"623",2011-07-20,4050.63,4023.6,4055.05,4020.82,"6.8e+09"
"624",2011-07-21,4068.07,4050.72,4072.83,4048.18,"7.52e+09"
"625",2011-07-22,4106.82,4069.94,4109.08,4069.94,"6.46e+09"
"626",2011-07-25,4087.09,4104.46,4104.46,4067.24,"6.09e+09"
"627",2011-07-26,4132.78,4086.45,4133.69,4082.19,"8.16e+09"
"628",2011-07-27,4174.11,4132.68,4177.74,4125.96,"6.73e+09"
"629",2011-07-28,4145.83,4172.25,4172.25,4122,"5.21e+09"
"630",2011-07-29,4130.8,4146.76,4160.5,4102.82,"5.15e+09"
"631",2011-08-01,4193.44,4131.73,4193.56,4131.73,"6.56e+09"
"632",2011-08-02,4177.85,4192.51,4195.72,4148.95,"5.88e+09"
"633",2011-08-03,4136.51,4177.57,4177.57,4095.87,"4.87e+09"
"634",2011-08-04,4122.09,4136.69,4157.25,4095.62,"5.23e+09"
"635",2011-08-05,3921.64,4119.88,4119.88,3866.71,"8.58e+09"
"636",2011-08-08,3850.27,3920.82,3920.82,3714.92,"7.9e+09"
"637",2011-08-09,3735.12,3846.23,3873.55,3590.94,"8.65e+09"
"638",2011-08-10,3863.58,3736.04,3883.55,3736.04,"6.32e+09"
"639",2011-08-11,3869.36,3863.39,3871.28,3803.25,"5.79e+09"
"640",2011-08-12,3890.53,3868.63,3926.55,3864.42,"4.98e+09"
"641",2011-08-15,3960.02,3890.8,3960.52,3890.8,"4.37e+09"
"642",2011-08-16,3953.28,3960.11,3996.37,3937.69,"6.78e+09"
"643",2011-08-18,4020.99,3953.83,4020.99,3953.83,"5.53e+09"
"644",2011-08-19,3842.75,4019.8,4019.8,3823.37,"5.21e+09"
"645",2011-08-22,3839.62,3843.68,3854.19,3761.03,"3.97e+09"
"646",2011-08-23,3880.46,3840.06,3881.2,3821.38,"4.11e+09"
"647",2011-08-24,3847.02,3881.4,3906.49,3840.48,"3.91e+09"
"648",2011-08-25,3844.38,3847.39,3886.17,3835.02,"3.31e+09"
"649",2011-08-26,3841.73,3842.51,3847.25,3800.48,"2.39e+09"
"650",2011-09-05,3866.17,3842.65,3912.19,3841.72,"2.67e+09"
"651",2011-09-06,3889.97,3865.53,3891.03,3829.61,"2.98e+09"
"652",2011-09-07,4001.43,3890.52,4002.4,3890.52,"4.4e+09"
"653",2011-09-08,4005.39,4001.71,4021.76,3978.34,"3.76e+09"
"654",2011-09-09,3998.5,4004.46,4028.48,3991.58,"3.05e+09"
"655",2011-09-12,3896.12,3997.22,3997.22,3880.7,"2.72e+09"
"656",2011-09-13,3874.78,3896.21,3929.55,3855.04,"3.49e+09"
"657",2011-09-14,3799.04,3875.06,3897.31,3775.37,"4.19e+09"
"658",2011-09-15,3774.33,3799.4,3829.38,3710.09,"3.27e+09"
"659",2011-09-16,3835.18,3775.45,3850.28,3775.45,"3.14e+09"
"660",2011-09-19,3755.05,3834.08,3834.08,3739.51,"2.67e+09"
"661",2011-09-20,3752.11,3754.83,3754.83,3673.22,"3.52e+09"
"662",2011-09-21,3697.49,3751.93,3752.3,3687.91,"2.61e+09"
"663",2011-09-22,3369.14,3695.94,3695.94,3360.19,"5.29e+09"
"664",2011-09-23,3426.35,3367.4,3426.83,3258.37,"3.92e+09"
"665",2011-09-26,3316.14,3425.6,3429.46,3217.95,"4.89e+09"
"666",2011-09-27,3473.94,3316.69,3487.76,3316.69,"4.29e+09"
"667",2011-09-28,3513.17,3474.31,3531.89,3452.98,"4.02e+09"
"668",2011-09-29,3537.18,3512.98,3549.18,3466.63,"2.67e+09"
"669",2011-09-30,3549.03,3537.27,3579.66,3523.17,"3.11e+09"
"670",2011-10-03,3348.71,3548.12,3548.12,3329.87,"3.56e+09"
"671",2011-10-04,3269.45,3347.22,3352.39,3256.44,"3.88e+09"
"672",2011-10-05,3293.24,3269.54,3315.68,3269.54,"2.92e+09"
"673",2011-10-06,3443.11,3293.51,3447.07,3293.51,"4.27e+09"
"674",2011-10-07,3425.68,3443.47,3526.8,3418.14,"4.26e+09"
"675",2011-10-10,3451.08,3424.57,3452.42,3413.27,"2.04e+09"
"676",2011-10-11,3531.75,3451.63,3563.41,3451.63,"5.55e+09"
"677",2011-10-12,3635.93,3522.82,3637.12,3516.62,"7.2e+09"
"678",2011-10-13,3675.38,3636.57,3702.76,3636.57,"7.93e+09"
"679",2011-10-14,3664.68,3675.01,3688.14,3639.34,"3.93e+09"
"680",2011-10-17,3729.01,3665.32,3730.3,3665.32,"7.33e+09"
"681",2011-10-18,3622.03,3728.01,3728.01,3580.77,"5.14e+09"
"682",2011-10-19,3685.31,3622.58,3697.39,3622.58,"5.06e+09"
"683",2011-10-20,3622.78,3684.85,3684.85,3593.66,"3.06e+09"
"684",2011-10-21,3620.66,3622.87,3643.85,3594.49,"3.09e+09"
"685",2011-10-24,3706.78,3621.12,3716.64,3621.12,"4.83e+09"
"686",2011-10-25,3710.48,3706.69,3733.93,3699.44,"2.99e+09"
"687",2011-10-26,3738.61,3710.39,3740.73,3680.15,"3.04e+09"
"688",2011-10-27,3813,3739.54,3814.58,3739.54,"5.89e+09"
"689",2011-10-28,3829.96,3814.01,3875.11,3811.39,"5.07e+09"
"690",2011-10-31,3790.85,3830.88,3830.88,3758.49,"3.64e+09"
"691",2011-11-01,3685.01,3790.11,3790.11,3681.34,"4.01e+09"
"692",2011-11-02,3763.03,3684.19,3763.39,3624.23,"4.93e+09"
"693",2011-11-03,3705.81,3763.31,3763.31,3686.01,"3.57e+09"
"694",2011-11-04,3783.63,3706.45,3801.06,3706.45,"3.32e+09"
"695",2011-11-07,3778.24,3783.08,3791.82,3765.24,"2.35e+09"
"696",2011-11-08,3805.65,3778.7,3806.92,3778.7,"2.25e+09"
"697",2011-11-09,3857.36,3806.47,3859.1,3806.47,"3.33e+09"
"698",2011-11-10,3783.88,3856.45,3856.45,3748.09,"2.93e+09"
"699",2011-11-11,3778.89,3784.25,3800.29,3764.89,"2.43e+09"
"700",2011-11-14,3833.04,3779.34,3833.23,3779.34,"3.43e+09"
"701",2011-11-15,3813.84,3833.13,3833.13,3799.45,"2.24e+09"
"702",2011-11-16,3814.09,3813.93,3817.2,3768.53,"3.38e+09"
"703",2011-11-17,3792.25,3813.73,3813.73,3781.39,"2.07e+09"
"704",2011-11-18,3754.5,3792.16,3792.16,3745.14,"1.88e+09"
"705",2011-11-21,3679.83,3754.23,3754.23,3668.11,"2.69e+09"
"706",2011-11-22,3735.53,3679.74,3736.02,3671.4,"2.57e+09"
"707",2011-11-23,3687.01,3734.62,3734.62,3665.5,"1.8e+09"
"708",2011-11-24,3696.03,3686.37,3696.89,3659.43,"2.09e+09"
"709",2011-11-25,3637.19,3696.12,3696.12,3628.76,"2.03e+09"
"710",2011-11-28,3647.05,3637.92,3676.4,3618.97,"1.92e+09"
"711",2011-11-29,3687.77,3647.23,3710.75,3646.86,"2.3e+09"
"712",2011-11-30,3715.08,3688.13,3719.95,3679.21,"2.95e+09"
"713",2011-12-01,3781.1,3715.44,3811.54,3715.44,"3.86e+09"
"714",2011-12-02,3779.84,3781.47,3781.47,3757.45,"2.2e+09"
"715",2011-12-05,3780.79,3780.56,3791.54,3762.63,"2.38e+09"
"716",2011-12-06,3752.67,3780.06,3780.76,3736.41,"2.2e+09"
"717",2011-12-07,3793.24,3753.37,3793.49,3753.37,"3.05e+09"
"718",2011-12-08,3781.76,3793.32,3793.32,3762.27,"2.99e+09"
"719",2011-12-09,3759.61,3781.03,3781.03,3728.73,"2.36e+09"
"720",2011-12-12,3792.15,3761.08,3803.7,3761.08,"3.72e+09"
"721",2011-12-13,3763.58,3791.43,3791.43,3742.59,"3.89e+09"
"722",2011-12-14,3751.6,3763.4,3765.09,3741.72,"4.41e+09"
"723",2011-12-15,3701.54,3751.15,3751.15,3666.25,"3.28e+09"
"724",2011-12-16,3768.35,3701.91,3778.12,3701.91,"4.14e+09"
"725",2011-12-19,3770.29,3768.26,3773.8,3753.28,"2.83e+09"
"726",2011-12-20,3752.34,3770.83,3789.88,3745.05,"4.26e+09"
"727",2011-12-21,3794.27,3752.79,3808.39,3752.79,"4.37e+09"
"728",2011-12-22,3795.44,3791.72,3804.04,3779.43,"3.93e+09"
"729",2011-12-23,3797.15,3795.81,3821.99,3777.02,"2.39e+09"
"730",2011-12-27,3789.43,3796.97,3806.18,3757.53,"1.43e+09"
"731",2011-12-28,3769.21,3789.53,3789.53,3744.63,"2.08e+09"
"732",2011-12-29,3808.77,3769.12,3813.09,3736.23,"1.83e+09"
"733",2011-12-30,3821.99,3808.95,3825.96,3805.08,"2.6e+09"
"734",2012-01-02,3809.14,3821.63,3825.1,3797,"2.49e+09"
"735",2012-01-03,3857.88,3808.69,3858.19,3808.69,"4.97e+09"
"736",2012-01-04,3907.42,3858.06,3921.17,3858.06,"3.91e+09"
"737",2012-01-05,3906.26,3907.51,3924.05,3893.19,"3.45e+09"
"738",2012-01-06,3869.41,3906.44,3906.68,3852.75,"2.16e+09"
"739",2012-01-09,3889.07,3868.78,3890.2,3848.34,"3.55e+09"
"740",2012-01-10,3938.84,3888.71,3941.31,3886.87,"5.02e+09"
"741",2012-01-11,3909.64,3938.93,3954.86,3902.34,"3.15e+09"
"742",2012-01-12,3909.5,3910,3918.59,3890.93,"4.25e+09"
"743",2012-01-13,3935.33,3909.05,3943.26,3909.05,"4.29e+09"
"744",2012-01-16,3909.69,3935.24,3935.24,3894.83,"3.12e+09"
"745",2012-01-17,3954.76,3910.06,3955.74,3910.06,"4.81e+09"
"746",2012-01-18,3978.13,3954.57,3978.45,3947.86,"4.07e+09"
"747",2012-01-19,4001.07,3978.49,4027.89,3978.49,"4.35e+09"
"748",2012-01-20,3986.51,4001.8,4024.95,3967.34,"3.63e+09"
"749",2012-01-24,3994.58,3986.97,4038.78,3985.51,"2.07e+09"
"750",2012-01-25,3963.61,3995.12,3997.11,3948.96,"2.65e+09"
"751",2012-01-26,3983.43,3963.78,3983.51,3950.74,"3.28e+09"
"752",2012-01-27,3986.41,3983.52,3992.9,3969.46,"2.77e+09"
"753",2012-01-30,3915.16,3986.14,3986.14,3896.4,"2.86e+09"
"754",2012-01-31,3941.69,3914.62,3941.69,3902.16,"3.42e+09"
"755",2012-02-01,3964.98,3941.78,3965.32,3936.81,"3.62e+09"
"756",2012-02-02,4016.9,3965.43,4020.41,3965.43,"4.69e+09"
"757",2012-02-03,4015.95,4016.63,4025.94,4001.21,"4.23e+09"
"758",2012-02-06,3974.79,4015.77,4040.08,3957.55,"3.67e+09"
"759",2012-02-07,3955.45,3975.15,3986.37,3929.64,"3.8e+09"
"760",2012-02-08,3988.7,3955.63,3988.85,3950.45,"3.48e+09"
"761",2012-02-09,3978.99,3988.59,3988.59,3953.82,"3.13e+09"
"762",2012-02-10,3912.39,3978.63,3978.99,3895.61,"3e+09"
"763",2012-02-13,3961.9,3912.48,3962.62,3906.91,"2.6e+09"
"764",2012-02-14,3952.82,3962.8,3964.41,3939.93,"2.73e+09"
"765",2012-02-15,3953.04,3952.28,3963.53,3942.24,"2.85e+09"
"766",2012-02-16,3927.61,3952.51,3952.51,3913.9,"3.57e+09"
"767",2012-02-17,3976.54,3928.24,3976.58,3928.24,"3.27e+09"
"768",2012-02-20,3980.25,3976.81,3995.08,3961.35,"2.48e+09"
"769",2012-02-21,4002.95,3980.16,4008.23,3980.16,"3.1e+09"
"770",2012-02-22,3995.02,4002.68,4002.68,3979.09,"4.01e+09"
"771",2012-02-23,3958.81,3994.66,3994.66,3953.43,"3.04e+09"
"772",2012-02-24,3894.56,3958.54,3959.1,3850.13,"4e+09"
"773",2012-02-27,3861.02,3894.2,3894.76,3838.54,"2.1e+09"
"774",2012-02-28,3903.56,3861.2,3907.14,3858.08,"2.79e+09"
"775",2012-02-29,3985.21,3903.83,3986.11,3903.83,"3.34e+09"
"776",2012-03-01,3962.29,3985.03,3985.03,3950.76,"2.33e+09"
"777",2012-03-02,4004.87,3962.92,4005.16,3961.44,"2.5e+09"
"778",2012-03-05,3984.9,4004.76,4004.76,3966.72,"1.8e+09"
"779",2012-03-06,3967.08,3984.36,3984.36,3938.74,"1.99e+09"
"780",2012-03-07,3942.52,3965.98,3965.98,3929.19,"2.44e+09"
"781",2012-03-08,3967.67,3943.06,3970.23,3942.95,"2.25e+09"
"782",2012-03-09,3991.54,3968.3,3995.19,3968.3,"2.57e+09"
"783",2012-03-12,3987.35,3984.18,4007.95,3969,"2.08e+09"
"784",2012-03-13,4008.64,3987.98,4008.68,3987.98,"2.18e+09"
"785",2012-03-14,4054.33,4009.09,4058.8,4009.09,"2.94e+09"
"786",2012-03-15,4039.98,4054.69,4065.7,4032.22,"3.29e+09"
"787",2012-03-16,4028.54,4040.52,4060.08,4017.86,"3.38e+09"
"788",2012-03-19,4024.73,4028.9,4043.19,4012.54,"2.4e+09"
"789",2012-03-20,4022.17,4025.18,4035.31,4003.52,"2.44e+09"
"790",2012-03-21,4036.23,4022.26,4036.68,4014.83,"2.76e+09"
"791",2012-03-22,4041.56,4036.41,4044.15,4024.04,"2.32e+09"
"792",2012-03-26,4031.71,4041.74,4061.14,4011.93,"2.37e+09"
"793",2012-03-27,4079.38,4032.33,4081.85,4032.33,"3.2e+09"
"794",2012-03-28,4090.57,4079.29,4091.94,4063.8,"3.07e+09"
"795",2012-03-29,4105.17,4090.39,4105.63,4063.51,"3.43e+09"
"796",2012-03-30,4121.55,4105.26,4129.33,4099.72,"2.84e+09"
"797",2012-04-02,4166.07,4121.82,4168.75,4121.71,"4.69e+09"
"798",2012-04-03,4215.44,4166.61,4232.92,4166.61,"4.32e+09"
"799",2012-04-04,4134.04,4215.08,4215.08,4122.22,"3.28e+09"
"800",2012-04-05,4166.37,4132.96,4171.2,4109.32,"3.36e+09"
"801",2012-04-09,4154.07,4165.75,4165.75,4141.72,"4.3e+09"
"802",2012-04-10,4149.8,4156.38,4171.67,4143.74,"3.72e+09"
"803",2012-04-11,4130.01,4149.62,4150.46,4111.76,"4.26e+09"
"804",2012-04-12,4139.54,4130.19,4149.75,4120.37,"4.38e+09"
"805",2012-04-13,4159.28,4139.81,4164.74,4138.63,"3.53e+09"
"806",2012-04-16,4146.58,4159.37,4164.48,4135.62,"3.49e+09"
"807",2012-04-17,4157.37,4147.03,4172.38,4140.93,"3.85e+09"
"808",2012-04-18,4166.24,4158.09,4185.21,4151.26,"4.39e+09"
"809",2012-04-19,4163.72,4166.42,4167.42,4146.21,"3.76e+09"
"810",2012-04-20,4181.37,4163.9,4181.78,4159.04,"4.18e+09"
"811",2012-04-23,4155.49,4181.46,4193.24,4130.85,"5.04e+09"
"812",2012-04-24,4170.35,4155.71,4173.74,4147.02,"4.77e+09"
"813",2012-04-25,4163.64,4169.99,4170.18,4149.27,"4.69e+09"
"814",2012-04-26,4180.31,4163.82,4201.06,4163.46,"4.59e+09"
"815",2012-04-27,4163.98,4180.67,4189.45,4155.34,"3.63e+09"
"816",2012-04-30,4180.73,4164.07,4180.91,4144.35,"3.29e+09"
"817",2012-05-01,4195.98,4181.09,4196.29,4170.71,"3.5e+09"
"818",2012-05-02,4219.29,4196.43,4220.55,4192.49,"3.93e+09"
"819",2012-05-03,4224,4218.57,4226.42,4202.79,"4.12e+09"
"820",2012-05-04,4216.68,4224.18,4234.73,4202.67,"3.82e+09"
"821",2012-05-07,4158.86,4216.41,4216.41,4130.25,"3.07e+09"
"822",2012-05-08,4181.07,4159.13,4182.9,4158.51,"2.61e+09"
"823",2012-05-09,4129.06,4180.17,4180.17,4118.26,"2.81e+09"
"824",2012-05-10,4133.63,4128.61,4137.67,4110.9,"3.05e+09"
"825",2012-05-11,4114.14,4133.36,4133.36,4093.66,"2.39e+09"
"826",2012-05-14,4053.07,4114.57,4120.23,4043.97,"2.51e+09"
"827",2012-05-15,4045.64,4028.7,4068.72,3997.77,"3.08e+09"
"828",2012-05-16,3980.5,4007.15,4007.15,3926.39,"3.1e+09"
"829",2012-05-21,3940.11,3958,3958.47,3907.51,"2.76e+09"
"830",2012-05-22,4021.1,3965.17,4024.39,3965.17,"3.39e+09"
"831",2012-05-23,3981.58,4001.62,4001.62,3950.82,"2.32e+09"
"832",2012-05-24,3984.87,3977.91,3992.58,3961.64,"2.43e+09"
"833",2012-05-25,3902.51,3968.34,3970.24,3885.59,"2.71e+09"
"834",2012-05-28,3918.69,3877.05,3927.86,3850.45,"2.04e+09"
"835",2012-05-29,3919.06,3909.53,3924.26,3893,"1.7e+09"
"836",2012-05-30,3917.92,3911.99,3922.65,3896.86,"2.06e+09"
"837",2012-05-31,3832.82,3879.06,3881.49,3810.39,"3.76e+09"
"838",2012-06-01,3799.77,3820.38,3841.04,3781.92,"2.06e+09"
"839",2012-06-04,3654.58,3730.04,3730.04,3635.28,"2.99e+09"
"840",2012-06-05,3717.88,3696.97,3735.45,3696.97,"2.3e+09"
"841",2012-06-06,3841.33,3735.5,3841.49,3734.72,"3.84e+09"
"842",2012-06-07,3840.6,3876.79,3909.39,3823.91,"3.09e+09"
"843",2012-06-08,3825.33,3823.88,3840.8,3805.34,"1.88e+09"
"844",2012-06-11,3866.21,3855.84,3879.81,3845.78,"2.49e+09"
"845",2012-06-12,3852.58,3840.8,3855.45,3824.95,"2e+09"
"846",2012-06-13,3860.46,3862.94,3875.14,3847.29,"3.42e+09"
"847",2012-06-14,3791.62,3857.73,3860.7,3777.96,"3.12e+09"
"848",2012-06-15,3818.11,3811.1,3827.04,3774.69,"4.26e+09"
"849",2012-06-18,3860.16,3860.09,3897.43,3849.93,"3.04e+09"
"850",2012-06-19,3880.82,3859.06,3884.5,3853.26,"2.18e+09"
"851",2012-06-20,3943.9,3887.5,3944.06,3886.45,"4.25e+09"
"852",2012-06-21,3901.79,3943.55,3943.55,3877.51,"3.43e+09"
"853",2012-06-22,3889.52,3863.36,3891.21,3843.02,"2.39e+09"
"854",2012-06-25,3857.59,3890.46,3893.47,3848.85,"1.88e+09"
"855",2012-06-26,3881.4,3854.43,3889.91,3849.06,"2.42e+09"
"856",2012-06-27,3934.87,3888.86,3939.04,3887.09,"2.56e+09"
"857",2012-06-28,3887.57,3946.15,3952.9,3880.55,"2.28e+09"
"858",2012-06-29,3955.58,3903.66,3971.08,3903.66,"2.2e+09"
"859",2012-07-02,3991.54,3976.71,3997.32,3972.36,"3.05e+09"
"860",2012-07-03,4049.89,4006.14,4052.85,4003.19,"3.11e+09"
"861",2012-07-04,4075.92,4059.87,4090.76,4059.48,"3.97e+09"
"862",2012-07-05,4069.84,4086.34,4086.34,4058.89,"2.38e+09"
"863",2012-07-06,4055.2,4069.91,4074.49,4037.63,"1.85e+09"
"864",2012-07-09,3985.04,4035.33,4038.39,3976.36,"1.77e+09"
"865",2012-07-10,4009.68,3987.26,4010.48,3977.61,"1.98e+09"
"866",2012-07-11,4019.13,4007.39,4022.88,4001.17,"2.08e+09"
"867",2012-07-12,3984.12,4013.16,4013.37,3963.47,"2.67e+09"
"868",2012-07-13,4019.67,3984.77,4024.13,3984.09,"1.84e+09"
"869",2012-07-16,4047.47,4035.84,4064.41,4035.84,"2.51e+09"
"870",2012-07-17,4080.67,4064.03,4084.5,4059.8,"2.32e+09"
"871",2012-07-18,4081.64,4078.93,4102.5,4070.84,"2.36e+09"
"872",2012-07-19,4096.2,4092.99,4108.67,4073.03,"2.33e+09"
"873",2012-07-20,4081.2,4096.26,4105.85,4066.25,"1.87e+09"
"874",2012-07-23,4009.79,4045.2,4045.2,3997.92,"1.89e+09"
"875",2012-07-24,3992.11,4011.8,4035.28,3982.24,"2.23e+09"
"876",2012-07-25,4000.84,3978.06,4004.85,3964.81,"1.72e+09"
"877",2012-07-26,4004.78,3998.65,4015.02,3979.6,"1.96e+09"
"878",2012-07-27,4084.21,4033.33,4088.83,4033.33,"2.41e+09"
"879",2012-07-30,4099.12,4102.56,4119.84,4085.29,"2.32e+09"
"880",2012-07-31,4142.34,4108.95,4149.71,4104.62,"3.5e+09"
"881",2012-08-01,4130.46,4129.81,4134.01,4103.46,"3.52e+09"
"882",2012-08-02,4093.11,4128.52,4149.66,4082.96,"2.38e+09"
"883",2012-08-03,4099.81,4076.61,4103.29,4059.94,"1.83e+09"
"884",2012-08-06,4105.5,4139.62,4146.66,4097.75,"2.29e+09"
"885",2012-08-07,4085.58,4110.57,4119.58,4078.09,"3.65e+09"
"886",2012-08-08,4090.71,4087.49,4104.57,4078.63,"2.8e+09"
"887",2012-08-09,4131.17,4099.63,4134.83,4097.48,"2.55e+09"
"888",2012-08-10,4141.56,4133.41,4150.01,4118.16,"2.87e+09"
"889",2012-08-13,4102.53,4148.47,4152.82,4087.26,"2.05e+09"
"890",2012-08-14,4121.56,4116.89,4122.66,4086.34,"2.03e+09"
"891",2012-08-15,4141.99,4115.77,4142.24,4103.12,"2.55e+09"
"892",2012-08-16,4160.51,4143.5,4163.77,4134.56,"3.14e+09"
"893",2012-08-21,4160.51,4160.51,4160.51,4160.51,
"894",2012-08-23,4162.66,4153.03,4183.03,4137.87,"2.43e+09"
"895",2012-08-24,4145.4,4146.44,4155.94,4125.26,"1.7e+09"
"896",2012-08-27,4145.88,4145.4,4152.1,4138.94,"702720000"
"897",2012-08-28,4142.85,4150.17,4159.92,4121.03,"2.67e+09"
"898",2012-08-29,4093.17,4135.12,4138.33,4072.85,"3.07e+09"
"899",2012-08-30,4025.58,4064.58,4066.42,4004.14,"2.89e+09"
"900",2012-08-31,4060.33,4005.04,4068.02,3978.08,"3.1e+09"
"901",2012-09-03,4117.95,4052.89,4118.33,4047.28,"2.69e+09"
"902",2012-09-04,4105.25,4120.03,4128.16,4098.31,"3.41e+09"
"903",2012-09-05,4075.35,4087.91,4105.73,4065.7,"3.23e+09"
"904",2012-09-06,4102.86,4083.66,4103.68,4080.82,"3.28e+09"
"905",2012-09-07,4143.68,4131.59,4154.97,4126.19,"3.21e+09"
"906",2012-09-10,4160.66,4152.87,4163.89,4128.35,"2.23e+09"
"907",2012-09-11,4155.36,4152.47,4157.28,4127.76,"2.4e+09"
"908",2012-09-12,4174.1,4166.35,4177.16,4142.37,"2.47e+09"
"909",2012-09-13,4170.64,4173.51,4185.02,4162.15,"4.27e+09"
"910",2012-09-14,4257,4205.42,4269.05,4205.42,"5.32e+09"
"911",2012-09-17,4255.28,4265.75,4272.83,4236.83,"4.19e+09"
"912",2012-09-18,4223.89,4247.37,4249.43,4198.9,"3.27e+09"
"913",2012-09-19,4244.71,4216.25,4253.25,4213.44,"3.82e+09"
"914",2012-09-20,4217.52,4232.74,4236.69,4206.6,"4.98e+09"
"915",2012-09-21,4244.62,4226.29,4245.25,4208.62,"4.25e+09"
"916",2012-09-24,4200.91,4224.04,4240.25,4190.99,"4.79e+09"
"917",2012-09-25,4226.89,4208.15,4228.1,4190.55,"4.01e+09"
"918",2012-09-26,4180.16,4215.65,4215.67,4153.45,"3.04e+09"
"919",2012-09-27,4225.02,4185.19,4235.86,4179.36,"4.42e+09"
"920",2012-09-28,4262.56,4236.74,4263.96,4233.03,"3.29e+09"
"921",2012-10-01,4236.29,4249.69,4249.69,4214.52,"2.93e+09"
"922",2012-10-02,4256.84,4245.53,4264.78,4241.01,"3.88e+09"
"923",2012-10-03,4251.51,4267.84,4267.84,4238.45,"4.03e+09"
"924",2012-10-04,4271.46,4255.94,4275.75,4248.3,"2.82e+09"
"925",2012-10-05,4311.31,4284.08,4320.59,4283.85,"2.88e+09"
"926",2012-10-08,4268.23,4312.21,4324.8,4242,"3.09e+09"
"927",2012-10-09,4280.25,4272.74,4293.98,4263.16,"2.91e+09"
"928",2012-10-10,4280.01,4263.15,4281.61,4246.45,"3.16e+09"
"929",2012-10-11,4284.97,4268.76,4284.97,4260.86,"4.46e+09"
"930",2012-10-12,4311.39,4294.54,4315.86,4293.73,"5.73e+09"
"931",2012-10-15,4313.52,4308.79,4316.4,4292.84,"4.12e+09"
"932",2012-10-16,4329.08,4320.63,4329.48,4303.66,"3.32e+09"
"933",2012-10-17,4337.53,4339.1,4354.18,4318.42,"4.46e+09"
"934",2012-10-18,4356.97,4347.85,4362.34,4340.57,"4.52e+09"
"935",2012-10-19,4331.25,4359.63,4361.74,4322.45,"3.71e+09"
"936",2012-10-22,4341.38,4312.46,4341.83,4301.76,"3.49e+09"
"937",2012-10-23,4330.15,4343.15,4354.94,4313.27,"3.51e+09"
"938",2012-10-24,4335.38,4320.51,4341.08,4309.82,"3.16e+09"
"939",2012-10-25,4339.15,4337.53,4346.48,4323.13,"4.48e+09"
"940",2012-10-29,4331.37,4329.31,4340.77,4314.43,"3.52e+09"
"941",2012-10-30,4364.6,4331.1,4366.86,4328.94,"4.56e+09"
"942",2012-10-31,4350.29,4358.17,4363.13,4324.38,"4.11e+09"
"943",2012-11-01,4335.36,4331.75,4336.5,4301.02,"3.74e+09"
