"","S&P 500 (SPX)_history.csv Date","S&P 500 (SPX)_history.csv Price","S&P 500 (SPX)_history.csv Open","S&P 500 (SPX)_history.csv High","S&P 500 (SPX)_history.csv Low","S&P 500 (SPX)_history.csv Volume"
"1042",2013-02-25,1487.85,1515.6,1525.84,1487.85,"-"
"1043",2013-02-26,1496.94,1487.85,1498.99,1485.01,"-"
"1044",2013-02-27,1515.99,1496.94,1520.08,1494.88,"-"
"1045",2013-02-28,1514.68,1515.99,1525.34,1514.46,"-"
"1046",2013-03-01,1518.2,1514.68,1519.99,1501.48,"-"
"1047",2013-03-04,1525.2,1518.2,1525.27,1512.29,"-"
"1048",2013-03-05,1539.79,1525.2,1543.47,1525.2,"-"
"1049",2013-03-06,1541.46,1539.79,1545.25,1538.11,"-"
"1050",2013-03-07,1544.26,1541.46,1545.78,1541.46,"-"
"1051",2013-03-08,1551.18,1544.26,1552.48,1542.94,"-"
"1052",2013-03-11,1556.22,1551.15,1556.27,1547.36,"-"
"1053",2013-03-12,1552.48,1556.22,1556.77,1548.24,"-"
"1054",2013-03-13,1554.52,1552.48,1556.39,1548.25,"-"
"1055",2013-03-14,1563.23,1554.52,1563.32,1554.52,"-"
"1056",2013-03-15,1560.7,1563.21,1563.62,1555.74,"-"
"1057",2013-03-18,1552.1,1560.7,1560.7,1545.13,"-"
"1058",2013-03-19,1548.34,1552.1,1557.25,1538.57,"-"
"1059",2013-03-20,1558.71,1548.34,1561.56,1548.34,"-"
"1060",2013-03-21,1545.8,1558.71,1558.71,1543.55,"-"
"1061",2013-03-22,1556.89,1545.9,1557.74,1545.9,"-"
"1062",2013-03-25,1551.69,1556.89,1564.91,1546.22,"-"
"1063",2013-03-26,1563.77,1551.69,1563.95,1551.69,"-"
"1064",2013-03-27,1562.85,1563.75,1564.07,1551.9,"-"
"1065",2013-03-28,1569.19,1562.86,1570.28,1561.08,"-"
"1066",2013-04-01,1562.17,1569.18,1570.57,1558.47,"-"
"1067",2013-04-02,1570.25,1562.17,1573.66,1562.17,"-"
"1068",2013-04-03,1553.69,1570.25,1571.47,1549.8,"-"
"1069",2013-04-04,1559.98,1553.69,1562.6,1552.52,"-"
"1070",2013-04-05,1553.28,1559.98,1559.98,1539.5,"-"
"1071",2013-04-08,1563.07,1553.26,1563.07,1548.63,"-"
"1072",2013-04-09,1568.61,1563.11,1573.89,1560.92,"-"
"1073",2013-04-10,1587.73,1568.61,1589.07,1568.61,"-"
"1074",2013-04-11,1593.37,1587.73,1597.35,1586.17,"-"
"1075",2013-04-12,1588.85,1593.3,1593.3,1579.97,"-"
"1076",2013-04-15,1552.36,1588.84,1588.84,1552.28,"-"
"1077",2013-04-16,1574.57,1552.36,1575.35,1552.36,"-"
"1078",2013-04-17,1552.01,1574.57,1574.57,1543.69,"-"
"1079",2013-04-18,1541.61,1552.03,1554.38,1536.03,"-"
"1080",2013-04-19,1555.25,1541.61,1555.89,1539.4,"-"
"1081",2013-04-22,1562.5,1555.25,1565.55,1548.19,"-"
"1082",2013-04-23,1578.78,1562.5,1579.58,1562.5,"-"
"1083",2013-04-24,1578.79,1578.78,1583,1575.8,"-"
"1084",2013-04-25,1585.16,1578.93,1592.64,1578.93,"-"
"1085",2013-04-26,1582.24,1585.16,1585.78,1577.56,"-"
"1086",2013-04-29,1593.61,1582.34,1596.65,1582.34,"-"
"1087",2013-04-30,1597.57,1593.58,1597.57,1586.5,"-"
"1088",2013-05-01,1582.7,1597.55,1597.55,1581.28,"-"
"1089",2013-05-02,1597.59,1582.77,1598.6,1582.77,"-"
"1090",2013-05-03,1614.42,1597.6,1618.46,1597.6,"-"
"1091",2013-05-06,1617.5,1614.4,1619.77,1614.21,"-"
"1092",2013-05-07,1625.96,1617.55,1626.03,1616.64,"-"
"1093",2013-05-08,1632.69,1625.95,1632.78,1622.7,"-"
"1094",2013-05-09,1626.67,1632.69,1635.01,1623.09,"-"
"1095",2013-05-10,1633.7,1626.69,1633.7,1623.71,"-"
"1096",2013-05-13,1633.77,1632.1,1636,1626.74,"-"
"1097",2013-05-14,1650.34,1633.75,1651.1,1633.75,"-"
"1098",2013-05-15,1658.78,1649.13,1661.49,1646.68,"-"
"1099",2013-05-16,1650.47,1658.07,1660.51,1648.6,"-"
"1100",2013-05-17,1667.47,1652.45,1667.47,1652.45,"-"
"1101",2013-05-20,1666.29,1665.71,1672.84,1663.52,"-"
"1102",2013-05-21,1669.16,1666.2,1674.93,1662.67,"-"
"1103",2013-05-22,1655.35,1669.39,1687.18,1648.86,"-"
"1104",2013-05-23,1650.51,1651.62,1655.5,1635.53,"-"
"1105",2013-05-24,1649.6,1646.67,1649.78,1636.88,"-"
"1106",2013-05-28,1660.06,1652.63,1674.21,1652.63,"-"
"1107",2013-05-29,1648.36,1656.57,1656.57,1640.05,"-"
"1108",2013-05-30,1654.41,1649.14,1661.91,1648.61,"-"
"1109",2013-05-31,1630.74,1652.13,1658.99,1630.74,"-"
"1110",2013-06-03,1640.42,1631.71,1640.42,1622.72,"-"
"1111",2013-06-04,1631.38,1640.73,1646.53,1623.62,"-"
"1112",2013-06-05,1608.9,1629.05,1629.31,1607.09,"-"
"1113",2013-06-06,1622.56,1609.29,1622.56,1598.23,"-"
"1114",2013-06-07,1643.38,1625.27,1644.4,1625.27,"-"
"1115",2013-06-10,1642.81,1644.67,1648.69,1639.26,"-"
"1116",2013-06-11,1626.13,1638.64,1640.13,1622.92,"-"
"1117",2013-06-12,1612.52,1629.94,1637.71,1610.92,"-"
"1118",2013-06-13,1636.36,1612.15,1639.25,1608.07,"-"
"1119",2013-06-14,1626.73,1635.52,1640.8,1623.96,"-"
"1120",2013-06-17,1639.04,1630.64,1646.5,1630.34,"-"
"1121",2013-06-18,1651.81,1639.77,1654.19,1639.77,"-"
"1122",2013-06-19,1628.93,1651.83,1652.45,1628.91,"-"
"1123",2013-06-20,1588.19,1624.62,1624.62,1584.32,"-"
"1124",2013-06-21,1592.43,1588.62,1599.19,1577.7,"-"
"1125",2013-06-24,1573.09,1588.77,1588.77,1560.33,"-"
"1126",2013-06-25,1588.03,1577.52,1593.79,1577.09,"-"
"1127",2013-06-26,1603.26,1592.27,1606.83,1592.27,"-"
"1128",2013-06-27,1613.2,1606.44,1620.07,1606.44,"-"
"1129",2013-06-28,1606.28,1611.12,1615.94,1601.06,"-"
"1130",2013-07-01,1614.96,1609.78,1626.61,1609.78,"-"
"1131",2013-07-02,1614.08,1614.29,1624.26,1606.77,"-"
"1132",2013-07-03,1615.41,1611.48,1618.97,1604.57,"-"
"1133",2013-07-05,1631.89,1618.65,1632.07,1614.71,"-"
"1134",2013-07-08,1640.46,1634.2,1644.68,1634.2,"-"
"1135",2013-07-09,1652.32,1642.89,1654.18,1642.89,"-"
"1136",2013-07-10,1652.62,1651.56,1657.92,1647.66,"-"
"1137",2013-07-11,1675.02,1657.41,1676.63,1657.41,"-"
"1138",2013-07-12,1680.19,1675.26,1680.19,1672.33,"-"
"1139",2013-07-15,1682.5,1679.59,1684.51,1677.89,"-"
"1140",2013-07-16,1676.26,1682.7,1683.73,1671.84,"-"
"1141",2013-07-17,1680.91,1677.91,1684.75,1677.91,"-"
"1142",2013-07-18,1689.37,1681.05,1693.12,1681.05,"-"
"1143",2013-07-19,1692.09,1686.15,1692.09,1684.08,"-"
"1144",2013-07-22,1695.53,1694.41,1697.61,1690.67,"-"
"1145",2013-07-23,1692.39,1696.63,1698.78,1691.13,"-"
"1146",2013-07-24,1685.94,1696.06,1698.38,1682.57,"-"
"1147",2013-07-25,1690.25,1685.21,1690.94,1680.07,"-"
"1148",2013-07-26,1691.65,1687.31,1691.85,1676.03,"-"
"1149",2013-07-29,1685.33,1690.32,1690.92,1681.86,"-"
"1150",2013-07-30,1685.96,1687.92,1693.19,1682.42,"-"
"1151",2013-07-31,1685.73,1687.76,1698.43,1684.94,"-"
"1152",2013-08-01,1706.87,1689.42,1707.85,1689.42,"-"
"1153",2013-08-02,1709.67,1706.1,1709.67,1700.68,"-"
"1154",2013-08-05,1707.14,1708.01,1709.24,1703.55,"-"
"1155",2013-08-06,1697.37,1705.79,1705.79,1693.29,"-"
"1156",2013-08-07,1690.91,1695.3,1695.3,1684.91,"-"
"1157",2013-08-08,1697.48,1693.35,1700.18,1688.38,"-"
"1158",2013-08-09,1691.42,1696.1,1699.42,1686.02,"-"
"1159",2013-08-12,1689.47,1688.37,1691.49,1683.35,"-"
"1160",2013-08-13,1694.16,1690.65,1696.81,1682.62,"-"
"1161",2013-08-14,1685.39,1693.88,1695.52,1684.83,"-"
"1162",2013-08-15,1661.32,1679.61,1679.61,1658.59,"-"
"1163",2013-08-16,1655.83,1661.22,1663.6,1652.61,"-"
"1164",2013-08-19,1646.06,1655.25,1659.18,1645.84,"-"
"1165",2013-08-20,1652.35,1646.81,1658.92,1646.08,"-"
"1166",2013-08-21,1642.8,1650.66,1656.99,1639.43,"-"
"1167",2013-08-22,1656.96,1645.03,1659.55,1645.03,"-"
"1168",2013-08-23,1663.5,1659.92,1664.85,1654.81,"-"
"1169",2013-08-26,1656.78,1664.29,1669.51,1656.02,"-"
"1170",2013-08-27,1630.48,1652.54,1652.54,1629.05,"-"
"1171",2013-08-28,1634.96,1630.25,1641.18,1627.47,"-"
"1172",2013-08-29,1638.17,1633.5,1646.41,1630.88,"-"
"1173",2013-08-30,1632.97,1638.89,1640.08,1628.05,"-"
"1174",2013-09-03,1639.77,1635.95,1651.35,1633.41,"-"
"1175",2013-09-04,1653.08,1640.72,1655.72,1637.41,"-"
"1176",2013-09-05,1655.08,1653.28,1659.17,1653.07,"-"
"1177",2013-09-06,1655.17,1657.44,1664.83,1640.62,"-"
"1178",2013-09-09,1671.71,1656.85,1672.4,1656.85,"-"
"1179",2013-09-10,1683.99,1674.32,1684.09,1674.32,"-"
"1180",2013-09-11,1689.13,1681.04,1689.13,1678.7,"-"
"1181",2013-09-12,1683.42,1689.21,1689.97,1681.96,"-"
"1182",2013-09-13,1687.99,1685.04,1688.73,1682.22,"-"
"1183",2013-09-16,1697.6,1691.7,1704.95,1691.7,"-"
"1184",2013-09-17,1704.76,1697.73,1705.52,1697.73,"-"
"1185",2013-09-18,1725.52,1705.74,1729.44,1700.35,"-"
"1186",2013-09-19,1722.34,1727.34,1729.86,1720.2,"-"
"1187",2013-09-20,1709.91,1722.44,1725.23,1708.89,"-"
"1188",2013-09-23,1701.84,1711.44,1711.44,1697.1,"-"
"1189",2013-09-24,1697.42,1702.6,1707.63,1694.9,"-"
"1190",2013-09-25,1692.77,1698.02,1701.71,1691.88,"-"
"1191",2013-09-26,1698.67,1694.05,1703.85,1693.11,"-"
"1192",2013-09-27,1691.75,1695.52,1695.52,1687.11,"-"
"1193",2013-09-30,1681.55,1687.26,1687.26,1674.99,"-"
"1194",2013-10-01,1695,1682.41,1696.55,1682.07,"-"
"1195",2013-10-02,1693.87,1691.9,1693.87,1680.34,"-"
"1196",2013-10-03,1678.66,1692.35,1692.35,1670.36,"-"
"1197",2013-10-04,1690.5,1678.79,1691.94,1677.33,"-"
"1198",2013-10-07,1676.12,1687.15,1687.15,1674.7,"-"
"1199",2013-10-08,1655.45,1676.22,1676.79,1655.03,"-"
"1200",2013-10-09,1656.4,1656.99,1662.47,1646.47,"-"
"1201",2013-10-10,1692.56,1660.88,1692.56,1660.88,"-"
"1202",2013-10-11,1703.2,1691.09,1703.44,1688.52,"-"
"1203",2013-10-14,1710.14,1699.86,1711.03,1692.13,"-"
"1204",2013-10-15,1698.06,1709.17,1711.57,1695.93,"-"
"1205",2013-10-16,1721.54,1700.49,1721.76,1700.49,"-"
"1206",2013-10-17,1733.15,1720.17,1733.45,1714.12,"-"
"1207",2013-10-18,1744.5,1736.72,1745.31,1735.74,"-"
"1208",2013-10-21,1744.66,1745.2,1747.79,1740.67,"-"
"1209",2013-10-22,1754.67,1746.48,1759.33,1746.48,"-"
"1210",2013-10-23,1746.38,1752.27,1752.27,1740.5,"-"
"1211",2013-10-24,1752.07,1747.48,1753.94,1745.5,"-"
"1212",2013-10-25,1759.77,1756.01,1759.82,1752.45,"-"
"1213",2013-10-28,1762.11,1759.42,1764.99,1757.67,"-"
"1214",2013-10-29,1771.95,1762.93,1772.09,1762.93,"-"
"1215",2013-10-30,1763.31,1772.27,1775.22,1757.24,"-"
"1216",2013-10-31,1756.54,1763.24,1768.53,1755.72,"-"
"1217",2013-11-01,1761.64,1758.7,1765.67,1752.7,"-"
"1218",2013-11-04,1767.93,1763.4,1768.78,1761.56,"-"
"1219",2013-11-05,1762.97,1765.67,1767.03,1755.76,"-"
"1220",2013-11-06,1770.49,1765,1773.74,1764.4,"-"
"1221",2013-11-07,1747.15,1770.74,1774.54,1746.2,"-"
"1222",2013-11-08,1770.61,1748.37,1770.78,1747.63,"-"
"1223",2013-11-11,1771.89,1769.96,1773.44,1767.85,"-"
"1224",2013-11-12,1767.69,1769.51,1771.78,1762.29,"-"
"1225",2013-11-13,1782,1764.37,1782,1760.64,"-"
"1226",2013-11-14,1790.62,1782.75,1791.53,1780.22,"-"
"1227",2013-11-15,1798.18,1790.66,1798.22,1790.66,"-"
"1228",2013-11-18,1791.53,1798.82,1802.33,1788,"-"
"1229",2013-11-19,1787.87,1790.79,1795.51,1784.72,"-"
"1230",2013-11-20,1781.37,1789.59,1795.73,1777.23,"-"
"1231",2013-11-21,1795.85,1783.52,1797.16,1783.52,"-"
"1232",2013-11-22,1804.76,1797.21,1804.84,1794.7,"-"
"1233",2013-11-25,1802.48,1806.33,1808.1,1800.58,"-"
"1234",2013-11-26,1802.75,1802.87,1808.42,1800.77,"-"
"1235",2013-11-27,1807.23,1803.48,1808.27,1802.77,"-"
"1236",2013-11-29,1805.81,1808.69,1813.55,1803.98,"-"
"1237",2013-12-02,1800.9,1806.55,1810.02,1798.6,"-"
"1238",2013-12-03,1795.15,1800.1,1800.1,1787.85,"-"
"1239",2013-12-04,1792.81,1793.15,1799.8,1779.09,"-"
"1240",2013-12-05,1785.03,1792.82,1792.82,1783.38,"-"
"1241",2013-12-06,1805.09,1788.36,1806.04,1788.36,"-"
"1242",2013-12-09,1808.37,1806.21,1811.52,1806.21,"-"
"1243",2013-12-10,1802.62,1807.6,1808.52,1801.75,"-"
"1244",2013-12-11,1782.22,1802.76,1802.97,1780.09,"-"
"1245",2013-12-12,1775.5,1781.71,1782.99,1772.28,"-"
"1246",2013-12-13,1775.32,1777.98,1780.92,1772.45,"-"
"1247",2013-12-16,1786.54,1777.48,1792.22,1777.48,"-"
"1248",2013-12-17,1781,1786.47,1786.77,1777.05,"-"
"1249",2013-12-18,1810.65,1781.46,1811.08,1767.99,"-"
"1250",2013-12-19,1809.6,1809,1810.88,1801.35,"-"
"1251",2013-12-20,1818.32,1810.39,1823.75,1810.25,"-"
"1252",2013-12-23,1827.99,1822.92,1829.75,1822.92,"-"
"1253",2013-12-24,1833.32,1828.02,1833.32,1828.02,"-"
"1254",2013-12-26,1842.02,1834.96,1842.84,1834.96,"-"
"1255",2013-12-27,1841.4,1842.97,1844.89,1839.81,"-"
"1256",2013-12-30,1841.07,1841.47,1842.47,1838.77,"-"
"1257",2013-12-31,1848.36,1842.61,1849.44,1842.41,"-"
"1258",2014-01-02,1831.98,1845.86,1845.86,1827.74,"-"
"1259",2014-01-03,1831.37,1833.21,1838.24,1829.13,"-"
"1260",2014-01-06,1826.77,1832.31,1837.16,1823.73,"-"
"1261",2014-01-07,1837.88,1828.71,1840.1,1828.71,"-"
"1262",2014-01-08,1837.49,1837.9,1840.02,1831.4,"-"
"1263",2014-01-09,1838.13,1839,1843.23,1830.38,"-"
"1264",2014-01-10,1842.37,1840.06,1843.15,1832.43,"-"
"1265",2014-01-13,1819.2,1841.26,1843.45,1815.52,"-"
"1266",2014-01-14,1838.88,1821.36,1839.26,1821.36,"-"
"1267",2014-01-15,1848.38,1840.52,1850.84,1840.52,"-"
"1268",2014-01-16,1845.89,1847.99,1847.99,1840.3,"-"
"1269",2014-01-17,1838.7,1844.23,1846.04,1835.23,"-"
"1270",2014-01-21,1843.8,1841.05,1849.31,1832.38,"-"
"1271",2014-01-22,1844.86,1844.71,1846.87,1840.88,"-"
"1272",2014-01-23,1828.46,1842.29,1842.29,1820.06,"-"
"1273",2014-01-24,1790.29,1826.96,1826.96,1790.29,"-"
"1274",2014-01-27,1781.56,1791.03,1795.98,1772.88,"-"
"1275",2014-01-28,1792.5,1783,1793.87,1779.49,"-"
"1276",2014-01-29,1774.2,1790.15,1790.15,1770.45,"-"
"1277",2014-01-30,1794.19,1777.17,1798.77,1777.17,"-"
"1278",2014-01-31,1782.59,1790.88,1793.88,1772.26,"-"
"1279",2014-02-03,1741.89,1782.68,1784.83,1739.66,"-"
"1280",2014-02-04,1755.2,1743.82,1758.73,1743.82,"-"
"1281",2014-02-05,1751.64,1753.38,1755.79,1737.92,"-"
"1282",2014-02-06,1773.43,1752.99,1774.06,1752.99,"-"
"1283",2014-02-07,1797.02,1776.01,1798.03,1776.01,"-"
"1284",2014-02-10,1799.84,1796.2,1799.94,1791.83,"-"
"1285",2014-02-11,1819.75,1800.45,1823.54,1800.41,"-"
"1286",2014-02-12,1819.26,1820.12,1826.55,1815.97,"-"
"1287",2014-02-13,1829.83,1814.82,1830.25,1809.22,"-"
"1288",2014-02-14,1838.63,1828.46,1841.65,1825.59,"-"
"1289",2014-02-18,1840.76,1839.03,1842.87,1835.01,"-"
"1290",2014-02-19,1828.75,1838.9,1847.5,1826.99,"-"
"1291",2014-02-20,1839.78,1829.24,1842.79,1824.58,"-"
"1292",2014-02-21,1836.25,1841.07,1846.13,1835.6,"-"
"1293",2014-02-24,1847.61,1836.78,1858.71,1836.78,"-"
"1294",2014-02-25,1845.12,1847.66,1852.91,1840.19,"-"
"1295",2014-02-26,1845.16,1845.79,1852.65,1840.66,"-"
"1296",2014-02-27,1854.29,1844.9,1854.53,1841.13,"-"
"1297",2014-02-28,1859.45,1855.12,1867.92,1847.67,"-"
"1298",2014-03-03,1845.73,1857.68,1857.68,1834.44,"-"
"1299",2014-03-04,1873.91,1849.23,1876.23,1849.23,"-"
"1300",2014-03-05,1873.81,1874.05,1876.53,1871.11,"-"
"1301",2014-03-06,1877.03,1874.18,1881.94,1874.18,"-"
"1302",2014-03-07,1878.04,1878.52,1883.57,1870.56,"-"
"1303",2014-03-10,1877.17,1877.86,1877.87,1867.04,"-"
