"","S&P 500 (SPX)_history.csv Date","S&P 500 (SPX)_history.csv Price","S&P 500 (SPX)_history.csv Open","S&P 500 (SPX)_history.csv High","S&P 500 (SPX)_history.csv Low","S&P 500 (SPX)_history.csv Volume"
"225",2009-11-20,1091.38,1094.66,1094.66,1086.81,"-"
"226",2009-11-23,1106.24,1094.86,1112.38,1094.86,"-"
"227",2009-11-24,1105.65,1105.83,1107.56,1097.63,"-"
"228",2009-11-25,1110.63,1106.49,1111.18,1104.75,"-"
"229",2009-11-27,1091.49,1105.47,1105.47,1083.74,"-"
"230",2009-11-30,1095.63,1091.07,1097.24,1086.25,"-"
"231",2009-12-01,1108.86,1098.89,1112.28,1098.89,"-"
"232",2009-12-02,1109.24,1109.03,1115.58,1105.29,"-"
"233",2009-12-03,1099.92,1110.59,1117.28,1098.74,"-"
"234",2009-12-04,1105.98,1100.43,1119.13,1096.52,"-"
"235",2009-12-07,1103.25,1105.52,1110.72,1100.83,"-"
"236",2009-12-08,1091.94,1103.04,1103.04,1088.61,"-"
"237",2009-12-09,1095.95,1091.07,1097.04,1085.89,"-"
"238",2009-12-10,1102.35,1098.69,1106.25,1098.69,"-"
"239",2009-12-11,1106.41,1103.96,1108.5,1101.34,"-"
"240",2009-12-14,1114.11,1107.84,1114.76,1107.84,"-"
"241",2009-12-15,1107.93,1114.11,1114.11,1105.35,"-"
"242",2009-12-16,1109.18,1108.61,1116.21,1107.96,"-"
"243",2009-12-17,1096.08,1106.36,1106.36,1095.88,"-"
"244",2009-12-18,1102.47,1097.86,1103.74,1093.88,"-"
"245",2009-12-21,1114.05,1105.31,1117.68,1105.31,"-"
"246",2009-12-22,1118.02,1114.51,1120.27,1114.51,"-"
"247",2009-12-23,1120.59,1118.84,1121.58,1116,"-"
"248",2009-12-24,1126.48,1121.08,1126.48,1121.08,"-"
"249",2009-12-28,1127.78,1127.53,1130.38,1123.51,"-"
"250",2009-12-29,1126.2,1128.55,1130.38,1126.08,"-"
"251",2009-12-30,1126.42,1125.53,1126.42,1121.94,"-"
"252",2009-12-31,1115.1,1126.6,1127.64,1114.81,"-"
"253",2010-01-04,1132.99,1116.56,1133.87,1116.56,"-"
"254",2010-01-05,1136.52,1132.66,1136.63,1129.66,"-"
"255",2010-01-06,1137.14,1135.71,1139.19,1133.95,"-"
"256",2010-01-07,1141.69,1136.27,1142.46,1131.32,"-"
"257",2010-01-08,1144.98,1140.52,1145.39,1136.22,"-"
"258",2010-01-11,1146.98,1145.96,1149.74,1142.02,"-"
"259",2010-01-12,1136.22,1143.81,1143.81,1131.77,"-"
"260",2010-01-13,1145.68,1137.31,1148.4,1133.18,"-"
"261",2010-01-14,1148.46,1145.68,1150.41,1143.8,"-"
"262",2010-01-15,1136.03,1147.72,1147.77,1131.39,"-"
"263",2010-01-19,1150.23,1136.03,1150.45,1135.77,"-"
"264",2010-01-20,1138.04,1147.95,1147.95,1129.25,"-"
"265",2010-01-21,1116.48,1138.68,1141.58,1114.84,"-"
"266",2010-01-22,1091.76,1115.49,1115.49,1090.18,"-"
"267",2010-01-25,1096.78,1092.4,1102.97,1092.4,"-"
"268",2010-01-26,1092.17,1095.8,1103.69,1089.86,"-"
"269",2010-01-27,1097.5,1091.94,1099.51,1083.11,"-"
"270",2010-01-28,1084.53,1096.93,1100.22,1078.46,"-"
"271",2010-01-29,1073.87,1087.61,1096.45,1071.59,"-"
"272",2010-02-01,1089.19,1073.89,1089.38,1073.89,"-"
"273",2010-02-02,1103.32,1090.05,1104.73,1087.96,"-"
"274",2010-02-03,1097.28,1100.67,1102.72,1093.97,"-"
"275",2010-02-04,1063.11,1097.25,1097.25,1062.78,"-"
"276",2010-02-05,1066.19,1064.12,1067.13,1044.5,"-"
"277",2010-02-08,1056.74,1065.51,1071.2,1056.51,"-"
"278",2010-02-09,1070.52,1060.06,1079.28,1060.06,"-"
"279",2010-02-10,1068.13,1069.68,1073.67,1059.34,"-"
"280",2010-02-11,1078.47,1067.1,1080.04,1060.59,"-"
"281",2010-02-12,1075.51,1075.95,1077.81,1062.97,"-"
"282",2010-02-16,1094.87,1079.13,1095.67,1079.13,"-"
"283",2010-02-17,1099.51,1096.14,1101.03,1094.72,"-"
"284",2010-02-18,1106.75,1099.03,1108.24,1097.48,"-"
"285",2010-02-19,1109.17,1105.49,1112.42,1100.8,"-"
"286",2010-02-22,1108.01,1110,1112.29,1105.38,"-"
"287",2010-02-23,1094.6,1107.49,1108.58,1092.18,"-"
"288",2010-02-24,1105.24,1095.89,1106.42,1095.5,"-"
"289",2010-02-25,1102.94,1101.24,1103.5,1086.02,"-"
"290",2010-02-26,1104.49,1103.1,1107.24,1097.56,"-"
"291",2010-03-01,1115.71,1105.36,1116.11,1105.36,"-"
"292",2010-03-02,1118.31,1117.01,1123.46,1116.51,"-"
"293",2010-03-03,1118.79,1119.36,1125.64,1116.58,"-"
"294",2010-03-04,1122.97,1119.12,1123.73,1116.66,"-"
"295",2010-03-05,1138.7,1125.12,1139.38,1125.12,"-"
"296",2010-03-08,1138.5,1138.4,1141.05,1136.77,"-"
"297",2010-03-09,1140.45,1137.56,1145.37,1134.9,"-"
"298",2010-03-10,1145.61,1140.22,1148.26,1140.09,"-"
"299",2010-03-11,1150.24,1143.96,1150.24,1138.99,"-"
"300",2010-03-12,1149.99,1151.71,1153.41,1146.97,"-"
"301",2010-03-15,1150.51,1148.53,1150.98,1141.45,"-"
"302",2010-03-16,1159.46,1150.83,1160.28,1150.35,"-"
"303",2010-03-17,1166.21,1159.94,1169.84,1159.94,"-"
"304",2010-03-18,1165.83,1166.13,1167.77,1161.16,"-"
"305",2010-03-19,1159.9,1166.68,1169.2,1155.33,"-"
"306",2010-03-22,1165.81,1157.25,1167.82,1152.88,"-"
"307",2010-03-23,1174.17,1166.47,1174.72,1163.83,"-"
"308",2010-03-24,1167.72,1172.7,1173.04,1166.01,"-"
"309",2010-03-25,1165.73,1170.03,1180.69,1165.09,"-"
"310",2010-03-26,1166.59,1167.58,1173.93,1161.48,"-"
"311",2010-03-29,1173.22,1167.71,1174.85,1167.71,"-"
"312",2010-03-30,1173.27,1173.75,1177.83,1168.92,"-"
"313",2010-03-31,1169.43,1171.75,1174.56,1165.77,"-"
"314",2010-04-01,1178.1,1171.23,1181.43,1170.69,"-"
"315",2010-04-05,1187.44,1178.71,1187.73,1178.71,"-"
"316",2010-04-06,1189.44,1186.01,1191.8,1182.77,"-"
"317",2010-04-07,1182.45,1188.23,1189.6,1177.25,"-"
"318",2010-04-08,1186.44,1181.75,1188.55,1175.12,"-"
"319",2010-04-09,1194.37,1187.47,1194.66,1187.15,"-"
"320",2010-04-12,1196.48,1194.94,1199.2,1194.71,"-"
"321",2010-04-13,1197.3,1195.94,1199.04,1188.82,"-"
"322",2010-04-14,1210.65,1198.69,1210.65,1198.69,"-"
"323",2010-04-15,1211.67,1210.77,1213.92,1208.5,"-"
"324",2010-04-16,1192.13,1210.17,1210.17,1186.77,"-"
"325",2010-04-19,1197.52,1192.06,1197.87,1183.68,"-"
"326",2010-04-20,1207.17,1199.04,1208.58,1199.04,"-"
"327",2010-04-21,1205.94,1207.16,1210.99,1198.85,"-"
"328",2010-04-22,1208.67,1202.52,1210.27,1190.19,"-"
"329",2010-04-23,1217.28,1207.87,1217.28,1205.1,"-"
"330",2010-04-26,1212.05,1217.07,1219.8,1211.07,"-"
"331",2010-04-27,1183.71,1209.92,1211.38,1181.62,"-"
"332",2010-04-28,1191.36,1184.59,1195.05,1181.81,"-"
"333",2010-04-29,1206.78,1193.3,1209.36,1193.3,"-"
"334",2010-04-30,1186.69,1206.77,1207.99,1186.32,"-"
"335",2010-05-03,1202.26,1188.58,1205.13,1188.58,"-"
"336",2010-05-04,1173.6,1197.5,1197.5,1168.12,"-"
"337",2010-05-05,1165.87,1169.24,1175.95,1158.15,"-"
"338",2010-05-06,1128.15,1164.38,1167.58,1065.79,"-"
"339",2010-05-07,1110.88,1127.04,1135.13,1094.15,"-"
"340",2010-05-10,1159.73,1122.27,1163.85,1122.27,"-"
"341",2010-05-11,1155.79,1156.39,1170.48,1147.71,"-"
"342",2010-05-12,1171.67,1155.43,1172.87,1155.43,"-"
"343",2010-05-13,1157.44,1170.04,1173.57,1156.14,"-"
"344",2010-05-14,1135.68,1157.19,1157.19,1126.14,"-"
"345",2010-05-17,1136.94,1136.52,1141.88,1114.96,"-"
"346",2010-05-18,1120.8,1138.78,1148.66,1117.2,"-"
"347",2010-05-19,1115.05,1119.57,1124.27,1100.66,"-"
"348",2010-05-20,1071.59,1107.34,1107.34,1071.58,"-"
"349",2010-05-21,1087.69,1067.26,1090.16,1055.9,"-"
"350",2010-05-24,1073.65,1084.78,1089.95,1072.7,"-"
"351",2010-05-25,1074.03,1067.42,1074.75,1040.78,"-"
"352",2010-05-26,1067.95,1075.51,1090.75,1065.59,"-"
"353",2010-05-27,1103.06,1074.27,1103.52,1074.27,"-"
"354",2010-05-28,1089.41,1102.59,1102.59,1084.78,"-"
"355",2010-06-01,1070.71,1087.3,1094.77,1069.89,"-"
"356",2010-06-02,1098.38,1073.01,1098.56,1072.03,"-"
"357",2010-06-03,1102.83,1098.82,1105.67,1091.81,"-"
"358",2010-06-04,1064.88,1098.43,1098.43,1060.5,"-"
"359",2010-06-07,1050.47,1065.84,1071.36,1049.86,"-"
"360",2010-06-08,1062,1050.81,1063.15,1042.17,"-"
"361",2010-06-09,1055.69,1062.75,1077.74,1052.25,"-"
"362",2010-06-10,1086.84,1058.77,1087.85,1058.77,"-"
"363",2010-06-11,1091.6,1082.65,1092.25,1077.12,"-"
"364",2010-06-14,1089.63,1095,1105.91,1089.03,"-"
"365",2010-06-15,1115.23,1091.21,1115.59,1091.21,"-"
"366",2010-06-16,1114.61,1114.02,1118.74,1107.13,"-"
"367",2010-06-17,1116.04,1115.98,1117.72,1105.87,"-"
"368",2010-06-18,1117.51,1116.16,1121.01,1113.93,"-"
"369",2010-06-21,1113.2,1122.79,1131.23,1108.24,"-"
"370",2010-06-22,1095.31,1113.9,1118.5,1094.18,"-"
"371",2010-06-23,1092.04,1095.57,1099.64,1085.31,"-"
"372",2010-06-24,1073.69,1090.93,1090.93,1071.6,"-"
"373",2010-06-25,1076.76,1075.1,1083.56,1067.89,"-"
"374",2010-06-28,1074.57,1077.5,1082.6,1071.45,"-"
"375",2010-06-29,1041.24,1071.1,1071.1,1035.18,"-"
"376",2010-06-30,1030.71,1040.56,1048.08,1028.33,"-"
"377",2010-07-01,1027.37,1031.1,1033.58,1010.91,"-"
"378",2010-07-02,1022.58,1027.65,1032.95,1015.93,"-"
"379",2010-07-06,1028.06,1028.09,1042.5,1018.35,"-"
"380",2010-07-07,1060.27,1028.54,1060.89,1028.54,"-"
"381",2010-07-08,1070.25,1062.92,1071.25,1058.24,"-"
"382",2010-07-09,1077.96,1070.5,1078.16,1068.1,"-"
"383",2010-07-12,1078.75,1077.23,1080.78,1070.45,"-"
"384",2010-07-13,1095.34,1080.65,1099.46,1080.65,"-"
"385",2010-07-14,1095.17,1095.61,1099.08,1087.68,"-"
"386",2010-07-15,1096.48,1094.46,1098.66,1080.53,"-"
"387",2010-07-16,1064.88,1093.85,1093.85,1063.32,"-"
"388",2010-07-19,1071.25,1066.85,1074.7,1061.11,"-"
"389",2010-07-20,1083.48,1064.53,1083.94,1056.88,"-"
"390",2010-07-21,1069.59,1086.67,1088.96,1065.25,"-"
"391",2010-07-22,1093.67,1072.14,1097.5,1072.14,"-"
"392",2010-07-23,1102.66,1092.17,1103.73,1087.88,"-"
"393",2010-07-26,1115.01,1102.89,1115.01,1101.3,"-"
"394",2010-07-27,1113.84,1117.36,1120.95,1109.78,"-"
"395",2010-07-28,1106.13,1112.84,1114.66,1103.11,"-"
"396",2010-07-29,1101.53,1108.07,1115.9,1092.82,"-"
"397",2010-07-30,1101.6,1098.44,1106.44,1088.01,"-"
"398",2010-08-02,1125.86,1107.53,1127.3,1107.53,"-"
"399",2010-08-03,1120.46,1125.34,1125.44,1116.76,"-"
"400",2010-08-04,1127.24,1121.06,1128.75,1119.46,"-"
"401",2010-08-05,1125.81,1125.78,1126.56,1118.81,"-"
"402",2010-08-06,1121.64,1122.07,1123.06,1107.17,"-"
"403",2010-08-09,1127.79,1122.8,1129.24,1120.91,"-"
"404",2010-08-10,1121.06,1122.92,1127.16,1111.58,"-"
"405",2010-08-11,1089.47,1116.89,1116.89,1088.55,"-"
"406",2010-08-12,1083.61,1081.48,1086.72,1076.69,"-"
"407",2010-08-13,1079.25,1082.22,1086.25,1079,"-"
"408",2010-08-16,1079.38,1077.49,1082.62,1069.49,"-"
"409",2010-08-17,1092.54,1081.16,1100.14,1081.16,"-"
"410",2010-08-18,1094.16,1092.08,1099.77,1085.76,"-"
"411",2010-08-19,1075.63,1092.44,1092.44,1070.66,"-"
"412",2010-08-20,1071.69,1075.63,1075.63,1063.91,"-"
"413",2010-08-23,1067.36,1073.36,1081.58,1067.08,"-"
"414",2010-08-24,1051.87,1063.2,1063.2,1046.68,"-"
"415",2010-08-25,1055.33,1048.98,1059.38,1039.83,"-"
"416",2010-08-26,1047.22,1056.28,1061.45,1045.4,"-"
"417",2010-08-27,1064.59,1049.27,1065.21,1039.7,"-"
"418",2010-08-30,1048.92,1062.9,1064.4,1048.79,"-"
"419",2010-08-31,1049.33,1046.88,1055.14,1040.88,"-"
"420",2010-09-01,1080.29,1049.72,1081.3,1049.72,"-"
"421",2010-09-02,1090.1,1080.66,1090.1,1080.39,"-"
"422",2010-09-03,1104.51,1093.61,1105.1,1093.61,"-"
"423",2010-09-07,1091.84,1102.6,1102.6,1091.15,"-"
"424",2010-09-08,1098.87,1092.36,1103.26,1092.36,"-"
"425",2010-09-09,1104.18,1101.15,1110.27,1101.15,"-"
"426",2010-09-10,1109.55,1104.57,1110.88,1103.92,"-"
"427",2010-09-13,1121.9,1113.38,1123.87,1113.38,"-"
"428",2010-09-14,1121.1,1121.16,1127.36,1115.58,"-"
"429",2010-09-15,1125.07,1119.43,1126.46,1114.63,"-"
"430",2010-09-16,1124.66,1123.89,1125.44,1118.88,"-"
"431",2010-09-17,1125.59,1126.39,1131.47,1122.43,"-"
"432",2010-09-20,1142.71,1126.57,1144.86,1126.57,"-"
"433",2010-09-21,1139.78,1142.82,1148.59,1136.22,"-"
"434",2010-09-22,1134.28,1139.49,1144.38,1131.58,"-"
"435",2010-09-23,1124.83,1131.1,1136.77,1122.79,"-"
"436",2010-09-24,1148.67,1131.69,1148.9,1131.69,"-"
"437",2010-09-27,1142.16,1148.64,1149.92,1142,"-"
"438",2010-09-28,1147.7,1142.31,1150,1132.09,"-"
"439",2010-09-29,1144.73,1146.75,1148.63,1140.26,"-"
"440",2010-09-30,1141.2,1145.97,1157.16,1136.08,"-"
"441",2010-10-01,1146.24,1143.49,1150.3,1139.42,"-"
"442",2010-10-04,1137.03,1144.96,1148.16,1131.87,"-"
"443",2010-10-05,1160.75,1140.68,1162.76,1140.68,"-"
"444",2010-10-06,1159.97,1159.81,1162.33,1154.85,"-"
"445",2010-10-07,1158.06,1161.57,1163.87,1151.41,"-"
"446",2010-10-08,1165.15,1158.36,1167.73,1155.58,"-"
"447",2010-10-11,1165.32,1165.32,1168.68,1162.02,"-"
"448",2010-10-12,1169.77,1164.28,1172.58,1155.71,"-"
"449",2010-10-13,1178.1,1171.32,1184.38,1171.32,"-"
"450",2010-10-14,1173.81,1177.82,1178.89,1166.71,"-"
"451",2010-10-15,1176.19,1177.47,1181.2,1167.12,"-"
"452",2010-10-18,1184.71,1176.83,1185.53,1174.55,"-"
"453",2010-10-19,1165.9,1178.64,1178.64,1159.71,"-"
"454",2010-10-20,1178.17,1166.74,1182.94,1166.74,"-"
"455",2010-10-21,1180.26,1179.82,1189.43,1171.17,"-"
"456",2010-10-22,1183.08,1180.52,1183.93,1178.99,"-"
"457",2010-10-25,1185.62,1184.74,1196.14,1184.74,"-"
"458",2010-10-26,1185.64,1184.88,1187.11,1177.72,"-"
"459",2010-10-27,1182.45,1183.84,1183.84,1171.7,"-"
"460",2010-10-28,1183.78,1184.47,1189.53,1177.1,"-"
"461",2010-10-29,1183.26,1183.87,1185.46,1179.7,"-"
"462",2010-11-01,1184.38,1185.71,1195.81,1177.65,"-"
"463",2010-11-02,1193.57,1187.86,1195.88,1187.86,"-"
"464",2010-11-03,1197.96,1193.79,1198.3,1183.56,"-"
"465",2010-11-04,1221.06,1198.34,1221.25,1198.34,"-"
"466",2010-11-05,1225.85,1221.2,1227.08,1220.29,"-"
"467",2010-11-08,1223.25,1223.24,1224.57,1217.55,"-"
"468",2010-11-09,1213.4,1223.59,1226.84,1208.94,"-"
"469",2010-11-10,1218.71,1213.14,1218.75,1204.33,"-"
"470",2010-11-11,1213.54,1213.04,1215.45,1204.49,"-"
"471",2010-11-12,1199.21,1209.07,1210.5,1194.08,"-"
"472",2010-11-15,1197.75,1200.44,1207.43,1197.15,"-"
"473",2010-11-16,1178.34,1194.79,1194.79,1173,"-"
"474",2010-11-17,1178.59,1178.33,1183.56,1175.82,"-"
"475",2010-11-18,1196.69,1183.75,1200.29,1183.75,"-"
"476",2010-11-19,1199.73,1196.12,1199.97,1189.44,"-"
"477",2010-11-22,1197.84,1198.07,1198.94,1184.58,"-"
"478",2010-11-23,1180.73,1192.51,1192.51,1176.91,"-"
"479",2010-11-24,1198.35,1183.7,1198.62,1183.7,"-"
"480",2010-11-26,1189.4,1194.16,1194.16,1186.93,"-"
"481",2010-11-29,1187.76,1189.08,1190.34,1173.64,"-"
"482",2010-11-30,1180.55,1182.96,1187.4,1174.14,"-"
"483",2010-12-01,1206.07,1186.6,1207.61,1186.6,"-"
"484",2010-12-02,1221.53,1206.81,1221.89,1206.81,"-"
"485",2010-12-03,1224.71,1219.93,1225.57,1216.82,"-"
"486",2010-12-06,1223.12,1223.87,1225.8,1220.67,"-"
"487",2010-12-07,1223.75,1227.25,1235.05,1223.25,"-"
"488",2010-12-08,1228.28,1225.02,1228.93,1219.5,"-"
"489",2010-12-09,1233,1230.14,1234.71,1226.85,"-"
"490",2010-12-10,1240.4,1233.85,1240.4,1232.58,"-"
"491",2010-12-13,1240.46,1242.52,1246.73,1240.34,"-"
"492",2010-12-14,1241.59,1241.84,1246.59,1238.17,"-"
"493",2010-12-15,1235.23,1241.58,1244.25,1234.01,"-"
"494",2010-12-16,1242.87,1236.34,1243.75,1232.85,"-"
"495",2010-12-17,1243.91,1243.63,1245.81,1239.87,"-"
"496",2010-12-20,1247.08,1245.76,1250.2,1241.51,"-"
"497",2010-12-21,1254.6,1249.43,1255.82,1249.43,"-"
"498",2010-12-22,1258.84,1254.94,1259.39,1254.94,"-"
"499",2010-12-23,1256.77,1257.53,1258.59,1254.05,"-"
"500",2010-12-27,1257.54,1254.66,1258.43,1251.48,"-"
"501",2010-12-28,1258.51,1259.1,1259.9,1256.22,"-"
"502",2010-12-29,1259.78,1258.78,1262.6,1258.78,"-"
"503",2010-12-30,1257.88,1259.44,1261.09,1256.32,"-"
"504",2010-12-31,1257.64,1256.76,1259.34,1254.19,"-"
"505",2011-01-03,1271.87,1257.62,1276.17,1257.62,"-"
"506",2011-01-04,1270.2,1272.95,1274.12,1262.66,"-"
"507",2011-01-05,1276.56,1268.78,1277.63,1265.36,"-"
"508",2011-01-06,1273.85,1276.29,1278.17,1270.43,"-"
"509",2011-01-07,1271.5,1274.41,1276.83,1261.7,"-"
"510",2011-01-10,1269.75,1270.84,1271.52,1262.18,"-"
"511",2011-01-11,1274.48,1272.58,1277.25,1269.62,"-"
"512",2011-01-12,1285.96,1275.65,1286.87,1275.65,"-"
"513",2011-01-13,1283.76,1285.78,1286.7,1280.47,"-"
"514",2011-01-14,1293.24,1282.9,1293.24,1281.24,"-"
"515",2011-01-18,1295.02,1293.22,1296.06,1290.16,"-"
"516",2011-01-19,1281.92,1294.52,1294.6,1278.92,"-"
"517",2011-01-20,1280.26,1280.85,1283.35,1271.26,"-"
"518",2011-01-21,1283.35,1283.63,1291.21,1282.07,"-"
"519",2011-01-24,1290.84,1283.29,1291.93,1282.47,"-"
"520",2011-01-25,1291.18,1288.17,1291.26,1281.07,"-"
"521",2011-01-26,1296.63,1291.97,1299.74,1291.97,"-"
"522",2011-01-27,1299.54,1297.51,1301.29,1294.41,"-"
"523",2011-01-28,1276.34,1299.63,1302.67,1275.1,"-"
"524",2011-01-31,1286.12,1276.5,1287.17,1276.5,"-"
"525",2011-02-01,1307.59,1289.14,1308.86,1289.14,"-"
"526",2011-02-02,1304.03,1305.91,1307.61,1302.62,"-"
"527",2011-02-03,1307.1,1302.77,1308.6,1294.83,"-"
"528",2011-02-04,1310.87,1307.01,1311,1301.67,"-"
"529",2011-02-07,1319.05,1311.85,1322.85,1311.85,"-"
"530",2011-02-08,1324.57,1318.76,1324.87,1316.03,"-"
"531",2011-02-09,1320.88,1322.48,1324.54,1314.89,"-"
"532",2011-02-10,1321.87,1318.13,1322.78,1311.74,"-"
"533",2011-02-11,1329.15,1318.66,1330.79,1316.08,"-"
"534",2011-02-14,1332.32,1328.73,1332.96,1326.9,"-"
"535",2011-02-15,1328.01,1330.43,1330.43,1324.61,"-"
"536",2011-02-16,1336.32,1329.51,1337.61,1329.51,"-"
"537",2011-02-18,1343.01,1340.38,1344.07,1338.12,"-"
"538",2011-02-22,1315.44,1338.91,1338.91,1312.33,"-"
"539",2011-02-23,1307.4,1315.44,1317.91,1299.55,"-"
"540",2011-02-24,1306.1,1307.09,1310.91,1294.26,"-"
"541",2011-02-25,1319.88,1307.34,1320.61,1307.34,"-"
"542",2011-02-28,1327.22,1321.61,1329.38,1320.55,"-"
"543",2011-03-01,1306.33,1328.64,1332.09,1306.14,"-"
"544",2011-03-02,1308.44,1305.47,1314.19,1302.58,"-"
"545",2011-03-03,1330.97,1312.37,1332.28,1312.37,"-"
"546",2011-03-04,1321.15,1330.73,1331.08,1312.59,"-"
"547",2011-03-07,1310.13,1322.72,1327.68,1303.99,"-"
"548",2011-03-08,1321.82,1311.05,1325.74,1306.86,"-"
"549",2011-03-09,1320.02,1319.92,1323.21,1312.27,"-"
"550",2011-03-10,1295.11,1315.72,1315.72,1294.21,"-"
"551",2011-03-11,1304.28,1293.43,1308.35,1291.99,"-"
"552",2011-03-14,1296.39,1301.19,1301.19,1286.37,"-"
"553",2011-03-15,1281.87,1288.46,1288.46,1261.12,"-"
"554",2011-03-16,1256.88,1279.46,1280.91,1249.05,"-"
"555",2011-03-17,1273.72,1261.61,1278.88,1261.61,"-"
"556",2011-03-18,1279.21,1276.71,1288.88,1276.18,"-"
"557",2011-03-21,1298.38,1281.65,1300.58,1281.65,"-"
"558",2011-03-22,1293.77,1298.29,1299.35,1292.7,"-"
"559",2011-03-23,1297.54,1292.19,1300.51,1284.05,"-"
"560",2011-03-24,1309.66,1300.61,1311.34,1297.74,"-"
"561",2011-03-25,1313.8,1311.8,1319.18,1310.15,"-"
"562",2011-03-28,1310.19,1315.45,1319.74,1310.19,"-"
"563",2011-03-29,1319.44,1309.37,1319.45,1305.26,"-"
"564",2011-03-30,1328.26,1321.89,1331.74,1321.89,"-"
"565",2011-03-31,1325.83,1327.44,1329.77,1325.03,"-"
"566",2011-04-01,1332.41,1329.48,1337.85,1328.89,"-"
"567",2011-04-04,1332.87,1333.56,1336.74,1329.1,"-"
"568",2011-04-05,1332.63,1332.03,1338.21,1330.03,"-"
"569",2011-04-06,1335.54,1335.94,1339.38,1331.09,"-"
"570",2011-04-07,1333.51,1334.82,1338.8,1326.56,"-"
"571",2011-04-08,1328.17,1336.16,1339.46,1322.94,"-"
"572",2011-04-11,1324.46,1329.01,1333.77,1321.06,"-"
"573",2011-04-12,1314.16,1321.96,1321.96,1309.51,"-"
"574",2011-04-13,1314.41,1314.03,1321.35,1309.19,"-"
"575",2011-04-14,1314.52,1311.13,1316.79,1302.42,"-"
"576",2011-04-15,1319.68,1314.54,1322.88,1313.68,"-"
"577",2011-04-18,1305.14,1313.35,1313.35,1294.7,"-"
"578",2011-04-19,1312.62,1305.99,1312.7,1303.97,"-"
"579",2011-04-20,1330.36,1319.12,1332.66,1319.12,"-"
"580",2011-04-21,1337.38,1333.23,1337.49,1332.83,"-"
"581",2011-04-25,1335.25,1337.14,1337.55,1331.47,"-"
"582",2011-04-26,1347.24,1336.75,1349.55,1336.75,"-"
"583",2011-04-27,1355.66,1348.43,1357.49,1344.25,"-"
"584",2011-04-28,1360.48,1353.86,1361.71,1353.6,"-"
"585",2011-04-29,1363.61,1360.14,1364.56,1358.69,"-"
"586",2011-05-02,1361.22,1365.21,1370.58,1358.59,"-"
"587",2011-05-03,1356.62,1359.76,1360.84,1349.52,"-"
"588",2011-05-04,1347.32,1355.9,1355.9,1341.5,"-"
"589",2011-05-05,1335.1,1344.16,1348,1329.17,"-"
"590",2011-05-06,1340.2,1340.24,1354.36,1335.58,"-"
"591",2011-05-09,1346.29,1340.2,1349.44,1338.64,"-"
"592",2011-05-10,1357.16,1348.34,1359.44,1348.34,"-"
"593",2011-05-11,1342.08,1354.51,1354.51,1336.36,"-"
"594",2011-05-12,1348.65,1339.39,1351.05,1332.03,"-"
"595",2011-05-13,1337.77,1348.69,1350.47,1333.36,"-"
"596",2011-05-16,1329.47,1334.77,1343.33,1327.32,"-"
"597",2011-05-17,1328.98,1326.1,1330.42,1318.51,"-"
"598",2011-05-18,1340.68,1328.54,1341.82,1326.59,"-"
"599",2011-05-19,1343.6,1342.4,1346.82,1336.36,"-"
"600",2011-05-20,1333.27,1342,1342,1330.67,"-"
"601",2011-05-23,1317.37,1333.07,1333.07,1312.88,"-"
"602",2011-05-24,1316.28,1317.7,1323.72,1313.87,"-"
"603",2011-05-25,1320.47,1316.36,1325.86,1311.8,"-"
"604",2011-05-26,1325.69,1320.64,1328.51,1314.41,"-"
"605",2011-05-27,1331.1,1325.69,1334.62,1325.69,"-"
"606",2011-05-31,1345.2,1331.1,1345.2,1331.1,"-"
"607",2011-06-01,1314.55,1345.2,1345.2,1313.71,"-"
"608",2011-06-02,1312.94,1314.55,1318.03,1305.61,"-"
"609",2011-06-03,1300.16,1312.94,1312.94,1297.9,"-"
"610",2011-06-06,1286.17,1300.26,1300.26,1284.72,"-"
"611",2011-06-07,1284.94,1286.31,1296.22,1284.74,"-"
"612",2011-06-08,1279.56,1284.63,1287.04,1277.42,"-"
"613",2011-06-09,1289,1279.63,1294.54,1279.63,"-"
"614",2011-06-10,1270.98,1288.6,1288.6,1268.28,"-"
"615",2011-06-13,1271.83,1271.31,1277.04,1265.64,"-"
"616",2011-06-14,1287.87,1272.22,1292.5,1272.22,"-"
"617",2011-06-15,1265.42,1287.87,1287.87,1261.9,"-"
"618",2011-06-16,1267.64,1265.53,1274.11,1258.07,"-"
"619",2011-06-17,1271.5,1268.58,1279.82,1267.4,"-"
"620",2011-06-20,1278.36,1271.5,1280.42,1267.56,"-"
"621",2011-06-21,1295.52,1278.4,1297.62,1278.4,"-"
"622",2011-06-22,1287.14,1295.48,1298.61,1286.79,"-"
"623",2011-06-23,1283.5,1286.6,1286.6,1262.87,"-"
"624",2011-06-24,1268.45,1283.04,1283.93,1267.24,"-"
"625",2011-06-27,1280.1,1268.44,1284.91,1267.53,"-"
"626",2011-06-28,1296.67,1280.21,1296.8,1280.21,"-"
"627",2011-06-29,1307.41,1296.85,1309.21,1296.85,"-"
"628",2011-06-30,1320.64,1307.64,1321.97,1307.64,"-"
"629",2011-07-01,1339.67,1320.64,1341.01,1318.18,"-"
"630",2011-07-05,1337.88,1339.59,1340.89,1334.3,"-"
"631",2011-07-06,1339.22,1337.56,1340.94,1330.92,"-"
"632",2011-07-07,1353.22,1339.62,1356.48,1339.62,"-"
"633",2011-07-08,1343.8,1352.39,1352.39,1333.71,"-"
