project,article,granularity,timestamp,access,agent,views
en.wikipedia,Bitcoin,daily,2016072800,all-access,all-agents,9608
en.wikipedia,Bitcoin,daily,2016072900,all-access,all-agents,8636
en.wikipedia,Bitcoin,daily,2016073000,all-access,all-agents,7977
en.wikipedia,Bitcoin,daily,2016073100,all-access,all-agents,68744
en.wikipedia,Bitcoin,daily,2016080100,all-access,all-agents,8979
en.wikipedia,Bitcoin,daily,2016080200,all-access,all-agents,10183
en.wikipedia,Bitcoin,daily,2016080300,all-access,all-agents,20889
en.wikipedia,Bitcoin,daily,2016080400,all-access,all-agents,13756
en.wikipedia,Bitcoin,daily,2016080500,all-access,all-agents,10113
en.wikipedia,Bitcoin,daily,2016080600,all-access,all-agents,8210
en.wikipedia,Bitcoin,daily,2016080700,all-access,all-agents,14426
en.wikipedia,Bitcoin,daily,2016080800,all-access,all-agents,12667
en.wikipedia,Bitcoin,daily,2016080900,all-access,all-agents,11998
en.wikipedia,Bitcoin,daily,2016081000,all-access,all-agents,11393
en.wikipedia,Bitcoin,daily,2016081100,all-access,all-agents,8702
en.wikipedia,Bitcoin,daily,2016081200,all-access,all-agents,8200
en.wikipedia,Bitcoin,daily,2016081300,all-access,all-agents,8243
en.wikipedia,Bitcoin,daily,2016081400,all-access,all-agents,7195
en.wikipedia,Bitcoin,daily,2016081500,all-access,all-agents,8361
en.wikipedia,Bitcoin,daily,2016081600,all-access,all-agents,8803
en.wikipedia,Bitcoin,daily,2016081700,all-access,all-agents,9089
en.wikipedia,Bitcoin,daily,2016081800,all-access,all-agents,10421
en.wikipedia,Bitcoin,daily,2016081900,all-access,all-agents,9974
en.wikipedia,Bitcoin,daily,2016082000,all-access,all-agents,7154
en.wikipedia,Bitcoin,daily,2016082100,all-access,all-agents,7602
en.wikipedia,Bitcoin,daily,2016082200,all-access,all-agents,8703
en.wikipedia,Bitcoin,daily,2016082300,all-access,all-agents,9225
en.wikipedia,Bitcoin,daily,2016082400,all-access,all-agents,9528
en.wikipedia,Bitcoin,daily,2016082500,all-access,all-agents,9988
en.wikipedia,Bitcoin,daily,2016082600,all-access,all-agents,9715
en.wikipedia,Bitcoin,daily,2016082700,all-access,all-agents,7708
en.wikipedia,Bitcoin,daily,2016082800,all-access,all-agents,8009
en.wikipedia,Bitcoin,daily,2016082900,all-access,all-agents,9769
en.wikipedia,Bitcoin,daily,2016083000,all-access,all-agents,9014
en.wikipedia,Bitcoin,daily,2016083100,all-access,all-agents,9761
en.wikipedia,Bitcoin,daily,2016090100,all-access,all-agents,9460
en.wikipedia,Bitcoin,daily,2016090200,all-access,all-agents,8399
en.wikipedia,Bitcoin,daily,2016090300,all-access,all-agents,7929
en.wikipedia,Bitcoin,daily,2016090400,all-access,all-agents,8230
en.wikipedia,Bitcoin,daily,2016090500,all-access,all-agents,9341
en.wikipedia,Bitcoin,daily,2016090600,all-access,all-agents,9693
en.wikipedia,Bitcoin,daily,2016090700,all-access,all-agents,9797
en.wikipedia,Bitcoin,daily,2016090800,all-access,all-agents,10260
en.wikipedia,Bitcoin,daily,2016090900,all-access,all-agents,9458
en.wikipedia,Bitcoin,daily,2016091000,all-access,all-agents,8414
en.wikipedia,Bitcoin,daily,2016091100,all-access,all-agents,8128
en.wikipedia,Bitcoin,daily,2016091200,all-access,all-agents,12303
en.wikipedia,Bitcoin,daily,2016091300,all-access,all-agents,11330
en.wikipedia,Bitcoin,daily,2016091400,all-access,all-agents,10731
en.wikipedia,Bitcoin,daily,2016091500,all-access,all-agents,11608
en.wikipedia,Bitcoin,daily,2016091600,all-access,all-agents,11372
en.wikipedia,Bitcoin,daily,2016091700,all-access,all-agents,10602
en.wikipedia,Bitcoin,daily,2016091800,all-access,all-agents,9720
en.wikipedia,Bitcoin,daily,2016091900,all-access,all-agents,10176
en.wikipedia,Bitcoin,daily,2016092000,all-access,all-agents,10303
en.wikipedia,Bitcoin,daily,2016092100,all-access,all-agents,9507
en.wikipedia,Bitcoin,daily,2016092200,all-access,all-agents,10163
en.wikipedia,Bitcoin,daily,2016092300,all-access,all-agents,8433
en.wikipedia,Bitcoin,daily,2016092400,all-access,all-agents,9133
en.wikipedia,Bitcoin,daily,2016092500,all-access,all-agents,7924
en.wikipedia,Bitcoin,daily,2016092600,all-access,all-agents,9918
en.wikipedia,Bitcoin,daily,2016092700,all-access,all-agents,8864
en.wikipedia,Bitcoin,daily,2016092800,all-access,all-agents,10660
en.wikipedia,Bitcoin,daily,2016092900,all-access,all-agents,8419
en.wikipedia,Bitcoin,daily,2016093000,all-access,all-agents,8792
en.wikipedia,Bitcoin,daily,2016100100,all-access,all-agents,8601
en.wikipedia,Bitcoin,daily,2016100200,all-access,all-agents,8041
en.wikipedia,Bitcoin,daily,2016100300,all-access,all-agents,8909
en.wikipedia,Bitcoin,daily,2016100400,all-access,all-agents,9753
en.wikipedia,Bitcoin,daily,2016100500,all-access,all-agents,9800
en.wikipedia,Bitcoin,daily,2016100600,all-access,all-agents,9020
en.wikipedia,Bitcoin,daily,2016100700,all-access,all-agents,9804
en.wikipedia,Bitcoin,daily,2016100800,all-access,all-agents,7514
en.wikipedia,Bitcoin,daily,2016100900,all-access,all-agents,7420
en.wikipedia,Bitcoin,daily,2016101000,all-access,all-agents,8394
en.wikipedia,Bitcoin,daily,2016101100,all-access,all-agents,10270
en.wikipedia,Bitcoin,daily,2016101200,all-access,all-agents,10622
en.wikipedia,Bitcoin,daily,2016101300,all-access,all-agents,9291
en.wikipedia,Bitcoin,daily,2016101400,all-access,all-agents,8857
en.wikipedia,Bitcoin,daily,2016101500,all-access,all-agents,7244
en.wikipedia,Bitcoin,daily,2016101600,all-access,all-agents,7685
en.wikipedia,Bitcoin,daily,2016101700,all-access,all-agents,9412
en.wikipedia,Bitcoin,daily,2016101800,all-access,all-agents,9423
en.wikipedia,Bitcoin,daily,2016101900,all-access,all-agents,9258
en.wikipedia,Bitcoin,daily,2016102000,all-access,all-agents,8366
en.wikipedia,Bitcoin,daily,2016102100,all-access,all-agents,10798
en.wikipedia,Bitcoin,daily,2016102200,all-access,all-agents,7065
en.wikipedia,Bitcoin,daily,2016102300,all-access,all-agents,8432
en.wikipedia,Bitcoin,daily,2016102400,all-access,all-agents,9283
en.wikipedia,Bitcoin,daily,2016102500,all-access,all-agents,10462
en.wikipedia,Bitcoin,daily,2016102600,all-access,all-agents,9056
en.wikipedia,Bitcoin,daily,2016102700,all-access,all-agents,9040
en.wikipedia,Bitcoin,daily,2016102800,all-access,all-agents,14851
en.wikipedia,Bitcoin,daily,2016102900,all-access,all-agents,11299
en.wikipedia,Bitcoin,daily,2016103000,all-access,all-agents,9047
en.wikipedia,Bitcoin,daily,2016103100,all-access,all-agents,12396
en.wikipedia,Bitcoin,daily,2016110100,all-access,all-agents,10585
en.wikipedia,Bitcoin,daily,2016110200,all-access,all-agents,10692
en.wikipedia,Bitcoin,daily,2016110300,all-access,all-agents,10154
en.wikipedia,Bitcoin,daily,2016110400,all-access,all-agents,9423
en.wikipedia,Bitcoin,daily,2016110500,all-access,all-agents,12504
en.wikipedia,Bitcoin,daily,2016110600,all-access,all-agents,11283
en.wikipedia,Bitcoin,daily,2016110700,all-access,all-agents,12161
en.wikipedia,Bitcoin,daily,2016110800,all-access,all-agents,12423
en.wikipedia,Bitcoin,daily,2016110900,all-access,all-agents,13461
en.wikipedia,Bitcoin,daily,2016111000,all-access,all-agents,11984
en.wikipedia,Bitcoin,daily,2016111100,all-access,all-agents,10447
en.wikipedia,Bitcoin,daily,2016111200,all-access,all-agents,9303
en.wikipedia,Bitcoin,daily,2016111300,all-access,all-agents,10029
en.wikipedia,Bitcoin,daily,2016111400,all-access,all-agents,23393
en.wikipedia,Bitcoin,daily,2016111500,all-access,all-agents,15372
en.wikipedia,Bitcoin,daily,2016111600,all-access,all-agents,16299
en.wikipedia,Bitcoin,daily,2016111700,all-access,all-agents,15529
en.wikipedia,Bitcoin,daily,2016111800,all-access,all-agents,18708
en.wikipedia,Bitcoin,daily,2016111900,all-access,all-agents,12925
en.wikipedia,Bitcoin,daily,2016112000,all-access,all-agents,16554
en.wikipedia,Bitcoin,daily,2016112100,all-access,all-agents,14835
en.wikipedia,Bitcoin,daily,2016112200,all-access,all-agents,16363
en.wikipedia,Bitcoin,daily,2016112300,all-access,all-agents,18741
en.wikipedia,Bitcoin,daily,2016112400,all-access,all-agents,16980
en.wikipedia,Bitcoin,daily,2016112500,all-access,all-agents,13992
en.wikipedia,Bitcoin,daily,2016112600,all-access,all-agents,13654
en.wikipedia,Bitcoin,daily,2016112700,all-access,all-agents,14972
en.wikipedia,Bitcoin,daily,2016112800,all-access,all-agents,17343
en.wikipedia,Bitcoin,daily,2016112900,all-access,all-agents,16634
en.wikipedia,Bitcoin,daily,2016113000,all-access,all-agents,12276
en.wikipedia,Bitcoin,daily,2016120100,all-access,all-agents,11267
en.wikipedia,Bitcoin,daily,2016120200,all-access,all-agents,11793
en.wikipedia,Bitcoin,daily,2016120300,all-access,all-agents,8992
en.wikipedia,Bitcoin,daily,2016120400,all-access,all-agents,9628
en.wikipedia,Bitcoin,daily,2016120500,all-access,all-agents,10874
en.wikipedia,Bitcoin,daily,2016120600,all-access,all-agents,11956
en.wikipedia,Bitcoin,daily,2016120700,all-access,all-agents,11293
en.wikipedia,Bitcoin,daily,2016120800,all-access,all-agents,11414
en.wikipedia,Bitcoin,daily,2016120900,all-access,all-agents,10046
en.wikipedia,Bitcoin,daily,2016121000,all-access,all-agents,9888
en.wikipedia,Bitcoin,daily,2016121100,all-access,all-agents,9427
en.wikipedia,Bitcoin,daily,2016121200,all-access,all-agents,10852
en.wikipedia,Bitcoin,daily,2016121300,all-access,all-agents,12285
en.wikipedia,Bitcoin,daily,2016121400,all-access,all-agents,11821
en.wikipedia,Bitcoin,daily,2016121500,all-access,all-agents,11320
en.wikipedia,Bitcoin,daily,2016121600,all-access,all-agents,10845
en.wikipedia,Bitcoin,daily,2016121700,all-access,all-agents,9297
en.wikipedia,Bitcoin,daily,2016121800,all-access,all-agents,9699
en.wikipedia,Bitcoin,daily,2016121900,all-access,all-agents,12177
en.wikipedia,Bitcoin,daily,2016122000,all-access,all-agents,12132
en.wikipedia,Bitcoin,daily,2016122100,all-access,all-agents,12697
en.wikipedia,Bitcoin,daily,2016122200,all-access,all-agents,13775
en.wikipedia,Bitcoin,daily,2016122300,all-access,all-agents,14558
en.wikipedia,Bitcoin,daily,2016122400,all-access,all-agents,11923
en.wikipedia,Bitcoin,daily,2016122500,all-access,all-agents,11176
en.wikipedia,Bitcoin,daily,2016122600,all-access,all-agents,12673
en.wikipedia,Bitcoin,daily,2016122700,all-access,all-agents,13726
en.wikipedia,Bitcoin,daily,2016122800,all-access,all-agents,14616
en.wikipedia,Bitcoin,daily,2016122900,all-access,all-agents,16200
en.wikipedia,Bitcoin,daily,2016123000,all-access,all-agents,16672
en.wikipedia,Bitcoin,daily,2016123100,all-access,all-agents,10684
en.wikipedia,Bitcoin,daily,2017010100,all-access,all-agents,9846
en.wikipedia,Bitcoin,daily,2017010200,all-access,all-agents,23985
en.wikipedia,Bitcoin,daily,2017010300,all-access,all-agents,25709
en.wikipedia,Bitcoin,daily,2017010400,all-access,all-agents,22725
en.wikipedia,Bitcoin,daily,2017010500,all-access,all-agents,26351
en.wikipedia,Bitcoin,daily,2017010600,all-access,all-agents,22525
en.wikipedia,Bitcoin,daily,2017010700,all-access,all-agents,17749
en.wikipedia,Bitcoin,daily,2017010800,all-access,all-agents,16913
en.wikipedia,Bitcoin,daily,2017010900,all-access,all-agents,18233
en.wikipedia,Bitcoin,daily,2017011000,all-access,all-agents,16730
en.wikipedia,Bitcoin,daily,2017011100,all-access,all-agents,18651
en.wikipedia,Bitcoin,daily,2017011200,all-access,all-agents,18712
en.wikipedia,Bitcoin,daily,2017011300,all-access,all-agents,17254
en.wikipedia,Bitcoin,daily,2017011400,all-access,all-agents,15833
en.wikipedia,Bitcoin,daily,2017011500,all-access,all-agents,12651
en.wikipedia,Bitcoin,daily,2017011600,all-access,all-agents,14216
en.wikipedia,Bitcoin,daily,2017011700,all-access,all-agents,16662
en.wikipedia,Bitcoin,daily,2017011800,all-access,all-agents,15178
en.wikipedia,Bitcoin,daily,2017011900,all-access,all-agents,14975
en.wikipedia,Bitcoin,daily,2017012000,all-access,all-agents,12817
en.wikipedia,Bitcoin,daily,2017012100,all-access,all-agents,10731
en.wikipedia,Bitcoin,daily,2017012200,all-access,all-agents,11369
en.wikipedia,Bitcoin,daily,2017012300,all-access,all-agents,14673
en.wikipedia,Bitcoin,daily,2017012400,all-access,all-agents,13616
en.wikipedia,Bitcoin,daily,2017012500,all-access,all-agents,12378
en.wikipedia,Bitcoin,daily,2017012600,all-access,all-agents,12201
en.wikipedia,Bitcoin,daily,2017012700,all-access,all-agents,12412
en.wikipedia,Bitcoin,daily,2017012800,all-access,all-agents,12904
en.wikipedia,Bitcoin,daily,2017012900,all-access,all-agents,11994
en.wikipedia,Bitcoin,daily,2017013000,all-access,all-agents,14511
en.wikipedia,Bitcoin,daily,2017013100,all-access,all-agents,13611
en.wikipedia,Bitcoin,daily,2017020100,all-access,all-agents,13679
en.wikipedia,Bitcoin,daily,2017020200,all-access,all-agents,13870
en.wikipedia,Bitcoin,daily,2017020300,all-access,all-agents,13224
en.wikipedia,Bitcoin,daily,2017020400,all-access,all-agents,11505
en.wikipedia,Bitcoin,daily,2017020500,all-access,all-agents,12400
en.wikipedia,Bitcoin,daily,2017020600,all-access,all-agents,13523
en.wikipedia,Bitcoin,daily,2017020700,all-access,all-agents,13918
en.wikipedia,Bitcoin,daily,2017020800,all-access,all-agents,13609
en.wikipedia,Bitcoin,daily,2017020900,all-access,all-agents,14071
en.wikipedia,Bitcoin,daily,2017021000,all-access,all-agents,12594
en.wikipedia,Bitcoin,daily,2017021100,all-access,all-agents,10298
en.wikipedia,Bitcoin,daily,2017021200,all-access,all-agents,11270
en.wikipedia,Bitcoin,daily,2017021300,all-access,all-agents,12817
en.wikipedia,Bitcoin,daily,2017021400,all-access,all-agents,12009
en.wikipedia,Bitcoin,daily,2017021500,all-access,all-agents,12759
en.wikipedia,Bitcoin,daily,2017021600,all-access,all-agents,13301
en.wikipedia,Bitcoin,daily,2017021700,all-access,all-agents,14739
en.wikipedia,Bitcoin,daily,2017021800,all-access,all-agents,13186
en.wikipedia,Bitcoin,daily,2017021900,all-access,all-agents,11065
en.wikipedia,Bitcoin,daily,2017022000,all-access,all-agents,12699
en.wikipedia,Bitcoin,daily,2017022100,all-access,all-agents,14204
en.wikipedia,Bitcoin,daily,2017022200,all-access,all-agents,13648
en.wikipedia,Bitcoin,daily,2017022300,all-access,all-agents,14503
en.wikipedia,Bitcoin,daily,2017022400,all-access,all-agents,16166
en.wikipedia,Bitcoin,daily,2017022500,all-access,all-agents,18086
en.wikipedia,Bitcoin,daily,2017022600,all-access,all-agents,17157
en.wikipedia,Bitcoin,daily,2017022700,all-access,all-agents,15586
en.wikipedia,Bitcoin,daily,2017022800,all-access,all-agents,16074
en.wikipedia,Bitcoin,daily,2017030100,all-access,all-agents,17789
en.wikipedia,Bitcoin,daily,2017030200,all-access,all-agents,19271
en.wikipedia,Bitcoin,daily,2017030300,all-access,all-agents,40981
en.wikipedia,Bitcoin,daily,2017030400,all-access,all-agents,26396
en.wikipedia,Bitcoin,daily,2017030500,all-access,all-agents,18338
en.wikipedia,Bitcoin,daily,2017030600,all-access,all-agents,20720
en.wikipedia,Bitcoin,daily,2017030700,all-access,all-agents,17507
en.wikipedia,Bitcoin,daily,2017030800,all-access,all-agents,16131
en.wikipedia,Bitcoin,daily,2017030900,all-access,all-agents,16077
en.wikipedia,Bitcoin,daily,2017031000,all-access,all-agents,19641
en.wikipedia,Bitcoin,daily,2017031100,all-access,all-agents,16371
en.wikipedia,Bitcoin,daily,2017031200,all-access,all-agents,14426
en.wikipedia,Bitcoin,daily,2017031300,all-access,all-agents,16733
en.wikipedia,Bitcoin,daily,2017031400,all-access,all-agents,19966
en.wikipedia,Bitcoin,daily,2017031500,all-access,all-agents,17958
en.wikipedia,Bitcoin,daily,2017031600,all-access,all-agents,17182
en.wikipedia,Bitcoin,daily,2017031700,all-access,all-agents,16022
en.wikipedia,Bitcoin,daily,2017031800,all-access,all-agents,18692
en.wikipedia,Bitcoin,daily,2017031900,all-access,all-agents,19600
en.wikipedia,Bitcoin,daily,2017032000,all-access,all-agents,23626
en.wikipedia,Bitcoin,daily,2017032100,all-access,all-agents,21664
en.wikipedia,Bitcoin,daily,2017032200,all-access,all-agents,20171
en.wikipedia,Bitcoin,daily,2017032300,all-access,all-agents,20204
en.wikipedia,Bitcoin,daily,2017032400,all-access,all-agents,18354
en.wikipedia,Bitcoin,daily,2017032500,all-access,all-agents,16681
en.wikipedia,Bitcoin,daily,2017032600,all-access,all-agents,18168
en.wikipedia,Bitcoin,daily,2017032700,all-access,all-agents,18498
en.wikipedia,Bitcoin,daily,2017032800,all-access,all-agents,16569
en.wikipedia,Bitcoin,daily,2017032900,all-access,all-agents,14593
en.wikipedia,Bitcoin,daily,2017033000,all-access,all-agents,14773
en.wikipedia,Bitcoin,daily,2017033100,all-access,all-agents,14056
en.wikipedia,Bitcoin,daily,2017040100,all-access,all-agents,12621
en.wikipedia,Bitcoin,daily,2017040200,all-access,all-agents,12217
en.wikipedia,Bitcoin,daily,2017040300,all-access,all-agents,15355
en.wikipedia,Bitcoin,daily,2017040400,all-access,all-agents,17274
en.wikipedia,Bitcoin,daily,2017040500,all-access,all-agents,14198
en.wikipedia,Bitcoin,daily,2017040600,all-access,all-agents,13903
en.wikipedia,Bitcoin,daily,2017040700,all-access,all-agents,13902
en.wikipedia,Bitcoin,daily,2017040800,all-access,all-agents,11883
en.wikipedia,Bitcoin,daily,2017040900,all-access,all-agents,11572
en.wikipedia,Bitcoin,daily,2017041000,all-access,all-agents,13908
en.wikipedia,Bitcoin,daily,2017041100,all-access,all-agents,17727
en.wikipedia,Bitcoin,daily,2017041200,all-access,all-agents,14561
en.wikipedia,Bitcoin,daily,2017041300,all-access,all-agents,14539
en.wikipedia,Bitcoin,daily,2017041400,all-access,all-agents,12912
en.wikipedia,Bitcoin,daily,2017041500,all-access,all-agents,10711
en.wikipedia,Bitcoin,daily,2017041600,all-access,all-agents,11690
en.wikipedia,Bitcoin,daily,2017041700,all-access,all-agents,19340
en.wikipedia,Bitcoin,daily,2017041800,all-access,all-agents,24064
en.wikipedia,Bitcoin,daily,2017041900,all-access,all-agents,16503
en.wikipedia,Bitcoin,daily,2017042000,all-access,all-agents,15072
en.wikipedia,Bitcoin,daily,2017042100,all-access,all-agents,14633
en.wikipedia,Bitcoin,daily,2017042200,all-access,all-agents,11508
en.wikipedia,Bitcoin,daily,2017042300,all-access,all-agents,12426
en.wikipedia,Bitcoin,daily,2017042400,all-access,all-agents,16492
en.wikipedia,Bitcoin,daily,2017042500,all-access,all-agents,17039
en.wikipedia,Bitcoin,daily,2017042600,all-access,all-agents,15105
en.wikipedia,Bitcoin,daily,2017042700,all-access,all-agents,15279
en.wikipedia,Bitcoin,daily,2017042800,all-access,all-agents,14268
en.wikipedia,Bitcoin,daily,2017042900,all-access,all-agents,11486
en.wikipedia,Bitcoin,daily,2017043000,all-access,all-agents,16505
en.wikipedia,Bitcoin,daily,2017050100,all-access,all-agents,14896
en.wikipedia,Bitcoin,daily,2017050200,all-access,all-agents,17552
en.wikipedia,Bitcoin,daily,2017050300,all-access,all-agents,17635
en.wikipedia,Bitcoin,daily,2017050400,all-access,all-agents,19681
en.wikipedia,Bitcoin,daily,2017050500,all-access,all-agents,17252
en.wikipedia,Bitcoin,daily,2017050600,all-access,all-agents,18153
en.wikipedia,Bitcoin,daily,2017050700,all-access,all-agents,18187
en.wikipedia,Bitcoin,daily,2017050800,all-access,all-agents,20017
en.wikipedia,Bitcoin,daily,2017050900,all-access,all-agents,24383
en.wikipedia,Bitcoin,daily,2017051000,all-access,all-agents,24893
en.wikipedia,Bitcoin,daily,2017051100,all-access,all-agents,25641
en.wikipedia,Bitcoin,daily,2017051200,all-access,all-agents,40297
en.wikipedia,Bitcoin,daily,2017051300,all-access,all-agents,48497
en.wikipedia,Bitcoin,daily,2017051400,all-access,all-agents,43577
en.wikipedia,Bitcoin,daily,2017051500,all-access,all-agents,92259
en.wikipedia,Bitcoin,daily,2017051600,all-access,all-agents,89655
en.wikipedia,Bitcoin,daily,2017051700,all-access,all-agents,60873
en.wikipedia,Bitcoin,daily,2017051800,all-access,all-agents,46758
en.wikipedia,Bitcoin,daily,2017051900,all-access,all-agents,39294
en.wikipedia,Bitcoin,daily,2017052000,all-access,all-agents,34010
en.wikipedia,Bitcoin,daily,2017052100,all-access,all-agents,32442
en.wikipedia,Bitcoin,daily,2017052200,all-access,all-agents,72770
en.wikipedia,Bitcoin,daily,2017052300,all-access,all-agents,79852
en.wikipedia,Bitcoin,daily,2017052400,all-access,all-agents,70938
en.wikipedia,Bitcoin,daily,2017052500,all-access,all-agents,74308
en.wikipedia,Bitcoin,daily,2017052600,all-access,all-agents,62426
en.wikipedia,Bitcoin,daily,2017052700,all-access,all-agents,42415
en.wikipedia,Bitcoin,daily,2017052800,all-access,all-agents,33185
en.wikipedia,Bitcoin,daily,2017052900,all-access,all-agents,36086
en.wikipedia,Bitcoin,daily,2017053000,all-access,all-agents,35963
en.wikipedia,Bitcoin,daily,2017053100,all-access,all-agents,34743
en.wikipedia,Bitcoin,daily,2017060100,all-access,all-agents,32102
en.wikipedia,Bitcoin,daily,2017060200,all-access,all-agents,28923
en.wikipedia,Bitcoin,daily,2017060300,all-access,all-agents,26484
en.wikipedia,Bitcoin,daily,2017060400,all-access,all-agents,24030
en.wikipedia,Bitcoin,daily,2017060500,all-access,all-agents,29492
en.wikipedia,Bitcoin,daily,2017060600,all-access,all-agents,36335
en.wikipedia,Bitcoin,daily,2017060700,all-access,all-agents,34333
en.wikipedia,Bitcoin,daily,2017060800,all-access,all-agents,28152
en.wikipedia,Bitcoin,daily,2017060900,all-access,all-agents,26797
en.wikipedia,Bitcoin,daily,2017061000,all-access,all-agents,23995
en.wikipedia,Bitcoin,daily,2017061100,all-access,all-agents,27806
en.wikipedia,Bitcoin,daily,2017061200,all-access,all-agents,36420
en.wikipedia,Bitcoin,daily,2017061300,all-access,all-agents,33391
en.wikipedia,Bitcoin,daily,2017061400,all-access,all-agents,29493
en.wikipedia,Bitcoin,daily,2017061500,all-access,all-agents,29860
en.wikipedia,Bitcoin,daily,2017061600,all-access,all-agents,28789
en.wikipedia,Bitcoin,daily,2017061700,all-access,all-agents,23672
en.wikipedia,Bitcoin,daily,2017061800,all-access,all-agents,23075
en.wikipedia,Bitcoin,daily,2017061900,all-access,all-agents,25931
en.wikipedia,Bitcoin,daily,2017062000,all-access,all-agents,29118
en.wikipedia,Bitcoin,daily,2017062100,all-access,all-agents,33121
en.wikipedia,Bitcoin,daily,2017062200,all-access,all-agents,31083
en.wikipedia,Bitcoin,daily,2017062300,all-access,all-agents,26197
en.wikipedia,Bitcoin,daily,2017062400,all-access,all-agents,24639
en.wikipedia,Bitcoin,daily,2017062500,all-access,all-agents,22743
en.wikipedia,Bitcoin,daily,2017062600,all-access,all-agents,26166
en.wikipedia,Bitcoin,daily,2017062700,all-access,all-agents,36164
en.wikipedia,Bitcoin,daily,2017062800,all-access,all-agents,46469
en.wikipedia,Bitcoin,daily,2017062900,all-access,all-agents,35088
en.wikipedia,Bitcoin,daily,2017063000,all-access,all-agents,26960
en.wikipedia,Bitcoin,daily,2017070100,all-access,all-agents,23455
en.wikipedia,Bitcoin,daily,2017070200,all-access,all-agents,25339
en.wikipedia,Bitcoin,daily,2017070300,all-access,all-agents,26000
en.wikipedia,Bitcoin,daily,2017070400,all-access,all-agents,25954
en.wikipedia,Bitcoin,daily,2017070500,all-access,all-agents,27316
en.wikipedia,Bitcoin,daily,2017070600,all-access,all-agents,28077
en.wikipedia,Bitcoin,daily,2017070700,all-access,all-agents,24723
en.wikipedia,Bitcoin,daily,2017070800,all-access,all-agents,21813
en.wikipedia,Bitcoin,daily,2017070900,all-access,all-agents,22484
en.wikipedia,Bitcoin,daily,2017071000,all-access,all-agents,26497
en.wikipedia,Bitcoin,daily,2017071100,all-access,all-agents,28778
en.wikipedia,Bitcoin,daily,2017071200,all-access,all-agents,27827
en.wikipedia,Bitcoin,daily,2017071300,all-access,all-agents,28826
en.wikipedia,Bitcoin,daily,2017071400,all-access,all-agents,25146
en.wikipedia,Bitcoin,daily,2017071500,all-access,all-agents,20918
en.wikipedia,Bitcoin,daily,2017071600,all-access,all-agents,21330
en.wikipedia,Bitcoin,daily,2017071700,all-access,all-agents,25175
en.wikipedia,Bitcoin,daily,2017071800,all-access,all-agents,29816
en.wikipedia,Bitcoin,daily,2017071900,all-access,all-agents,31571
en.wikipedia,Bitcoin,daily,2017072000,all-access,all-agents,33332
en.wikipedia,Bitcoin,daily,2017072100,all-access,all-agents,27028
en.wikipedia,Bitcoin,daily,2017072200,all-access,all-agents,23839
en.wikipedia,Bitcoin,daily,2017072300,all-access,all-agents,29444
en.wikipedia,Bitcoin,daily,2017072400,all-access,all-agents,29211
en.wikipedia,Bitcoin,daily,2017072500,all-access,all-agents,27282
en.wikipedia,Bitcoin,daily,2017072600,all-access,all-agents,27926
en.wikipedia,Bitcoin,daily,2017072700,all-access,all-agents,28447
en.wikipedia,Bitcoin,daily,2017072800,all-access,all-agents,24731
en.wikipedia,Bitcoin,daily,2017072900,all-access,all-agents,22063
en.wikipedia,Bitcoin,daily,2017073000,all-access,all-agents,35445
en.wikipedia,Bitcoin,daily,2017073100,all-access,all-agents,25446
en.wikipedia,Bitcoin,daily,2017080100,all-access,all-agents,54112
en.wikipedia,Bitcoin,daily,2017080200,all-access,all-agents,78751
en.wikipedia,Bitcoin,daily,2017080300,all-access,all-agents,32167
en.wikipedia,Bitcoin,daily,2017080400,all-access,all-agents,25124
en.wikipedia,Bitcoin,daily,2017080500,all-access,all-agents,27093
en.wikipedia,Bitcoin,daily,2017080600,all-access,all-agents,27030
en.wikipedia,Bitcoin,daily,2017080700,all-access,all-agents,35220
en.wikipedia,Bitcoin,daily,2017080800,all-access,all-agents,42422
en.wikipedia,Bitcoin,daily,2017080900,all-access,all-agents,37744
en.wikipedia,Bitcoin,daily,2017081000,all-access,all-agents,35488
en.wikipedia,Bitcoin,daily,2017081100,all-access,all-agents,32652
en.wikipedia,Bitcoin,daily,2017081200,all-access,all-agents,30433
en.wikipedia,Bitcoin,daily,2017081300,all-access,all-agents,39004
en.wikipedia,Bitcoin,daily,2017081400,all-access,all-agents,53867
en.wikipedia,Bitcoin,daily,2017081500,all-access,all-agents,49545
en.wikipedia,Bitcoin,daily,2017081600,all-access,all-agents,42637
en.wikipedia,Bitcoin,daily,2017081700,all-access,all-agents,39393
en.wikipedia,Bitcoin,daily,2017081800,all-access,all-agents,39011
en.wikipedia,Bitcoin,daily,2017081900,all-access,all-agents,35897
en.wikipedia,Bitcoin,daily,2017082000,all-access,all-agents,37039
en.wikipedia,Bitcoin,daily,2017082100,all-access,all-agents,38635
en.wikipedia,Bitcoin,daily,2017082200,all-access,all-agents,42484
en.wikipedia,Bitcoin,daily,2017082300,all-access,all-agents,40788
en.wikipedia,Bitcoin,daily,2017082400,all-access,all-agents,38457
en.wikipedia,Bitcoin,daily,2017082500,all-access,all-agents,36325
en.wikipedia,Bitcoin,daily,2017082600,all-access,all-agents,32141
en.wikipedia,Bitcoin,daily,2017082700,all-access,all-agents,29450
en.wikipedia,Bitcoin,daily,2017082800,all-access,all-agents,33093
en.wikipedia,Bitcoin,daily,2017082900,all-access,all-agents,36234
en.wikipedia,Bitcoin,daily,2017083000,all-access,all-agents,38008
