"","GBP_USD_history.csv Date","GBP_USD_history.csv Price","GBP_USD_history.csv Open","GBP_USD_history.csv High","GBP_USD_history.csv Low"
"540",2011-01-26,1.5932,1.5816,1.5938,1.577
"541",2011-01-27,1.5925,1.5932,1.5991,1.588
"542",2011-01-28,1.586,1.5925,1.5966,1.5826
"543",2011-01-31,1.6025,1.5824,1.6049,1.5822
"544",2011-02-01,1.6135,1.6025,1.6163,1.6024
"545",2011-02-02,1.6202,1.6135,1.623,1.6128
"546",2011-02-03,1.6134,1.6202,1.6278,1.6122
"547",2011-02-04,1.6109,1.6134,1.6173,1.6036
"548",2011-02-07,1.6127,1.6098,1.6185,1.6091
"549",2011-02-08,1.6064,1.6127,1.6162,1.6029
"550",2011-02-09,1.61,1.6064,1.6124,1.6034
"551",2011-02-10,1.6096,1.61,1.6138,1.6013
"552",2011-02-11,1.6007,1.6096,1.6113,1.5964
"553",2011-02-14,1.6025,1.6002,1.6078,1.5982
"554",2011-02-15,1.6135,1.6025,1.617,1.6008
"555",2011-02-16,1.6092,1.6135,1.6186,1.5987
"556",2011-02-17,1.6176,1.6092,1.6186,1.6076
"557",2011-02-18,1.6253,1.6176,1.6263,1.6149
"558",2011-02-21,1.6227,1.6249,1.6253,1.6204
"559",2011-02-22,1.6158,1.6227,1.6228,1.6102
"560",2011-02-23,1.6233,1.6158,1.6274,1.6157
"561",2011-02-24,1.6143,1.6233,1.6255,1.6085
"562",2011-02-25,1.6118,1.6143,1.616,1.6032
"563",2011-02-28,1.6269,1.6098,1.6276,1.6073
"564",2011-03-01,1.6256,1.6269,1.6329,1.6252
"565",2011-03-02,1.6329,1.6256,1.6344,1.6216
"566",2011-03-03,1.6275,1.6329,1.6334,1.6254
"567",2011-03-04,1.627,1.6275,1.6305,1.6236
"568",2011-03-07,1.6196,1.6266,1.6341,1.6183
"569",2011-03-08,1.6162,1.6196,1.6209,1.6126
"570",2011-03-09,1.6202,1.6162,1.6243,1.614
"571",2011-03-10,1.6064,1.6202,1.6214,1.604
"572",2011-03-11,1.608,1.6064,1.6087,1.5978
"573",2011-03-14,1.6171,1.607,1.6198,1.6027
"574",2011-03-15,1.6051,1.6171,1.6185,1.5979
"575",2011-03-16,1.6037,1.6084,1.6134,1.5984
"576",2011-03-16,1.6143,1.5988,1.617,1.5979
"577",2011-03-17,1.6141,1.5991,1.617,1.5981
"578",2011-03-17,1.6233,1.6143,1.6256,1.6055
"579",2011-03-18,1.6238,1.6138,1.6257,1.6059
"580",2011-03-21,1.6308,1.6222,1.6328,1.6204
"581",2011-03-22,1.6358,1.6308,1.6402,1.6294
"582",2011-03-23,1.6247,1.6358,1.6382,1.622
"583",2011-03-24,1.612,1.6247,1.6267,1.6092
"584",2011-03-25,1.6042,1.612,1.6142,1.6008
"585",2011-03-28,1.5982,1.6012,1.6038,1.5938
"586",2011-03-29,1.602,1.5982,1.6043,1.5943
"587",2011-03-30,1.6082,1.602,1.6083,1.598
"588",2011-03-31,1.6023,1.6082,1.6151,1.6016
"589",2011-04-01,1.6111,1.6023,1.6132,1.5973
"590",2011-04-04,1.6114,1.6124,1.6177,1.6108
"591",2011-04-05,1.6304,1.6114,1.6304,1.6093
"592",2011-04-06,1.6324,1.6304,1.6363,1.6258
"593",2011-04-07,1.6317,1.6324,1.6349,1.6264
"594",2011-04-08,1.6383,1.6317,1.6427,1.6316
"595",2011-04-11,1.6338,1.6393,1.6426,1.6314
"596",2011-04-12,1.626,1.6338,1.6344,1.6228
"597",2011-04-13,1.6278,1.626,1.6309,1.6238
"598",2011-04-14,1.6367,1.6278,1.6384,1.6255
"599",2011-04-15,1.6328,1.6367,1.6373,1.6293
"600",2011-04-18,1.6265,1.6316,1.6328,1.6166
"601",2011-04-19,1.6334,1.6265,1.6339,1.6231
"602",2011-04-20,1.6393,1.6334,1.6426,1.6308
"603",2011-04-21,1.6519,1.6393,1.6599,1.6389
"604",2011-04-22,1.6509,1.6519,1.6569,1.6504
"605",2011-04-25,1.6492,1.6548,1.6548,1.6468
"606",2011-04-26,1.6508,1.6492,1.6533,1.6432
"607",2011-04-27,1.6647,1.6508,1.6669,1.6436
"608",2011-04-28,1.6646,1.6647,1.6747,1.6626
"609",2011-04-29,1.6711,1.6646,1.6722,1.6624
"610",2011-05-02,1.6643,1.6696,1.6739,1.6637
"611",2011-05-03,1.6489,1.6643,1.6647,1.6464
"612",2011-05-04,1.6487,1.6489,1.6575,1.6453
"613",2011-05-05,1.6401,1.6487,1.6544,1.6359
"614",2011-05-06,1.6366,1.6401,1.6464,1.6355
"615",2011-05-09,1.6406,1.6372,1.6421,1.6271
"616",2011-05-10,1.6362,1.6406,1.6417,1.6316
"617",2011-05-11,1.6366,1.6362,1.6517,1.6323
"618",2011-05-12,1.6273,1.6366,1.638,1.6235
"619",2011-05-13,1.6197,1.6273,1.6309,1.6147
"620",2011-05-16,1.6198,1.6172,1.6255,1.616
"621",2011-05-17,1.6251,1.6198,1.6303,1.6176
"622",2011-05-18,1.6156,1.6251,1.6288,1.6107
"623",2011-05-19,1.6228,1.6156,1.6243,1.6132
"624",2011-05-20,1.6231,1.6228,1.6304,1.6167
"625",2011-05-23,1.6074,1.6228,1.6234,1.606
"626",2011-05-24,1.618,1.6074,1.6208,1.6069
"627",2011-05-25,1.6282,1.618,1.6294,1.6133
"628",2011-05-26,1.6393,1.6282,1.6409,1.6275
"629",2011-05-27,1.6508,1.6393,1.6514,1.6384
"630",2011-05-30,1.65,1.6485,1.6508,1.645
"631",2011-05-31,1.6466,1.65,1.6547,1.6425
"632",2011-06-01,1.6338,1.6466,1.6497,1.6316
"633",2011-06-02,1.6373,1.6338,1.6418,1.6306
"634",2011-06-03,1.6426,1.6373,1.6439,1.6287
"635",2011-06-06,1.6354,1.6454,1.6461,1.6342
"636",2011-06-07,1.644,1.6354,1.6473,1.6325
"637",2011-06-08,1.6404,1.644,1.6447,1.6348
"638",2011-06-09,1.6376,1.6404,1.6466,1.6359
"639",2011-06-10,1.6227,1.6376,1.6383,1.6216
"640",2011-06-13,1.6367,1.6232,1.6389,1.6222
"641",2011-06-14,1.6372,1.6367,1.6442,1.6356
"642",2011-06-15,1.62,1.6372,1.6378,1.6169
"643",2011-06-16,1.6163,1.62,1.6224,1.6079
"644",2011-06-17,1.6194,1.6163,1.62,1.6094
"645",2011-06-20,1.6236,1.6154,1.6253,1.611
"646",2011-06-21,1.622,1.6236,1.6249,1.6168
"647",2011-06-22,1.605,1.622,1.6262,1.6043
"648",2011-06-23,1.6022,1.605,1.6066,1.5938
"649",2011-06-24,1.5958,1.6022,1.6046,1.5952
"650",2011-06-27,1.5987,1.5954,1.6012,1.5914
"651",2011-06-28,1.5987,1.5987,1.6044,1.5913
"652",2011-06-29,1.6066,1.5987,1.6081,1.5971
"653",2011-06-30,1.602,1.6066,1.6118,1.5974
"654",2011-07-01,1.6074,1.602,1.6096,1.5989
"655",2011-07-04,1.6085,1.6076,1.614,1.606
"656",2011-07-05,1.6062,1.6085,1.6128,1.5991
"657",2011-07-06,1.6018,1.6062,1.6091,1.5949
"658",2011-07-07,1.5974,1.6018,1.6018,1.5945
"659",2011-07-08,1.6058,1.5974,1.6078,1.5932
"660",2011-07-11,1.59,1.603,1.6042,1.5883
"661",2011-07-12,1.5926,1.59,1.5949,1.5781
"662",2011-07-13,1.6184,1.5926,1.6195,1.5912
"663",2011-07-14,1.6154,1.6184,1.6186,1.6096
"664",2011-07-15,1.6136,1.6154,1.617,1.6076
"665",2011-07-18,1.607,1.6119,1.6128,1.6006
"666",2011-07-19,1.6127,1.607,1.6178,1.6056
"667",2011-07-20,1.6167,1.6127,1.6174,1.607
"668",2011-07-21,1.632,1.6167,1.6341,1.6122
"669",2011-07-22,1.63,1.632,1.6327,1.6265
"670",2011-07-25,1.6281,1.6298,1.6328,1.6262
"671",2011-07-26,1.6418,1.6281,1.6429,1.6266
"672",2011-07-27,1.6325,1.6418,1.644,1.6313
"673",2011-07-28,1.636,1.6325,1.6384,1.6295
"674",2011-07-29,1.6426,1.636,1.647,1.6263
"675",2011-08-01,1.6315,1.6413,1.6476,1.6238
"676",2011-08-02,1.6278,1.6315,1.6329,1.6225
"677",2011-08-03,1.6437,1.6278,1.644,1.6252
"678",2011-08-04,1.624,1.6437,1.6438,1.6229
"679",2011-08-05,1.6394,1.624,1.6397,1.6234
"680",2011-08-08,1.632,1.6424,1.6471,1.6298
"681",2011-08-09,1.6304,1.632,1.6406,1.6177
"682",2011-08-10,1.6113,1.6304,1.6315,1.6112
"683",2011-08-11,1.6229,1.6113,1.6244,1.6112
"684",2011-08-12,1.6282,1.6229,1.6313,1.6167
"685",2011-08-15,1.6378,1.6283,1.6409,1.6257
"686",2011-08-16,1.6443,1.6378,1.6477,1.6324
"687",2011-08-17,1.6534,1.6443,1.659,1.6354
"688",2011-08-18,1.6478,1.6534,1.6555,1.6421
"689",2011-08-19,1.6467,1.6478,1.6618,1.6446
"690",2011-08-22,1.6457,1.6476,1.6521,1.6437
"691",2011-08-23,1.6496,1.6457,1.6571,1.6455
"692",2011-08-24,1.6366,1.6496,1.6534,1.6353
"693",2011-08-25,1.6291,1.6366,1.6397,1.6262
"694",2011-08-26,1.6368,1.6291,1.6379,1.6209
"695",2011-08-29,1.6398,1.6347,1.6454,1.6342
"696",2011-08-30,1.6312,1.6398,1.642,1.6256
"697",2011-08-31,1.6246,1.6312,1.6334,1.6232
"698",2011-09-01,1.6194,1.6246,1.6253,1.6132
"699",2011-09-02,1.6217,1.6194,1.6254,1.6172
"700",2011-09-05,1.6089,1.6164,1.6185,1.6062
"701",2011-09-06,1.5952,1.6089,1.6202,1.5922
"702",2011-09-07,1.597,1.5952,1.604,1.5919
"703",2011-09-08,1.5957,1.597,1.6083,1.5914
"704",2011-09-09,1.5881,1.5957,1.5991,1.5845
"705",2011-09-12,1.5847,1.5855,1.5885,1.5774
"706",2011-09-13,1.5783,1.5847,1.587,1.5763
"707",2011-09-14,1.5771,1.5783,1.5815,1.5707
"708",2011-09-15,1.5798,1.5771,1.5869,1.5732
"709",2011-09-16,1.5792,1.5798,1.5841,1.5745
"710",2011-09-19,1.5672,1.571,1.5756,1.5634
"711",2011-09-20,1.5734,1.5672,1.5748,1.5659
"712",2011-09-21,1.5499,1.5734,1.5741,1.5484
"713",2011-09-22,1.5388,1.5499,1.5503,1.5329
"714",2011-09-23,1.5446,1.5388,1.5492,1.5375
"715",2011-09-26,1.5552,1.5476,1.557,1.5432
"716",2011-09-27,1.5633,1.5552,1.5705,1.5528
"717",2011-09-28,1.555,1.5633,1.5678,1.555
"718",2011-09-29,1.5609,1.555,1.5716,1.5543
"719",2011-09-30,1.5584,1.5609,1.5666,1.5533
"720",2011-10-03,1.5432,1.5572,1.5583,1.542
"721",2011-10-04,1.5465,1.5432,1.5496,1.5341
"722",2011-10-05,1.5467,1.5465,1.5492,1.5395
"723",2011-10-06,1.5438,1.5467,1.55,1.5272
"724",2011-10-07,1.5558,1.5438,1.5646,1.5424
"725",2011-10-10,1.5646,1.555,1.5689,1.5545
"726",2011-10-11,1.558,1.5646,1.5664,1.5574
"727",2011-10-12,1.5734,1.558,1.5798,1.5543
"728",2011-10-13,1.5744,1.5734,1.5784,1.5667
"729",2011-10-14,1.5819,1.5744,1.5853,1.5722
"730",2011-10-17,1.5747,1.5816,1.5848,1.5731
"731",2011-10-18,1.5703,1.5747,1.5822,1.5632
"732",2011-10-19,1.5772,1.5703,1.5848,1.57
"733",2011-10-20,1.58,1.5772,1.5803,1.5682
"734",2011-10-21,1.5951,1.58,1.5974,1.5754
"735",2011-10-24,1.5997,1.5942,1.6007,1.5901
"736",2011-10-25,1.6003,1.5997,1.6039,1.5958
"737",2011-10-26,1.5971,1.6003,1.6042,1.5891
"738",2011-10-27,1.6098,1.5971,1.6142,1.5967
"739",2011-10-28,1.6127,1.6098,1.6152,1.6072
"740",2011-10-31,1.6076,1.6111,1.6166,1.5965
"741",2011-11-01,1.594,1.6076,1.6094,1.5891
"742",2011-11-02,1.5908,1.594,1.6047,1.5884
"743",2011-11-03,1.6035,1.5908,1.6062,1.5877
"744",2011-11-04,1.6034,1.6035,1.6063,1.5946
"745",2011-11-07,1.6063,1.6034,1.6079,1.598
"746",2011-11-08,1.6098,1.6063,1.613,1.6036
"747",2011-11-09,1.5911,1.6098,1.612,1.5903
"748",2011-11-10,1.5938,1.5911,1.5985,1.5869
"749",2011-11-11,1.6065,1.5938,1.6093,1.5896
"750",2011-11-14,1.5898,1.6076,1.6092,1.5881
"751",2011-11-15,1.5803,1.5898,1.5932,1.5799
"752",2011-11-16,1.5707,1.5803,1.5816,1.5696
"753",2011-11-17,1.5749,1.5707,1.5812,1.5691
"754",2011-11-18,1.5806,1.5749,1.5888,1.5738
"755",2011-11-21,1.5638,1.5774,1.5776,1.5613
"756",2011-11-22,1.5647,1.5638,1.5692,1.5583
"757",2011-11-23,1.5521,1.5647,1.5656,1.5496
"758",2011-11-24,1.5477,1.5521,1.5567,1.547
"759",2011-11-25,1.544,1.5477,1.5518,1.5424
"760",2011-11-28,1.5498,1.5487,1.5594,1.5459
"761",2011-11-29,1.5596,1.5498,1.5656,1.547
"762",2011-11-30,1.5704,1.5596,1.578,1.5527
"763",2011-12-01,1.5683,1.5704,1.5756,1.5638
"764",2011-12-02,1.5597,1.5683,1.5726,1.5577
"765",2011-12-05,1.5643,1.5606,1.5716,1.5588
"766",2011-12-06,1.5602,1.5643,1.5664,1.5561
"767",2011-12-07,1.5698,1.5602,1.5722,1.5596
"768",2011-12-08,1.5634,1.5698,1.577,1.5611
"769",2011-12-09,1.5671,1.5634,1.5735,1.5586
"770",2011-12-12,1.5574,1.5654,1.5658,1.5538
"771",2011-12-13,1.5478,1.5574,1.5626,1.5452
"772",2011-12-14,1.5472,1.5478,1.5531,1.541
"773",2011-12-15,1.5523,1.5472,1.553,1.5434
"774",2011-12-16,1.5545,1.5523,1.5557,1.5483
"775",2011-12-19,1.5508,1.5521,1.5545,1.5466
"776",2011-12-20,1.5668,1.5508,1.57,1.5502
"777",2011-12-21,1.5668,1.5668,1.5774,1.5649
"778",2011-12-22,1.5678,1.5668,1.5729,1.565
"779",2011-12-23,1.5587,1.5678,1.5708,1.5583
"780",2011-12-26,1.5627,1.5588,1.5631,1.5588
"781",2011-12-27,1.5663,1.5627,1.568,1.5598
"782",2011-12-28,1.5438,1.5663,1.5692,1.5438
"783",2011-12-29,1.5416,1.5438,1.5476,1.5362
"784",2011-12-30,1.555,1.5416,1.5572,1.5402
"785",2012-01-02,1.5518,1.5523,1.5543,1.5469
"786",2012-01-03,1.5644,1.5518,1.567,1.5507
"787",2012-01-04,1.561,1.5644,1.5669,1.5581
"788",2012-01-05,1.5499,1.561,1.563,1.5468
"789",2012-01-06,1.5426,1.5499,1.5525,1.5376
"790",2012-01-09,1.5458,1.5417,1.547,1.5396
"791",2012-01-10,1.5472,1.5458,1.55,1.5447
"792",2012-01-11,1.5336,1.5472,1.5488,1.5309
"793",2012-01-12,1.5341,1.5336,1.5368,1.528
"794",2012-01-13,1.5318,1.5341,1.5409,1.5236
"795",2012-01-16,1.5321,1.5301,1.5352,1.5283
"796",2012-01-17,1.5339,1.5321,1.5405,1.5317
"797",2012-01-18,1.5429,1.5339,1.5442,1.5328
"798",2012-01-19,1.5485,1.5429,1.5493,1.5416
"799",2012-01-20,1.5576,1.5485,1.5578,1.5451
"800",2012-01-23,1.5576,1.5543,1.5602,1.5517
"801",2012-01-24,1.5624,1.5578,1.5629,1.5534
"802",2012-01-25,1.5658,1.5624,1.5678,1.5534
"803",2012-01-26,1.5676,1.5658,1.5734,1.5651
"804",2012-01-27,1.5728,1.5676,1.5741,1.5641
"805",2012-01-30,1.5706,1.5723,1.5725,1.5654
"806",2012-01-31,1.576,1.5705,1.5796,1.5701
"807",2012-02-01,1.5847,1.576,1.5883,1.5707
"808",2012-02-02,1.5803,1.5846,1.5859,1.5796
"809",2012-02-03,1.5814,1.5803,1.586,1.5751
"810",2012-02-06,1.5812,1.5801,1.5841,1.5731
"811",2012-02-07,1.5893,1.5812,1.5905,1.5789
"812",2012-02-08,1.581,1.5892,1.5929,1.5796
"813",2012-02-09,1.5812,1.581,1.5884,1.5793
"814",2012-02-10,1.5756,1.5812,1.585,1.573
"815",2012-02-13,1.5722,1.5777,1.5828,1.5717
"816",2012-02-14,1.569,1.5722,1.5771,1.5646
"817",2012-02-15,1.5685,1.5691,1.5736,1.5672
"818",2012-02-16,1.5805,1.5685,1.5817,1.5656
"819",2012-02-17,1.5828,1.5805,1.5862,1.5791
"820",2012-02-20,1.583,1.5865,1.588,1.582
"821",2012-02-21,1.5791,1.583,1.5865,1.5773
"822",2012-02-22,1.567,1.5791,1.5814,1.5649
"823",2012-02-23,1.5744,1.5671,1.5751,1.565
"824",2012-02-24,1.5872,1.5744,1.59,1.5722
"825",2012-02-27,1.5831,1.5884,1.5887,1.5811
"826",2012-02-28,1.5921,1.5831,1.5923,1.58
"827",2012-02-29,1.5921,1.592,1.5992,1.5905
"828",2012-03-01,1.596,1.5921,1.5976,1.5897
"829",2012-03-02,1.5834,1.596,1.5966,1.5824
"830",2012-03-05,1.5874,1.5831,1.5877,1.5787
"831",2012-03-06,1.572,1.5874,1.5882,1.5696
"832",2012-03-07,1.5732,1.572,1.5759,1.5698
"833",2012-03-08,1.5822,1.5732,1.5834,1.5725
"834",2012-03-09,1.5674,1.5821,1.583,1.5662
"835",2012-03-12,1.5651,1.5668,1.5696,1.5603
"836",2012-03-13,1.5704,1.5651,1.5748,1.5621
"837",2012-03-14,1.5651,1.5704,1.5744,1.565
"838",2012-03-15,1.5703,1.5652,1.5737,1.5635
"839",2012-03-16,1.5844,1.5703,1.5861,1.5694
"840",2012-03-19,1.5886,1.5836,1.5914,1.5822
"841",2012-03-20,1.5863,1.5886,1.5897,1.5832
"842",2012-03-21,1.5874,1.5864,1.5923,1.5818
"843",2012-03-22,1.5823,1.5874,1.5893,1.5771
"844",2012-03-23,1.587,1.5823,1.5909,1.5807
"845",2012-03-26,1.596,1.5878,1.5974,1.5801
"846",2012-03-27,1.5953,1.596,1.6001,1.5942
"847",2012-03-28,1.5892,1.5953,1.5964,1.5843
"848",2012-03-29,1.5958,1.5891,1.5964,1.586
"849",2012-03-30,1.6008,1.5958,1.6037,1.5956
"850",2012-04-02,1.6036,1.6012,1.6062,1.598
"851",2012-04-03,1.5905,1.6036,1.6046,1.5892
"852",2012-04-04,1.5903,1.5903,1.5911,1.5834
"853",2012-04-05,1.5829,1.5903,1.5909,1.5805
"854",2012-04-06,1.5872,1.5829,1.5892,1.5825
"855",2012-04-09,1.5906,1.5877,1.5914,1.5836
"856",2012-04-10,1.5854,1.5906,1.5931,1.581
"857",2012-04-11,1.5923,1.5853,1.5938,1.5853
"858",2012-04-12,1.5958,1.5924,1.5985,1.5913
"859",2012-04-13,1.5848,1.5958,1.597,1.5841
"860",2012-04-16,1.5899,1.5851,1.591,1.5816
"861",2012-04-17,1.592,1.5895,1.597,1.5859
"862",2012-04-18,1.6022,1.5923,1.6041,1.5891
"863",2012-04-19,1.6054,1.6019,1.6076,1.6005
"864",2012-04-20,1.6126,1.6052,1.6148,1.6035
"865",2012-04-23,1.6128,1.613,1.6134,1.6072
"866",2012-04-24,1.614,1.6124,1.6163,1.6107
"867",2012-04-25,1.6168,1.614,1.6182,1.6078
"868",2012-04-26,1.6176,1.6164,1.6206,1.6156
"869",2012-04-27,1.6267,1.6176,1.6279,1.615
"870",2012-04-30,1.6233,1.6271,1.6301,1.6219
"871",2012-05-01,1.622,1.6234,1.6247,1.6184
"872",2012-05-02,1.6201,1.6216,1.6238,1.6158
"873",2012-05-03,1.6182,1.6199,1.6215,1.616
"874",2012-05-04,1.6156,1.6179,1.6201,1.6139
"875",2012-05-07,1.6193,1.6153,1.6197,1.6111
"876",2012-05-08,1.6158,1.6192,1.6198,1.6121
"877",2012-05-09,1.6133,1.6152,1.6158,1.6067
"878",2012-05-10,1.6145,1.6127,1.6182,1.6089
"879",2012-05-11,1.6073,1.6128,1.6142,1.606
"880",2012-05-14,1.6093,1.6057,1.6122,1.6048
"881",2012-05-15,1.5996,1.6096,1.6113,1.5987
"882",2012-05-16,1.5913,1.5996,1.5999,1.5887
"883",2012-05-17,1.5796,1.5909,1.5932,1.5783
"884",2012-05-18,1.5817,1.5781,1.5837,1.5729
"885",2012-05-21,1.583,1.5812,1.5841,1.5777
"886",2012-05-22,1.5763,1.5824,1.5848,1.574
"887",2012-05-23,1.5688,1.5769,1.5771,1.5673
"888",2012-05-24,1.5672,1.5691,1.5726,1.5637
"889",2012-05-25,1.5661,1.5672,1.5699,1.5628
"890",2012-05-28,1.5682,1.5674,1.5717,1.567
"891",2012-05-29,1.5641,1.5681,1.5716,1.5606
"892",2012-05-30,1.5481,1.5632,1.5637,1.5472
"893",2012-05-31,1.5405,1.5475,1.5526,1.5359
"894",2012-06-01,1.5363,1.5405,1.5437,1.5265
"895",2012-06-04,1.5381,1.5369,1.5415,1.5339
"896",2012-06-05,1.5381,1.538,1.5407,1.532
"897",2012-06-06,1.5492,1.5374,1.5515,1.537
"898",2012-06-07,1.5529,1.5488,1.56,1.5428
"899",2012-06-08,1.5474,1.553,1.5536,1.5401
"900",2012-06-11,1.548,1.5535,1.5582,1.5475
"901",2012-06-12,1.5576,1.5474,1.559,1.5453
"902",2012-06-13,1.551,1.5569,1.5597,1.5502
"903",2012-06-14,1.5555,1.5508,1.5563,1.547
"904",2012-06-15,1.5717,1.5551,1.5726,1.5473
"905",2012-06-18,1.567,1.5727,1.5741,1.5634
"906",2012-06-19,1.5725,1.5668,1.5757,1.5613
"907",2012-06-20,1.5717,1.5729,1.5777,1.5651
"908",2012-06-21,1.559,1.5708,1.5732,1.5576
"909",2012-06-22,1.559,1.5595,1.5634,1.5554
"910",2012-06-25,1.5573,1.5585,1.5594,1.5536
"911",2012-06-26,1.5639,1.557,1.565,1.556
"912",2012-06-27,1.557,1.5632,1.564,1.5544
"913",2012-06-28,1.5512,1.5563,1.5623,1.5483
"914",2012-06-29,1.5709,1.5513,1.5715,1.5507
"915",2012-07-02,1.5696,1.5697,1.5721,1.5638
"916",2012-07-03,1.5688,1.5691,1.5713,1.5655
"917",2012-07-04,1.5595,1.5686,1.5689,1.5573
"918",2012-07-05,1.5526,1.5593,1.5623,1.5498
"919",2012-07-06,1.549,1.5522,1.555,1.5459
"920",2012-07-09,1.5528,1.5478,1.5534,1.5468
"921",2012-07-10,1.5516,1.5522,1.5549,1.5475
"922",2012-07-11,1.5503,1.5516,1.5578,1.5484
"923",2012-07-12,1.5425,1.5503,1.5515,1.539
"924",2012-07-13,1.5575,1.5428,1.558,1.541
"925",2012-07-16,1.5636,1.5566,1.5654,1.5516
"926",2012-07-17,1.5655,1.5634,1.5677,1.5551
"927",2012-07-18,1.5654,1.5651,1.5667,1.558
"928",2012-07-19,1.5724,1.5651,1.5735,1.5634
"929",2012-07-20,1.5621,1.5722,1.5725,1.5609
"930",2012-07-23,1.5507,1.5605,1.5624,1.5482
"931",2012-07-24,1.5506,1.5504,1.5551,1.5484
"932",2012-07-25,1.5497,1.5505,1.555,1.5456
"933",2012-07-26,1.5687,1.5499,1.5723,1.5468
"934",2012-07-27,1.5749,1.5686,1.5767,1.5662
"935",2012-07-30,1.5711,1.5738,1.5752,1.567
"936",2012-07-31,1.5677,1.5709,1.5729,1.5623
"937",2012-08-01,1.5536,1.5677,1.569,1.5531
"938",2012-08-02,1.5514,1.5535,1.5678,1.5488
"939",2012-08-03,1.5643,1.5513,1.5656,1.5502
"940",2012-08-06,1.5603,1.5645,1.5665,1.5544
"941",2012-08-07,1.5621,1.5601,1.5684,1.5561
"942",2012-08-08,1.5655,1.5619,1.5676,1.5571
"943",2012-08-09,1.5639,1.5655,1.5684,1.5603
"944",2012-08-10,1.5691,1.5637,1.5701,1.5574
"945",2012-08-13,1.5684,1.567,1.5716,1.5655
"946",2012-08-14,1.5677,1.5682,1.5726,1.5669
"947",2012-08-15,1.5684,1.5675,1.5701,1.5658
"948",2012-08-16,1.5734,1.5681,1.5744,1.5634
"949",2012-08-17,1.57,1.5731,1.5738,1.5669
"950",2012-08-20,1.5711,1.5694,1.5717,1.5675
"951",2012-08-21,1.5784,1.5708,1.5803,1.5701
"952",2012-08-22,1.5881,1.5781,1.5881,1.5765
"953",2012-08-23,1.5859,1.588,1.5911,1.5854
"954",2012-08-24,1.5812,1.5859,1.5869,1.58
"955",2012-08-27,1.5794,1.5811,1.5828,1.5788
"956",2012-08-28,1.5818,1.5794,1.5836,1.5751
"957",2012-08-29,1.5833,1.5816,1.5854,1.58
"958",2012-08-30,1.5786,1.583,1.5874,1.5769
"959",2012-08-31,1.5866,1.5783,1.5895,1.5774
"960",2012-09-03,1.5887,1.5866,1.5898,1.5847
"961",2012-09-04,1.587,1.5883,1.5909,1.5856
"962",2012-09-05,1.5902,1.5868,1.5934,1.5824
"963",2012-09-06,1.5932,1.59,1.5941,1.588
"964",2012-09-07,1.6006,1.5929,1.6033,1.592
"965",2012-09-10,1.599,1.6003,1.6019,1.5957
"966",2012-09-11,1.607,1.5986,1.6083,1.5981
"967",2012-09-12,1.6107,1.6069,1.613,1.6061
"968",2012-09-13,1.6155,1.6106,1.6174,1.6079
"969",2012-09-14,1.6217,1.6153,1.6256,1.614
"970",2012-09-17,1.6249,1.6215,1.6273,1.6208
"971",2012-09-18,1.6244,1.6248,1.6267,1.6219
"972",2012-09-19,1.6222,1.6242,1.627,1.6183
"973",2012-09-20,1.6216,1.6219,1.6235,1.6161
"974",2012-09-21,1.6228,1.6213,1.6309,1.621
"975",2012-09-24,1.622,1.6231,1.6248,1.6178
"976",2012-09-25,1.6188,1.6216,1.6267,1.618
"977",2012-09-26,1.6166,1.6186,1.6209,1.6135
"978",2012-09-27,1.6237,1.6164,1.6243,1.6157
"979",2012-09-28,1.6166,1.6233,1.6272,1.6112
"980",2012-10-01,1.6131,1.616,1.6174,1.6106
"981",2012-10-02,1.6133,1.6127,1.6187,1.6122
"982",2012-10-03,1.6076,1.6131,1.6141,1.6064
"983",2012-10-04,1.6191,1.6075,1.6201,1.607
"984",2012-10-05,1.6137,1.6189,1.6217,1.612
"985",2012-10-08,1.6027,1.6133,1.6142,1.6018
"986",2012-10-09,1.6003,1.6026,1.6046,1.5973
"987",2012-10-10,1.6005,1.6001,1.6034,1.5974
"988",2012-10-11,1.6045,1.6002,1.6054,1.5982
"989",2012-10-12,1.6072,1.6043,1.6096,1.6016
"990",2012-10-15,1.6071,1.607,1.6081,1.6019
"991",2012-10-16,1.6111,1.6069,1.6132,1.6058
"992",2012-10-17,1.6148,1.6109,1.6178,1.6106
"993",2012-10-18,1.6045,1.6147,1.617,1.604
"994",2012-10-19,1.6005,1.6043,1.6066,1.5995
"995",2012-10-22,1.6015,1.6005,1.6052,1.5988
"996",2012-10-23,1.5953,1.6013,1.6024,1.591
"997",2012-10-24,1.6038,1.5951,1.6047,1.5933
"998",2012-10-25,1.6118,1.6036,1.6144,1.6024
"999",2012-10-26,1.6105,1.6116,1.614,1.6078
"1000",2012-10-29,1.6033,1.6115,1.6122,1.6004
"1001",2012-10-30,1.6075,1.6032,1.6086,1.6018
"1002",2012-10-31,1.613,1.6072,1.6138,1.6065
"1003",2012-11-01,1.6131,1.6128,1.6175,1.6117
"1004",2012-11-02,1.6025,1.6129,1.6134,1.6005
"1005",2012-11-05,1.5979,1.602,1.6039,1.5956
"1006",2012-11-06,1.5997,1.5977,1.6007,1.5963
"1007",2012-11-07,1.5986,1.5997,1.6042,1.5951
"1008",2012-11-08,1.5982,1.5984,1.6004,1.5926
"1009",2012-11-09,1.5897,1.5982,1.6018,1.5887
