"","EUR_USD_history.csv Date","EUR_USD_history.csv Price","EUR_USD_history.csv Open","EUR_USD_history.csv High","EUR_USD_history.csv Low"
"939",2012-08-07,1.2401,1.2401,1.2442,1.2375
"940",2012-08-08,1.2365,1.2401,1.2403,1.2327
"941",2012-08-09,1.2306,1.2367,1.2388,1.2266
"942",2012-08-10,1.229,1.2306,1.2317,1.2239
"943",2012-08-13,1.2332,1.228,1.2374,1.226
"944",2012-08-14,1.2322,1.2332,1.2386,1.2316
"945",2012-08-15,1.2289,1.2322,1.2344,1.2263
"946",2012-08-16,1.2355,1.2292,1.2374,1.2256
"947",2012-08-17,1.2334,1.2355,1.2382,1.2288
"948",2012-08-20,1.2344,1.2344,1.2369,1.2294
"949",2012-08-21,1.2472,1.2347,1.249,1.2342
"950",2012-08-22,1.2528,1.2473,1.254,1.2431
"951",2012-08-23,1.2564,1.2528,1.2591,1.2524
"952",2012-08-24,1.2513,1.2563,1.2569,1.2483
"953",2012-08-27,1.25,1.2511,1.2536,1.2489
"954",2012-08-28,1.2565,1.2498,1.2576,1.2464
"955",2012-08-29,1.2529,1.2565,1.2574,1.2517
"956",2012-08-30,1.2506,1.2531,1.2565,1.2488
"957",2012-08-31,1.2577,1.2506,1.2638,1.2493
"958",2012-09-03,1.2594,1.2567,1.2611,1.2556
"959",2012-09-04,1.2567,1.2593,1.263,1.2557
"960",2012-09-05,1.2601,1.2567,1.2626,1.2502
"961",2012-09-06,1.2631,1.2603,1.2652,1.2562
"962",2012-09-07,1.2816,1.2631,1.2818,1.2626
"963",2012-09-10,1.2759,1.2807,1.2813,1.2755
"964",2012-09-11,1.2855,1.2757,1.2872,1.2754
"965",2012-09-12,1.29,1.2855,1.2937,1.2816
"966",2012-09-13,1.2989,1.29,1.3002,1.2857
"967",2012-09-14,1.3127,1.299,1.3171,1.298
"968",2012-09-17,1.3117,1.3127,1.317,1.3083
"969",2012-09-18,1.3048,1.3118,1.3122,1.3028
"970",2012-09-19,1.3048,1.3046,1.3086,1.2992
"971",2012-09-20,1.2969,1.3049,1.306,1.292
"972",2012-09-21,1.298,1.2969,1.3047,1.2954
"973",2012-09-24,1.2931,1.2981,1.299,1.289
"974",2012-09-25,1.29,1.2933,1.2973,1.2887
"975",2012-09-26,1.2872,1.2899,1.2913,1.2835
"976",2012-09-27,1.2914,1.2871,1.2929,1.2828
"977",2012-09-28,1.2858,1.2912,1.2959,1.2837
"978",2012-10-01,1.2889,1.2859,1.294,1.2803
"979",2012-10-02,1.292,1.2888,1.2969,1.288
"980",2012-10-03,1.2906,1.2919,1.2938,1.2877
"981",2012-10-04,1.3018,1.2905,1.3032,1.2901
"982",2012-10-05,1.3034,1.3018,1.3072,1.2993
"983",2012-10-08,1.297,1.303,1.3036,1.2936
"984",2012-10-09,1.2885,1.297,1.2991,1.2858
"985",2012-10-10,1.2875,1.2885,1.2914,1.2835
"986",2012-10-11,1.2927,1.2875,1.2954,1.2826
"987",2012-10-12,1.295,1.2927,1.2992,1.2921
"988",2012-10-15,1.295,1.2957,1.298,1.2891
"989",2012-10-16,1.3054,1.295,1.3062,1.2943
"990",2012-10-17,1.3119,1.3054,1.3141,1.3053
"991",2012-10-18,1.3066,1.3119,1.3129,1.3055
"992",2012-10-19,1.3022,1.3065,1.3078,1.3012
"993",2012-10-22,1.306,1.3013,1.3085,1.3011
"994",2012-10-23,1.2986,1.306,1.3077,1.2952
"995",2012-10-24,1.2974,1.2986,1.2999,1.2921
"996",2012-10-25,1.2934,1.2973,1.3024,1.2926
"997",2012-10-26,1.2942,1.2934,1.2959,1.2883
"998",2012-10-29,1.2904,1.2948,1.2967,1.2885
"999",2012-10-30,1.2959,1.2904,1.2986,1.2887
"1000",2012-10-31,1.296,1.2961,1.3023,1.2946
"1001",2012-11-01,1.2942,1.2959,1.2982,1.2923
"1002",2012-11-02,1.2837,1.2942,1.2952,1.282
"1003",2012-11-05,1.2797,1.2812,1.2843,1.2767
"1004",2012-11-06,1.2814,1.2795,1.2828,1.2763
"1005",2012-11-07,1.2771,1.2813,1.2877,1.2735
"1006",2012-11-08,1.2747,1.2771,1.2782,1.2718
"1007",2012-11-09,1.2709,1.2747,1.279,1.2689
"1008",2012-11-12,1.271,1.2712,1.2742,1.2698
"1009",2012-11-13,1.2704,1.2709,1.2728,1.2662
"1010",2012-11-14,1.2736,1.2706,1.2778,1.27
"1011",2012-11-15,1.278,1.2736,1.2803,1.2717
"1012",2012-11-16,1.2744,1.278,1.2788,1.2689
"1013",2012-11-19,1.2813,1.2739,1.2822,1.2731
"1014",2012-11-20,1.2818,1.2813,1.283,1.2765
"1015",2012-11-21,1.2829,1.2817,1.2833,1.2734
"1016",2012-11-22,1.2883,1.2828,1.2902,1.2826
"1017",2012-11-23,1.2976,1.2883,1.2992,1.2868
"1018",2012-11-26,1.2973,1.2972,1.2985,1.2943
"1019",2012-11-27,1.2945,1.297,1.301,1.2915
"1020",2012-11-28,1.2953,1.2944,1.2956,1.288
"1021",2012-11-29,1.2978,1.2952,1.3014,1.2938
"1022",2012-11-30,1.2986,1.2978,1.3028,1.2969
"1023",2012-12-03,1.3054,1.2984,1.3077,1.2972
"1024",2012-12-04,1.3094,1.3053,1.3109,1.3045
"1025",2012-12-05,1.3068,1.3095,1.3128,1.3061
"1026",2012-12-06,1.2968,1.3068,1.3088,1.2949
"1027",2012-12-07,1.2927,1.2969,1.2974,1.2881
"1028",2012-12-10,1.2941,1.2901,1.2947,1.2879
"1029",2012-12-11,1.3006,1.2942,1.3016,1.2929
"1030",2012-12-12,1.3074,1.3007,1.3098,1.2994
"1031",2012-12-13,1.3078,1.3074,1.3102,1.3041
"1032",2012-12-14,1.3163,1.3079,1.3175,1.3067
"1033",2012-12-17,1.3165,1.319,1.3192,1.3144
"1034",2012-12-18,1.323,1.3164,1.3239,1.3155
"1035",2012-12-19,1.3228,1.323,1.331,1.3222
"1036",2012-12-20,1.3244,1.3228,1.3297,1.3189
"1037",2012-12-21,1.3188,1.3245,1.3255,1.3159
"1038",2012-12-24,1.3186,1.3188,1.3234,1.3167
"1039",2012-12-25,1.3183,1.3184,1.3208,1.317
"1040",2012-12-26,1.3224,1.3183,1.3255,1.317
"1041",2012-12-27,1.3236,1.3225,1.3285,1.3201
"1042",2012-12-28,1.3216,1.3236,1.3258,1.3167
"1043",2012-12-31,1.3196,1.3214,1.3236,1.3173
"1044",2013-01-01,1.3205,1.3194,1.322,1.318
"1045",2013-01-02,1.3186,1.3205,1.3302,1.3157
"1046",2013-01-03,1.3048,1.3187,1.3192,1.3046
"1047",2013-01-04,1.3069,1.3048,1.3091,1.2999
"1048",2013-01-07,1.3117,1.3072,1.3121,1.3018
"1049",2013-01-08,1.3083,1.3116,1.3142,1.3058
"1050",2013-01-09,1.3064,1.3081,1.3096,1.3037
"1051",2013-01-10,1.3271,1.3065,1.3273,1.3039
"1052",2013-01-11,1.3344,1.3272,1.3366,1.3248
"1053",2013-01-14,1.3383,1.334,1.3404,1.3334
"1054",2013-01-15,1.3304,1.3382,1.3394,1.3268
"1055",2013-01-16,1.329,1.3304,1.3325,1.3257
"1056",2013-01-17,1.3377,1.3291,1.339,1.3271
"1057",2013-01-18,1.3319,1.3377,1.3403,1.3281
"1058",2013-01-21,1.3314,1.3321,1.3333,1.33
"1059",2013-01-22,1.3321,1.3312,1.3373,1.3268
"1060",2013-01-23,1.3318,1.3321,1.3356,1.3265
"1061",2013-01-24,1.3376,1.3319,1.3394,1.3287
"1062",2013-01-25,1.3462,1.3377,1.3481,1.335
"1063",2013-01-28,1.3456,1.3464,1.3478,1.3424
"1064",2013-01-29,1.3493,1.3455,1.3498,1.3415
"1065",2013-01-30,1.3568,1.3491,1.3588,1.3481
"1066",2013-01-31,1.3579,1.3567,1.3594,1.354
"1067",2013-02-01,1.364,1.3577,1.3712,1.3572
"1068",2013-02-04,1.3514,1.3642,1.3659,1.3504
"1069",2013-02-05,1.3584,1.3514,1.3599,1.3459
"1070",2013-02-06,1.3523,1.3584,1.3598,1.3495
"1071",2013-02-07,1.3396,1.3521,1.3577,1.3369
"1072",2013-02-08,1.3365,1.3398,1.3431,1.3354
"1073",2013-02-11,1.3407,1.3359,1.3428,1.3325
"1074",2013-02-12,1.3454,1.3406,1.3476,1.3365
"1075",2013-02-13,1.3453,1.3453,1.3521,1.3426
"1076",2013-02-14,1.3361,1.3451,1.3456,1.3314
"1077",2013-02-15,1.3363,1.3363,1.3394,1.3306
"1078",2013-02-18,1.3352,1.3357,1.3377,1.3321
"1079",2013-02-19,1.3388,1.3352,1.3397,1.3329
"1080",2013-02-20,1.3281,1.3387,1.3434,1.327
"1081",2013-02-21,1.3189,1.3283,1.3291,1.3161
"1082",2013-02-22,1.319,1.319,1.3247,1.3146
"1083",2013-02-25,1.3062,1.3175,1.3319,1.3047
"1084",2013-02-26,1.3062,1.3062,1.3121,1.3018
"1085",2013-02-27,1.3139,1.306,1.3148,1.3041
"1086",2013-02-28,1.3056,1.3138,1.3163,1.3051
"1087",2013-03-01,1.3022,1.3055,1.3102,1.2967
"1088",2013-03-04,1.3026,1.3018,1.3032,1.2982
"1089",2013-03-05,1.3051,1.3026,1.3077,1.3009
"1090",2013-03-06,1.2967,1.3053,1.3072,1.2963
"1091",2013-03-07,1.3106,1.2967,1.3121,1.2967
"1092",2013-03-08,1.3006,1.3107,1.3136,1.2957
"1093",2013-03-11,1.3045,1.2999,1.3054,1.298
"1094",2013-03-12,1.3034,1.3044,1.3076,1.2992
"1095",2013-03-13,1.2961,1.3034,1.3065,1.2923
"1096",2013-03-14,1.3005,1.2961,1.3033,1.2911
"1097",2013-03-15,1.3076,1.3005,1.3109,1.2999
"1098",2013-03-18,1.2956,1.2959,1.2997,1.2882
"1099",2013-03-19,1.2883,1.2957,1.2971,1.2845
"1100",2013-03-20,1.2933,1.2881,1.2978,1.2854
"1101",2013-03-21,1.2898,1.2932,1.2956,1.288
"1102",2013-03-22,1.2988,1.2898,1.3011,1.2889
"1103",2013-03-25,1.2852,1.2972,1.3049,1.283
"1104",2013-03-26,1.2861,1.2852,1.289,1.2828
"1105",2013-03-27,1.278,1.2862,1.2868,1.275
"1106",2013-03-28,1.2816,1.278,1.2845,1.2755
"1107",2013-03-29,1.282,1.2816,1.2839,1.2793
"1108",2013-04-01,1.2849,1.2814,1.2868,1.2771
"1109",2013-04-02,1.282,1.2847,1.2879,1.2809
"1110",2013-04-03,1.2851,1.282,1.2865,1.279
"1111",2013-04-04,1.2936,1.2849,1.295,1.2746
"1112",2013-04-05,1.299,1.2936,1.3041,1.29
"1113",2013-04-08,1.3009,1.2975,1.3039,1.2963
"1114",2013-04-09,1.3082,1.3008,1.3104,1.3004
"1115",2013-04-10,1.307,1.3082,1.3123,1.3052
"1116",2013-04-11,1.3103,1.3069,1.3139,1.3044
"1117",2013-04-12,1.3112,1.3098,1.3127,1.3037
"1118",2013-04-15,1.3036,1.3134,1.3135,1.3023
"1119",2013-04-16,1.3178,1.3034,1.3203,1.3028
"1120",2013-04-17,1.303,1.3177,1.3203,1.3003
"1121",2013-04-18,1.3052,1.3031,1.3098,1.3022
"1122",2013-04-19,1.3052,1.305,1.3129,1.3046
"1123",2013-04-22,1.3067,1.3079,1.3094,1.3015
"1124",2013-04-23,1.2999,1.3066,1.3085,1.2973
"1125",2013-04-24,1.3016,1.2998,1.3035,1.2955
"1126",2013-04-25,1.3013,1.3013,1.3094,1.2989
"1127",2013-04-26,1.3028,1.3013,1.3049,1.2992
"1128",2013-04-29,1.31,1.3032,1.3117,1.3028
"1129",2013-04-30,1.3167,1.3098,1.3186,1.3056
"1130",2013-05-01,1.318,1.3169,1.3245,1.3161
"1131",2013-05-02,1.3064,1.318,1.3216,1.3037
"1132",2013-05-03,1.3115,1.3065,1.316,1.3035
"1133",2013-05-06,1.3076,1.3115,1.3143,1.3054
"1134",2013-05-07,1.3079,1.3075,1.3133,1.3068
"1135",2013-05-08,1.3152,1.3079,1.3196,1.3072
"1136",2013-05-09,1.3043,1.3154,1.318,1.3011
"1137",2013-05-10,1.2993,1.3042,1.3051,1.2936
"1138",2013-05-13,1.2976,1.2957,1.2999,1.2942
"1139",2013-05-14,1.292,1.2976,1.303,1.2916
"1140",2013-05-15,1.2887,1.2919,1.2943,1.2843
"1141",2013-05-16,1.2882,1.2886,1.293,1.2846
"1142",2013-05-17,1.2839,1.2881,1.289,1.2796
"1143",2013-05-20,1.2883,1.2811,1.2902,1.2803
"1144",2013-05-21,1.2906,1.2883,1.2934,1.2841
"1145",2013-05-22,1.2858,1.2906,1.3,1.2833
"1146",2013-05-23,1.2936,1.2857,1.2956,1.2821
"1147",2013-05-24,1.2932,1.2938,1.2998,1.2906
"1148",2013-05-27,1.2932,1.2928,1.2951,1.2917
"1149",2013-05-28,1.2856,1.2929,1.2951,1.2849
"1150",2013-05-29,1.2941,1.2857,1.298,1.284
"1151",2013-05-30,1.305,1.294,1.3063,1.2934
"1152",2013-05-31,1.2999,1.3053,1.3063,1.2947
"1153",2013-06-03,1.3076,1.2983,1.3108,1.2955
"1154",2013-06-04,1.3081,1.3077,1.3104,1.3043
"1155",2013-06-05,1.3094,1.3081,1.3115,1.3053
"1156",2013-06-06,1.3247,1.3095,1.3306,1.3075
"1157",2013-06-07,1.3223,1.3246,1.3285,1.3191
"1158",2013-06-10,1.3257,1.3207,1.327,1.3177
"1159",2013-06-11,1.3315,1.3257,1.3318,1.3232
"1160",2013-06-12,1.3337,1.3314,1.3361,1.3266
"1161",2013-06-13,1.3375,1.3336,1.3391,1.3278
"1162",2013-06-14,1.3347,1.3375,1.3376,1.3294
"1163",2013-06-17,1.3369,1.3342,1.3382,1.3317
"1164",2013-06-18,1.3394,1.3368,1.3416,1.3325
"1165",2013-06-19,1.3295,1.3392,1.3415,1.326
"1166",2013-06-20,1.322,1.3296,1.3303,1.3163
"1167",2013-06-21,1.3123,1.3219,1.3254,1.3099
"1168",2013-06-24,1.3119,1.3117,1.3146,1.306
"1169",2013-06-25,1.3085,1.3118,1.3151,1.3064
"1170",2013-06-26,1.3012,1.3081,1.3088,1.2984
"1171",2013-06-27,1.3037,1.3013,1.3058,1.3001
"1172",2013-06-28,1.301,1.3037,1.3105,1.2992
"1173",2013-07-01,1.3064,1.3006,1.3067,1.3001
"1174",2013-07-02,1.2979,1.3065,1.308,1.2964
"1175",2013-07-03,1.3009,1.2978,1.3032,1.2923
"1176",2013-07-04,1.2913,1.3009,1.3024,1.2883
"1177",2013-07-05,1.2832,1.2913,1.2918,1.2807
"1178",2013-07-08,1.287,1.2825,1.2883,1.2809
"1179",2013-07-09,1.2781,1.287,1.2899,1.2755
"1180",2013-07-10,1.2976,1.2781,1.2985,1.2765
"1181",2013-07-11,1.3096,1.298,1.3204,1.2965
"1182",2013-07-12,1.3068,1.3097,1.3103,1.3
"1183",2013-07-15,1.3062,1.3066,1.3085,1.2994
"1184",2013-07-16,1.3162,1.3062,1.3175,1.3052
"1185",2013-07-17,1.3125,1.3161,1.3177,1.3084
"1186",2013-07-18,1.311,1.3125,1.3128,1.3066
"1187",2013-07-19,1.3142,1.311,1.3154,1.3087
"1188",2013-07-22,1.3186,1.3142,1.322,1.3131
"1189",2013-07-23,1.3224,1.3186,1.3241,1.3165
"1190",2013-07-24,1.3201,1.3222,1.3256,1.3176
"1191",2013-07-25,1.3277,1.3199,1.3296,1.3165
"1192",2013-07-26,1.3279,1.3277,1.3297,1.3252
"1193",2013-07-29,1.3262,1.3276,1.3297,1.3241
"1194",2013-07-30,1.3263,1.3262,1.3302,1.3234
"1195",2013-07-31,1.3302,1.3264,1.3346,1.3215
"1196",2013-08-01,1.3207,1.3301,1.3311,1.3197
"1197",2013-08-02,1.3283,1.3207,1.3295,1.319
"1198",2013-08-05,1.3258,1.3274,1.3302,1.3232
"1199",2013-08-06,1.3306,1.3258,1.3325,1.3245
"1200",2013-08-07,1.3337,1.3307,1.3347,1.3266
"1201",2013-08-08,1.3382,1.3338,1.3403,1.3329
"1202",2013-08-09,1.3343,1.338,1.3391,1.3333
"1203",2013-08-12,1.33,1.334,1.3346,1.3278
"1204",2013-08-13,1.3262,1.3299,1.3317,1.3233
"1205",2013-08-14,1.3256,1.3262,1.3279,1.3239
"1206",2013-08-15,1.3348,1.3256,1.3365,1.3207
"1207",2013-08-16,1.3329,1.3346,1.338,1.331
"1208",2013-08-19,1.3335,1.3328,1.3376,1.3316
"1209",2013-08-20,1.3417,1.3336,1.3453,1.3323
"1210",2013-08-21,1.3357,1.3416,1.3428,1.3335
"1211",2013-08-22,1.3356,1.3355,1.3375,1.3299
"1212",2013-08-23,1.3382,1.3356,1.341,1.3333
"1213",2013-08-26,1.3369,1.3382,1.3394,1.3356
"1214",2013-08-27,1.3393,1.3368,1.34,1.3324
"1215",2013-08-28,1.334,1.3393,1.3399,1.3306
"1216",2013-08-29,1.3241,1.3339,1.3344,1.3219
"1217",2013-08-30,1.3222,1.3243,1.3256,1.3175
"1218",2013-09-02,1.3192,1.3234,1.3238,1.3184
"1219",2013-09-03,1.317,1.3191,1.3198,1.3138
"1220",2013-09-04,1.3209,1.3171,1.322,1.3156
"1221",2013-09-05,1.312,1.3207,1.3223,1.311
"1222",2013-09-06,1.318,1.3119,1.3189,1.3104
"1223",2013-09-09,1.3255,1.3169,1.3281,1.3159
"1224",2013-09-10,1.3268,1.3255,1.3276,1.323
"1225",2013-09-11,1.3312,1.327,1.3327,1.3245
"1226",2013-09-12,1.3299,1.331,1.3326,1.3261
"1227",2013-09-13,1.3294,1.3299,1.3323,1.3255
"1228",2013-09-16,1.3334,1.3306,1.3386,1.3296
"1229",2013-09-17,1.3359,1.3334,1.3371,1.3326
"1230",2013-09-18,1.3522,1.3359,1.3542,1.3338
"1231",2013-09-19,1.353,1.3521,1.3569,1.35
"1232",2013-09-20,1.3524,1.3531,1.355,1.3498
"1233",2013-09-23,1.3493,1.3546,1.3556,1.3479
"1234",2013-09-24,1.3474,1.3493,1.3519,1.3464
"1235",2013-09-25,1.3526,1.3473,1.3538,1.3461
"1236",2013-09-26,1.3489,1.3526,1.3529,1.3471
"1237",2013-09-27,1.3522,1.3487,1.3565,1.3473
"1238",2013-09-30,1.3526,1.348,1.3557,1.3468
"1239",2013-10-01,1.3526,1.3528,1.359,1.3517
"1240",2013-10-02,1.3579,1.3527,1.3609,1.3509
"1241",2013-10-03,1.3618,1.3577,1.3646,1.3576
"1242",2013-10-04,1.3558,1.3618,1.3632,1.3538
"1243",2013-10-07,1.3582,1.3556,1.3592,1.3542
"1244",2013-10-08,1.3573,1.3583,1.3609,1.3558
"1245",2013-10-09,1.3524,1.3573,1.3605,1.3486
"1246",2013-10-10,1.352,1.3524,1.3546,1.3488
"1247",2013-10-11,1.3542,1.3519,1.3582,1.3517
"1248",2013-10-14,1.3561,1.3544,1.3598,1.3542
"1249",2013-10-15,1.3523,1.3561,1.3571,1.3479
"1250",2013-10-16,1.3535,1.3523,1.3567,1.3472
"1251",2013-10-17,1.3676,1.3535,1.3681,1.3514
"1252",2013-10-18,1.3685,1.3674,1.3704,1.3659
"1253",2013-10-21,1.3683,1.3687,1.3691,1.3651
"1254",2013-10-22,1.3781,1.3683,1.3794,1.3662
"1255",2013-10-23,1.3777,1.3784,1.3794,1.3741
"1256",2013-10-24,1.38,1.3776,1.3826,1.3764
"1257",2013-10-25,1.3805,1.3801,1.3833,1.3774
"1258",2013-10-28,1.3784,1.3803,1.3817,1.3775
"1259",2013-10-29,1.3746,1.3784,1.3813,1.3735
"1260",2013-10-30,1.3736,1.3745,1.3785,1.3696
"1261",2013-10-31,1.3584,1.3737,1.374,1.3577
"1262",2013-11-01,1.3487,1.3584,1.3592,1.3481
"1263",2013-11-04,1.3516,1.3489,1.3527,1.3443
"1264",2013-11-05,1.3474,1.3514,1.3523,1.3449
"1265",2013-11-06,1.3512,1.3476,1.355,1.3468
"1266",2013-11-07,1.342,1.3514,1.3529,1.3296
"1267",2013-11-08,1.3371,1.342,1.3439,1.3317
"1268",2013-11-11,1.3407,1.3361,1.3417,1.3344
"1269",2013-11-12,1.3436,1.3407,1.3457,1.3359
"1270",2013-11-13,1.3487,1.3436,1.3497,1.3392
"1271",2013-11-14,1.3459,1.3489,1.3499,1.3419
"1272",2013-11-15,1.3495,1.3458,1.3506,1.3432
"1273",2013-11-18,1.3505,1.3502,1.3543,1.3475
"1274",2013-11-19,1.3539,1.3505,1.3549,1.3488
"1275",2013-11-20,1.3439,1.3539,1.3579,1.3417
"1276",2013-11-21,1.3482,1.344,1.3487,1.3399
"1277",2013-11-22,1.3558,1.3482,1.3558,1.3462
"1278",2013-11-25,1.3516,1.355,1.3561,1.3491
"1279",2013-11-26,1.3572,1.3517,1.3575,1.3514
"1280",2013-11-27,1.3579,1.3571,1.3613,1.3557
"1281",2013-11-28,1.3605,1.358,1.3619,1.3563
"1282",2013-11-29,1.359,1.3605,1.3622,1.3579
"1283",2013-12-02,1.3542,1.359,1.3617,1.3525
"1284",2013-12-03,1.359,1.354,1.3613,1.3523
"1285",2013-12-04,1.3594,1.3589,1.3605,1.3528
"1286",2013-12-05,1.3668,1.3594,1.3678,1.3542
"1287",2013-12-06,1.3706,1.3668,1.3708,1.363
"1288",2013-12-09,1.3739,1.372,1.3747,1.3694
"1289",2013-12-10,1.3761,1.3738,1.3797,1.3733
"1290",2013-12-11,1.3786,1.376,1.3811,1.3739
"1291",2013-12-12,1.3755,1.3787,1.3804,1.3736
"1292",2013-12-13,1.3743,1.3755,1.3771,1.371
"1293",2013-12-16,1.3761,1.374,1.3799,1.3724
"1294",2013-12-17,1.3768,1.3762,1.3784,1.3724
"1295",2013-12-18,1.3685,1.377,1.3813,1.3675
"1296",2013-12-19,1.3663,1.3685,1.3695,1.3649
"1297",2013-12-20,1.3672,1.3662,1.371,1.3624
"1298",2013-12-23,1.3696,1.367,1.3717,1.3666
"1299",2013-12-24,1.3684,1.3697,1.3704,1.3655
"1300",2013-12-25,1.368,1.3684,1.371,1.3661
"1301",2013-12-26,1.3691,1.3679,1.3702,1.3662
"1302",2013-12-27,1.3742,1.3692,1.3893,1.3686
"1303",2013-12-30,1.3805,1.3744,1.3821,1.3729
"1304",2013-12-31,1.3746,1.3803,1.3813,1.3742
"1305",2014-01-01,1.3754,1.3742,1.3769,1.3742
"1306",2014-01-02,1.3672,1.3756,1.3777,1.363
"1307",2014-01-03,1.3588,1.3672,1.3674,1.3582
"1308",2014-01-06,1.3628,1.3589,1.3653,1.3571
"1309",2014-01-07,1.3616,1.3627,1.3657,1.3596
"1310",2014-01-08,1.3575,1.3617,1.3636,1.3554
"1311",2014-01-09,1.3609,1.3577,1.3636,1.355
"1312",2014-01-10,1.367,1.3609,1.3689,1.3577
"1313",2014-01-13,1.3672,1.3669,1.3685,1.3637
"1314",2014-01-14,1.3679,1.367,1.3699,1.3648
"1315",2014-01-15,1.3605,1.368,1.3684,1.3582
"1316",2014-01-16,1.362,1.3604,1.365,1.3582
"1317",2014-01-17,1.3541,1.362,1.3623,1.3517
"1318",2014-01-20,1.3552,1.3543,1.357,1.3508
"1319",2014-01-21,1.3561,1.3552,1.3571,1.3518
"1320",2014-01-22,1.3548,1.3559,1.3584,1.3535
"1321",2014-01-23,1.3695,1.3547,1.3699,1.353
"1322",2014-01-24,1.3678,1.3697,1.3741,1.3665
"1323",2014-01-27,1.3672,1.3677,1.3718,1.3654
"1324",2014-01-28,1.3669,1.3673,1.3689,1.3629
"1325",2014-01-29,1.3663,1.3668,1.3685,1.3603
"1326",2014-01-30,1.3556,1.3662,1.3666,1.3543
"1327",2014-01-31,1.3487,1.3557,1.357,1.348
"1328",2014-02-03,1.3525,1.3493,1.3536,1.3476
"1329",2014-02-04,1.3519,1.3525,1.3539,1.3494
"1330",2014-02-05,1.3533,1.3519,1.3555,1.3498
"1331",2014-02-06,1.359,1.3533,1.3621,1.3485
"1332",2014-02-07,1.3635,1.359,1.3642,1.3553
"1333",2014-02-10,1.3647,1.3634,1.3653,1.3609
"1334",2014-02-11,1.3639,1.3648,1.3686,1.3631
"1335",2014-02-12,1.3594,1.3639,1.3655,1.3563
"1336",2014-02-13,1.3681,1.3594,1.3694,1.3586
"1337",2014-02-14,1.3693,1.3681,1.3718,1.3674
"1338",2014-02-17,1.3708,1.3688,1.3725,1.3687
"1339",2014-02-18,1.3758,1.3706,1.377,1.3694
"1340",2014-02-19,1.3733,1.3757,1.3774,1.3724
"1341",2014-02-20,1.3718,1.3733,1.3763,1.3685
"1342",2014-02-21,1.374,1.372,1.376,1.3704
"1343",2014-02-24,1.3735,1.3735,1.377,1.3708
"1344",2014-02-25,1.3746,1.3735,1.3767,1.3714
"1345",2014-02-26,1.3688,1.3744,1.3758,1.3661
"1346",2014-02-27,1.3709,1.3687,1.3727,1.3642
"1347",2014-02-28,1.3803,1.3708,1.3824,1.3693
"1348",2014-03-03,1.3735,1.3786,1.3793,1.3725
"1349",2014-03-04,1.3744,1.3735,1.3782,1.372
"1350",2014-03-05,1.3733,1.3742,1.3746,1.3706
"1351",2014-03-06,1.3861,1.3734,1.3874,1.3723
"1352",2014-03-07,1.3878,1.386,1.3917,1.3854
"1353",2014-03-10,1.3877,1.3875,1.3898,1.3861
"1354",2014-03-11,1.3859,1.3874,1.388,1.3832
"1355",2014-03-12,1.3904,1.3859,1.3914,1.3841
"1356",2014-03-13,1.3869,1.3903,1.3968,1.3844
"1357",2014-03-14,1.3914,1.3866,1.3937,1.3847
"1358",2014-03-17,1.3922,1.3911,1.3949,1.3879
"1359",2014-03-18,1.3934,1.3921,1.3942,1.388
"1360",2014-03-19,1.3833,1.3933,1.3935,1.3809
"1361",2014-03-20,1.3779,1.3832,1.3845,1.3749
"1362",2014-03-21,1.3794,1.3779,1.3813,1.3767
"1363",2014-03-24,1.3839,1.3792,1.3876,1.376
"1364",2014-03-25,1.3827,1.3839,1.3848,1.375
"1365",2014-03-26,1.3783,1.3827,1.3829,1.3777
"1366",2014-03-27,1.374,1.3781,1.3798,1.3729
"1367",2014-03-28,1.3753,1.374,1.3773,1.3705
"1368",2014-03-31,1.3771,1.3755,1.3807,1.3734
"1369",2014-04-01,1.3794,1.3769,1.3817,1.3767
"1370",2014-04-02,1.3767,1.3792,1.3821,1.3752
"1371",2014-04-03,1.372,1.3768,1.3807,1.3699
"1372",2014-04-04,1.3703,1.3719,1.3732,1.3672
"1373",2014-04-07,1.3741,1.3696,1.3749,1.3689
"1374",2014-04-08,1.3796,1.3741,1.3813,1.3737
"1375",2014-04-09,1.3855,1.3794,1.3862,1.3779
"1376",2014-04-10,1.3888,1.3855,1.3899,1.3835
"1377",2014-04-11,1.3885,1.3888,1.3907,1.3864
"1378",2014-04-14,1.3821,1.3839,1.3866,1.381
"1379",2014-04-15,1.3814,1.3821,1.3835,1.379
"1380",2014-04-16,1.3816,1.3814,1.3852,1.3804
"1381",2014-04-17,1.3815,1.3816,1.3866,1.381
"1382",2014-04-18,1.3815,1.3814,1.3825,1.3808
"1383",2014-04-21,1.3792,1.3809,1.3832,1.3786
"1384",2014-04-22,1.3805,1.3794,1.3826,1.3785
"1385",2014-04-23,1.3817,1.3805,1.3855,1.38
"1386",2014-04-24,1.3832,1.3819,1.3843,1.3792
"1387",2014-04-25,1.3833,1.3832,1.385,1.3826
"1388",2014-04-28,1.385,1.3834,1.388,1.3814
"1389",2014-04-29,1.3812,1.3849,1.3879,1.3805
"1390",2014-04-30,1.3868,1.3813,1.3878,1.3777
"1391",2014-05-01,1.387,1.3866,1.3889,1.3861
"1392",2014-05-02,1.387,1.3868,1.3881,1.3811
"1393",2014-05-05,1.3876,1.3872,1.3892,1.3865
"1394",2014-05-06,1.3928,1.3875,1.3952,1.3869
"1395",2014-05-07,1.3912,1.3928,1.394,1.391
